organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
human	ATP5F1A	P25705	553	8H9I	EM	2.77	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9L	EM	2.61	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9P	EM	3.02	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9S	EM	2.53	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9T	EM	2.77	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9U	EM	2.61	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8H9V	EM	3.02	A/B/C=44-553	0.922
human	ATP5F1A	P25705	553	8KI3	EM	2.89	A/B/C=44-553	0.922
human	ATP5F1B	P06576	529	8H9E	EM	2.53	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9I	EM	2.77	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9L	EM	2.61	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9P	EM	3.02	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9S	EM	2.53	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9T	EM	2.77	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9U	EM	2.61	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8H9V	EM	3.02	D/E/F=48-529	0.911
human	ATP5F1B	P06576	529	8KI3	EM	2.89	D/E/F=48-529	0.911
human	ATP5IF1	Q9UII2	106	8H9E	EM	2.53	J=26-106	0.764
human	ATP5IF1	Q9UII2	106	8H9L	EM	2.61	J=26-106	0.764
human	ATP5IF1	Q9UII2	106	8H9S	EM	2.53	J=26-106	0.764
human	ATP5IF1	Q9UII2	106	8H9U	EM	2.61	J=26-106	0.764
human	ATP5IF1	Q9UII2	106	8KI3	EM	2.89	J=26-106	0.764
human	ATP5MC1	P05496	136	8H9F	EM	2.69	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9J	EM	3.26	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9M	EM	3.00	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9Q	EM	3.47	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9S	EM	2.53	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9T	EM	2.77	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9U	EM	2.61	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8H9V	EM	3.02	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8KHF	EM	3.13	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP5MC1	P05496	136	8KI3	EM	2.89	1/2/3/4/5/6/7/8=62-136	0.551
human	ATP6AP1	Q15904	470	6WLW	EM	3.00	U=1-470	1.000
human	ATP6AP1	Q15904	470	6WM2	EM	3.10	U=1-470	1.000
human	ATP6AP1	Q15904	470	6WM3	EM	3.40	U=1-470	1.000
human	ATP6AP1	Q15904	470	6WM4	EM	3.60	U=1-470	1.000
human	ATP6AP1	Q15904	470	7U4T	EM	3.60	U=1-470	1.000
human	ATP6AP1	Q15904	470	7UNF	EM	4.08	s=1-470	1.000
human	ATP6AP1	Q15904	470	9CF8	EM	3.46	U=1-470	1.000
human	ATP6AP1	Q15904	470	9CFC	EM	3.47	U=1-470	1.000
human	ATP6AP1	Q15904	470	9DET	EM	3.00	o=1-470	1.000
human	ATP6AP2	O75787	350	3LBS	X-ray	2.15	A/B=333-350	0.051
human	ATP6AP2	O75787	350	3LC8	X-ray	2.00	A/B=333-350	0.051
human	ATP6AP2	O75787	350	6WLW	EM	3.00	V=1-350	1.000
human	ATP6AP2	O75787	350	6WM2	EM	3.10	V=1-350	1.000
human	ATP6AP2	O75787	350	6WM3	EM	3.40	V=1-350	1.000
human	ATP6AP2	O75787	350	6WM4	EM	3.60	V=1-350	1.000
human	ATP6AP2	O75787	350	7U4T	EM	3.60	V=1-350	1.000
human	ATP6AP2	O75787	350	9CF8	EM	3.46	V=1-350	1.000
human	ATP6AP2	O75787	350	9CFC	EM	3.47	V=1-350	1.000
human	ATP6AP2	O75787	350	9DET	EM	3.00	p=1-350	1.000
human	ATP6V0A1	Q93050	837	6WLW	EM	3.00	R=1-837	1.000
human	ATP6V0A1	Q93050	837	6WM2	EM	3.10	R=1-837	1.000
human	ATP6V0A1	Q93050	837	6WM3	EM	3.40	R=1-837	1.000
human	ATP6V0A1	Q93050	837	6WM4	EM	3.60	R=1-837	1.000
human	ATP6V0A1	Q93050	837	7U4T	EM	3.60	R=1-837	1.000
human	ATP6V0A1	Q93050	837	9CF8	EM	3.46	R=1-837	1.000
human	ATP6V0A1	Q93050	837	9CFC	EM	3.47	R=1-837	1.000
human	ATP6V0A4	Q9HBG4	840	7UNF	EM	4.08	a=1-840	1.000
human	ATP6V0A4	Q9HBG4	840	9DET	EM	3.00	a=1-840	1.000
human	ATP6V0B	Q99437	205	6WLW	EM	3.00	0=1-205	1.000
human	ATP6V0B	Q99437	205	6WM2	EM	3.10	0=1-205	1.000
human	ATP6V0B	Q99437	205	6WM3	EM	3.40	0=1-205	1.000
human	ATP6V0B	Q99437	205	6WM4	EM	3.60	0=1-205	1.000
human	ATP6V0B	Q99437	205	7U4T	EM	3.60	0=1-205	1.000
human	ATP6V0B	Q99437	205	7UNF	EM	4.08	1=1-205	1.000
human	ATP6V0C	P27449	155	6WLW	EM	3.00	1/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0C	P27449	155	6WM2	EM	3.10	1/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0C	P27449	155	6WM3	EM	3.40	1/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0C	P27449	155	6WM4	EM	3.60	1/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0C	P27449	155	7U4T	EM	3.60	1/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0C	P27449	155	7UNF	EM	4.08	0/2/3/4/5/6/7/8/9=1-155	1.000
human	ATP6V0D1	P61421	351	6WLW	EM	3.00	Q=1-351	1.000
human	ATP6V0D1	P61421	351	6WM2	EM	3.10	Q=1-351	1.000
human	ATP6V0D1	P61421	351	6WM3	EM	3.40	Q=1-351	1.000
human	ATP6V0D1	P61421	351	6WM4	EM	3.60	Q=1-351	1.000
human	ATP6V0D1	P61421	351	7U4T	EM	3.60	Q=1-351	1.000
human	ATP6V0D1	P61421	351	7UNF	EM	4.08	k=1-351	1.000
human	ATP6V0D1	P61421	351	9CF8	EM	3.46	Q=1-351	1.000
human	ATP6V0D1	P61421	351	9CFC	EM	3.47	Q=1-351	1.000
human	ATP6V0D1	P61421	351	9DET	EM	3.00	d=1-351	1.000
human	ATP6V0E1	O15342	81	6WLW	EM	3.00	S=1-81	1.000
human	ATP6V0E1	O15342	81	6WM2	EM	3.10	S=1-81	1.000
human	ATP6V0E1	O15342	81	6WM3	EM	3.40	S=1-81	1.000
human	ATP6V0E1	O15342	81	6WM4	EM	3.60	S=1-81	1.000
human	ATP6V0E1	O15342	81	7U4T	EM	3.60	S=1-81	1.000
human	ATP6V0E1	O15342	81	7UNF	EM	4.08	m=1-81	1.000
human	ATP6V0E1	O15342	81	9CF8	EM	3.46	S=1-81	1.000
human	ATP6V0E1	O15342	81	9CFC	EM	3.47	S=1-81	1.000
human	ATP6V0E1	O15342	81	9DET	EM	3.00	e=1-81	1.000
human	ATP6V1A	P38606	617	6WLZ	EM	2.90	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	6WM2	EM	3.10	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	6WM3	EM	3.40	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	6WM4	EM	3.60	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	7U4T	EM	3.60	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	7UNF	EM	4.08	L/M/N=1-617	1.000
human	ATP6V1A	P38606	617	9CF8	EM	3.46	A/B/C=1-617	1.000
human	ATP6V1A	P38606	617	9CFC	EM	3.47	A/B/C=1-617	1.000
human	ATP6V1B2	P21281	511	6WLZ	EM	2.90	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	6WM2	EM	3.10	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	6WM3	EM	3.40	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	6WM4	EM	3.60	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	7U4T	EM	3.60	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	7UNF	EM	4.08	O/P/Q=1-511	1.000
human	ATP6V1B2	P21281	511	9CF8	EM	3.46	D/E/F=1-511	1.000
human	ATP6V1B2	P21281	511	9CFC	EM	3.47	D/E/F=1-511	1.000
human	ATP6V1C1	P21283	382	6WM2	EM	3.10	O=1-382	1.000
human	ATP6V1C1	P21283	382	6WM3	EM	3.40	O=1-382	1.000
human	ATP6V1C1	P21283	382	6WM4	EM	3.60	O=1-382	1.000
human	ATP6V1C1	P21283	382	7U4T	EM	3.60	O=1-382	1.000
human	ATP6V1C1	P21283	382	7UNF	EM	4.08	C=1-382	1.000
human	ATP6V1D	Q9Y5K8	247	6WLZ	EM	2.90	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	6WM2	EM	3.10	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	6WM3	EM	3.40	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	6WM4	EM	3.60	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	7U4T	EM	3.60	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	7UNF	EM	4.08	D=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	9CF8	EM	3.46	G=1-247	1.000
human	ATP6V1D	Q9Y5K8	247	9CFC	EM	3.47	G=1-247	1.000
human	ATP6V1E1	P36543	226	6WLZ	EM	2.90	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	6WM2	EM	3.10	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	6WM3	EM	3.40	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	6WM4	EM	3.60	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	7U4T	EM	3.60	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	7UNF	EM	4.08	b/c/d=1-226	1.000
human	ATP6V1E1	P36543	226	9CF8	EM	3.46	H/I/J=1-226	1.000
human	ATP6V1E1	P36543	226	9CFC	EM	3.47	H/I/J=1-226	1.000
human	ATP6V1F	Q16864	119	6WLZ	EM	2.90	N=1-119	1.000
human	ATP6V1F	Q16864	119	6WM2	EM	3.10	N=1-119	1.000
human	ATP6V1F	Q16864	119	6WM3	EM	3.40	N=1-119	1.000
human	ATP6V1F	Q16864	119	6WM4	EM	3.60	N=1-119	1.000
human	ATP6V1F	Q16864	119	7U4T	EM	3.60	N=1-119	1.000
human	ATP6V1F	Q16864	119	7UNF	EM	4.08	F=1-119	1.000
human	ATP6V1F	Q16864	119	9CF8	EM	3.46	N=1-119	1.000
human	ATP6V1F	Q16864	119	9CFC	EM	3.47	N=1-119	1.000
human	ATP6V1G1	O75348	118	6WLZ	EM	2.90	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	6WM2	EM	3.10	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	6WM3	EM	3.40	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	6WM4	EM	3.60	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	7U4T	EM	3.60	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	7UNF	EM	4.08	e/f/g=1-118	1.000
human	ATP6V1G1	O75348	118	9CF8	EM	3.46	K/L/M=1-118	1.000
human	ATP6V1G1	O75348	118	9CFC	EM	3.47	K/L/M=1-118	1.000
human	ATP6V1H	Q9UI12	483	6WM2	EM	3.10	P=1-483	1.000
human	ATP6V1H	Q9UI12	483	6WM3	EM	3.40	P=1-483	1.000
human	ATP6V1H	Q9UI12	483	6WM4	EM	3.60	P=1-483	1.000
human	ATP6V1H	Q9UI12	483	7FDA	EM	4.20	P=356-465	0.228
human	ATP6V1H	Q9UI12	483	7FDB	EM	4.80	P=356-465	0.228
human	ATP6V1H	Q9UI12	483	7FDC	EM	6.60	P=356-465	0.228
human	ATP6V1H	Q9UI12	483	7U4T	EM	3.60	P=1-483	1.000
human	ATP6V1H	Q9UI12	483	7UNF	EM	4.08	H=1-483	1.000
human	ATP7B	P35670	1465	2ARF	NMR		A=1032-1196	0.113
human	ATP7B	P35670	1465	2EW9	NMR		A=486-633	0.101
human	ATP7B	P35670	1465	2KOY	NMR		A=1036-1196	0.110
human	ATP7B	P35670	1465	2LQB	NMR		A=141-212	0.049
human	ATP7B	P35670	1465	2N7Y	NMR		A=56-127	0.049
human	ATP7B	P35670	1465	2ROP	NMR		A=238-439	0.138
human	ATP7B	P35670	1465	6A71	X-ray	1.60	A/B=357-428	0.049
human	ATP7B	P35670	1465	6A72	X-ray	2.10	A/B=357-428	0.049
human	ATP7B	P35670	1465	7XUK	EM	3.30	A=1-1465	1.000
human	ATP7B	P35670	1465	7XUM	EM	3.80	A=1-1465	1.000
human	ATP7B	P35670	1465	7XUN	EM	3.40	A=1-1465	1.000
human	ATP7B	P35670	1465	7XUO	EM	3.60	A=1-1465	1.000
human	ATP7B	P35670	1465	8IOY	EM	4.00	A=1-1465	1.000
human	AUP1	Q9Y679	410	2EKF	NMR		A=292-345	0.132
human	AUP1	Q9Y679	410	7LEW	X-ray	1.74	B=379-410	0.078
human	AXIN1	O15169	862	1DK8	X-ray	1.57	A=74-220	0.171
human	AXIN1	O15169	862	1EMU	X-ray	1.90	A=80-211	0.153
human	AXIN1	O15169	862	1O9U	X-ray	2.40	B=383-400	0.021
human	AXIN1	O15169	862	3ZDI	X-ray	2.64	B=383-400	0.021
human	AXIN1	O15169	862	4B7T	X-ray	2.77	B=383-400	0.021
human	AXIN1	O15169	862	4NM0	X-ray	2.50	B=383-402	0.023
human	AXIN1	O15169	862	4NM3	X-ray	2.10	B=383-402	0.023
human	AXIN1	O15169	862	4NM5	X-ray	2.30	B=383-402	0.023
human	AXIN1	O15169	862	4NM7	X-ray	2.30	B=383-402	0.023
human	AXIN1	O15169	862	4NU1	X-ray	2.50	B=383-402	0.023
human	AXIN1	O15169	862	5WZZ	X-ray	2.10	E/F/G/H=375-394	0.023
human	AXIN1	O15169	862	6JCK	X-ray	3.09	A=781-862	0.095
human	AXIN1	O15169	862	7SXF	X-ray	1.94	B=385-399	0.017
human	AXIN1	O15169	862	7SXG	X-ray	2.40	B=385-400	0.019
human	AXIN1	O15169	862	7SXH	X-ray	2.09	B=385-400	0.019
human	AXIN1	O15169	862	7SXJ	X-ray	1.85	B=384-400	0.020
human	AXIN1	O15169	862	7Y1P	X-ray	2.60	A/B/C/D=74-220	0.171
human	AXIN1	O15169	862	8RU3	X-ray	2.00	P=468-479	0.014
human	AXIN1	O15169	862	8RU4	X-ray	2.13	C=469-479	0.013
human	AXIN1	O15169	862	8VMG	X-ray	2.45	C/D=383-435	0.061
human	BACH2	Q9BYV9	841	3OHU	X-ray	2.10	A/B/C/D/E/F=9-129	0.144
human	BACH2	Q9BYV9	841	3OHV	X-ray	2.20	A/B/C/D/E/F=9-129	0.144
human	BAG1	Q99933	345	1HX1	X-ray	1.90	B=222-334	0.328
human	BAG1	Q99933	345	1WXV	NMR		A=144-222	0.229
human	BAG1	Q99933	345	3FZF	X-ray	2.20	B=222-334	0.328
human	BAG1	Q99933	345	3FZH	X-ray	2.00	B=222-334	0.328
human	BAG1	Q99933	345	3FZK	X-ray	2.10	B=222-334	0.328
human	BAG1	Q99933	345	3FZL	X-ray	2.20	B=222-334	0.328
human	BAG1	Q99933	345	3FZM	X-ray	2.30	B=222-334	0.328
human	BAG1	Q99933	345	3LDQ	X-ray	1.90	B=222-334	0.328
human	BAG1	Q99933	345	3M3Z	X-ray	2.10	B=222-334	0.328
human	BAG1	Q99933	345	5AQF	X-ray	1.88	B/D=222-334	0.328
human	BAG1	Q99933	345	5AQG	X-ray	2.24	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQH	X-ray	2.00	B=222-334	0.328
human	BAG1	Q99933	345	5AQI	X-ray	1.98	B/D=222-334	0.328
human	BAG1	Q99933	345	5AQJ	X-ray	1.96	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQK	X-ray	2.09	B=222-334	0.328
human	BAG1	Q99933	345	5AQL	X-ray	1.69	B/D=222-334	0.328
human	BAG1	Q99933	345	5AQM	X-ray	1.63	B/D=222-334	0.328
human	BAG1	Q99933	345	5AQN	X-ray	2.45	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQO	X-ray	2.12	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQP	X-ray	2.08	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQQ	X-ray	2.72	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQR	X-ray	1.91	B/D/F=222-334	0.328
human	BAG1	Q99933	345	5AQS	X-ray	2.00	B/D=222-334	0.328
human	BAG1	Q99933	345	5AQT	X-ray	1.90	B=222-334	0.328
human	BAG1	Q99933	345	5AQU	X-ray	1.92	B=222-334	0.328
human	BAG1	Q99933	345	5AQV	X-ray	1.75	B=222-334	0.328
human	BAG6	P46379	1132	1WX9	NMR		A=17-89	0.064
human	BAG6	P46379	1132	2N9P	NMR		C=17-101	0.075
human	BAG6	P46379	1132	4DWF	X-ray	1.80	A/B=13-101	0.079
human	BAG6	P46379	1132	4EEW	X-ray	1.30	A/B=1-87	0.077
human	BAG6	P46379	1132	4WWR	X-ray	2.00	A/C/E/G=1060-1111	0.046
human	BAG6	P46379	1132	4X86	X-ray	1.85	B=1048-1123	0.067
human	BAG6	P46379	1132	6AU8	X-ray	1.80	C=1008-1050	0.038
human	BAG6	P46379	1132	7RU9	EM	3.30	D/G=1004-1132	0.114
human	BAG6	P46379	1132	7RUA	EM	3.40	D/G=1004-1132	0.114
human	BAG6	P46379	1132	7RUC	EM	3.60	D/G=1004-1132	0.114
human	BAIAP2	Q9UQB8	552	1WDZ	X-ray	2.63	A/B=1-228	0.413
human	BAIAP2	Q9UQB8	552	1Y2O	X-ray	2.20	A/B=1-250	0.453
human	BAIAP2	Q9UQB8	552	2YKT	X-ray	2.11	A=1-250	0.453
human	BAIAP2	Q9UQB8	552	3RNJ	X-ray	1.50	A=375-436	0.112
human	BAIAP2	Q9UQB8	552	4JS0	X-ray	1.90	B=260-291	0.058
human	BAIAP2	Q9UQB8	552	6BCR	X-ray	1.99	C/D/G/H=333-346	0.025
human	BAIAP2	Q9UQB8	552	6BCY	X-ray	2.30	C/D/G/H=354-366	0.024
human	BAIAP2	Q9UQB8	552	6BD1	X-ray	2.35	C/D/G/H=360-373	0.025
human	BAIAP2	Q9UQB8	552	6BD2	X-ray	2.90	C=335-372	0.069
human	BAIAP2	Q9UQB8	552	6BQT	X-ray	2.80	C/F/I/L=335-366	0.058
human	BAIAP2	Q9UQB8	552	6ZEG	X-ray	1.09	A/B=448-464	0.031
human	BAIAP2	Q9UQB8	552	6ZEI	X-ray	1.39	A/B=448-464	0.031
human	BAIAP2L1	Q9UHR4	511	2KXC	NMR		A=339-402	0.125
human	BAIAP2L1	Q9UHR4	511	2LNH	NMR		B=339-402	0.125
human	BCAP31	P51572	246	4JZL	X-ray	2.20	A/B/C/D=168-233	0.268
human	BCAP31	P51572	246	4JZP	X-ray	2.10	A/B=168-233	0.268
human	BCAP31	P51572	246	8XWX	X-ray	2.69	D/E/F/G=168-233	0.268
human	BCCIP	Q9P287	314	7KYQ	X-ray	3.06	A=61-314	0.809
human	BCCIP	Q9P287	314	7KYS	X-ray	2.20	A/B/C=61-314	0.809
human	BCCIP	Q9P287	314	8EQB	EM	6.50	C/F/I/L=50-259	0.669
human	BCCIP	Q9P287	314	8EXE	X-ray	3.50	B=50-259	0.669
human	BCCIP	Q9P287	314	8EXF	X-ray	3.22	B=50-237	0.599
human	BCL2	P10415	239	1G5M	NMR		A=1-34, A=92-207	0.628
human	BCL2	P10415	239	1GJH	NMR		A=1-34, A=92-207	0.628
human	BCL2	P10415	239	1YSW	NMR		A=3-33, A=92-206	0.611
human	BCL2	P10415	239	2O21	NMR		A=3-34, A=92-207	0.619
human	BCL2	P10415	239	2O22	NMR		A=3-34, A=92-207	0.619
human	BCL2	P10415	239	2O2F	NMR		A=8-31, A=92-204	0.573
human	BCL2	P10415	239	2W3L	X-ray	2.10	A/B=92-206	0.481
human	BCL2	P10415	239	2XA0	X-ray	2.70	A/B=1-207	0.866
human	BCL2	P10415	239	4AQ3	X-ray	2.40	A/B/C/D/E/F=1-33, A/B/C/D/E/F=92-207	0.623
human	BCL2	P10415	239	4IEH	X-ray	2.10	A=1-34, A=92-207	0.628
human	BCL2	P10415	239	4LVT	X-ray	2.05	A/B=1-34, A/B=92-207	0.628
human	BCL2	P10415	239	4LXD	X-ray	1.90	A=1-34, A=92-207	0.628
human	BCL2	P10415	239	4MAN	X-ray	2.07	A/B=1-34, A/B=92-207	0.628
human	BCL2	P10415	239	5AGW	X-ray	2.69	A/B=1-34, A/B=92-207	0.628
human	BCL2	P10415	239	5AGX	X-ray	2.24	A/B=1-34, A/B=92-207	0.628
human	BCL2	P10415	239	5FCG	X-ray	2.10	A=1-207	0.866
human	BCL2	P10415	239	5JSN	X-ray	2.10	A/C=1-207	0.866
human	BCL2	P10415	239	5VAU	X-ray	1.75	A/B/C/D=1-207	0.866
human	BCL2	P10415	239	5VAX	X-ray	2.00	A/B/C/D=1-207	0.866
human	BCL2	P10415	239	5VAY	X-ray	1.80	A/B/C/D=1-34, A/B/C/D=66-207	0.736
human	BCL2	P10415	239	6GL8	X-ray	1.40	A=9-206	0.828
human	BCL2	P10415	239	6IWB	X-ray	2.50	B/D=1-34, B/D=92-207	0.628
human	BCL2	P10415	239	6O0K	X-ray	1.62	A=1-34, A=66-207	0.736
human	BCL2	P10415	239	6O0L	X-ray	2.20	A/C=1-34, A/C=66-207	0.736
human	BCL2	P10415	239	6O0M	X-ray	1.75	A=1-34, A=66-207	0.736
human	BCL2	P10415	239	6O0O	X-ray	2.00	A/C=1-34, A/C=66-207	0.736
human	BCL2	P10415	239	6O0P	X-ray	1.80	A=1-34, A=66-207	0.736
human	BCL2	P10415	239	7LHB	X-ray	2.07	A/B/C=1-207	0.866
human	BCL2	P10415	239	7Y90	X-ray	2.09	A=1-34, A=92-207	0.628
human	BCL2	P10415	239	7YA5	X-ray	1.85	A=1-34, A=92-207	0.628
human	BCL2	P10415	239	8FY1	X-ray	2.56	D=1-207	0.866
human	BCL2	P10415	239	8FY2	X-ray	2.98	D=1-207	0.866
human	BCL2	P10415	239	8HLL	X-ray	2.62	B=10-35, B=92-203	0.577
human	BCL2	P10415	239	8HLM	X-ray	2.52	B=10-35, B=92-203	0.577
human	BCL2	P10415	239	8HLN	X-ray	2.35	B=10-35, B=92-203	0.577
human	BCL2	P10415	239	8HOG	X-ray	1.80	A=5-207	0.849
human	BCL2	P10415	239	8HOH	X-ray	1.90	A=5-207	0.849
human	BCL2	P10415	239	8HOI	X-ray	2.25	A/B/C/D=5-207	0.849
human	BCL2	P10415	239	8HTR	X-ray	1.60	A=1-207	0.866
human	BCL2	P10415	239	8HTS	X-ray	1.25	A=1-207	0.866
human	BCL2	P10415	239	8IQL	X-ray	2.96	A/C=1-34, A/C=66-207	0.736
human	BCL2	P10415	239	8U27	NMR		A=1-34, A=66-218	0.782
human	BCL2	P10415	239	8VWX	X-ray	1.77	A=10-34, A=66-207	0.699
human	BCL2	P10415	239	8VWZ	X-ray	2.33	A=10-34, A=66-207	0.699
human	BCL2	P10415	239	8VXM	X-ray	2.10	A=10-34, A=66-207	0.699
human	BCL2	P10415	239	8VXN	X-ray	2.09	A=10-34, A=66-207	0.699
human	BCL2L1	Q07817	233	1BXL	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	1G5J	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	1LXL	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	1MAZ	X-ray	2.20	A=1-209	0.897
human	BCL2L1	Q07817	233	1R2D	X-ray	1.95	A=1-211	0.906
human	BCL2L1	Q07817	233	1R2E	X-ray	2.10	A=1-211	0.906
human	BCL2L1	Q07817	233	1R2G	X-ray	2.70	A=1-211	0.906
human	BCL2L1	Q07817	233	1R2H	X-ray	2.20	A=1-211	0.906
human	BCL2L1	Q07817	233	1R2I	X-ray	2.00	A=1-211	0.906
human	BCL2L1	Q07817	233	1YSG	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	1YSI	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	1YSN	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2B48	X-ray	3.45	A=1-211	0.906
human	BCL2L1	Q07817	233	2LP8	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2LPC	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2M03	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2M04	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2ME8	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2ME9	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2MEJ	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2O1Y	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	2O2M	NMR		A=2-20, A=83-196	0.571
human	BCL2L1	Q07817	233	2O2N	NMR		A=2-20, A=83-196	0.571
human	BCL2L1	Q07817	233	2P1L	X-ray	2.50	A/C/E/G=1-209	0.897
human	BCL2L1	Q07817	233	2PON	NMR		B=1-196	0.841
human	BCL2L1	Q07817	233	2YJ1	X-ray	2.24	A/C=1-209	0.897
human	BCL2L1	Q07817	233	2YQ6	X-ray	1.80	A=1-209	0.897
human	BCL2L1	Q07817	233	2YQ7	X-ray	1.90	A=1-209	0.897
human	BCL2L1	Q07817	233	2YXJ	X-ray	2.20	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3CVA	X-ray	2.70	X=1-211	0.906
human	BCL2L1	Q07817	233	3FDL	X-ray	1.78	A=1-209	0.897
human	BCL2L1	Q07817	233	3FDM	X-ray	2.26	A/B/C=1-209	0.897
human	BCL2L1	Q07817	233	3INQ	X-ray	2.00	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3IO8	X-ray	2.30	A/C=1-209	0.897
human	BCL2L1	Q07817	233	3PL7	X-ray	2.61	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3QKD	X-ray	2.02	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3R85	X-ray	1.95	A/B/C/D=1-197	0.845
human	BCL2L1	Q07817	233	3SP7	X-ray	1.40	A=1-209	0.897
human	BCL2L1	Q07817	233	3SPF	X-ray	1.70	A=1-209	0.897
human	BCL2L1	Q07817	233	3WIZ	X-ray	2.45	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3ZK6	X-ray	2.48	A/B=1-209	0.897
human	BCL2L1	Q07817	233	3ZLN	X-ray	2.29	A=1-209	0.897
human	BCL2L1	Q07817	233	3ZLO	X-ray	2.60	A=1-209	0.897
human	BCL2L1	Q07817	233	3ZLR	X-ray	2.03	A/B=1-209	0.897
human	BCL2L1	Q07817	233	4A1U	X-ray	1.54	A=1-209	0.897
human	BCL2L1	Q07817	233	4A1W	X-ray	2.50	A/B/C/D=1-209	0.897
