species,gene,term_id,term_label,evidence,action,reason
ANOGA,GPRgr22,GO:0032537,host-seeking behavior,IMP,NEW,"Jones et al. (2007) explicitly connects CO2 detection to host-seeking: ""Blood-feeding insects, including the malaria mosquito Anopheles gambiae, use highly specialized and sensitive olfactory systems to locate their hosts. This is accomplished by detecting and following plumes of volatile host emissions, which include carbon dioxide."" The Gr22/23/24 CO2 receptor complex mediates the sensory detection underlying this behavior."
DANRE,tpp1,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,The direct conserved role is lysosomal tripeptidyl-peptidase/proteolysis; neurodevelopmental and locomotor defects are downstream phenotypes.
DANRE,trpm7,GO:0036269,swimming behavior,IMP,ACCEPT,Experimental evidence demonstrates trpm7 is required for normal swimming behavior. Related to dopaminergic neuron defects.
DANRE,cryaba,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,The locomotory behavior phenotype from cryaba knockdown (PMID:25866181) is a downstream consequence of myofibrillar degeneration rather than a direct role in locomotion. This is a non-core function for a predominantly lens-specific protein.
DANRE,tomt,GO:0031223,auditory behavior,IMP,KEEP_AS_NON_CORE,Tomt directly supports hair-cell mechanotransduction-complex assembly and TMC trafficking; auditory behavior is a downstream systems-level phenotype.
DANRE,cryabb,GO:0007626,locomotory behavior,IMP,KEEP_AS_NON_CORE,The locomotory behavior phenotype from cryabb knockdown (PMID:25866181) is a downstream consequence of myofibrillar degeneration rather than a direct role in locomotion. Retained as non-core.
OCTBM,CRT1,GO:0007631,feeding behavior,IDA,NEW,"CRT1-mediated chemosensation is directly linked to predatory behavior. The octopus uses CRT1 to detect prey-associated chemicals during seafloor exploration, triggering arm attachment and prey capture. Amputated arms autonomously respond to CRT1 agonists, demonstrating the receptor's direct role in sensory-motor circuits controlling predation."
OCTBM,CRT1,GO:0042711,maternal behavior,IDA,NEW,"This is a striking recent finding that CRT1 not only mediates predation but also maternal care behavior. Different microbial metabolites from ecologically distinct surfaces (prey vs. eggs) activate the same receptor to drive different behaviors, representing a remarkable example of receptor-level behavioral specificity."
OCTBM,SLC6A4,GO:0035176,social behavior,IMP,NEW,This is a remarkable finding that directly links octopus SERT to social behavior through pharmacological evidence. MDMA is a well-characterized SERT-targeting drug and the behavioral paradigm is rigorous. The conservation of both the molecular target (SERT binding site) and the behavioral output (prosocial behavior) across >500 million years of evolution is striking.
OCTBM,CRT1,GO:0007631,feeding behavior,IDA,NEW,"CRT1-mediated chemosensation is directly linked to predatory behavior. The octopus uses CRT1 to detect prey-associated chemicals during seafloor exploration, triggering arm attachment and prey capture. Amputated arms autonomously respond to CRT1 agonists, demonstrating the receptor's direct role in sensory-motor circuits controlling predation."
OCTBM,CRT1,GO:0042711,maternal behavior,IDA,NEW,"This is a striking recent finding that CRT1 not only mediates predation but also maternal care behavior. Different microbial metabolites from ecologically distinct surfaces (prey vs. eggs) activate the same receptor to drive different behaviors, representing a remarkable example of receptor-level behavioral specificity."
DROME,Hsp27,GO:0042595,behavioral response to starvation,IMP,KEEP_AS_NON_CORE,Kept as non-core to preserve potentially valid context-specific annotation without elevating it to core function.
DROME,CRY,GO:0048512,circadian behavior,IMP,ACCEPT,cry loss disrupts photoentrainment and alters behavioral responses to light cycles.
DROME,CRY,GO:0048512,circadian behavior,IGI,ACCEPT,Combined mutations show profound behavioral photoentrainment defects.
