gene	reference_id	publication_type_auto	publication_type_final	is_review_final	notes
UFM1	PMID:23152784	PRIMARY_RESEARCH			
UFM1	PMID:25219498	PRIMARY_RESEARCH			
UFM1	PMID:26496610	PRIMARY_RESEARCH			
UFM1	PMID:26872069	PRIMARY_RESEARCH			
UFM1	PMID:27653677	PRIMARY_RESEARCH			
UFM1	PMID:28393202	PRIMARY_RESEARCH			
UFM1	PMID:28514442	PRIMARY_RESEARCH			
UFM1	PMID:29295865	PRIMARY_RESEARCH			
UFM1	PMID:29868776	PRIMARY_RESEARCH			
UFM1	PMID:30412706	PRIMARY_RESEARCH			
UFM1	PMID:30626644	PRIMARY_RESEARCH			
UFM1	PMID:32160526	PRIMARY_RESEARCH			
UFM1	PMID:32296183	PRIMARY_RESEARCH			
UFM1	PMID:33961781	PRIMARY_RESEARCH			
UFM1	PMID:35271311	PRIMARY_RESEARCH			
UFM1	PMID:40205054	PRIMARY_RESEARCH			
UFM1	file:human/UFM1/UFM1-uniprot.txt	BIOINFORMATICS			
UFM1	file:human/UFM1/UFM1-goa.tsv	BIOINFORMATICS			
MAP7D1	GO_REF:0000002	DATABASE			
MAP7D1	GO_REF:0000024	DATABASE			
MAP7D1	GO_REF:0000033	DATABASE			
MAP7D1	GO_REF:0000044	DATABASE			
MAP7D1	PMID:15561729	PRIMARY_RESEARCH			
MAP7D1	PMID:17353931	PRIMARY_RESEARCH			
MAP7D1	PMID:21150319	PRIMARY_RESEARCH			
MAP7D1	file:human/MAP7D1/MAP7D1-deep-research-falcon.md	DEEP_RESEARCH			
MAP7D1	file:human/MAP7D1/MAP7D1-deep-research-cyberian.md	DEEP_RESEARCH			
EIF4E2	GO_REF:0000002	DATABASE			
EIF4E2	GO_REF:0000033	DATABASE			
EIF4E2	GO_REF:0000044	DATABASE			
EIF4E2	GO_REF:0000052	DATABASE			
EIF4E2	GO_REF:0000120	DATABASE			
EIF4E2	PMID:14623119	PRIMARY_RESEARCH			
EIF4E2	PMID:15094042	PRIMARY_RESEARCH			
EIF4E2	PMID:15161933	PRIMARY_RESEARCH			
EIF4E2	PMID:16189514	PRIMARY_RESEARCH			
EIF4E2	PMID:17368478	PRIMARY_RESEARCH			
EIF4E2	PMID:19060904	PRIMARY_RESEARCH			
EIF4E2	PMID:22678294	PRIMARY_RESEARCH			
EIF4E2	PMID:22681889	PRIMARY_RESEARCH			
EIF4E2	PMID:22751931	PRIMARY_RESEARCH			
EIF4E2	PMID:23991149	PRIMARY_RESEARCH			
EIF4E2	PMID:25416956	PRIMARY_RESEARCH			
EIF4E2	PMID:25959826	PRIMARY_RESEARCH			
EIF4E2	PMID:28487484	PRIMARY_RESEARCH			
EIF4E2	PMID:28514442	PRIMARY_RESEARCH			
EIF4E2	PMID:31439631	PRIMARY_RESEARCH			
EIF4E2	PMID:31515488	PRIMARY_RESEARCH			
EIF4E2	PMID:32726578	PRIMARY_RESEARCH			
EIF4E2	PMID:32814053	PRIMARY_RESEARCH			
EIF4E2	PMID:33053355	PRIMARY_RESEARCH			
EIF4E2	PMID:33961781	PRIMARY_RESEARCH			
EIF4E2	PMID:35271311	PRIMARY_RESEARCH			
EIF4E2	PMID:35878012	PRIMARY_RESEARCH			
EIF4E2	PMID:40205054	PRIMARY_RESEARCH			
EIF4E2	PMID:9582349	PRIMARY_RESEARCH			
EIF4E2	Reactome:R-HSA-1678842	DATABASE			
EIF4E2	Reactome:R-HSA-1678843	DATABASE			
EIF4E2	file:human/EIF4E2/EIF4E2-uniprot.txt	BIOINFORMATICS			
EIF4E2	file:human/EIF4E2/EIF4E2-goa.tsv	BIOINFORMATICS			
DDB2	GO_REF:0000002	DATABASE			
DDB2	GO_REF:0000033	DATABASE			
DDB2	GO_REF:0000041	DATABASE			
DDB2	GO_REF:0000044	DATABASE			
DDB2	GO_REF:0000052	DATABASE			
DDB2	GO_REF:0000114	DATABASE			
DDB2	GO_REF:0000117	DATABASE			
DDB2	GO_REF:0000120	DATABASE			
DDB2	PMID:11564863	PRIMARY_RESEARCH			
DDB2	PMID:11705987	PRIMARY_RESEARCH			
DDB2	PMID:12732143	PRIMARY_RESEARCH			
DDB2	PMID:12944386	PRIMARY_RESEARCH			
DDB2	PMID:14751237	PRIMARY_RESEARCH			
DDB2	PMID:16473935	PRIMARY_RESEARCH			
DDB2	PMID:16949367	PRIMARY_RESEARCH			
DDB2	PMID:17041588	PRIMARY_RESEARCH			
DDB2	PMID:17360488	PRIMARY_RESEARCH			
DDB2	PMID:18593899	PRIMARY_RESEARCH			
DDB2	PMID:19109893	PRIMARY_RESEARCH			
DDB2	PMID:19966799	PRIMARY_RESEARCH			
DDB2	PMID:21145461	PRIMARY_RESEARCH			
DDB2	PMID:22039351	PRIMARY_RESEARCH			
DDB2	PMID:22118460	PRIMARY_RESEARCH			
DDB2	PMID:22822215	PRIMARY_RESEARCH			
DDB2	PMID:22334663	PRIMARY_RESEARCH			
DDB2	PMID:26496610	PRIMARY_RESEARCH			
DDB2	PMID:28514442	PRIMARY_RESEARCH			
DDB2	PMID:30945288	PRIMARY_RESEARCH			
DDB2	PMID:32789493	PRIMARY_RESEARCH			
DDB2	PMID:32814053	PRIMARY_RESEARCH			
DDB2	PMID:33937266	PRIMARY_RESEARCH			
DDB2	PMID:33961781	PRIMARY_RESEARCH			
DDB2	PMID:35271311	PRIMARY_RESEARCH			
DDB2	PMID:40205054	PRIMARY_RESEARCH			
DDB2	PMID:8407967	PRIMARY_RESEARCH			
DDB2	PMID:8798680	PRIMARY_RESEARCH			
DDB2	PMID:9418871	PRIMARY_RESEARCH			
DDB2	file:human/DDB2/DDB2-deep-research-falcon.md	DEEP_RESEARCH			
DDB2	Reactome:R-HSA-5689317	DATABASE			
DDB2	Reactome:R-HSA-5689861	DATABASE			
DDB2	Reactome:R-HSA-5690213	DATABASE			
DDB2	Reactome:R-HSA-5690988	DATABASE			
DDB2	Reactome:R-HSA-5690990	DATABASE			
DDB2	Reactome:R-HSA-5690991	DATABASE			
DDB2	Reactome:R-HSA-5690996	DATABASE			
DDB2	Reactome:R-HSA-5691000	DATABASE			
DDB2	Reactome:R-HSA-5691006	DATABASE			
DDB2	Reactome:R-HSA-5696655	DATABASE			
DDB2	Reactome:R-HSA-5696664	DATABASE			
DDB2	Reactome:R-HSA-5696670	DATABASE			
DDB2	Reactome:R-HSA-5696997	DATABASE			
DDB2	Reactome:R-HSA-6782943	DATABASE			
DDB2	Reactome:R-HSA-6790454	DATABASE			
DDB2	Reactome:R-HSA-6790487	DATABASE			
DDB2	Reactome:R-HSA-6806423	DATABASE			
DDB2	Reactome:R-HSA-8952638	DATABASE			
DDB2	Reactome:R-HSA-8952639	DATABASE			
DDB2	Reactome:R-HSA-8955245	DATABASE			
DDB2	Reactome:R-HSA-8955285	DATABASE			
DDB2	Reactome:R-HSA-8956045	DATABASE			
DDB2	file:human/DDB2/DDB2-uniprot.txt	BIOINFORMATICS			
UFC1	GO_REF:0000024	DATABASE			
UFC1	GO_REF:0000033	DATABASE			
UFC1	GO_REF:0000107	DATABASE			
UFC1	GO_REF:0000120	DATABASE			
UFC1	PMID:15071506	PRIMARY_RESEARCH			
UFC1	PMID:19056867	PRIMARY_RESEARCH			
UFC1	PMID:20018847	PRIMARY_RESEARCH			
UFC1	PMID:23152784	PRIMARY_RESEARCH			
UFC1	PMID:25219498	PRIMARY_RESEARCH			
UFC1	PMID:25902260	PRIMARY_RESEARCH			
UFC1	PMID:29868776	PRIMARY_RESEARCH			
UFC1	PMID:30626644	PRIMARY_RESEARCH			
UFC1	PMID:30886146	PRIMARY_RESEARCH			
UFC1	PMID:32160526	PRIMARY_RESEARCH			
UFC1	PMID:32296183	PRIMARY_RESEARCH			
UFC1	PMID:32814053	PRIMARY_RESEARCH			
UFC1	PMID:33961781	PRIMARY_RESEARCH			
UFC1	PMID:34588452	PRIMARY_RESEARCH			
UFC1	PMID:36121123	PRIMARY_RESEARCH			
UFC1	PMID:37036982	PRIMARY_RESEARCH			
UFC1	PMID:37595036	PRIMARY_RESEARCH			
UFC1	PMID:38383789	PRIMARY_RESEARCH			
UFC1	PMID:40205054	PRIMARY_RESEARCH			
UFC1	file:human/UFC1/UFC1-goa.tsv	BIOINFORMATICS			
UFC1	file:human/UFC1/UFC1-uniprot.txt	BIOINFORMATICS			
ATP5MC3	GO_REF:0000002	DATABASE			
ATP5MC3	GO_REF:0000033	DATABASE			
ATP5MC3	GO_REF:0000043	DATABASE			
ATP5MC3	GO_REF:0000044	DATABASE			
ATP5MC3	GO_REF:0000117	DATABASE			
ATP5MC3	GO_REF:0000120	DATABASE			
ATP5MC3	PMID:26297831	PRIMARY_RESEARCH			
ATP5MC3	PMID:33753518	PRIMARY_RESEARCH			
ATP5MC3	PMID:34800366	PRIMARY_RESEARCH			
ATP5MC3	Reactome:R-HSA-164832	DATABASE			
ATP5MC3	Reactome:R-HSA-164834	DATABASE			
ATP5MC3	Reactome:R-HSA-164840	DATABASE			
ATP5MC3	Reactome:R-HSA-8949580	DATABASE			
ATP5MC3	file:human/ATP5MC3/ATP5MC3-deep-research-perplexity.md	DEEP_RESEARCH			
ATP5MC3	file:human/ATP5MC3/ATP5MC3-deep-research-cyberian.md	DEEP_RESEARCH			
SCAMP1	GO_REF:0000002	DATABASE			
SCAMP1	GO_REF:0000024	DATABASE			
SCAMP1	GO_REF:0000033	DATABASE			
SCAMP1	GO_REF:0000044	DATABASE			
SCAMP1	GO_REF:0000107	DATABASE			
SCAMP1	GO_REF:0000120	DATABASE			
SCAMP1	PMID:15840657	PRIMARY_RESEARCH			
SCAMP1	PMID:25416956	PRIMARY_RESEARCH			
SCAMP1	PMID:28514442	PRIMARY_RESEARCH			
SCAMP1	PMID:32296183	PRIMARY_RESEARCH			
SCAMP1	PMID:32814053	PRIMARY_RESEARCH			
SCAMP1	PMID:33961781	PRIMARY_RESEARCH			
SCAMP1	PMID:35156780	PRIMARY_RESEARCH			
SCAMP1	PMID:36012204	PRIMARY_RESEARCH			
SCAMP1	PMID:9378760	PRIMARY_RESEARCH			
SCAMP1	Reactome:R-HSA-6799350	DATABASE			
SCAMP1	file:human/SCAMP1/SCAMP1-deep-research-falcon.md	DEEP_RESEARCH			
SCAMP1	UniProt:O15126	DATABASE			
STOML3	GO_REF:0000002	DATABASE			
STOML3	GO_REF:0000033	DATABASE			
STOML3	GO_REF:0000052	DATABASE			
STOML3	GO_REF:0000107	DATABASE			
STOML3	GO_REF:0000120	DATABASE			
STOML3	PMID:32296183	PRIMARY_RESEARCH			
STOML3	Reactome:R-HSA-8863494	DATABASE			
STOML3	DOI:10.1038/ncomms4520	OTHER			
STOML3	DOI:10.1038/ncomms9512	OTHER			
STOML3	DOI:10.1098/rsob.120096	OTHER			
STOML3	DOI:10.17863/cam.7374	OTHER			
STOML3	file:human/STOML3/STOML3-deep-research-openai.md	DEEP_RESEARCH			
STOML3	file:human/STOML3/STOML3-deep-research-cyberian.md	DEEP_RESEARCH			
STOML3	file:human/STOML3/STOML3-uniprot.txt	BIOINFORMATICS			
STOML3	file:human/STOML3/STOML3-deep-research-falcon.md	DEEP_RESEARCH			
CKAP2	GO_REF:0000033	DATABASE			
CKAP2	GO_REF:0000043	DATABASE			
CKAP2	GO_REF:0000044	DATABASE			
CKAP2	GO_REF:0000052	DATABASE			
CKAP2	GO_REF:0000107	DATABASE			
CKAP2	GO_REF:0000120	DATABASE			
CKAP2	PMID:16061649	PRIMARY_RESEARCH			
CKAP2	PMID:21399614	PRIMARY_RESEARCH			
CKAP2	CKAP2-deep-research.md	OTHER			
CKAP2	file:human/CKAP2/CKAP2-deep-research-falcon.md	DEEP_RESEARCH			
FKBP8	GO_REF:0000033	DATABASE			
FKBP8	GO_REF:0000044	DATABASE			
FKBP8	GO_REF:0000052	DATABASE			
FKBP8	GO_REF:0000107	DATABASE			
FKBP8	GO_REF:0000117	DATABASE			
FKBP8	GO_REF:0000120	DATABASE			
FKBP8	PMID:10197430	PRIMARY_RESEARCH			
FKBP8	PMID:12510191	PRIMARY_RESEARCH			
FKBP8	PMID:15733859	PRIMARY_RESEARCH			
FKBP8	PMID:16176796	PRIMARY_RESEARCH			
FKBP8	PMID:16844119	PRIMARY_RESEARCH			
FKBP8	PMID:17024179	PRIMARY_RESEARCH			
FKBP8	PMID:17082457	PRIMARY_RESEARCH			
FKBP8	PMID:17353276	PRIMARY_RESEARCH			
FKBP8	PMID:18160438	PRIMARY_RESEARCH			
FKBP8	PMID:18216108	PRIMARY_RESEARCH			
FKBP8	PMID:18385096	PRIMARY_RESEARCH			
FKBP8	PMID:18459960	PRIMARY_RESEARCH			
FKBP8	PMID:19946888	PRIMARY_RESEARCH			
FKBP8	PMID:20029029	PRIMARY_RESEARCH			
FKBP8	PMID:20707607	PRIMARY_RESEARCH			
FKBP8	PMID:21360678	PRIMARY_RESEARCH			
FKBP8	PMID:24145868	PRIMARY_RESEARCH			
FKBP8	PMID:24169621	PRIMARY_RESEARCH			
FKBP8	PMID:25036637	PRIMARY_RESEARCH			
FKBP8	PMID:26567527	PRIMARY_RESEARCH			
FKBP8	PMID:28169297	PRIMARY_RESEARCH			
FKBP8	PMID:28381481	PRIMARY_RESEARCH			
FKBP8	PMID:29916806	PRIMARY_RESEARCH			
FKBP8	PMID:31908024	PRIMARY_RESEARCH			
FKBP8	PMID:31980649	PRIMARY_RESEARCH			
FKBP8	PMID:32296183	PRIMARY_RESEARCH			
FKBP8	PMID:32686675	PRIMARY_RESEARCH			
FKBP8	PMID:34800366	PRIMARY_RESEARCH			
FKBP8	PMID:35271311	PRIMARY_RESEARCH			
FKBP8	file:human/FKBP8/FKBP8-uniprot.txt	BIOINFORMATICS			
FKBP8	file:human/FKBP8/FKBP8-goa.tsv	BIOINFORMATICS			
SEC63	GO_REF:0000033	DATABASE			
SEC63	GO_REF:0000044	DATABASE			
SEC63	GO_REF:0000052	DATABASE			
SEC63	GO_REF:0000117	DATABASE			
SEC63	PMID:10799540	PRIMARY_RESEARCH			
SEC63	PMID:21251912	PRIMARY_RESEARCH			
SEC63	PMID:22375059	PRIMARY_RESEARCH			
SEC63	PMID:22658674	PRIMARY_RESEARCH			
SEC63	PMID:26871637	PRIMARY_RESEARCH			
SEC63	PMID:29719251	PRIMARY_RESEARCH			
SEC63	PMID:36459117	PRIMARY_RESEARCH			
SEC63	PMID:37122003	PRIMARY_RESEARCH			
SEC63	PMID:38689396	COMMENT_EDITORIAL			
SEC63	PMID:32133789	PRIMARY_RESEARCH			
SEC63	PMID:41009394	REVIEW			
SEC63	file:human/SEC63/SEC63-uniprot.txt	BIOINFORMATICS			
SRP19	GO_REF:0000002	DATABASE			
SRP19	GO_REF:0000033	DATABASE			
SRP19	GO_REF:0000044	DATABASE			
SRP19	GO_REF:0000052	DATABASE			
SRP19	PMID:10618370	PRIMARY_RESEARCH			
SRP19	PMID:11682607	PRIMARY_RESEARCH			
SRP19	PMID:1678319	PRIMARY_RESEARCH			
SRP19	PMID:17434535	PRIMARY_RESEARCH			
SRP19	PMID:18089836	PRIMARY_RESEARCH			
SRP19	PMID:22658674	PRIMARY_RESEARCH			
SRP19	PMID:27899666	PRIMARY_RESEARCH			
SRP19	PMID:33961781	PRIMARY_RESEARCH			
SRP19	PMID:34208095	REVIEW			
SRP19	PMID:35271311	PRIMARY_RESEARCH			
SRP19	Reactome:R-HSA-1799332	DATABASE			
SRP19	PMID:12086622	PRIMARY_RESEARCH			
SRP19	PMID:38858088	PRIMARY_RESEARCH			
SRP19	PMID:35754847	PRIMARY_RESEARCH			
SRP19	file:human/SRP19/SRP19-uniprot.txt	BIOINFORMATICS			
TARDBP	GO_REF:0000002	DATABASE			
TARDBP	GO_REF:0000033	DATABASE			
TARDBP	GO_REF:0000043	DATABASE			
TARDBP	GO_REF:0000044	DATABASE			
TARDBP	GO_REF:0000052	DATABASE			
TARDBP	GO_REF:0000054	DATABASE			
TARDBP	GO_REF:0000107	DATABASE			
TARDBP	GO_REF:0000117	DATABASE			
TARDBP	GO_REF:0000120	DATABASE			
TARDBP	PMID:7745706	PRIMARY_RESEARCH			
TARDBP	PMID:11285240	PRIMARY_RESEARCH			
TARDBP	PMID:17481916	PRIMARY_RESEARCH			
TARDBP	PMID:18305152	PRIMARY_RESEARCH			
TARDBP	PMID:19383787	PRIMARY_RESEARCH			
TARDBP	PMID:25678563	PRIMARY_RESEARCH			
TARDBP	PMID:27123980	PRIMARY_RESEARCH			
TARDBP	PMID:27545621	PRIMARY_RESEARCH			
TARDBP	PMID:28988034	PRIMARY_RESEARCH			
TARDBP	PMID:29511089	PRIMARY_RESEARCH			
TARDBP	PMID:15231747	PRIMARY_RESEARCH			
TARDBP	PMID:16169070	PRIMARY_RESEARCH			
TARDBP	PMID:18377426	PRIMARY_RESEARCH			
TARDBP	PMID:20740007	PRIMARY_RESEARCH			
TARDBP	PMID:21903422	PRIMARY_RESEARCH			
TARDBP	PMID:24169621	PRIMARY_RESEARCH			
TARDBP	PMID:24690380	PRIMARY_RESEARCH			
TARDBP	PMID:26571498	PRIMARY_RESEARCH			
TARDBP	PMID:26752685	PRIMARY_RESEARCH			
TARDBP	PMID:27615052	PRIMARY_RESEARCH			
TARDBP	PMID:28514442	PRIMARY_RESEARCH			
TARDBP	PMID:29109149	PRIMARY_RESEARCH			
TARDBP	PMID:29153328	PRIMARY_RESEARCH			
TARDBP	PMID:29725819	PRIMARY_RESEARCH			
TARDBP	PMID:32814053	PRIMARY_RESEARCH			
TARDBP	PMID:35271311	PRIMARY_RESEARCH			
TARDBP	PMID:37788672	PRIMARY_RESEARCH			
TARDBP	PMID:21666678	PRIMARY_RESEARCH			
TARDBP	PMID:22193716	PRIMARY_RESEARCH			
TARDBP	PMID:23384725	PRIMARY_RESEARCH			
TARDBP	PMID:26099433	PRIMARY_RESEARCH			
TARDBP	PMID:26735904	PRIMARY_RESEARCH			
TARDBP	PMID:29531287	PRIMARY_RESEARCH			
TARDBP	PMID:31235914	PRIMARY_RESEARCH			
TARDBP	PMID:28335005	PRIMARY_RESEARCH			
TARDBP	PMID:23541532	PRIMARY_RESEARCH			
TARDBP	PMID:22658674	PRIMARY_RESEARCH			
TARDBP	PMID:22681889	PRIMARY_RESEARCH			
TARDBP	file:human/TARDBP/TARDBP-deep-research-falcon.md	DEEP_RESEARCH			
CHIC2	GO_REF:0000033	DATABASE			
CHIC2	GO_REF:0000044	DATABASE			
CHIC2	GO_REF:0000052	DATABASE			
CHIC2	GO_REF:0000107	DATABASE			
CHIC2	GO_REF:0000120	DATABASE			
CHIC2	PMID:16189514	PRIMARY_RESEARCH			
CHIC2	PMID:19060904	PRIMARY_RESEARCH			
CHIC2	PMID:25416956	PRIMARY_RESEARCH			
CHIC2	PMID:30886144	PRIMARY_RESEARCH			
CHIC2	PMID:32296183	PRIMARY_RESEARCH			
CHIC2	PMID:11257495	PRIMARY_RESEARCH			
CHIC2	file:human/CHIC2/CHIC2-uniprot.txt	BIOINFORMATICS			
NFE2L2	GO_REF:0000002	DATABASE			
NFE2L2	GO_REF:0000024	DATABASE			
NFE2L2	GO_REF:0000033	DATABASE			
NFE2L2	GO_REF:0000043	DATABASE			
NFE2L2	GO_REF:0000052	DATABASE			
NFE2L2	GO_REF:0000107	DATABASE			
NFE2L2	GO_REF:0000113	DATABASE			
NFE2L2	GO_REF:0000120	DATABASE			
NFE2L2	PMID:7937919	PRIMARY_RESEARCH			
NFE2L2	PMID:15601839	PRIMARY_RESEARCH			
NFE2L2	PMID:16888629	PRIMARY_RESEARCH			
NFE2L2	PMID:20452972	PRIMARY_RESEARCH			
NFE2L2	PMID:26403645	PRIMARY_RESEARCH			
NFE2L2	PMID:29018201	PRIMARY_RESEARCH			
NFE2L2	PMID:17015834	PRIMARY_RESEARCH			
NFE2L2	PMID:18048326	PRIMARY_RESEARCH			
NFE2L2	PMID:18692475	PRIMARY_RESEARCH			
NFE2L2	PMID:18757741	PRIMARY_RESEARCH			
NFE2L2	PMID:19706542	PRIMARY_RESEARCH			
NFE2L2	PMID:21988832	PRIMARY_RESEARCH			
NFE2L2	PMID:23661758	PRIMARY_RESEARCH			
NFE2L2	PMID:25416956	PRIMARY_RESEARCH			
NFE2L2	PMID:25684205	PRIMARY_RESEARCH			
NFE2L2	PMID:26700459	PRIMARY_RESEARCH			
NFE2L2	PMID:28777872	COMMENT_EDITORIAL			
NFE2L2	PMID:29792731	PRIMARY_RESEARCH			
NFE2L2	PMID:31169361	PRIMARY_RESEARCH			
NFE2L2	PMID:31262713	PRIMARY_RESEARCH			
NFE2L2	PMID:31515488	PRIMARY_RESEARCH			
NFE2L2	PMID:32296183	PRIMARY_RESEARCH			
NFE2L2	PMID:32911434	PRIMARY_RESEARCH			
NFE2L2	PMID:33961781	PRIMARY_RESEARCH			
NFE2L2	PMID:34591642	PRIMARY_RESEARCH			
NFE2L2	PMID:35512704	PRIMARY_RESEARCH			
NFE2L2	PMID:36442525	PRIMARY_RESEARCH			
NFE2L2	PMID:37187359	PRIMARY_RESEARCH			
NFE2L2	PMID:38891776	PRIMARY_RESEARCH			
NFE2L2	PMID:39009827	PRIMARY_RESEARCH			
NFE2L2	PMID:28566324	PRIMARY_RESEARCH			
NFE2L2	PMID:36075446	PRIMARY_RESEARCH			
NFE2L2	PMID:23800989	REVIEW			
NFE2L2	PMID:23043106	PRIMARY_RESEARCH			
NFE2L2	PMID:24844779	PRIMARY_RESEARCH			
NFE2L2	PMID:22492997	PRIMARY_RESEARCH			
NFE2L2	PMID:32727915	PRIMARY_RESEARCH			
NFE2L2	PMID:24366543	PRIMARY_RESEARCH			
NFE2L2	PMID:34299054	PRIMARY_RESEARCH			
NFE2L2	PMID:29983246	PRIMARY_RESEARCH			
NFE2L2	PMID:27155659	PRIMARY_RESEARCH			
NFE2L2	PMID:22934019	PRIMARY_RESEARCH			
NFE2L2	PMID:22013210	REVIEW			
NFE2L2	PMID:21597468	PRIMARY_RESEARCH			
NFE2L2	PMID:25190803	PRIMARY_RESEARCH			
NFE2L2	PMID:24252804	REVIEW			
NFE2L2	PMID:18202225	PRIMARY_RESEARCH			
NFE2L2	PMID:19424503	PRIMARY_RESEARCH			
NFE2L2	PMID:15983046	PRIMARY_RESEARCH			
NFE2L2	PMID:18554677	PRIMARY_RESEARCH			
NFE2L2	PMID:11256947	PRIMARY_RESEARCH			
NFE2L2	Reactome:R-HSA-9796067	DATABASE			
NFE2L2	Reactome:R-HSA-8932355	DATABASE			
NFE2L2	Reactome:R-HSA-9755505	DATABASE			
NFE2L2	Reactome:R-HSA-9755507	DATABASE			
NFE2L2	Reactome:R-HSA-9758090	DATABASE			
NFE2L2	Reactome:R-HSA-9796047	DATABASE			
NFE2L2	Reactome:R-HSA-9796053	DATABASE			
NFE2L2	Reactome:R-HSA-8932327	DATABASE			
NFE2L2	Reactome:R-HSA-9712274	DATABASE			
NFE2L2	Reactome:R-HSA-9762100	DATABASE			
NFE2L2	Reactome:R-HSA-9796046	DATABASE			
NFE2L2	Reactome:R-HSA-9796060	DATABASE			
NFE2L2	file:human/NFE2L2/NFE2L2-deep-research-falcon.md	DEEP_RESEARCH			
CRISP3	GO_REF:0000033	DATABASE			
CRISP3	GO_REF:0000120	DATABASE			
CRISP3	PMID:12009203	PRIMARY_RESEARCH			
CRISP3	PMID:12223513	PRIMARY_RESEARCH			
CRISP3	PMID:12433721	PRIMARY_RESEARCH			
CRISP3	PMID:12647793	PRIMARY_RESEARCH			
CRISP3	PMID:16502470	PRIMARY_RESEARCH			
CRISP3	PMID:8601434	PRIMARY_RESEARCH			
CRISP3	Reactome:R-HSA-6798745	DATABASE			
CRISP3	Reactome:R-HSA-6798749	DATABASE			
CRISP3	file:human/CRISP3/CRISP3-deep-research-perplexity-lite.md	DEEP_RESEARCH			
CRISP3	file:human/CRISP3/CRISP3-deep-research-falcon.md	DEEP_RESEARCH			
CRISP3	PMID:37882330	PRIMARY_RESEARCH			
CRISP3	PMID:39433128	PRIMARY_RESEARCH			
CRISP3	PMID:39624089	META_ANALYSIS			
CRISP3	PMID:21814574	PRIMARY_RESEARCH			
CRISP3	PMID:17634540	PRIMARY_RESEARCH			
CRISP3	PMID:15867000	PRIMARY_RESEARCH			
CRISP3	PMID:30354034	PRIMARY_RESEARCH			
CRISP3	file:human/CRISP3/CRISP3-uniprot.txt	BIOINFORMATICS			
