gene	taxon	term_id	term_label	action	negated	has_replacement	file
ATG14	Homo sapiens	GO:0097632	extrinsic component of phagophore assembly site membrane	ACCEPT	False	False	genes/human/ATG14/ATG14-ai-review.yaml
ATG2A	Homo sapiens	GO:0000407	phagophore assembly site	ACCEPT	False	False	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0000422	autophagy of mitochondrion	MODIFY	False	True	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0061908	phagophore	ACCEPT	False	False	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0000425	pexophagy	MODIFY	False	True	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0043495	protein-membrane adaptor activity	ACCEPT	False	False	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0061723	glycophagy	MODIFY	False	True	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0032266	phosphatidylinositol-3-phosphate binding	MARK_AS_OVER_ANNOTATED	False	False	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0034727	piecemeal microautophagy of the nucleus	MODIFY	False	True	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2A	Homo sapiens	GO:0061709	reticulophagy	MODIFY	False	True	genes/human/ATG2A/ATG2A-ai-review.yaml
ATG2B	Homo sapiens	GO:0000407	phagophore assembly site	ACCEPT	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0000422	autophagy of mitochondrion	KEEP_AS_NON_CORE	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0061908	phagophore	ACCEPT	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0000425	pexophagy	KEEP_AS_NON_CORE	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0043495	protein-membrane adaptor activity	ACCEPT	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0061723	glycophagy	KEEP_AS_NON_CORE	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0032266	phosphatidylinositol-3-phosphate binding	MARK_AS_OVER_ANNOTATED	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0034727	piecemeal microautophagy of the nucleus	KEEP_AS_NON_CORE	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG2B	Homo sapiens	GO:0061709	reticulophagy	KEEP_AS_NON_CORE	False	False	genes/human/ATG2B/ATG2B-ai-review.yaml
ATG4D	Homo sapiens	GO:0000045	autophagosome assembly	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0004197	cysteine-type endopeptidase activity	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0000423	mitophagy	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0016485	protein processing	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0019786	protein-phosphatidylethanolamide deconjugating activity	ACCEPT	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0034727	piecemeal microautophagy of the nucleus	KEEP_AS_NON_CORE	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG4D	Homo sapiens	GO:0035973	aggrephagy	KEEP_AS_NON_CORE	False	False	genes/human/ATG4D/ATG4D-ai-review.yaml
ATG5	Homo sapiens	GO:0000045	autophagosome assembly	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0034045	phagophore assembly site membrane	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0000423	mitophagy	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0035973	aggrephagy	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0005776	autophagosome	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0034727	piecemeal microautophagy of the nucleus	KEEP_AS_NON_CORE	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0061908	phagophore	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0034274	Atg12-Atg5-Atg16 complex	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG5	Homo sapiens	GO:0006995	cellular response to nitrogen starvation	ACCEPT	False	False	genes/human/ATG5/ATG5-ai-review.yaml
ATG7	Homo sapiens	GO:0000407	phagophore assembly site	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0032446	protein modification by small protein conjugation	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0000423	mitophagy	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0000045	autophagosome assembly	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0019778	Atg12 activating enzyme activity	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0006995	cellular response to nitrogen starvation	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0019779	Atg8 activating enzyme activity	ACCEPT	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATG7	Homo sapiens	GO:0034727	piecemeal microautophagy of the nucleus	KEEP_AS_NON_CORE	False	False	genes/human/ATG7/ATG7-ai-review.yaml
ATL3	Homo sapiens	GO:0007029	endoplasmic reticulum organization	ACCEPT	False	False	genes/human/ATL3/ATL3-ai-review.yaml
ATL3	Homo sapiens	GO:0051260	protein homooligomerization	KEEP_AS_NON_CORE	False	False	genes/human/ATL3/ATL3-ai-review.yaml
ATL3	Homo sapiens	GO:0005525	GTP binding	ACCEPT	False	False	genes/human/ATL3/ATL3-ai-review.yaml
ATP13A1	Homo sapiens	GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	MODIFY	False	True	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0005789	endoplasmic reticulum membrane	ACCEPT	False	False	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0015662	P-type ion transporter activity	MODIFY	False	True	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0055085	transmembrane transport	MODIFY	False	True	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0140567	membrane protein dislocase activity	ACCEPT	False	False	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0140569	extraction of mislocalized protein from ER membrane	ACCEPT	False	False	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP13A1	Homo sapiens	GO:0006874	intracellular calcium ion homeostasis	REMOVE	False	False	genes/human/ATP13A1/ATP13A1-ai-review.yaml
ATP23	Homo sapiens	GO:0033615	mitochondrial proton-transporting ATP synthase complex assembly	ACCEPT	False	False	genes/human/ATP23/ATP23-ai-review.yaml
ATP23	Homo sapiens	GO:0034982	mitochondrial protein processing	ACCEPT	False	False	genes/human/ATP23/ATP23-ai-review.yaml
ATP5F1A	Homo sapiens	GO:0045259	proton-transporting ATP synthase complex	ACCEPT	False	False	genes/human/ATP5F1A/ATP5F1A-ai-review.yaml
ATP5F1A	Homo sapiens	GO:0015986	proton motive force-driven ATP synthesis	ACCEPT	False	False	genes/human/ATP5F1A/ATP5F1A-ai-review.yaml
ATP5F1A	Homo sapiens	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP5F1A/ATP5F1A-ai-review.yaml
ATP5F1A	Homo sapiens	GO:0005524	ATP binding	ACCEPT	False	False	genes/human/ATP5F1A/ATP5F1A-ai-review.yaml
ATP5F1A	Homo sapiens	GO:0043531	ADP binding	ACCEPT	False	False	genes/human/ATP5F1A/ATP5F1A-ai-review.yaml
ATP5F1B	Homo sapiens	GO:0045259	proton-transporting ATP synthase complex	ACCEPT	False	False	genes/human/ATP5F1B/ATP5F1B-ai-review.yaml
ATP5F1B	Homo sapiens	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP5F1B/ATP5F1B-ai-review.yaml
ATP5F1B	Homo sapiens	GO:0042776	proton motive force-driven mitochondrial ATP synthesis	ACCEPT	False	False	genes/human/ATP5F1B/ATP5F1B-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0005737	cytoplasm	REMOVE	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0005739	mitochondrion	ACCEPT	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0006783	heme biosynthetic process	KEEP_AS_NON_CORE	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0030218	erythrocyte differentiation	KEEP_AS_NON_CORE	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0042030	ATPase inhibitor activity	ACCEPT	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5IF1	Homo sapiens	GO:0051117	ATPase binding	ACCEPT	False	False	genes/human/ATP5IF1/ATP5IF1-ai-review.yaml
ATP5MC1	Homo sapiens	GO:0045259	proton-transporting ATP synthase complex	ACCEPT	False	False	genes/human/ATP5MC1/ATP5MC1-ai-review.yaml
ATP5MC1	Homo sapiens	GO:0015986	proton motive force-driven ATP synthesis	ACCEPT	False	False	genes/human/ATP5MC1/ATP5MC1-ai-review.yaml
ATP5MC2	Homo sapiens	GO:0045259	proton-transporting ATP synthase complex	ACCEPT	False	False	genes/human/ATP5MC2/ATP5MC2-ai-review.yaml
ATP5MC2	Homo sapiens	GO:0015986	proton motive force-driven ATP synthesis	ACCEPT	False	False	genes/human/ATP5MC2/ATP5MC2-ai-review.yaml
ATP5MC3	Homo sapiens	GO:0045259	proton-transporting ATP synthase complex	ACCEPT	False	False	genes/human/ATP5MC3/ATP5MC3-ai-review.yaml
ATP5MC3	Homo sapiens	GO:0015986	proton motive force-driven ATP synthesis	ACCEPT	False	False	genes/human/ATP5MC3/ATP5MC3-ai-review.yaml
ATP6AP1	Homo sapiens	GO:0033176	proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6AP1/ATP6AP1-ai-review.yaml
ATP6AP2	Homo sapiens	GO:0009897	external side of plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6AP2/ATP6AP2-ai-review.yaml
ATP6AP2	Homo sapiens	GO:0030177	positive regulation of Wnt signaling pathway	KEEP_AS_NON_CORE	False	False	genes/human/ATP6AP2/ATP6AP2-ai-review.yaml
ATP6V0A1	Homo sapiens	GO:0016471	vacuolar proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0A1/ATP6V0A1-ai-review.yaml
ATP6V0A1	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0A1/ATP6V0A1-ai-review.yaml
ATP6V0A1	Homo sapiens	GO:0005886	plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0A1/ATP6V0A1-ai-review.yaml
ATP6V0A1	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V0A1/ATP6V0A1-ai-review.yaml
ATP6V0A1	Homo sapiens	GO:0051117	ATPase binding	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0A1/ATP6V0A1-ai-review.yaml
ATP6V0A2	Homo sapiens	GO:0016471	vacuolar proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0A2/ATP6V0A2-ai-review.yaml
ATP6V0A2	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0A2/ATP6V0A2-ai-review.yaml
ATP6V0A2	Homo sapiens	GO:0005886	plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0A2/ATP6V0A2-ai-review.yaml
ATP6V0A2	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V0A2/ATP6V0A2-ai-review.yaml
ATP6V0A2	Homo sapiens	GO:0051117	ATPase binding	MARK_AS_OVER_ANNOTATED	False	False	genes/human/ATP6V0A2/ATP6V0A2-ai-review.yaml
ATP6V0A4	Homo sapiens	GO:0016471	vacuolar proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0A4/ATP6V0A4-ai-review.yaml
ATP6V0A4	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0A4/ATP6V0A4-ai-review.yaml
ATP6V0A4	Homo sapiens	GO:0005886	plasma membrane	ACCEPT	False	False	genes/human/ATP6V0A4/ATP6V0A4-ai-review.yaml
ATP6V0A4	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V0A4/ATP6V0A4-ai-review.yaml
ATP6V0A4	Homo sapiens	GO:0051117	ATPase binding	ACCEPT	False	False	genes/human/ATP6V0A4/ATP6V0A4-ai-review.yaml
ATP6V0B	Homo sapiens	GO:0016020	membrane	ACCEPT	False	False	genes/human/ATP6V0B/ATP6V0B-ai-review.yaml
ATP6V0C	Homo sapiens	GO:0016020	membrane	ACCEPT	False	False	genes/human/ATP6V0C/ATP6V0C-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0016471	vacuolar proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0005769	early endosome	ACCEPT	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0007034	vacuolar transport	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D1	Homo sapiens	GO:0033181	plasma membrane proton-transporting V-type ATPase complex	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0D1/ATP6V0D1-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0016471	vacuolar proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0005769	early endosome	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0007034	vacuolar transport	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0D2	Homo sapiens	GO:0033181	plasma membrane proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V0D2/ATP6V0D2-ai-review.yaml
ATP6V0E1	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V0E1/ATP6V0E1-ai-review.yaml
ATP6V0E1	Homo sapiens	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	ACCEPT	False	False	genes/human/ATP6V0E1/ATP6V0E1-ai-review.yaml
ATP6V0E2	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V0E2/ATP6V0E2-ai-review.yaml
ATP6V0E2	Homo sapiens	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	ACCEPT	False	False	genes/human/ATP6V0E2/ATP6V0E2-ai-review.yaml
ATP6V0E2	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V0E2/ATP6V0E2-ai-review.yaml
ATP6V1A	Homo sapiens	GO:0005774	vacuolar membrane	ACCEPT	False	False	genes/human/ATP6V1A/ATP6V1A-ai-review.yaml
ATP6V1A	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V1A/ATP6V1A-ai-review.yaml
ATP6V1A	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1A/ATP6V1A-ai-review.yaml
ATP6V1B1	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V1B1/ATP6V1B1-ai-review.yaml
ATP6V1B1	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1B1/ATP6V1B1-ai-review.yaml
ATP6V1B1	Homo sapiens	GO:0005886	plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1B1/ATP6V1B1-ai-review.yaml
ATP6V1B1	Homo sapiens	GO:0016324	apical plasma membrane	ACCEPT	False	False	genes/human/ATP6V1B1/ATP6V1B1-ai-review.yaml
ATP6V1B1	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V1B1/ATP6V1B1-ai-review.yaml
ATP6V1B2	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V1B2/ATP6V1B2-ai-review.yaml
ATP6V1B2	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1B2/ATP6V1B2-ai-review.yaml
ATP6V1B2	Homo sapiens	GO:0005886	plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1B2/ATP6V1B2-ai-review.yaml
ATP6V1B2	Homo sapiens	GO:0016324	apical plasma membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1B2/ATP6V1B2-ai-review.yaml
ATP6V1B2	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V1B2/ATP6V1B2-ai-review.yaml
ATP6V1C1	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1C1/ATP6V1C1-ai-review.yaml
ATP6V1C2	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1C2/ATP6V1C2-ai-review.yaml
ATP6V1D	Homo sapiens	GO:0033176	proton-transporting V-type ATPase complex	ACCEPT	False	False	genes/human/ATP6V1D/ATP6V1D-ai-review.yaml
ATP6V1D	Homo sapiens	GO:0007035	vacuolar acidification	ACCEPT	False	False	genes/human/ATP6V1D/ATP6V1D-ai-review.yaml
ATP6V1D	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1D/ATP6V1D-ai-review.yaml
ATP6V1E1	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V1E1/ATP6V1E1-ai-review.yaml
ATP6V1E1	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1E1/ATP6V1E1-ai-review.yaml
ATP6V1E2	Homo sapiens	GO:1902600	proton transmembrane transport	ACCEPT	False	False	genes/human/ATP6V1E2/ATP6V1E2-ai-review.yaml
ATP6V1E2	Homo sapiens	GO:0046961	proton-transporting ATPase activity, rotational mechanism	ACCEPT	False	False	genes/human/ATP6V1E2/ATP6V1E2-ai-review.yaml
ATP6V1F	Homo sapiens	GO:0016020	membrane	MARK_AS_OVER_ANNOTATED	False	False	genes/human/ATP6V1F/ATP6V1F-ai-review.yaml
ATP6V1G1	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1G1/ATP6V1G1-ai-review.yaml
ATP6V1G1	Homo sapiens	GO:0030672	synaptic vesicle membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1G1/ATP6V1G1-ai-review.yaml
ATP6V1G1	Homo sapiens	GO:0097401	synaptic vesicle lumen acidification	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1G1/ATP6V1G1-ai-review.yaml
ATP6V1G2	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1G2/ATP6V1G2-ai-review.yaml
ATP6V1G2	Homo sapiens	GO:0030672	synaptic vesicle membrane	ACCEPT	False	False	genes/human/ATP6V1G2/ATP6V1G2-ai-review.yaml
ATP6V1G2	Homo sapiens	GO:0097401	synaptic vesicle lumen acidification	ACCEPT	False	False	genes/human/ATP6V1G2/ATP6V1G2-ai-review.yaml
ATP6V1G3	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1G3/ATP6V1G3-ai-review.yaml
ATP6V1G3	Homo sapiens	GO:0030672	synaptic vesicle membrane	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1G3/ATP6V1G3-ai-review.yaml
ATP6V1G3	Homo sapiens	GO:0097401	synaptic vesicle lumen acidification	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1G3/ATP6V1G3-ai-review.yaml
ATP6V1H	Homo sapiens	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	ACCEPT	False	False	genes/human/ATP6V1H/ATP6V1H-ai-review.yaml
ATP6V1H	Homo sapiens	GO:0007042	lysosomal lumen acidification	ACCEPT	False	False	genes/human/ATP6V1H/ATP6V1H-ai-review.yaml
ATP6V1H	Homo sapiens	GO:0097401	synaptic vesicle lumen acidification	KEEP_AS_NON_CORE	False	False	genes/human/ATP6V1H/ATP6V1H-ai-review.yaml
ATP7B	Homo sapiens	GO:0140581	P-type monovalent copper transporter activity	ACCEPT	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
ATP7B	Homo sapiens	GO:0005507	copper ion binding	ACCEPT	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
ATP7B	Homo sapiens	GO:0060003	copper ion export	ACCEPT	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
ATP7B	Homo sapiens	GO:0015677	copper ion import	REMOVE	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
ATP7B	Homo sapiens	GO:0006878	intracellular copper ion homeostasis	ACCEPT	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
ATP7B	Homo sapiens	GO:0005886	plasma membrane	REMOVE	False	False	genes/human/ATP7B/ATP7B-ai-review.yaml
AUP1	Homo sapiens	GO:0005789	endoplasmic reticulum membrane	ACCEPT	False	False	genes/human/AUP1/AUP1-ai-review.yaml
AUP1	Homo sapiens	GO:0036503	ERAD pathway	ACCEPT	False	False	genes/human/AUP1/AUP1-ai-review.yaml
AVEN	Homo sapiens	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	KEEP_AS_NON_CORE	False	False	genes/human/AVEN/AVEN-ai-review.yaml
AXIN1	Homo sapiens	GO:0060090	molecular adaptor activity	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0019901	protein kinase binding	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0090090	negative regulation of canonical Wnt signaling pathway	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0005634	nucleus	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0005886	plasma membrane	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0008013	beta-catenin binding	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0030877	beta-catenin destruction complex	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0031625	ubiquitin protein ligase binding	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0042802	identical protein binding	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0048468	cell development	KEEP_AS_NON_CORE	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AXIN1	Homo sapiens	GO:0070411	I-SMAD binding	ACCEPT	False	False	genes/human/AXIN1/AXIN1-ai-review.yaml
AZI2	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/AZI2/AZI2-ai-review.yaml
AZIN2	Homo sapiens	GO:0009446	putrescine biosynthetic process	KEEP_AS_NON_CORE	False	False	genes/human/AZIN2/AZIN2-ai-review.yaml
AZIN2	Homo sapiens	GO:0004586	ornithine decarboxylase activity	ACCEPT	True	False	genes/human/AZIN2/AZIN2-ai-review.yaml
AZIN2	Homo sapiens	GO:0005737	cytoplasm	ACCEPT	False	False	genes/human/AZIN2/AZIN2-ai-review.yaml
AZIN2	Homo sapiens	GO:0042177	negative regulation of protein catabolic process	ACCEPT	False	False	genes/human/AZIN2/AZIN2-ai-review.yaml
AZIN2	Homo sapiens	GO:1902269	positive regulation of polyamine transmembrane transport	ACCEPT	False	False	genes/human/AZIN2/AZIN2-ai-review.yaml
AZIN2	Homo sapiens	GO:0042978	ornithine decarboxylase activator activity	ACCEPT	False	False	genes/human/AZIN2/AZIN2-ai-review.yaml
B3GALNT2	Homo sapiens	GO:0000139	Golgi membrane	KEEP_AS_NON_CORE	False	False	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
B3GALNT2	Homo sapiens	GO:0006493	protein O-linked glycosylation	MODIFY	False	True	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
B3GALNT2	Homo sapiens	GO:0008194	UDP-glycosyltransferase activity	MODIFY	False	True	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
B4GALT1	Homo sapiens	GO:0005794	Golgi apparatus	ACCEPT	False	False	genes/human/B4GALT1/B4GALT1-ai-review.yaml
B4GALT1	Homo sapiens	GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	ACCEPT	False	False	genes/human/B4GALT1/B4GALT1-ai-review.yaml
