set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004375	glycine dehydrogenase (decarboxylating) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gcvP1/gcvP1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019464	glycine decarboxylation via glycine cleavage system	ACCEPT	False	False	biological_process	genes/PSEPK/gcvP1/gcvP1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004375	glycine dehydrogenase (decarboxylating) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gcvP2/gcvP2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gcvP2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019464	glycine decarboxylation via glycine cleavage system	ACCEPT	False	False	biological_process	genes/PSEPK/gcvP2/gcvP2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gdhA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004354	L-glutamate dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gdhA/gdhA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003844	1,4-alpha-glucan branching enzyme activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glgB/glgB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005975	carbohydrate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/glgB/glgB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005978	glycogen biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/glgB/glgB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glk	Pseudomonas putida KT2440	GO:0004340	glucokinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glk/glk-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004356	glutamine synthetase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glnA/glnA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/PSEPK/glnA/glnA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006808	regulation of nitrogen utilization	ACCEPT	False	False	biological_process	genes/PSEPK/glnK/glnK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030234	enzyme regulator activity	MODIFY	False	True	molecular_function	genes/PSEPK/glnK/glnK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004819	glutamine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glnS/glnS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glnS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006425	glutaminyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/glnS/glnS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glpD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glpD/glpD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glpF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015254	glycerol channel activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glpF/glpF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004370	glycerol kinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/glpK/glpK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	ACCEPT	False	False	cellular_component	genes/PSEPK/glpK/glpK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	glpK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019563	glycerol catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/glpK/glpK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gltB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015930	glutamate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gltB/gltB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gltB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/gltB/gltB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004818	glutamate-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gltX/gltX-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gltX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006424	glutamyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/gltX/gltX-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gpmI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030145	manganese ion binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gpmI/gpmI-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006072	glycerol-3-phosphate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/gpsA/gpsA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gpsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gpsA/gpsA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	grpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000774	adenyl-nucleotide exchange factor activity	ACCEPT	False	False	molecular_function	genes/PSEPK/grpE/grpE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gshA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004357	glutamate-cysteine ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gshA/gshA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gshA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006750	glutathione biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/gshA/gshA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gshB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004363	glutathione synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gshB/gshB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003677	DNA binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gyrA/gyrA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/gyrA/gyrA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005524	ATP binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/gyrA/gyrA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/PSEPK/gyrA/gyrA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	gyrA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006265	DNA topological change	ACCEPT	False	False	biological_process	genes/PSEPK/gyrA/gyrA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hemB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004655	porphobilinogen synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hemB/hemB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hemBB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004655	porphobilinogen synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hemBB/hemBB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hemE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004853	uroporphyrinogen decarboxylase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hemE/hemE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hfq	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003723	RNA binding	ACCEPT	False	False	molecular_function	genes/PSEPK/hfq/hfq-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hisA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000105	L-histidine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/hisA/hisA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hisA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hisA/hisA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hisA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	KEEP_AS_NON_CORE	False	False	cellular_component	genes/PSEPK/hisA/hisA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000105	L-histidine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/hisD/hisD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004399	histidinol dehydrogenase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hisD/hisD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033785	heptose 7-phosphate kinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hldE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033786	heptose-1-phosphate adenylyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hldE/hldE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmgA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004411	homogentisate 1,2-dioxygenase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hmgA/hmgA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmgA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006559	L-phenylalanine catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/hmgA/hmgA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004334	fumarylacetoacetase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hmgB/hmgB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006559	L-phenylalanine catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/hmgB/hmgB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016034	maleylacetoacetate isomerase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hmgC/hmgC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008941	nitric oxide dioxygenase [NAD(P)H] activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hmp/hmp-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hmp	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0071949	FAD binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/hmp/hmp-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hpd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hpd/hpd-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	hyi	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008903	hydroxypyruvate isomerase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/hyi/hyi-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ileS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004822	isoleucine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ileS/ileS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ileS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006428	isoleucyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/ileS/ileS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004794	threonine deaminase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ilvA-I/ilvA-I-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004794	threonine deaminase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ilvA-II/ilvA-II-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004455	ketol-acid reductoisomerase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ilvC/ilvC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009099	L-valine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/ilvC/ilvC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016836	hydro-lyase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/ilvD/ilvD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003984	acetolactate synthase activity	REMOVE	False	False	molecular_function	genes/PSEPK/ilvH/ilvH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009099	L-valine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/ilvH/ilvH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003984	acetolactate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ilvI/ilvI-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ilvI/ilvI-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ilvI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009099	L-valine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/ilvI/ilvI-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043022	ribosome binding	MODIFY	False	True	molecular_function	genes/PSEPK/infA/infA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003743	translation initiation factor activity	ACCEPT	False	False	molecular_function	genes/PSEPK/infB/infB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	MODIFY	False	True	cellular_component	genes/PSEPK/infB/infB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006413	translational initiation	ACCEPT	False	False	biological_process	genes/PSEPK/infB/infB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003743	translation initiation factor activity	ACCEPT	False	False	molecular_function	genes/PSEPK/infC/infC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0032790	ribosome disassembly	ACCEPT	False	False	biological_process	genes/PSEPK/infC/infC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	infC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043022	ribosome binding	MODIFY	False	True	molecular_function	genes/PSEPK/infC/infC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ivd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003995	acyl-CoA dehydrogenase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/ivd/ivd-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	katA	Pseudomonas putida KT2440	GO:0004096	catalase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/katA/katA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	katA	Pseudomonas putida KT2440	GO:0020037	heme binding	ACCEPT	False	False	molecular_function	genes/PSEPK/katA/katA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	katA	Pseudomonas putida KT2440	GO:0042744	hydrogen peroxide catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/katA/katA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	katG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004096	catalase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/katG/katG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	katG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0020037	heme binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/katG/katG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/kdpA/kdpA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008556	P-type potassium transmembrane transporter activity	ACCEPT	False	False	molecular_function	genes/PSEPK/kdpA/kdpA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008556	P-type potassium transmembrane transporter activity	ACCEPT	False	False	molecular_function	genes/PSEPK/kdpC/kdpC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000155	phosphorelay sensor kinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/kdpD/kdpD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000976	transcription cis-regulatory region binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/kdpE/kdpE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdpE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006355	regulation of DNA-templated transcription	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/kdpE/kdpE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kdsB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/kdsB/kdsB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kguT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	MARK_AS_OVER_ANNOTATED	False	False	cellular_component	genes/PSEPK/kguT/kguT-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	kguT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0022857	transmembrane transporter activity	MODIFY	False	True	molecular_function	genes/PSEPK/kguT/kguT-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003862	3-isopropylmalate dehydrogenase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/leuB/leuB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009098	L-leucine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/leuB/leuB-ai-review.yaml
