readout_class	matched_string	papers
GTPASE_ACTIVITY	gtpgammas	9
GTPASE_ACTIVITY	"gtp 
hydrolysis"	8
GTPASE_ACTIVITY	nucleotide exchange assay	8
GTPASE_ACTIVITY	"nucleotide exchange 
factor"	5
GTPASE_ACTIVITY	"nucleotide 
exchange factor"	5
GTPASE_ACTIVITY	gst-rbd	3
GTPASE_ACTIVITY	"nucleotide
  exchange factor"	2
GTPASE_ACTIVITY	"gtp
hydrolysis"	1
GTPASE_ACTIVITY	"nucleotide exchange 
activity"	1
UBIQUITINATION_ASSAY	ubiquitination assay	549
UBIQUITINATION_ASSAY	in vitro ubiquitin	425
UBIQUITINATION_ASSAY	e3 ligase activity	375
UBIQUITINATION_ASSAY	autoubiquitin	214
UBIQUITINATION_ASSAY	auto-ubiquitin	120
UBIQUITINATION_ASSAY	thioester intermediate	40
UBIQUITINATION_ASSAY	thioester formation	31
UBIQUITINATION_ASSAY	in vitro ubiquitin	11
UBIQUITINATION_ASSAY	ubiquitin ligase assay	8
UBIQUITINATION_ASSAY	ubiquitinylation assay	7
UBIQUITINATION_ASSAY	"e3 ligase 
activity"	6
UBIQUITINATION_ASSAY	thioester assay	5
UBIQUITINATION_ASSAY	"in vitro
ubiquitin"	3
UBIQUITINATION_ASSAY	"in vitro 
ubiquitin"	2
UBIQUITINATION_ASSAY	"e3 ligase
            activity"	2
UBIQUITINATION_ASSAY	"e3 
ligase activity"	1
UBIQUITINATION_ASSAY	"in vitro
            ubiquitin"	1
UBIQUITINATION_ASSAY	"e3
            ligase activity"	1
UBIQUITINATION_ASSAY	"in 
vitro ubiquitin"	1
UBIQUITINATION_ASSAY	"ubiquitination 
assay"	1
UBIQUITINATION_ASSAY	"e3
 ligase activity"	1
UBIQUITINATION_ASSAY	"thioester 
assay"	1
UBIQUITINATION_ASSAY	"thioester
formation"	1
UBIQUITINATION_ASSAY	"thioester
assay"	1
UBIQUITINATION_ASSAY	"e3 ligase
  activity"	1
UBIQUITINATION_ASSAY	"thioester 
formation"	1
CHROMATIN_CHIP	chip-seq	2904
CHROMATIN_CHIP	chromatin immunoprecipitation	1297
CHROMATIN_CHIP	chip assay	1092
CHROMATIN_CHIP	emsa	1012
CHROMATIN_CHIP	chip-qpcr	761
CHROMATIN_CHIP	chip analysis	737
CHROMATIN_CHIP	electrophoretic mobility shift	405
CHROMATIN_CHIP	chip experiment	381
CHROMATIN_CHIP	chip-chip	274
CHROMATIN_CHIP	chip-pcr	73
CHROMATIN_CHIP	chip peak	61
CHROMATIN_CHIP	gel shift assay	46
CHROMATIN_CHIP	chipseq	34
CHROMATIN_CHIP	chipchip	22
CHROMATIN_CHIP	"chromatin 
immunoprecipitation"	12
CHROMATIN_CHIP	"electrophoretic mobility 
shift"	7
CHROMATIN_CHIP	dna pull-down	6
CHROMATIN_CHIP	"chip
analysis"	3
CHROMATIN_CHIP	"chip 
assay"	2
CHROMATIN_CHIP	"electrophoretic 
mobility shift"	2
CHROMATIN_CHIP	"chip
 experiment"	1
CHROMATIN_CHIP	"gel shift 
assay"	1
CHROMATIN_CHIP	"chip 
experiment"	1
PROTEASE_ACTIVITY	proteolytic cleavage	325
PROTEASE_ACTIVITY	proteolytic activity	259
PROTEASE_ACTIVITY	zymography	91
PROTEASE_ACTIVITY	fluorogenic substrate	80
PROTEASE_ACTIVITY	protease assay	35
PROTEASE_ACTIVITY	fluorogenic peptide substrate	16
PROTEASE_ACTIVITY	peptidase assay	6
PROTEASE_ACTIVITY	"proteolytic 
cleavage"	5
PROTEASE_ACTIVITY	"proteolytic 
activity"	2
PROTEASE_ACTIVITY	"fluorogenic 
substrate"	1
PROTEASE_ACTIVITY	"proteolytic
  activity"	1
NUCLEASE_ACTIVITY	endonuclease activity	302
NUCLEASE_ACTIVITY	ribonuclease activity	238
NUCLEASE_ACTIVITY	exonuclease activity	90
NUCLEASE_ACTIVITY	ribonuclease assay	57
NUCLEASE_ACTIVITY	rna cleavage assay	16
NUCLEASE_ACTIVITY	nuclease assay	15
NUCLEASE_ACTIVITY	in vitro nuclease	12
NUCLEASE_ACTIVITY	endonuclease assay	11
NUCLEASE_ACTIVITY	"endonuclease 
activity"	4
NUCLEASE_ACTIVITY	dna cleavage assay	4
NUCLEASE_ACTIVITY	exonuclease assay	3
NUCLEASE_ACTIVITY	"exonuclease 
activity"	3
NUCLEASE_ACTIVITY	"ribonuclease
 activity"	1
NUCLEASE_ACTIVITY	"endonuclease
  activity"	1
LIPID_TRANSFER_FLIPPASE	flippase	238
LIPID_TRANSFER_FLIPPASE	nbd-pe	185
LIPID_TRANSFER_FLIPPASE	scramblase	106
LIPID_TRANSFER_FLIPPASE	lipid transfer assay	97
LIPID_TRANSFER_FLIPPASE	nbd-lipid	51
LIPID_TRANSFER_FLIPPASE	lipid transfer activity	41
LIPID_TRANSFER_FLIPPASE	nbd-ps	26
LIPID_TRANSFER_FLIPPASE	phospholipid scrambl	22
LIPID_TRANSFER_FLIPPASE	phospholipid flip	15
LIPID_TRANSFER_FLIPPASE	nbd-pc	6
LIPID_TRANSFER_FLIPPASE	floppase	3
LIPID_TRANSFER_FLIPPASE	"phospholipid 
scrambl"	2
LIPID_TRANSFER_FLIPPASE	"phospholipid
  scrambl"	1
LIPID_TRANSFER_FLIPPASE	"phospholipid 
translocat"	1
LIPID_TRANSFER_FLIPPASE	phospholipid translocat	1
PROTEASOME_ACTIVITY	proteasome activity	372
PROTEASOME_ACTIVITY	suc-llvy	84
PROTEASOME_ACTIVITY	chymotrypsin-like activity	39
PROTEASOME_ACTIVITY	20s proteasome activity	24
PROTEASOME_ACTIVITY	llvy-amc	21
PROTEASOME_ACTIVITY	proteasome peptidase activity	1
PROTEASOME_ACTIVITY	"proteasome 
activity"	1
METHYLTRANSFERASE_ACTIVITY	methyltransferase activity	133
METHYLTRANSFERASE_ACTIVITY	methyltransferase assay	44
METHYLTRANSFERASE_ACTIVITY	methylation assay	38
METHYLTRANSFERASE_ACTIVITY	hmt activity	8
METHYLTRANSFERASE_ACTIVITY	dnmt activity	7
METHYLTRANSFERASE_ACTIVITY	hmt assay	6
METHYLTRANSFERASE_ACTIVITY	"methyltransferase 
activity"	4
METHYLTRANSFERASE_ACTIVITY	hmtase activity	3
METHYLTRANSFERASE_ACTIVITY	[3h]-sam	3
METHYLTRANSFERASE_ACTIVITY	methyltransferase activity	2
METHYLTRANSFERASE_ACTIVITY	prmt activity	1
METHYLTRANSFERASE_ACTIVITY	"methylation 
assay"	1
METHYLTRANSFERASE_ACTIVITY	"methyltransferase
  activity"	1
ACETYLTRANSFERASE_DEACETYLASE	deacetylase activity	379
ACETYLTRANSFERASE_DEACETYLASE	hdac activity	193
ACETYLTRANSFERASE_DEACETYLASE	hat activity	157
ACETYLTRANSFERASE_DEACETYLASE	acetyltransferase activity	141
ACETYLTRANSFERASE_DEACETYLASE	in vitro acetylation assay	55
ACETYLTRANSFERASE_DEACETYLASE	hdac assay	39
ACETYLTRANSFERASE_DEACETYLASE	hat assay	34
ACETYLTRANSFERASE_DEACETYLASE	deacetylation assay	26
ACETYLTRANSFERASE_DEACETYLASE	in vitro deacetylation assay	25
ACETYLTRANSFERASE_DEACETYLASE	deacetylase assay	23
ACETYLTRANSFERASE_DEACETYLASE	"acetyltransferase 
activity"	8
ACETYLTRANSFERASE_DEACETYLASE	acetyltransferase assay	7
ACETYLTRANSFERASE_DEACETYLASE	"hat 
activity"	5
ACETYLTRANSFERASE_DEACETYLASE	"deacetylase 
activity"	5
ACETYLTRANSFERASE_DEACETYLASE	fluor-de-lys	3
ACETYLTRANSFERASE_DEACETYLASE	fluor de lys	3
ACETYLTRANSFERASE_DEACETYLASE	fluor-de lys	2
ACETYLTRANSFERASE_DEACETYLASE	"acetyltransferase
  activity"	1
ACETYLTRANSFERASE_DEACETYLASE	"hdac 
activity"	1
PHOSPHATASE_ACTIVITY	phosphatase assay	210
PHOSPHATASE_ACTIVITY	pnpp	165
PHOSPHATASE_ACTIVITY	malachite green	111
PHOSPHATASE_ACTIVITY	dephosphorylation assay	65
PHOSPHATASE_ACTIVITY	p-nitrophenyl phosphate	56
PHOSPHATASE_ACTIVITY	phosphatase activity assay	35
PHOSPHATASE_ACTIVITY	in vitro dephosphorylation	20
PHOSPHATASE_ACTIVITY	p-nitrophenylphosphate	17
PHOSPHATASE_ACTIVITY	"p-nitrophenyl
phosphate"	3
PHOSPHATASE_ACTIVITY	"in vitro 
dephosphorylation"	1
PHOSPHATASE_ACTIVITY	"p-nitrophenyl 
phosphate"	1
POLYMERASE_ACTIVITY	primer extension	241
POLYMERASE_ACTIVITY	polymerase activity	194
POLYMERASE_ACTIVITY	reverse transcriptase activity	21
POLYMERASE_ACTIVITY	in vitro transcription assay	11
POLYMERASE_ACTIVITY	polymerase assay	4
POLYMERASE_ACTIVITY	"polymerase 
activity"	2
POLYMERASE_ACTIVITY	strand displacement synthesis	2
POLYMERASE_ACTIVITY	nucleotide incorporation assay	1
POLYMERASE_ACTIVITY	"polymerase
  activity"	1
HELICASE_ACTIVITY	helicase activity	158
HELICASE_ACTIVITY	duplex unwinding	35
HELICASE_ACTIVITY	unwinding activity	17
HELICASE_ACTIVITY	helicase assay	15
HELICASE_ACTIVITY	"helicase 
activity"	1
