tier	priority	discriminator	reason	organism	gene	pmid	go_id	go_label	aspect	action	readout_class
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCL2L1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCL2L1	9393856	GO:0008637	apoptotic mitochondrial changes	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCL2L13	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BCS1L	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BNIP3L	21264228	GO:0005741	mitochondrial outer membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BNIP3L	21264228	GO:0035694	mitochondrial protein catabolic process	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	BOLA3	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	C1QBP	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	CHCHD4	23676665	GO:0160203	mitochondrial disulfide relay system	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	CHCHD4	37159021	GO:0005758	mitochondrial intermembrane space	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX10	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX15	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX4I1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX4I2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX5B	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX6A1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	COX6B1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	CYCS	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	DHODH	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	FXN	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	FXN	29491838	GO:0005759	mitochondrial matrix	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	FXN	29491838	GO:0099128	mitochondrial [2Fe-2S] assembly complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	GPX4	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	GRPEL1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	HINT2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	HSCB	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	HSPA9	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	IBA57	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	IDH3B	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ISCA1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ISCA2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	ISCU	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	LRPPRC	23275553	GO:0005759	mitochondrial matrix	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	LRPPRC	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	LYRM4	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NDUFA4	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NDUFS1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NDUFS2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NDUFS4	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NDUFV1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NFS1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	NFU1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PAM16	20053669	GO:0099617	matrix side of mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PAM16	20053669	GO:0005759	mitochondrial matrix	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PAM16	20053669	GO:0030150	protein import into mitochondrial matrix	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PARK7	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PMPCA	32443488	GO:0017087	mitochondrial processing peptidase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PMPCB	32443488	GO:0017087	mitochondrial processing peptidase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	PMPCB	22354088	GO:0005759	mitochondrial matrix	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	POLDIP2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SCO1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SCO2	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SDHA	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SDHB	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SDHC	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SDHD	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	SURF1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM17A	30598479	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM17A	20053669	GO:0005743	mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM21	30598479	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM22	27265872	GO:0005743	mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM23	30598479	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM23	20053669	GO:0005743	mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM44	20053669	GO:0005743	mitochondrial inner membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM50	38828998	GO:0030150	protein import into mitochondrial matrix	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TIMM50	30598479	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TMEM70	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TOMM20	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	TOMM40	31206022	GO:0005741	mitochondrial outer membrane	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	UQCRC1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT CC call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	human	UQCRFS1	34800366	GO:0005739	mitochondrion	CC	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	38		ACCEPT BP call aligned to MITO_MEMBRANE_POTENTIAL; rubric default is non-core unless gene is in the machinery	DANRE	opa1	23516612	GO:0007005	mitochondrion organization	BP	ACCEPT	MITO_MEMBRANE_POTENTIAL
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	ATF4	12871976	GO:0034976	response to endoplasmic reticulum stress	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	ATF4	22934019	GO:0036499	PERK-mediated unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	EIF2AK3	22169477	GO:0030968	endoplasmic reticulum unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	EIF2AK3	22934019	GO:0036499	PERK-mediated unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	HSPA1A	20625543	GO:0034620	cellular response to unfolded protein	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	NFE2L2	22934019	GO:0036499	PERK-mediated unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	human	WFS1	20160352	GO:1903892	negative regulation of ATF6-mediated unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	37		ACCEPT BP call aligned to UPR_ER_STRESS; rubric default is non-core unless gene is in the machinery	worm	atf-6	31570707	GO:0036500	ATF6-mediated unfolded protein response	BP	ACCEPT	UPR_ER_STRESS
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	APBB1	18468999	GO:0006974	DNA damage response	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	ASF1	27222517	GO:2000002	negative regulation of DNA damage checkpoint	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	ATF2	15916964	GO:0006974	DNA damage response	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	ATF2	15916964	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT CC call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	ATF2	15916964	GO:0035861	site of double-strand break	CC	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	BRCA1	20656689	GO:0006282	regulation of DNA repair	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	BRCA1	22186889	GO:0006302	double-strand break repair	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT CC call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	BRCA1	19369211	GO:1990391	DNA repair complex	CC	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT CC call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	BRCA2	19369211	GO:1990391	DNA repair complex	CC	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	mouse	Brca1	20656689	GO:0006282	regulation of DNA repair	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	mouse	Brca1	22186889	GO:0006302	double-strand break repair	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	CHD1	34520455	GO:0000724	double-strand break repair via homologous recombination	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	CHD1	34520455	GO:0000729	DNA double-strand break processing	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT CC call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	CHD1	34520455	GO:0035861	site of double-strand break	CC	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	GADD45A	20160708	GO:0042770	signal transduction in response to DNA damage	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	RAD18	25023518	GO:0006974	DNA damage response	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	RTT109	27222517	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	yeast	SET1	32290544	GO:0042138	meiotic DNA double-strand break formation	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	TP53	20160708	GO:0030330	DNA damage response, signal transduction by p53 class mediator	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	human	TP53	30089260	GO:0006974	DNA damage response	BP	ACCEPT	DNA_DAMAGE_FOCI
2	36		ACCEPT BP call aligned to DNA_DAMAGE_FOCI; rubric default is non-core unless gene is in the machinery	mouse	Trp53	30089260	GO:0006974	DNA damage response	BP	ACCEPT	DNA_DAMAGE_FOCI
2	32		ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	ANG	3470787	GO:0001525	angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32		ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	SPARC	12867428	GO:0016525	negative regulation of angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32		ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	THBS1	28124060	GO:1903671	negative regulation of sprouting angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32		ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	THBS1	17996481	GO:0016525	negative regulation of angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	32		ACCEPT BP call aligned to ANGIOGENESIS_TUBE; rubric default is non-core unless gene is in the machinery	human	THBS2	20714802	GO:0016525	negative regulation of angiogenesis	BP	ACCEPT	ANGIOGENESIS_TUBE
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	AHR	34521881	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	APBB1	19343227	GO:0045893	positive regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ARNT	34521881	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ASCL1	11736660	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ASCL1	11736660	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	ARATH	AT5G03720	17999647	GO:0006355	regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ATF2	19861239	GO:0006357	regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ATF3	24939851	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	ATF4	16343488	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	ARATH	CCA1	23638299	GO:0010468	regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	CREB1	19861239	GO:0010944	negative regulation of transcription by competitive promoter binding	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	CREB1	19861239	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	CRY1	23133559	GO:0045892	negative regulation of DNA-templated transcription	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	CRY2	20840750	GO:0032922	circadian regulation of gene expression	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	human	CTBP1	21102443	GO:0000122	negative regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
2	27		ACCEPT BP call aligned to TRANSCRIPTIONAL_REPORTER; rubric default is non-core unless gene is in the machinery	mouse	Ctnnb1	19620969	GO:0045944	positive regulation of transcription by RNA polymerase II	BP	ACCEPT	TRANSCRIPTIONAL_REPORTER
