organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
STRCO	fusB	O87844	GO:0003924	GTPase activity	IEA	False	UNDECIDED	GTPASE_ACTIVITY	molecular	low	GTP hydrolysis	dependent GTPase activity. In Bacteroides, EF-G2 supports translocation without GTP hydrolysis [PMID:36472247]. In Mycobacterium, EF-G2 lacks ribosome-dependent GTPase activi	genes/STRCO/fusB/fusB-ai-review.yaml
STRCO	lexA	O69979	GO:0009432	SOS response	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	logical process that LexA controls. Well-supported by phylogenetic analysis and ChIP-seq experiments in S. venezuelae showing LexA binding to SOS response genes. The SO	genes/STRCO/lexA/lexA-ai-review.yaml
STRCO	lexA	O69979	GO:0045892	negative regulation of DNA-templated transcription	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	romoter regions to prevent transcription of SOS genes during normal conditions. ChIP-seq and transcriptomics confirm repressor function. LexA binds as a dimer to a 16-b	genes/STRCO/lexA/lexA-ai-review.yaml
STRCO	lexA	O69979	GO:0001217	DNA-binding transcription repressor activity	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	Surface plasmon	6 bp palindromic SOS box sequences and represses transcription of target genes. Surface plasmon resonance confirmed LexA DNA binding to SOS boxes. the transcriptional represso	genes/STRCO/lexA/lexA-ai-review.yaml
SULAC	Hsp14	Q4J8A6	GO:0140309	unfolded protein carrier activity	IDA	False	NEW	DIRECT_BINDING	molecular	low	ITC	Hsp70. Direct physical interaction between Hsp14 and Hsp60 was demonstrated by ITC (enthalpy-driven). Hsp14 transfers aggregation-prone substrates from sHSPs to H	genes/SULAC/Hsp14/Hsp14-ai-review.yaml
VIBPA	priB	Q87L73	GO:0003697	single-stranded DNA binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	PriB is a well-characterized ssDNA-binding protein with an OB-fold domain. Crystal structures of E. coli PriB bound to ssDNA demonstrate direct ssDNA contacts via key resid	genes/VIBPA/priB/priB-ai-review.yaml
VIBPA	priB	Q87L73	GO:0006261	DNA-templated DNA replication	IEA	False	MODIFY	POLYMERASE_ACTIVITY	molecular	low	polymerase activity	t directly participate in the general process of DNA-templated DNA replication (polymerase activity, elongation, etc.). Its role is specifically in restarting stalled replication	genes/VIBPA/priB/priB-ai-review.yaml
VIBPA	priB	Q87L73	GO:1990077	primosome complex	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	's role as the second protein to assemble in the primosome after PriA. The 2023 cryo-EM structure directly visualizes PriB docked onto PriA at a replication fork. This	genes/VIBPA/priB/priB-ai-review.yaml
human	AATF	Q9NY61	GO:0005730	nucleolus	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	nucleolar proteomics (PMID:12429849), HPA immunofluorescence (GO_REF:0000052), cryo-EM SSU processome structure (PMID:34516797), and UniProt subcellular location anno	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0005730	nucleolus	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	on is well supported by proteomics (PMID:12429849), HPA immunofluorescence, and cryo-EM structure (PMID:34516797). Correct IEA annotation consistent with multiple line	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0005730	nucleolus	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	NAS annotation from ComplexPortal based on the cryo-EM SSU processome paper (PMID:34516797). The structures were obtained from nucleol	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0030490	maturation of SSU-rRNA	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	notation from ComplexPortal for SSU rRNA maturation based on the SSU processome cryo-EM paper. The SSU processome mediates early maturation of the small ribosomal subu	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0032040	small-subunit processome	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	IDA annotation placing AATF as part of the small-subunit processome based on cryo-EM structures at 2.7 to 3.9 angstrom resolution (PMID:34516797). AATF is directly	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0032040	small-subunit processome	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	the small-subunit (SSU) processome (CPX-2511), citing PMID:34516797 — the same cryo-EM SSU processome paper that supports the existing IDA row for GO:0032040 on this	genes/human/AATF/AATF-ai-review.yaml
human	AATF	Q9NY61	GO:0042274	ribosomal small subunit biogenesis	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	IDA annotation for ribosomal small subunit biogenesis based on the cryo-EM SSU processome structures (PMID:34516797). As a structural component of the SSU	genes/human/AATF/AATF-ai-review.yaml
human	ABCB7	O75027	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	nstrates a key role for residue E433 in promoting cluster transport Human ABCB7 reconstituted in proteoliposomes shows ATPase stimulation by glutathione and [2Fe-2S](GS)4	genes/human/ABCB7/ABCB7-ai-review.yaml
human	ABCB7	O75027	GO:0005524	ATP binding	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ical characterization of ATPase activity stimulated by substrates. Human ABCB7 reconstituted in proteoliposomes shows ATPase stimulation by glutathione and [2Fe-2S](GS)4	genes/human/ABCB7/ABCB7-ai-review.yaml
human	ABCB7	O75027	GO:0140481	ABC-type iron-sulfur cluster transporter activity	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	that transports iron-sulfur clusters. Experimental evidence from proteoliposome reconstitution studies supports this function (PMID:33157103). a functional comparison of	genes/human/ABCB7/ABCB7-ai-review.yaml
human	ABCD3	P28288	GO:0042626	ATPase-coupled transmembrane transporter activity	IBA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ically sound and well-supported by direct experimental data from proteoliposome reconstitution studies [PMID:29397936] and yeast complementation assays [PMID:24333844]. Co	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005778	peroxisomal membrane	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	idated by multiple experimental methods including immunofluorescence, FRET, and cryo-EM structures (PDB: 8Z0F, 8Z9X). ALDP and PMP70 form homodimers as well as ALDP/PM	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005524	ATP binding	IBA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	its nucleotide binding fold. Directly demonstrated by purified NBF studies with KM of 8.2 uM for ATP [PMID:11248239]. Core function, essential for transport activ	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0015721	bile acid and bile salt transport	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	es. Loss of ABCD3 leads to accumulation of these intermediates [PMID:25168382]. Cryo-EM studies confirm bile acid intermediates as ABCD3-specific substrates [PMID:3922	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005524	ATP binding	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	on. ATP binding is well-established for ABCD3 with IDA evidence [PMID:11248239, KM = 8.2 uM]. Consistent with experimentally validated annotations.	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0016887	ATP hydrolysis activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	onsistent with IDA evidence from NBF studies [PMID:11248239] and proteoliposome reconstitution [PMID:29397936]. Consistent with experimental annotations.	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005778	peroxisomal membrane	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ABCD3 reconstituted into proteoliposomes for functional studies, confirming membrane protein natu	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0052817	very long-chain fatty acyl-CoA hydrolase activity	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ABCD3 reconstituted in proteoliposomes displays acyl-CoA thioesterase activity, cleaving fatty ac	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0015721	bile acid and bile salt transport	ISS	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	oA, THCA-CoA) into peroxisomes. Supported by human genetics [PMID:25168382] and cryo-EM structural data showing these are ABCD3-specific substrates [PMID:39223112]. Co	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0000038	very long-chain fatty acid metabolic process	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	reconstitut	ABCD3 reconstituted in proteoliposomes demonstrates thioesterase and ATPase activities with fatty	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0016887	ATP hydrolysis activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	purified protein	activity [PMID:11248239]. Core activity. Direct biochemical demonstration with purified protein. Both proteins act as an ATP specific binding subunit releasing ADP after ATP h	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0016887	ATP hydrolysis activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ABCD3 reconstituted in proteoliposomes displays stable ATPase activity inhibited by AlF3 [PMID:29	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0042626	ATPase-coupled transmembrane transporter activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	Proteoliposome reconstitution demonstrates coupled ATPase-transport activity of ABCD3 [PMID:29397936]. Cry	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0042626	ATPase-coupled transmembrane transporter activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	tution demonstrates coupled ATPase-transport activity of ABCD3 [PMID:29397936]. Cryo-EM structures capture the conformational cycle linking ATP hydrolysis to substrate	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0047617	fatty acyl-CoA hydrolase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	ay hydrolyze fatty acyl-CoAs to free fatty acids prior to transport, though the cryo-EM studies suggest intact CoA-esters may also be transported. Directly demonstrate	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005782	peroxisomal matrix	IDA	False	REMOVE	DIRECT_BINDING	molecular	low	cryo-EM	ne protein, unless referring to the NBD domain facing the matrix side. However, cryo-EM structures show the NBDs are cytosolic [PMID:39223112]. ABCD3 is an integral me	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0042803	protein homodimerization activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	imerization is necessary for functional transporter activity. Also supported by cryo-EM structures showing homodimeric assembly [PMID:39223112, PMID:40501884]. Core fu	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0005524	ATP binding	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	Direct measurement of ATP binding by purified NBF of PMP70 with KM = 8.2 uM [PMID:11248239]. ATP-specific, no GTP binding. Core function with dire	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCD3	P28288	GO:0015727	bile acid transmembrane transport	IMP	False	NEW	DIRECT_BINDING	molecular	low	Cryo-EM	ent plasma [PMID:25168382] and in Abcd3 KO mice [PMID:25168382, PMID:34564857]. Cryo-EM structural data identifies these bile acid intermediates as ABCD3-specific subs	genes/human/ABCD3/ABCD3-ai-review.yaml
human	ABCE1	P61221	GO:0003924	GTPase activity	IDA	False	KEEP_AS_NON_CORE	GTPASE_ACTIVITY	molecular	low	GTP hydrolysis	ochemical study that established its NTPase activity. The direct assay supports GTP hydrolysis, but the primary cellular ribosome-recycling mechanism is best represented by A	genes/human/ABCE1/ABCE1-ai-review.yaml
human	ABCE1	P61221	GO:0032790	ribosome disassembly	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	ABCE1 dissociates post-termination ribosomes into 60S and 40S subunits in a reconstituted eukaryotic system. This is the most precise core biological-process annotatio	genes/human/ABCE1/ABCE1-ai-review.yaml
human	ABCE1	P61221	GO:0005515	protein binding	IPI	False	REMOVE	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	the specific endoribonuclease inhibitor activity and negative regulation of endoribonuclease activity annotations. Its expression in reticulocyte extracts antagonizes the 2-5A bindi	genes/human/ABCE1/ABCE1-ai-review.yaml
human	ABCE1	P61221	GO:0060698	endoribonuclease inhibitor activity	IDA	False	KEEP_AS_NON_CORE	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	aka RNase L inhibitor, RLI) directly interacts with RNASEL and inhibits its endoribonuclease activity	genes/human/ABCE1/ABCE1-ai-review.yaml
human	ABCE1	P61221	GO:0060702	negative regulation of endoribonuclease activity	IDA	False	KEEP_AS_NON_CORE	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	ABCE1/RLI negatively regulates RNase L endoribonuclease activity in the interferon-regulated 2-5A pathway. This regulation is supported experime	genes/human/ABCE1/ABCE1-ai-review.yaml
human	ABCF2	Q9UG63	GO:0005886	plasma membrane	TAS	False	REMOVE	CHROMATIN_CHIP	molecular	low	ChIP assay	t contains a functional ARE sequence in the promoter which is confirmed through ChIP assay in Human Ovarian cancer cell lines. Unlike other subgroups, ABCF members have N	genes/human/ABCF2/ABCF2-ai-review.yaml
human	ABHD2	P08910	GO:0008126	acetylesterase activity	IBA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	e activity. Recombinant ABHD2 was shown to hydrolyze p-nitrophenyl acetate with Km of 12.40 mM [PMID:27247428], directly demonstrating acetylesterase activity. Ac	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0046464	acylglycerol catabolic process	IBA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	purified protein	g the endocannabinoid 2-arachidonoylglycerol (2AG) from plasma membrane His-tag purified protein showed TAG lipase activity	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0051792	medium-chain fatty acid biosynthetic process	IBA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	kcat	ABHD2 cleaved, pNPA with a Km of 12.40±1.02 mM, Vmax of 2.69±0.15 μmol/s·mg and kcat/Km of 11.23±1.22 M−1·s−1, pNPB with a Km of 11.76±1.15 mM	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0051793	medium-chain fatty acid catabolic process	IBA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	in vitro activ	in arachidonoylglycerol hydrolysis. Same rationale as for GO:0051792 above. The in vitro activity against medium-chain substrates is documented but the primary physiological	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0004806	triacylglycerol lipase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	enzymatic assay	Triacylglycerol lipase activity is experimentally validated for ABHD2 by direct enzymatic assay. The IEA mapping is correct and supported by primary experimental evidence. Thi	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0008126	acetylesterase activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	rom PMID:27247428 showing ABHD2 cleaves pNP acetate. ABHD2 cleaved, pNPA with a Km of 12.40±1.02 mM, Vmax of 2.69±0.15 μmol/s·mg	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0008126	acetylesterase activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	kcat	ABHD2 cleaved, pNPA with a Km of 12.40±1.02 mM, Vmax of 2.69±0.15 μmol/s·mg and kcat/Km of 11.23±1.22 M−1·s−1	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0120516	diacylglycerol lipase activity	IDA	False	UNDECIDED	IN_VITRO_ENZYME	molecular	low	specific activity	tation of the TAG lipase data. Further evidence would be needed to confirm this specific activity. This affinity purified recombinant hABHD2 protein fraction showed TAG lipase a	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABHD2	P08910	GO:0048240	sperm capacitation	IDA	False	ACCEPT	ELECTROPHYSIOLOGY	molecular	low	electrophysiolog	characterized pathway leading to sperm activation. The IDA evidence is based on electrophysiology, lipidomics, and antibody/inhibitor perturbation experiments. its removal lead	genes/human/ABHD2/ABHD2-ai-review.yaml
human	ABI2	Q9NYB9	GO:0030027	lamellipodium	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	directly demonstrated EYFP-Abi-2b recruitment to lamellipodia tips, and the WRC crystal structure (PMID:21107423) confirms ABI2 as a structural component of the WRC that promote	genes/human/ABI2/ABI2-ai-review.yaml
human	ABI2	Q9NYB9	GO:0031209	SCAR complex	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	a bona fide subunit of the WAVE/SCAR regulatory complex (WRC). The 2.3 angstrom crystal structure of the WRC (PMID:21107423) directly shows ABI2 as part of the WAVE1:ABI2:HSPC30	genes/human/ABI2/ABI2-ai-review.yaml
human	ABI2	Q9NYB9	GO:0010592	positive regulation of lamellipodium assembly	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	PMID:21107423 resolved the crystal structure of the WRC at 2.3 angstroms and demonstrated that the WRC (containing ABI2) act	genes/human/ABI2/ABI2-ai-review.yaml
human	ABI2	Q9NYB9	GO:0035591	signaling adaptor activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	s a structural bridge for signal transduction. Structural evidence from the WRC crystal structure directly supports ABI2 as a signaling adaptor that bridges upstream signals to	genes/human/ABI2/ABI2-ai-review.yaml
human	ABI2	Q9NYB9	GO:0031209	SCAR complex	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	PMID:21107423 resolved the crystal structure of the WRC at 2.3 angstroms, directly showing ABI2 as part of the WAVE1:ABI2:HS	genes/human/ABI2/ABI2-ai-review.yaml
human	ABL1	P00519	GO:0004713	protein tyrosine kinase activity	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	y enzymatic function. Core molecular function of ABL1. Extensively validated by crystal structures, kinase assays, and identification of numerous substrates. ABL tyrosine kinase	genes/human/ABL1/ABL1-ai-review.yaml
human	ABL1	P00519	GO:0004713	protein tyrosine kinase activity	IBA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	kinase assay	. Core molecular function of ABL1. Extensively validated by crystal structures, kinase assays, and identification of numerous substrates. ABL tyrosine kinases: evolution of	genes/human/ABL1/ABL1-ai-review.yaml
human	ABL1	P00519	GO:0010595	positive regulation of endothelial cell migration	IBA	False	KEEP_AS_NON_CORE	CELL_MIGRATION_INVASION	phenotypic	high	migration assay	cell-type-specific phenotypic outcome rather than a core evolved function. Cell migration assay	genes/human/ABL1/ABL1-ai-review.yaml
human	ABL1	P00519	GO:0005524	ATP binding	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	r phosphotransfer catalysis. ATP binding is essential for ABL1 kinase activity. Crystal structures show ATP analog binding in the kinase domain. Protein binding and signaling pr	genes/human/ABL1/ABL1-ai-review.yaml
human	ABL1	P00519	GO:0005515	protein binding	IPI	False	MARK_AS_OVER_ANNOTATED	CELL_DIFFERENTIATION	phenotypic	high	myogenic differentiation	CDO interaction promoting myogenic differentiation. Generic protein binding is uninformative. May 26. Cdo binds Abl to promote p38	genes/human/ABL1/ABL1-ai-review.yaml
human	ABTB1	Q969K4	GO:0000151	ubiquitin ligase complex	IBA	False	MODIFY	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	ent is the specific CRL3 complex term. This should not be extended to catalytic E3 ligase activity or substrate-adaptor activity without ABTB1-specific substrate evidence. Q969K4	genes/human/ABTB1/ABTB1-ai-review.yaml
human	ACAD9	Q9H845	GO:0050660	flavin adenine dinucleotide binding	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	purified protein	g has been experimentally demonstrated, with approximately 70% FAD occupancy in purified protein (PMID:34646991). FAD binding is essential for the dehydrogenase function, and E	genes/human/ACAD9/ACAD9-ai-review.yaml
human	ACAD9	Q9H845	GO:0160295	mitochondrial complex I intermediate assembly complex	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	chemical evidence that ACAD9 is a core component of the MCIA complex, including cryo-EM structures, SAXS, native MS, and SEC-MALLS data demonstrating stable ACAD9-ECSI	genes/human/ACAD9/ACAD9-ai-review.yaml
human	ACAD9	Q9H845	GO:0160295	mitochondrial complex I intermediate assembly complex	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	IDA annotation from FlyBase based on Xia et al. 2021 (iScience). This study reconstituted the ACAD9/ECSIT/NDUFAF1 ternary complex in vitro and characterized it by SEC,	genes/human/ACAD9/ACAD9-ai-review.yaml
human	ACAD9	Q9H845	GO:0003995	acyl-CoA dehydrogenase activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	on McGregor et al. 2023 (Nature Communications). This study determined a 3.0 A cryo-EM structure of the ACAD9-ECSIT complex and also characterized ACAD9 dehydrogenase	genes/human/ACAD9/ACAD9-ai-review.yaml
human	ACAD9	Q9H845	GO:0004466	long-chain fatty acyl-CoA dehydrogenase activity	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	y. ACAD9 has well-characterized long-chain acyl-CoA dehydrogenase activity with Km values of 2.8 uM for hexadecanoyl-CoA and 0.7 uM for (9Z)-hexadecenoyl-CoA (PMI	genes/human/ACAD9/ACAD9-ai-review.yaml
human	ACSL4	O60488	GO:0004467	long-chain fatty acid-CoA ligase activity	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	enzymatic assay	rimental evidence for ACSL4's long-chain fatty acid-CoA ligase activity through enzymatic assays of patient-derived cell lines. Mutations causing intellectual disability were	genes/human/ACSL4/ACSL4-ai-review.yaml
human	ACSL4	O60488	GO:0004467	long-chain fatty acid-CoA ligase activity	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	enzymatic assay	tion. This paper reports a third MRX family with FACL4 mutation and proposes an enzymatic assay for screening, providing further experimental validation of ACSL4's ligase acti	genes/human/ACSL4/ACSL4-ai-review.yaml
human	ACSL4	O60488	GO:0004467	long-chain fatty acid-CoA ligase activity	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	Paper demonstrating PKCbetaII phosphorylation of ACSL4 amplifies lipid peroxidation to induce ferroptosis. This study provides evidence for ACSL4 enzymatic activit	genes/human/ACSL4/ACSL4-ai-review.yaml
human	ACSL4	O60488	GO:0160020	positive regulation of ferroptosis	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	autophagic flux	by enhancing ACSL4 expression ferroptosis mediated by ACSL4 and suppression of autophagic flux were demonstrated	genes/human/ACSL4/ACSL4-ai-review.yaml
human	ACSL4	O60488	GO:0160020	positive regulation of ferroptosis	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	PKCbetaII phosphorylates ACSL4 to amplify lipid peroxidation and ferroptosis. This study provides mechanistic insight into how ACSL4 activit	genes/human/ACSL4/ACSL4-ai-review.yaml
human	ACTB	P60709	GO:0042802	identical protein binding	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	on into filaments. This is a core molecular function for actin. High-resolution cryo-EM structure of the F-actin-fimbrin/plastin ABD2 complex.	genes/human/ACTB/ACTB-ai-review.yaml
human	ACTB	P60709	GO:0006338	chromatin remodeling	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Reconstitut	subunit of BAF, requires beta-actin for maximal ATPase activity [PMID:12045110] Reconstitution of a core chromatin remodeling complex from SWI/SNF subunits.	genes/human/ACTB/ACTB-ai-review.yaml
human	ACTB	P60709	GO:2000781	positive regulation of double-strand break repair	NAS	False	MARK_AS_OVER_ANNOTATED	DNA_DAMAGE_FOCI	phenotypic	high	gamma-H2AX	malian SWI/SNF complexes facilitate DNA double-strand break repair by promoting gamma-H2AX induction.	genes/human/ACTB/ACTB-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0005179	hormone activity	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	tor activity-modifying protein receptor complexes. In this study, we report the cryo-EM structure of the AM1R in complex with AM and Gs at a global resolution of 3.0 Å	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0005615	extracellular space	IBA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP production	surface receptors. UniProt confirms secreted localization. Intermedin increased cAMP production in SK-N-MC and L6 cells expressing endogenous CGRP receptors	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:1990410	adrenomedullin receptor signaling pathway	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	in the adrenomedullin receptor signaling pathway. This is directly supported by cryo-EM structures of ADM2 in complex with AM2R. In this study, we report the cryo-EM s	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	IBA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP production	MP receptor complexes coupled to Gs, leading to adenylyl cyclase activation and cAMP production. This is the canonical downstream signaling pathway [PMID:14615490]. This accur	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0005576	extracellular region	IEA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP production	a broader parent term of extracellular space (GO:0005615). Intermedin increased cAMP production in SK-N-MC and L6 cells expressing endogenous CGRP receptors	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	IEA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP production	sfer is appropriate for this conserved signaling function. Intermedin increased cAMP production in SK-N-MC and L6 cells	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0005179	hormone activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	s receptor complex. Strong structural evidence supporting hormone activity. The cryo-EM structure directly shows ADM2 peptide bound to and activating the receptor comp	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:0005615	extracellular space	IDA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP production	intermedin acts on cell surface receptors to activate intracellular signaling (cAMP production), indicating it functions in the extracellular space. Appropriate localization	genes/human/ADM2/ADM2-ai-review.yaml
human	ADM2	Q7Z4H4	GO:1990410	adrenomedullin receptor signaling pathway	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	ith the adrenomedullin receptor signaling pathway. In this study, we report the cryo-EM structure of the AM1R in complex with AM and Gs at a global resolution of 3.0 Å	genes/human/ADM2/ADM2-ai-review.yaml
human	ADRM1	Q16186	GO:0006979	response to oxidative stress	NAS	False	MARK_AS_OVER_ANNOTATED	UBIQUITINATION_ASSAY	molecular	low	autoubiquitin	ve-stress function. Mark as over-annotated. Proteasome capacity and ADRM1/Rpn13 autoubiquitination can respond to proteotoxic stress, but the GOA-cited PA28-20S paper does n	genes/human/ADRM1/ADRM1-ai-review.yaml
