organism	gene	pmid	go_id	go_label	aspect	evidence_type	negated	action	readout_class	proximity	convergence	aligned	full_text
human	CFTR	39009827	GO:0005515	protein binding	MF	IPI	False	UNDECIDED	DIRECT_BINDING	molecular	low	False	True
human	CFTR	26888287	GO:0071889	14-3-3 protein binding	MF	EXP	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CFTR	26888287	GO:0071889	14-3-3 protein binding	MF	IMP	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CFTR	26888287	GO:0071889	14-3-3 protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CFTR	11524016	GO:0016887	ATP hydrolysis activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	8910473	GO:0016887	ATP hydrolysis activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	15010471	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	15010471	GO:0015106	bicarbonate transmembrane transporter activity	MF	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	15010471	GO:0015701	bicarbonate transport	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	19621064	GO:0016324	apical plasma membrane	CC	IMP	False	ACCEPT	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	CFTR	19621064	GO:0035377	transepithelial water transport	BP	IMP	False	KEEP_AS_NON_CORE	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	CFTR	19621064	GO:0050891	multicellular organismal-level water homeostasis	BP	IMP	False	KEEP_AS_NON_CORE	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	CFTR	19621064	GO:1902476	chloride transmembrane transport	BP	IMP	False	ACCEPT	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	CFTR	15010471	GO:1904322	cellular response to forskolin	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	19621064	GO:1904322	cellular response to forskolin	BP	IDA	False	KEEP_AS_NON_CORE	CELL_MIGRATION_INVASION	phenotypic	high	False	True
human	CFTR	11524016	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	8910473	GO:0016020	membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	11524016	GO:1902476	chloride transmembrane transport	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CFTR	24885604	GO:0005829	cytosol	CC	IDA	False	KEEP_AS_NON_CORE	SECRETION_DEGRANULATION	phenotypic	high	False	True
human	CFTR	24885604	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	SECRETION_DEGRANULATION	phenotypic	high	False	True
human	CFTR	24885604	GO:1902476	chloride transmembrane transport	BP	IMP	False	ACCEPT	SECRETION_DEGRANULATION	phenotypic	high	False	True
human	CFTR	19398555	GO:0005769	early endosome	CC	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CFTR	19398555	GO:0019899	enzyme binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CFTR	15247260	GO:0016324	apical plasma membrane	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHAMP1	29789392	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	CHAMP1	29789392	GO:0005515	protein binding	MF	IPI	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHAMP1	36044844	GO:0000725	recombinational repair	BP	IMP	False	NEW	DIRECT_BINDING	molecular	low	False	True
human	CHAMP1	36044844	GO:0000725	recombinational repair	BP	IMP	False	NEW	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	CHAMP1	36044844	GO:0000725	recombinational repair	BP	IMP	False	NEW	DNA_DAMAGE_FOCI	phenotypic	high	False	True
human	CHAMP1	36044844	GO:0000725	recombinational repair	BP	IMP	False	NEW	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHCHD4	26387864	GO:0005515	protein binding	MF	IPI	False	REMOVE	IN_VITRO_ENZYME	molecular	low	False	False
human	CHCHD4	23676665	GO:0015035	protein-disulfide reductase activity	MF	IMP	False	MODIFY	OXIDATIVE_STRESS_ROS	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0015035	protein-disulfide reductase activity	MF	IMP	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0015035	protein-disulfide reductase activity	MF	IMP	False	MODIFY	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0160203	mitochondrial disulfide relay system	BP	IMP	False	ACCEPT	OXIDATIVE_STRESS_ROS	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0160203	mitochondrial disulfide relay system	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0160203	mitochondrial disulfide relay system	BP	IMP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	37159021	GO:0160203	mitochondrial disulfide relay system	BP	IMP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	37159021	GO:0160203	mitochondrial disulfide relay system	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	METABOLIC_FLUX	phenotypic	high	False	True
human	CHCHD4	34800366	GO:0005739	mitochondrion	CC	HTP	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	37159021	GO:0005758	mitochondrial intermembrane space	CC	IMP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	37159021	GO:0005758	mitochondrial intermembrane space	CC	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	37159021	GO:0015035	protein-disulfide reductase activity	MF	IMP	False	MODIFY	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	CHCHD4	37159021	GO:0015035	protein-disulfide reductase activity	MF	IMP	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0005758	mitochondrial intermembrane space	CC	EXP	False	ACCEPT	OXIDATIVE_STRESS_ROS	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0005758	mitochondrial intermembrane space	CC	EXP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0005758	mitochondrial intermembrane space	CC	EXP	False	ACCEPT	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	30885959	GO:0005515	protein binding	MF	IPI	False	REMOVE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	30885959	GO:0005515	protein binding	MF	IPI	False	REMOVE	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0005515	protein binding	MF	IPI	False	REMOVE	OXIDATIVE_STRESS_ROS	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0005515	protein binding	MF	IPI	False	REMOVE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0005515	protein binding	MF	IPI	False	REMOVE	MITO_MEMBRANE_POTENTIAL	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0005739	mitochondrion	CC	IDA	False	MARK_AS_OVER_ANNOTATED	OXIDATIVE_STRESS_ROS	phenotypic	high	False	True
human	CHCHD4	23676665	GO:0005739	mitochondrion	CC	IDA	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	CHCHD4	23676665	GO:0005739	mitochondrion	CC	IDA	False	MARK_AS_OVER_ANNOTATED	MITO_MEMBRANE_POTENTIAL	phenotypic	high	True	True
human	CHCHD4	26387864	GO:0015035	protein-disulfide reductase activity	MF	IDA	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	False
human	CHCHD4	24101517	GO:0005739	mitochondrion	CC	IDA	False	MARK_AS_OVER_ANNOTATED	HYPOXIA_HIF	phenotypic	high	False	True
human	CHMP1A	21988832	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	CHMP1A	21988832	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	CHMP1A	28514442	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1A	32296183	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1A	33961781	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1A	32296183	GO:0042802	identical protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1A	17984323	GO:0000421	autophagosome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1A	17984323	GO:0005765	lysosomal membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1A	24878737	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	17984323	GO:0006914	autophagy	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1A	16505166	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	24878737	GO:0039702	viral budding via host ESCRT complex	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	17984323	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1A	24878737	GO:0046761	viral budding from plasma membrane	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	16505166	GO:0051469	vesicle fusion with vacuole	BP	NAS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	16505166	GO:0061763	multivesicular body-lysosome fusion	BP	NAS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	19234443	GO:0090148	membrane fission	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1A	17984323	GO:0097352	autophagosome maturation	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1A	17984323	GO:1902774	late endosome to lysosome transport	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1A	17984323	GO:1904930	amphisome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1A	11559747	GO:0007076	mitotic chromosome condensation	BP	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHMP1A	11559747	GO:0010629	negative regulation of gene expression	BP	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHMP1A	20588296	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1A	20588296	GO:0039702	viral budding via host ESCRT complex	BP	NAS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1A	20588296	GO:1904903	ESCRT III complex disassembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1A	23045692	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	CHMP1A	11559747	GO:0000794	condensed nuclear chromosome	CC	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHMP1A	11559747	GO:0016363	nuclear matrix	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHMP1B	19525971	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	21827950	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	21988832	GO:0005515	protein binding	MF	IPI	False	ACCEPT	NFKB_REPORTER	phenotypic	high	False	True
human	CHMP1B	21988832	GO:0005515	protein binding	MF	IPI	False	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	CHMP1B	25416956	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1B	26634441	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP1B	26634441	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	False
human	CHMP1B	31515488	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	31515488	GO:0005515	protein binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	31515488	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1B	32296183	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1B	33961781	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1B	40205054	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	40205054	GO:0005515	protein binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	40205054	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP1B	19525971	GO:0042802	identical protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	17984323	GO:0000421	autophagosome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1B	36107470	GO:0000815	ESCRT III complex	CC	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	17984323	GO:0005765	lysosomal membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1B	24878737	GO:0005886	plasma membrane	CC	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	17984323	GO:0006914	autophagy	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1B	16505166	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	24878737	GO:0039702	viral budding via host ESCRT complex	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	17984323	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1B	24878737	GO:0046761	viral budding from plasma membrane	BP	IDA	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	16505166	GO:0051469	vesicle fusion with vacuole	BP	NAS	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	16505166	GO:0061763	multivesicular body-lysosome fusion	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	19234443	GO:0090148	membrane fission	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	17984323	GO:0097352	autophagosome maturation	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP1B	17984323	GO:1902774	late endosome to lysosome transport	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1B	17984323	GO:1904930	amphisome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP1B	23015756	GO:0045184	establishment of protein localization	BP	IMP	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	16174732	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	16174732	GO:0090541	MIT domain binding	MF	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	20588296	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1B	20588296	GO:0039702	viral budding via host ESCRT complex	BP	NAS	False	KEEP_AS_NON_CORE	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1B	20588296	GO:1904903	ESCRT III complex disassembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP1B	18385515	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	18385515	GO:0005515	protein binding	MF	IPI	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	18997780	GO:0005515	protein binding	MF	IPI	False	MODIFY	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	24878737	GO:0000815	ESCRT III complex	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	24878737	GO:0030117	membrane coat	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP1B	23045692	GO:0005515	protein binding	MF	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	True
human	CHMP1B	21543490	GO:0005515	protein binding	MF	IPI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	20588296	GO:0000815	ESCRT III complex	CC	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP2A	17984323	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2A	20588296	GO:0036258	multivesicular body assembly	BP	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP2A	16505166	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	17984323	GO:1902774	late endosome to lysosome transport	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2A	16505166	GO:0061763	multivesicular body-lysosome fusion	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	28242692	GO:0000785	chromatin	CC	IDA	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	24878737	GO:0039702	viral budding via host ESCRT complex	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	23051622	GO:0039702	viral budding via host ESCRT complex	BP	IMP	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	20588296	GO:0039702	viral budding via host ESCRT complex	BP	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP2A	24107264	GO:0039702	viral budding via host ESCRT complex	BP	IGI	False	ACCEPT	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	24878737	GO:0046761	viral budding from plasma membrane	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	23051622	GO:0019076	viral release from host cell	BP	IMP	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	23051622	GO:0019076	viral release from host cell	BP	IGI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	23051622	GO:0019076	viral release from host cell	BP	IGI	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	17984323	GO:0097352	autophagosome maturation	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP2A	17984323	GO:0006914	autophagy	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP2A	20588296	GO:0016236	macroautophagy	BP	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP2A	17984323	GO:0000421	autophagosome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP2A	17984323	GO:1904930	amphisome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2A	36604498	GO:0090148	membrane fission	BP	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	19234443	GO:0090148	membrane fission	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	36604498	GO:0180020	membrane bending activity	MF	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	24878737	GO:0010324	membrane invagination	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	23051622	GO:0051258	protein polymerization	BP	IMP	False	ACCEPT	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	24878737	GO:0051258	protein polymerization	BP	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	20588296	GO:1904903	ESCRT III complex disassembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	False
human	CHMP2A	24878737	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	17984323	GO:0005765	lysosomal membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2A	24878737	GO:0030117	membrane coat	CC	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	16505166	GO:0051469	vesicle fusion with vacuole	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	23045692	GO:0045184	establishment of protein localization	BP	IMP	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	False	True
human	CHMP2A	19525971	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	CHMP2A	23051622	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	CHMP2A	25416956	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	28514442	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	32296183	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	33961781	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2A	18385515	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	CHMP2A	18385515	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2A	21975012	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2A	23045692	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	CHMP2A	21543490	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2B	22046132	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	True
human	CHMP2B	22046132	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	NFKB_REPORTER	phenotypic	high	False	True
human	CHMP2B	22046132	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	False	True
human	CHMP2B	22046132	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	VIABILITY_PROLIFERATION	phenotypic	high	False	True
human	CHMP2B	23051622	GO:0005515	protein binding	MF	IPI	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	False	False
human	CHMP2B	17984323	GO:0000421	autophagosome membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP2B	17984323	GO:0005765	lysosomal membrane	CC	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2B	24878737	GO:0005886	plasma membrane	CC	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	17984323	GO:0006914	autophagy	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
human	CHMP2B	16505166	GO:0036258	multivesicular body assembly	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	24878737	GO:0039702	viral budding via host ESCRT complex	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	17984323	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	IDA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	False	True
human	CHMP2B	24878737	GO:0046761	viral budding from plasma membrane	BP	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	16505166	GO:0051469	vesicle fusion with vacuole	BP	NAS	False	MODIFY	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	16505166	GO:0061763	multivesicular body-lysosome fusion	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	19234443	GO:0090148	membrane fission	BP	NAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	False	True
human	CHMP2B	17984323	GO:0097352	autophagosome maturation	BP	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	True	True
