cohort,role,accession,species,gene_symbol,gene_review,cohort_source,uniprot_panther,member_index_panther,resolved_accession,families,mapping_status,roles,family_reviews,gene_context_family,curation_status,unassigned_assessment
HORSE40,prediction_target,A0A9L0SHX8,HORSE,MAP2K2,genes/HORSE/MAP2K2/MAP2K2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR47448;PTHR47448:SF3,,A0A9L0SHX8,PTHR47448,MAPPED,prediction_target,interpro/panther/PTHR47448/PTHR47448-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T4E4,HORSE,ZDHHC23,genes/HORSE/ZDHHC23/ZDHHC23-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22883:SF475;PTHR22883,,A0A9L0T4E4,PTHR22883,MAPPED,prediction_target,interpro/panther/PTHR22883/PTHR22883-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F6T000,HORSE,CH25H,genes/HORSE/CH25H/CH25H-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11863,,F6T000,PTHR11863,MAPPED,prediction_target,interpro/panther/PTHR11863/PTHR11863-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0TSN4,HORSE,BCAT2,genes/HORSE/BCAT2/BCAT2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11825:SF39;PTHR11825,,A0A9L0TSN4,PTHR11825,MAPPED,prediction_target,interpro/panther/PTHR11825/PTHR11825-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F6S899,HORSE,SIRT5,genes/HORSE/SIRT5/SIRT5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11085;PTHR11085:SF10,,F6S899,PTHR11085,MAPPED,prediction_target,interpro/panther/PTHR11085/PTHR11085-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0T7K6,HORSE,USP8,genes/HORSE/USP8/USP8-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21646;PTHR21646:SF27,,A0A9L0T7K6,PTHR21646,MAPPED,prediction_target,interpro/panther/PTHR21646/PTHR21646-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0R9P8,HORSE,OMA1,genes/HORSE/OMA1/OMA1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22726;PTHR22726:SF1,,A0A9L0R9P8,PTHR22726,MAPPED,prediction_target,interpro/panther/PTHR22726/PTHR22726-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0S4L8,HORSE,EFR3A,genes/HORSE/EFR3A/EFR3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR12444:SF1;PTHR12444,,A0A9L0S4L8,PTHR12444,MAPPED,prediction_target,interpro/panther/PTHR12444/PTHR12444-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A5F5PZM5,HORSE,CACNB3,genes/HORSE/CACNB3/CACNB3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11824,,A0A5F5PZM5,PTHR11824,MAPPED,prediction_target,interpro/panther/PTHR11824/PTHR11824-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0RGD6,HORSE,SHLD2,genes/HORSE/SHLD2/SHLD2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR14495;PTHR14495:SF2,,A0A9L0RGD6,PTHR14495,MAPPED,prediction_target,interpro/panther/PTHR14495/PTHR14495-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0R5P7,HORSE,GEMIN5,genes/HORSE/GEMIN5/GEMIN5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR46362;PTHR46362:SF1,,A0A9L0R5P7,PTHR46362,MAPPED,prediction_target,interpro/panther/PTHR46362/PTHR46362-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0RQI4,HORSE,AFAP1L2,genes/HORSE/AFAP1L2/AFAP1L2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR14338;PTHR14338:SF4,,A0A9L0RQI4,PTHR14338,MAPPED,prediction_target,interpro/panther/PTHR14338/PTHR14338-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0SKW1,HORSE,OLFML2A,genes/HORSE/OLFML2A/OLFML2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23192:SF29;PTHR23192,,A0A9L0SKW1,PTHR23192,MAPPED,prediction_target,interpro/panther/PTHR23192/PTHR23192-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A5F5PJ44,HORSE,CC2D2A,genes/HORSE/CC2D2A/CC2D2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR20837;PTHR20837:SF7,,A0A5F5PJ44,PTHR20837,MAPPED,prediction_target,interpro/panther/PTHR20837/PTHR20837-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A3Q2KRK8,HORSE,WDPCP,genes/HORSE/WDPCP/WDPCP-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR13667;PTHR13667:SF5,,A0A3Q2KRK8,PTHR13667,MAPPED,prediction_target,interpro/panther/PTHR13667/PTHR13667-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F7BIV4,HORSE,TRAF2,genes/HORSE/TRAF2/TRAF2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10131;PTHR10131:SF21,,F7BIV4,PTHR10131,MAPPED,prediction_target,interpro/panther/PTHR10131/PTHR10131-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,F6TY09,HORSE,WEE1,genes/HORSE/WEE1/WEE1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11042;PTHR11042:SF72,,F6TY09,PTHR11042,MAPPED,prediction_target,interpro/panther/PTHR11042/PTHR11042-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0SWY1,HORSE,DYNLT2B,genes/HORSE/DYNLT2B/DYNLT2B-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21255:SF7;PTHR21255,,A0A9L0SWY1,PTHR21255,MAPPED,prediction_target,interpro/panther/PTHR21255/PTHR21255-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40,prediction_target,A0A9L0TK01,HORSE,DNMT3A,genes/HORSE/DNMT3A/DNMT3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23068:SF10;PTHR23068,,A0A9L0TK01,PTHR23068,MAPPED,prediction_target,interpro/panther/PTHR23068/PTHR23068-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9P0L0,human,VAPA,genes/human/VAPA/VAPA-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10809;PTHR10809:SF155,,Q9P0L0,PTHR10809,MAPPED,paired_reference,interpro/panther/PTHR10809/PTHR10809-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q8WWF8,human,CAPSL,genes/human/CAPSL/CAPSL-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR34524;PTHR34524:SF5,,Q8WWF8,PTHR34524,MAPPED,paired_reference,interpro/panther/PTHR34524/PTHR34524-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9BUA6,human,MYL10,genes/human/MYL10/MYL10-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23049,,Q9BUA6,PTHR23049,MAPPED,paired_reference,interpro/panther/PTHR23049/PTHR23049-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,O00522,human,KRIT1,genes/human/KRIT1/KRIT1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR13283;PTHR13283:SF11,,O00522,PTHR13283,MAPPED,paired_reference,interpro/panther/PTHR13283/PTHR13283-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,O14595,human,CTDSP2,genes/human/CTDSP2/CTDSP2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR12210,,O14595,PTHR12210,MAPPED,paired_reference,interpro/panther/PTHR12210/PTHR12210-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q15121,human,PEA15,genes/human/PEA15/PEA15-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR48169:SF1;PTHR48169,,Q15121,PTHR48169,MAPPED,paired_reference,interpro/panther/PTHR48169/PTHR48169-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P49419,human,ALDH7A1,genes/human/ALDH7A1/ALDH7A1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR43521;PTHR43521:SF5,PTHR43521:SF5,P49419,PTHR43521,MAPPED,paired_reference,interpro/panther/PTHR43521/PTHR43521-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q92847,human,GHSR,genes/human/GHSR/GHSR-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24243;PTHR24243:SF7,,Q92847,PTHR24243,MAPPED,paired_reference,interpro/panther/PTHR24243/PTHR24243-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9Y673,human,ALG5,genes/human/ALG5/ALG5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10859:SF91;PTHR10859,PTHR10859:SF91,Q9Y673,PTHR10859,MAPPED,paired_reference,interpro/panther/PTHR10859/PTHR10859-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P10809,human,HSPD1,genes/human/HSPD1/HSPD1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR45633,,P10809,PTHR45633,MAPPED,paired_reference,interpro/panther/PTHR45633/PTHR45633-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P49682,human,CXCR3,genes/human/CXCR3/CXCR3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10489:SF671;PTHR10489,,P49682,PTHR10489,MAPPED,paired_reference,interpro/panther/PTHR10489/PTHR10489-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q6PI48,human,DARS2,genes/human/DARS2/DARS2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22594:SF5;PTHR22594,,Q6PI48,PTHR22594,MAPPED,paired_reference,interpro/panther/PTHR22594/PTHR22594-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9HCL2,human,GPAM,genes/human/GPAM/GPAM-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR12563;PTHR12563:SF16,PTHR12563:SF16,Q9HCL2,PTHR12563,MAPPED,paired_reference,interpro/panther/PTHR12563/PTHR12563-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P34932,human,HSPA4,genes/human/HSPA4/HSPA4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR45639:SF6;PTHR45639,,P34932,PTHR45639,MAPPED,paired_reference,interpro/panther/PTHR45639/PTHR45639-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9NRD9,human,DUOX1,genes/human/DUOX1/DUOX1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11972:SF75;PTHR11972,,Q9NRD9,PTHR11972,MAPPED,paired_reference,interpro/panther/PTHR11972/PTHR11972-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q96QG7,human,MTMR9,genes/human/MTMR9/MTMR9-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10807;PTHR10807:SF56,,Q96QG7,PTHR10807,MAPPED,paired_reference,interpro/panther/PTHR10807/PTHR10807-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q92932,human,PTPRN2,genes/human/PTPRN2/PTPRN2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR46106;PTHR46106:SF5,,Q92932,PTHR46106,MAPPED,paired_reference,interpro/panther/PTHR46106/PTHR46106-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9UJW3,human,DNMT3L,genes/human/DNMT3L/DNMT3L-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23068:SF13;PTHR23068,,Q9UJW3,PTHR23068,MAPPED,paired_reference,interpro/panther/PTHR23068/PTHR23068-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9Y616,human,IRAK3,genes/human/IRAK3/IRAK3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24419;PTHR24419:SF7,,Q9Y616,PTHR24419,MAPPED,paired_reference,interpro/panther/PTHR24419/PTHR24419-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q6NUP7,human,PPP4R4,genes/human/PPP4R4/PPP4R4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21467;PTHR21467:SF0,,Q6NUP7,PTHR21467,MAPPED,paired_reference,interpro/panther/PTHR21467/PTHR21467-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P50613,human,CDK7,genes/human/CDK7/CDK7-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR24056;PTHR24056:SF0,,P50613,PTHR24056,MAPPED,paired_reference,interpro/panther/PTHR24056/PTHR24056-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P36507,human,MAP2K2,genes/human/MAP2K2/MAP2K2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR47448;PTHR47448:SF3,,P36507,PTHR47448,MAPPED,paired_reference,interpro/panther/PTHR47448/PTHR47448-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q8IYP9,human,ZDHHC23,genes/human/ZDHHC23/ZDHHC23-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22883:SF475;PTHR22883,,Q8IYP9,PTHR22883,MAPPED,paired_reference,interpro/panther/PTHR22883/PTHR22883-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,O95992,human,CH25H,genes/human/CH25H/CH25H-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11863,PTHR11863:SF213,O95992,PTHR11863,MAPPED,paired_reference,interpro/panther/PTHR11863/PTHR11863-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,O15382,human,BCAT2,genes/human/BCAT2/BCAT2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11825:SF39;PTHR11825,PTHR11825:SF39,O15382,PTHR11825,MAPPED,paired_reference,interpro/panther/PTHR11825/PTHR11825-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9NXA8,human,SIRT5,genes/human/SIRT5/SIRT5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11085;PTHR11085:SF10,,Q9NXA8,PTHR11085,MAPPED,paired_reference,interpro/panther/PTHR11085/PTHR11085-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P40818,human,USP8,genes/human/USP8/USP8-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21646;PTHR21646:SF27,,P40818,PTHR21646,MAPPED,paired_reference,interpro/panther/PTHR21646/PTHR21646-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q96E52,human,OMA1,genes/human/OMA1/OMA1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR22726;PTHR22726:SF1,,Q96E52,PTHR22726,MAPPED,paired_reference,interpro/panther/PTHR22726/PTHR22726-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q14156,human,EFR3A,genes/human/EFR3A/EFR3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR12444:SF1;PTHR12444,,Q14156,PTHR12444,MAPPED,paired_reference,interpro/panther/PTHR12444/PTHR12444-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P54284,human,CACNB3,genes/human/CACNB3/CACNB3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11824,,P54284,PTHR11824,MAPPED,paired_reference,interpro/panther/PTHR11824/PTHR11824-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q86V20,human,SHLD2,genes/human/SHLD2/SHLD2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR14495;PTHR14495:SF2,,Q86V20,PTHR14495,MAPPED,paired_reference,interpro/panther/PTHR14495/PTHR14495-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q8TEQ6,human,GEMIN5,genes/human/GEMIN5/GEMIN5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR46362;PTHR46362:SF1,,Q8TEQ6,PTHR46362,MAPPED,paired_reference,interpro/panther/PTHR46362/PTHR46362-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q8N4X5,human,AFAP1L2,genes/human/AFAP1L2/AFAP1L2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR14338;PTHR14338:SF4,,Q8N4X5,PTHR14338,MAPPED,paired_reference,interpro/panther/PTHR14338/PTHR14338-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q68BL7,human,OLFML2A,genes/human/OLFML2A/OLFML2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23192:SF29;PTHR23192,,Q68BL7,PTHR23192,MAPPED,paired_reference,interpro/panther/PTHR23192/PTHR23192-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9P2K1,human,CC2D2A,genes/human/CC2D2A/CC2D2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR20837;PTHR20837:SF7,,Q9P2K1,PTHR20837,MAPPED,paired_reference,interpro/panther/PTHR20837/PTHR20837-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,O95876,human,WDPCP,genes/human/WDPCP/WDPCP-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR13667;PTHR13667:SF5,,O95876,PTHR13667,MAPPED,paired_reference,interpro/panther/PTHR13667/PTHR13667-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q12933,human,TRAF2,genes/human/TRAF2/TRAF2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR10131;PTHR10131:SF21,PTHR10131:SF21,Q12933,PTHR10131,MAPPED,paired_reference,interpro/panther/PTHR10131/PTHR10131-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,P30291,human,WEE1,genes/human/WEE1/WEE1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR11042;PTHR11042:SF72,,P30291,PTHR11042,MAPPED,paired_reference,interpro/panther/PTHR11042/PTHR11042-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q8WW35,human,DYNLT2B,genes/human/DYNLT2B/DYNLT2B-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR21255:SF7;PTHR21255,,Q8WW35,PTHR21255,MAPPED,paired_reference,interpro/panther/PTHR21255/PTHR21255-review.yaml,,FAMILY_BOUNDARY_REVIEW,
HORSE40_HUMAN_PAIR,paired_reference,Q9Y6K1,human,DNMT3A,genes/human/DNMT3A/DNMT3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv,PTHR23068:SF10;PTHR23068,,Q9Y6K1,PTHR23068,MAPPED,paired_reference,interpro/panther/PTHR23068/PTHR23068-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A0A0B4K7P3,DROME,CG43124,genes/DROME/CG43124/CG43124-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24256,,A0A0B4K7P3,PTHR24256,MAPPED,prediction_target,interpro/panther/PTHR24256/PTHR24256-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A0A0B4KEF3,DROME,Lcp3,genes/DROME/Lcp3/Lcp3-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10380;PTHR10380:SF237,,A0A0B4KEF3,PTHR10380,MAPPED,prediction_target,interpro/panther/PTHR10380/PTHR10380-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A0A0B4KHM2,DROME,CSN5,genes/DROME/CSN5/CSN5-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10410,,A0A0B4KHM2,PTHR10410,MAPPED,prediction_target,interpro/panther/PTHR10410/PTHR10410-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A0A0B4LFV5,DROME,CG33453,genes/DROME/CG33453/CG33453-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR20898:SF0;PTHR20898,,A0A0B4LFV5,PTHR20898,MAPPED,prediction_target,interpro/panther/PTHR20898/PTHR20898-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A0A0B4LHX6,DROME,awd,genes/DROME/awd/awd-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11349,,A0A0B4LHX6,PTHR11349,MAPPED,prediction_target,interpro/panther/PTHR11349/PTHR11349-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A1Z8G0,DROME,metro,genes/DROME/metro/metro-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR23122,,A1Z8G0,PTHR23122,MAPPED,prediction_target,interpro/panther/PTHR23122/PTHR23122-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A4UZ54,DROME,Pld,genes/DROME/Pld/Pld-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR18896:SF76;PTHR18896,,A4UZ54,PTHR18896,MAPPED,prediction_target,interpro/panther/PTHR18896/PTHR18896-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,A8Y5A1,DROME,Gfat1,genes/DROME/Gfat1/Gfat1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10937;PTHR10937:SF0,,A8Y5A1,PTHR10937,MAPPED,prediction_target,interpro/panther/PTHR10937/PTHR10937-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,D5SHU8,DROME,ttv,genes/DROME/ttv/ttv-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR48261;PTHR48261:SF3,,D5SHU8,PTHR48261,MAPPED,prediction_target,interpro/panther/PTHR48261/PTHR48261-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,E8NH57,DROME,Hn,genes/DROME/Hn/Hn-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11473;PTHR11473:SF24,,E8NH57,PTHR11473,MAPPED,prediction_target,interpro/panther/PTHR11473/PTHR11473-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,M9NFK2,DROME,ftz-f1,genes/DROME/ftz-f1/ftz-f1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24086:SF15;PTHR24086,,M9NFK2,PTHR24086,MAPPED,prediction_target,interpro/panther/PTHR24086/PTHR24086-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,M9NFR3,DROME,CycA,genes/DROME/CycA/CycA-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR10177,,M9NFR3,PTHR10177,MAPPED,prediction_target,interpro/panther/PTHR10177/PTHR10177-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q0E9F2,DROME,sns,genes/DROME/sns/sns-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR11640;PTHR11640:SF136,,Q0E9F2,PTHR11640,MAPPED,prediction_target,interpro/panther/PTHR11640/PTHR11640-review.yaml,,FAMILY_BOUNDARY_REVIEW,
FLY41,prediction_target,Q3KN55,DROME,Ank2,genes/DROME/Ank2/Ank2-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv,PTHR24198;PTHR24198:SF165,,Q3KN55,PTHR24198,MAPPED,prediction_target,interpro/panther/PTHR24198/PTHR24198-review.yaml,,FAMILY_BOUNDARY_REVIEW,
