gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
DHX15		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|XND complex	BOP1;DDX27;PELP1;PES1;WDR12		1
DHX15		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|XND complex	AATF;IMP3;NOP56;UTP4		1
DHX16		GO:0048024	regulation of mRNA splicing, via spliceosome	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing|idiosyncratic Ub binding / other	RBM10;RBM44;RBM5;RBM6;ZRANB2		1
DNAJB1		GO:0061684	chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy|Substrate delivery	CLU;DNAJB1;HSP90AA1;HSP90AB1;HSPA8		1
DNAJB1		GO:0061738	late endosomal microautophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Endosomal microautophagy	Autophagy-Lysosome Pathway|Microautophagy|Endosomal microautophagy	DNAJB1;HSPA8;STIP1		1
DNAJB1		GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	new_to_goa	exact	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy|Substrate delivery	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy|Substrate delivery	CLU;DNAJB1;HSPA8		1
DNAJC10		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
DNAJC16		GO:0030544	Hsp70 protein binding	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	DNAJA3;DNAJB1;DNAJB6;HSCB		1
DNAJC21		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|non 5S RNP complex	BOP1;DDX27;PELP1;PES1;WDR12		1
DNAJC21		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|non 5S RNP complex	AATF;IMP3;NOP56;UTP4		1
DNAJC24		GO:0030544	Hsp70 protein binding	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	DNAJA3;DNAJB1;DNAJB6;HSCB		1
DNAJC25		GO:0030544	Hsp70 protein binding	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	DNAJA3;DNAJB1;DNAJB6;HSCB		1
DNAJC5G		GO:0030544	Hsp70 protein binding	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	ER proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ER proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	DNAJA3;DNAJB1;DNAJB6;HSCB		1
DRG2		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|other RQC processes	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
DUSP12		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|non 5S RNP complex	BOP1;DDX27;PELP1;PES1;WDR12		1
DUSP12		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|non 5S RNP complex	AATF;IMP3;NOP56;UTP4		1
ECT2L		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|other	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
EDEM1		GO:0006487	protein N-linked glycosylation	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|N-glycosylation system	ER proteostasis|Glycoproteostasis|N-glycosylation system|N-glycan processing|Mannose trimming	DAD1;DDOST;MAGT1;OSTC;RPN1		1
EDEM3		GO:0006487	protein N-linked glycosylation	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|N-glycosylation system	ER proteostasis|Glycoproteostasis|N-glycosylation system|N-glycan processing|Mannose trimming	DAD1;DDOST;MAGT1;OSTC;RPN1		1
EDF1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|other RQC processes	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
EEF2KMT		GO:0003746	translation elongation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation elongation|assorted elongation factors	Translation|Cytosolic translation|Translation elongation|assorted elongation factors	EEF1A1;EEF1A2;EEF2;EEF2K;EEF2KMT		1
EIF2AK2		GO:0140467	integrated stress response signaling	new_to_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response	PN regulation|Translation regulator|Integrated stress response|Phosphorylation of EIF2alpha/EIF2S1	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A		1
EIF2AK3		GO:1903894	regulation of IRE1-mediated unfolded protein response	new_to_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Unfolded protein response;PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	EIF2AK3		2
EIF2AK4		GO:0032055	negative regulation of translation in response to stress	new_to_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation|Translation regulator|Integrated stress response|Phosphorylation of EIF2alpha/EIF2S1	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4		1
EIF3J		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|other RQC processes	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
EIF4E2		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|other RQC processes	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
EIF4EBP1		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
EIF4EBP3		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
EIF5A		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|other RQC processes	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
EIF5B		GO:0030688	preribosome, small subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	BUD23;BYSL;EIF5B;LTV1;NOB1		1
EIF6		GO:0030687	preribosome, large subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S complex|non 5S RNP complex	BOP1;DDX27;PELP1;PES1;WDR12		1
ELAC2		GO:0061668	mitochondrial ribosome assembly	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Mitochondrial translation|Mitoribosome biogenesis factor	Translation|Mitochondrial translation|Mitoribosome biogenesis factor|pre-rRNA processing nuclease|RNAse Z	METTL15;MTERF4;NSUN4;TFB1M;TRMT2B		1
ELOA		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|other	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
ELOB		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cullin adaptor;Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|E3 ligases|Cullin adaptor / Elongin B	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cullin adaptor|Elongin BC complex;Ubiquitin Proteasome System|Ubiquitin and UBL proteins|UBL domain|E3 ligases|Cullin adaptor / Elongin B	DDB1;ELOB;ELOC;SKP1		2
EMC1		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC1		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC10		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC10		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC2		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC2		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC3		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC3		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC4		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC4		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC6		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC6		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC7		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC7		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC8		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC8		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
EMC9		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
EMC9		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
ENGASE		GO:0006517	protein deglycosylation	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ENGASE;MAN2C1;NGLY1		1
ENGASE		GO:0036503	ERAD pathway	new_to_goa	exact;ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation;ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	DERL1;DERL2;DERL3;HERPUD1;SYVN1;UBE2D1;UBE2G1;UBE2G2;UBE2J2;UBE2K		2
ERN1		GO:1903894	regulation of IRE1-mediated unfolded protein response	new_to_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor regulator|Unfolded protein response|XBP1 modulator	PN regulation|Transcription factor regulator|Unfolded protein response|XBP1 modulator	ERN1		1
ERO1A		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases;ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	AGR2;AGR3;CASQ1;CASQ2;DNAJC10;ERO1A;ERO1B		2
ERO1B		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases;ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	AGR2;AGR3;CASQ1;CASQ2;DNAJC10;ERO1A;ERO1B		2
ERP27		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
ERP29		GO:0003756	protein disulfide isomerase activity	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases	ER proteostasis|Folding enzyme|Protein disulfide isomerases	AGR2;AGR3;CASQ1;CASQ2;DNAJC10		1
FAF2		GO:0035694	mitochondrial protein catabolic process	new_to_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Organelle-specific protein degradation	Mitochondrial proteostasis|Organelle-specific protein degradation|mitoTAD pathway	ANKZF1;FAF2;MARCHF5;USP30;VCP		1
FAM72A		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|CTLH complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCA		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCB		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCC		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCE		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCF		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / other	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCG		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|noncatalytic / TPR	GID8;MAEA;RANBP10;RMND5A;RMND5B		1
FANCL		GO:0000151	ubiquitin ligase complex	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|idiosyncratic RING complex|FANC core complex|catalytic / RING;Ubiquitin Proteasome System|Ubiquitin and UBL binding|E3 ligase complex component|FANC / catalytic subunit|idiosyncratic Ub binding / ELF	ANAPC11;ANAPC2;FANCL;GID8;KCMF1;MAEA;RANBP10;RMND5A;RMND5B;SHARPIN		2
FBH1		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|DNA helicase	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL12		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL13		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL14		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL15		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL16		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL17		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL18		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL20		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL21P		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL22		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL3		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
FBXL5		GO:1990756	ubiquitin-like ligase-substrate adaptor activity	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor	Ubiquitin Proteasome System|E3 ubiquitin and UBL ligases|Cul1 substrate receptor|F-box|LRR	FBXL2;FBXL3;FBXL4;FBXL5;SKP2		1
