gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
OTUB1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ok_for_propagation_to_go	GO:0101005	deubiquitinase activity	OTUB1;YOD1;USP14;USP19		entailed_by_goa_closure	GO:0004843 cysteine-type deubiquitinase activity	This PN subtype denotes ERAD-associated deubiquitinases. Deubiquitinase activity captures the shared molecular function.		proteostasis-workbook-2024; proteostasis-ms1
YOD1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		already_in_goa_exact	GO:0036503 ERAD pathway	"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
YOD1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		already_in_goa_exact	GO:0036503 ERAD pathway	This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
YOD1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ok_for_propagation_to_go	GO:0101005	deubiquitinase activity	OTUB1;YOD1;USP14;USP19		already_in_goa_exact	GO:0101005 deubiquitinase activity	This PN subtype denotes ERAD-associated deubiquitinases. Deubiquitinase activity captures the shared molecular function.		proteostasis-workbook-2024; proteostasis-ms1
USP14		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		supported_by_goa_regulation	GO:1904293 negative regulation of ERAD pathway	"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
USP14		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		supported_by_goa_regulation	GO:1904293 negative regulation of ERAD pathway	This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
USP14		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ok_for_propagation_to_go	GO:0101005	deubiquitinase activity	OTUB1;YOD1;USP14;USP19		already_in_goa_exact	GO:0101005 deubiquitinase activity	This PN subtype denotes ERAD-associated deubiquitinases. Deubiquitinase activity captures the shared molecular function.		proteostasis-workbook-2024; proteostasis-ms1
USP19		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		already_in_goa_exact	GO:0036503 ERAD pathway	"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
USP19		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		already_in_goa_exact	GO:0036503 ERAD pathway	This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
USP19		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated DUB	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated DUB	ok_for_propagation_to_go	GO:0101005	deubiquitinase activity	OTUB1;YOD1;USP14;USP19		entailed_by_goa_closure	GO:0004843 cysteine-type deubiquitinase activity	This PN subtype denotes ERAD-associated deubiquitinases. Deubiquitinase activity captures the shared molecular function.		proteostasis-workbook-2024; proteostasis-ms1
TMEM67		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated UPS component	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated UPS component	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		already_in_goa_exact	GO:0036503 ERAD pathway	"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
TMEM67		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|ERAD-associated UPS component	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated UPS component	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		already_in_goa_exact	GO:0036503 ERAD pathway	This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
NGLY1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		new_to_goa		"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
NGLY1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		new_to_goa		This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
NGLY1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ok_for_propagation_to_go	GO:0006517	protein deglycosylation	NGLY1;ENGASE;MAN2C1		new_to_goa		This PN subtype denotes cytosolic deglycosylation of ERAD substrates. Protein deglycosylation is the appropriate shared process target.		proteostasis-workbook-2024; proteostasis-ms1
ENGASE		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		new_to_goa		"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
ENGASE		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		new_to_goa		This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
ENGASE		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ok_for_propagation_to_go	GO:0006517	protein deglycosylation	NGLY1;ENGASE;MAN2C1		new_to_goa		This PN subtype denotes cytosolic deglycosylation of ERAD substrates. Protein deglycosylation is the appropriate shared process target.		proteostasis-workbook-2024; proteostasis-ms1
MAN2C1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	group	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	exact	GO:0036503	ERAD pathway	SYVN1;DERL1;DERL2;DERL3;HERPUD1		new_to_goa		"The PN group ""ER associated degradation"" is a direct lexical and biological match to the GO ERAD pathway term. The additional branch and class context disambiguates the source string from any broader degradation language."	This starter mapping targets the generic ERAD pathway term rather than more specific glycoprotein-ERAD descendants.	proteostasis-workbook-2024
MAN2C1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ok_for_propagation_to_go	GO:0036503	ERAD pathway	UBE2K;UBE2D1;UBE2J2;UBE2G1;UBE2G2		new_to_goa		This PN type covers the cytosolic processing steps that receive ERAD substrates after retrotranslocation. These activities remain part of the ERAD pathway, but the source category is a specific mechanistic slice.		proteostasis-workbook-2024; proteostasis-ms1
MAN2C1		ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	Deglycosylation of ERAD substrates	er_proteostasis.yaml	subtype	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates|Deglycosylation of ERAD substrates	ok_for_propagation_to_go	GO:0006517	protein deglycosylation	NGLY1;ENGASE;MAN2C1		new_to_goa		This PN subtype denotes cytosolic deglycosylation of ERAD substrates. Protein deglycosylation is the appropriate shared process target.		proteostasis-workbook-2024; proteostasis-ms1
HSPA9		Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPA9		more_specific_than_existing_goa	GO:0006457 protein folding;GO:0044183 protein folding chaperone	In the PN hierarchy, the type label HSP70 within the chaperone/HSP70-system context denotes canonical HSP70 chaperones. Propagation to the GO molecular function ATP-dependent protein folding chaperone is appropriate for curation, but the PN family label is not itself a strict GO-equivalent class.	Conditional mapping. The source string HSP70 occurs in multiple PN branches, so the chaperone and HSP70-system context is required for this mapping.	proteostasis-workbook-2024
DNAJA3		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		already_in_goa_exact	GO:0030544 Hsp70 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC4		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC11		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC15		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC19		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
HSCB		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0003674 molecular_function;GO:0005515 protein binding;GO:0051087 protein-folding chaperone binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
DNAJC30		Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	DNAJA3;HSCB;DNAJB1;DNAJB6		more_specific_than_existing_goa	GO:0005515 protein binding	In the PN hierarchy, this type denotes J-domain cochaperones assigned to the HSP70 system. Their shared mechanistic role is direct interaction with HSP70-family chaperones, making Hsp70 protein binding the most defensible GO target in the current cache.		proteostasis-workbook-2024; proteostasis-ms1
GRPEL1		Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	GRPE subtype	chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
GRPEL1		Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	GRPE subtype	mitochondrial_proteostasis.yaml	subtype	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	ok_for_propagation_to_go	GO:0001405	PAM complex, Tim23 associated import motor	GRPEL1;GRPEL2		already_in_goa_exact	GO:0001405 PAM complex, Tim23 associated import motor	This mitochondrial GRPE subtype is represented by GRPEL1/GRPEL2, PAM import-motor nucleotide-exchange factors. The GO PAM complex term is the direct complex-membership target.		proteostasis-workbook-2024; proteostasis-ms1
GRPEL2		Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	GRPE subtype	chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
GRPEL2		Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	GRPE subtype	mitochondrial_proteostasis.yaml	subtype	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|GRPE subtype	ok_for_propagation_to_go	GO:0001405	PAM complex, Tim23 associated import motor	GRPEL1;GRPEL2		already_in_goa_exact	GO:0001405 PAM complex, Tim23 associated import motor	This mitochondrial GRPE subtype is represented by GRPEL1/GRPEL2, PAM import-motor nucleotide-exchange factors. The GO PAM complex term is the direct complex-membership target.		proteostasis-workbook-2024; proteostasis-ms1
HSPD1		Mitochondrial proteostasis|Chaperone|HSP60 system|HSP60	Mitochondrial proteostasis	Chaperone	HSP60 system	HSP60		mitochondrial_proteostasis.yaml	type	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP60	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	HSPD1		already_in_goa_exact	GO:0140662 ATP-dependent protein folding chaperone	The mitochondrial HSP60 PN category corresponds to canonical chaperonins that carry out ATP-dependent protein folding. The source label denotes the family/system member type rather than the GO molecular-function class itself, so propagation scope is the better fit.		proteostasis-workbook-2024; proteostasis-ms1
HSPE1		Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	Mitochondrial proteostasis	Chaperone	HSP60 system	HSP10		mitochondrial_proteostasis.yaml	type	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPE1;HSPE1-MOB4		already_in_goa_exact	GO:0044183 protein folding chaperone	This PN type denotes mitochondrial HSP10/HSPE co-chaperonins. The shared GO function is protein folding chaperone.		proteostasis-workbook-2024; proteostasis-ms1
HSPE1-MOB4		Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	Mitochondrial proteostasis	Chaperone	HSP60 system	HSP10		mitochondrial_proteostasis.yaml	type	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPE1;HSPE1-MOB4		no_local_goa		This PN type denotes mitochondrial HSP10/HSPE co-chaperonins. The shared GO function is protein folding chaperone.		proteostasis-workbook-2024; proteostasis-ms1
TRAP1		Mitochondrial proteostasis|Chaperone|HSP90 system|HSP90	Mitochondrial proteostasis	Chaperone	HSP90 system	HSP90		chaperone_systems.yaml	type	Mitochondrial proteostasis|Chaperone|HSP90 system|HSP90	ok_for_propagation_to_go	GO:0140662	ATP-dependent protein folding chaperone	TRAP1		already_in_goa_exact	GO:0140662 ATP-dependent protein folding chaperone	In the PN hierarchy, HSP90 within the chaperone/HSP90-system context denotes canonical HSP90 chaperones across multiple proteostasis branches. Propagation to ATP-dependent protein folding chaperone is appropriate, while strict equivalence would overstate the family label as a GO class.	This mirrors the HSP70 mapping strategy and intentionally covers the cytonuclear, ER, and mitochondrial HSP90-system contexts.	proteostasis-workbook-2024
HSPB1		Mitochondrial proteostasis|Chaperone|small HSP	Mitochondrial proteostasis	Chaperone	small HSP			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|small HSP	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPB1;HSPB2;HSPB3;CRYAB;HSPB8		already_in_goa_exact	GO:0044183 protein folding chaperone	This PN group denotes mitochondrial small heat-shock chaperones. Protein folding chaperone is the appropriate shared molecular-function term.		proteostasis-workbook-2024; proteostasis-ms1
HSPB2		Mitochondrial proteostasis|Chaperone|small HSP	Mitochondrial proteostasis	Chaperone	small HSP			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|small HSP	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPB1;HSPB2;HSPB3;CRYAB;HSPB8		new_to_goa		This PN group denotes mitochondrial small heat-shock chaperones. Protein folding chaperone is the appropriate shared molecular-function term.		proteostasis-workbook-2024; proteostasis-ms1
HSPB3		Mitochondrial proteostasis|Chaperone|small HSP	Mitochondrial proteostasis	Chaperone	small HSP			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|small HSP	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPB1;HSPB2;HSPB3;CRYAB;HSPB8		new_to_goa		This PN group denotes mitochondrial small heat-shock chaperones. Protein folding chaperone is the appropriate shared molecular-function term.		proteostasis-workbook-2024; proteostasis-ms1
CRYAB		Mitochondrial proteostasis|Chaperone|small HSP	Mitochondrial proteostasis	Chaperone	small HSP			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|small HSP	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPB1;HSPB2;HSPB3;CRYAB;HSPB8		more_specific_than_existing_goa	GO:0006457 protein folding	This PN group denotes mitochondrial small heat-shock chaperones. Protein folding chaperone is the appropriate shared molecular-function term.		proteostasis-workbook-2024; proteostasis-ms1
