organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	ASS1	P00966	PMID:25416956	A proteome-scale map of the human interactome network.	MEDIUM	VERIFIED		Proteome-scale interactome map reporting the ASS1 self-interaction, consistent with the homotetramer.	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:27287393	Kinetic mutations in argininosuccinate synthetase deficiency: characterisation and in vitro correction by substrate supplementation.	HIGH	VERIFIED		Characterized 21 kinetic CTLN1 mutations by MS-based activity assays; 13 inactive, 8 with decreased aspartate/citrulline affinity rescuable by aspartate supplementation. Strong support for argininosuccinate synthase activity, substrate (amino acid) binding, and the urea cycle/arginine biosynthesis roles.	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:28587924	PRMT7 Interacts with ASS1 and Citrullinemia Mutations Disrupt the Interaction.	MEDIUM	VERIFIED		"Identifies and confirms (Y2H + pull-down) a direct PRMT7-ASS1 interaction disrupted by citrullinemia mutations. Genuine interaction but captured only as uninformative ""protein binding""."	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:28985504	CLOCK Acetylates ASS1 to Drive Circadian Rhythm of Ureagenesis.	HIGH	VERIFIED		Shows CLOCK acetylates ASS1 K165/K176 to inactivate it in a circadian manner, driving a circadian rhythm of ureagenesis; also source of the direct cytosol localization and the ASS1-CLOCK interaction. Confirms ASS1 as the rate-limiting arginine-biosynthesis enzyme.	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:6194510	Sequence for human argininosuccinate synthetase cDNA.	MEDIUM	VERIFIED		Early human ASS cDNA sequencing paper; cited (TAS) for cytoplasmic localization, generalized here to the more specific cytosol.	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:7977368	Mutations in argininosuccinate synthetase mRNA of Japanese patients, causing classical citrullinemia.	HIGH	VERIFIED		Identifies ASS1 mutations causing classical citrullinemia; basis for the experimental urea cycle, argininosuccinate synthase activity, amino acid binding, and substrate (aspartate/citrulline) catabolic-process annotations.	genes/human/ASS1/ASS1-ai-review.yaml
human	ASS1	P00966	PMID:8792870	Characterization of human wild-type and mutant argininosuccinate synthetase proteins expressed in bacterial cells.	HIGH	VERIFIED		Recombinant human ASS enzymology; wild-type matched native liver enzyme, mutants showed reduced/abolished activity and abnormal kinetics. Explicitly describes ASS as a urea cycle enzyme with a tetrameric structure of identical subunits; supports catalytic activity, urea cycle, arginine biosynthesis, and the homotetramer.	genes/human/ASS1/ASS1-ai-review.yaml
human	ATAD1	Q8NBU5	PMID:35550246	Conserved structural elements specialize ATAD1 as a membrane protein extraction machine.	HIGH	VERIFIED		PubMed-verified cryo-EM structure of the human ATAD1 hexamer bound to a peptide substrate (PDB 7UPR/7UPT) supporting ATAD1's AAA+ membrane-protein-extraction function via conserved aromatic pore-loop residues.	genes/human/ATAD1/ATAD1-ai-review.yaml
human	ATG14	Q6ZNE5	PMID:39913640	Structural pathway for PI3-kinase regulation by VPS15 in autophagy.	HIGH	VERIFIED		Cryo-EM (PDB 9MHF/9MHG/9MHH) of human PI3KC3-C1 resolving ATG14 as the autophagy-specific subunit of the VPS34-VPS15-BECN1-ATG14 heterotetramer; VPS34 is the catalytic lipid kinase while ATG14 is a non-catalytic scaffolding/regulatory subunit.	genes/human/ATG14/ATG14-ai-review.yaml
human	ATIC	P31939	PMID:10985775	Human AICAR transformylase: role of the 4-carboxamide of AICAR in binding and catalysis.	HIGH	VERIFIED		Directly characterizes human AICAR transformylase catalytic activity and specificity; supports the GO:0004643 EXP annotation.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:11948179	The kinetic mechanism of the human bifunctional enzyme ATIC (5-amino-4-imidazolecarboxamide ribonucleotide transformylase/inosine 5'-monophosphate cyclohydrolase). A surprising lack of substrate channeling.	HIGH	VERIFIED		Complete kinetic mechanism of human ATIC establishing both transformylase and cyclohydrolase activities and that the cyclohydrolase step drives IMP formation.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:14756553	Structural insights into the human and avian IMP cyclohydrolase mechanism via crystal structures with the bound XMP inhibitor.	HIGH	VERIFIED		Human ATIC crystal structure (PDB 1PKX); supports homodimer and IMP cyclohydrolase mechanism.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:14756554	Catalytic mechanism of the cyclohydrolase activity of human aminoimidazole carboxamide ribonucleotide formyltransferase/inosine monophosphate cyclohydrolase.	HIGH	VERIFIED		Mutagenesis/kinetics of human ATIC cyclohydrolase mechanism; supports GO:0003937 EXP annotation.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:14966129	Crystal structures of human bifunctional enzyme aminoimidazole-4-carboxamide ribonucleotide transformylase/IMP cyclohydrolase in complex with potent sulfonyl-containing antifolates.	HIGH	VERIFIED		Human ATIC structures (PDB 1P4R/1PL0) with AICAR and antifolates; supports homodimer, transformylase active site, and antifolate targeting.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	LOW	VERIFIED		Large-scale urinary exosome proteome; ATIC is a non-specific bulk-proteomics detection, not evidence of a functional exosomal role.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:19946888	Defining the membrane proteome of NK cells.	LOW	VERIFIED		Membrane-proteome survey; study notes many hits are transiently/peripherally associated. ATIC membrane localization is non-specific.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:20458337	MHC class II-associated proteins in B-cell exosomes and potential functional implications for exosome biogenesis.	LOW	VERIFIED		B-cell exosome proteome; ATIC is a bulk-proteomics co-detection, not a functional exosomal localization.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:23533145	In-depth proteomic analyses of exosomes isolated from expressed prostatic secretions in urine.	LOW	VERIFIED		Prostatic-secretion exosome proteome (~900 proteins); ATIC detection is non-specific.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:25468996	E-cadherin interactome complexity and robustness resolved by quantitative proteomics.	LOW	VERIFIED		"BioID proximity-proteomics of the E-cadherin tail; authors note many hits localize elsewhere in the cell. ATIC ""cadherin binding"" is a non-specific proximity hit."	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:26588576	Colocalization and Sequential Enzyme Activity in Aqueous Biphasic Systems: Experiments and Modeling.	MEDIUM	VERIFIED		Uses ATIC (steps 9-10 of de novo purine synthesis) as a model enzyme; confirms its catalytic activities and pathway position but the biophysical focus is on compartmentalization, not ATIC biology per se.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:8567683	The human purH gene product, 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase. Cloning, sequencing, expression, purification, kinetic analysis, and domain mapping.	HIGH	VERIFIED		Foundational cloning/domain-mapping of human ATIC establishing both activities and their domain locations.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATIC	P31939	PMID:9378707	Characterization of molecularly cloned human 5-aminoimidazole-4-carboxamide ribonucleotide transformylase.	HIGH	VERIFIED		Human AICAR transformylase cloning/expression; His213/His267 essential for activity. Supports GO:0004643.	genes/human/ATIC/ATIC-ai-review.yaml
human	ATOH1	Q92858	PMID:15846349	Sox2 is required for sensory organ development in the mammalian inner ear.	MEDIUM	VERIFIED		PubMed identity and abstract were checked. This is primarily a SOX2 study, but its Math1-null comparison explicitly supports ATOH1's requirement for hair-cell differentiation.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:20621629	Atonal homolog 1 is required for growth and differentiation effects of notch/gamma-secretase inhibitors on normal and cancerous intestinal epithelial cells.	HIGH	VERIFIED		PubMed identity and abstract were checked. Genetic mouse and human cell-line perturbations directly support intestinal secretory-lineage differentiation.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:21300888	In vivo Atoh1 targetome reveals how a proneural transcription factor regulates cerebellar development.	HIGH	VERIFIED		PubMed identity and abstract were checked. The mouse cerebellar targetome directly connects Atoh1 motif occupancy to target-gene regulation; the local cache is abstract-only.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:24695699	Specification of spatial identities of cerebellar neuron progenitors by ptf1a and atoh1 for proper production of GABAergic and glutamatergic neurons.	HIGH	VERIFIED		PubMed identity and abstract were checked. Reciprocal mouse knock-in and electroporation experiments directly support Atoh1-dependent glutamatergic cerebellar fate specification.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:28473536	Impact of cytosine methylation on DNA binding specificities of human transcription factors.	HIGH	UNVERIFIED		PubMed/PMC identity and the systematic human TF SELEX study were verified. The cached extraction does not expose the ATOH1-specific supplementary-data row, so the exact per-factor result was not manually rechecked.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:34842137	Altered temporal sequence of transcriptional regulators in the generation of human cerebellar granule cells.	HIGH	VERIFIED		PubMed identity and abstract were checked. The paper provides direct human pluripotent-stem-cell evidence for an ATOH1-lineage precursor of excitatory cerebellar neurons.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATOH1	Q92858	PMID:8872459	Evolutionary conservation of sequence and expression of the bHLH protein Atonal suggests a conserved role in neurogenesis.	HIGH	VERIFIED		PubMed identity and abstract were checked. The abstract directly supports human ortholog cloning and conserved hindbrain/spinal-cord expression, but the full text is unavailable locally.	genes/human/ATOH1/ATOH1-ai-review.yaml
human	ATP5F1D	P30049	PMID:12110673	A functionally active human F1F0 ATPase can be purified by immunocapture from heart tissue and fibroblast cell lines. Subunit structure and activity studies.	HIGH	VERIFIED		Immunocaptured, functionally active human F1Fo ATPase with a full subunit complement; supports complex membership and the complex-level rotary activity to which delta contributes.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:12539966	Role of copper in mitochondrial biogenesis via interaction with ATP synthase and cytochrome c oxidase.	LOW	VERIFIED		Copper-deficiency nutrition review; correctly cited but a weak basis for the nucleotide-binding and response-to-copper annotations it underpins (over-annotations).	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:12887009	ATP synthases: insights into their motor functions from sequence and structural analyses.	MEDIUM	VERIFIED		Review of ATP synthase motor function; supports broad mitochondrial localization.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:1531933	Molecular cloning of an import precursor of the delta-subunit of the human mitochondrial ATP synthase complex.	HIGH	VERIFIED		Original cloning of the human ATP5F1D (delta) import precursor; establishes identity and complex membership.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:26297831	Assembly of human mitochondrial ATP synthase through two separate intermediates, F1-c-ring and b-e-g complex.	MEDIUM	VERIFIED		"ComplexPortal-associated assembly study. Note its abstract discusses the Fo peripheral-stalk ""d"" subunit; the ATP5F1D annotations it underpins (complex membership, inner-membrane location, ATP synthesis process) are nonetheless correct for the delta subunit."	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		Large-scale interactome (with ATP5F1E); supports only bare protein binding, an over-annotation.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:29478781	Biallelic Mutations in ATP5F1D, which Encodes a Subunit of ATP Synthase, Cause a Metabolic Disorder.	HIGH	VERIFIED		Defines MC5DN5; biallelic ATP5F1D variants impair ATP synthase assembly and complex V activity, with Drosophila rescue. Supports assembly, respiration, and coupling annotations.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:29499186	Role of the mitochondrial ATP synthase central stalk subunits γ and δ in the activity and assembly of the mammalian enzyme.	HIGH	VERIFIED		Knockdown of delta reduces assembled ATP synthase and its function; establishes delta as a central-stalk structural subunit required for assembly (structural molecule activity, assembly).	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		Binary interactome; partners mostly non-mitochondrial. Supports only bare protein binding (over-annotation).	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:32814053	Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.	LOW	VERIFIED		ATXN1 interaction of unclear biological relevance; supports only bare protein binding.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		Proteome-scale interactome (with ATP5F1E); supports only bare protein binding (over-annotation).	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		High-confidence mitochondrial proteome; supports mitochondrial localization.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1D	P30049	PMID:37244256	Structure of the human ATP synthase.	HIGH	VERIFIED		Cryo-EM structure of human ATP synthase resolving subunit delta in the F1/central stalk; supports complex membership and rotary mechanism.	genes/human/ATP5F1D/ATP5F1D-ai-review.yaml
human	ATP5F1E	P56381	PMID:10727396	Cloning, characterization and mapping of the human ATP5E gene, identification of pseudogene ATP5EP1, and definition of the ATP5E motif.	MEDIUM	VERIFIED		PubMed-verified; identifies and clones human ATP5E encoding the epsilon subunit and supports complex membership. Primarily a gene-characterization paper.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:12110673	A functionally active human F1F0 ATPase can be purified by immunocapture from heart tissue and fibroblast cell lines. Subunit structure and activity studies.	HIGH	VERIFIED		PubMed-verified. Immunocaptured functionally active human F1Fo containing the full subunit complement; establishes complex membership and functional (oligomycin/IF1-sensitive) rotary activity. Abstract-only in cache but directly supports the annotations.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:20566710	Mitochondrial ATP synthase deficiency due to a mutation in the ATP5E gene for the F1 epsilon subunit.	HIGH	VERIFIED		PubMed-verified. First human disease from a nuclear-encoded structural ATP synthase subunit (ATP5E p.Tyr12Cys); demonstrates epsilon's role in ATP synthesis, F1 assembly, and subunit-c incorporation. Defines the MC5DN3 phenotype (3-methylglutaconic aciduria, peripheral neuropathy).	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:26297831	Assembly of human mitochondrial ATP synthase through two separate intermediates, F1-c-ring and b-e-g complex.	HIGH	VERIFIED		PubMed-verified. Characterizes assembly of the human ATP synthase via a central rotor (F1-c-ring) and stator (b-e-g) intermediate; supports epsilon's complex membership and the rotary-motor description. Basis for the ComplexPortal NAS annotations.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		High-throughput affinity-capture interactome; source of a bare protein-binding IPI (partner ATP5F1D). Correctly cited but conveys no specific molecular function.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		High-throughput binary (Y2H) interactome; source of bare protein-binding IPIs (partners ATP5F1D, AGTRAP). Correctly cited but uninformative as a molecular function.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		Proteome-scale interactome; source of a bare protein-binding IPI (partner ATP5F1D). Correctly cited but uninformative as a molecular function.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		High-throughput mitochondrial proteome; supports mitochondrial localization of epsilon.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5F1E	P56381	PMID:37244256	Structure of the human ATP synthase.	HIGH	VERIFIED		PubMed-verified cryo-EM structure of human ATP synthase resolving epsilon (chain I) in the central stalk; basis for the UniProt structural FUNCTION/SUBUNIT descriptions.	genes/human/ATP5F1E/ATP5F1E-ai-review.yaml
human	ATP5MD	Q96IX5	PMID:21345788	Knockdown of DAPIT (diabetes-associated protein in insulin-sensitive tissue) results in loss of ATP synthase in mitochondria.	HIGH	VERIFIED		PubMed-verified primary study establishing DAPIT's requirement for the ATP synthase population and mitochondrial ATP synthesis. Cache is abstract-only; supporting quotes taken verbatim from the abstract.	genes/human/ATP5MD/ATP5MD-ai-review.yaml
human	ATP5MD	Q96IX5	PMID:26297831	Assembly of human mitochondrial ATP synthase through two separate intermediates, F1-c-ring and b-e-g complex.	MEDIUM	VERIFIED		Correctly cited assembly study; used by ComplexPortal as the NAS reference for several ATP5MD annotations. Abstract-only cache; ATP5MD is not foregrounded in the abstract but the complex context is appropriate.	genes/human/ATP5MD/ATP5MD-ai-review.yaml
human	ATP5MD	Q96IX5	PMID:29917077	USMG5 Ashkenazi Jewish founder mutation impairs mitochondrial complex V dimerization and ATP synthesis.	HIGH	VERIFIED		PubMed-verified disease study directly demonstrating that ATP5MD/USMG5 is a Complex V subunit required for dimeric assembly and ATP synthesis (mutation plus rescue). Cache is abstract-only; quotes are verbatim from the abstract.	genes/human/ATP5MD/ATP5MD-ai-review.yaml
human	ATP5MD	Q96IX5	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		High-throughput proteomic study; supports mitochondrial localization (HTP). Gene named only in supplementary tables; the verbatim quote used is the proteome framing from the body text.	genes/human/ATP5MD/ATP5MD-ai-review.yaml
human	ATP5MD	Q96IX5	file:human/ATP5MD/ATP5MD-uniprot.txt	UniProtKB Q96IX5 (ATPMK_HUMAN) - ATP synthase F(0) complex subunit k, mitochondrial	HIGH	VERIFIED		Primary UniProt record for the reviewed protein (Q96IX5). All file: quotes verified as verbatim substrings of the cached UniProt text.	genes/human/ATP5MD/ATP5MD-ai-review.yaml
human	ATP5PO	P48047	PMID:12110673	A functionally active human F1F0 ATPase can be purified by immunocapture from heart tissue and fibroblast cell lines. Subunit structure and activity studies.	HIGH	VERIFIED		Immunocapture of intact human F1Fo ATP synthase; OSCP identified as a subunit; complex showed oligomycin-sensitive activity.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:15850986	Identification and validation of the mitochondrial F1F0-ATPase as the molecular target of the immunomodulatory benzodiazepine Bz-423.	HIGH	VERIFIED		Identifies OSCP as the direct binding target of the F1Fo-ATPase inhibitor Bz-423 and uses OSCP RNAi; functionally anchors OSCP to ATP synthase activity.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:17851741	IF(1) distribution in HepG2 cells in relation to ecto-F(0)F (1)ATPsynthase and calmodulin.	MEDIUM	VERIFIED		Reports OSCP in mitochondria and in a plasma-membrane (ecto-ATP synthase) pool; supports the non-core surface localization.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:21630459	Proteomic characterization of the human sperm nucleus.	LOW	VERIFIED		Sperm-nucleus proteomics; nuclear detection of OSCP most likely reflects mitochondrial contamination.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:26297831	Assembly of human mitochondrial ATP synthase through two separate intermediates, F1-c-ring and b-e-g complex.	HIGH	VERIFIED		ComplexPortal source; describes ATP synthase as a motor enzyme with a peripheral stator stalk, of which OSCP is a component.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:30266287	Cyclophilin D deficiency attenuates mitochondrial F1Fo ATP synthase dysfunction via OSCP in Alzheimer's disease.	MEDIUM	VERIFIED		Documents the OSCP-cyclophilin D interaction linking OSCP to F1Fo ATP synthase dysfunction and permeability transition in Alzheimer's disease.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		High-confidence human mitochondrial proteome; supports mitochondrial localization of OSCP.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:34954817	Variants in Mitochondrial ATP Synthase Cause Variable Neurologic Phenotypes.	HIGH	VERIFIED		Reports biallelic ATP5PO variants causing mitochondrial complex V deficiency nuclear type 7 (MC5DN7); establishes an essential in-vivo role for OSCP in Complex V (from UniProt DISEASE annotation; full text not cached).	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:37244256	Structure of the human ATP synthase.	HIGH	VERIFIED		Cryo-EM structure of human ATP synthase resolving OSCP (chain O, residues 24-213) within the peripheral stalk; primary structural evidence for OSCP function and complex membership.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	PMID:7490082	Cloning of the cDNA for the human ATP synthase OSCP subunit (ATP5O) by exon trapping and mapping to chromosome 21q22.1-q22.2.	HIGH	VERIFIED		Original cloning of human ATP5O/OSCP; explicitly describes it as a key structural component of the ATP synthase stalk.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP5PO	P48047	file:human/ATP5PO/ATP5PO-uniprot.txt	UniProtKB entry P48047 (ATPO_HUMAN), ATP synthase peripheral stalk subunit OSCP	HIGH	VERIFIED		UniProt curated record establishing OSCP as the peripheral (stator) stalk subunit of Complex V; FUNCTION and SUBUNIT sections quoted verbatim.	genes/human/ATP5PO/ATP5PO-ai-review.yaml
human	ATP6V1G2	O95670	file:human/ATP6V1G2/ATP6V1G2-deep-research-falcon.md	Falcon deep research report for ATP6V1G2	HIGH	UNVERIFIED		LLM-synthesized deep-research report (Edison/Falcon), not independently verified against primary sources. Its most useful, cross-checkable isoform-specific claims are: (1) mass spectrometry of rat-brain synaptic-vesicle V-ATPase finding G2 as the predominant G subunit (~83% G2 vs ~17% G1; attributed to Abbas et al. 2020 Science brain V-ATPase structure); (2) neuron-restricted G2 expression with astrocytes/glia using only G1, and the G2-null mouse showing post-transcriptional G1 up-regulation with no overt phenotype (attributed to Kawamura et al. 2015 Sci Rep). These genuinely pertain to the G2 isoform and were used to strengthen the synaptic-vesicle annotations. Many other statements (catalytic mechanism, mTORC1/AMPK/Wnt/Notch signaling, autophagy, cancer/glioma signatures, druggability via verucopeptin) describe the V-ATPase holoenzyme or the V1G subunit class generally, or the ubiquitous ATP6V1G1 paralog, and were NOT attributed to ATP6V1G2-specific function; they were deliberately not used to add or upgrade annotations.	genes/human/ATP6V1G2/ATP6V1G2-ai-review.yaml
human	ATP6V1G3	Q96LB4	file:human/ATP6V1G3/ATP6V1G3-deep-research-falcon.md	Falcon deep research report for ATP6V1G3	MEDIUM	UNVERIFIED		"LLM-synthesized report (Edison/Falcon). Its cross-checkable, G3-attributable claims are limited to (i) kidney-enriched G3 vs ubiquitous G1 vs brain-specific G2 isoform specificity, which is consistent with PMID:17360703 and the UniProt ""TISSUE SPECIFICITY: Kidney"" record already cited here, and (ii) the structural role of the E-G peripheral stalk, consistent with UniProt. The report itself foregrounds that direct ATP6V1G3 experimental data are scarce and that its cancer (KIRC down-regulation), mTORC1/Wnt/Notch signaling, endolysosomal trafficking, and RILP/RAB7 claims are generalizations from the V-ATPase holoenzyme or the ATP6V1G1 paralog - these are explicitly NOT used to add or strengthen G3-specific annotations. Underlying PMIDs (Wang 2020, Eaton 2021, etc.) were not independently re-verified against cached full text, hence UNVERIFIED."	genes/human/ATP6V1G3/ATP6V1G3-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:11410595	Atp11p and Atp12p are assembly factors for the F(1)-ATPase in human mitochondria.	HIGH	VERIFIED		PubMed-verified. Establishes human ATP12/ATPAF2 as an F1 assembly factor and reports its interaction with an F1 subunit.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:14701807	The molecular chaperone, Atp12p, from Homo sapiens. In vitro studies with purified wild type and mutant (E240K) proteins.	HIGH	VERIFIED		PubMed-verified. Direct in vitro demonstration of the chaperone molecular function (basis for GO:0044183 IDA).	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:14757859	Respiratory chain complex V deficiency due to a mutation in the assembly gene ATP12.	HIGH	VERIFIED		PubMed-verified. Disease genetics linking ATPAF2 loss of function to complex V (ATP synthase) deficiency (MC5DN1).	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:21516116	Next-generation sequencing to generate interactome datasets.	LOW	VERIFIED		High-throughput interactome dataset; source of a bare protein-binding IPI, not gene-specific functional evidence.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		Proteome-scale interactome map; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:25910212	Widespread macromolecular interaction perturbations in human genetic disorders.	LOW	VERIFIED		Interactome-perturbation dataset; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:27499296	Mitochondrial Protein Interaction Mapping Identifies Regulators of Respiratory Chain Function.	MEDIUM	VERIFIED		Mitochondrial AE-MS interaction map; captures the physiologically relevant ATPAF2-ATP5F1A interaction, though annotated only as bare protein binding.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		Proteome-scale interactome/community study; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:28719601	CLIC, a tool for expanding biological pathways based on co-expression across thousands of datasets.	MEDIUM	VERIFIED		Source of the FMC1 interaction; supports the F1-assembly functional context, though the GO annotation is only bare protein binding.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:29892012	An interactome perturbation framework prioritizes damaging missense mutations for developmental disorders.	LOW	VERIFIED		Interactome-perturbation framework; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:31515488	Extensive disruption of protein interactions by genetic variants across the allele frequency spectrum in human populations.	LOW	VERIFIED		Population-scale interaction-disruption dataset; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		HuRI reference binary interactome (Y2H); many non-physiological partners; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		BioPlex AP-MS network; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	MEDIUM	VERIFIED		Supports mitochondrial localization (HTP).	genes/human/ATPAF2/ATPAF2-ai-review.yaml
human	ATPAF2	Q8N5M1	PMID:40205054	Multimodal cell maps as a foundation for structural and functional genomics.	LOW	VERIFIED		Multimodal cell-map interactome; bare protein-binding IPI only.	genes/human/ATPAF2/ATPAF2-ai-review.yaml
