gene_symbol	protein_id	term_id	term_label	evidence_type	reference_id	action	loss_status	covered_by
BBS7	Q8IWZ6	GO:0036064	ciliary basal body	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BBS7	Q8IWZ6	GO:0043005	neuron projection	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
BBS7	Q8IWZ6	GO:0060271	cilium assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0060271; GO:1905515
BBS7	Q8IWZ6	GO:0005930	axoneme	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
BBS9	Q3SYG4	GO:0034464	BBSome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0034464
BBS9	Q3SYG4	GO:0060271	cilium assembly	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0060271
BCAP31	P51572	GO:0005789	endoplasmic reticulum membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005789; GO:0098553
BCCIP	Q9P287	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654; GO:0005730; GO:0019908
BCL2	P10415	GO:0005741	mitochondrial outer membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005741
BCL2L1	Q07817	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BCL2L1	Q07817	GO:0005741	mitochondrial outer membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005741
BCL2L1	Q07817	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BCL2L12	Q9HB09	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634
BCL2L12	Q9HB09	GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BCL2L13	Q9BXK5	GO:0005739	mitochondrion	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005739; GO:0031966
BCS1L	Q9Y276	GO:0032979	protein insertion into mitochondrial inner membrane from matrix	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BCS1L	Q9Y276	GO:0034551	mitochondrial respiratory chain complex III assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0034551
BCS1L	Q9Y276	GO:0005743	mitochondrial inner membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005743
BECN1	Q14457	GO:0000045	autophagosome assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000045
BECN1	Q14457	GO:0000423	mitophagy	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000423
BECN1	Q14457	GO:0030674	protein-macromolecule adaptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030674
BECN1	Q14457	GO:0043548	phosphatidylinositol 3-kinase binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043548
BECN1	Q14457	GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN1	Q14457	GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN1	Q14457	GO:0000407	phagophore assembly site	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN1	Q14457	GO:0006995	cellular response to nitrogen starvation	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN1	Q14457	GO:0045324	late endosome to vacuole transport	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN2	A8MW95	GO:0030674	protein-macromolecule adaptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030674
BECN2	A8MW95	GO:0043548	phosphatidylinositol 3-kinase binding	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN2	A8MW95	GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN2	A8MW95	GO:0034272	phosphatidylinositol 3-kinase complex, class III, type II	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BECN2	A8MW95	GO:0006995	cellular response to nitrogen starvation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
BICC1	Q9H694	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000932; GO:0005737
BIN1	O00499	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030315
BIN1	O00499	GO:0008021	synaptic vesicle	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008021; GO:0098850
BIN1	O00499	GO:0005543	phospholipid binding	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BIN1	O00499	GO:0048156	tau protein binding	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0048156
BIRC5	O15392	GO:0007059	chromosome segregation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007059; GO:0051256; GO:0090307
BIRC5	O15392	GO:0032133	chromosome passenger complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0032133
BIRC5	O15392	GO:0000281	mitotic cytokinesis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000281
BIRC5	O15392	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829
BIRC5	O15392	GO:0043066	negative regulation of apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043066
BIRC5	O15392	GO:0000776	kinetochore	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000776
BIRC5	O15392	GO:0007052	mitotic spindle organization	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0051256; GO:0090307
BIRC5	O15392	GO:0051233	spindle midzone	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BIRC6	Q9NR09	GO:0005802	trans-Golgi network	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005802
BIRC6	Q9NR09	GO:0061631	ubiquitin conjugating enzyme activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0061631
BIRC6	Q9NR09	GO:0043066	negative regulation of apoptotic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043066; GO:2001237
BNIP3L	O60238	GO:0043065	positive regulation of apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043065
BNIP3L	O60238	GO:0043653	mitochondrial fragmentation involved in apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
BNIP3L	O60238	GO:0005783	endoplasmic reticulum	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005783
BNIP3L	O60238	GO:0005741	mitochondrial outer membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005741
BNIP3L	O60238	GO:0005635	nuclear envelope	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005635
BOLA3	Q53S33	GO:0005759	mitochondrial matrix	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BRAF	P15056	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005739; GO:0005829
BRAF	P15056	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886
BRAF	P15056	GO:0000165	MAPK cascade	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000165; GO:0004709
BRAF	P15056	GO:0004709	MAP kinase kinase kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004709
BRAF	P15056	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829
BRAF	P15056	GO:0005739	mitochondrion	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005739
BRCA1	P38398	GO:0004842	ubiquitin-protein transferase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004842; GO:0061630; GO:0140863; GO:0140864
BRCA1	P38398	GO:0007095	mitotic G2 DNA damage checkpoint signaling	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007095
BRCA1	P38398	GO:0000724	double-strand break repair via homologous recombination	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000724
BRCA1	P38398	GO:0043009	chordate embryonic development	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043009
BRCA1	P38398	GO:0031436	BRCA1-BARD1 complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031436
BRCA1	P38398	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0045944
BRCA1	P38398	GO:0070531	BRCA1-A complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0070531
BRCA2	P51587	GO:0003697	single-stranded DNA binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0003697
BRCA2	P51587	GO:0000724	double-strand break repair via homologous recombination	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000724; GO:0000730
BRCA2	P51587	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000152; GO:0000800; GO:0005634; GO:0005654
BRCA2	P51587	GO:0006355	regulation of DNA-templated transcription	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0045893
BTF3	P20290	GO:0005854	nascent polypeptide-associated complex	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BTF3	P20290	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829
BTN3A3	O00478	GO:0001817	regulation of cytokine production	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
BTN3A3	O00478	GO:0009897	external side of plasma membrane	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
BTN3A3	O00478	GO:0050852	T cell receptor signaling pathway	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
C1QBP	Q07021	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005730
C1QBP	Q07021	GO:0042256	cytosolic ribosome assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042256
C1QBP	Q07021	GO:0001849	complement component C1q complex binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0001849
C1QBP	Q07021	GO:0003714	transcription corepressor activity	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0003714
C1QBP	Q07021	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005886
C1QBP	Q07021	GO:0009986	cell surface	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0009986
C1QBP	Q07021	GO:0030449	regulation of complement activation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030449
C1QBP	Q07021	GO:0030984	kininogen binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030984
C1QBP	Q07021	GO:0048025	negative regulation of mRNA splicing, via spliceosome	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0048025
CACNB2	Q08289	GO:0006816	calcium ion transport	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006816; GO:0070509; GO:0070588
CACNB2	Q08289	GO:0005891	voltage-gated calcium channel complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005891; GO:1990454
CACNB2	Q08289	GO:0007268	chemical synaptic transmission	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CACUL1	Q86Y37	GO:0000082	G1/S transition of mitotic cell cycle	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0000082
CACUL1	Q86Y37	GO:0019901	protein kinase binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0019901
CACYBP	Q9HB71	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654
CACYBP	Q9HB71	GO:0031625	ubiquitin protein ligase binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031625
CACYBP	Q9HB71	GO:0060090	molecular adaptor activity	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CALCA	P01258	GO:0005615	extracellular space	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005615
CALCA	P01258	GO:0051480	regulation of cytosolic calcium ion concentration	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CALCA	P01258	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0007189
CALCA	P01258	GO:0031716	calcitonin receptor binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031716
CALCOCO1	Q9P1Z2	GO:0003713	transcription coactivator activity	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0003713
CALCOCO1	Q9P1Z2	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0045944
CALCOCO2	Q13137	GO:0005776	autophagosome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000421; GO:0005776
CALCOCO2	Q13137	GO:0098792	xenophagy	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0098792
CALCOCO2	Q13137	GO:1901098	positive regulation of autophagosome maturation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:1901098
CALM1	P0DP23	GO:0005509	calcium ion binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005509
CALM1	P0DP23	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634; GO:0005654
CALM1	P0DP23	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0010880; GO:0010881
CALM1	P0DP23	GO:0005513	detection of calcium ion	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005513
CALM1	P0DP23	GO:0097720	calcineurin-mediated signaling	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097720
CALM1	P0DP23	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829; GO:0030017; GO:0099523
CALM1	P0DP23	GO:0005813	centrosome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005813
CALM1	P0DP23	GO:0043209	myelin sheath	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043209
CALM3	P0DP25	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829; GO:0030017; GO:0030672; GO:0031966; GO:0099523; GO:0099524
CALM3	P0DP25	GO:0005509	calcium ion binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005509
CALM3	P0DP25	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634
CALM3	P0DP25	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0010880; GO:0010881
CALM3	P0DP25	GO:0005513	detection of calcium ion	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005513
CALM3	P0DP25	GO:0097720	calcineurin-mediated signaling	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097720
CALM3	P0DP25	GO:0005813	centrosome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005813
CALM3	P0DP25	GO:0043209	myelin sheath	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043209
CALR	P27797	GO:0006457	protein folding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006457; GO:0034975; GO:0044183
CALR	P27797	GO:0036503	ERAD pathway	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CALR	P27797	GO:0005509	calcium ion binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005509
CALR3	Q96L12	GO:0006457	protein folding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006457; GO:0044183
CALR3	Q96L12	GO:0036503	ERAD pathway	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CAMK2A	Q9UQM7	GO:0004683	calcium/calmodulin-dependent protein kinase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004683
CAMK2A	Q9UQM7	GO:0014069	postsynaptic density	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0014069
CAMK2A	Q9UQM7	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005739; GO:0005829; GO:0030666
CAMK2A	Q9UQM7	GO:0048168	regulation of neuronal synaptic plasticity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0048168
CAMK2A	Q9UQM7	GO:1903076	regulation of protein localization to plasma membrane	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CAMK2A	Q9UQM7	GO:0043005	neuron projection	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030425; GO:0043197
CAMK2A	Q9UQM7	GO:0005516	calmodulin binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005516
CAMLG	P49069	GO:0043529	GET complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0043529
CAMLG	P49069	GO:0071816	tail-anchored membrane protein insertion into ER membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0071816
CAND1	Q86VP6	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654
CAND1	Q86VP6	GO:0010265	SCF complex assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0010265
CAND1	Q86VP6	GO:0016567	protein ubiquitination	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016567
CAND2	O75155	GO:0005634	nucleus	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005634
CAND2	O75155	GO:0010265	SCF complex assembly	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0010265
CANX	P27824	GO:0006457	protein folding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006457; GO:0034975; GO:0044183
CANX	P27824	GO:0036503	ERAD pathway	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CANX	P27824	GO:0005509	calcium ion binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005509
CAPG	P40121	GO:0015629	actin cytoskeleton	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008290
CAPG	P40121	GO:0051015	actin filament binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0051015
CAPG	P40121	GO:0008154	actin polymerization or depolymerization	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CAPG	P40121	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CAPG	P40121	GO:0007417	central nervous system development	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CAPG	P40121	GO:0030031	cell projection assembly	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CAPG	P40121	GO:0051016	barbed-end actin filament capping	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0051016
CASP12	Q6UXS9	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005783
CASP12	Q6UXS9	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CASP12	Q6UXS9	GO:0006915	apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CASP12	Q6UXS9	GO:0050729	positive regulation of inflammatory response	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CASP12	Q6UXS9	GO:0072558	NLRP1 inflammasome complex	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CASP12	Q6UXS9	GO:0043525	positive regulation of neuron apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CASP14	P31944	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829
CASP14	P31944	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829
CASP3	P42574	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829
CASP3	P42574	GO:0006915	apoptotic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006915; GO:0008627; GO:0034349; GO:0071887; GO:0097190; GO:0097193; GO:0097194
CASP3	P42574	GO:0004197	cysteine-type endopeptidase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004197
CASP3	P42574	GO:0006508	proteolysis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006508; GO:0016485
CASP3	P42574	GO:0097194	execution phase of apoptosis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097194
CASP3	P42574	GO:0043525	positive regulation of neuron apoptotic process	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0043525
CASP3	P42574	GO:0030182	neuron differentiation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0007413; GO:0030182
CASP3	P42574	GO:0030216	keratinocyte differentiation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CASP3	P42574	GO:0030218	erythrocyte differentiation	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0030218
CASP9	P55211	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005739; GO:0005829; GO:0043293
CASP9	P55211	GO:0006915	apoptotic process	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006915; GO:0008630; GO:0034349; GO:0071887; GO:0097193
CASP9	P55211	GO:0004197	cysteine-type endopeptidase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004197
CASP9	P55211	GO:0005829	cytosol	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829; GO:0043293
CASP9	P55211	GO:0043525	positive regulation of neuron apoptotic process	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CASP9	P55211	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008630
CASS4	Q9NQ75	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737
CASS4	Q9NQ75	GO:0016477	cell migration	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CASS4	Q9NQ75	GO:0005886	plasma membrane	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CBS	P35520	GO:0004122	cystathionine beta-synthase activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0004122
CBS	P35520	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005737; GO:0005829
CBS	P35520	GO:0006535	L-cysteine biosynthetic process from L-serine	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006535
CCDC28B	Q9BUN5	GO:0005813	centrosome	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005813
CCDC47	Q96A33	GO:0005783	endoplasmic reticulum	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005783; GO:0005789; GO:0005791; GO:0030867
CCDC47	Q96A33	GO:0005509	calcium ion binding	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005509
CCDC50	Q8IVM0	GO:0005737	cytoplasm	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	REDUNDANT	GO:0005737; GO:0005829
CCDC50	Q8IVM0	GO:0031625	ubiquitin protein ligase binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031625
CCL11	P51671	GO:0005615	extracellular space	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005615
CCL11	P51671	GO:0008009	chemokine activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0008009
CCL11	P51671	GO:0070098	chemokine-mediated signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0070098
CCL11	P51671	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	IBA	GO_REF:0000033	KEEP_AS_NON_CORE	UNIQUE	
CCL11	P51671	GO:0048245	eosinophil chemotaxis	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0048245
CCL11	P51671	GO:0030335	positive regulation of cell migration	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030335
CCL11	P51671	GO:0006954	inflammatory response	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0002544; GO:0006954
CCL11	P51671	GO:0048020	CCR chemokine receptor binding	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031728; GO:0048020
CCNE1	P24864	GO:0000082	G1/S transition of mitotic cell cycle	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0000082
CCNE1	P24864	GO:0005634	nucleus	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005634; GO:0005654
CCNE1	P24864	GO:0005737	cytoplasm	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0005829
CCNE1	P24864	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0016538
CCNE1	P24864	GO:0097134	cyclin E1-CDK2 complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0097134
CCNE1	P24864	GO:0005815	microtubule organizing center	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CCNE1	P24864	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CD247	P20963	GO:0050852	T cell receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0050852
CD247	P20963	GO:0042105	alpha-beta T cell receptor complex	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042105
CD28	P10747	GO:0042102	positive regulation of T cell proliferation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042102
CD28	P10747	GO:0042110	T cell activation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0042110; GO:0045066
CD28	P10747	GO:0009897	external side of plasma membrane	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0009897
CD28	P10747	GO:0031295	T cell costimulation	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0031295
CD28	P10747	GO:0050852	T cell receptor signaling pathway	IBA	GO_REF:0000033	ACCEPT	UNIQUE	
CD2AP	Q9Y5K6	GO:0016477	cell migration	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0006930
CD2AP	Q9Y5K6	GO:0030674	protein-macromolecule adaptor activity	IBA	GO_REF:0000033	ACCEPT	REDUNDANT	GO:0030674
