rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00086503,arba,GO:0043267,negative regulation of potassium ion transport,2
ARBA00086504,arba,GO:0044598,doxorubicin metabolic process,1
ARBA00086505,arba,GO:0070885,negative regulation of calcineurin-NFAT signaling cascade,1
ARBA00086506,arba,GO:0043268,positive regulation of potassium ion transport,2
ARBA00086507,arba,GO:0070880,fungal-type cell wall beta-glucan biosynthetic process,1
ARBA00086509,arba,GO:0032554,purine deoxyribonucleotide binding,1
ARBA00086510,arba,GO:0006289,nucleotide-excision repair,15
ARBA00086511,arba,GO:0031223,auditory behavior,1
ARBA00086512,arba,GO:0032552,deoxyribonucleotide binding,1
ARBA00086513,arba,GO:0070867,mating projection tip membrane,1
ARBA00086514,arba,GO:0006283,transcription-coupled nucleotide-excision repair,1
ARBA00086515,arba,GO:0032557,pyrimidine ribonucleotide binding,1
ARBA00086516,arba,GO:0033889,N-sulfoglucosamine-3-sulfatase activity,1
ARBA00086517,arba,GO:0043273,CTPase activity,1
ARBA00086518,arba,GO:0032558,adenyl deoxyribonucleotide binding,1
ARBA00086519,arba,GO:0043270,positive regulation of monoatomic ion transport,9
ARBA00086520,arba,GO:0043271,negative regulation of monoatomic ion transport,8
ARBA00086521,arba,GO:0070873,regulation of glycogen metabolic process,6
ARBA00086522,arba,GO:0043277,apoptotic cell clearance,4
ARBA00086523,arba,GO:0070871,cell wall organization involved in conjugation with cellular fusion,2
ARBA00086524,arba,GO:0043274,phospholipase binding,1
ARBA00086525,arba,GO:0019594,mannitol metabolic process,2
ARBA00086526,arba,GO:0070876,SOSS complex,1
ARBA00086527,arba,GO:0043278,response to morphine,2
ARBA00086528,arba,GO:0070874,negative regulation of glycogen metabolic process,3
ARBA00086529,arba,GO:0018262,isopeptide cross-linking,1
ARBA00086530,arba,GO:0031297,replication fork processing,5
ARBA00086531,arba,GO:2000973,regulation of pro-B cell differentiation,1
ARBA00086532,arba,GO:0031295,T cell costimulation,3
ARBA00086533,arba,GO:0070819,menaquinone-dependent protoporphyrinogen oxidase activity,1
ARBA00086534,arba,GO:0070818,protoporphyrinogen oxidase activity,2
ARBA00086535,arba,GO:0045862,positive regulation of proteolysis,10
ARBA00086536,arba,GO:0043200,response to amino acid,10
ARBA00086537,arba,GO:0070822,Sin3-type complex,3
ARBA00086538,arba,GO:0070821,tertiary granule membrane,3
ARBA00086539,arba,GO:0043204,perikaryon,4
ARBA00086540,arba,GO:0070820,tertiary granule,4
ARBA00086541,arba,GO:0043201,response to L-leucine,1
ARBA00086543,arba,GO:0044539,long-chain fatty acid import into cell,1
ARBA00086544,arba,GO:0031290,retinal ganglion cell axon guidance,2
ARBA00086545,arba,GO:0043208,glycosphingolipid binding,3
ARBA00086546,arba,GO:0044536,venom-mediated depletion of circulating fibrinogen,1
ARBA00086547,arba,GO:0031294,lymphocyte costimulation,3
ARBA00086548,arba,GO:0031288,sorocarp morphogenesis,4
ARBA00086549,arba,GO:0045870,positive regulation of single stranded viral RNA replication via double stranded DNA intermediate,1
ARBA00086550,arba,GO:0044546,NLRP3 inflammasome complex assembly,1
ARBA00086551,arba,GO:0044545,NSL complex,2
ARBA00086552,arba,GO:0043213,bacteriocin transport,1
ARBA00086553,arba,GO:0043218,compact myelin,3
ARBA00086554,arba,GO:0045879,negative regulation of smoothened signaling pathway,5
ARBA00086555,arba,GO:0044548,S100 protein binding,2
ARBA00086556,arba,GO:0043217,myelin maintenance,1
ARBA00086557,arba,GO:0031281,positive regulation of cyclase activity,1
ARBA00086558,arba,GO:0070837,dehydroascorbic acid transport,2
ARBA00086559,arba,GO:0045880,positive regulation of smoothened signaling pathway,3
ARBA00086560,arba,GO:0043220,Schmidt-Lanterman incisure,2
ARBA00086561,arba,GO:0043225,obsolete ATPase-coupled inorganic anion transmembrane transporter activity,2
ARBA00086562,arba,GO:0045887,positive regulation of synaptic assembly at neuromuscular junction,2
ARBA00086563,arba,GO:0043223,cytoplasmic SCF ubiquitin ligase complex,1
ARBA00086564,arba,GO:0031272,regulation of pseudopodium assembly,1
ARBA00086565,arba,GO:0031270,pseudopodium retraction,1
ARBA00086566,arba,GO:0031265,CD95 death-inducing signaling complex,1
ARBA00086567,arba,GO:0031264,death-inducing signaling complex,1
ARBA00086568,arba,GO:0031269,pseudopodium assembly,1
ARBA00086569,arba,GO:0031268,pseudopodium organization,2
ARBA00086570,arba,GO:0043230,extracellular organelle,9
ARBA00086571,arba,GO:0043236,laminin binding,5
ARBA00086572,arba,GO:0070831,basement membrane assembly,1
ARBA00086573,arba,GO:0032590,dendrite membrane,1
ARBA00086574,arba,GO:0140312,cargo adaptor activity,1
ARBA00086575,arba,GO:0140317,export across cell outer membrane,1
ARBA00086576,arba,GO:0140315,iron ion sequestering activity,1
ARBA00086577,arba,GO:0140313,molecular sequestering activity,1
ARBA00086578,arba,GO:0140330,xenobiotic detoxification by transmembrane export across the cell outer membrane,1
ARBA00086579,arba,GO:0043288,obsolete apocarotenoid metabolic process,3
ARBA00086580,arba,GO:0043289,apocarotenoid biosynthetic process,2
ARBA00086581,arba,GO:0043290,apocarotenoid catabolic process,1
ARBA00086582,arba,GO:0140328,floppase activity,3
ARBA00086583,arba,GO:0043295,glutathione binding,1
ARBA00086584,arba,GO:0043299,leukocyte degranulation,1
ARBA00086585,arba,GO:0043296,apical junction complex,9
ARBA00086586,arba,GO:0043297,apical junction assembly,3
ARBA00086587,arba,GO:0070899,mitochondrial tRNA wobble uridine modification,1
ARBA00086588,arba,GO:0070898,RNA polymerase III preinitiation complex assembly,1
ARBA00086589,arba,GO:0140353,lipid export from cell,1
ARBA00086590,arba,GO:0140354,lipid import into cell,1
ARBA00086591,arba,GO:0140351,glycosylceramide flippase activity,2
ARBA00086592,arba,GO:0140359,ABC-type transporter activity,9
ARBA00086593,arba,GO:0140344,triglyceride transfer activity,1
ARBA00086594,arba,GO:0140345,phosphatidylcholine flippase activity,1
ARBA00086595,arba,GO:0140343,phosphatidylserine transfer activity,1
ARBA00086596,arba,GO:0140341,phosphatidylethanolamine floppase activity,1
ARBA00086597,arba,GO:2000494,positive regulation of interleukin-18-mediated signaling pathway,1
ARBA00086598,arba,GO:0006972,hyperosmotic response,9
ARBA00086599,arba,GO:0005640,nuclear outer membrane,1
ARBA00086600,arba,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,1
ARBA00086601,arba,GO:0031934,mating-type region heterochromatin,5
ARBA00086602,arba,GO:0031929,TOR signaling,12
ARBA00086603,arba,GO:0043922,host-mediated suppression of viral transcription,1
ARBA00086604,arba,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,1
ARBA00086605,arba,GO:2000492,regulation of interleukin-18-mediated signaling pathway,1
ARBA00086606,arba,GO:0006984,ER-nucleus signaling pathway,4
ARBA00086607,arba,GO:0004322,ferroxidase activity,6
ARBA00086608,arba,GO:0006983,ER overload response,1
ARBA00086609,arba,GO:0016303,1-phosphatidylinositol-3-kinase activity,8
ARBA00086610,arba,GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,5
ARBA00086611,arba,GO:0018969,thiocyanate metabolic process,1
ARBA00086612,arba,GO:0018963,phthalate metabolic process,1
ARBA00086613,arba,GO:0016300,tRNA (uridine) methyltransferase activity,1
ARBA00086614,arba,GO:0004325,ferrochelatase activity,1
ARBA00086615,arba,GO:0004326,tetrahydrofolylpolyglutamate synthase activity,3
ARBA00086616,arba,GO:0043931,ossification involved in bone maturation,3
ARBA00086617,arba,GO:0006986,response to unfolded protein,13
ARBA00086618,arba,GO:0043937,regulation of sporulation,2
ARBA00086619,arba,GO:0004329,formate-tetrahydrofolate ligase activity,2
ARBA00086620,arba,GO:0043935,sexual sporulation resulting in formation of a cellular spore,5
ARBA00086621,arba,GO:0043936,asexual sporulation resulting in formation of a cellular spore,2
ARBA00086622,arba,GO:0031907,microbody lumen,6
ARBA00086623,arba,GO:0006953,acute-phase response,4
ARBA00086624,arba,GO:0042617,paclitaxel biosynthetic process,1
ARBA00086625,arba,GO:0005628,prospore membrane,2
ARBA00086626,arba,GO:0042618,poly-hydroxybutyrate metabolic process,1
ARBA00086627,arba,GO:0006957,"complement activation, alternative pathway",2
ARBA00086628,arba,GO:0042619,poly-hydroxybutyrate biosynthetic process,1
ARBA00086629,arba,GO:0004300,enoyl-CoA hydratase activity,7
ARBA00086630,arba,GO:0031904,endosome lumen,3
ARBA00086631,arba,GO:0043952,protein transport by the Sec complex,1
ARBA00086632,arba,GO:0043955,3-hydroxypropionyl-CoA synthetase activity,1
ARBA00086633,arba,GO:0004303,estradiol 17-beta-dehydrogenase [NAD(P)+] activity,3
ARBA00086634,arba,GO:0042625,ATPase-coupled ion transmembrane transporter activity,3
ARBA00086635,arba,GO:0043953,protein transport by the Tat complex,2
ARBA00086636,arba,GO:0042622,photoreceptor outer segment membrane,4
ARBA00086637,arba,GO:0043954,cellular component maintenance,7
ARBA00086638,arba,GO:0004307,ethanolaminephosphotransferase activity,1
ARBA00086639,arba,GO:0005638,lamin filament,2
ARBA00086640,arba,GO:0006968,cellular defense response,1
ARBA00086641,arba,GO:0004305,ethanolamine kinase activity,1
ARBA00086642,arba,GO:0005637,nuclear inner membrane,1
ARBA00086643,arba,GO:0005682,U5 snRNP,5
ARBA00086644,arba,GO:0004351,glutamate decarboxylase activity,3
ARBA00086645,arba,GO:0005686,U2 snRNP,4
ARBA00086646,arba,GO:0004354,glutamate dehydrogenase (NADP+) activity,1
ARBA00086647,arba,GO:0005685,U1 snRNP,5
ARBA00086648,arba,GO:0004352,glutamate dehydrogenase (NAD+) activity,2
ARBA00086649,arba,GO:0005684,U2-type spliceosomal complex,6
ARBA00086650,arba,GO:0005683,U7 snRNP,1
ARBA00086651,arba,GO:0030643,intracellular phosphate ion homeostasis,2
ARBA00086652,arba,GO:0016339,calcium-dependent cell-cell adhesion,2
ARBA00086653,arba,GO:0030648,aminoglycoside antibiotic biosynthetic process,4
ARBA00086654,arba,GO:0030647,obsolete aminoglycoside antibiotic metabolic process,4
ARBA00086655,arba,GO:0018991,egg-laying behavior,3
ARBA00086656,arba,GO:0018992,germ-line sex determination,2
ARBA00086657,arba,GO:0016330,second mitotic wave involved in compound eye morphogenesis,1
ARBA00086658,arba,GO:0018990,"ecdysis, chitin-based cuticle",1
ARBA00086659,arba,GO:0018996,"molting cycle, collagen and cuticulin-based cuticle",3
ARBA00086660,arba,GO:0016331,morphogenesis of embryonic epithelium,9
ARBA00086661,arba,GO:0018993,somatic sex determination,1
ARBA00086662,arba,GO:0004358,"L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor",1
ARBA00086663,arba,GO:0005689,U12-type spliceosomal complex,1
ARBA00086664,arba,GO:0004356,glutamine synthetase activity,5
ARBA00086665,arba,GO:0005688,U6 snRNP,3
ARBA00086666,arba,GO:0003025,regulation of systemic arterial blood pressure by baroreceptor feedback,1
ARBA00086667,arba,GO:0004357,glutamate-cysteine ligase activity,1
ARBA00086668,arba,GO:0004362,glutathione-disulfide reductase (NADPH) activity,3
ARBA00086669,arba,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,3
ARBA00086670,arba,GO:0005697,telomerase holoenzyme complex,2
ARBA00086671,arba,GO:0031960,response to corticosteroid,9
ARBA00086672,arba,GO:0004363,glutathione synthase activity,2
ARBA00086674,arba,GO:0031965,nuclear membrane,14
ARBA00086675,arba,GO:0015018,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,2
ARBA00086676,arba,GO:0031963,nuclear cortisol receptor activity,1
ARBA00086677,arba,GO:0016348,imaginal disc-derived leg joint morphogenesis,1
ARBA00086678,arba,GO:0031969,chloroplast membrane,2
ARBA00086679,arba,GO:0031968,organelle outer membrane,29
ARBA00086680,arba,GO:0016342,catenin complex,3
ARBA00086681,arba,GO:0016344,meiotic chromosome movement towards spindle pole,1
ARBA00086682,arba,GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,1
ARBA00086683,arba,GO:0006991,response to sterol depletion,2
ARBA00086684,arba,GO:0005664,nuclear origin of replication recognition complex,1
ARBA00086685,arba,GO:0005662,DNA replication factor A complex,2
ARBA00086686,arba,GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase activity",2
ARBA00086687,arba,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",1
ARBA00086688,arba,GO:0031955,short-chain fatty acid-CoA ligase activity,3
ARBA00086689,arba,GO:0016318,ommatidial rotation,2
ARBA00086690,arba,GO:0031958,nuclear receptor-mediated corticosteroid signaling pathway,1
ARBA00086691,arba,GO:0031957,very long-chain fatty acid-CoA ligase activity,1
ARBA00086692,arba,GO:0031956,medium-chain fatty acid-CoA ligase activity,2
ARBA00086693,arba,GO:0016312,inositol bisphosphate phosphatase activity,1
ARBA00086694,arba,GO:0006999,nuclear pore organization,2
ARBA00086695,arba,GO:0004336,galactosylceramidase activity,1
ARBA00086696,arba,GO:0005666,RNA polymerase III complex,7
ARBA00086697,arba,GO:0004335,galactokinase activity,2
ARBA00086698,arba,GO:0003009,skeletal muscle contraction,1
ARBA00086699,arba,GO:0003007,heart morphogenesis,23
ARBA00086700,arba,GO:0005669,transcription factor TFIID complex,8
ARBA00086701,arba,GO:0004339,"glucan 1,4-alpha-glucosidase activity",1
ARBA00086702,arba,GO:0043903,regulation of biological process involved in symbiotic interaction,2
ARBA00086703,arba,GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,2
ARBA00086704,arba,GO:0005675,transcription factor TFIIH holo complex,2
ARBA00086705,arba,GO:0004341,gluconolactonase activity,1
ARBA00086706,arba,GO:0004342,glucosamine-6-phosphate deaminase activity,1
ARBA00086707,arba,GO:0005672,transcription factor TFIIA complex,1
ARBA00086708,arba,GO:0030613,"oxidoreductase activity, acting on phosphorus or arsenic in donors",1
ARBA00086709,arba,GO:0031943,regulation of glucocorticoid metabolic process,1
ARBA00086710,arba,GO:0016327,apicolateral plasma membrane,1
ARBA00086711,arba,GO:0031941,filamentous actin,1
ARBA00086712,arba,GO:0016328,lateral plasma membrane,5
ARBA00086713,arba,GO:0031946,regulation of glucocorticoid biosynthetic process,1
ARBA00086714,arba,GO:0030614,"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor",1
ARBA00086715,arba,GO:0016323,basolateral plasma membrane,27
ARBA00086716,arba,GO:0016322,neuron remodeling,3
ARBA00086717,arba,GO:0004347,glucose-6-phosphate isomerase activity,2
ARBA00086718,arba,GO:0004348,glucosylceramidase activity,2
ARBA00086719,arba,GO:0003014,renal system process,11
ARBA00086720,arba,GO:0005677,chromatin silencing complex,1
ARBA00086721,arba,GO:0003015,heart process,5
ARBA00086722,arba,GO:0004349,glutamate 5-kinase activity,1
ARBA00086723,arba,GO:0003018,vascular process in circulatory system,16
ARBA00086724,arba,GO:0004394,heparan sulfate 2-sulfotransferase activity,1
ARBA00086725,arba,GO:0030681,multimeric ribonuclease P complex,1
ARBA00086726,arba,GO:0004392,heme oxygenase (decyclizing) activity,2
ARBA00086727,arba,GO:0030686,90S preribosome,5
ARBA00086728,arba,GO:0004399,histidinol dehydrogenase activity,2
ARBA00086729,arba,GO:0004397,histidine ammonia-lyase activity,1
ARBA00086730,arba,GO:0039017,pattern specification involved in pronephros development,1
ARBA00086731,arba,GO:0030687,"preribosome, large subunit precursor",3
ARBA00086732,arba,GO:0040014,regulation of multicellular organism growth,5
ARBA00086733,arba,GO:0040015,negative regulation of multicellular organism growth,2
ARBA00086734,arba,GO:0040018,positive regulation of multicellular organism growth,4
ARBA00086735,arba,GO:0040019,positive regulation of embryonic development,1
ARBA00086736,arba,GO:0030673,axolemma,1
ARBA00086737,arba,GO:0030677,ribonuclease P complex,1
ARBA00086738,arba,GO:0003071,renal system process involved in regulation of systemic arterial blood pressure,2
ARBA00086739,arba,GO:0040021,hermaphrodite germ-line sex determination,1
ARBA00086740,arba,GO:0040020,regulation of meiotic nuclear division,5
ARBA00086741,arba,GO:0015056,corticotrophin-releasing factor receptor activity,1
ARBA00086742,arba,GO:0015055,secretin receptor activity,1
ARBA00086743,arba,GO:0040022,feminization of hermaphroditic germ-line,1
ARBA00086744,arba,GO:0042684,cardioblast cell fate commitment,1
ARBA00086745,arba,GO:0040024,dauer larval development,3
ARBA00086746,arba,GO:0040027,negative regulation of vulval development,1
ARBA00086747,arba,GO:0040026,positive regulation of vulval development,2
ARBA00086748,arba,GO:0040028,regulation of vulval development,4
ARBA00086749,arba,GO:0030660,Golgi-associated vesicle membrane,5
ARBA00086750,arba,GO:0004372,glycine hydroxymethyltransferase activity,3
ARBA00086751,arba,GO:0004370,glycerol kinase activity,1
ARBA00086752,arba,GO:0004371,glycerone kinase activity,1
ARBA00086753,arba,GO:0004376,GPI mannosyltransferase activity,1
ARBA00086754,arba,GO:0031995,insulin-like growth factor II binding,1
ARBA00086755,arba,GO:0030663,COPI-coated vesicle membrane,2
ARBA00086756,arba,GO:0031994,insulin-like growth factor I binding,2
ARBA00086757,arba,GO:0031999,negative regulation of fatty acid beta-oxidation,1
ARBA00086758,arba,GO:0030667,secretory granule membrane,9
ARBA00086759,arba,GO:0031998,regulation of fatty acid beta-oxidation,2
ARBA00086760,arba,GO:0042693,muscle cell fate commitment,3
ARBA00086761,arba,GO:0042692,muscle cell differentiation,32
ARBA00086762,arba,GO:0040031,snRNA modification,3
ARBA00086763,arba,GO:0040034,"regulation of development, heterochronic",4
ARBA00086764,arba,GO:0042698,ovulation cycle,5
ARBA00086765,arba,GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,2
ARBA00086766,arba,GO:0015024,glucuronate-2-sulfatase activity,1
ARBA00086767,arba,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,1
ARBA00086768,arba,GO:0042699,follicle-stimulating hormone signaling pathway,1
ARBA00086769,arba,GO:0004383,guanylate cyclase activity,5
ARBA00086770,arba,GO:0003050,regulation of systemic arterial blood pressure by atrial natriuretic peptide,1
ARBA00086771,arba,GO:0004382,GDP phosphatase activity,2
ARBA00086772,arba,GO:0030653,obsolete beta-lactam antibiotic metabolic process,2
ARBA00086773,arba,GO:0003056,regulation of vascular associated smooth muscle contraction,1
ARBA00086774,arba,GO:0031983,vesicle lumen,8
ARBA00086775,arba,GO:0003057,regulation of the force of heart contraction by chemical signal,2
ARBA00086776,arba,GO:0004385,GMP kinase activity,2
ARBA00086777,arba,GO:0052027,symbiont-mediated perturbation of host signal transduction pathway,2
ARBA00086778,arba,GO:0030656,regulation of vitamin metabolic process,2
ARBA00086779,arba,GO:0052029,symbiont-mediated suppression of host signal transduction pathway,2
ARBA00086780,arba,GO:0031985,Golgi cisterna,5
ARBA00086781,arba,GO:0030654,beta-lactam antibiotic biosynthetic process,2
ARBA00086782,arba,GO:0031989,bombesin receptor signaling pathway,1
ARBA00086783,arba,GO:0015030,Cajal body,3
ARBA00086784,arba,GO:0016361,"activin receptor activity, type I",1
ARBA00086785,arba,GO:0040040,thermosensory behavior,2
ARBA00086786,arba,GO:0016360,sensory organ precursor cell fate determination,1
ARBA00086787,arba,GO:0016363,nuclear matrix,4
ARBA00086788,arba,GO:0016362,"activin receptor activity, type II",1
ARBA00086789,arba,GO:0015087,cobalt ion transmembrane transporter activity,1
ARBA00086790,arba,GO:0042631,cellular response to water deprivation,2
ARBA00086791,arba,GO:0042632,cholesterol homeostasis,9
ARBA00086792,arba,GO:0042633,hair cycle,3
ARBA00086793,arba,GO:0042641,actomyosin,7
ARBA00086794,arba,GO:0042646,plastid nucleoid,3
ARBA00086795,arba,GO:0042644,chloroplast nucleoid,3
ARBA00086796,arba,GO:0042645,mitochondrial nucleoid,1
ARBA00086797,arba,GO:0015093,ferrous iron transmembrane transporter activity,2
ARBA00086798,arba,GO:0003085,negative regulation of systemic arterial blood pressure,1
ARBA00086799,arba,GO:0003084,positive regulation of systemic arterial blood pressure,1
ARBA00086800,arba,GO:0042659,regulation of cell fate specification,6
ARBA00086801,arba,GO:0003096,renal sodium ion transport,2
ARBA00086802,arba,GO:0003094,glomerular filtration,4
ARBA00086803,arba,GO:0003099,positive regulation of the force of heart contraction by chemical signal,2
ARBA00086804,arba,GO:0003093,regulation of glomerular filtration,1
ARBA00086805,arba,GO:0015074,DNA integration,1
ARBA00086806,arba,GO:0042660,positive regulation of cell fate specification,1
ARBA00086807,arba,GO:0042661,regulation of mesodermal cell fate specification,1
ARBA00086808,arba,GO:0040001,establishment of mitotic spindle localization,4
ARBA00086809,arba,GO:0042664,negative regulation of endodermal cell fate specification,1
ARBA00086810,arba,GO:0043993,histone H3K18 acetyltransferase activity,1
ARBA00086811,arba,GO:0042663,regulation of endodermal cell fate specification,1
ARBA00086812,arba,GO:1905155,positive regulation of membrane invagination,1
ARBA00086813,arba,GO:1905156,negative regulation of photosynthesis,1
ARBA00086814,arba,GO:1905157,positive regulation of photosynthesis,1
ARBA00086815,arba,GO:1905153,regulation of membrane invagination,1
ARBA00086816,arba,GO:0090351,seedling development,8
ARBA00086817,arba,GO:1905168,positive regulation of double-strand break repair via homologous recombination,3
ARBA00086818,arba,GO:1905165,regulation of lysosomal protein catabolic process,1
ARBA00086819,arba,GO:0102881,(+)-beta-barbatene synthase activity,1
ARBA00086820,arba,GO:1905172,RISC complex binding,2
ARBA00086821,arba,GO:0090336,positive regulation of brown fat cell differentiation,2
ARBA00086822,arba,GO:0090335,regulation of brown fat cell differentiation,2
ARBA00086823,arba,GO:0090334,regulation of cell wall (1->3)-beta-D-glucan biosynthetic process,2
ARBA00086824,arba,GO:0090331,negative regulation of platelet aggregation,2
ARBA00086825,arba,GO:0090330,regulation of platelet aggregation,5
ARBA00086826,arba,GO:0090337,regulation of formin-nucleated actin cable assembly,1
ARBA00086827,arba,GO:0090345,organohalogen metabolic process,1
ARBA00086828,arba,GO:0052031,symbiont-mediated perturbation of host defense response,1
ARBA00086829,arba,GO:0090307,mitotic spindle assembly,4
ARBA00086830,arba,GO:0090314,positive regulation of protein targeting to membrane,2
ARBA00086831,arba,GO:0090313,regulation of protein targeting to membrane,3
ARBA00086832,arba,GO:0090311,regulation of protein deacetylation,1
ARBA00086833,arba,GO:0090317,negative regulation of intracellular protein transport,2
ARBA00086834,arba,GO:0090316,positive regulation of intracellular protein transport,6
ARBA00086835,arba,GO:1905133,negative regulation of meiotic chromosome separation,1
ARBA00086836,arba,GO:1905132,regulation of meiotic chromosome separation,1
ARBA00086837,arba,GO:2000401,regulation of lymphocyte migration,5
ARBA00086838,arba,GO:2000406,positive regulation of T cell migration,3
ARBA00086839,arba,GO:2000403,positive regulation of lymphocyte migration,4
ARBA00086840,arba,GO:2000404,regulation of T cell migration,4
ARBA00086841,arba,GO:2000425,regulation of apoptotic cell clearance,1
ARBA00086842,arba,GO:2000427,positive regulation of apoptotic cell clearance,1
ARBA00086843,arba,GO:0005721,pericentric heterochromatin,11
ARBA00086844,arba,GO:0090398,cellular senescence,8
ARBA00086845,arba,GO:2000465,regulation of glycogen (starch) synthase activity,1
ARBA00086846,arba,GO:2000466,negative regulation of glycogen (starch) synthase activity,1
ARBA00086847,arba,GO:2000463,positive regulation of excitatory postsynaptic potential,2
ARBA00086848,arba,GO:0005732,sno(s)RNA-containing ribonucleoprotein complex,4
ARBA00086849,arba,GO:0004401,histidinol-phosphatase activity,1
ARBA00086850,arba,GO:0005700,polytene chromosome,4
ARBA00086851,arba,GO:0090378,seed trichome elongation,1
ARBA00086852,arba,GO:0090376,seed trichome differentiation,1
ARBA00086853,arba,GO:0005705,polytene chromosome interband,1
ARBA00086854,arba,GO:0005703,polytene chromosome puff,1
ARBA00086855,arba,GO:0090382,phagosome maturation,2
ARBA00086856,arba,GO:0090385,phagosome-lysosome fusion,1
ARBA00086857,arba,GO:2000377,regulation of reactive oxygen species metabolic process,8
ARBA00086858,arba,GO:2000378,negative regulation of reactive oxygen species metabolic process,1
ARBA00086859,arba,GO:0005521,lamin binding,1
ARBA00086860,arba,GO:0006855,xenobiotic transmembrane transport,1
ARBA00086861,arba,GO:0005523,tropomyosin binding,2
ARBA00086862,arba,GO:2000370,positive regulation of clathrin-dependent endocytosis,1
ARBA00086863,arba,GO:0006853,carnitine shuttle,1
ARBA00086864,arba,GO:0005522,profilin binding,1
ARBA00086865,arba,GO:0005528,FK506 binding,3
ARBA00086866,arba,GO:0006858,extracellular transport,5
ARBA00086867,arba,GO:0005527,macrolide binding,4
ARBA00086868,arba,GO:0006857,oligopeptide transport,4
ARBA00086869,arba,GO:0031802,type 5 metabotropic glutamate receptor binding,1
ARBA00086870,arba,GO:2000380,regulation of mesoderm development,1
ARBA00086871,arba,GO:0005534,galactose binding,2
ARBA00086872,arba,GO:2000381,negative regulation of mesoderm development,1
ARBA00086873,arba,GO:0006868,glutamine transport,1
ARBA00086874,arba,GO:0005537,D-mannose binding,4
ARBA00086875,arba,GO:0005502,11-cis retinal binding,1
ARBA00086876,arba,GO:0005507,copper ion binding,9
ARBA00086877,arba,GO:0005504,fatty acid binding,4
ARBA00086878,arba,GO:0018822,nitrile hydratase activity,1
ARBA00086879,arba,GO:0042500,"aspartic endopeptidase activity, intramembrane cleaving",1
ARBA00086880,arba,GO:0018820,cyanamide hydratase activity,1
ARBA00086881,arba,GO:0005513,detection of calcium ion,1
ARBA00086882,arba,GO:0006842,tricarboxylic acid transport,1
ARBA00086883,arba,GO:0005518,collagen binding,8
ARBA00086884,arba,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",3
ARBA00086885,arba,GO:0030521,androgen receptor signaling pathway,1
ARBA00086886,arba,GO:0006896,Golgi to vacuole transport,5
ARBA00086887,arba,GO:0030520,estrogen receptor signaling pathway,1
ARBA00086888,arba,GO:0006895,Golgi to endosome transport,1
ARBA00086889,arba,GO:0016211,ammonia ligase activity,5
ARBA00086890,arba,GO:0016212,kynurenine-oxoglutarate transaminase activity,2
ARBA00086891,arba,GO:0004239,initiator methionyl aminopeptidase activity,1
ARBA00086892,arba,GO:0030513,positive regulation of BMP signaling pathway,3
ARBA00086893,arba,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,3
ARBA00086894,arba,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,8
ARBA00086895,arba,GO:0030517,negative regulation of axon extension,2
ARBA00086896,arba,GO:0031848,protection from non-homologous end joining at telomere,2
ARBA00086897,arba,GO:0030516,regulation of axon extension,6
ARBA00086898,arba,GO:0030515,snoRNA binding,2
ARBA00086899,arba,GO:0018882,obsolete (+)-camphor metabolic process,1
ARBA00086900,arba,GO:0030509,BMP signaling pathway,14
ARBA00086901,arba,GO:0016222,procollagen-proline 4-dioxygenase complex,1
ARBA00086902,arba,GO:0016223,beta-alanine:pyruvate transaminase activity,1
ARBA00086903,arba,GO:0005577,fibrinogen complex,1
ARBA00086904,arba,GO:0005540,hyaluronic acid binding,2
ARBA00086905,arba,GO:0030502,negative regulation of bone mineralization,1
ARBA00086906,arba,GO:0030501,positive regulation of bone mineralization,4
ARBA00086907,arba,GO:0030500,regulation of bone mineralization,6
ARBA00086908,arba,GO:0030507,spectrin binding,1
ARBA00086909,arba,GO:0030506,ankyrin binding,4
ARBA00086910,arba,GO:0030505,inorganic diphosphate transport,1
ARBA00086911,arba,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",6
ARBA00086912,arba,GO:0006878,intracellular copper ion homeostasis,2
ARBA00086913,arba,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",5
ARBA00086914,arba,GO:0005545,1-phosphatidylinositol binding,1
ARBA00086915,arba,GO:0005544,calcium-dependent phospholipid binding,5
ARBA00086916,arba,GO:0005549,odorant binding,1
ARBA00086917,arba,GO:0006884,cell volume homeostasis,6
