bucket_id	bucket_label	bucket_type	module_area	gene_count	specific_membership_count	reviewed_gene_count	existing_review_files	missing_review_files	asta_research_files	module	module_file	module_file_exists	module_research_falcon	module_research_path	taxon_research_falcon	taxon_research_path	priority_phase	batch_status	pr_status	pr_url	scope_note
kegg:ppu01501	beta-Lactam resistance	kegg_pathway	lipid_cell_envelope_metabolism	20	20	4	8	12	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01501__ppu01501-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu01502	Vancomycin resistance	kegg_pathway	other_kegg_pathway	6	6	5	1	5	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01502__ppu01502-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu01503	Cationic antimicrobial peptide (CAMP) resistance	kegg_pathway	other_kegg_pathway	9	21	0	0	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu01503__ppu01503-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02010	ABC transporters	kegg_pathway	transport_motility_signaling	151	207	15	2	149	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02010__ppu02010-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02020	Two-component system	kegg_pathway	transport_motility_signaling	99	217	7	1	98	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02020__ppu02020-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02024	Quorum sensing	kegg_pathway	transport_motility_signaling	60	84	0	0	60	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02024__ppu02024-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02025	Biofilm formation - Pseudomonas aeruginosa	kegg_pathway	transport_motility_signaling	43	62	3	1	42	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02025__ppu02025-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02030	Bacterial chemotaxis	kegg_pathway	transport_motility_signaling	41	48	12	5	36	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02030__ppu02030-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02040	Flagellar assembly	kegg_pathway	transport_motility_signaling	47	47	4	12	35	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02040__ppu02040-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu02060	Phosphotransferase system (PTS)	kegg_pathway	transport_motility_signaling	6	6	0	0	6	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu02060__ppu02060-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03008	Ribosome biogenesis in eukaryotes	kegg_pathway	other_kegg_pathway	3	3	2	1	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03008__ppu03008-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03010	Ribosome	kegg_pathway	other_kegg_pathway	54	54	53	0	54	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03010__ppu03010-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03018	RNA degradation	kegg_pathway	other_kegg_pathway	15	17	6	3	12	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03018__ppu03018-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03020	RNA polymerase	kegg_pathway	other_kegg_pathway	4	4	4	0	4	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03020__ppu03020-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03030	DNA replication	kegg_pathway	other_kegg_pathway	15	18	5	0	15	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03030__ppu03030-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03060	Protein export	kegg_pathway	other_kegg_pathway	19	19	4	3	16	2			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03060__ppu03060-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03070	Bacterial secretion system	kegg_pathway	transport_motility_signaling	42	61	0	0	42	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03070__ppu03070-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03250	Viral life cycle - HIV-1	kegg_pathway	other_kegg_pathway	1	1	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03250__ppu03250-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03410	Base excision repair	kegg_pathway	other_kegg_pathway	11	14	2	0	11	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03410__ppu03410-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03420	Nucleotide excision repair	kegg_pathway	nucleotide_metabolism	10	10	5	3	7	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03420__ppu03420-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03430	Mismatch repair	kegg_pathway	other_kegg_pathway	5	19	4	2	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03430__ppu03430-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03440	Homologous recombination	kegg_pathway	other_kegg_pathway	12	24	7	3	9	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03440__ppu03440-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu03450	Non-homologous end-joining	kegg_pathway	other_kegg_pathway	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu03450__ppu03450-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04122	Sulfur relay system	kegg_pathway	other_kegg_pathway	19	22	4	1	18	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04122__ppu04122-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04141	Protein processing in endoplasmic reticulum	kegg_pathway	other_kegg_pathway	3	3	1	1	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04141__ppu04141-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04146	Peroxisome	kegg_pathway	other_kegg_pathway	10	12	2	3	7	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04146__ppu04146-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04148	Efferocytosis	kegg_pathway	other_kegg_pathway	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04148__ppu04148-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04156	Integrated stress response (ISR) signaling pathway	kegg_pathway	other_kegg_pathway	3	4	2	2	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04156__ppu04156-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04980	Cobalamin transport and metabolism	kegg_pathway	other_kegg_pathway	2	2	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04980__ppu04980-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
kegg:ppu04981	Folate transport and metabolism	kegg_pathway	cofactors_vitamins_redox	5	6	3	0	5	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__kegg-ppu04981__ppu04981-deep-research-falcon.md		NEEDS_MODULE_MAPPING	NOT_STARTED		
module:cell_envelope_division	Cell envelope, wall biogenesis, and division	functional_module	cell_envelope_division	98	98	1	0	98	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-cell_envelope_division__cell_envelope_division-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:chromosome_partition_cell_cycle	Chromosome partitioning, segregation, and cell cycle	functional_module	chromosome_partition_cell_cycle	37	37	13	3	34	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-chromosome_partition_cell_cycle__chromosome_partition_cell_cycle-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:dna_replication_repair_recombination	DNA replication, repair, and recombination	functional_module	dna_replication_repair_recombination	93	93	10	6	87	2			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-dna_replication_repair_recombination__dna_replication_repair_recombination-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:mobile_genetic_elements	Mobile genetic elements and phage-related proteins	functional_module	mobile_genetic_elements	89	89	0	0	89	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-mobile_genetic_elements__mobile_genetic_elements-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:motility_chemotaxis_biofilm	Motility, chemotaxis, pili, and biofilm	functional_module	motility_chemotaxis_biofilm	35	35	1	0	35	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-motility_chemotaxis_biofilm__motility_chemotaxis_biofilm-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:protein_folding_targeting_turnover	Protein folding, targeting, and turnover	functional_module	protein_folding_targeting_turnover	91	91	21	7	84	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-protein_folding_targeting_turnover__protein_folding_targeting_turnover-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:regulation_signal_transduction	Regulation and signal transduction	functional_module	regulation_signal_transduction	387	387	10	12	375	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-regulation_signal_transduction__regulation_signal_transduction-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:stress_detoxification	Stress response and detoxification	functional_module	stress_detoxification	52	52	0	2	50	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-stress_detoxification__stress_detoxification-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:translation_rna_processing	Translation, ribosome, and RNA processing	functional_module	translation_rna_processing	128	128	59	7	121	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-translation_rna_processing__translation_rna_processing-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
module:transport_membrane_efflux	Transport, membrane proteins, and efflux	functional_module	transport_membrane_efflux	779	779	31	17	762	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__module-transport_membrane_efflux__transport_membrane_efflux-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	domain_family_orphan	953	953	32	2	951	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__orphan-domain_only_no_pathway__domain_only_no_pathway-deep-research-falcon.md		ORPHAN_OR_UNKNOWN_QUEUE	NOT_STARTED		
orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	orphan_enzyme	196	196	30	5	191	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__orphan-enzyme_with_ec__enzyme_with_ec-deep-research-falcon.md		ORPHAN_OR_UNKNOWN_QUEUE	NOT_STARTED		
unipathway:UPA00028	UniPathway UPA00028	unipathway	unipathway	1	6	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00028__UPA00028-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00060	UniPathway UPA00060	unipathway	unipathway	1	9	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00060__UPA00060-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00094	UniPathway UPA00094	unipathway	unipathway	1	8	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00094__UPA00094-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00098	UniPathway UPA00098	unipathway	unipathway	1	5	0	1	0	1			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00098__UPA00098-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00117	UniPathway UPA00117	unipathway	unipathway	1	1	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00117__UPA00117-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00191	UniPathway UPA00191	unipathway	unipathway	1	1	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00191__UPA00191-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00212	UniPathway UPA00212	unipathway	unipathway	1	1	1	1	0	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00212__UPA00212-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00219	UniPathway UPA00219	unipathway	unipathway	3	25	0	0	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00219__UPA00219-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00232	UniPathway UPA00232	unipathway	unipathway	3	11	0	0	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00232__UPA00232-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00252	UniPathway UPA00252	unipathway	unipathway	1	2	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00252__UPA00252-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00286	UniPathway UPA00286	unipathway	unipathway	2	11	2	2	0	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00286__UPA00286-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00345	UniPathway UPA00345	unipathway	unipathway	1	1	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00345__UPA00345-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00392	UniPathway UPA00392	unipathway	unipathway	3	4	2	0	3	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00392__UPA00392-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00529	UniPathway UPA00529	unipathway	unipathway	1	3	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00529__UPA00529-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00539	UniPathway UPA00539	unipathway	unipathway	7	7	7	5	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00539__UPA00539-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00544	UniPathway UPA00544	unipathway	unipathway	1	6	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00544__UPA00544-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00637	UniPathway UPA00637	unipathway	unipathway	2	2	2	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00637__UPA00637-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00659	UniPathway UPA00659	unipathway	unipathway	1	4	0	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00659__UPA00659-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00664	UniPathway UPA00664	unipathway	unipathway	1	1	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00664__UPA00664-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00666	UniPathway UPA00666	unipathway	unipathway	1	1	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00666__UPA00666-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00694	UniPathway UPA00694	unipathway	unipathway	2	3	0	0	2	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00694__UPA00694-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00729	UniPathway UPA00729	unipathway	unipathway	1	1	1	1	0	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00729__UPA00729-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA00989	UniPathway UPA00989	unipathway	unipathway	1	1	1	0	1	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA00989__UPA00989-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unipathway:UPA01010	UniPathway UPA01010	unipathway	unipathway	2	9	2	2	0	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unipathway-UPA01010__UPA01010-deep-research-falcon.md		UNMAPPED	NOT_STARTED		
unknown:function_unknown	Unknown or uncharacterized proteins	unknown	unknown	761	761	22	0	761	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unknown-function_unknown__function_unknown-deep-research-falcon.md		ORPHAN_OR_UNKNOWN_QUEUE	NOT_STARTED		
unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	unknown	64	64	0	0	64	0			false	TODO		TODO	projects/P_PUTIDA/deep-research/PSEPK__unknown-unassigned_no_pathway_signal__unassigned_no_pathway_signal-deep-research-falcon.md		ORPHAN_OR_UNKNOWN_QUEUE	NOT_STARTED		
