suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_1828	false	Q88LU9	Q88LU9_PSEPK	PP_1828	PP_1828	PP_1828	Uncharacterized protein	unreviewed	1.0	260						ppu:PP_1828;	PPUT160488:G1G01-1933-MONOMER;		WP_010952861.1;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_1828	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1833	false	Q88LU4	Q88LU4_PSEPK	PP_1833	PP_1833	PP_1833	DUF3509 domain-containing protein	unreviewed	1.0	100			IPR021898;	PF12021;		ppu:PP_1833;	PPUT160488:G1G01-1938-MONOMER;			Reference proteome	ppu:PP_1833	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1834	false	Q88LU3	Q88LU3_PSEPK	PP_1834	PP_1834	PP_1834	Uncharacterized protein	unreviewed	1.0	174			IPR050776;IPR002110;IPR036770;	PF00023;PF12796;	PTHR24201;	ppu:PP_1834;	PPUT160488:G1G01-1939-MONOMER;		WP_010952866.1;	ANK repeat;Reference proteome;Repeat	ppu:PP_1834	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1835	false	Q88LU2	Q88LU2_PSEPK	PP_1835	PP_1835	PP_1835	Uncharacterized protein	unreviewed	1.0	176						ppu:PP_1835;	PPUT160488:G1G01-1940-MONOMER;		WP_010952867.1;	Reference proteome	ppu:PP_1835	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1839	false	Q88LT8	Q88LT8_PSEPK	PP_1839	PP_1839	PP_1839	Uncharacterized protein	unreviewed	1.0	78						ppu:PP_1839;	PPUT160488:G1G01-1944-MONOMER;		WP_020192211.1;	Reference proteome	ppu:PP_1839	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1849	false	Q88LS9	Q88LS9_PSEPK	PP_1849	PP_1849	PP_1849	Uncharacterized protein	unreviewed	1.0	126						ppu:PP_1849;	PPUT160488:G1G01-1954-MONOMER;		WP_010952880.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_1849	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
ygaY	false	Q88LS8	Q88LS8_PSEPK	ygaY	PP_1850	ygaY PP_1850	Uncharacterized transporter YgaY	unreviewed	1.0	395		GO:0022857	IPR011701;IPR020846;IPR036259;	PF07690;	PTHR42910:SF1;PTHR42910;	ppu:PP_1850;	PPUT160488:G1G01-1955-MONOMER;		WP_010952881.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_1850	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1855	false	Q88LS3	Q88LS3_PSEPK	PP_1855	PP_1855	PP_1855	Uncharacterized protein	unreviewed	1.0	132						ppu:PP_1855;	PPUT160488:G1G01-1960-MONOMER;		WP_010952886.1;	Reference proteome	ppu:PP_1855	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1878	false	Q88LQ1	Q88LQ1_PSEPK	PP_1878	PP_1878	PP_1878	Uncharacterized protein	unreviewed	1.0	255						ppu:PP_1878;	PPUT160488:G1G01-1982-MONOMER;		WP_010952905.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_1878	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1879	false	Q88LQ0	Q88LQ0_PSEPK	PP_1879	PP_1879	PP_1879	Uncharacterized protein	unreviewed	1.0	504						ppu:PP_1879;	PPUT160488:G1G01-1988-MONOMER;			Reference proteome	ppu:PP_1879	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1881	false	Q88LP8	Q88LP8_PSEPK	PP_1881	PP_1881	PP_1881	Uncharacterized protein	unreviewed	1.0	674						ppu:PP_1881;	PPUT160488:G1G01-1990-MONOMER;			Reference proteome	ppu:PP_1881	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1883	false	Q88LP6	Q88LP6_PSEPK	PP_1883	PP_1883	PP_1883	Uncharacterized protein	unreviewed	1.0	601						ppu:PP_1883;	PPUT160488:G1G01-1992-MONOMER;		WP_049586916.1;	Reference proteome	ppu:PP_1883	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1884	false	Q88LP5	Q88LP5_PSEPK	PP_1884	PP_1884	PP_1884	Uncharacterized protein	unreviewed	1.0	821						ppu:PP_1884;	PPUT160488:G1G01-1993-MONOMER;		WP_010952911.1;	Reference proteome	ppu:PP_1884	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1885	false	Q88LP4	Q88LP4_PSEPK	PP_1885	PP_1885	PP_1885	Uncharacterized protein	unreviewed	1.0	784						ppu:PP_1885;	PPUT160488:G1G01-1994-MONOMER;		WP_010952912.1;	Reference proteome	ppu:PP_1885	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1886	false	Q88LP3	Q88LP3_PSEPK	PP_1886	PP_1886	PP_1886	Imidazoleglycerol-phosphate synthase	unreviewed	1.0	975						ppu:PP_1886;	PPUT160488:G1G01-1995-MONOMER;			Reference proteome	ppu:PP_1886	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_1922	false	Q88LK9	Q88LK9_PSEPK	PP_1922	PP_1922	PP_1922	DUF2726 domain-containing protein	unreviewed	1.0	282			IPR024402;	PF10881;		ppu:PP_1922;	PPUT160488:G1G01-2036-MONOMER;		WP_010952943.1;	Reference proteome	ppu:PP_1922	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1923	false	Q88LK8	Q88LK8_PSEPK	PP_1923	PP_1923	PP_1923	DUF4393 domain-containing protein	unreviewed	1.0	262						ppu:PP_1923;	PPUT160488:G1G01-2037-MONOMER;		WP_049586842.1;	Reference proteome	ppu:PP_1923	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1934	false	Q88LJ7	Q88LJ7_PSEPK	PP_1934	PP_1934	PP_1934	Uncharacterized protein	unreviewed	1.0	218						ppu:PP_1934;	PPUT160488:G1G01-2050-MONOMER;			Reference proteome	ppu:PP_1934	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1938	false	Q88LJ3	Q88LJ3_PSEPK	PP_1938	PP_1938	PP_1938	Uncharacterized protein	unreviewed	1.0	103						ppu:PP_1938;	PPUT160488:G1G01-2060-MONOMER;			Reference proteome	ppu:PP_1938	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1958	false	Q88LH4	Q88LH4_PSEPK	PP_1958	PP_1958	PP_1958	Uncharacterized protein	unreviewed	1.0	275			IPR023107;IPR018599;IPR038765;	PF09641;		ppu:PP_1958;	PPUT160488:G1G01-2082-MONOMER;			Reference proteome	ppu:PP_1958	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1959	false	Q88LH3	Q88LH3_PSEPK	PP_1959	PP_1959	PP_1959	Uncharacterized protein	unreviewed	1.0	386						ppu:PP_1959;	PPUT160488:G1G01-2084-MONOMER;		WP_010952979.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_1959	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1961	false	Q88LH1	Q88LH1_PSEPK	PP_1961	PP_1961	PP_1961	Uncharacterized protein	unreviewed	1.0	329			IPR009057;			ppu:PP_1961;	PPUT160488:G1G01-2086-MONOMER;		WP_010952981.1;	Coiled coil;Reference proteome	ppu:PP_1961	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_1971	false	Q88LG2	Q88LG2_PSEPK	PP_1971	PP_1971	PP_1971	DUF1285 domain-containing protein	unreviewed	1.0	192			IPR010707;IPR023361;IPR048342;IPR048341;	PF21028;PF06938;		ppu:PP_1971;	PPUT160488:G1G01-2096-MONOMER;			Reference proteome	ppu:PP_1971	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2015	false	Q88LC0	Q88LC0_PSEPK	PP_2015	PP_2015	PP_2015	DUF1315 family protein	unreviewed	1.0	86			IPR009749;	PF07023;		ppu:PP_2015;	PPUT160488:G1G01-2149-MONOMER;		WP_003247224.1;	Reference proteome	ppu:PP_2015	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2016	false	Q88LB9	Q88LB9_PSEPK	PP_2016	PP_2016	PP_2016	DUF2797 domain-containing protein	unreviewed	1.0	276			IPR021246;	PF10977;		ppu:PP_2016;	PPUT160488:G1G01-2150-MONOMER;		WP_003247225.1;	Reference proteome	ppu:PP_2016	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2026	false	Q88LA9	Q88LA9_PSEPK	PP_2026	PP_2026	PP_2026	DUF3077 domain-containing protein	unreviewed	1.0	88						ppu:PP_2026;	PPUT160488:G1G01-2161-MONOMER;		WP_010953035.1;	Reference proteome	ppu:PP_2026	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2027	false	Q88LA8	Q88LA8_PSEPK	PP_2027	PP_2027	PP_2027	DUF7939 domain-containing protein	unreviewed	1.0	543			IPR025738;IPR057699;	PF13584;PF25607;	PTHR40940:SF1;PTHR40940;	ppu:PP_2027;	PPUT160488:G1G01-2163-MONOMER;		WP_010953036.1;	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	ppu:PP_2027	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2030	false	Q88LA5	Q88LA5_PSEPK	PP_2030	PP_2030	PP_2030	DUF4381 domain-containing protein	unreviewed	1.0	164			IPR025489;	PF14316;		ppu:PP_2030;	PPUT160488:G1G01-2166-MONOMER;		WP_010953039.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2030	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2031	false	Q88LA4	Q88LA4_PSEPK	PP_2031	PP_2031	PP_2031	DUF58 domain-containing protein	unreviewed	1.0	318			IPR002881;	PF01882;	PTHR33608;PTHR33608:SF12;	ppu:PP_2031;	PPUT160488:G1G01-2167-MONOMER;			Coiled coil;Reference proteome	ppu:PP_2031	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2042	false	Q88L93	Q88L93_PSEPK	PP_2042	PP_2042	PP_2042	DUF1302 domain-containing protein	unreviewed	1.0	617			IPR010727;	PF06980;		ppu:PP_2042;	PPUT160488:G1G01-2178-MONOMER;		WP_049586656.1;	Reference proteome;Signal	ppu:PP_2042	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2043	false	Q88L92	Q88L92_PSEPK	PP_2043	PP_2043	PP_2043	DUF1329 domain-containing protein	unreviewed	1.0	442			IPR010752;	PF07044;		ppu:PP_2043;	PPUT160488:G1G01-2179-MONOMER;			Reference proteome;Signal	ppu:PP_2043	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
yidH	false	Q88L91	Q88L91_PSEPK	yidH	PP_2044	yidH PP_2044	DUF202 domain-containing protein	unreviewed	1.0	128		GO:0005886	IPR003807;IPR052053;	PF02656;	PTHR34187:SF2;PTHR34187;	ppu:PP_2044;	PPUT160488:G1G01-2180-MONOMER;		WP_010953050.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2044	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2053	false	Q88L82	Q88L82_PSEPK	PP_2053	PP_2053	PP_2053	DUF3144 domain-containing protein	unreviewed	1.0	98			IPR021490;	PF11342;		ppu:PP_2053;	PPUT160488:G1G01-2191-MONOMER;		WP_004577437.1;	Reference proteome	ppu:PP_2053	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
yraO	false	Q88L78	Q88L78_PSEPK	yraO	PP_2057	yraO PP_2057	Uncharacterized transporter YraO	unreviewed	1.0	434		GO:0015137; GO:0016020	IPR004680;IPR014738;	PF03600;		ppu:PP_2057;	PPUT160488:G1G01-2195-MONOMER;		WP_010953061.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	ppu:PP_2057	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2059	false	Q88L76	Y2059_PSEPK	PP_2059	PP_2059	PP_2059	UPF0337 protein PP_2059	reviewed	1.0	82			IPR008462;IPR036629;	PF05532;		ppu:PP_2059;	PPUT160488:G1G01-2197-MONOMER;		WP_003247275.1;	Reference proteome	ppu:PP_2059	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2061	false	Q88L74	Q88L74_PSEPK	PP_2061	PP_2061	PP_2061	Uncharacterized protein	unreviewed	1.0	70						ppu:PP_2061;	PPUT160488:G1G01-2199-MONOMER;		WP_010953063.1;	Reference proteome	ppu:PP_2061	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2075	false	Q88L60	Q88L60_PSEPK	PP_2075	PP_2075	PP_2075	DUF6708 domain-containing protein	unreviewed	1.0	377			IPR046554;	PF20455;		ppu:PP_2075;	PPUT160488:G1G01-2213-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2075	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2079	false	Q88L56	Q88L56_PSEPK	PP_2079	PP_2079	PP_2079	Uncharacterized protein	unreviewed	1.0	152						ppu:PP_2079;	PPUT160488:G1G01-2217-MONOMER;			Reference proteome	ppu:PP_2079	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2086	false	Q88L49	Q88L49_PSEPK	PP_2086	PP_2086	PP_2086	CrfX protein	unreviewed	1.0	90						ppu:PP_2086;	PPUT160488:G1G01-2224-MONOMER;		WP_010953087.1;	Reference proteome	ppu:PP_2086	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_2099	false	Q88L36	Q88L36_PSEPK	PP_2099	PP_2099	PP_2099	DUF469 domain-containing protein	unreviewed	1.0	114		GO:0005829	IPR007416;	PF04320;	PTHR38778:SF1;PTHR38778;	ppu:PP_2099;	PPUT160488:G1G01-2239-MONOMER;		WP_003248695.1;	Reference proteome	ppu:PP_2099	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2103	false	Q88L32	Q88L32_PSEPK	PP_2103	PP_2103	PP_2103	Uncharacterized protein	unreviewed	1.0	109						ppu:PP_2103;	PPUT160488:G1G01-2243-MONOMER;		WP_010953102.1;	Reference proteome	ppu:PP_2103	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2105	false	Q88L30	Q88L30_PSEPK	PP_2105	PP_2105	PP_2105	DUF883 domain-containing protein	unreviewed	1.0	104		GO:0005886; GO:0043022	IPR043605;IPR043604;IPR010279;	PF05957;PF19029;	PTHR35893:SF3;PTHR35893;	ppu:PP_2105;	PPUT160488:G1G01-2245-MONOMER;		WP_010953104.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2105	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2109	false	Q88L26	Q88L26_PSEPK	PP_2109	PP_2109	PP_2109	Uncharacterized protein	unreviewed	1.0	102						ppu:PP_2109;	PPUT160488:G1G01-2249-MONOMER;		WP_010953108.1;	Reference proteome	ppu:PP_2109	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2115	false	Q88L22	Q88L22_PSEPK	PP_2115	PP_2115	PP_2115	Uncharacterized protein	unreviewed	1.0	65						ppu:PP_2115;	PPUT160488:G1G01-2255-MONOMER;		WP_010953112.1;	Reference proteome	ppu:PP_2115	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2133	false	Q88L04	Q88L04_PSEPK	PP_2133	PP_2133	PP_2133	Uncharacterized protein	unreviewed	1.0	154						ppu:PP_2133;	PPUT160488:G1G01-2275-MONOMER;			Reference proteome	ppu:PP_2133	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2138	false	Q88L00	Q88L00_PSEPK	PP_2138	PP_2138	PP_2138	DUF1653 domain-containing protein	unreviewed	1.0	83			IPR023387;IPR037135;	PF07866;		ppu:PP_2138;	PPUT160488:G1G01-2279-MONOMER;		WP_003248769.1;	Reference proteome	ppu:PP_2138	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2141	false	Q88KZ7	Q88KZ7_PSEPK	PP_2141	PP_2141	PP_2141	Uncharacterized protein	unreviewed	1.0	77						ppu:PP_2141;	PPUT160488:G1G01-2282-MONOMER;		WP_003248777.1;	Reference proteome	ppu:PP_2141	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2172	false	Q88KW7	Q88KW7_PSEPK	PP_2172	PP_2172	PP_2172	Glycine-rich protein	unreviewed	1.0	147						ppu:PP_2172;	PPUT160488:G1G01-2313-MONOMER;		WP_010953158.1;	Reference proteome;Signal	ppu:PP_2172	unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	no specific pathway, UniPathway, EC, or recognized module signal			
PP_2189	false	Q88KV0	Q88KV0_PSEPK	PP_2189	PP_2189	PP_2189	DUF883 domain-containing protein	unreviewed	1.0	141		GO:0005886; GO:0043022	IPR043605;IPR043604;IPR010279;	PF05957;PF19029;	PTHR35893:SF3;PTHR35893;	ppu:PP_2189;	PPUT160488:G1G01-2330-MONOMER;		WP_010953174.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2189	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2190	false	Q88KU9	Q88KU9_PSEPK	PP_2190	PP_2190	PP_2190	Uncharacterized protein	unreviewed	1.0	87						ppu:PP_2190;	PPUT160488:G1G01-2331-MONOMER;		WP_003248880.1;	Reference proteome	ppu:PP_2190	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2219	false	Q88KS1	Q88KS1_PSEPK	PP_2219	PP_2219	PP_2219	Uncharacterized protein	unreviewed	1.0	122						ppu:PP_2219;	PPUT160488:G1G01-2360-MONOMER;		WP_010953198.1;	Reference proteome	ppu:PP_2219	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2222	false	Q88KR8	Q88KR8_PSEPK	PP_2222	PP_2222	PP_2222	Uncharacterized protein	unreviewed	1.0	65						ppu:PP_2222;	PPUT160488:G1G01-2362-MONOMER;			Reference proteome	ppu:PP_2222	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2223	false	Q88KR7	Q88KR7_PSEPK	PP_2223	PP_2223	PP_2223	Uncharacterized protein	unreviewed	1.0	176						ppu:PP_2223;	PPUT160488:G1G01-2363-MONOMER;			Reference proteome	ppu:PP_2223	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2224	false	Q88KR6	Q88KR6_PSEPK	PP_2224	PP_2224	PP_2224	Uncharacterized protein	unreviewed	1.0	70						ppu:PP_2224;	PPUT160488:G1G01-2364-MONOMER;		WP_010953202.1;	Reference proteome	ppu:PP_2224	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2237	false	Q88KQ3	Q88KQ3_PSEPK	PP_2237	PP_2237	PP_2237	DUF3182 family protein	unreviewed	1.0	372			IPR021519;	PF11379;		ppu:PP_2237;	PPUT160488:G1G01-2377-MONOMER;		WP_010953213.1;	Reference proteome	ppu:PP_2237	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2274	false	Q88KL6	Q88KL6_PSEPK	PP_2274	PP_2274	PP_2274	Uncharacterized protein	unreviewed	1.0	71						ppu:PP_2274;	PPUT160488:G1G01-2428-MONOMER;		WP_009682626.1;	Reference proteome	ppu:PP_2274	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2275	false	Q88KL5	Q88KL5_PSEPK	PP_2275	PP_2275	PP_2275	Uncharacterized protein	unreviewed	1.0	69						ppu:PP_2275;	PPUT160488:G1G01-2429-MONOMER;		WP_010953247.1;	Reference proteome	ppu:PP_2275	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2277	false	Q88KL3	Q88KL3_PSEPK	PP_2277	PP_2277	PP_2277	Uncharacterized protein	unreviewed	1.0	461			IPR041223;IPR041229;	PF18862;PF18739;		ppu:PP_2277;	PPUT160488:G1G01-2431-MONOMER;		WP_010953249.1;	Reference proteome	ppu:PP_2277	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2278	false	Q88KL2	Q88KL2_PSEPK	PP_2278	PP_2278	PP_2278	Uncharacterized protein	unreviewed	1.0	64						ppu:PP_2278;	PPUT160488:G1G01-2432-MONOMER;		WP_010953250.1;	Reference proteome	ppu:PP_2278	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2280	false	Q88KL0	Q88KL0_PSEPK	PP_2280	PP_2280	PP_2280	Uncharacterized protein	unreviewed	1.0	53						ppu:PP_2280;	PPUT160488:G1G01-2435-MONOMER;			Reference proteome	ppu:PP_2280	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2286	false	Q88KK4	Q88KK4_PSEPK	PP_2286	PP_2286	PP_2286	Uncharacterized protein	unreviewed	1.0	729						ppu:PP_2286;	PPUT160488:G1G01-2443-MONOMER;		WP_010953258.1;	Reference proteome	ppu:PP_2286	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2289	false	Q88KK1	Q88KK1_PSEPK	PP_2289	PP_2289	PP_2289	DUF4376 domain-containing protein	unreviewed	1.0	167			IPR025484;	PF14301;		ppu:PP_2289;	PPUT160488:G1G01-2446-MONOMER;		WP_010953261.1;	Reference proteome	ppu:PP_2289	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2290	false	Q88KK0	Q88KK0_PSEPK	PP_2290	PP_2290	PP_2290	Uncharacterized protein	unreviewed	1.0	78						ppu:PP_2290;	PPUT160488:G1G01-2447-MONOMER;		WP_009682604.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	ppu:PP_2290	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2291	false	Q88KJ9	Q88KJ9_PSEPK	PP_2291	PP_2291	PP_2291	Uncharacterized protein	unreviewed	1.0	95			IPR024345;	PF11123;		ppu:PP_2291;	PPUT160488:G1G01-2448-MONOMER;		WP_010953262.1;	Reference proteome	ppu:PP_2291	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2292	false	Q88KJ8	Q88KJ8_PSEPK	PP_2292	PP_2292	PP_2292	Uncharacterized protein	unreviewed	1.0	256						ppu:PP_2292;	PPUT160488:G1G01-2449-MONOMER;			Reference proteome	ppu:PP_2292	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
PP_2294	false	Q88KJ6	Q88KJ6_PSEPK	PP_2294	PP_2294	PP_2294	Uncharacterized protein	unreviewed	1.0	146						ppu:PP_2294;	PPUT160488:G1G01-2451-MONOMER;			Reference proteome	ppu:PP_2294	unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	unknown-function wording and no specific pathway assignment			
