Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88NH2	Q88NH2_PSEPK	dapA dapA-I PP_1237	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	160488	295	unreviewed	3.0	FUNCTION: Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). {ECO:0000256|ARBA:ARBA00003294, ECO:0000256|HAMAP-Rule:MF_00418}.	4.3.3.7	GO:0005829; GO:0008840; GO:0009089; GO:0019877	IPR013785;IPR005263;IPR002220;IPR020625;IPR020624;	PF00701;	PTHR12128:SF66;PTHR12128;	ppu:PP_1237;	PPUT160488:G1G01-1323-MONOMER;	UPA00034;	WP_003254739.1;	Amino-acid biosynthesis;Cytoplasm;Diaminopimelate biosynthesis;Lyase;Lysine biosynthesis;Reference proteome;Schiff base
Q88P22	Q88P22_PSEPK	guaB PP_1031	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	160488	489	unreviewed	3.0	FUNCTION: Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. {ECO:0000256|HAMAP-Rule:MF_01964}.	1.1.1.205	GO:0000166; GO:0003938; GO:0006177; GO:0006183; GO:0046872	IPR013785;IPR000644;IPR046342;IPR005990;IPR015875;IPR001093;	PF00571;PF00478;	PTHR11911:SF111;PTHR11911;	ppu:PP_1031;	PPUT160488:G1G01-1104-MONOMER;	UPA00601;	WP_003255025.1;	CBS domain;GMP biosynthesis;Metal-binding;NAD;Oxidoreductase;Potassium;Purine biosynthesis;Reference proteome;Repeat
Q88PR1	Q88PR1_PSEPK	nadC PP_0787	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	160488	282	unreviewed	3.0	FUNCTION: Involved in the catabolism of quinolinic acid (QA). {ECO:0000256|ARBA:ARBA00003237}.	2.4.2.19	GO:0004514; GO:0005737; GO:0009435; GO:0034213	IPR013785;IPR004393;IPR027277;IPR036068;IPR037128;IPR002638;IPR022412;	PF01729;PF02749;	PTHR32179;PTHR32179:SF3;	ppu:PP_0787;	PPUT160488:G1G01-861-MONOMER;	UPA00253;	WP_010952023.1;	Glycosyltransferase;Pyridine nucleotide biosynthesis;Reference proteome;Transferase
Q88QE7	Q88QE7_PSEPK	mpl PP_0547	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)	160488	449	unreviewed	3.0	FUNCTION: Reutilizes the intact tripeptide L-alanyl-gamma-D-glutamyl-meso-diaminopimelate by linking it to UDP-N-acetylmuramate. {ECO:0000256|HAMAP-Rule:MF_02020}.	6.3.2.45	GO:0005524; GO:0008360; GO:0009252; GO:0009254; GO:0051301; GO:0071555; GO:0106418	IPR005757;IPR036565;IPR004101;IPR036615;IPR013221;IPR000713;IPR050061;	PF01225;PF02875;PF08245;	PTHR43445;PTHR43445:SF5;	ppu:PP_0547;	PPUT160488:G1G01-597-MONOMER;	UPA00544;	WP_010951824.1;	ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Ligase;Magnesium;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome
Q88QK8	Q88QK8_PSEPK	bfr-I PP_0482	Bacterioferritin (EC 1.16.3.1)	160488	154	unreviewed	3.0	FUNCTION: Iron-storage protein, whose ferroxidase center binds Fe(2+), oxidizes it using dioxygen to Fe(3+), and participates in the subsequent Fe(3+) oxide mineral core formation within the central cavity of the BFR protein shell. {ECO:0000256|PIRNR:PIRNR002560}.	1.16.3.1	GO:0004322; GO:0005829; GO:0006826; GO:0006879; GO:0008199; GO:0020037; GO:0140315	IPR002024;IPR012347;IPR009040;IPR009078;IPR008331;	PF00210;	PTHR30295;PTHR30295:SF9;	ppu:PP_0482;	PPUT160488:G1G01-529-MONOMER;		WP_003255449.1;	Heme;Ion transport;Iron;Iron storage;Iron transport;Metal-binding;Oxidoreductase;Reference proteome;Transport
Q88QS3	Q88QS3_PSEPK	rpe PP_0415	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	160488	224	unreviewed	3.0	FUNCTION: Catalyzes the reversible epimerization of D-ribulose 5-phosphate to D-xylulose 5-phosphate. {ECO:0000256|HAMAP-Rule:MF_02227}.	5.1.3.1	GO:0004750; GO:0005737; GO:0006098; GO:0019323; GO:0046872	IPR013785;IPR026019;IPR000056;IPR011060;	PF00834;	PTHR11749;	ppu:PP_0415;	PPUT160488:G1G01-452-MONOMER;		WP_003255539.1;	Carbohydrate metabolism;Cobalt;Isomerase;Manganese;Metal-binding;Reference proteome;Zinc
Q88RM5	Q88RM5_PSEPK	ctaD PP_0104	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	160488	529	unreviewed	3.0	FUNCTION: Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1-3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B. {ECO:0000256|RuleBase:RU363061}.	7.1.1.9	GO:0004129; GO:0005886; GO:0006119; GO:0015990; GO:0016491; GO:0020037; GO:0022904; GO:0045277; GO:0046872	IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;IPR014241;	PF00115;	PTHR10422;PTHR10422:SF18;	ppu:PP_0104;	MetaCyc:G1G01-108-MONOMER;PPUT160488:G1G01-108-MONOMER;	UPA00705;	WP_010951506.1;	Cell membrane;Copper;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport
Q88RM6	Q88RM6_PSEPK	PP_0103	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	160488	375	unreviewed	3.0	FUNCTION: Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B). {ECO:0000256|ARBA:ARBA00024688, ECO:0000256|RuleBase:RU004024}.	7.1.1.9	GO:0004129; GO:0005507; GO:0005886; GO:0016491; GO:0020037; GO:0042773	IPR045187;IPR002429;IPR001505;IPR008972;IPR009056;IPR036909;IPR014222;IPR011759;IPR036257;	PF00116;PF02790;PF13442;	PTHR22888:SF9;PTHR22888;	ppu:PP_0103;	MetaCyc:G1G01-107-MONOMER;PPUT160488:G1G01-107-MONOMER;		WP_010951505.1;	Copper;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Signal;Translocase;Transmembrane;Transmembrane helix;Transport
A0A140FWS3	A0A140FWS3_PSEPK	ahcY PP_4976	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	160488	464	unreviewed	3.0	FUNCTION: May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine. {ECO:0000256|HAMAP-Rule:MF_00563}.	3.13.2.1	GO:0004013; GO:0005829; GO:0006730; GO:0033353; GO:0071269	IPR042172;IPR000043;IPR015878;IPR036291;IPR020082;	PF05221;PF00670;	PTHR23420;PTHR23420:SF0;	ppu:PP_4976;	PPUT160488:G1G01-5321-MONOMER;	UPA00314;		Cytoplasm;Hydrolase;NAD;One-carbon metabolism;Reference proteome
Q88CM5	Q88CM5_PSEPK	serA PP_5155	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95) (2-oxoglutarate reductase)	160488	409	unreviewed	3.0	FUNCTION: Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate. {ECO:0000256|ARBA:ARBA00003800}.	1.1.1.399; 1.1.1.95	GO:0004617; GO:0006564; GO:0051287; GO:0120568	IPR045865;IPR002912;IPR054480;IPR050418;IPR006139;IPR029753;IPR029752;IPR006140;IPR036291;	PF00389;PF02826;PF22629;	PTHR43761:SF1;PTHR43761;	ppu:PP_5155;	PPUT160488:G1G01-5500-MONOMER;	UPA00135;	WP_003248995.1;	Amino-acid biosynthesis;NAD;Oxidoreductase;Reference proteome;Serine biosynthesis
Q88CN1	Q88CN1_PSEPK	ilvA-II ilvA PP_5149	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	160488	504	unreviewed	3.0	FUNCTION: Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA. {ECO:0000256|ARBA:ARBA00025527, ECO:0000256|RuleBase:RU362012}.	4.3.1.19	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0009097; GO:0030170	IPR045865;IPR050147;IPR000634;IPR001721;IPR038110;IPR005787;IPR001926;IPR036052;	PF00291;PF00585;	PTHR48078:SF11;PTHR48078;	ppu:PP_5149;	PPUT160488:G1G01-5494-MONOMER;	UPA00047;	WP_010955682.1;	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Isoleucine biosynthesis;Lyase;Pyridoxal phosphate;Reference proteome;Repeat
Q88CU2	Q88CU2_PSEPK	priA PP_5088	Replication restart protein PriA (ATP-dependent DNA helicase PriA) (EC 5.6.2.4) (DNA 3'-5' helicase PriA)	160488	739	unreviewed	3.0	FUNCTION: Initiates the restart of stalled replication forks, which reloads the replicative helicase on sites other than the origin of replication. Recognizes and binds to abandoned replication forks and remodels them to uncover a helicase loading site. Promotes assembly of the primosome at these replication forks. {ECO:0000256|HAMAP-Rule:MF_00983}.	5.6.2.4	GO:0003677; GO:0005524; GO:0006269; GO:0006270; GO:0006302; GO:0006310; GO:0008270; GO:0016887; GO:0043138; GO:1990077	IPR011545;IPR014001;IPR001650;IPR027417;IPR005259;IPR041222;IPR042115;IPR041236;IPR040498;	PF00270;PF00271;PF17764;PF18074;PF18319;	PTHR30580;PTHR30580:SF0;	ppu:PP_5088;	PPUT160488:G1G01-5432-MONOMER;		WP_010955632.1;	ATP-binding;DNA replication;DNA-binding;Helicase;Hydrolase;Isomerase;Metal-binding;Nucleotide-binding;Primosome;Reference proteome;Zinc
Q88CX8	Q88CX8_PSEPK	trmL PP_5052	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	160488	157	unreviewed	3.0	FUNCTION: Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S-adenosyl-L-methionine to the 2'-OH of the wobble nucleotide. {ECO:0000256|HAMAP-Rule:MF_01885}.	2.1.1.207	GO:0002131; GO:0002132; GO:0003723; GO:0005737; GO:0042802; GO:0141098; GO:0141102	IPR029028;IPR001537;IPR016914;IPR029026;	PF00588;	PTHR42971;PTHR42971:SF1;	ppu:PP_5052;	PPUT160488:G1G01-5396-MONOMER;			Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
Q88DA8	Q88DA8_PSEPK	nudF PP_4919	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase)	160488	209	unreviewed	3.0	FUNCTION: Acts on ADP-mannose and ADP-glucose as well as ADP-ribose. Prevents glycogen biosynthesis. The reaction catalyzed by this enzyme is a limiting step of the gluconeogenic process. {ECO:0000256|ARBA:ARBA00025164}.	3.6.1.13	GO:0005829; GO:0006753; GO:0019144; GO:0019693; GO:0046872; GO:0047631	IPR004385;IPR015797;IPR020084;IPR000086;	PF00293;	PTHR11839:SF5;PTHR11839;	ppu:PP_4919;	PPUT160488:G1G01-5261-MONOMER;			Hydrolase;Magnesium;Metal-binding;Reference proteome
Q88DB2	Q88DB2_PSEPK	parE PP_4915	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	160488	634	unreviewed	3.0	FUNCTION: Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule. {ECO:0000256|HAMAP-Rule:MF_00938}.	5.6.2.2	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0007059; GO:0046872	IPR002288;IPR036890;IPR003594;IPR020568;IPR014721;IPR001241;IPR013760;IPR013759;IPR013506;IPR018522;IPR005737;IPR006171;	PF00204;PF00986;PF02518;PF01751;	PTHR45866;PTHR45866:SF4;	ppu:PP_4915;	PPUT160488:G1G01-5257-MONOMER;		WP_010955497.1;	ATP-binding;DNA-binding;Isomerase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Topoisomerase
Q88DC7	Q88DC7_PSEPK	queG PP_4900	Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)	160488	354	unreviewed	3.0	FUNCTION: Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr). {ECO:0000256|HAMAP-Rule:MF_00916}.	1.17.99.6	GO:0005737; GO:0008616; GO:0031419; GO:0046872; GO:0051539; GO:0052693	IPR017896;IPR017900;IPR004453;IPR013542;	PF13484;PF08331;	PTHR30002;PTHR30002:SF4;	ppu:PP_4900;	PPUT160488:G1G01-5242-MONOMER;	UPA00392;	WP_010955486.1;	4Fe-4S;Cobalamin;Cobalt;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Queuosine biosynthesis;Reference proteome;tRNA processing
Q88DL8	Q88DL8_PSEPK	mrdA-II mrdA PP_4807	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	160488	629	unreviewed	3.0	FUNCTION: Catalyzes cross-linking of the peptidoglycan cell wall. {ECO:0000256|HAMAP-Rule:MF_02081}.	3.4.16.4	GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0016757; GO:0071555; GO:0071972	IPR050515;IPR012338;IPR005311;IPR036138;IPR001460;IPR017790;	PF03717;PF00905;	PTHR30627;PTHR30627:SF2;	ppu:PP_4807;	PPUT160488:G1G01-5144-MONOMER;	UPA00219;	WP_010955422.1;	Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q88DL9	Q88DL9_PSEPK	mrdB rodA PP_4806	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	160488	374	unreviewed	3.0	FUNCTION: Peptidoglycan polymerase that is essential for cell wall elongation. {ECO:0000256|HAMAP-Rule:MF_02079}.	2.4.99.28	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0032153; GO:0051301; GO:0071555	IPR018365;IPR001182;IPR011923;	PF01098;	PTHR30474;PTHR30474:SF1;	ppu:PP_4806;	PPUT160488:G1G01-5143-MONOMER;	UPA00219;		Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q88DV2	Q88DV2_PSEPK	folP PP_4717	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	160488	283	unreviewed	3.0	FUNCTION: Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives. {ECO:0000256|ARBA:ARBA00053449, ECO:0000256|RuleBase:RU361205}.	2.5.1.15	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872	IPR045031;IPR006390;IPR011005;IPR000489;	PF00809;	PTHR20941;PTHR20941:SF1;	ppu:PP_4717;	PPUT160488:G1G01-5043-MONOMER;	UPA00077;	WP_010955359.1;	Folate biosynthesis;Magnesium;Metal-binding;Reference proteome;Transferase
Q88E09	Q88E09_PSEPK	ggt PP_4659	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	160488	555	unreviewed	3.0		2.3.2.2; 3.4.19.13	GO:0006750; GO:0006751; GO:0036374; GO:0103068	IPR051792;IPR055262;IPR043138;IPR000101;IPR043137;IPR029055;	PF01019;	PTHR43199;PTHR43199:SF1;	ppu:PP_4659;	PPUT160488:G1G01-4972-MONOMER;	UPA00204;	WP_010955315.1;	Acyltransferase;Glutathione biosynthesis;Hydrolase;Reference proteome;Signal;Transferase;Zymogen
Q88EK9	Q88EK9_PSEPK	gsiA PP_4453	Glutathione import ATP-binding protein GsiA (EC 7.4.2.10) (EC 7.4.2.9)	160488	610	unreviewed	3.0	FUNCTION: Part of the ABC transporter DppABCDF involved in the uptake of various di/tripeptides. Is also involved in the uptake of phaseolotoxin, a toxic tripeptide inhibiting the enzyme ornithine carbamoyltransferase. Responsible for energy coupling to the transport system. {ECO:0000256|ARBA:ARBA00058018}.; FUNCTION: Part of the ABC transporter complex GsiABCD involved in glutathione import. Responsible for energy coupling to the transport system. {ECO:0000256|ARBA:ARBA00037530}.	7.4.2.10; 7.4.2.9	GO:0005524; GO:0005886; GO:0015833; GO:0016887; GO:0055085	IPR003593;IPR050319;IPR003439;IPR017871;IPR013563;IPR027417;	PF00005;PF08352;	PTHR43776:SF15;PTHR43776;	ppu:PP_4453;	PPUT160488:G1G01-4741-MONOMER;			ATP-binding;Cell inner membrane;Cell membrane;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Repeat;Translocase;Transport
Q88F23	Q88F23_PSEPK	smc PP_4276	Chromosome partition protein Smc	160488	1162	unreviewed	3.0	FUNCTION: Required for chromosome condensation and partitioning. {ECO:0000256|HAMAP-Rule:MF_01894}.		GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0007059; GO:0007062; GO:0016887; GO:0030261	IPR027417;IPR003395;IPR024704;IPR010935;IPR036277;IPR011890;	PF06470;PF02463;	PTHR43977;	ppu:PP_4276;	PPUT160488:G1G01-4554-MONOMER;		WP_010955021.1;	ATP-binding;Coiled coil;Cytoplasm;DNA-binding;Nucleotide-binding;Reference proteome
Q88F46	Q88F46_PSEPK	ccoP-I PP_4253	Cbb3-type cytochrome c oxidase subunit	160488	313	unreviewed	3.0	FUNCTION: C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex. CcoP subunit is required for transferring electrons from donor cytochrome c via its heme groups to CcoO subunit. From there, electrons are shuttled to the catalytic binuclear center of CcoN subunit where oxygen reduction takes place. The complex also functions as a proton pump. {ECO:0000256|ARBA:ARBA00054634}.		GO:0005506; GO:0005886; GO:0006119; GO:0009055; GO:0016491; GO:0020037; GO:0022904; GO:1902600	IPR032858;IPR038414;IPR009056;IPR036909;IPR008168;IPR004678;IPR050597;	PF13442;PF14715;	PTHR33751;PTHR33751:SF1;	ppu:PP_4253;	MetaCyc:G1G01-4526-MONOMER;PPUT160488:G1G01-4526-MONOMER;	UPA00705;	WP_010955004.1;	Cell inner membrane;Cell membrane;Electron transport;Heme;Hydrogen ion transport;Ion transport;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Repeat;Respiratory chain;Transmembrane;Transmembrane helix;Transport
Q88FA7	Q88FA7_PSEPK	sdhA PP_4191	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	160488	590	unreviewed	3.0	FUNCTION: Two distinct, membrane-bound, FAD-containing enzymes are responsible for the catalysis of fumarate and succinate interconversion; the fumarate reductase is used in anaerobic growth, and the succinate dehydrogenase is used in aerobic growth. {ECO:0000256|ARBA:ARBA00002054}.	1.3.5.1	GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009061; GO:0022900; GO:0050660	IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR030664;IPR027477;IPR011281;IPR014006;	PF00890;PF02910;	PTHR11632;PTHR11632:SF51;	ppu:PP_4191;	MetaCyc:G1G01-4459-MONOMER;PPUT160488:G1G01-4459-MONOMER;	UPA00223;	WP_003254213.1;	Cell inner membrane;Cell membrane;Electron transport;FAD;Flavoprotein;Membrane;Oxidoreductase;Reference proteome;Transport;Tricarboxylic acid cycle
Q88FB1	Q88FB1_PSEPK	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	160488	478	unreviewed	3.0	FUNCTION: The branched-chain alpha-keto dehydrogenase complex catalyzes the overall conversion of alpha-keto acids to acyl-CoA and CO(2). It contains multiple copies of 3 enzymatic components: branched-chain alpha-keto acid decarboxylase (E1), lipoamide acyltransferase (E2) and lipoamide dehydrogenase (E3). {ECO:0000256|ARBA:ARBA00056335}.	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	IPR050151;IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	PTHR22912:SF224;PTHR22912;	ppu:PP_4187;	PPUT160488:G1G01-4454-MONOMER;		WP_010954949.1;	3D-structure;Cytoplasm;Disulfide bond;FAD;Flavoprotein;NAD;Nucleotide-binding;Oxidoreductase;Redox-active center;Reference proteome
Q88FG7	Q88FG7_PSEPK	nuoL PP_4129	NADH-quinone oxidoreductase subunit L (NADH dehydrogenase I subunit L) (NDH-1 subunit L)	160488	617	unreviewed	3.0	FUNCTION: NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. {ECO:0000256|ARBA:ARBA00002378}.		GO:0003954; GO:0005886; GO:0008137; GO:0015990; GO:0042773; GO:0048038	IPR018393;IPR001750;IPR003945;IPR001516;	PF00361;PF00662;	PTHR42829;PTHR42829:SF2;	ppu:PP_4129;	MetaCyc:G1G01-4396-MONOMER;PPUT160488:G1G01-4396-MONOMER;		WP_010954903.1;	Cell inner membrane;Cell membrane;Membrane;NAD;Oxidoreductase;Quinone;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Ubiquinone
Q88FM9	Q88FM9_PSEPK	glgE PP_4060	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (GMPMT) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase)	160488	661	unreviewed	3.0	FUNCTION: Maltosyltransferase that uses maltose 1-phosphate (M1P) as the sugar donor to elongate linear or branched alpha-(1->4)-glucans. Is involved in a branched alpha-glucan biosynthetic pathway from trehalose, together with TreS, Mak and GlgB. {ECO:0000256|HAMAP-Rule:MF_02124}.	2.4.99.16	GO:0004553; GO:0016758; GO:0030979	IPR017853;IPR006047;IPR026585;IPR049171;IPR021828;IPR013780;IPR013783;	PF00128;PF21702;PF11896;	PTHR47786;PTHR47786:SF2;	ppu:PP_4060;	PPUT160488:G1G01-4325-MONOMER;			Carbohydrate metabolism;Glycosyltransferase;Reference proteome;Transferase
Q88FR4	Q88FR4_PSEPK	topB PP_4019	DNA topoisomerase (EC 5.6.2.1) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	160488	653	unreviewed	3.0		5.6.2.1	GO:0003677; GO:0003917; GO:0006265; GO:0006281; GO:0006310; GO:0043597; GO:0046872	IPR000380;IPR003601;IPR023406;IPR013497;IPR013824;IPR013825;IPR013826;IPR023405;IPR003602;IPR005738;IPR006171;IPR034144;	PF01131;PF01751;	PTHR11390:SF21;PTHR11390;	ppu:PP_4019;	PPUT160488:G1G01-4286-MONOMER;		WP_010954821.1;	DNA-binding;Isomerase;Magnesium;Metal-binding;Reference proteome;Topoisomerase
Q88IB9	Q88IB9_PSEPK	aroF-II PP_3080	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	160488	353	unreviewed	3.0	FUNCTION: Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP). {ECO:0000256|ARBA:ARBA00003726, ECO:0000256|PIRNR:PIRNR001361}.	2.5.1.54	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802	IPR013785;IPR006218;IPR006219;	PF00793;	PTHR21225;PTHR21225:SF12;	ppu:PP_3080;	PPUT160488:G1G01-3273-MONOMER;	UPA00053;	WP_010953978.1;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Reference proteome;Transferase
Q88IJ6	Q88IJ6_PSEPK	aroQ-III aroQ PP_3003	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	160488	145	unreviewed	3.0	FUNCTION: Catalyzes a trans-dehydration via an enolate intermediate. {ECO:0000256|HAMAP-Rule:MF_00169}.	4.2.1.10	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	IPR001874;IPR036441;	PF01220;	PTHR21272;PTHR21272:SF3;	ppu:PP_3003;	PPUT160488:G1G01-3186-MONOMER;	UPA00053;	WP_010953903.1;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Lyase;Reference proteome
Q88IS0	Q88IS0_PSEPK	nspC PP_2929	Carboxynorspermidine/carboxyspermidine decarboxylase (CANS DC/CAS DC) (CANSDC/CASDC) (EC 4.1.1.96)	160488	365	unreviewed	3.0	FUNCTION: Catalyzes the decarboxylation of carboxynorspermidine and carboxyspermidine. {ECO:0000256|PIRNR:PIRNR038941}.	4.1.1.96	GO:0005737; GO:0008295; GO:0008836; GO:0009089; GO:0045312	IPR009006;IPR022643;IPR005730;IPR029066;	PF00278;	PTHR43727:SF1;PTHR43727;	ppu:PP_2929;	PPUT160488:G1G01-3107-MONOMER;		WP_003248125.1;	Cytoplasm;Decarboxylase;Lyase;Polyamine biosynthesis;Pyridoxal phosphate;Reference proteome;Spermidine biosynthesis
