bucket_id	bucket_label	bucket_type	bucket_source	module_area	gene_count	reviewed_count	unreviewed_count	with_ec_count	example_genes
unipathway:UPA00252	UniPathway UPA00252	unipathway	UniPathway	unipathway	1	0	1	0	PP_0189
unipathway:UPA00345	UniPathway UPA00345	unipathway	UniPathway	unipathway	1	1	0	0	efp
unipathway:UPA00529	UniPathway UPA00529	unipathway	UniPathway	unipathway	1	0	1	0	betI
unipathway:UPA00544	UniPathway UPA00544	unipathway	UniPathway	unipathway	1	0	1	1	mpl
unipathway:UPA00659	UniPathway UPA00659	unipathway	UniPathway	unipathway	1	0	1	0	PP_4030
unipathway:UPA00664	UniPathway UPA00664	unipathway	UniPathway	unipathway	1	1	0	1	lgt
unipathway:UPA00666	UniPathway UPA00666	unipathway	UniPathway	unipathway	1	1	0	1	lnt
unipathway:UPA00729	UniPathway UPA00729	unipathway	UniPathway	unipathway	1	1	0	1	miaE
unipathway:UPA00989	UniPathway UPA00989	unipathway	UniPathway	unipathway	1	1	0	1	trmB
unknown:function_unknown	Unknown or uncharacterized proteins	unknown	UniProt protein name/keywords	unknown	761	22	739	1	PP_0002;PP_0019;PP_0020;PP_0021;PP_0022;PP_0023;PP_0025;PP_0028;PP_0031;PP_0039;PP_0040;PP_0042
unknown:unassigned_no_pathway_signal	Unassigned genes with minimal pathway signal	unknown	metadata absence	unknown	64	0	64	0	PP_0032;PP_0049;PP_0367;PP_0587;PP_0801;PP_0890;PP_0905;PP_0943;gspN;PP_1147;PP_1374;PP_1399
