gene,category,family
NP_033374.2,Core matrisome,ECM Glycoproteins
XP_006526966.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000024979,Core matrisome,ECM Glycoproteins
Tgfbi,Core matrisome,ECM Glycoproteins
68kDa,Core matrisome,ECM Glycoproteins
AI181842,Core matrisome,ECM Glycoproteins
AI747162,Core matrisome,ECM Glycoproteins
Beta-ig,Core matrisome,ECM Glycoproteins
MGC150270,Core matrisome,ECM Glycoproteins
big-h3,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
99959,Core matrisome,ECM Glycoproteins
A1L353,Core matrisome,ECM Glycoproteins
A1L354,Core matrisome,ECM Glycoproteins
P82198,Core matrisome,ECM Glycoproteins
Q3TAY9,Core matrisome,ECM Glycoproteins
Q3TDZ5,Core matrisome,ECM Glycoproteins
Q3UBG4,Core matrisome,ECM Glycoproteins
Q3UXJ2,Core matrisome,ECM Glycoproteins
NP_033395.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000035493,Core matrisome,ECM Glycoproteins
Thbs1,Core matrisome,ECM Glycoproteins
TSP-1,Core matrisome,ECM Glycoproteins
TSP1,Core matrisome,ECM Glycoproteins
Thbs-1,Core matrisome,ECM Glycoproteins
tbsp1,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
98737,Core matrisome,ECM Glycoproteins
P35441,Core matrisome,ECM Glycoproteins
Q3TP59,Core matrisome,ECM Glycoproteins
Q3TPD3,Core matrisome,ECM Glycoproteins
Q3TR40,Core matrisome,ECM Glycoproteins
Q80YQ1,Core matrisome,ECM Glycoproteins
Q8CGB2,Core matrisome,ECM Glycoproteins
XP_006499215.1,Core matrisome,ECM Glycoproteins
NP_035710.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000040152,Core matrisome,ECM Glycoproteins
Thbs2,Core matrisome,ECM Glycoproteins
TSP2,Core matrisome,ECM Glycoproteins
Thbs-2,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
98738,Core matrisome,ECM Glycoproteins
Q03350,Core matrisome,ECM Glycoproteins
Q7TMT3,Core matrisome,ECM Glycoproteins
Q8K2B7,Core matrisome,ECM Glycoproteins
NP_035711.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000023885,Core matrisome,ECM Glycoproteins
Thbs3,Core matrisome,ECM Glycoproteins
TSP3,Core matrisome,ECM Glycoproteins
Thbs-3,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
98739,Core matrisome,ECM Glycoproteins
D3Z6N1,Core matrisome,ECM Glycoproteins
E9PWF0,Core matrisome,ECM Glycoproteins
F6W6J3,Core matrisome,ECM Glycoproteins
Q05895,Core matrisome,ECM Glycoproteins
NP_038719.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000028047,Core matrisome,ECM Glycoproteins
Thbs4,Core matrisome,ECM Glycoproteins
TSP4,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1101779,Core matrisome,ECM Glycoproteins
B2RTL6,Core matrisome,ECM Glycoproteins
Q9Z1T2,Core matrisome,ECM Glycoproteins
NP_035712.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000021702,Core matrisome,ECM Glycoproteins
Thsd4,Core matrisome,ECM Glycoproteins
AI585901,Core matrisome,ECM Glycoproteins
Adamtsl4,Core matrisome,ECM Glycoproteins
B230114P05Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2672033,Core matrisome,ECM Glycoproteins
B2RTG1,Core matrisome,ECM Glycoproteins
D3Z044,Core matrisome,ECM Glycoproteins
Q3UTY6,Core matrisome,ECM Glycoproteins
Q8C3I5,Core matrisome,ECM Glycoproteins
NP_001035516.2,Core matrisome,ECM Glycoproteins
NP_766032.1,Core matrisome,ECM Glycoproteins
XP_006510969.1,Core matrisome,ECM Glycoproteins
XP_006510970.1,Core matrisome,ECM Glycoproteins
XP_006510971.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000032289,Core matrisome,ECM Glycoproteins
Tinag,Core matrisome,ECM Glycoproteins
AI452335,Core matrisome,ECM Glycoproteins
TIN-ag,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1349477,Core matrisome,ECM Glycoproteins
Q91XG7,Core matrisome,ECM Glycoproteins
Q9WUR0,Core matrisome,ECM Glycoproteins
V9GXH5,Core matrisome,ECM Glycoproteins
NP_036163.3,Core matrisome,ECM Glycoproteins
ENSMUSG00000032357,Core matrisome,ECM Glycoproteins
Tinagl1,Core matrisome,ECM Glycoproteins
1110021J17Rik,Core matrisome,ECM Glycoproteins
AZ-1,Core matrisome,ECM Glycoproteins
AZ1,Core matrisome,ECM Glycoproteins
Arg1,Core matrisome,ECM Glycoproteins
Lcn7,Core matrisome,ECM Glycoproteins
TARP,Core matrisome,ECM Glycoproteins
Tinagl,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2137617,Core matrisome,ECM Glycoproteins
H3BJ97,Core matrisome,ECM Glycoproteins
H3BKM8,Core matrisome,ECM Glycoproteins
Q4FJX7,Core matrisome,ECM Glycoproteins
Q99JR5,Core matrisome,ECM Glycoproteins
NP_001161805.1,Core matrisome,ECM Glycoproteins
NP_075965.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000028776,Core matrisome,ECM Glycoproteins
Tnc,Core matrisome,ECM Glycoproteins
AI528729,Core matrisome,ECM Glycoproteins
C130033P17Rik,Core matrisome,ECM Glycoproteins
Hxb,Core matrisome,ECM Glycoproteins
MGC144208,Core matrisome,ECM Glycoproteins
MGC144209,Core matrisome,ECM Glycoproteins
TN,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
101922,Core matrisome,ECM Glycoproteins
Q148T4,Core matrisome,ECM Glycoproteins
Q148T5,Core matrisome,ECM Glycoproteins
Q80YX0,Core matrisome,ECM Glycoproteins
Q80YX1,Core matrisome,ECM Glycoproteins
Q8C9Z1,Core matrisome,ECM Glycoproteins
Q9WUU4,Core matrisome,ECM Glycoproteins
NP_035737.2,Core matrisome,ECM Glycoproteins
XP_006537840.1,Core matrisome,ECM Glycoproteins
XP_006537837.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000028364,Core matrisome,ECM Glycoproteins
Tnfaip6,Core matrisome,ECM Glycoproteins
TSG-6,Core matrisome,ECM Glycoproteins
Tnfip6,Core matrisome,ECM Glycoproteins
Tsg6,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1195266,Core matrisome,ECM Glycoproteins
O08859,Core matrisome,ECM Glycoproteins
Q3USX6,Core matrisome,ECM Glycoproteins
NP_033424.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000053475,Core matrisome,ECM Glycoproteins
Tnn,Core matrisome,ECM Glycoproteins
Tnw,Core matrisome,ECM Glycoproteins
tenascin-W,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2665790,Core matrisome,ECM Glycoproteins
E9Q1F6,Core matrisome,ECM Glycoproteins
Q70HX0,Core matrisome,ECM Glycoproteins
Q80Z71,Core matrisome,ECM Glycoproteins
Q8CHL2,Core matrisome,ECM Glycoproteins
NP_808507.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000026725,Core matrisome,ECM Glycoproteins
Tnr,Core matrisome,ECM Glycoproteins
J1-tenascin,Core matrisome,ECM Glycoproteins
TN-R,Core matrisome,ECM Glycoproteins
janusin,Core matrisome,ECM Glycoproteins
restrictin,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
99516,Core matrisome,ECM Glycoproteins
Q8BYI9,Core matrisome,ECM Glycoproteins
NP_071707.2,Core matrisome,ECM Glycoproteins
XP_006496805.1,Core matrisome,ECM Glycoproteins
XP_006496806.1,Core matrisome,ECM Glycoproteins
XP_006496807.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000015829,Core matrisome,ECM Glycoproteins
Tnxb,Core matrisome,ECM Glycoproteins
TN-MHC,Core matrisome,ECM Glycoproteins
Tnx,Core matrisome,ECM Glycoproteins
tenascin-X,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1932137,Core matrisome,ECM Glycoproteins
A1L0S4,Core matrisome,ECM Glycoproteins
E9Q2T3,Core matrisome,ECM Glycoproteins
O35452,Core matrisome,ECM Glycoproteins
Q3TAQ2,Core matrisome,ECM Glycoproteins
Q3V5L4,Core matrisome,ECM Glycoproteins
Q62308,Core matrisome,ECM Glycoproteins
NP_112453.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000033327,Core matrisome,ECM Glycoproteins
Tsku,Core matrisome,ECM Glycoproteins
9530051K01Rik,Core matrisome,ECM Glycoproteins
E2ig4,Core matrisome,ECM Glycoproteins
Lrrc54,Core matrisome,ECM Glycoproteins
Tsk,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2443855,Core matrisome,ECM Glycoproteins
Q08EE6,Core matrisome,ECM Glycoproteins
Q8CBR6,Core matrisome,ECM Glycoproteins
NP_001019790.1,Core matrisome,ECM Glycoproteins
NP_001162011.1,Core matrisome,ECM Glycoproteins
NP_001162012.1,Core matrisome,ECM Glycoproteins
NP_001162013.1,Core matrisome,ECM Glycoproteins
XP_006507895.1,Core matrisome,ECM Glycoproteins
XP_006507896.1,Core matrisome,ECM Glycoproteins
XP_006507897.1,Core matrisome,ECM Glycoproteins
XP_006507898.1,Core matrisome,ECM Glycoproteins
XP_006507899.1,Core matrisome,ECM Glycoproteins
XP_006507900.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000049580,Core matrisome,ECM Glycoproteins
Tspear,Core matrisome,ECM Glycoproteins
ORF65,Core matrisome,ECM Glycoproteins
Tnep1,Core matrisome,ECM Glycoproteins
C330046G03Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2671932,Core matrisome,ECM Glycoproteins
J3S6Y1,Core matrisome,ECM Glycoproteins
NP_001274003.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000069581,Core matrisome,ECM Glycoproteins
Vit,Core matrisome,ECM Glycoproteins
1700052E02Rik,Core matrisome,ECM Glycoproteins
1700110E08Rik,Core matrisome,ECM Glycoproteins
2810429K11Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1921449,Core matrisome,ECM Glycoproteins
Q8VHI5,Core matrisome,ECM Glycoproteins
NP_001183957.1,Core matrisome,ECM Glycoproteins
NP_083089.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000024076,Core matrisome,ECM Glycoproteins
Vtn,Core matrisome,ECM Glycoproteins
AI256434,Core matrisome,ECM Glycoproteins
Vn,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
98940,Core matrisome,ECM Glycoproteins
P29788,Core matrisome,ECM Glycoproteins
NP_035837.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000017344,Core matrisome,ECM Glycoproteins
Vwa1,Core matrisome,ECM Glycoproteins
4932416A11Rik,Core matrisome,ECM Glycoproteins
WARP,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2179729,Core matrisome,ECM Glycoproteins
Q8R2Z5,Core matrisome,ECM Glycoproteins
NP_680085.3,Core matrisome,ECM Glycoproteins
ENSMUSG00000042116,Core matrisome,ECM Glycoproteins
Vwa2,Core matrisome,ECM Glycoproteins
Amaco,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2684334,Core matrisome,ECM Glycoproteins
Q70UZ7,Core matrisome,ECM Glycoproteins
Q8CE01,Core matrisome,ECM Glycoproteins
NP_766428.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000025082,Core matrisome,ECM Glycoproteins
Vwa3a,Core matrisome,ECM Glycoproteins
E030013G06Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
3041229,Core matrisome,ECM Glycoproteins
E9Q0W9,Core matrisome,ECM Glycoproteins
F6YMQ0,Core matrisome,ECM Glycoproteins
F6Z0V3,Core matrisome,ECM Glycoproteins
Q3UVV9,Core matrisome,ECM Glycoproteins
NP_808365.2,Core matrisome,ECM Glycoproteins
XP_006507758.1,Core matrisome,ECM Glycoproteins
XP_006507759.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000030889,Core matrisome,ECM Glycoproteins
Vwa3b,Core matrisome,ECM Glycoproteins
4921511C04Rik,Core matrisome,ECM Glycoproteins
A230074B11Rik,Core matrisome,ECM Glycoproteins
Gm555,Core matrisome,ECM Glycoproteins
MGC182824,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1918103,Core matrisome,ECM Glycoproteins
I6L9D7,Core matrisome,ECM Glycoproteins
Q810N7,Core matrisome,ECM Glycoproteins
Q8BH17,Core matrisome,ECM Glycoproteins
Q8C5X5,Core matrisome,ECM Glycoproteins
Q9D5X0,Core matrisome,ECM Glycoproteins
XP_006496441.1,Core matrisome,ECM Glycoproteins
XP_006496442.1,Core matrisome,ECM Glycoproteins
XP_006496443.1,Core matrisome,ECM Glycoproteins
XP_006496444.1,Core matrisome,ECM Glycoproteins
XP_006496445.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000050122,Core matrisome,ECM Glycoproteins
Vwa5a,Core matrisome,ECM Glycoproteins
5830475I06Rik,Core matrisome,ECM Glycoproteins
AW552491,Core matrisome,ECM Glycoproteins
BCSC-1,Core matrisome,ECM Glycoproteins
E130119J22,Core matrisome,ECM Glycoproteins
Loh11cr2a,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1915026,Core matrisome,ECM Glycoproteins
D3Z671,Core matrisome,ECM Glycoproteins
F6TIL5,Core matrisome,ECM Glycoproteins
Q99KC8,Core matrisome,ECM Glycoproteins
NP_001139429.1,Core matrisome,ECM Glycoproteins
NP_766355.3,Core matrisome,ECM Glycoproteins
ENSMUSG00000023186,Core matrisome,ECM Glycoproteins
Vwa5b1,Core matrisome,ECM Glycoproteins
4931403E03Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1922968,Core matrisome,ECM Glycoproteins
A9Z1V5,Core matrisome,ECM Glycoproteins
B1AZ81,Core matrisome,ECM Glycoproteins
E9Q709,Core matrisome,ECM Glycoproteins
F7D0T1,Core matrisome,ECM Glycoproteins
NP_083677.1,Core matrisome,ECM Glycoproteins
XP_006539306.1,Core matrisome,ECM Glycoproteins
XP_006539307.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000028753,Core matrisome,ECM Glycoproteins
Vwa5b2,Core matrisome,ECM Glycoproteins
BB182430,Core matrisome,ECM Glycoproteins
EG328644,Core matrisome,ECM Glycoproteins
Gm1738,Core matrisome,ECM Glycoproteins
Gm931,Core matrisome,ECM Glycoproteins
MGC130431,Core matrisome,ECM Glycoproteins
MGC180294,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2681859,Core matrisome,ECM Glycoproteins
E0CZ01,Core matrisome,ECM Glycoproteins
F2Z3U9,Core matrisome,ECM Glycoproteins
Q3UR50,Core matrisome,ECM Glycoproteins
NP_001138425.1,Core matrisome,ECM Glycoproteins
NP_872574.2,Core matrisome,ECM Glycoproteins
XP_006522361.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000046613,Core matrisome,ECM Glycoproteins
Vwa7,Core matrisome,ECM Glycoproteins
C6orf27,Core matrisome,ECM Glycoproteins
G7c,Core matrisome,ECM Glycoproteins
NG37,Core matrisome,ECM Glycoproteins
D17H6S56E-3,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1306798,Core matrisome,ECM Glycoproteins
B2RQ76,Core matrisome,ECM Glycoproteins
B9EJA5,Core matrisome,ECM Glycoproteins
Q9JHA8,Core matrisome,ECM Glycoproteins
NP_613048.1,Core matrisome,ECM Glycoproteins
XP_006524439.1,Core matrisome,ECM Glycoproteins
XP_006525438.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000007030,Core matrisome,ECM Glycoproteins
Vwa9,Core matrisome,ECM Glycoproteins
2010321M09Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1917132,Core matrisome,ECM Glycoproteins
Q8R3P6,Core matrisome,ECM Glycoproteins
NP_001071099.1,Core matrisome,ECM Glycoproteins
NP_780362.2,Core matrisome,ECM Glycoproteins
XP_006511491.1,Core matrisome,ECM Glycoproteins
XP_006511492.1,Core matrisome,ECM Glycoproteins
Vwce,Core matrisome,ECM Glycoproteins
1300015B04Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1919018,Core matrisome,ECM Glycoproteins
Q3U515,Core matrisome,ECM Glycoproteins
Q80V54,Core matrisome,ECM Glycoproteins
NP_082189.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000043789,Core matrisome,ECM Glycoproteins
Vwde,Core matrisome,ECM Glycoproteins
Gm467,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2685313,Core matrisome,ECM Glycoproteins
Q6DFV8,Core matrisome,ECM Glycoproteins
NP_001013779.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000079679,Core matrisome,ECM Glycoproteins
Vwf,Core matrisome,ECM Glycoproteins
6820430P06Rik,Core matrisome,ECM Glycoproteins
AI551257,Core matrisome,ECM Glycoproteins
B130011O06Rik,Core matrisome,ECM Glycoproteins
C630030D09,Core matrisome,ECM Glycoproteins
F8,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
98941,Core matrisome,ECM Glycoproteins
A2VCN5,Core matrisome,ECM Glycoproteins
E9QPU1,Core matrisome,ECM Glycoproteins
Q2I0J7,Core matrisome,ECM Glycoproteins
Q2I0J8,Core matrisome,ECM Glycoproteins
Q3TD35,Core matrisome,ECM Glycoproteins
Q3TPE1,Core matrisome,ECM Glycoproteins
Q3U017,Core matrisome,ECM Glycoproteins
Q8CIZ8,Core matrisome,ECM Glycoproteins
S4R195,Core matrisome,ECM Glycoproteins
XP_006505980.1,Core matrisome,ECM Glycoproteins
NP_035838.3,Core matrisome,ECM Glycoproteins
ENSMUSG00000001930,Core matrisome,ECM Glycoproteins
Wisp1,Core matrisome,ECM Glycoproteins
AW146261,Core matrisome,ECM Glycoproteins
Elm1,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1197008,Core matrisome,ECM Glycoproteins
D3Z6X6,Core matrisome,ECM Glycoproteins
O54775,Core matrisome,ECM Glycoproteins
Q3UFJ5,Core matrisome,ECM Glycoproteins
NP_061353.1,Core matrisome,ECM Glycoproteins
Wisp2,Core matrisome,ECM Glycoproteins
Ccn5,Core matrisome,ECM Glycoproteins
Crgr4,Core matrisome,ECM Glycoproteins
Ctgfl,Core matrisome,ECM Glycoproteins
Rcop1,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
1328326,Core matrisome,ECM Glycoproteins
A2AHD1,Core matrisome,ECM Glycoproteins
Q9Z0G4,Core matrisome,ECM Glycoproteins
NP_058569.2,Core matrisome,ECM Glycoproteins
Wisp3,Core matrisome,ECM Glycoproteins
ENSMUSG00000062074,Core matrisome,ECM Glycoproteins
Gm735,Core matrisome,ECM Glycoproteins
WISP-3,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2685581,Core matrisome,ECM Glycoproteins
D3Z5L9,Core matrisome,ECM Glycoproteins
NP_001120848.1,Core matrisome,ECM Glycoproteins
Zp1,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
103073,Core matrisome,ECM Glycoproteins
F7CW32,Core matrisome,ECM Glycoproteins
Q059L1,Core matrisome,ECM Glycoproteins
Q62005,Core matrisome,ECM Glycoproteins
NP_033606.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000024734,Core matrisome,ECM Glycoproteins
Zp2,Core matrisome,ECM Glycoproteins
Zp-2,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
99214,Core matrisome,ECM Glycoproteins
P20239,Core matrisome,ECM Glycoproteins
Q3UX44,Core matrisome,ECM Glycoproteins
Q6IR45,Core matrisome,ECM Glycoproteins
NP_035905.1,Core matrisome,ECM Glycoproteins
XP_006507651.1,Core matrisome,ECM Glycoproteins
XP_006507652.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000030911,Core matrisome,ECM Glycoproteins
Zp3,Core matrisome,ECM Glycoproteins
Zp-3,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
99215,Core matrisome,ECM Glycoproteins
F6VD35,Core matrisome,ECM Glycoproteins
P10761,Core matrisome,ECM Glycoproteins
Q3V2B5,Core matrisome,ECM Glycoproteins
NP_035906.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000004948,Core matrisome,ECM Glycoproteins
Zp3r,Core matrisome,ECM Glycoproteins
AV264399,Core matrisome,ECM Glycoproteins
SP56,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
104965,Core matrisome,ECM Glycoproteins
E9PVX4,Core matrisome,ECM Glycoproteins
E9PZ07,Core matrisome,ECM Glycoproteins
G3X970,Core matrisome,ECM Glycoproteins
Q0VET1,Core matrisome,ECM Glycoproteins
Q60736,Core matrisome,ECM Glycoproteins
NP_033607.2,Core matrisome,ECM Glycoproteins
ENSMUSG00000042554,Core matrisome,ECM Glycoproteins
Zpld1,Core matrisome,ECM Glycoproteins
9430016A21Rik,Core matrisome,ECM Glycoproteins
MGI,Core matrisome,ECM Glycoproteins
2443415,Core matrisome,ECM Glycoproteins
Q8BGZ8,Core matrisome,ECM Glycoproteins
NP_848835.1,Core matrisome,ECM Glycoproteins
XP_006522194.1,Core matrisome,ECM Glycoproteins
XP_006522195.1,Core matrisome,ECM Glycoproteins
XP_006522196.1,Core matrisome,ECM Glycoproteins
ENSMUSG00000064310,Core matrisome,ECM Glycoproteins
Col10a1,Core matrisome,Collagens
Col10a-1,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88445,Core matrisome,Collagens
Q05306,Core matrisome,Collagens
NP_034055.1,Core matrisome,Collagens
ENSMUSG00000039462,Core matrisome,Collagens
Col11a1,Core matrisome,Collagens
C530001D20Rik,Core matrisome,Collagens
cho,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88446,Core matrisome,Collagens
E9PVT8,Core matrisome,Collagens
Q3TST6,Core matrisome,Collagens
Q3TTT4,Core matrisome,Collagens
Q3UST0,Core matrisome,Collagens
Q61245,Core matrisome,Collagens
Q61246,Core matrisome,Collagens
Q8C4S5,Core matrisome,Collagens
Q8C6X0,Core matrisome,Collagens
V9GWX8,Core matrisome,Collagens
NP_031755.2,Core matrisome,Collagens
ENSMUSG00000027966,Core matrisome,Collagens
Col11a2,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88447,Core matrisome,Collagens
I7HJS8,Core matrisome,Collagens
I7HPY2,Core matrisome,Collagens
Q3UUU1,Core matrisome,Collagens
Q64739,Core matrisome,Collagens
NP_034056.1,Core matrisome,Collagens
XP_006523627.1,Core matrisome,Collagens
XP_006523628.1,Core matrisome,Collagens
XP_006523629.1,Core matrisome,Collagens
XP_006523630.1,Core matrisome,Collagens
XP_006523632.1,Core matrisome,Collagens
XP_006523633.1,Core matrisome,Collagens
XP_006525350.1,Core matrisome,Collagens
XP_006525351.1,Core matrisome,Collagens
XP_006525352.1,Core matrisome,Collagens
XP_006525353.1,Core matrisome,Collagens
XP_006525355.1,Core matrisome,Collagens
XP_006525356.1,Core matrisome,Collagens
ENSMUSG00000024330,Core matrisome,Collagens
Col12a1,Core matrisome,Collagens
AW743884,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88448,Core matrisome,Collagens
E9PX70,Core matrisome,Collagens
F6WIM8,Core matrisome,Collagens
J3KMS9,Core matrisome,Collagens
Q3TNZ7,Core matrisome,Collagens
Q60847,Core matrisome,Collagens
NP_001277237.1,Core matrisome,Collagens
XP_006510861.1,Core matrisome,Collagens
ENSMUSG00000032332,Core matrisome,Collagens
Col13a1,Core matrisome,Collagens
MGI,Core matrisome,Collagens
1277201,Core matrisome,Collagens
D3Z7B8,Core matrisome,Collagens
D3Z7B9,Core matrisome,Collagens
F6Y6J7,Core matrisome,Collagens
Q8CD80,Core matrisome,Collagens
Q8K036,Core matrisome,Collagens
Q9R1N9,Core matrisome,Collagens
XP_006513235.1,Core matrisome,Collagens
NP_031757.1,Core matrisome,Collagens
ENSMUSG00000058806,Core matrisome,Collagens
Col14a1,Core matrisome,Collagens
5730412L22Rik,Core matrisome,Collagens
AW108078,Core matrisome,Collagens
MGI,Core matrisome,Collagens
1341272,Core matrisome,Collagens
B7ZNH7,Core matrisome,Collagens
F7D5Y4,Core matrisome,Collagens
K3W4R4,Core matrisome,Collagens
Q80X19,Core matrisome,Collagens
NP_851794.3,Core matrisome,Collagens
XP_006520447.1,Core matrisome,Collagens
XP_006520448.1,Core matrisome,Collagens
ENSMUSG00000022371,Core matrisome,Collagens
Col15a1,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88449,Core matrisome,Collagens
A2AJY2,Core matrisome,Collagens
A2AJY4,Core matrisome,Collagens
A2AJY5,Core matrisome,Collagens
A2AJY6,Core matrisome,Collagens
A2AJY7,Core matrisome,Collagens
O35206,Core matrisome,Collagens
NP_034058.2,Core matrisome,Collagens
ENSMUSG00000028339,Core matrisome,Collagens
Col16a1,Core matrisome,Collagens
2700007F12Rik,Core matrisome,Collagens
A530052M23Rik,Core matrisome,Collagens
AI838662,Core matrisome,Collagens
CA1F,Core matrisome,Collagens
MGI,Core matrisome,Collagens
1095396,Core matrisome,Collagens
A3KFV1,Core matrisome,Collagens
A3KFV2,Core matrisome,Collagens
A3KFV6,Core matrisome,Collagens
A3KFV7,Core matrisome,Collagens
E9Q0X4,Core matrisome,Collagens
Q8BLX7,Core matrisome,Collagens
Q8CIF9,Core matrisome,Collagens
Q8K388,Core matrisome,Collagens
NP_082542.3,Core matrisome,Collagens
ENSMUSG00000040690,Core matrisome,Collagens
Col17a1,Core matrisome,Collagens
BP180,Core matrisome,Collagens
Bpag,Core matrisome,Collagens
Bpag2,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88450,Core matrisome,Collagens
Q07563,Core matrisome,Collagens
NP_001277754.1,Core matrisome,Collagens
NP_031758.2,Core matrisome,Collagens
ENSMUSG00000025064,Core matrisome,Collagens
Col18a1,Core matrisome,Collagens
endostatin,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88451,Core matrisome,Collagens
D3Z556,Core matrisome,Collagens
D3Z5C2,Core matrisome,Collagens
E9QPX1,Core matrisome,Collagens
P39061,Core matrisome,Collagens
XP_006513236.1,Core matrisome,Collagens
NP_001103461.1,Core matrisome,Collagens
NP_034059.2,Core matrisome,Collagens
ENSMUSG00000001435,Core matrisome,Collagens
Col19a1,Core matrisome,Collagens
MGI,Core matrisome,Collagens
1095415,Core matrisome,Collagens
F8WHV4,Core matrisome,Collagens
Q0VF58,Core matrisome,Collagens
NP_031759.2,Core matrisome,Collagens
XP_006495708.1,Core matrisome,Collagens
ENSMUSG00000026141,Core matrisome,Collagens
Col1a1,Core matrisome,Collagens
Col1a-1,Core matrisome,Collagens
Cola-1,Core matrisome,Collagens
Cola1,Core matrisome,Collagens
Mov-13,Core matrisome,Collagens
Mov13,Core matrisome,Collagens
MGI,Core matrisome,Collagens
88467,Core matrisome,Collagens
P11087,Core matrisome,Collagens
Q60785,Core matrisome,Collagens
Q99LL6,Core matrisome,Collagens
NP_031768.2,Core matrisome,Collagens
ENSMUSG00000001506,Core matrisome,Collagens
