gene,category,family
A0A0B5JW36,Core matrisome,ECM Glycoproteins
B3DGW3,Core matrisome,ECM Glycoproteins
O42111,Core matrisome,ECM Glycoproteins
ENSDARG00000025465,Core matrisome,ECM Glycoproteins
ENSDARG00000115300,Core matrisome,ECM Glycoproteins
spon2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-990415-161,Core matrisome,ECM Glycoproteins
F6NH70,Core matrisome,ECM Glycoproteins
Q0V935,Core matrisome,ECM Glycoproteins
Q6DC15,Core matrisome,ECM Glycoproteins
O42112,Core matrisome,ECM Glycoproteins
F1QA83,Core matrisome,ECM Glycoproteins
ENSDARG00000002732,Core matrisome,ECM Glycoproteins
spp1,Core matrisome,ECM Glycoproteins
ZDB-GENE-050706-97,Core matrisome,ECM Glycoproteins
Q6IVB9,Core matrisome,ECM Glycoproteins
A0A0R4I9J4,Core matrisome,ECM Glycoproteins
Q4KMF5,Core matrisome,ECM Glycoproteins
A1KXD6,Core matrisome,ECM Glycoproteins
F1Q9F4,Core matrisome,ECM Glycoproteins
ENSDARG00000044276,Core matrisome,ECM Glycoproteins
srpx,Core matrisome,ECM Glycoproteins
ZDB-GENE-050327-43,Core matrisome,ECM Glycoproteins
B2GT17,Core matrisome,ECM Glycoproteins
Q58ED3,Core matrisome,ECM Glycoproteins
ENSDARG00000010318,Core matrisome,ECM Glycoproteins
srpx2,Core matrisome,ECM Glycoproteins
ZDB-GENE-110411-231,Core matrisome,ECM Glycoproteins
E7F8X0,Core matrisome,ECM Glycoproteins
ENSDARG00000034559,Core matrisome,ECM Glycoproteins
svep1,Core matrisome,ECM Glycoproteins
ZDB-GENE-110726-1,Core matrisome,ECM Glycoproteins
F1QMD7,Core matrisome,ECM Glycoproteins
ENSDARG00000013526,Core matrisome,ECM Glycoproteins
tecta,Core matrisome,ECM Glycoproteins
ZDB-GENE-110411-120,Core matrisome,ECM Glycoproteins
F8W4F4,Core matrisome,ECM Glycoproteins
F1QK57,Core matrisome,ECM Glycoproteins
ENSDARG00000059558,Core matrisome,ECM Glycoproteins
tectb,Core matrisome,ECM Glycoproteins
ZDB-GENE-041212-16,Core matrisome,ECM Glycoproteins
Q5PR99,Core matrisome,ECM Glycoproteins
ENSDARG00000045268,Core matrisome,ECM Glycoproteins
tgfbi,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-73,Core matrisome,ECM Glycoproteins
Q503K1,Core matrisome,ECM Glycoproteins
A0A0B5JSG0,Core matrisome,ECM Glycoproteins
Q7T1R2,Core matrisome,ECM Glycoproteins
ENSDARG00000071586,Core matrisome,ECM Glycoproteins
thbs1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-120402-2,Core matrisome,ECM Glycoproteins
ENSDARG00000063430,Core matrisome,ECM Glycoproteins
ENSDARG00000103775,Core matrisome,ECM Glycoproteins
thbs1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-020708-1,Core matrisome,ECM Glycoproteins
F1QEE7,Core matrisome,ECM Glycoproteins
F1QL35,Core matrisome,ECM Glycoproteins
ENSDARG00000010785,Core matrisome,ECM Glycoproteins
thbs2a,Core matrisome,ECM Glycoproteins
ZDB-GENE-020708-2,Core matrisome,ECM Glycoproteins
F1RAW4,Core matrisome,ECM Glycoproteins
F8W5Z7,Core matrisome,ECM Glycoproteins
ENSDARG00000060410,Core matrisome,ECM Glycoproteins
thbs2b,Core matrisome,ECM Glycoproteins
ZDB-GENE-100623-1,Core matrisome,ECM Glycoproteins
E7F1S4,Core matrisome,ECM Glycoproteins
ENSDARG00000073810,Core matrisome,ECM Glycoproteins
thbs3a,Core matrisome,ECM Glycoproteins
ZDB-GENE-020708-3,Core matrisome,ECM Glycoproteins
Q8JHW2,Core matrisome,ECM Glycoproteins
B2GSX1,Core matrisome,ECM Glycoproteins
F1QKL1,Core matrisome,ECM Glycoproteins
ENSDARG00000077641,Core matrisome,ECM Glycoproteins
thbs3b,Core matrisome,ECM Glycoproteins
ZDB-GENE-060503-84,Core matrisome,ECM Glycoproteins
A0A0R4IH11,Core matrisome,ECM Glycoproteins
Q1L8P7,Core matrisome,ECM Glycoproteins
B3DIU2,Core matrisome,ECM Glycoproteins
ENSDARG00000012060,Core matrisome,ECM Glycoproteins
thbs4a,Core matrisome,ECM Glycoproteins
ZDB-GENE-080215-11,Core matrisome,ECM Glycoproteins
A0A0R4ICP2,Core matrisome,ECM Glycoproteins
A0A0R4I9N1,Core matrisome,ECM Glycoproteins
A9ULT0,Core matrisome,ECM Glycoproteins
A0A0R4IBX2,Core matrisome,ECM Glycoproteins
ENSDARG00000102777,Core matrisome,ECM Glycoproteins
thbs4b,Core matrisome,ECM Glycoproteins
ZDB-GENE-020708-4,Core matrisome,ECM Glycoproteins
Q502R1,Core matrisome,ECM Glycoproteins
Q8JGW0,Core matrisome,ECM Glycoproteins
F1R1P9,Core matrisome,ECM Glycoproteins
ENSDARG00000020072,Core matrisome,ECM Glycoproteins
tinagl1,Core matrisome,ECM Glycoproteins
ZDB-GENE-060503-240,Core matrisome,ECM Glycoproteins
A3KNG7,Core matrisome,ECM Glycoproteins
Q1LUC6,Core matrisome,ECM Glycoproteins
ENSDARG00000061231,Core matrisome,ECM Glycoproteins
tnc,Core matrisome,ECM Glycoproteins
ZDB-GENE-980526-104,Core matrisome,ECM Glycoproteins
B3DJP3,Core matrisome,ECM Glycoproteins
F1QYE2,Core matrisome,ECM Glycoproteins
A2BDW3,Core matrisome,ECM Glycoproteins
Q90484,Core matrisome,ECM Glycoproteins
A2BDW2,Core matrisome,ECM Glycoproteins
E9QHI1,Core matrisome,ECM Glycoproteins
Q4FAI8,Core matrisome,ECM Glycoproteins
F1R5T0,Core matrisome,ECM Glycoproteins
ENSDARG00000021948,Core matrisome,ECM Glycoproteins
tnfaip6,Core matrisome,ECM Glycoproteins
ZDB-GENE-060421-2654,Core matrisome,ECM Glycoproteins
B0UY56,Core matrisome,ECM Glycoproteins
Q1RLU5,Core matrisome,ECM Glycoproteins
Q1MSY1,Core matrisome,ECM Glycoproteins
ENSDARG00000093440,Core matrisome,ECM Glycoproteins
ENSDARG00000111060,Core matrisome,ECM Glycoproteins
tnr,Core matrisome,ECM Glycoproteins
ZDB-GENE-030804-1,Core matrisome,ECM Glycoproteins
F1Q8J7,Core matrisome,ECM Glycoproteins
A2CF37,Core matrisome,ECM Glycoproteins
Q7T3T6,Core matrisome,ECM Glycoproteins
ENSDARG00000020771,Core matrisome,ECM Glycoproteins
tnw,Core matrisome,ECM Glycoproteins
ZDB-GENE-990415-262,Core matrisome,ECM Glycoproteins
F1QSR3,Core matrisome,ECM Glycoproteins
A0A0R4ITL5,Core matrisome,ECM Glycoproteins
Q6IQW7,Core matrisome,ECM Glycoproteins
F1QUN5,Core matrisome,ECM Glycoproteins
B0S6K5,Core matrisome,ECM Glycoproteins
O57587,Core matrisome,ECM Glycoproteins
Q503B9,Core matrisome,ECM Glycoproteins
B0S6K6,Core matrisome,ECM Glycoproteins
A0A0B5JFC8,Core matrisome,ECM Glycoproteins
ENSDARG00000024829,Core matrisome,ECM Glycoproteins
tnxba,Core matrisome,ECM Glycoproteins
ZDB-GENE-070103-5,Core matrisome,ECM Glycoproteins
E7EXE8,Core matrisome,ECM Glycoproteins
ENSDARG00000001760,Core matrisome,ECM Glycoproteins
tsku,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-4683,Core matrisome,ECM Glycoproteins
Q58A48,Core matrisome,ECM Glycoproteins
A8BB59,Core matrisome,ECM Glycoproteins
F1QUL3,Core matrisome,ECM Glycoproteins
ENSDARG00000040815,Core matrisome,ECM Glycoproteins
tspeara,Core matrisome,ECM Glycoproteins
ZDB-GENE-120215-12,Core matrisome,ECM Glycoproteins
A0A0R4IFE5,Core matrisome,ECM Glycoproteins
E7EY40,Core matrisome,ECM Glycoproteins
ENSDARG00000077580,Core matrisome,ECM Glycoproteins
tspearb,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-4270,Core matrisome,ECM Glycoproteins
E9QDQ6,Core matrisome,ECM Glycoproteins
E7F9F5,Core matrisome,ECM Glycoproteins
ENSDARG00000089235,Core matrisome,ECM Glycoproteins
txnbb,Core matrisome,ECM Glycoproteins
ZDB-GENE-141212-335,Core matrisome,ECM Glycoproteins
A0A0J9YJG8,Core matrisome,ECM Glycoproteins
ENSDARG00000099581,Core matrisome,ECM Glycoproteins
vtna,Core matrisome,ECM Glycoproteins
ZDB-GENE-050522-440,Core matrisome,ECM Glycoproteins
Q502F1,Core matrisome,ECM Glycoproteins
F1R4H1,Core matrisome,ECM Glycoproteins
ENSDARG00000055388,Core matrisome,ECM Glycoproteins
vtnb,Core matrisome,ECM Glycoproteins
ZDB-GENE-041116-1,Core matrisome,ECM Glycoproteins
Q7SXJ7,Core matrisome,ECM Glycoproteins
A7E2Q3,Core matrisome,ECM Glycoproteins
F1Q5D8,Core matrisome,ECM Glycoproteins
ENSDARG00000053831,Core matrisome,ECM Glycoproteins
vwa1,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-5921,Core matrisome,ECM Glycoproteins
F1QSC1,Core matrisome,ECM Glycoproteins
E7FF10,Core matrisome,ECM Glycoproteins
ENSDARG00000075468,Core matrisome,ECM Glycoproteins
vwa2,Core matrisome,ECM Glycoproteins
ZDB-GENE-100302-1,Core matrisome,ECM Glycoproteins
D2DUP7,Core matrisome,ECM Glycoproteins
D2DUP9,Core matrisome,ECM Glycoproteins
D2DUP6,Core matrisome,ECM Glycoproteins
D2DUP8,Core matrisome,ECM Glycoproteins
U3JA51,Core matrisome,ECM Glycoproteins
ENSDARG00000075441,Core matrisome,ECM Glycoproteins
ENSDARG00000111359,Core matrisome,ECM Glycoproteins
vwa3a,Core matrisome,ECM Glycoproteins
ZDB-GENE-131121-527,Core matrisome,ECM Glycoproteins
E7F4X2,Core matrisome,ECM Glycoproteins
X1WDY9,Core matrisome,ECM Glycoproteins
ENSDARG00000087210,Core matrisome,ECM Glycoproteins
VWA5A (1 to many),Core matrisome,ECM Glycoproteins
A0A0R4IR47,Core matrisome,ECM Glycoproteins
ENSDARG00000103131,Core matrisome,ECM Glycoproteins
vwa5b1,Core matrisome,ECM Glycoproteins
ZDB-GENE-090313-299,Core matrisome,ECM Glycoproteins
F1QL85,Core matrisome,ECM Glycoproteins
E7F348,Core matrisome,ECM Glycoproteins
ENSDARG00000059705,Core matrisome,ECM Glycoproteins
vwa5b2,Core matrisome,ECM Glycoproteins
ZDB-GENE-070912-216,Core matrisome,ECM Glycoproteins
E7FFP3,Core matrisome,ECM Glycoproteins
A0A0R4IHR3,Core matrisome,ECM Glycoproteins
F1QW54,Core matrisome,ECM Glycoproteins
ENSDARG00000075886,Core matrisome,ECM Glycoproteins
vwa7,Core matrisome,ECM Glycoproteins
ZDB-GENE-060503-234,Core matrisome,ECM Glycoproteins
F1QPQ5,Core matrisome,ECM Glycoproteins
Q1L860,Core matrisome,ECM Glycoproteins
ENSDARG00000061462,Core matrisome,ECM Glycoproteins
vwa9,Core matrisome,ECM Glycoproteins
ZDB-GENE-030131-5804,Core matrisome,ECM Glycoproteins
Q7ZUK5,Core matrisome,ECM Glycoproteins
Q1LWK5,Core matrisome,ECM Glycoproteins
ENSDARG00000041429,Core matrisome,ECM Glycoproteins
vwde,Core matrisome,ECM Glycoproteins
ZDB-GENE-060929-1226,Core matrisome,ECM Glycoproteins
A0A0R4IVA1,Core matrisome,ECM Glycoproteins
A0A0R4IFV2,Core matrisome,ECM Glycoproteins
Q08CG4,Core matrisome,ECM Glycoproteins
A0A0B5JK95,Core matrisome,ECM Glycoproteins
ENSDARG00000103443,Core matrisome,ECM Glycoproteins
vwf,Core matrisome,ECM Glycoproteins
ZDB-GENE-070103-1,Core matrisome,ECM Glycoproteins
F1QHS6,Core matrisome,ECM Glycoproteins
E7F9Z1,Core matrisome,ECM Glycoproteins
F1R1J2,Core matrisome,ECM Glycoproteins
F5XVB3,Core matrisome,ECM Glycoproteins
ENSDARG00000077231,Core matrisome,ECM Glycoproteins
wisp1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-070705-178,Core matrisome,ECM Glycoproteins
F1Q9P9,Core matrisome,ECM Glycoproteins
F1QYF3,Core matrisome,ECM Glycoproteins
D0E2W1,Core matrisome,ECM Glycoproteins
ENSDARG00000054331,Core matrisome,ECM Glycoproteins
wisp1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-080220-16,Core matrisome,ECM Glycoproteins
A8WG98,Core matrisome,ECM Glycoproteins
F1R8E6,Core matrisome,ECM Glycoproteins
D0E2W0,Core matrisome,ECM Glycoproteins
ENSDARG00000076685,Core matrisome,ECM Glycoproteins
wisp2,Core matrisome,ECM Glycoproteins
ZDB-GENE-060223-1,Core matrisome,ECM Glycoproteins
D0E2V9,Core matrisome,ECM Glycoproteins
F1QVF9,Core matrisome,ECM Glycoproteins
F1QG76,Core matrisome,ECM Glycoproteins
F1R5C1,Core matrisome,ECM Glycoproteins
ENSDARG00000077882,Core matrisome,ECM Glycoproteins
wisp3,Core matrisome,ECM Glycoproteins
ZDB-GENE-041001-86,Core matrisome,ECM Glycoproteins
D0E2W2,Core matrisome,ECM Glycoproteins
ENSDARG00000071048,Core matrisome,ECM Glycoproteins
zp2.1,Core matrisome,ECM Glycoproteins
ZDB-GENE-991129-5,Core matrisome,ECM Glycoproteins
F1R003,Core matrisome,ECM Glycoproteins
Q05AP6,Core matrisome,ECM Glycoproteins
Q9PWC8,Core matrisome,ECM Glycoproteins
A8E4Y9,Core matrisome,ECM Glycoproteins
O93292,Core matrisome,ECM Glycoproteins
ENSDARG00000086352,Core matrisome,ECM Glycoproteins
zp2.2,Core matrisome,ECM Glycoproteins
ZDB-GENE-010622-1,Core matrisome,ECM Glycoproteins
Q98SS0,Core matrisome,ECM Glycoproteins
Q98SS3,Core matrisome,ECM Glycoproteins
A1L138,Core matrisome,ECM Glycoproteins
A8KBT7,Core matrisome,ECM Glycoproteins
ENSDARG00000105346,Core matrisome,ECM Glycoproteins
zp2.3,Core matrisome,ECM Glycoproteins
ZDB-GENE-010622-2,Core matrisome,ECM Glycoproteins
A0JMC4,Core matrisome,ECM Glycoproteins
A7MC71,Core matrisome,ECM Glycoproteins
Q98SS2,Core matrisome,ECM Glycoproteins
F1QMZ0,Core matrisome,ECM Glycoproteins
A8E584,Core matrisome,ECM Glycoproteins
A0A0N4SU24,Core matrisome,ECM Glycoproteins
ENSDARG00000090237,Core matrisome,ECM Glycoproteins
zp2.4,Core matrisome,ECM Glycoproteins
ZDB-GENE-010622-3,Core matrisome,ECM Glycoproteins
Q98SS1,Core matrisome,ECM Glycoproteins
zp2.5,Core matrisome,ECM Glycoproteins
ZDB-GENE-090306-1,Core matrisome,ECM Glycoproteins
F1QUS3,Core matrisome,ECM Glycoproteins
Q4QRF1,Core matrisome,ECM Glycoproteins
ENSDARG00000086522,Core matrisome,ECM Glycoproteins
zp2.6,Core matrisome,ECM Glycoproteins
ZDB-GENE-090306-2,Core matrisome,ECM Glycoproteins
Q98SS1,Core matrisome,ECM Glycoproteins
Q567L3,Core matrisome,ECM Glycoproteins
Q502R0,Core matrisome,ECM Glycoproteins
ENSDARG00000091409,Core matrisome,ECM Glycoproteins
zp3,Core matrisome,ECM Glycoproteins
ZDB-ALT-060110-2,Core matrisome,ECM Glycoproteins
Q6NW70,Core matrisome,ECM Glycoproteins
Q2PZQ8,Core matrisome,ECM Glycoproteins
Q9PWC7,Core matrisome,ECM Glycoproteins
ENSDARG00000114958,Core matrisome,ECM Glycoproteins
zp3.1,Core matrisome,ECM Glycoproteins
ZDB-GENE-060817-1,Core matrisome,ECM Glycoproteins
Q2PZQ9,Core matrisome,ECM Glycoproteins
zp3.2,Core matrisome,ECM Glycoproteins
ZDB-GENE-050626-121,Core matrisome,ECM Glycoproteins
Q4QRF0,Core matrisome,ECM Glycoproteins
Q2PZQ7,Core matrisome,ECM Glycoproteins
Q2PZQ8,Core matrisome,ECM Glycoproteins
ENSDARG00000090768,Core matrisome,ECM Glycoproteins
ENSDARG00000115457,Core matrisome,ECM Glycoproteins
zp3.2,Core matrisome,ECM Glycoproteins
ZDB-GENE-050626-121,Core matrisome,ECM Glycoproteins
Q2PZQ7,Core matrisome,ECM Glycoproteins
Q4QRF0,Core matrisome,ECM Glycoproteins
ENSDARG00000090768,Core matrisome,ECM Glycoproteins
ENSDARG00000115457,Core matrisome,ECM Glycoproteins
zp3.3,Core matrisome,ECM Glycoproteins
ZDB-GENE-060817-2,Core matrisome,ECM Glycoproteins
Q2PZQ7,Core matrisome,ECM Glycoproteins
zp3.4,Core matrisome,ECM Glycoproteins
ZDB-GENE-060817-3,Core matrisome,ECM Glycoproteins
zp3.5,Core matrisome,ECM Glycoproteins
ZDB-GENE-060817-4,Core matrisome,ECM Glycoproteins
zp3b,Core matrisome,ECM Glycoproteins
ZDB-GENE-031124-2,Core matrisome,ECM Glycoproteins
F1QVW8,Core matrisome,ECM Glycoproteins
Q6NW78,Core matrisome,ECM Glycoproteins
O12989,Core matrisome,ECM Glycoproteins
B8JLB0,Core matrisome,ECM Glycoproteins
A7MBS3,Core matrisome,ECM Glycoproteins
F1QBG3,Core matrisome,ECM Glycoproteins
ENSDARG00000039828,Core matrisome,ECM Glycoproteins
zp3c,Core matrisome,ECM Glycoproteins
ZDB-GENE-060817-5,Core matrisome,ECM Glycoproteins
B8A4S8,Core matrisome,ECM Glycoproteins
ENSDARG00000092919,Core matrisome,ECM Glycoproteins
zpld1a,Core matrisome,ECM Glycoproteins
ZDB-GENE-110411-81,Core matrisome,ECM Glycoproteins
F8W328,Core matrisome,ECM Glycoproteins
A0A0R4ITH5,Core matrisome,ECM Glycoproteins
I3NS54,Core matrisome,ECM Glycoproteins
E7FE28,Core matrisome,ECM Glycoproteins
ENSDARG00000061835,Core matrisome,ECM Glycoproteins
ENSDARG00000110515,Core matrisome,ECM Glycoproteins
zpld1b,Core matrisome,ECM Glycoproteins
ZDB-GENE-121214-104,Core matrisome,ECM Glycoproteins
F1QMQ8,Core matrisome,ECM Glycoproteins
ENSDARG00000063372,Core matrisome,ECM Glycoproteins
col10a1a,Core matrisome,Collagens
ZDB-GENE-030131-8373,Core matrisome,Collagens
A1KXD7,Core matrisome,Collagens
A2RQR3,Core matrisome,Collagens
F1QXD5,Core matrisome,Collagens
ENSDARG00000054753,Core matrisome,Collagens
col10a1b,Core matrisome,Collagens
ZDB-GENE-030131-7079,Core matrisome,Collagens
A0A0R4IAT5,Core matrisome,Collagens
ENSDARG00000101535,Core matrisome,Collagens
col11a1a,Core matrisome,Collagens
ZDB-GENE-070209-167,Core matrisome,Collagens
Q5BLG2,Core matrisome,Collagens
Q5BLF1,Core matrisome,Collagens
A2RUX5,Core matrisome,Collagens
D6MUD2,Core matrisome,Collagens
A0A0R4IUQ1,Core matrisome,Collagens
A0A0R4ILA4,Core matrisome,Collagens
F1QSJ2,Core matrisome,Collagens
ENSDARG00000026165,Core matrisome,Collagens
ENSDARG00000115341,Core matrisome,Collagens
col11a1b,Core matrisome,Collagens
ZDB-GENE-070912-607,Core matrisome,Collagens
D6MUD3,Core matrisome,Collagens
A0A0R4ISK1,Core matrisome,Collagens
ENSDARG00000009014,Core matrisome,Collagens
col11a2,Core matrisome,Collagens
ZDB-GENE-000208-23,Core matrisome,Collagens
F1R5X4,Core matrisome,Collagens
E7F7J8,Core matrisome,Collagens
Q8AW17,Core matrisome,Collagens
F6NLZ6,Core matrisome,Collagens
A0ZXN1,Core matrisome,Collagens
F1QBU0,Core matrisome,Collagens
Q9PTI5,Core matrisome,Collagens
A5PL43,Core matrisome,Collagens
I3ISS1,Core matrisome,Collagens
Q1LWX5,Core matrisome,Collagens
F1R4X4,Core matrisome,Collagens
D6MUD4,Core matrisome,Collagens
A0A0R4IDQ0,Core matrisome,Collagens
ENSDARG00000012422,Core matrisome,Collagens
col12a1a,Core matrisome,Collagens
ZDB-GENE-090728-1,Core matrisome,Collagens
X1WF98,Core matrisome,Collagens
B5DC62,Core matrisome,Collagens
X1WFI8,Core matrisome,Collagens
ENSDARG00000078322,Core matrisome,Collagens
col12a1b,Core matrisome,Collagens
ZDB-GENE-120215-116,Core matrisome,Collagens
I3IT32,Core matrisome,Collagens
I3ISL8,Core matrisome,Collagens
E7FG81,Core matrisome,Collagens
ENSDARG00000019601,Core matrisome,Collagens
col13a1,Core matrisome,Collagens
ZDB-GENE-030131-1874,Core matrisome,Collagens
F1QWK2,Core matrisome,Collagens
A0A0G2KI03,Core matrisome,Collagens
ENSDARG00000091398,Core matrisome,Collagens
col14a1a,Core matrisome,Collagens
ZDB-GENE-030131-9889,Core matrisome,Collagens
E9QG40,Core matrisome,Collagens
B5DC61,Core matrisome,Collagens
F1R9Y1,Core matrisome,Collagens
E9QH60,Core matrisome,Collagens
F1QVG7,Core matrisome,Collagens
Q6NW57,Core matrisome,Collagens
ENSDARG00000005762,Core matrisome,Collagens
col14a1b,Core matrisome,Collagens
ZDB-GENE-030131-1985,Core matrisome,Collagens
F1RA14,Core matrisome,Collagens
A0A0R4IEC5,Core matrisome,Collagens
A0A0R4IF77,Core matrisome,Collagens
A0A0R4IP59,Core matrisome,Collagens
A0A0R4IS09,Core matrisome,Collagens
col15a1a,Core matrisome,Collagens
ZDB-GENE-080918-1,Core matrisome,Collagens
Q05H57,Core matrisome,Collagens
B5DE26,Core matrisome,Collagens
col15a1b,Core matrisome,Collagens
ZDB-GENE-070912-689,Core matrisome,Collagens
ENSDARG00000061848,Core matrisome,Collagens
col16a1,Core matrisome,Collagens
ZDB-GENE-060503-351,Core matrisome,Collagens
F1Q593,Core matrisome,Collagens
K7DYI0,Core matrisome,Collagens
F1R6B4,Core matrisome,Collagens
K7DYA5,Core matrisome,Collagens
ENSDARG00000009194,Core matrisome,Collagens
col17a1a,Core matrisome,Collagens
ZDB-GENE-090313-107,Core matrisome,Collagens
B8A4S4,Core matrisome,Collagens
F1QIJ7,Core matrisome,Collagens
A0A0R4IDK1,Core matrisome,Collagens
ENSDARG00000069415,Core matrisome,Collagens
col17a1b,Core matrisome,Collagens
ZDB-GENE-030131-7145,Core matrisome,Collagens
F1QTH6,Core matrisome,Collagens
F1R7W0,Core matrisome,Collagens
F1R619,Core matrisome,Collagens
ENSDARG00000079011,Core matrisome,Collagens
col18a1,Core matrisome,Collagens
ZDB-GENE-030516-3,Core matrisome,Collagens
Q2PBM7,Core matrisome,Collagens
Q4TZW4,Core matrisome,Collagens
Q2PBM8,Core matrisome,Collagens
B0S8G3,Core matrisome,Collagens
Q8AWC6,Core matrisome,Collagens
B0S8G4,Core matrisome,Collagens
Q2PBM9,Core matrisome,Collagens
B0S8G5,Core matrisome,Collagens
Q4TZW5,Core matrisome,Collagens
ENSDARG00000036558,Core matrisome,Collagens
col19a1,Core matrisome,Collagens
ZDB-GENE-090312-196,Core matrisome,Collagens
B8A4T5,Core matrisome,Collagens
F1Q5Q9,Core matrisome,Collagens
Q08BP6,Core matrisome,Collagens
ENSDARG00000096073,Core matrisome,Collagens
col1a1a,Core matrisome,Collagens
ZDB-GENE-030131-9102,Core matrisome,Collagens
Q6P4U1,Core matrisome,Collagens
Q6U1J5,Core matrisome,Collagens
F1QSC5,Core matrisome,Collagens
F1QJC9,Core matrisome,Collagens
Q58P24,Core matrisome,Collagens
Q90YJ1,Core matrisome,Collagens
B1WB89,Core matrisome,Collagens
ENSDARG00000012405,Core matrisome,Collagens
ENSDARG00000116113,Core matrisome,Collagens
col1a1b,Core matrisome,Collagens
ZDB-GENE-030131-4400,Core matrisome,Collagens
Q90YI9,Core matrisome,Collagens
F1QDL1,Core matrisome,Collagens
Q6PEI9,Core matrisome,Collagens
Q6NZ15,Core matrisome,Collagens
ENSDARG00000035809,Core matrisome,Collagens
col1a2,Core matrisome,Collagens
ZDB-GENE-030131-8415,Core matrisome,Collagens
Q90YJ0,Core matrisome,Collagens
Q6IQX2,Core matrisome,Collagens
E9QCG6,Core matrisome,Collagens
A0A0R4IHC0,Core matrisome,Collagens
ENSDARG00000020007,Core matrisome,Collagens
col21a1,Core matrisome,Collagens
ZDB-GENE-110607-3,Core matrisome,Collagens
E7FB76,Core matrisome,Collagens
ENSDARG00000025320,Core matrisome,Collagens
col22a1,Core matrisome,Collagens
ZDB-GENE-090827-2,Core matrisome,Collagens
M5BFV8,Core matrisome,Collagens
ENSDARG00000101592,Core matrisome,Collagens
col23a1,Core matrisome,Collagens
A5WW97,Core matrisome,Collagens
A0A0R4IMT1,Core matrisome,Collagens
ENSDARG00000095339,Core matrisome,Collagens
col24a1,Core matrisome,Collagens
ZDB-GENE-110411-128,Core matrisome,Collagens
F8W3R5,Core matrisome,Collagens
F8W5B3,Core matrisome,Collagens
ENSDARG00000095843,Core matrisome,Collagens
ENSDARG00000069904,Core matrisome,Collagens
col25a1,Core matrisome,Collagens
ZDB-GENE-130530-720,Core matrisome,Collagens
ENSDARG00000068218,Core matrisome,Collagens
col26a1,Core matrisome,Collagens
ZDB-GENE-130530-864,Core matrisome,Collagens
F1QXC5,Core matrisome,Collagens
ENSDARG00000079330,Core matrisome,Collagens
col27a1a,Core matrisome,Collagens
ZDB-GENE-100119-1,Core matrisome,Collagens
A0A0G2L8U5,Core matrisome,Collagens
C7DZK3,Core matrisome,Collagens
ENSDARG00000101258,Core matrisome,Collagens
col27a1b,Core matrisome,Collagens
ZDB-GENE-100119-2,Core matrisome,Collagens
A0A0R4IFJ5,Core matrisome,Collagens
A0A0R4IVX8,Core matrisome,Collagens
A0MSJ1,Core matrisome,Collagens
ENSDARG00000099930,Core matrisome,Collagens
col28a1a,Core matrisome,Collagens
ZDB-GENE-070705-84,Core matrisome,Collagens
C0H5W1,Core matrisome,Collagens
C0H5W0,Core matrisome,Collagens
ENSDARG00000077084,Core matrisome,Collagens
col28a1b,Core matrisome,Collagens
ZDB-GENE-160503-1,Core matrisome,Collagens
A0A060Q6E4,Core matrisome,Collagens
ENSDARG00000087087,Core matrisome,Collagens
col28a2a,Core matrisome,Collagens
ZDB-GENE-030131-4444,Core matrisome,Collagens
F1QAB3,Core matrisome,Collagens
E9QEJ2,Core matrisome,Collagens
C3KEZ4,Core matrisome,Collagens
E9QEM2,Core matrisome,Collagens
ENSDARG00000076321,Core matrisome,Collagens
col28a2b,Core matrisome,Collagens
ZDB-GENE-130530-762,Core matrisome,Collagens
C0H5V6,Core matrisome,Collagens
C0H5V8,Core matrisome,Collagens
C0H5V9,Core matrisome,Collagens
C0H5V7,Core matrisome,Collagens
ENSDARG00000100781,Core matrisome,Collagens
col2a1a,Core matrisome,Collagens
ZDB-GENE-980526-192,Core matrisome,Collagens
B3DKQ3,Core matrisome,Collagens
A0A0R4IMA3,Core matrisome,Collagens
A0A0R4IHB0,Core matrisome,Collagens
B3DLK0,Core matrisome,Collagens
Q2LDA1,Core matrisome,Collagens
Q90412,Core matrisome,Collagens
Q561Q0,Core matrisome,Collagens
ENSDARG00000069093,Core matrisome,Collagens
ENSDARG00000111202,Core matrisome,Collagens
col2a1b,Core matrisome,Collagens
ZDB-GENE-050302-9,Core matrisome,Collagens
L0S5L0,Core matrisome,Collagens
F1QP85,Core matrisome,Collagens
A0A0H2UKU2,Core matrisome,Collagens
ENSDARG00000011407,Core matrisome,Collagens
col4a1,Core matrisome,Collagens
ZDB-GENE-081105-114,Core matrisome,Collagens
F1Q8S5,Core matrisome,Collagens
F1QG79,Core matrisome,Collagens
Q4TZW8,Core matrisome,Collagens
ENSDARG00000055009,Core matrisome,Collagens
col4a2,Core matrisome,Collagens
ZDB-GENE-070725-3,Core matrisome,Collagens
F1QZI8,Core matrisome,Collagens
Q58FS6,Core matrisome,Collagens
A0A0H2UKP2,Core matrisome,Collagens
ENSDARG00000104110,Core matrisome,Collagens
