gene,category,family
FBgn0052183,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q9VVK3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG13965,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0032834,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q9VIQ7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG14762,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0033250,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
D0Z756;Q7K2X5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG15080,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0034391,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
A1ZBD8;Q7YU46,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG17211,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0032414,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q9VKA7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG31869,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0051869,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
B7YZV0;Q7YU62;Q9VKQ0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG34454,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0085483,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
A8JNG6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG42404,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0259823,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
A0A0C4DHG7;Q8MRY6;Q9VFA8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG43333,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0263038,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q8IP52,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG5758,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0032666,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q0E8P5;Q8MSH1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
CG6749,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0036040,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q9VT44,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
cv-2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0000395,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q9GYX3;Q9W2H2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Kal1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0039155,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Q95SS0;Q9VCC7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
nolo,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
FBgn0051619,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
E1JHP3;Q0E8N3;Q8MRW9;Q9V9Q7;Q9V9Q9;X2JAM1;X2JEX4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated
Kul,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039688,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4LHU2;Q9VAI2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
kuz,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0259984,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A8DZ02;A8DZ03;Q59DZ3;Q94902;Q9VJW9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Meltrin,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0265140,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q400M8;Q6QU65;Q86P79;Q8T3I9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
mmd,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0259110,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
B7Z0Y2;M9NDY9;M9NH46;M9PER2;M9PH86;Q7KUY7;Q9GZ15;Q9VXL1;X2JE21,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Tace,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039734,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VAC5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
AdamTS-A,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0286071,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4KHK4;Q7KSH7;Q8SXB0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG4096,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0029791,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MRL5;Q9W493,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
loh,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0032252,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
E1JHE3;M9MRI1;Q8MSF8;Q9VKV3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
sona,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034903,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4KFG8;A0A0B4KGD6;B7YZP6;Q2MGN5;Q8MT72;Q9W1J9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
stl,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0086408,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8T3M5;Q8T458;Q9W1Z6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
26-29-p,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0250848,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9V3U6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
cathD,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0029093,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7K485,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
cer,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034443,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1ZBK7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG11459,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0037396,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VNK6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG11674,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0030551,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VY49,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG12594,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0037941,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VGJ0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG33293,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0053293,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q95TA8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG4847,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034229,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1ZAU4;Q7K5N8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG5367,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0032228,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VKY4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG5550,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034160,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4K7T3;A1ZAJ8;Q8SYS3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG6337,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033873,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7JYA0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG6347,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033874,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7K0S6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG6357,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033875,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1Z9I0;Q8MS62;Q8T3M8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Cp1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0013770,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4JD48;Q95029,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CtsB1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0030521,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VY87,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31145,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051145,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A4VCL2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG3631,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0038268,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q95T10,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Plod,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036147,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VHU7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
lox,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039848,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VAR7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
lox2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034660,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4LHW6;Q0KHY7;Q4V443,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Mmp1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0035049,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4JCU7;A0A0B4JD53;A0A0B4JDA7;A0A0B4K7H5;Q8MLN6;Q9GTK3;Q9W122,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Mmp2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033438,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MPP3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG11828,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039616,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VAR7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG15539,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039782,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4LHW6;Q0KHY7;Q4V443,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG15864,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0040528,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VHU7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG18231,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036796,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VVQ7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG18233,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036795,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VVQ6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG18749,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0042182,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MSK0,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31013,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051013,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VA50,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31016,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051016,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VA52,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31021,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051021,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q5BHW0;Q8IMH8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31371,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051371,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4K805;Q8IMI4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG31524,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051524,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q0KHY6;Q8IMI2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG32199,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0052199,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8T3H5;Q9VVQ9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG32201,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0052201,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8IQS7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG34041,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0054041,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4KHI9;D3DMS2;Q2PDP5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG4174,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036793,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VVQ4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG9698,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039784,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VA60,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaEFB,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039776,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VA69,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaMP,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0026190,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
O97126;Q9VA65,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaNE1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039780,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8T0N6;Q8T5S6;Q9VA64,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaNE2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039783,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8STH1;Q9VA61,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaNE3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051017,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q961I8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaPV,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051015,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MQN0;Q8T5S8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaSG1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051014,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8T5S7;Q9VA63,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
PH4alphaSG2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039779,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8IGX7;Q8SWR1;Q9I7H5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
CG43366,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0263109,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1Z6I3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
nec,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0002930,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q6V6U1;Q6V6U2;Q6V6U3;Q6V6U4;Q6V6U5;Q6V6U6;Q6V6U7;Q6V6U8;Q6V6U9;Q6V6V0;Q7JWX3;Q9U5W7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn100A,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0039795,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7K1P6;Q9VA48,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn27A,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028990,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9V3N1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn28B,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0083141,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VLZ8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn28Da,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0051902,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q0E8V6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn28Db,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0053121,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VLV3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn28Dc,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0031973,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VLU4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn28F,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028987,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MSJ4;Q9U1I7;Q9VLQ7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn31A,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0032178,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VL44,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn38F,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028986,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8MSJ3;Q9U1I6;Q9VII7;X2JAJ8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn42Da,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0265137,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7K8Y3;Q7K8Y5;Q8MM39;Q8MM49;Q8MPN5;Q8MPN6;Q8MPN7;Q8MPN8;Q8T0M5;Q9U1I5,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn42Db,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033112,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4KF64;A1Z6R3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn42Dc,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033113,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1Z6R4;Q8T3Z2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn42Dd,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028988,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7YTY6,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn42De,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033115,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A0A0B4K6Q4;Q8SZF4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn43Aa,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0024294,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7KA66;Q8MQZ7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn43Ab,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0024293,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
A1Z6V5;Q9U5W8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn43Ad,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0044011,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q8SYY7,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn47C,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0033574,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7K508,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn53F,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0034195,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q4V3G2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn55B,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028983,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q7JV69,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn75F,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0052203,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q3HKQ3,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn77Ba,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0262057,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q0E8C8,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn77Bb,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036969,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VWB4,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn77Bc,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0036970,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VPH9,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn85F,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0037772,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VH46,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn88Ea,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0028984,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VFC2,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Spn88Eb,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
FBgn0038299,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
Q9VFC1,Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM Regulators
