gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
PP_3890	PP_3890	Q88G36	VRR-NUC domain-containing protein	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_3920	PP_3920	Q88G06	Phage integrase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_3987	PP_3987	Q88FU5	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
rarA	PP_4002	Q88FT0	Replication-associated recombination protein A	replication_accessory_polymerase	Replication accessory polymerase, primase, and restart factors	bacterial_dna_replication	REUSE_OR_EXTEND_EXISTING	Replication-associated accessory candidates not already in the KEGG ppu03030 batch: Pol III chi-like context, Hda reinitiation control, primase/helicase or polymerase candidates, RarA restart, and Rep helicase.	PRESENT	CURATED	PRESENT
cspD	PP_4010	Q88FS3	Cold shock-like protein CspD	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
topB	PP_4019	Q88FR4	DNA topoisomerase (EC 5.6.2.1) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
PP_4247	PP_4247	Q88F52	Exonuclease	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_4409	PP_4409	Q88EP5	Site-specific recombinase, phage integrase family	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_4415	PP_4415	Q88EP0	Tyr recombinase domain-containing protein	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_4448	PP_4448	Q88EL4	Helicase HerA central domain-containing protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
PP_4476	PP_4476	Q88EI6	Topoisomerase II	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
hrpA	PP_4546	Q88EC0	RNA helicase (EC 3.6.4.13)	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
yajD	PP_4584	Q88E82	Putative HNH nuclease YajD	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
radA	PP_4644	Q88E24	DNA repair protein RadA	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
dnaJ	PP_4726	Q88DU3	Chaperone protein DnaJ	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
recN	PP_4729	Q88DU0	DNA repair protein RecN (Recombination protein N)	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
hrpB	PP_4772	Q88DQ1	ATP-dependent helicase HrpB	architectural_rna_protein_spillovers	Architectural, RNA-helicase, chaperone, and protease spillovers	dna_bucket_architectural_rna_protein_spillover_boundary	NEW_SUBMODULE	IHF architectural proteins, CspD, DnaJ, HrpA/HrpB RNA helicases, and TldD enter through broad DNA or inhibitor keywords; retain these in a boundary module as regulation, RNA processing, protein folding, or protease context unless direct DNA-repair evidence is found.	PRESENT	CURATED	PRESENT
parC	PP_4912	Q88DB5	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
parE	PP_4915	Q88DB2	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	dna_topology_topoisomerase	DNA topology, gyrase, and topoisomerase	dna_topology_topoisomerase_boundary	NEW_SUBMODULE	DNA gyrase, topoisomerase I/IV, topoisomerase side candidates, and the YacG gyrase inhibitor; curate as DNA topology rather than generic DNA repair.	PRESENT	CURATED	PRESENT
PP_5086	PP_5086	Q88CU4	Nuclease (SNase domain protein) (EC 3.1.-.-)	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
rep	PP_5264	Q88CB7	ATP-dependent DNA helicase Rep (EC 5.6.2.4) (DNA 3'-5' helicase Rep)	replication_accessory_polymerase	Replication accessory polymerase, primase, and restart factors	bacterial_dna_replication	REUSE_OR_EXTEND_EXISTING	Replication-associated accessory candidates not already in the KEGG ppu03030 batch: Pol III chi-like context, Hda reinitiation control, primase/helicase or polymerase candidates, RarA restart, and Rep helicase.	PRESENT	CURATED	PRESENT
PP_5295	PP_5295	Q88C88	YicC family protein	nuclease_dnase_toxin_side_nodes	Nucleases, DNases, toxin nucleases, and broad phosphodiesterases	nuclease_dnase_boundary	NEW_SUBMODULE	DNase, HNH/VRR-NUC/SNase/YicC, phage exonuclease, pyocin nuclease, TatD, and YoeB-like nuclease contexts; likely mixed DNA, RNA, toxin, and mobile-element side functions.	PRESENT	CURATED	PRESENT
PP_5490	PP_5490	A0A140FW44	Site-specific DNA recombinase	mobile_integrase_recombinase_transposase	Mobile-element integrases, recombinases, resolvases, and transposases	mobile_genetic_elements_boundary	REASSIGN_TO_MOBILE_ELEMENTS	Phage integrases, Tyr/Ser recombinases, resolvases, and transposases are mobile-element context, not core chromosomal DNA replication/repair pathway members.	PRESENT	CURATED	PRESENT
PP_5679	PP_5679	A0A140FWN1	DNA polymerase Y-family little finger domain-containing protein	sos_translesion_alkylation_repair	SOS, translesion synthesis, alkylation repair, and oxidized nucleotide sanitation	dna_damage_response_translesion_repair_boundary	NEW_SUBMODULE	LexA/SOS regulators, DinB/PolB/ImuB/DnaE2/Y-family error-prone polymerase context, MutT-like oxidized nucleotide sanitation, and Ogt alkylation repair.	PRESENT	CURATED	PRESENT
PP_5711	PP_5711	A0A140FWR4	Endonuclease GajA/Old nuclease/RecF-like AAA domain-containing protein	repair_helicase_recombination_core	DNA repair helicases, recombination, and double-strand break candidates	bacterial_homologous_recombination	REUSE_OR_EXTEND_EXISTING	Lhr/DinG/SNF2/Rep-family helicases, SbcCD, RadA, RecN, RdgC, HerA-like, and other repair/recombination candidates adjacent to existing homologous-recombination modules.	PRESENT	CURATED	PRESENT
