gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_3964	PP_3964	Q88FW3	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3966	PP_3966	Q88FW2	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	PF01527;		Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_3984	PP_3984	Q88FU7	Transposase			IPR045489;	PF20008;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3986	PP_3986	Q88FU6	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4024	PP_4024	Q877M4	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4091	PP_4091	Q88FK3	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4092	PP_4092	Q88FK2	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4135	PP_4135	Q88FG1	Phage head protein			IPR009225;	PF05926;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
insN	PP_4419	Q88EN5	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR051839;IPR002514;	PF01527;	PTHR33215;PTHR33215:SF12;	Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_4420	PP_4420	Q88EN4	Transposase		GO:0003676; GO:0015074	IPR025948;IPR001584;IPR012337;IPR036397;IPR048020;IPR050900;	PF13276;PF00665;	PTHR46889;PTHR46889:SF4;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_4441	PP_4441	Q877P1	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	PF01527;		Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_4442	PP_4442	Q877N3	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4443	PP_4443	Q877J6	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4444	PP_4444	Q88EL8	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;	PF01527;		Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_4445	PP_4445	Q88EL7	Transposase		GO:0003676; GO:0015074	IPR025948;IPR001584;IPR012337;IPR036397;IPR048020;IPR050900;	PF13276;PF00665;	PTHR46889;PTHR46889:SF4;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_4459	PP_4459	Q88EK3	Transposase		GO:0003676	IPR009057;IPR052702;IPR012337;IPR036397;IPR038717;IPR047655;	PF13358;PF13565;	PTHR30347:SF1;PTHR30347;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_4858	PP_4858	Q88DG7	Phage infection protein						Reference proteome;Signal	phage_lysis_host_interaction	Phage lysis, holin, and host-interaction proteins	phage_lysis_host_interaction_boundary	NEW_SUBMODULE	COMPLETE	Holin and host-interaction/infection proteins with sparse annotation.	PRESENT	CURATED	PRESENT
PP_5176	PP_5176	Q88CK4	Transposase IS200-like domain-containing protein		GO:0004803; GO:0006313; GO:0043565	IPR052715;IPR002686;IPR036515;	PF01797;	PTHR36966;PTHR36966:SF1;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_5405	PP_5405	Q88BY2	Transposase						Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5406	PP_5406	Q88BY1	Transposase		GO:0003676	IPR011335;IPR011856;			Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5408	PP_5408	Q88BX9	TniQ protein						Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_5558	PP_5558	A0A140FWB1	Transcriptional xre family of phage origin		GO:0003677	IPR010982;			Reference proteome	phage_regulatory_toxin_antitoxin	Phage regulators, repressors, and toxin-antitoxin context	phage_regulation_toxin_antitoxin_boundary	NEW_SUBMODULE	COMPLETE	XRE/Cro-like repressors and plasmid-stabilization/toxin-antitoxin context. Keep phage regulatory DNA binding separate from bacterial metabolic regulation.	PRESENT	CURATED	PRESENT
PP_5626	PP_5626	A0A140FWH8	Phage repressor-like, DNA-binding domain		GO:0003677	IPR001387;IPR010982;	PF01381;		DNA-binding;Reference proteome	phage_regulatory_toxin_antitoxin	Phage regulators, repressors, and toxin-antitoxin context	phage_regulation_toxin_antitoxin_boundary	NEW_SUBMODULE	COMPLETE	XRE/Cro-like repressors and plasmid-stabilization/toxin-antitoxin context. Keep phage regulatory DNA binding separate from bacterial metabolic regulation.	PRESENT	CURATED	PRESENT
PP_5637	PP_5637	A0A140FWJ0	Prophage PSSB64-02						Reference proteome	low_information_prophage_proteins	Low-information prophage and phage proteins	mobile_genetic_elements_low_information_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Generic prophage/phage proteins with limited or absent GO/domain signal. Do not promote core functions from names alone.	PRESENT	CURATED	PRESENT
