gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
clpX	PP_2301	Q88KI9	ATP-dependent Clp protease ATP-binding subunit ClpX		GO:0005524; GO:0008270; GO:0009376; GO:0016887; GO:0046983; GO:0051082; GO:0051301; GO:0051603; GO:0140662	IPR003593;IPR050052;IPR003959;IPR019489;IPR004487;IPR046425;IPR027417;IPR059188;IPR010603;IPR038366;	PF07724;PF10431;PF06689;	PTHR48102:SF7;PTHR48102;	ATP-binding;Chaperone;Metal-binding;Nucleotide-binding;Reference proteome;Zinc	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
lon-II	PP_2302	Q88KI8	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	3.4.21.53	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0016887; GO:0034605; GO:0043565	IPR003593;IPR003959;IPR027543;IPR004815;IPR054594;IPR008269;IPR027065;IPR003111;IPR046336;IPR027417;IPR015947;IPR020568;IPR014721;	PF00004;PF05362;PF22667;PF02190;	PTHR10046;	ATP-binding;Cytoplasm;DNA-binding;Hydrolase;Nucleotide-binding;Protease;Reference proteome;Serine protease;Stress response	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_2364	PP_2364	Q88KC6	Peptidase M14 domain-containing protein		GO:0004181; GO:0006508; GO:0008270	IPR050821;IPR040626;IPR000834;	PF18027;PF00246;	PTHR12756;PTHR12756:SF11;	Reference proteome	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_2447	PP_2447	Q88K45	Peptidase C39 family protein			IPR039563;			Reference proteome	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
cspA-II	PP_2463	Q88K29	Nucleic acid cold-shock chaperone		GO:0003676; GO:0005829	IPR012156;IPR050181;IPR011129;IPR019844;IPR002059;IPR012340;	PF00313;	PTHR11544;	Cytoplasm;Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
PP_2493	PP_2493	Q88K00	RadC family protein		GO:0006508; GO:0008237; GO:0046872	IPR037518;IPR025657;IPR001405;IPR020891;	PF04002;	PTHR30471;PTHR30471:SF3;	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc	dna_damage_or_repair_spillover_proteases	DNA-damage and repair spillover protease candidates	dna_bucket_architectural_rna_protein_spillover_boundary	REUSE_OR_EXTEND_EXISTING	QUEUED	Abasic-site processing proteins and RadC-family metalloprotease-like entries. Route to DNA-repair or spillover modules only where AP-site, DNA-binding, or repair context is actually supported.	PRESENT	CURATED	PRESENT
PP_2685	PP_2685	Q88JG4	Peptidase			IPR029055;IPR016545;			Reference proteome	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
PP_2704	PP_2704	Q88JE5	Peptidase, M20/M25/M40 family		GO:0019877; GO:0046872; GO:0050118	IPR017439;IPR036264;IPR002933;IPR011650;	PF07687;PF01546;	PTHR11014:SF63;PTHR11014;	Hydrolase;Manganese;Metal-binding;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
pfpI	PP_2725	Q88JC4	Protease PfpI		GO:0006508; GO:0008233	IPR006286;IPR029062;IPR002818;	PF01965;	PTHR42733;PTHR42733:SF12;	Hydrolase;Protease;Reference proteome	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
ureD	PP_2842	Q88J07	Urease accessory protein UreD		GO:0005737; GO:0016151	IPR002669;	PF01774;	PTHR33643;PTHR33643:SF1;	Chaperone;Cytoplasm;Nickel insertion;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
ureE	PP_2846	Q88J03	Urease accessory protein UreE		GO:0005737; GO:0006457; GO:0016151; GO:0019627; GO:0051082; GO:0065003	IPR012406;IPR007864;IPR004029;IPR036118;	PF05194;PF02814;		Chaperone;Cytoplasm;Nickel;Nickel insertion;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
ureF	PP_2848	Q88J01	Urease accessory protein UreF		GO:0005737; GO:0016151	IPR002639;IPR038277;	PF01730;	PTHR33620;PTHR33620:SF1;	Chaperone;Cytoplasm;Nickel insertion;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
ureG	PP_2849	Q88J00	Urease accessory protein UreG		GO:0003924; GO:0005525; GO:0005737; GO:0016151; GO:0043419	IPR003495;IPR027417;IPR004400;	PF02492;	PTHR31715;PTHR31715:SF0;	Chaperone;Cytoplasm;GTP-binding;Nickel insertion;Nucleotide-binding;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_2855	PP_2855	Q88IZ4	Peptidase C39 domain-containing protein		GO:0005524; GO:0006508; GO:0008233; GO:0016020	IPR005074;	PF03412;		Reference proteome;Signal	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
PP_2941	PP_2941	Q88IQ8	Abasic site processing protein (EC 3.4.-.-)	3.4.-.-	GO:0003697; GO:0006508; GO:0008233; GO:0016829; GO:0106300	IPR003738;IPR036590;	PF02586;	PTHR13604:SF0;PTHR13604;	Covalent protein-DNA linkage;DNA damage;DNA-binding;Hydrolase;Lyase;Protease;Reference proteome	dna_damage_or_repair_spillover_proteases	DNA-damage and repair spillover protease candidates	dna_bucket_architectural_rna_protein_spillover_boundary	REUSE_OR_EXTEND_EXISTING	QUEUED	Abasic-site processing proteins and RadC-family metalloprotease-like entries. Route to DNA-repair or spillover modules only where AP-site, DNA-binding, or repair context is actually supported.	PRESENT	CURATED	PRESENT
PP_3045	PP_3045	Q88IF4	ATP-dependent Clp protease proteolytic subunit		GO:0004176; GO:0004252; GO:0006515; GO:0009368; GO:0051117	IPR001907;IPR029045;IPR023562;	PF00574;	PTHR10381;PTHR10381:SF70;	Cytoplasm;Hydrolase;Protease;Reference proteome;Serine protease	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
eco	PP_3072	Q88IC7	Ecotin		GO:0004867; GO:0042597	IPR027438;IPR036198;IPR005658;IPR023084;	PF03974;	PTHR35890;PTHR35890:SF3;	Disulfide bond;Periplasm;Protease inhibitor;Reference proteome;Serine protease inhibitor;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_3267	PP_3267	Q88HT6	Clp protease		GO:0006508; GO:0008233	IPR029045;IPR023562;	PF00574;		Hydrolase;Protease;Reference proteome	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_3316	PP_3316	Q88HN7	Chaperone-associated ATPase		GO:0005524; GO:0005737; GO:0016887; GO:0034605	IPR003593;IPR003959;IPR019489;IPR036628;IPR004176;IPR001270;IPR028299;IPR041546;IPR050130;IPR027417;	PF00004;PF07724;PF17871;PF02861;PF10431;	PTHR11638;PTHR11638:SF145;	ATP-binding;Chaperone;Coiled coil;Nucleotide-binding;Reference proteome;Repeat	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
ydcP	PP_3497	Q88H64	Peptidase (EC 3.4.-.-)	3.4.-.-	GO:0016787	IPR020988;IPR001539;IPR060007;	PF12392;PF01136;	PTHR30217:SF10;PTHR30217;	Hydrolase;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
cobW	PP_3508	Q88H57	Protein CobW		GO:0000166; GO:0005737; GO:0009236; GO:0016787	IPR012824;IPR036627;IPR011629;IPR003495;IPR027417;IPR051316;	PF02492;PF07683;	PTHR13748:SF62;PTHR13748;	Chaperone;Hydrolase;Nucleotide-binding;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
PP_3878	PP_3878	Q88G48	Phage minor capsid protein C		GO:0006508; GO:0008236	IPR029045;IPR002142;IPR033855;	PF01343;	PTHR33209:SF1;PTHR33209;	Hydrolase;Protease;Reference proteome;Serine protease	phage_mobile_protease_spillovers	Phage and mobile-element protease spillovers	phage_structural_packaging_boundary	REUSE_OR_EXTEND_EXISTING	QUEUED	Phage U35/minor-capsid protease entries that entered by protease keywords but should be evaluated in mobile-element or phage-structural context, not as host protein-turnover enzymes.	PRESENT	CURATED	PRESENT
clpA	PP_4008	Q88FS5	ATP-dependent serine protease (EC 3.4.21.92)	3.4.21.92	GO:0004252; GO:0005524; GO:0005737; GO:0006508; GO:0016887; GO:0034605; GO:0043335	IPR003593;IPR003959;IPR019489;IPR036628;IPR004176;IPR013461;IPR001270;IPR018368;IPR028299;IPR041546;IPR050130;IPR027417;	PF00004;PF07724;PF17871;PF02861;PF10431;	PTHR11638;PTHR11638:SF111;	ATP-binding;Chaperone;Hydrolase;Nucleotide-binding;Protease;Reference proteome;Repeat	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
clpS	PP_4009	Q88FS4	ATP-dependent Clp protease adapter protein ClpS		GO:0006508; GO:0030163	IPR022935;IPR003769;IPR014719;	PF02617;	PTHR33473:SF19;PTHR33473;	Reference proteome	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_4113	PP_4113	Q88FI3	Peptidase S8/S53 domain-containing protein		GO:0004252; GO:0006508	IPR000209;IPR036852;IPR022398;IPR023828;IPR050131;IPR016916;	PF00082;	PTHR43806:SF11;PTHR43806;	Hydrolase;Protease;Reference proteome;Serine protease;Signal	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_4583	PP_4583	Q88E83	Peptidase		GO:0004252; GO:0006508	IPR029058;IPR023302;IPR001375;IPR004106;IPR002470;IPR051543;	PF00326;PF02897;	PTHR11757:SF19;PTHR11757;	Hydrolase;Protease;Reference proteome;Serine protease	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
zinU	PP_4639	Q88E29	P-loop guanosine triphosphatase-dependent zinc chaperone		GO:0000166; GO:0005737; GO:0016787	IPR036627;IPR011629;IPR003495;IPR027417;IPR051316;	PF02492;PF07683;	PTHR13748:SF62;PTHR13748;	Chaperone;Hydrolase;Nucleotide-binding;Reference proteome	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
grpE	PP_4728	Q88DU1	Protein GrpE (HSP-70 cofactor)		GO:0000774; GO:0005829; GO:0006457; GO:0042803; GO:0051082; GO:0051087	IPR000740;IPR013805;IPR009012;	PF01025;	PTHR21237;PTHR21237:SF23;	Chaperone;Cytoplasm;Reference proteome;Stress response	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
PP_4752	PP_4752	Q88DS1	Xaa-Pro aminopeptidase		GO:0004177	IPR029149;IPR036005;IPR000587;IPR000994;IPR050659;	PF01321;PF00557;	PTHR46112;PTHR46112:SF2;	Aminopeptidase;Hydrolase;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
PP_4799	PP_4799	Q88DM6	Muramoyltetrapeptide carboxypeptidase		GO:0004180; GO:0006508; GO:0008236	IPR027461;IPR029062;IPR027478;IPR040449;IPR040921;IPR003507;	PF02016;PF17676;	PTHR30237;PTHR30237:SF2;	Carboxypeptidase;Hydrolase;Protease;Reference proteome;Serine protease;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
PP_4814	PP_4814	Q88DL1	ATP-dependent protease La domain protein		GO:0006508; GO:0008233	IPR003111;IPR046336;IPR015947;	PF02190;	PTHR46732;PTHR46732:SF8;	Hydrolase;Protease;Reference proteome	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_4836	PP_4836	Q88DI9	Copper chaperone PCu(A)C			IPR007410;IPR058248;IPR036182;	PF04314;	PTHR36302;PTHR36302:SF1;	Reference proteome;Signal	cofactor_metal_maturation_chaperones	Cofactor, metal, and enzyme-maturation chaperones	cofactor_metal_maturation_chaperone_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Copper, heme, succinate-dehydrogenase flavin, urease nickel-insertion, and G3E-family metal/chaperone candidates. Route to their real enzyme or metal-homeostasis modules where possible rather than treating them as generic protein-folding factors.	PRESENT	CURATED	PRESENT
cbpM	PP_4847	Q88DH8	Chaperone modulatory protein CbpM			IPR022835;	PF13591;		Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
cbpA	PP_4848	Q88DH7	Curved DNA-binding protein		GO:0003681; GO:0005737; GO:0009295; GO:0042026; GO:0051082	IPR023859;IPR002939;IPR001623;IPR018253;IPR008971;IPR036869;	PF00226;PF01556;	PTHR43096;PTHR43096:SF52;	Chaperone;Cytoplasm;DNA-binding;Reference proteome	chaperone_folding_holdase_foldase	Chaperone, holdase, and foldase systems	bacterial_chaperone_protein_folding_boundary	NEXT_SUBMODULE	QUEUED	Core and accessory bacterial protein-folding factors: Hsp33, SurA, FKBP/PPiases, HscAB, GroES, ClpB-like disaggregase, DnaJ-like and GrpE/CbpA/CbpM co-chaperone context, plus cold-shock nucleic-acid chaperone side context. Curate as bacterial proteostasis/folding, not as a eukaryotic ER-processing or integrated-stress-response module.	PRESENT	CURATED	PRESENT
PP_4913	PP_4913	Q88DB4	TIGR02281 family clan AA aspartic protease		GO:0004190; GO:0006508	IPR001969;IPR011969;IPR021109;IPR034122;	PF13975;		Reference proteome	low_information_peptidase_spillovers	Low-information peptidase-family spillovers	protein_turnover_peptidase_spillover_boundary	DEFER_LOW_EVIDENCE	QUEUED	Generic peptidase or protease-family entries with weak pathway, substrate, or catalytic specificity. Keep family-supported generic activities only where GOA/domain evidence supports them.	PRESENT	CURATED	PRESENT
PP_4924	PP_4924	Q88DA3	Serine protease, subtilase family		GO:0004252; GO:0005509; GO:0005737; GO:0012505; GO:0016020; GO:0016485	IPR041690;IPR008979;IPR001343;IPR034182;IPR002884;IPR000209;IPR036852;IPR023828;IPR011049;	PF17892;PF00353;PF01483;PF00082;PF26745;	PTHR42884:SF14;PTHR42884;	Calcium;Hydrolase;Protease;Reference proteome;Serine protease;Signal	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_4949	PP_4949	Q88D78	Peptidase, TldD/PmbA family		GO:0005829; GO:0006508; GO:0008237	IPR045569;IPR045570;IPR002510;IPR051463;IPR035068;IPR036059;	PF01523;PF19290;PF19289;	PTHR30624:SF10;PTHR30624;	Hydrolase;Metalloprotease;Protease;Reference proteome	peptide_processing_aminopeptidases	Peptide processing and aminopeptidases	protein_turnover_peptide_processing_boundary	NEW_SUBMODULE	QUEUED	Oligopeptidase, methionine aminopeptidase, Xaa-Pro aminopeptidase, M20/M42/M24-family peptidases, and related cytosolic peptide-turnover enzymes. Curate enzyme-level activities where supported and keep broad proteolysis as process context.	PRESENT	CURATED	PRESENT
hslV	PP_5000	Q88D28	ATP-dependent protease subunit HslV (EC 3.4.25.2)	3.4.25.2	GO:0004298; GO:0005839; GO:0009376; GO:0046872; GO:0051603	IPR022281;IPR029055;IPR001353;IPR023333;	PF00227;	PTHR32194:SF0;PTHR32194;	Allosteric enzyme;Cytoplasm;Hydrolase;Metal-binding;Protease;Reference proteome;Sodium;Threonine protease	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
hslU	PP_5001	Q88D27	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)		GO:0005524; GO:0008233; GO:0009376; GO:0016887; GO:0036402; GO:0043335	IPR003593;IPR050052;IPR003959;IPR019489;IPR004491;IPR027417;	PF00004;PF07724;	PTHR48102;PTHR48102:SF3;	ATP-binding;Chaperone;Cytoplasm;Nucleotide-binding;Reference proteome	atp_dependent_protease_turnover	ATP-dependent protease and protein-turnover systems	bacterial_atp_dependent_protein_turnover_boundary	NEW_SUBMODULE	QUEUED	Lon, Clp, HslUV, and related AAA+ protease/unfoldase or adaptor components. Curate proteolysis, ATP hydrolysis/unfoldase, and complex membership conservatively; do not assume every ATPase subunit has the peptidase catalytic activity.	PRESENT	CURATED	PRESENT
PP_5057	PP_5057	Q88CX3	Peptidase, M23/M37 family		GO:0004222	IPR050570;IPR011055;IPR016047;	PF01551;	PTHR21666:SF270;PTHR21666;	Coiled coil;Reference proteome;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
ctpA	PP_5058	Q88CX2	Carboxy-terminal-processing protease (EC 3.4.21.102)	3.4.21.102	GO:0004252; GO:0006508; GO:0007165; GO:0030288	IPR029045;IPR055210;IPR001478;IPR041489;IPR036034;IPR004447;IPR005151;	PF22694;PF17820;PF03572;	PTHR32060:SF30;PTHR32060;	Hydrolase;Protease;Reference proteome;Serine protease;Signal	cell_wall_envelope_peptidase_inhibitor	Cell-wall, envelope, and protease-inhibitor peptidase context	envelope_cell_wall_peptidase_inhibitor_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	M23/M37, NlpC/P60, M15, tail-specific/C-terminal processing proteases, cell-wall peptidase-like candidates, alpha-2-macroglobulin, ecotin, chagasin-like, and small peptidase-inhibitor entries. Separate peptidoglycan remodeling from generic protease inhibition and avoid forcing pathway outputs from family names alone.	PRESENT	CURATED	PRESENT
