gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
P80201	Acvr1	10116	Rattus norvegicus	GO:0071385	cellular response to glucocorticoid stimulus	response to stimulus	involved_in	PMID:16150914	RGD	28	2
A0A8I5ZYX7	Hey1	10116	Rattus norvegicus	GO:0071385	cellular response to glucocorticoid stimulus	response to stimulus	involved_in	PMID:20666749	RGD	28	1
Q9UJU2	LEF1	9606	Homo sapiens	GO:0001649	osteoblast differentiation	developmental process	involved_in	PMID:20128911	UniProt	28	1
P10147	CCL3	9606	Homo sapiens	GO:0001649	osteoblast differentiation	developmental process	involved_in	PMID:21403648	UniProt	28	7
Q04906	Bmp6	10116	Rattus norvegicus	GO:0001649	osteoblast differentiation	developmental process	involved_in	PMID:11995934	RGD	28	7
Q9ZUH4	TPS10	3702	Arabidopsis thaliana	GO:0080027	response to herbivore	response to stimulus	involved_in	PMID:18400103	UniProt	28	4
Q5UB07	TPS4	3880	Medicago truncatula	GO:0080027	response to herbivore	response to stimulus	involved_in	PMID:15660362	UniProt	28	3
Q56WV9	PROSCOOP5	3702	Arabidopsis thaliana	GO:0080027	response to herbivore	response to stimulus	involved_in	PMID:35401621	UniProt	28	5
P18776	dmsB	83333	Escherichia coli K-12	GO:0009061	anaerobic respiration	metabolic process	acts_upstream_of_or_within	PMID:2544558	EcoCyc	28	1
O22947	At2g41730	3702	Arabidopsis thaliana	GO:0009061	anaerobic respiration	metabolic process	acts_upstream_of_or_within	PMID:20097791	TAIR	28	2
P13033	glpB	83333	Escherichia coli K-12	GO:0009061	anaerobic respiration	metabolic process	acts_upstream_of_or_within	PMID:6363389	EcoCyc	28	1
O80960	PIC30	3702	Arabidopsis thaliana	GO:0002239	response to oomycetes	response to stimulus	acts_upstream_of_or_within	PMID:21711359	TAIR	28	1
Q9C8I6	IOS1	3702	Arabidopsis thaliana	GO:0002239	response to oomycetes	response to stimulus	involved_in	PMID:25274985	UniProt	28	5
Q9FLV0	DMR6	3702	Arabidopsis thaliana	GO:0002239	response to oomycetes	response to stimulus	involved_in	PMID:18248595	UniProt	28	7
P31044	Pebp1	10116	Rattus norvegicus	GO:0007286	spermatid development	developmental process	involved_in	PMID:9508097	RGD	28	13
Q9VAW8	Mst98Ca	7227	Drosophila melanogaster	GO:0007286	spermatid development	developmental process	involved_in	PMID:8441407	FlyBase	28	1
Q0E8D8	Adgf-A2	7227	Drosophila melanogaster	GO:0007286	spermatid development	developmental process	involved_in	PMID:10967093	FlyBase	28	1
A0AC58G057	bdnf	7955	Danio rerio	GO:0033555	multicellular organismal response to stress	response to stimulus	acts_upstream_of_or_within	PMID:25748166	ZFIN	28	2
Q62923	Pnoc	10116	Rattus norvegicus	GO:0033555	multicellular organismal response to stress	response to stimulus	involved_in	PMID:12093594	RGD	28	8
Q0PIA1	hcrt	7955	Danio rerio	GO:0033555	multicellular organismal response to stress	response to stimulus	acts_upstream_of_or_within	PMID:25748166	ZFIN	28	1
A0A072TK64	Glb1-3	3880	Medicago truncatula	GO:0071731	response to nitric oxide	response to stimulus	involved_in	PMID:32003030	UniProt	27	1
Q3C1F4	GLB1-1	34305	Lotus japonicus	GO:0071731	response to nitric oxide	response to stimulus	involved_in	PMID:30597068	UniProt	27	20
O04985	NSHB2	39947	Oryza sativa Japonica Group	GO:0010167	response to nitrate	response to stimulus	involved_in	PMID:15695464	UniProt	27	3
Q9LYC8	GRXS6	3702	Arabidopsis thaliana	GO:0010167	response to nitrate	response to stimulus	acts_upstream_of_or_within	PMID:26662603	TAIR	27	1
Q39161	NIR1	3702	Arabidopsis thaliana	GO:0010167	response to nitrate	response to stimulus	acts_upstream_of_or_within	PMID:20444232	TAIR	27	1
Q9TYS3	ftn-2	6239	Caenorhabditis elegans	GO:0050830	defense response to Gram-positive bacterium	response to stimulus	involved_in	PMID:24882217	WB	27	1
Q4W528	clec-218	6239	Caenorhabditis elegans	GO:0050830	defense response to Gram-positive bacterium	response to stimulus	involved_in	PMID:24882217	WB	27	1
G5EC68	abf-2	6239	Caenorhabditis elegans	GO:0050830	defense response to Gram-positive bacterium	response to stimulus	involved_in	PMID:24882217	WB	27	2
P13053	Vdr	10116	Rattus norvegicus	GO:1904044	response to aldosterone	response to stimulus	involved_in	PMID:29713904	RGD	27	6
P61354	Rpl27	10116	Rattus norvegicus	GO:1904044	response to aldosterone	response to stimulus	involved_in	PMID:24303148	RGD	27	1
A0A0B4J2J0	Fcgr1a	10116	Rattus norvegicus	GO:1904044	response to aldosterone	response to stimulus	involved_in	PMID:29713904	RGD	27	3
P23739	Si	10116	Rattus norvegicus	GO:0032094	response to food	response to stimulus	involved_in	PMID:4052022	RGD	27	15
P43428	G6pc1	10116	Rattus norvegicus	GO:0032094	response to food	response to stimulus	involved_in	PMID:17158265	RGD	27	7
Q6DTM3	Ahi1	10116	Rattus norvegicus	GO:0032094	response to food	response to stimulus	involved_in	PMID:19819228	RGD	27	3
P49040	SUS1	3702	Arabidopsis thaliana	GO:0010555	response to mannitol	response to stimulus	involved_in	PMID:14739263	UniProt	27	12
F4YAW3	BCP4	3635	Gossypium hirsutum	GO:0010555	response to mannitol	response to stimulus	NOT|involved_in	PMID:21029107	AgBase	27	10
F4JP52	PQT3	3702	Arabidopsis thaliana	GO:0010555	response to mannitol	response to stimulus	involved_in	PMID:27676073	UniProt	27	6
P21760	EXFABP	9031	Gallus gallus	GO:0006953	acute-phase response	response to stimulus	involved_in	PMID:12891703	AgBase	27	14
P12346	Tf	10116	Rattus norvegicus	GO:0006953	acute-phase response	response to stimulus	involved_in	PMID:17417667	RGD	27	5
P06238	A2m	10116	Rattus norvegicus	GO:0006953	acute-phase response	response to stimulus	involved_in	PMID:2468362	RGD	27	8
Q56WV9	PROSCOOP5	3702	Arabidopsis thaliana	GO:0002213	defense response to insect	response to stimulus	involved_in	PMID:35401621	TAIR	27	5
Q3E8H4	PROSCOOP1	3702	Arabidopsis thaliana	GO:0002213	defense response to insect	response to stimulus	involved_in	PMID:35401621	TAIR	27	3
Q8GWN6	PROSCOOP8	3702	Arabidopsis thaliana	GO:0002213	defense response to insect	response to stimulus	involved_in	PMID:35401621	TAIR	27	5
Q9FLP3	Mge1	3702	Arabidopsis thaliana	GO:0009411	response to UV	response to stimulus	acts_upstream_of_or_within	PMID:22128139	TAIR	27	1
Q38861	XPB1	3702	Arabidopsis thaliana	GO:0009411	response to UV	response to stimulus	acts_upstream_of_or_within	PMID:15656976	TAIR	27	1
Q1ZZU9	DIR	93608	Sinopodophyllum hexandrum	GO:0009411	response to UV	response to stimulus	involved_in	PMID:23653238	UniProt	27	4
P11232	Txn	10116	Rattus norvegicus	GO:0010269	response to selenium ion	response to stimulus	involved_in	PMID:15792362	RGD	27	9
Q05343	Rxra	10116	Rattus norvegicus	GO:0010269	response to selenium ion	response to stimulus	involved_in	PMID:15318950	RGD	27	13
P07895	Sod2	10116	Rattus norvegicus	GO:0010269	response to selenium ion	response to stimulus	involved_in	PMID:17804075	RGD	27	16
A2IBU9	A2IBU9	3635	Gossypium hirsutum	GO:0090376	seed trichome differentiation	developmental process	involved_in	PMID:17943315	AgBase	27	1
Q6V9S8	GT43A1	3635	Gossypium hirsutum	GO:0090376	seed trichome differentiation	developmental process	involved_in	PMID:15940874	AgBase	27	1
Q8VXK5	F10	3635	Gossypium hirsutum	GO:0090376	seed trichome differentiation	developmental process	involved_in	PMID:11826980	AgBase	27	1
Q9ATD1	ghmyb9	3635	Gossypium hirsutum	GO:0090379	secondary cell wall biogenesis involved in seed trichome differentiation	developmental process	involved_in	PMID:20148073	AgBase	27	1
P93155	celA1	3635	Gossypium hirsutum	GO:0090379	secondary cell wall biogenesis involved in seed trichome differentiation	developmental process	involved_in	PMID:8901635	AgBase	27	1
O49194	GhEX1	3635	Gossypium hirsutum	GO:0090379	secondary cell wall biogenesis involved in seed trichome differentiation	developmental process	involved_in	PMID:20148073	AgBase	27	2
Q9C9W5	HPR	3702	Arabidopsis thaliana	GO:0071482	cellular response to light stimulus	response to stimulus	involved_in	PMID:19529821	UniProt	27	2
Q39089	PAC	3702	Arabidopsis thaliana	GO:0071482	cellular response to light stimulus	response to stimulus	involved_in	PMID:7919990	UniProt	27	2
O24629	SIGA	3702	Arabidopsis thaliana	GO:0071482	cellular response to light stimulus	response to stimulus	involved_in	PMID:11959137	UniProt	27	4
Q96DN2	VWCE	9606	Homo sapiens	GO:0098586	cellular response to virus	response to stimulus	involved_in	PMID:16496348	UniProt	27	1
Q10GJ1	RING455	39947	Oryza sativa Japonica Group	GO:0098586	cellular response to virus	response to stimulus	NOT|involved_in	PMID:40074903	UniProt	27	1
URS0002A148BE_7227	Drosophila melanogaster (fruit fly) C/D box small nucleolar RNA 17 (Dmel_CR33930)	7227	Drosophila melanogaster	GO:0098586	cellular response to virus	response to stimulus	involved_in	PMID:40737091	FlyBase	27	1
Q08464	Fzd2	10116	Rattus norvegicus	GO:0071375	cellular response to peptide hormone stimulus	response to stimulus	involved_in	PMID:1334084	RGD	26	3
Q62844	Fyn	10116	Rattus norvegicus	GO:0071375	cellular response to peptide hormone stimulus	response to stimulus	involved_in	PMID:9460655	RGD	26	7
P22388	Edn1	10116	Rattus norvegicus	GO:0071375	cellular response to peptide hormone stimulus	response to stimulus	involved_in	PMID:18094363	RGD	26	27
M9PEB5	AMT	7227	Drosophila melanogaster	GO:0097254	renal tubular secretion	unclassified	involved_in	PMID:19545574	FlyBase	26	2
Q7KTB8	MRP	7227	Drosophila melanogaster	GO:0097254	renal tubular secretion	unclassified	involved_in	PMID:19545574	FlyBase	26	3
Q7KTC2	MRP	7227	Drosophila melanogaster	GO:0097254	renal tubular secretion	unclassified	involved_in	PMID:19545574	FlyBase	26	3
G5EB57	ANIA_05563	227321	Aspergillus nidulans FGSC A4	GO:0071472	cellular response to salt stress	response to stimulus	acts_upstream_of_or_within	PMID:12823816	AspGD	26	1
P24704	CSD1	3702	Arabidopsis thaliana	GO:0071472	cellular response to salt stress	response to stimulus	involved_in	PMID:18275461	UniProt	26	14
Q96262	PCAP1	3702	Arabidopsis thaliana	GO:0071472	cellular response to salt stress	response to stimulus	involved_in	PMID:17264065	UniProt	26	12
O76904	fs(1)N	7227	Drosophila melanogaster	GO:0007304	chorion-containing eggshell formation	developmental process	involved_in	PMID:11959840	FlyBase	26	1
P07186	Cp19	7227	Drosophila melanogaster	GO:0007304	chorion-containing eggshell formation	developmental process	involved_in	PMID:24109603	FlyBase	26	1
Q9VGA8	Dmel\CG4066	7227	Drosophila melanogaster	GO:0007304	chorion-containing eggshell formation	developmental process	involved_in	PMID:21637834	FlyBase	26	1
Q07257	Tgfb2	10116	Rattus norvegicus	GO:0007519	skeletal muscle tissue development	developmental process	involved_in	PMID:16439574	RGD	26	15
P04466	Myl11	10116	Rattus norvegicus	GO:0007519	skeletal muscle tissue development	developmental process	involved_in	PMID:6179945	RGD	26	2
Q00495	Csf1r	10116	Rattus norvegicus	GO:0007519	skeletal muscle tissue development	developmental process	involved_in	PMID:1389227	RGD	26	14
Q3YBY4	vir-1	7227	Drosophila melanogaster	GO:0051607	defense response to virus	response to stimulus	involved_in	PMID:16086017	FlyBase	26	1
A0ZWY4	GNBP-like	7227	Drosophila melanogaster	GO:0051607	defense response to virus	response to stimulus	involved_in	PMID:16086017	FlyBase	26	1
P19525	EIF2AK2	9606	Homo sapiens	GO:0051607	defense response to virus	response to stimulus	involved_in	PMID:32634389	ARUK-UCL	26	1
P23363	Bdnf	10116	Rattus norvegicus	GO:0043278	response to morphine	response to stimulus	involved_in	PMID:30550948	RGD	26	28
Q63053	Arc	10116	Rattus norvegicus	GO:0043278	response to morphine	response to stimulus	involved_in	PMID:21549764	RGD	26	8
P29066	Arrb1	10116	Rattus norvegicus	GO:0043278	response to morphine	response to stimulus	involved_in	PMID:12614678	RGD	26	2
Q91XJ1	Becn1	10116	Rattus norvegicus	GO:0033197	response to vitamin E	response to stimulus	involved_in	PMID:19138675	RGD	25	13
P29476	Nos1	10116	Rattus norvegicus	GO:0033197	response to vitamin E	response to stimulus	involved_in	PMID:17200156	RGD	25	15
P97534	Fkbp1b	10116	Rattus norvegicus	GO:0033197	response to vitamin E	response to stimulus	involved_in	PMID:18611397	RGD	25	2
Q3LUM3	EF1A4	3635	Gossypium hirsutum	GO:0090377	seed trichome initiation	developmental process	involved_in	PMID:17107762	AgBase	25	2
Q3LUM6	EF1A1	3635	Gossypium hirsutum	GO:0090377	seed trichome initiation	developmental process	involved_in	PMID:17107762	AgBase	25	2
F4YAW1	BCP2	3635	Gossypium hirsutum	GO:0090377	seed trichome initiation	developmental process	involved_in	PMID:21029107	AgBase	25	10
P02680	Fgg	10116	Rattus norvegicus	GO:0071354	cellular response to interleukin-6	response to stimulus	involved_in	PMID:11071643	RGD	25	3
P06399	Fga	10116	Rattus norvegicus	GO:0071354	cellular response to interleukin-6	response to stimulus	involved_in	PMID:9488469	RGD	25	14
P09006	Serpina3n	10116	Rattus norvegicus	GO:0071354	cellular response to interleukin-6	response to stimulus	involved_in	PMID:8611141	RGD	25	7
P23562	Slc4a1	10116	Rattus norvegicus	GO:0010447	response to acidic pH	response to stimulus	involved_in	PMID:10600930	RGD	25	4
P0ADU2	ygiN	83333	Escherichia coli K-12	GO:0010447	response to acidic pH	response to stimulus	acts_upstream_of_or_within	PMID:18302792	EcoCyc	25	1
Q80ZA3	Serpinf1	10116	Rattus norvegicus	GO:0010447	response to acidic pH	response to stimulus	involved_in	PMID:19575033	RGD	25	9
URS000075E0AD_10090	Mus musculus (house mouse) microRNA mmu-mir-495 precursor	10090	Mus musculus	GO:0071234	cellular response to phenylalanine	response to stimulus	acts_upstream_of_or_within	PMID:26822703	MGI	25	1
URS0000759C65_10090	Mus musculus (house mouse) microRNA mmu-mir-543 precursor	10090	Mus musculus	GO:0071234	cellular response to phenylalanine	response to stimulus	acts_upstream_of_or_within	PMID:26822703	MGI	25	1
Q63199	Fas	10116	Rattus norvegicus	GO:0071234	cellular response to phenylalanine	response to stimulus	involved_in	PMID:23940767	RGD	25	32
B7YZG2	shot	7227	Drosophila melanogaster	GO:0035147	branch fusion, open tracheal system	developmental process	involved_in	PMID:14597571	FlyBase	24	1
B7YZG4	shot	7227	Drosophila melanogaster	GO:0035147	branch fusion, open tracheal system	developmental process	involved_in	PMID:14597571	FlyBase	24	1
A1Z9J2	shot	7227	Drosophila melanogaster	GO:0035147	branch fusion, open tracheal system	developmental process	involved_in	PMID:14597571	FlyBase	24	1
O08701	Arg2	10116	Rattus norvegicus	GO:0014075	response to amine	response to stimulus	involved_in	PMID:16168957	RGD	24	21
P22462	Kcnc2	10116	Rattus norvegicus	GO:0014075	response to amine	response to stimulus	involved_in	PMID:18775767	RGD	24	11
Q00959	Grin2a	10116	Rattus norvegicus	GO:0014075	response to amine	response to stimulus	involved_in	PMID:19918184	RGD	24	32
P16975	Sparc	10116	Rattus norvegicus	GO:0009629	response to gravity	response to stimulus	involved_in	PMID:17384275	RGD	24	14
P11980	Pkm	10116	Rattus norvegicus	GO:0009629	response to gravity	response to stimulus	involved_in	PMID:12165359	RGD	24	5
A0ABK0LUR3	Fosl1	10116	Rattus norvegicus	GO:0009629	response to gravity	response to stimulus	involved_in	PMID:17274184	RGD	24	11
Q9M8J9	BPM2	3702	Arabidopsis thaliana	GO:0042631	cellular response to water deprivation	response to stimulus	acts_upstream_of_or_within	PMID:19843165	TAIR	24	3
Q93WF6	SAG21	3702	Arabidopsis thaliana	GO:0042631	cellular response to water deprivation	response to stimulus	acts_upstream_of_or_within	PMID:17092320	TAIR	24	21
Q9FT74	RECQL1	3702	Arabidopsis thaliana	GO:0042631	cellular response to water deprivation	response to stimulus	involved_in	PMID:12856935	UniProt	24	2
E2QD98	sdt	7227	Drosophila melanogaster	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	unclassified	involved_in	PMID:11740559	FlyBase	24	3
Q9W3H6	sdt	7227	Drosophila melanogaster	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	unclassified	involved_in	PMID:11740559	FlyBase	24	3
M9NG38	sdt	7227	Drosophila melanogaster	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	unclassified	involved_in	PMID:11740560	FlyBase	24	3
V5NBV4	V5NBV4	79674	Macrobrachium rosenbergii	GO:0003012	muscle system process	unclassified	involved_in	PMID:34255496	UniProt	23	2
J7HCX7	MLC1	6728	Procambarus clarkii	GO:0003012	muscle system process	unclassified	involved_in	PMID:26083097	UniProt	23	1
Q9VI25	Neurochondrin	7227	Drosophila melanogaster	GO:0003012	muscle system process	unclassified	involved_in	PMID:16415344	FlyBase	23	1
Q8QGU2	FKBP12.6	9031	Gallus gallus	GO:0009792	embryo development ending in birth or egg hatching	developmental process	involved_in	PMID:14511757	AgBase	23	9
P09208	InR	7227	Drosophila melanogaster	GO:0009792	embryo development ending in birth or egg hatching	developmental process	involved_in	PMID:2454394	UniProt	23	3
A0A1D5PFJ6	HSPA8	9031	Gallus gallus	GO:0009792	embryo development ending in birth or egg hatching	developmental process	involved_in	PMID:9707581	AgBase	23	3
Q02955	Il1r1	10116	Rattus norvegicus	GO:0070555	response to interleukin-1	response to stimulus	involved_in	PMID:10375024	RGD	23	6
P03957	Mmp3	10116	Rattus norvegicus	GO:0070555	response to interleukin-1	response to stimulus	involved_in	PMID:16290189	RGD	23	11
Q6JHU9	Crebbp	10116	Rattus norvegicus	GO:0070555	response to interleukin-1	response to stimulus	involved_in	PMID:15950780	RGD	23	2
P02454	Col1a1	10116	Rattus norvegicus	GO:0001503	ossification	unclassified	involved_in	PMID:14595530	RGD	23	26
Q9R1V3	Smad5	10116	Rattus norvegicus	GO:0001503	ossification	unclassified	involved_in	PMID:11920662	RGD	23	1
Q04887	Sox9	10090	Mus musculus	GO:0001503	ossification	unclassified	involved_in	PMID:9119111	UniProt	23	14
Q9WTW1	Grip2	10116	Rattus norvegicus	GO:0099092	postsynaptic density, intracellular component	cellular component	is_active_in	PMID:9768844	SynGO	23	5
Q6GMN2	Baiap2	10116	Rattus norvegicus	GO:0099092	postsynaptic density, intracellular component	cellular component	is_active_in	PMID:15673667	SynGO	23	5
P24587	Akap5	10116	Rattus norvegicus	GO:0099092	postsynaptic density, intracellular component	cellular component	is_active_in	PMID:10939335	SynGO	23	7
A0ABK0M473	Bcl2	10116	Rattus norvegicus	GO:1905232	cellular response to L-glutamate	response to stimulus	involved_in	PMID:26607632	RGD	23	38
Q6PSM0	Abcb1a	10116	Rattus norvegicus	GO:1905232	cellular response to L-glutamate	response to stimulus	involved_in	PMID:25962137	RGD	23	38
Q8R500	Mfn2	10116	Rattus norvegicus	GO:1905232	cellular response to L-glutamate	response to stimulus	involved_in	PMID:25416777	RGD	23	24
P98161	PKD1	9606	Homo sapiens	GO:0048565	digestive tract development	developmental process	involved_in	PMID:11891195	UniProt	23	14
Q62685	Nr1h3	10116	Rattus norvegicus	GO:0048565	digestive tract development	developmental process	involved_in	PMID:17341476	RGD	23	9
P17246	Tgfb1	10116	Rattus norvegicus	GO:0048565	digestive tract development	developmental process	involved_in	PMID:12815632	RGD	23	29
P48508	Gclm	10116	Rattus norvegicus	GO:0071372	cellular response to follicle-stimulating hormone stimulus	response to stimulus	involved_in	PMID:18042181	RGD	23	9
P22443	Cyp19a1	10116	Rattus norvegicus	GO:0071372	cellular response to follicle-stimulating hormone stimulus	response to stimulus	involved_in	PMID:20810564	RGD	23	23
P14137	Cyp11a1	10116	Rattus norvegicus	GO:0071372	cellular response to follicle-stimulating hormone stimulus	response to stimulus	involved_in	PMID:20810564	RGD	23	39
P15473	Igfbp3	10116	Rattus norvegicus	GO:0060416	response to growth hormone	response to stimulus	involved_in	PMID:19916171	RGD	23	10
Q8K3U6	F7	10116	Rattus norvegicus	GO:0060416	response to growth hormone	response to stimulus	involved_in	PMID:7493602	RGD	23	15
A6ISI2	Rbbp4	10116	Rattus norvegicus	GO:0060416	response to growth hormone	response to stimulus	involved_in	PMID:16127721	RGD	23	1
Q17645	pgp-5	6239	Caenorhabditis elegans	GO:0050829	defense response to Gram-negative bacterium	response to stimulus	involved_in	PMID:17888400	WB	23	8
P80407	P80407	55431	Palomena prasina	GO:0050829	defense response to Gram-negative bacterium	response to stimulus	involved_in	DOI:10.1016/0022-1910(95)00085-2	UniProt	23	1
P36193	Dro	7227	Drosophila melanogaster	GO:0050829	defense response to Gram-negative bacterium	response to stimulus	involved_in	PMID:9405661	FlyBase	23	3
P13745	Gsta1	10090	Mus musculus	GO:0035634	response to stilbenoid	response to stimulus	involved_in	PMID:17086191	UniProt	23	2
Q61694	Hsd3b5	10090	Mus musculus	GO:0035634	response to stilbenoid	response to stimulus	involved_in	PMID:17086191	UniProt	23	1
P35459	Ly6d	10090	Mus musculus	GO:0035634	response to stilbenoid	response to stimulus	involved_in	PMID:17086191	UniProt	23	2
P23899	Hnf1b	10116	Rattus norvegicus	GO:0009743	response to carbohydrate	response to stimulus	involved_in	PMID:10580588	RGD	23	4
P07867	Lipc	10116	Rattus norvegicus	GO:0009743	response to carbohydrate	response to stimulus	involved_in	PMID:15744060	RGD	23	19
Q62636	Rap1b	10116	Rattus norvegicus	GO:0009743	response to carbohydrate	response to stimulus	involved_in	PMID:9149109	RGD	23	2
Q08464	Fzd2	10116	Rattus norvegicus	GO:0071305	cellular response to vitamin D	response to stimulus	involved_in	PMID:1334084	RGD	22	3
P04094	Penk	10116	Rattus norvegicus	GO:0071305	cellular response to vitamin D	response to stimulus	involved_in	PMID:8584038	RGD	22	17
A0A0G2K1L0	Tnc	10116	Rattus norvegicus	GO:0071305	cellular response to vitamin D	response to stimulus	involved_in	PMID:10502285	RGD	22	7
Q62635	Muc2	10116	Rattus norvegicus	GO:0140459	response to Gram-positive bacterium	response to stimulus	involved_in	PMID:20501441	RGD	22	6
Q6P6T5	Ocln	10116	Rattus norvegicus	GO:0140459	response to Gram-positive bacterium	response to stimulus	involved_in	PMID:20501441	RGD	22	3
URS000075BB1C_10116	Rattus norvegicus (Norway rat) rno-miR-146a-3p	10116	Rattus norvegicus	GO:0140459	response to Gram-positive bacterium	response to stimulus	involved_in	PMID:26155141	RGD	22	1
P07632	Sod1	10116	Rattus norvegicus	GO:0071276	cellular response to cadmium ion	response to stimulus	involved_in	PMID:17584760	RGD	22	9
P76344	zinT	83333	Escherichia coli K-12	GO:0071276	cellular response to cadmium ion	response to stimulus	acts_upstream_of_or_within	PMID:9579078	EcoCyc	22	4
P13640	MT1G	9606	Homo sapiens	GO:0071276	cellular response to cadmium ion	response to stimulus	involved_in	PMID:3403543	UniProt	22	9
B5KVH4	B5KVH4	32201	Carya illinoinensis	GO:0010431	seed maturation	developmental process	involved_in	PMID:21718052	UniProt	22	2
A0A222NNM9	COS-1	13894	Cocos nucifera	GO:0010431	seed maturation	developmental process	involved_in	PMID:29096167	UniProt	22	5
P93198	P93198	51240	Juglans regia	GO:0010431	seed maturation	developmental process	involved_in	PMID:32283362	UniProt	22	3
G3V819	Wnt11	10116	Rattus norvegicus	GO:0030154	cell differentiation	developmental process	involved_in	PMID:16909041	RGD	22	2
Q9H9S0	NANOG	9606	Homo sapiens	GO:0030154	cell differentiation	developmental process	involved_in	PMID:16501172	HGNC-UCL	22	2
Q64346	Dusp6	10116	Rattus norvegicus	GO:0030154	cell differentiation	developmental process	involved_in	PMID:8631996	RGD	22	5
P97826	Star	10116	Rattus norvegicus	GO:0010212	response to ionizing radiation	response to stimulus	involved_in	PMID:18821396	RGD	22	43
Q6IFV1	Krt14	10116	Rattus norvegicus	GO:0010212	response to ionizing radiation	response to stimulus	involved_in	PMID:12793764	RGD	22	2
Q9Z330	Dnmt1	10116	Rattus norvegicus	GO:0010212	response to ionizing radiation	response to stimulus	involved_in	PMID:17148264	RGD	22	18
Q9FLR1	MYB29	3702	Arabidopsis thaliana	GO:0006355	regulation of DNA-templated transcription	biological regulation	acts_upstream_of_or_within	PMID:17420480	TAIR	22	5
B5Z6G7	HPG27_401	563041	Helicobacter pylori G27	GO:0006355	regulation of DNA-templated transcription	biological regulation	involved_in	PMID:14622419	CollecTF	22	9
Q9LND0	BHLH89	3702	Arabidopsis thaliana	GO:0006355	regulation of DNA-templated transcription	biological regulation	acts_upstream_of_or_within	PMID:26216374	TAIR	22	1
Q6B959	Apold1	10116	Rattus norvegicus	GO:0001525	angiogenesis	developmental process	involved_in	PMID:15102925	RGD	22	4
Q9Y5J3	HEY1	9606	Homo sapiens	GO:0001525	angiogenesis	developmental process	involved_in	PMID:11866539	UniProt	22	1
P31268	HOXA7	9606	Homo sapiens	GO:0001525	angiogenesis	developmental process	involved_in	PMID:17972163	UniProt	22	1
P59215	Gnao1	10116	Rattus norvegicus	GO:0030900	forebrain development	developmental process	involved_in	PMID:8746812	RGD	21	6
P56558	Ogt	10116	Rattus norvegicus	GO:0030900	forebrain development	developmental process	involved_in	PMID:22928023	RGD	21	3
Q63734	Kcnc4	10116	Rattus norvegicus	GO:0030900	forebrain development	developmental process	involved_in	PMID:22473424	RGD	21	5
P16257	Tspo	10116	Rattus norvegicus	GO:0030325	adrenal gland development	developmental process	involved_in	PMID:9927316	RGD	21	12
O70437	Smad4	10116	Rattus norvegicus	GO:0030325	adrenal gland development	developmental process	involved_in	PMID:12844345	RGD	21	2
P56705	WNT4	9606	Homo sapiens	GO:0030325	adrenal gland development	developmental process	involved_in	PMID:12844346	UniProt	21	7
A6KSI7	Mmp19	10116	Rattus norvegicus	GO:0001541	ovarian follicle development	developmental process	involved_in	PMID:15286033	RGD	21	5
Q10739	Mmp14	10116	Rattus norvegicus	GO:0001541	ovarian follicle development	developmental process	involved_in	PMID:15617683	RGD	21	12
Q04827	Ccnd2	10116	Rattus norvegicus	GO:0001541	ovarian follicle development	developmental process	involved_in	PMID:17971845	RGD	21	19
Q62889	Nlgn3	10116	Rattus norvegicus	GO:0098982	GABA-ergic synapse	cellular component	is_active_in	PMID:17897391	SynGO	21	4
Q6Q0N0	Clstn1	10116	Rattus norvegicus	GO:0098982	GABA-ergic synapse	cellular component	is_active_in	PMID:11161476	SynGO	21	4
Q99P47	Cntnap4	10090	Mus musculus	GO:0098982	GABA-ergic synapse	cellular component	is_active_in	PMID:24870235	SynGO	21	2
Q9QZ76	Mb	10116	Rattus norvegicus	GO:0009631	cold acclimation	response to stimulus	involved_in	PMID:3784148	RGD	21	7
W8E7I1	RBM3	9925	Capra hircus	GO:0009631	cold acclimation	response to stimulus	involved_in	PMID:25544695	UniProt	21	2
Q9VH99	Fst	7227	Drosophila melanogaster	GO:0009631	cold acclimation	response to stimulus	involved_in	PMID:16313561	FlyBase	21	2
P60511	lexA2	1203463	Xanthomonas citri subsp. citri 306	GO:0009432	SOS response	response to stimulus	involved_in	PMID:12471445	CollecTF	21	4
P0A812	ruvB	83333	Escherichia coli K-12	GO:0009432	SOS response	response to stimulus	acts_upstream_of_or_within	PMID:2842314	EcoCyc	21	1
Q8PN77	lexA1	1203463	Xanthomonas citri subsp. citri 306	GO:0009432	SOS response	response to stimulus	involved_in	PMID:18437426	CollecTF	21	2
P47820	Ace	10116	Rattus norvegicus	GO:0097066	response to thyroid hormone	response to stimulus	involved_in	PMID:1659346	RGD	21	12
Q04666	Hes1	10116	Rattus norvegicus	GO:0097066	response to thyroid hormone	response to stimulus	involved_in	PMID:15862623	RGD	21	7
P57790	Keap1	10116	Rattus norvegicus	GO:0097066	response to thyroid hormone	response to stimulus	involved_in	PMID:22649286	RGD	21	4
Q9LMA1	FMO1	3702	Arabidopsis thaliana	GO:0051707	response to other organism	response to stimulus	acts_upstream_of_or_within	PMID:16531493	TAIR	21	3
