citation	worst_flag	n_flagged_genes	n_unflagged_users	flagged_genes	unflagged_users	example_note
GO_REF:0000041	MISCITED	1	297	human/NANP	9ARCH/ureC1;9ARCH/ureC2;9POAL/NCGR_LOCUS29329;ARATH/At1g67980;ARATH/COP1;ARATH/FAD2;ARATH/FKF1;ARATH/ICS1;ARATH/NCED3;ARATH/NPR1;ARATH/P93002;ARATH/PAL1;ARATH/ZTL;BPT4/agt;BPT4/bgt;BRADI/BRADI_1g22147v3;BRADI/BRADI_1g66227v3;BRADI/LOC100829928;CLODI/hadA;CUPNH/norR1;CUPNH/norR2;DANRE/asah2;DANRE/coq8a;DANRE/cpt2;DANRE/fads2;DANRE/glceb;DANRE/gpat3;DANRE/hsd17b3;DANRE/pex2;DANRE/ube2ib;DANRE/uox;DANRE/urad;DESPS/nrfA;DICDI/stlB;DROME/Ech1;FERPA/Ferp_0128;METEA/fae;METEA/glyA;METEA/mtdA;METEA/mtdB;NICAT/NaBBL1_candidate_FOX1_0;NICAT/NaBBL2_candidate_FOX1_2;NICAT/NaBBL_candidate_FOX1_4;NICAT/NaBBL_candidate_FOX2_2;NICAT/NaBBL_candidate_FOX2_4;NICAT/NaODC_candidate_DCOR;NICAT/NaODC_candidate_ODC;NICAT/NaPMT1.1;NICAT/NaPMT1.2;NICAT/NaPMT3;NICAT/NaQPT2_candidate_QPT_0;NICAT/NaQPT2_candidate_QPT_1;POLH7/AJ80_06654;POPTR/ACCC1;POPTR/ACCC2;POPTR/CCOAOMT1;POPTR/CCOAOMT2;POPTR/PAL;PSEPK/PP_0500;PSEPK/PP_4452;PSEPK/accC;PSEPK/acnA-I;PSEPK/alg44;PSEPK/alg8;PSEPK/algC;PSEPK/algE;PSEPK/algG;PSEPK/algK;PSEPK/amgK;PSEPK/aroF-I;PSEPK/aroF-II;PSEPK/catA;PSEPK/catA-II;PSEPK/gmhA;PSEPK/gmhB;PSEPK/hldE;PSEPK/ilvE;PSEPK/mupP;PSEPK/murU;PSEPK/pcaI;PSEPK/pcaJ;PSEPK/pgpA;PSEPK/phaG;PSEPK/ppsA;PSEPK/pta;PSEPK/purB;PSEPK/rfbD;PSEPK/rpiA;PSEPK/thiO;RHOPA/nirK1;RHOPA/nirK2;RHOPA/nosZ;SCHPO/ura7;SOLTU/CCOAOMT;WHEAT/A0A3B6NKR6;human/AANAT;human/ACAA1;human/ACAA2;human/ACACA;human/ACAD8;human/ACADSB;human/ACAT1;human/ACER1;human/ACER2;human/ACER3;human/AGK;human/AGPAT2;human/AGPS;human/ALDOB;human/AMACR;human/AMBRA1;human/ANAPC2;human/ARG1;human/ASAH1;human/ASL;human/ASMT;human/AUH;human/BRCA1;human/CEPT1;human/CERS1;human/CERS2;human/CERS3;human/CHKA;human/CHPT1;human/CMAS;human/CNOT4;human/COP1;human/COQ8A;human/COQ8B;human/COX4I1;human/COX4I2;human/COX5A;human/COX5B;human/COX6A1;human/COX6A2;human/COX6B1;human/COX7B;human/COX8A;human/CPT2;human/CRBN;human/CTH;human/CYP11A1;human/CYP11B1;human/CYP17A1;human/CYP27A1;human/CYP39A1;human/CYP46A1;human/CYP8B1;human/DCAF10;human/DCAF11;human/DDA1;human/DDB2;human/DDC;human/DGAT1;human/DGAT2;human/DPYD;human/DTL;human/DTYMK;human/ELOB;human/ELOC;human/ELOVL1;human/ELOVL4;human/ELOVL6;human/ELOVL7;human/ETNK1;human/ETNK2;human/FADS1;human/FAH;human/FANCL;human/FBXL12;human/FBXL15;human/FBXL22;human/FBXL5;human/FBXO10;human/FBXO25;human/FBXO30;human/FBXO33;human/FBXO43;human/FBXO5;human/FBXO6;human/FBXO7;human/FBXW12;human/FBXW7;human/FDPS;human/GALM;human/GATM;human/GCK;human/GGPS1;human/GGT1;human/GK5;human/GNE;human/GNPAT;human/GNPNAT1;human/GPAA1;human/GPAM;human/GPD2;human/GSTZ1;human/HAAO;human/HACD1;human/HACD2;human/HAO1;human/HIBADH;human/HIBCH;human/HK1;human/HPD;human/HSD17B10;human/HSD17B12;human/HSD17B3;human/HSD17B4;human/IDI1;human/IDI2;human/KCTD10;human/KCTD11;human/KDSR;human/KMO;human/LIPE;human/LNX1;human/LPCAT1;human/LPCAT2;human/LPCAT3;human/LPCAT4;human/LRSAM1;human/LTN1;human/MKRN1;human/MKRN2;human/MSMO1;human/MTHFD1L;human/MVD;human/MVK;human/NMRK1;human/NMRK2;human/NPL;human/NPLOC4;human/OAT;human/PAOX;human/PEDS1;human/PEX10;human/PEX12;human/PEX2;human/PIGB;human/PIGK;human/PIGS;human/PIGT;human/PIGU;human/PIGY;human/PM20D1;human/PNMT;human/PPCDC;human/PRPS1;human/RAD18;human/RDH5;human/RNF166;human/RNF170;human/RNF185;human/RNF5;human/SAT1;human/SELENOI;human/SGPL1;human/SIAH1;human/SMPD3;human/SOCS1;human/SOCS3;human/SOCS4;human/SOCS5;human/SPTLC2;human/SPTSSA;human/SRM;human/ST8SIA1;human/STAR;human/SUOX;human/SYVN1;human/TAT;human/TECR;human/TRIM13;human/TRIM17;human/TRIM5;human/TYMS;human/UAP1;human/UBA7;human/UBE2T;human/UCKL1;human/UFD1;human/UGCG;human/UPP1;human/UPP2;human/ZNF598;human/ZSWIM8;mouse/Aldh2;mouse/Fbxo2;rat/Acot1;rat/Amacr;rat/Aprt;rat/Crot;rat/Elovl7;rat/Hdc;rat/Tpi1;rat/Ube2d2b	UniPathway mapping (UPA00630 = N-acetylneuraminate biosynthesis) was mapped to GO:0006045 N-acetylglucosamine biosynthetic process, which is the wrong process; the correct target is N-acetylneuraminate biosynthesis (GO:0046380).
PMID:19946888	MISCITED	2	228	human/FANCI;human/FEN1	human/AAAS;human/AARS1;human/ABCD3;human/ABCE1;human/ABCF2;human/ABI3;human/ABR;human/ACAA1;human/ACAP1;human/ACAP2;human/ACBD3;human/ACLY;human/ACOX1;human/ACOX3;human/ACSL4;human/ACTB;human/ACTR1B;human/ADAM10;human/AGFG2;human/AGO2;human/AGO3;human/AGO4;human/AGPS;human/AIMP1;human/AIMP2;human/ALDOA;human/ALG1;human/ALG11;human/ALG12;human/ALG2;human/ALG5;human/ALG6;human/ALG9;human/ANKZF1;human/AP3B1;human/APH1A;human/API5;human/APOE;human/ARCN1;human/ARL6IP1;human/ARL8A;human/ARL8B;human/ASCC3;human/ATAD1;human/ATG9A;human/ATIC;human/ATL3;human/ATP13A1;human/ATP5F1A;human/ATP5F1B;human/ATP7B;human/AUP1;human/B4GALT1;human/BAG6;human/BCAP31;human/BCL2L12;human/BIRC6;human/BTN3A3;human/CAD;human/CALCOCO2;human/CALR;human/CAMLG;human/CAND1;human/CANX;human/CCDC47;human/CD320;human/CDK1;human/CDK5RAP3;human/CERS2;human/CHMP2A;human/CHMP6;human/CLCN7;human/CLTC;human/CMAS;human/COLGALT1;human/COX4I1;human/CPT1A;human/CUL3;human/CYC1;human/CYP51A1;human/DAD1;human/DDOST;human/DHCR24;human/DHCR7;human/DLST;human/DNAJB11;human/DNAJB6;human/DNAJC1;human/DNAJC10;human/DNAJC13;human/DNAJC14;human/DNAJC3;human/DNAJC5;human/DNAJC7;human/DPM1;human/DPM3;human/DRG2;human/EIF2AK3;human/EIF3E;human/EIF5A;human/ELAVL1;human/ELOVL1;human/ELOVL5;human/EMC8;human/ENPP4;human/ERO1A;human/ERP29;human/ETNK1;human/FADS1;human/FASN;human/FKBP5;human/FKBP8;human/G6PC3;human/G6PD;human/GAA;human/GALK1;human/GAPDH;human/GCN1;human/GIGYF2;human/GLIPR1;human/GNPAT;human/GPAA1;human/GPI;human/GTPBP1;human/GUSB;human/GYG1;human/GYS1;human/HBS1L;human/HEXA;human/HEXB;human/HMOX2;human/HSD11B1;human/HSPA14;human/HSPA2;human/HSPA8;human/IFI16;human/ILF3;human/ILK;human/IMPDH2;human/IRF4;human/KDSR;human/KIF5B;human/KRAS;human/LAMP1;human/LDHA;human/LDHB;human/LEMD2;human/LGALS3;human/LMAN1;human/LMBRD1;human/LONP2;human/LPCAT1;human/LPCAT3;human/LPCAT4;human/LPGAT1;human/LPXN;human/LRBA;human/LRP10;human/LRP8;human/LRPPRC;human/LSS;human/MAGT1;human/MAN1B1;human/MAP7D3;human/MGAT1;human/MLEC;human/MMGT1;human/MMS19;human/MPDU1;human/MTCH2;human/MTHFD1;human/MTHFD1L;human/NAA10;human/NAA15;human/NBR1;human/NCSTN;human/NF1;human/NPM1;human/NRAS;human/OLA1;human/P3H1;human/P4HA1;human/PAICS;human/PDCD6IP;human/PEX11B;human/PEX13;human/PEX14;human/PEX16;human/PEX2;human/PEX3;human/PGK1;human/PGRMC1;human/PGRMC2;human/PICALM;human/PIGA;human/PIGG;human/PIGK;human/PIGN;human/PIGO;human/PIGS;human/PIGT;human/PIGU;human/PIK3C3;human/PIK3R4;human/PMVK;human/POFUT1;human/PPIB;human/PSEN2;human/RASAL3;human/RCE1;human/RPL18A;human/RPN1;human/RPN2;human/RPS3;human/SCP2;human/SGMS1;human/SLC25A3;human/SLC25A5;human/SLC37A4;human/SLC3A2;human/STAU2;human/STOM;human/STT3A;human/STT3B;human/SYVN1;human/TOMM22;human/TOMM70;human/USO1	PubMed-verified as a real NK-cell membrane proteome study, but it does not support membrane localization of FEN1. The authors state that only ~40% of identified proteins were plausible membrane proteins and that the rest were proteins transiently or adventitiously associated with the membrane fraction. Basis for the REMOVE on GO:0016020.
PMID:21630459	MISCITED	2	77	human/DPM1;human/SLC25A10	human/AAAS;human/AARSD1;human/ACADM;human/ACADS;human/ACRBP;human/ACTL7A;human/ACTR8;human/ALAD;human/ALDOA;human/APOE;human/ARG1;human/ATP5F1B;human/ATP5PO;human/BAG1;human/CALM1;human/CALM3;human/CALR;human/CAMK2A;human/CAND1;human/CMAS;human/CRISP1;human/CSNK2B;human/CYC1;human/CYCS;human/DGUOK;human/DLST;human/DNAJB1;human/DNAJB6;human/DNAJB8;human/DNAJC9;human/FLG;human/FTH1;human/GAPDH;human/GLUL;human/GOT1;human/GPC4;human/GPC6;human/GPX4;human/HSPA2;human/IDH3B;human/LDHA;human/MDH2;human/MTCH2;human/NDUFA9;human/NME2;human/NMNAT1;human/NPLOC4;human/NPM1;human/PARK7;human/PDHA1;human/PDHB;human/PDXK;human/PGAM2;human/PGD;human/PKM;human/PPIB;human/PRDX4;human/PSMA1;human/PSMB5;human/PTGES3;human/SLC25A1;human/SLC25A11;human/SLC25A19;human/SLC25A42;human/SLC25A5;human/SLC25A6;human/SOD1;human/TALDO1;human/TECR;human/TKFC;human/TMA16;human/TPI1;human/TRA2B;human/UFD1;human/UGP2;human/VCP;human/YWHAZ	Sperm-nucleus proteome; underlies the nucleus HDA annotation. For a mitochondrial inner-membrane transporter this is a co-purification or contaminant artifact and does not support a genuine nuclear localization.
Reactome:R-HSA-6800434	MISCITED	2	36	human/ACTR10;human/ACTR1B	human/A1BG;human/ACLY;human/AGL;human/ALAD;human/ALDOA;human/AMPD3;human/ARSB;human/ASAH1;human/ATG7;human/CAND1;human/CDA;human/CSNK2B;human/FTH1;human/GLB1;human/GMFG;human/GNS;human/GPI;human/GUSB;human/GYG1;human/HMGB1;human/HSPA1A;human/HSPA1B;human/HSPA6;human/HSPA8;human/IMPDH1;human/IMPDH2;human/LRG1;human/MAPK1;human/NME2;human/PGM1;human/PKM;human/PNP;human/PRDX4;human/PRG2;human/PYGL;human/VCP	Same issue as R-HSA-6798751: a proteomics-derived granule protein set that places a cytosolic dynactin subunit in a secretory granule lumen and in the extracellular region.
Reactome:R-HSA-6798748	MISCITED	1	25	human/ACTR1B	human/A1BG;human/AGL;human/ALAD;human/ALDOA;human/AMPD3;human/APRT;human/ATG7;human/CAND1;human/CDA;human/CSNK2B;human/GMFG;human/GPI;human/GYG1;human/HMGB1;human/HSPA6;human/HSPA8;human/IMPDH1;human/IMPDH2;human/NME2;human/PDXK;human/PKM;human/PNP;human/PRDX4;human/PYGL;human/VCP	Exocytosis of secretory granule lumen proteins. The reaction is real; ACTR1B's participation in it is not. Membership traces to neutrophil granule-fraction proteomics and places a cytosolic, signal-peptide-less, dynactin-bound protein in a granule lumen and then in the extracellular region. ACTR1A, in the same complex at fifteen times the abundance, is absent from the pathway, which is the decisiv
Reactome:R-HSA-6798751	MISCITED	1	19	human/ACTR10	human/ACLY;human/ARG1;human/ARSA;human/ARSB;human/DNAJC3;human/FAF2;human/GALNS;human/GLA;human/GLB1;human/GM2A;human/GNS;human/GUSB;human/HEXB;human/IMPDH1;human/MAPK1;human/NAPRT;human/TOLLIP;human/TRAPPC1;human/VCP	The reaction itself is sound; ACTR10's inclusion in its azurophil granule lumen protein set is not. ACTR10 has no signal peptide or transmembrane segment and no route to a granule lumen; it is also the only one of the 11 canonical dynactin subunits annotated to azurophil granule lumen at all, and the only one carrying any annotation from Reactome's Neutrophil degranulation route.
PMID:28675934	MISCITED	2	18	human/ABI3BP;human/ADIPOQ	human/A2M;human/AGRN;human/DCN;human/DPT;human/FN1;human/HPX;human/HSPG2;human/ITIH1;human/ITIH2;human/ITIH4;human/ITIH5;human/LGALS3;human/LMAN1;human/LMAN1L;human/LOXL1;human/NID1;human/SERPINH1;human/THBS2	Cached title matches and full text is available. It legitimately supports the HDA cellular-component row. Marked MISCITED for its use as RCA evidence for the molecular function GO:0005201: a methods and software paper illustrated on two tissue pairs is the weakest of the three citations behind that term and addresses neither ABI3BP nor matrix mechanics.
PMID:25887420	MISCITED	1	16	DICDI/srfA	DICDI/acbA;DICDI/carA;DICDI/cotB;DICDI/csaA;DICDI/cudA;DICDI/dimB;DICDI/ecmA;DICDI/ecmB;DICDI/gbfA;DICDI/gtaC;DICDI/mhcA;DICDI/pdsA;DICDI/spiA;DICDI/statC;DICDI/tgrB1;DICDI/tgrC1	Genome-wide developmental transcriptome study that does not specifically discuss srfA in the cached full text. It is cited as the IEP source for a culmination annotation, but srfA cannot be verified from this reference.
PMID:20551380	MISCITED	1	15	human/ABI3BP	human/ACAN;human/AGRN;human/APOE;human/CLU;human/COMP;human/DCN;human/DPT;human/FN1;human/HSPG2;human/LGALS3;human/LOXL1;human/MGP;human/NID1;human/PSAP;human/THBS1	Cached title matches and full text is available, and the paper legitimately supports the two cellular-component rows it is cited for. Marked MISCITED for its third use only: the same dataset is also cited as RCA evidence for the molecular function GO:0005201 extracellular matrix structural constituent, which a fractionation-based protein inventory cannot establish. ABI3BP itself appears in the sup
Reactome:R-HSA-6798739	MISCITED	1	15	human/NDUFC2	human/ARL8A;human/ATP6V0C;human/B4GALT1;human/DDOST;human/DNAJC13;human/DNAJC5;human/GAA;human/GLIPR1;human/LAMP1;human/LPCAT1;human/MAGT1;human/NCSTN;human/PSAP;human/PSEN1;human/STOM	Neutrophil degranulation pathway that seeds plasma-membrane and azurophil-granule-membrane localizations for NDUFC2; these are implausible for a mitochondrial Complex I subunit (pathway bulk over-inclusion).
Reactome:R-HSA-6799350	MISCITED	2	13	human/AGPAT2;human/DGAT1	human/ADAM10;human/ATP6V1D;human/CD33;human/CD47;human/DEGS1;human/DNAJC5;human/HGSNAT;human/HMOX2;human/MLEC;human/ORMDL3;human/PGRMC1;human/SCAMP1;human/STOM	Reactome neutrophil-degranulation pathway; used to place DGAT1 at the plasma membrane and specific granule membrane. These localizations do not reflect the physiological ER-membrane site of DGAT1 catalysis and drive over-annotated CC terms.
PMID:27559042	MISCITED	1	12	human/ABI3BP	human/A1BG;human/AGRN;human/APOE;human/CLU;human/DCN;human/DPT;human/FN1;human/HSPG2;human/LGALS3;human/MGP;human/NID1;human/PSAP	Cached title matches and full text is available; the paper properly supports the cellular-component row. Marked MISCITED for its second use: it is also cited as RCA evidence for GO:0005201 extracellular matrix structural constituent, and a glycoproteomic inventory whose actual finding concerns decorin peptides cannot establish a molecular function for ABI3BP. ABI3BP does not appear in the body tex
PMID:18063578	MISCITED	2	11	human/ACADVL;human/CPS1	human/ATAD3A;human/ATP5F1B;human/CLPX;human/DBT;human/HADHA;human/HADHB;human/HSPA9;human/LRPPRC;human/POLDIP2;human/SHMT2;human/SLC25A5	Nucleoid co-purification study. CPS1 co-purifies as an abundant matrix protein, but the paper notes several metabolic proteins in native nucleoids do not cross-link to mtDNA; supports co-purification rather than genuine nucleoid localization.
PMID:21492153	MISCITED	2	7	human/ACADVL;human/CPT1A	human/ACTL8;human/CDK1;human/FN3K;human/LGALS3;human/PGK1;human/TOLLIP;rat/Sult1b1	CPT1A up-regulation is a correlative observation among lipid-metabolism proteins during Caco-2 differentiation; does not establish that CPT1A drives epithelial cell differentiation (GO:0030855).
PMID:22926577	MISCITED	5	5	human/CKB;human/G6PD;human/GLUD1;human/NDUFS3;human/SYPL2	human/ACTB;human/CALM1;human/CALM3;human/COX6B1;human/SIRT2	The PMID and title are correct and the full dataset may contain SYPL2, but adult disease-tissue proteomics does not support the asserted role in substantia nigra development. Abstract-only in the cache, so SYPL2's presence in the protein table could not be independently checked.
PMID:22302990	MISCITED	3	5	human/BBS1;human/BBS5;human/TTC8	human/BBS10;human/BBS2;human/BBS4;human/BBS7;human/MKKS	"Primary evidence concerns BBS7 interacting with the polycomb protein RNF2/RING2; a transcription-factor binding role for BBS5 is only inferred (""a similar role for other BBS proteins""). The GO:0061629 annotation to BBS5 is weakly supported and conflicts with the consensus cytoplasmic/ciliary localization."
PMID:25858552	MISCITED	1	5	DICDI/ctnA	DICDI/acaA;DICDI/carA;DICDI/csaA;DICDI/regA;DICDI/yakA	ctnA appears only as an expression marker reduced by UV-C; the paper does not show CtnA functions in the UV-C response, so the response to UV-C annotation over-interprets this readout.
PMID:30280653	MISCITED	1	5	human/SLC6A6	human/ACTB;human/LRP1;human/LRP2;human/SLC22A5;human/TFRC	Comprehensive BBB physiology review; cached text does not specifically establish an SLC6A6 BBB transport role. Weak support for the NAS annotation.
PMID:36399478	MISCITED	1	4	human/ADIPOQ	human/ABI3BP;human/IBSP;human/LRG1;human/RELN	MatrisomeDB 2.0 is a database-update paper, not a study of adiponectin. In GOA it supplies GO:0140149 to 272 distinct entities, i.e. it is a bulk import rather than an author statement about this gene.
Reactome:R-HSA-1483166	MISCITED	1	4	human/LPCAT4	human/AGPAT2;human/GNPAT;human/GPAM;human/LPCAT1	Generic PA-synthesis pathway is not sound LPCAT4 functional evidence; direct LPCAT4 assays in PMID:18458083 and PMID:41740885 found no appreciable LPA acylation.
PMID:26590417	MISCITED	1	4	human/SLC6A6	human/LRP1;human/LRP2;human/SLC22A5;human/TFRC	General BBB review; cached text does not specifically establish SLC6A6 as a blood-brain-barrier taurine transporter. Weak support for the NAS transport-across-BBB annotation.
PMID:21998747	MISCITED	1	3	human/PRODH	human/ALDH4A1;human/GOT2;human/HOGA1	Full-text paper on human HOGA (4-hydroxy-2-oxoglutarate aldolase). It describes the 4-hydroxyproline degradation pathway as beginning with hydroxyproline oxidase (HPOX) — the distinct paralog PRODH2/HYPDH — and does not implicate PRODH. The GO:0019470 (trans-4-hydroxy-L-proline catabolic process) annotation to PRODH from this paper is a paralog mis-attribution; marked over-annotated.
PMID:20031578	MISCITED	3	2	human/CPS1;human/MMUT;human/MTHFR	human/CBS;human/DPEP1	GWAS association of a common CPS1 SNP with plasma homocysteine; does not demonstrate that CPS1 acts in homocysteine metabolism or directly binds a modified amino acid. The IDA annotations attributed to it (homocysteine metabolic process; modified amino acid binding) are misapplied to this reference, though modified amino acid binding is independently correct (NAG).
PMID:34080016	MISCITED	2	2	human/CERS2;human/KDSR	human/DEGS1;human/UGT8	General GlcCer/GalCer review; does not mention CERS2. Cited for the glycosphingolipid biosynthetic process (EXP) annotation, which over-reaches CERS2's role (it supplies the VLC-ceramide precursor, not the glycosylation step).
Reactome:R-NUL-1458902	MISCITED	2	2	human/LRP5;human/LRP6	human/AXIN1;human/GSK3B	Cached Reactome event verified. Despite its display-name shorthand, the event text is a frog LRP6 phosphorylation result and does not support plasma-membrane localization of human LRP5.
PMID:30242129	MISCITED	2	2	human/SPTLC1;human/SPTSSA	human/SGMS1;human/SPTLC2	Full text is about SMS1 (SGMS1) and GCS (UGCG); it does not mention SPTLC1 or serine palmitoyltransferase. Used to annotate SPTLC1 to sphingomyelin biosynthetic process, a downstream terminus not assayed here; the SPTLC1 annotation is over-annotated/miscited.
PMID:18266923	MISCITED	1	2	ARATH/DREB2A	ARATH/AT5G05410;ARATH/HY5	Abstract concerns the ANAC13 UV-B cis-elements (MRE/UVBox) and does not mention DREB2A; it does not directly support a DREB2A UV-B function. The GO:0010224 IEP annotation citing it is weakly supported (expression-based).
PMID:7713325	MISCITED	1	2	DICDI/cotB	DICDI/pkaC;DICDI/pkaR	Paper is correctly identified but does not support DNA binding by the SP70 product; the DNA-binding activity it describes is a separate trans-acting factor regulating cotB transcription.
PMID:18281296	MISCITED	1	2	human/ACAA1	human/ACOX1;human/LONP2	"Abstract-only in cache. Cited by GOA as a ""protein binding"" IPI for ACAA1, but the paper's finding is essentially negative (pLon does not process thiolase); the bare protein-binding annotation is uninformative/over-annotated."
PMID:16020546	MISCITED	1	2	human/ACADVL	human/ACAD9;human/ACADM	This is the ACAD9 (Ensenauer 2005) paper; its membrane-fractionation data concern ACAD-9, not VLCAD. The mitochondrial-membrane term it is cited for is nonetheless correct for VLCAD on independent grounds, so the annotation was kept as non-core rather than removed.
PMID:10633868	MISCITED	1	2	human/ACTG2	human/ACTA1;human/ACTA2	Sole source of six ACTG2 ISS rows, via chicken ACTA2 (P08023). The paper is about alpha-smooth-muscle actin in chick atrioventricular cushion endothelial-to-mesenchymal transformation. It is correctly cited for chicken ACTA2 and correctly used for human ACTA2; it is miscited as evidence about human ACTG2, whose chicken orthologue (P63270) was available and unused. Its GO:0010628 IDA is separately 
PMID:36170811	MISCITED	1	2	human/CERS2	human/CERS1;human/KDSR	Cached full text is entirely about SPT/KDSR (first two de novo pathway enzymes) and never mentions CERS2 or ceramide synthase; cannot verify the CERS2-specific IDA annotations (GO:0046513, GO:0098554) sourced from it.
PMID:11927518	MISCITED	1	2	human/GLB1	human/ACTA2;human/TERT	Measures senescence-associated beta-galactosidase (SA-beta-gal) histochemical staining as a senescence marker; does not biochemically characterize GLB1 substrate specificity or localization. The IDA beta-galactosidase-activity, carbohydrate-metabolic-process, and cytoplasm annotations derived from it are over-annotations.
Reactome:R-HSA-75885	MISCITED	1	2	human/LPCAT4	human/AGPAT2;human/LPCAT1	Generic AGPAT/LPAAT reaction does not explicitly identify LPCAT4 and conflicts with direct LPCAT4 assays showing no appreciable LPA acylation.
Reactome:R-HSA-549127	MISCITED	1	2	human/SLC25A26	human/SLC14A1;human/SLC22A5	"This Reactome pathway groups SLC22/OCT organic-cation transporters; it is a mismatched basis for the ""amine transport"" annotation on SAMC. The correct Reactome event for SAMC is R-HSA-8855062."
PMID:10811660	MISCITED	1	2	yeast/YDJ1	human/HSPA1A;human/PTGES3	The cached abstract is exclusively about human p23 and its Hsp90/progesterone-receptor chaperoning assays; it contains no YDJ1 experiment and does not support direct IDA provenance for the YDJ1 annotation. The reference is retained because the existing GOA annotation cites it.
PMID:15203201	MISCITED	2	1	human/ADGRA1;human/ADGRA2	human/ADGRA3	PubMed-verified and a sound paper, but miscited as TAS support for ADGRA2's molecular function. Its abstract describes a genome-mining, phylogenetics and EST-expression survey and reports no functional assay on any receptor; the record is abstract-only, so this review makes no claim about its full text. GDB used it to place one generic triple (GO:0016020, GO:0007186, GO:0004930) on 27 human adhesi
PMID:21471202	MISCITED	2	1	human/LRP5;human/LRP6	human/LRP4	The identifier/title are correct, but the paper directly establishes LRP4-sclerostin binding and function, not LRP6 binding. It is miscited for the LRP6 IPI; direct LRP6-SOST evidence is instead in PMID:15778503 and PMID:15908424.
PMID:37921687	MISCITED	1	1	DICDI/ctnA	DICDI/carA	ctnA is a cAMP-responsive expression marker here; the paper does not establish CtnA as a participant in the adenylate cyclase-activating cAMP receptor signaling pathway.
PMID:9103205	MISCITED	1	1	ECOLI/DnaJ	ECOLI/DnaK	The cached record is abstract-only, but its title and abstract explicitly describe a GrpE-DnaK structure and contain no DnaJ. It does not support any of the five CAFA-assigned DnaJ annotations that cite it.
Reactome:R-HSA-77111	MISCITED	1	1	human/AACS	human/HMGCS2	The Reactome pathway record correctly describes mitochondrial ketogenesis, but it does not support assigning GO:0046951 to cytosolic AACS, which consumes acetoacetate. This is bad parent-pathway propagation; replace it with GO:0046952 ketone body catabolic process.
PMID:20940261	MISCITED	1	1	human/ABRA	human/ABRACL	Cached title matches and the paper is sound; the problem is the use made of it. The affinage record cites it for the claim that ABRA's actin-cytoskeleton-regulating activity is conserved through the C-terminal Costars domain. The rescue construct is the small standalone Costars protein, whose human counterpart is ABRACL (Q9P1F3, 81 aa) - and ABRACL and ABRA are the only two reviewed human proteins
PMID:32944968	MISCITED	1	1	human/ACAT1	human/CH25H	"The ""ACAT"" in this paper is the ER cholesterol-esterifying enzyme SOAT1/SOAT2 (EC 2.3.1.26), not the mitochondrial acetoacetyl-CoA thiolase P24752 (EC 2.3.1.9). The cholesterol O-acyltransferase (GO:0034736) and endoplasmic reticulum (GO:0005783) annotations placed on P24752 from this paper are wrong-gene mis-attributions caused by the ACAT1/SOAT1 name collision; both are recommended for REMOVE."
PMID:30476341	MISCITED	1	1	human/ACTA2	human/ACTG2	The rat Acta2 IDA behind ACTA2's basement membrane row. A fetal rat testis toxicology study in which alpha-SMA stains the peritubular myoid cell layer lying against the seminiferous tubule basement membrane. Adjacency in a micrograph, not localisation of the protein to an extracellular matrix structure; marked MISCITED with respect to the GO:0005604 claim specifically, not as a criticism of the pa
PMID:10373328	MISCITED	1	1	human/ACTL7A	human/ACTL7B	The paper itself is sound and correctly identified: it is the original cloning, mapping and expression description of ACTL7A and ACTL7B. It is miscited as the basis of the TAS annotations GO:0005200 structural constituent of cytoskeleton and GO:0005856 cytoskeleton. It reports cDNA selection, direct genomic sequencing, linkage mapping in mouse and Northern expression analysis, with no biochemical,
PMID:25016522	MISCITED	1	1	human/ACTR5	human/ACTR8	"Full text cached and checked: it contains zero occurrences of ""Arp5"" or ""ACTR5""; the knockdowns were of INO80 and ARP8. ComplexPortal cites it as IMP for two ACTR5 rows via complex-level projection. Marked MISCITED for this gene in the strict sense that the paper does not support an ARP5-specific inference, not because the complex-level claim is wrong."
PMID:15314252	MISCITED	1	1	human/ADNP	human/ADNP2	A NAP-centred article whose new datum is p53 as an intracellular target of the peptide. It is the sole support for a negative-regulation-of-gene-expression annotation on the ADNP protein.
PMID:16765935	MISCITED	1	1	human/AGFG1	human/AGFG2	This is the sole reference behind mouse Agfg1's GO:0007289 IMP, from which the human IBA descends, and its result for hrb is a NEGATIVE: H1T2 polar localisation is unaltered in hrb-null spermatids, which the authors use to argue that acrosome development is not required for nuclear polarity. The mouse spermatid nuclear phenotype (nucleopodes) is reported in PMID:14724135 instead, so the term is de
PMID:6696436	MISCITED	1	1	human/ALDOB	human/ALDOA	Cached abstract describes N-terminal protein-sequence analysis of human skeletal-muscle aldolase (aldolase A / ALDOA), not an ALDOB activity assay. The Reactome EXP GO:0004332 annotation on ALDOB citing this reference appears to be a reference-term mismatch; flagged for curator verification. The activity itself is correct for aldolase B and abundantly supported by other references.
PMID:16174644	MISCITED	1	1	human/ARSJ	human/ARSI	PubMed identity and abstract were checked. The paper supports ARSJ sulfatase-family membership and conserved catalytic architecture, but the TAS use for the narrower GO arylsulfatase activity overstates the paper: no ARSJ aryl-substrate assay is reported in the accessible record.
PMID:10410956	MISCITED	1	1	human/DPYD	human/DPYS	Methods paper describing a radiochemical assay for dihydropyrimidinase (DHP, the downstream enzyme), not a direct DPD assay. Poor support for the GO:0017113 IDA it is attached to; process (thymine catabolism) assignment is acceptable.
