family	GO_id	GO_label	InterPro	support	n_S_and_G	n_G_in_fam	precision	sig_family_spread	sig_specificity	status
GH26	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR002883	3	3	11	1.0	10	broad	PROPOSED_new
GH26	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR009034	3	3	11	1.0	4	broad	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR013780	23	19	19	0.83	32	broad	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR017853	23	19	19	0.83	80	broad	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR002241	23	19	19	0.83	2	family-specific	PROPOSED_specific
GH27	GO:0004557	alpha-galactosidase activity	IPR013785	23	19	19	0.83	7	broad	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR000111	20	16	19	0.8	3	broad	PROPOSED_specific
GH27	GO:0004557	alpha-galactosidase activity	IPR041233	18	17	19	0.94	2	family-specific	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR006215	3	3	19	1.0	1	family-specific	CONFIRMS
GH27	GO:0004557	alpha-galactosidase activity	IPR035992	2	2	19	1.0	12	broad	PROPOSED_new
GH27	GO:0004557	alpha-galactosidase activity	IPR000772	2	2	19	1.0	8	broad	PROPOSED_new
GH28	GO:0004650	polygalacturonase activity	IPR006626	44	37	39	0.84	4	broad	PROPOSED_new
GH28	GO:0004650	polygalacturonase activity	IPR050434	32	32	39	1.0	1	family-specific	PROPOSED_new
GH3	GO:0008422	beta-glucosidase activity	IPR050288	22	21	27	0.95	1	family-specific	PROPOSED_new
GH3	GO:0004563	beta-N-acetylhexosaminidase activity	IPR050226	9	9	9	1.0	1	family-specific	PROPOSED_new
GH3	GO:0004563	beta-N-acetylhexosaminidase activity	IPR022956	5	5	9	1.0	1	family-specific	CONFIRMS
GH3	GO:0008422	beta-glucosidase activity	IPR051915	5	5	27	1.0	1	family-specific	PROPOSED_new
GH31	GO:0004558	alpha-1,4-glucosidase activity	IPR053497	2	2	17	1.0	1	family-specific	PROPOSED_new
GH32	GO:0004564	beta-fructofuranosidase activity	IPR051214	12	11	23	0.92	1	family-specific	PROPOSED_new
GH32	GO:0004564	beta-fructofuranosidase activity	IPR006232	10	10	23	1.0	1	family-specific	CONFIRMS
GH32	GO:0004564	beta-fructofuranosidase activity	IPR021792	5	4	23	0.8	1	family-specific	CONFIRMS
GH33	GO:0004308	exo-alpha-sialidase activity	IPR011040	23	22	22	0.96	4	broad	PROPOSED_new
GH33	GO:0004308	exo-alpha-sialidase activity	IPR026856	23	22	22	0.96	4	broad	CONFIRMS
GH33	GO:0004308	exo-alpha-sialidase activity	IPR036278	23	22	22	0.96	8	broad	PROPOSED_new
GH33	GO:0004308	exo-alpha-sialidase activity	IPR013320	7	6	22	0.86	29	broad	PROPOSED_new
GH33	GO:0004308	exo-alpha-sialidase activity	IPR008377	5	5	22	1.0	2	family-specific	CONFIRMS
GH33	GO:0004308	exo-alpha-sialidase activity	IPR015344	2	2	22	1.0	2	family-specific	PROPOSED_other
GH33	GO:0004308	exo-alpha-sialidase activity	IPR008979	2	2	22	1.0	54	broad	PROPOSED_new
GH33	GO:0004308	exo-alpha-sialidase activity	IPR000421	2	2	22	1.0	8	broad	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR050985	11	10	11	0.91	2	family-specific	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR031704	9	9	11	1.0	1	family-specific	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR038417	9	9	11	1.0	1	family-specific	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR002252	9	9	11	1.0	1	family-specific	CONFIRMS
GH36	GO:0004557	alpha-galactosidase activity	IPR013780	8	8	11	1.0	32	broad	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR031705	8	8	11	1.0	1	family-specific	PROPOSED_new
GH36	GO:0004557	alpha-galactosidase activity	IPR000111	7	7	11	1.0	3	broad	PROPOSED_specific
GH38	GO:0004559	alpha-mannosidase activity	IPR041147	12	12	14	1.0	1	family-specific	PROPOSED_new
GH38	GO:0004559	alpha-mannosidase activity	IPR054723	5	5	14	1.0	1	family-specific	PROPOSED_new
GH39	GO:0003940	L-iduronidase activity	IPR049167	3	3	3	1.0	1	family-specific	PROPOSED_new
GH39	GO:0003940	L-iduronidase activity	IPR013783	3	3	3	1.0	53	broad	PROPOSED_new
GH4	GO:0004558	alpha-1,4-glucosidase activity	IPR053487	2	2	3	1.0	1	family-specific	PROPOSED_new
GH43	GO:0046558	arabinan endo-1,5-alpha-L-arabinosidase activity	IPR050727	11	10	10	0.91	1	family-specific	PROPOSED_new
GH43	GO:0046558	arabinan endo-1,5-alpha-L-arabinosidase activity	IPR016840	9	8	10	0.89	1	family-specific	CONFIRMS
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR052176	6	5	15	0.83	3	broad	PROPOSED_new
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR036195	3	3	15	1.0	3	broad	CONFIRMS
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR007934	3	3	15	1.0	3	broad	CONFIRMS
GH43	GO:0046558	arabinan endo-1,5-alpha-L-arabinosidase activity	IPR032291	2	2	10	1.0	1	family-specific	PROPOSED_new
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR005084	2	2	15	1.0	20	broad	PROPOSED_other
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR008979	2	2	15	1.0	54	broad	PROPOSED_new
GH43	GO:0046556	alpha-L-arabinofuranosidase activity	IPR006584	2	2	15	1.0	12	broad	PROPOSED_other
GH44	GO:0008810	cellulase activity	IPR013780	2	2	2	1.0	32	broad	PROPOSED_new
GH44	GO:0008810	cellulase activity	IPR036966	2	2	2	1.0	8	broad	PROPOSED_other
GH44	GO:0008810	cellulase activity	IPR017853	2	2	2	1.0	80	broad	PROPOSED_new
GH44	GO:0008810	cellulase activity	IPR008965	2	2	2	1.0	19	broad	PROPOSED_other
GH44	GO:0008810	cellulase activity	IPR001956	2	2	2	1.0	8	broad	PROPOSED_other
GH44	GO:0008810	cellulase activity	IPR024745	2	2	2	1.0	3	broad	PROPOSED_new
GH47	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	IPR001382	24	21	21	0.88	1	family-specific	CONFIRMS
GH47	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	IPR012341	24	21	21	0.88	30	broad	PROPOSED_other
GH47	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	IPR036026	24	21	21	0.88	1	family-specific	CONFIRMS
GH47	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	IPR050749	20	20	21	1.0	1	family-specific	PROPOSED_new
GH48	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR008965	2	2	2	1.0	19	broad	PROPOSED_other
GH48	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR013783	2	2	2	1.0	53	broad	PROPOSED_new
GH5	GO:0008810	cellulase activity	IPR008965	17	17	56	1.0	19	broad	PROPOSED_other
GH5	GO:0016985	mannan endo-1,4-beta-mannosidase activity	IPR045053	15	15	21	1.0	2	family-specific	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR012291	9	9	56	1.0	15	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR001919	9	9	56	1.0	14	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR036966	8	8	56	1.0	8	broad	PROPOSED_other
GH5	GO:0008810	cellulase activity	IPR001956	8	8	56	1.0	8	broad	PROPOSED_other
GH5	GO:0008810	cellulase activity	IPR036439	7	7	56	1.0	18	broad	PROPOSED_other
GH5	GO:0008810	cellulase activity	IPR016134	7	7	56	1.0	17	broad	PROPOSED_other
GH5	GO:0008810	cellulase activity	IPR002105	7	7	56	1.0	17	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR008979	6	6	56	1.0	54	broad	PROPOSED_new
GH5	GO:0008810	cellulase activity	IPR036573	5	5	56	1.0	5	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR003610	5	5	56	1.0	5	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR018247	5	5	56	1.0	13	broad	PROPOSED_new
GH5	GO:0008810	cellulase activity	IPR018366	3	3	56	1.0	12	broad	PROPOSED_specific
GH5	GO:0008810	cellulase activity	IPR005086	3	3	56	1.0	3	broad	CONFIRMS
GH5	GO:0008810	cellulase activity	IPR005087	2	2	56	1.0	4	broad	CONFIRMS
GH54	GO:0046556	alpha-L-arabinofuranosidase activity	IPR007934	7	7	7	1.0	3	broad	CONFIRMS
GH54	GO:0046556	alpha-L-arabinofuranosidase activity	IPR036195	7	7	7	1.0	3	broad	CONFIRMS
GH54	GO:0046556	alpha-L-arabinofuranosidase activity	IPR015289	7	7	7	1.0	2	family-specific	CONFIRMS
GH54	GO:0046556	alpha-L-arabinofuranosidase activity	IPR038964	7	7	7	1.0	2	family-specific	CONFIRMS
GH54	GO:0046556	alpha-L-arabinofuranosidase activity	IPR013320	7	7	7	1.0	29	broad	PROPOSED_new
GH57	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR027291	2	2	2	1.0	2	family-specific	PROPOSED_new
GH57	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR015293	2	2	2	1.0	1	family-specific	PROPOSED_new
GH57	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR037090	2	2	2	1.0	1	family-specific	PROPOSED_new
GH57	GO:0003844	1,4-alpha-glucan branching enzyme activity	IPR040042	2	2	2	1.0	1	family-specific	CONFIRMS
GH6	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR000254	7	7	10	1.0	14	broad	PROPOSED_other
GH6	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR035971	7	7	10	1.0	14	broad	PROPOSED_other
GH6	GO:0008810	cellulase activity	IPR006311	2	2	5	1.0	22	broad	PROPOSED_new
GH63	GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	IPR038518	5	5	5	1.0	1	family-specific	PROPOSED_new
GH63	GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	IPR031335	5	5	5	1.0	1	family-specific	PROPOSED_new
GH63	GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	IPR031631	5	5	5	1.0	1	family-specific	PROPOSED_new
GH68	GO:0050053	levansucrase activity	IPR022263	2	2	15	1.0	4	broad	PROPOSED_new
GH7	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR000254	18	15	18	0.83	14	broad	PROPOSED_other
GH7	GO:0016162	cellulose 1,4-beta-cellobiosidase activity	IPR035971	18	15	18	0.83	14	broad	PROPOSED_other
GH73	GO:0003796	lysozyme activity	IPR036779	5	4	4	0.8	5	broad	PROPOSED_new
GH73	GO:0003796	lysozyme activity	IPR018392	5	4	4	0.8	5	broad	PROPOSED_new
GH73	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR002502	2	2	5	1.0	1	family-specific	PROPOSED_other
GH73	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	IPR002502	2	2	2	1.0	1	family-specific	CONFIRMS
GH73	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR036505	2	2	5	1.0	1	family-specific	PROPOSED_other
GH73	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	IPR036505	2	2	2	1.0	1	family-specific	CONFIRMS
GH73	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR041074	2	2	5	1.0	1	family-specific	PROPOSED_new
GH73	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR040742	2	2	5	1.0	1	family-specific	PROPOSED_new
GH73	GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	IPR018337	2	2	5	1.0	4	broad	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR013783	4	4	4	1.0	53	broad	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR012341	4	4	4	1.0	30	broad	PROPOSED_other
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR016007	4	4	4	1.0	2	family-specific	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR035396	4	4	4	1.0	2	family-specific	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR035398	4	4	4	1.0	2	family-specific	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR008928	4	4	4	1.0	30	broad	PROPOSED_other
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR008902	3	3	4	1.0	2	family-specific	PROPOSED_new
GH78	GO:0030596	alpha-L-rhamnosidase activity	IPR013737	3	3	4	1.0	2	family-specific	PROPOSED_new
GH79	GO:0004566	beta-glucuronidase activity	IPR031728	2	2	2	1.0	1	family-specific	PROPOSED_new
GH79	GO:0004566	beta-glucuronidase activity	IPR052974	2	2	2	1.0	1	family-specific	PROPOSED_new
GH8	GO:0008810	cellulase activity	IPR019834	10	9	9	0.9	1	family-specific	PROPOSED_new
GH8	GO:0008810	cellulase activity	IPR018247	3	3	9	1.0	13	broad	PROPOSED_new
GH8	GO:0008810	cellulase activity	IPR036439	3	3	9	1.0	18	broad	PROPOSED_other
GH8	GO:0008810	cellulase activity	IPR016134	3	3	9	1.0	17	broad	PROPOSED_other
GH8	GO:0008810	cellulase activity	IPR002105	3	3	9	1.0	17	broad	PROPOSED_specific
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR011496	8	7	7	0.88	2	family-specific	PROPOSED_new
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR051822	8	7	7	0.88	2	family-specific	PROPOSED_new
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR017853	8	7	7	0.88	80	broad	PROPOSED_new
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR016181	3	3	7	1.0	1	family-specific	PROPOSED_new
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR008965	2	2	7	1.0	19	broad	PROPOSED_other
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR003961	2	2	7	1.0	18	broad	PROPOSED_other
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR013783	2	2	7	1.0	53	broad	PROPOSED_new
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR036116	2	2	7	1.0	21	broad	PROPOSED_other
GH84	GO:0102571	[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity	IPR002102	2	2	7	1.0	2	family-specific	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR012341	21	18	18	0.86	30	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR018221	21	18	18	0.86	7	broad	PROPOSED_new
GH9	GO:0008810	cellulase activity	IPR001701	21	18	18	0.86	7	broad	PROPOSED_specific
GH9	GO:0008810	cellulase activity	IPR008928	21	18	18	0.86	30	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR033126	20	17	18	0.85	7	broad	PROPOSED_new
GH9	GO:0008810	cellulase activity	IPR008965	9	9	18	1.0	19	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR036966	8	8	18	1.0	8	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR001956	8	8	18	1.0	8	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR018247	3	3	18	1.0	13	broad	PROPOSED_new
GH9	GO:0008810	cellulase activity	IPR018366	3	3	18	1.0	12	broad	PROPOSED_specific
GH9	GO:0008810	cellulase activity	IPR012291	3	3	18	1.0	15	broad	PROPOSED_specific
GH9	GO:0008810	cellulase activity	IPR001919	3	3	18	1.0	14	broad	PROPOSED_specific
GH9	GO:0008810	cellulase activity	IPR003961	2	2	18	1.0	18	broad	PROPOSED_other
GH9	GO:0008810	cellulase activity	IPR036116	2	2	18	1.0	21	broad	PROPOSED_other
GT1	GO:0016906	sterol 3-beta-glucosyltransferase activity	IPR011993	5	5	6	1.0	1	family-specific	PROPOSED_new
GT1	GO:0016906	sterol 3-beta-glucosyltransferase activity	IPR001849	5	5	6	1.0	1	family-specific	PROPOSED_new
GT1	GO:0016906	sterol 3-beta-glucosyltransferase activity	IPR004182	5	5	6	1.0	1	family-specific	PROPOSED_new
GT1	GO:0016906	sterol 3-beta-glucosyltransferase activity	IPR048065	4	4	6	1.0	1	family-specific	PROPOSED_new
GT1	GO:0016906	sterol 3-beta-glucosyltransferase activity	IPR048066	3	3	6	1.0	1	family-specific	PROPOSED_new
GT10	GO:0046922	peptide-O-fucosyltransferase activity	IPR017176	2	2	2	1.0	1	family-specific	PROPOSED_other
GT14	GO:0030158	protein xylosyltransferase activity	IPR043538	8	8	8	1.0	1	family-specific	CONFIRMS
GT14	GO:0030158	protein xylosyltransferase activity	IPR024448	7	7	8	1.0	1	family-specific	PROPOSED_new
GT14	GO:0030158	protein xylosyltransferase activity	IPR002889	2	2	8	1.0	1	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR004835	34	34	34	1.0	1	family-specific	CONFIRMS
GT2	GO:0004100	chitin synthase activity	IPR013616	22	22	34	1.0	1	family-specific	CONFIRMS
GT2	GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	IPR039528	9	9	9	1.0	1	family-specific	CONFIRMS
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR003919	7	7	12	1.0	1	family-specific	PROPOSED_specific
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR009875	7	7	12	1.0	1	family-specific	PROPOSED_other
GT2	GO:0004100	chitin synthase activity	IPR054295	6	6	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR027934	4	4	12	1.0	1	family-specific	PROPOSED_new
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR001841	3	3	12	1.0	1	family-specific	PROPOSED_new
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR003920	3	3	12	1.0	1	family-specific	PROPOSED_other
GT2	GO:0016760	cellulose synthase (UDP-forming) activity	IPR018513	3	3	12	1.0	1	family-specific	PROPOSED_other
GT2	GO:0004100	chitin synthase activity	IPR036400	3	3	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR014876	3	3	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR001199	3	3	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR001609	2	2	34	1.0	1	family-specific	PROPOSED_other
GT2	GO:0004100	chitin synthase activity	IPR036037	2	2	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR027417	2	2	34	1.0	2	family-specific	PROPOSED_new
GT2	GO:0004100	chitin synthase activity	IPR036961	2	2	34	1.0	1	family-specific	PROPOSED_new
GT2	GO:0099621	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity	IPR022857	2	2	2	1.0	1	family-specific	PROPOSED_specific
GT20	GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	IPR001830	21	17	17	0.81	1	family-specific	PROPOSED_specific
GT20	GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	IPR012766	13	13	17	1.0	1	family-specific	CONFIRMS
GT29	GO:0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity	IPR051142	10	8	8	0.8	1	family-specific	PROPOSED_new
GT29	GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	IPR051757	7	7	9	1.0	1	family-specific	PROPOSED_new
GT29	GO:0047288	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminide alpha-2,3- sialyltransferase activity	IPR051757	7	6	8	0.86	1	family-specific	PROPOSED_new
GT31	GO:0016263	N-acetylgalactosaminide beta-1,3-galactosyltransferase activity	IPR026050	5	5	5	1.0	1	family-specific	PROPOSED_new
GT31	GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	IPR017374	5	5	5	1.0	1	family-specific	CONFIRMS
GT31	GO:0008499	N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity	IPR045821	2	2	4	1.0	1	family-specific	PROPOSED_new
GT31	GO:0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	IPR008428	2	2	2	1.0	2	family-specific	PROPOSED_specific
GT31	GO:0050510	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	IPR008428	2	2	2	1.0	2	family-specific	PROPOSED_other
GT31	GO:0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	IPR051227	2	2	2	1.0	2	family-specific	PROPOSED_new
GT31	GO:0050510	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	IPR051227	2	2	2	1.0	2	family-specific	PROPOSED_new
GT32	GO:0033164	initiation-specific glycolipid 1,6-alpha-mannosyltransferase activity	IPR039367	2	2	2	1.0	1	family-specific	PROPOSED_specific
GT4	GO:0016157	sucrose synthase activity	IPR012820	25	25	25	1.0	1	family-specific	CONFIRMS
GT4	GO:0016157	sucrose synthase activity	IPR056736	24	24	25	1.0	1	family-specific	PROPOSED_new
GT4	GO:0016157	sucrose synthase activity	IPR056735	24	24	25	1.0	1	family-specific	PROPOSED_new
GT4	GO:0046524	sucrose-phosphate synthase activity	IPR006380	9	9	9	1.0	1	family-specific	PROPOSED_new
GT4	GO:0046524	sucrose-phosphate synthase activity	IPR044161	9	9	9	1.0	1	family-specific	PROPOSED_new
GT4	GO:0046524	sucrose-phosphate synthase activity	IPR012819	9	9	9	1.0	1	family-specific	CONFIRMS
GT4	GO:0046524	sucrose-phosphate synthase activity	IPR035659	9	9	9	1.0	1	family-specific	PROPOSED_new
GT4	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	IPR013234	3	3	3	1.0	1	family-specific	PROPOSED_other
GT4	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	IPR039507	3	3	3	1.0	1	family-specific	CONFIRMS
GT4	GO:0004378	GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	IPR027054	2	2	2	1.0	1	family-specific	CONFIRMS
GT4	GO:0102704	GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	IPR027054	2	2	2	1.0	1	family-specific	PROPOSED_other
GT4	GO:0046481	digalactosyldiacylglycerol synthase activity	IPR044525	2	2	2	1.0	1	family-specific	CONFIRMS
GT4	GO:0004377	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	IPR031814	2	2	2	1.0	1	family-specific	PROPOSED_new
GT4	GO:0004377	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	IPR038013	2	2	2	1.0	1	family-specific	CONFIRMS
GT4	GO:0102986	trehalose synthase activity	IPR053462	2	2	3	1.0	1	family-specific	PROPOSED_new
GT4	GO:0102710	D-inositol-3-phosphate glycosyltransferase activity	IPR017814	2	2	2	1.0	1	family-specific	PROPOSED_other
GT4	GO:0046524	sucrose-phosphate synthase activity	IPR023214	2	2	9	1.0	2	family-specific	PROPOSED_new
GT41	GO:0097363	protein O-acetylglucosaminyltransferase activity	IPR029489	7	7	7	1.0	1	family-specific	PROPOSED_new
GT41	GO:0097363	protein O-acetylglucosaminyltransferase activity	IPR011990	7	7	7	1.0	3	broad	PROPOSED_other
GT41	GO:0097363	protein O-acetylglucosaminyltransferase activity	IPR019734	7	7	7	1.0	2	family-specific	PROPOSED_other
GT41	GO:0097363	protein O-acetylglucosaminyltransferase activity	IPR037919	6	6	7	1.0	1	family-specific	PROPOSED_specific
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058654	4	4	4	1.0	2	family-specific	PROPOSED_new
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058655	4	4	4	1.0	2	family-specific	CONFIRMS
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058658	3	3	4	1.0	2	family-specific	PROPOSED_new
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR017853	3	3	4	1.0	80	broad	PROPOSED_new
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058657	3	3	4	1.0	2	family-specific	PROPOSED_new
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR006047	3	3	4	1.0	12	broad	PROPOSED_other
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058659	3	3	4	1.0	2	family-specific	PROPOSED_new
GT5	GO:0047657	alpha-1,3-glucan synthase activity	IPR058656	3	3	4	1.0	2	family-specific	PROPOSED_new
GT5	GO:0009011	alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity	IPR005085	2	2	18	1.0	7	broad	PROPOSED_other
GT5	GO:0009011	alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity	IPR013783	2	2	18	1.0	53	broad	PROPOSED_new
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR023346	10	10	10	1.0	10	broad	PROPOSED_new
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR036950	10	10	10	1.0	1	family-specific	PROPOSED_new
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR001264	10	10	10	1.0	1	family-specific	PROPOSED_new
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR050396	7	7	10	1.0	1	family-specific	PROPOSED_new
GT51	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	IPR012338	4	4	4	1.0	1	family-specific	PROPOSED_new
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR012338	4	4	10	1.0	1	family-specific	PROPOSED_new
GT51	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	IPR001460	4	4	4	1.0	1	family-specific	PROPOSED_other
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR001460	4	4	10	1.0	1	family-specific	PROPOSED_other
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR011812	3	3	10	1.0	1	family-specific	PROPOSED_other
GT51	GO:0008955	peptidoglycan glycosyltransferase activity	IPR022978	3	3	10	1.0	1	family-specific	PROPOSED_specific
GT54	GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	IPR056576	5	4	4	0.8	2	family-specific	PROPOSED_new
GT54	GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	IPR006759	5	4	4	0.8	2	family-specific	PROPOSED_new
