# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
A0A172WXS1	ARO:3006518;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7W8	ARO:3006522;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7W9	ARO:3006520;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7X2	ARO:3006519;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7X6	ARO:3006521;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7X7	ARO:3006525;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7X8	ARO:3006524;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7X9	ARO:3006523;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y0	ARO:3006528;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y1	ARO:3006526;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y2	ARO:3006529;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y3	ARO:3006536;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y4	ARO:3006534;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y5	ARO:3006535;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y6	ARO:3006533;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y8	ARO:3006532;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Y9	ARO:3006530;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z0	ARO:3006540;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z1	ARO:3006531;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z2	ARO:3006539;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z5	ARO:3006544;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z6	ARO:3006543;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z8	ARO:3006542;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173G7Z9	ARO:3006541;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173GGN8	ARO:3006472;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A173GH11	ARO:3005606;	GO:0008800; GO:0030655; GO:0046677
A0A173GH44	ARO:3005607;	GO:0008800; GO:0030655; GO:0046677
A0A173GQ32	ARO:3005608;	GO:0008800; GO:0030655; GO:0046677
A0A191Z3S9	ARO:3006952;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A192A5V9	ARO:3005795;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A192A6H8	ARO:3005325;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A192AC71	ARO:3005185;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192ACK7	ARO:3006545;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192ACQ5	ARO:3004343;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192ACV1	ARO:3006546;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192Y443	ARO:3006548;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192Y4R9	ARO:3006547;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192Y4S3	ARO:3005750;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A192Y4S5	ARO:3006154;	GO:0008800; GO:0030655; GO:0046677
A0A192Y5X0	ARO:3006550;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A192Y6R3	ARO:3006551;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A193CHQ8	ARO:3004554;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
A0A193CHV5	ARO:3005223;	GO:0008800; GO:0030655; GO:0046677
A0A193H694	ARO:3005609;	GO:0008800; GO:0030655; GO:0046677
A0A193PD38	ARO:3005467;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1A5I6T7	ARO:3001044;	GO:0008800; GO:0030655; GO:0046677
A0A1B1FBM9	ARO:3005468;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B1LRY6	ARO:3002371;	GO:0008800; GO:0030655; GO:0046677
A0A1B1LTY3	ARO:3005196;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1NL57	ARO:3008193;	GO:0008800; GO:0030655; GO:0046677
A0A1B1P6Q5	ARO:3002335;	GO:0008800; GO:0030655; GO:0046677
A0A1B1SPW0	ARO:3006914;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B1SPW8	ARO:3006915;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B1SPX2	ARO:3006916;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B1VSV8	ARO:3005725;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1B1W383	ARO:3006448;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W385	ARO:3006455;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W386	ARO:3006454;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W387	ARO:3006456;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W388	ARO:3006281;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W389	ARO:3006449;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W390	ARO:3006446;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W391	ARO:3006451;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W393	ARO:3006280;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W395	ARO:3006441;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W396	ARO:3006447;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W397	ARO:3006453;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W398	ARO:3006282;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W399	ARO:3006443;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W3A2	ARO:3006442;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W3A3	ARO:3006450;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W3A4	ARO:3006440;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W3A6	ARO:3006444;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1W3A7	ARO:3006452;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1WXJ6	ARO:3006283;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1WXK1	ARO:3006284;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1WXK4	ARO:3005583;	GO:0008800; GO:0030655; GO:0046677
A0A1B1WXL0	ARO:3006286;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1WXM0	ARO:3006285;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B1WXM2	ARO:3006287;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B2AIG7	ARO:3005358;	GO:0008800; GO:0030655; GO:0046677
A0A1B2BII5	ARO:3005210;	GO:0008800; GO:0030655; GO:0046677
A0A1B2F003	ARO:3007859;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B2LRZ2	ARO:3006361;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B2MYQ2	ARO:3005611;	GO:0008800; GO:0030655; GO:0046677
A0A1B2XKX8	ARO:3006552;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1B3B597	ARO:3006161;	GO:0008800; GO:0030655; GO:0046677
A0A1B3B5A0	ARO:3005469;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1B3B5T8	ARO:3005764;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A1B3B5U5	ARO:3005229;	GO:0008800; GO:0030655; GO:0046677
A0A1B3ILG4	ARO:3005613;	GO:0008800; GO:0030655; GO:0046677
A0A1B4XB39	ARO:3001803;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1B4XB52	ARO:3002205;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1C8FIV5	ARO:3005744;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1C8FMF1	ARO:3005745;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1C8FRX1	ARO:3005366;	GO:0008800; GO:0030655; GO:0046677
A0A1C9LVD9	ARO:3003662;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A1C9ZP26	ARO:3002202;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1D4EG02	ARO:3000621;	GO:0008800; GO:0030655; GO:0046677
A0A1D8C565	ARO:3005195;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1D8MC92	ARO:3005471;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1E1G7Z0	ARO:3005473;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1H3JIU1	ARO:3005878;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A1J0CZ62	ARO:3005767;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1J0F613	ARO:3005219;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1J0F615	ARO:3005317;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A1J0HSJ3	ARO:3006964;	GO:0008800; GO:0030655; GO:0046677
A0A1L2BQ43	ARO:3006911;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1L2F514	ARO:3006984;	GO:0008800; GO:0030655; GO:0046677
A0A1L2F5L2	ARO:3006910;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1L2F5M5	ARO:3006909;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1L2F5M7	ARO:3006913;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1L2M0U1	ARO:3005197;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1L2M113	ARO:3005181;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1L3HS68	ARO:3005361;	GO:0008800; GO:0030655; GO:0046677
A0A1L3IN55	ARO:3005214;	GO:0008800; GO:0030655; GO:0046677
A0A1L4AAQ6	ARO:3006978;	GO:0008800; GO:0030655; GO:0046677
A0A1L5IUR3	ARO:3005150;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1L7B4G6	ARO:3000906;	GO:0008800; GO:0030655; GO:0046677
A0A1L7B531	ARO:3005256;	GO:0008800; GO:0030655; GO:0046677
A0A1M2CSI6	ARO:3002359;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A1P8C558	ARO:3005359;	GO:0008800; GO:0030655; GO:0046677
A0A1P8C735	ARO:3004093;	GO:0008800; GO:0042597; GO:0046677
A0A1P8SAH3	ARO:3006178;	GO:0008800; GO:0030655; GO:0046677
A0A1P8SAK1	ARO:3005502;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A1P8SN36	ARO:3001051;	GO:0008800; GO:0030655; GO:0046677
A0A1P8VH15	ARO:3004861;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A1Q0XDU5	ARO:3006554;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Q0XDZ0	ARO:3006555;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Q1MQ04	ARO:3005618;	GO:0008800; GO:0030655; GO:0046677
A0A1Q1MQ05	ARO:3005180;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Q1MQ14	ARO:3005617;	GO:0008800; GO:0030655; GO:0046677
A0A1Q1MQ16	ARO:3005616;	GO:0008800; GO:0030655; GO:0046677
A0A1Q1MQ23	ARO:3005619;	GO:0008800; GO:0030655; GO:0046677
A0A1Q1MQ24	ARO:3006466;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6GNY5	ARO:3005190;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6GNY8	ARO:3005192;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6GNZ0	ARO:3006556;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6GNZ2	ARO:3004799;	GO:0008800; GO:0030655; GO:0046677
A0A1S6GNZ4	ARO:3006557;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6KJP8	ARO:3005364;	GO:0008800; GO:0030655; GO:0046677
A0A1S6KJQ0	ARO:3005621;	GO:0008800; GO:0030655; GO:0046677
A0A1S6KJQ2	ARO:3005257;	GO:0008800; GO:0030655; GO:0046677
A0A1S6KJQ6	ARO:3005620;	GO:0008800; GO:0030655; GO:0046677
A0A1S6PXN9	ARO:3006326;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1S6QLQ1	ARO:3005771;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1S6QNP3	ARO:3006179;	GO:0008800; GO:0030655; GO:0046677
A0A1S7BI72	ARO:3005258;	GO:0008800; GO:0030655; GO:0046677
A0A1S7IV31	ARO:3005027;	GO:0008800; GO:0030655; GO:0046677
A0A1T0CJX5	ARO:3005074;	GO:0008800; GO:0030655; GO:0046677
A0A1T0CNG2	ARO:3005073;	GO:0008800; GO:0030655; GO:0046677
A0A1V0FXI3	ARO:3006162;	GO:0008800; GO:0030655; GO:0046677
A0A1V0M052	ARO:3003020;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
A0A1V0QFL0	ARO:3005217;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1V1FVI5	ARO:3002698;	GO:0005886; GO:0042910; GO:1990961
A0A1W1H4E2	ARO:3001975;	GO:0008800; GO:0030655; GO:0046677
A0A1W5QBZ5	ARO:3004734;	GO:0008800; GO:0030655; GO:0046677
A0A1W5QCF3	ARO:3004738;	GO:0008800; GO:0030655; GO:0046677
A0A1W5QE54	ARO:3004737;	GO:0008800; GO:0030655; GO:0046677
A0A1W5QG57	ARO:3004739;	GO:0008800; GO:0030655; GO:0046677
A0A1W5QH29	ARO:3004736;	GO:0008800; GO:0030655; GO:0046677
A0A1W5RS25	ARO:3005775;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RS27	ARO:3005770;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1W5RXG1	ARO:3005622;	GO:0008800; GO:0030655; GO:0046677
A0A1W5T924	ARO:3005789;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A1W5T935	ARO:3005259;	GO:0008800; GO:0030655; GO:0046677
A0A1W6GVC4	ARO:3005216;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1W6I4M7	ARO:3001940;	GO:0008800; GO:0030655; GO:0046677
A0A1W7HH33	ARO:3006014;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A1W7M2R8	ARO:3004094;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
A0A1X1A5Y1	ARO:3002613;	GO:0005524; GO:0009012; GO:0046677; GO:0070566
A0A1X3IY90	ARO:3000237;	GO:0009279; GO:0015288; GO:0015562; GO:0046677; GO:1990281
A0A1X9RXT9	ARO:3005218;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S303	ARO:3006560;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S305	ARO:3006561;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S306	ARO:3006562;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S314	ARO:3006563;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S315	ARO:3005299;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S317	ARO:3006570;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S318	ARO:3006569;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S319	ARO:3006571;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S323	ARO:3006573;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S324	ARO:3006572;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S326	ARO:3005285;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S327	ARO:3006580;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S329	ARO:3006581;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S330	ARO:3006587;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S331	ARO:3006582;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S332	ARO:3006583;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S334	ARO:3006577;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S335	ARO:3006558;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S337	ARO:3006588;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S343	ARO:3006568;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S346	ARO:3006578;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S350	ARO:3006567;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S351	ARO:3006566;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S352	ARO:3006565;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S353	ARO:3006564;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S355	ARO:3006586;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S360	ARO:3006575;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S362	ARO:3006576;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S365	ARO:3006585;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S367	ARO:3006574;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S369	ARO:3005300;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1X9S371	ARO:3006584;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1CLH6	ARO:3004798;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VNJ2	ARO:3005626;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VNL0	ARO:3005194;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VNS7	ARO:3001986;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VQH6	ARO:3006589;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQI0	ARO:3006594;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQI4	ARO:3006591;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQJ2	ARO:3005627;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VQJ7	ARO:3005625;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VQK2	ARO:3006592;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQK4	ARO:3006593;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQK6	ARO:3005289;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQL0	ARO:3005209;	GO:0008800; GO:0030655; GO:0046677
A0A1Z1VQL1	ARO:3006590;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQN1	ARO:3004356;ARO:3006596;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQN4	ARO:3005474;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A1Z1VQP5	ARO:3006595;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQT0	ARO:3006330;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z1VQV7	ARO:3006331;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A1Z3FWF5	ARO:3004862;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A1Z3GBB3	ARO:3005790;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A1Z3GWX3	ARO:3005623;	GO:0008800; GO:0030655; GO:0046677
A0A1Z3GWX4	ARO:3005624;	GO:0008800; GO:0030655; GO:0046677
A0A1Z3GWX7	ARO:3006214;	GO:0008800; GO:0030655; GO:0046677
A0A218KBJ2	ARO:3002236;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A218KGB0	ARO:3005500;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A218KGD7	ARO:3006177;	GO:0008800; GO:0030655; GO:0046677
A0A218MJA3	ARO:3005232;	GO:0008800; GO:0030655; GO:0046677
A0A218MJA7	ARO:3006180;	GO:0008800; GO:0030655; GO:0046677
A0A218N469	ARO:3005164;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
A0A220UIE6	ARO:3004362;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A235EV86	ARO:3004239;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A248XK32	ARO:3006473;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A249VY78	ARO:3005566;	GO:0008800; GO:0030655; GO:0046677
A0A256G1R4	ARO:3006105;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A256GP75	ARO:3002514;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A285B049	ARO:3002413;	GO:0008800; GO:0030655; GO:0046677
A0A286S471	ARO:3005248;	GO:0008800; GO:0030655; GO:0046677
A0A288SLX7	ARO:3005749;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A288W3Z7	ARO:3006327;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A288Z5L0	ARO:3005019;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A290D3J5	ARO:3006602;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A290D8D4	ARO:3006603;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A290DEA6	ARO:3004342;ARO:3006601;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A290FZI1	ARO:3004464;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A291NXX5	ARO:3005628;	GO:0008800; GO:0030655; GO:0046677
A0A291NXY9	ARO:3006232;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A291NXZ6	ARO:3005249;	GO:0008800; GO:0030655; GO:0046677
A0A291NY14	ARO:3004864;	GO:0008800; GO:0042597; GO:0046677
A0A291NY48	ARO:3005791;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A291NY62	ARO:3006249;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A291NY82	ARO:3006862;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A291R8R6	ARO:3004357;	GO:0008811; GO:0046677
A0A2A2MC99	ARO:3006228;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2A5MFC5	ARO:3002441;	GO:0008800; GO:0030655; GO:0046677
A0A2D0UYW9	ARO:3005496;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2D0W118	ARO:3005306;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2D1UG35	ARO:3006333;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2D1UG51	ARO:3005037;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2D3E5L4	ARO:3006181;	GO:0008800; GO:0030655; GO:0046677
A0A2H4FXZ9	ARO:3005614;	GO:0008800; GO:0030655; GO:0046677
A0A2H4FY00	ARO:3005615;	GO:0008800; GO:0030655; GO:0046677
A0A2H4FYM3	ARO:3000881;	GO:0008800; GO:0030655; GO:0046677
A0A2H4H177	ARO:3002004;	GO:0008800; GO:0030655; GO:0046677
A0A2H4PPJ8	ARO:3006334;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4T0S2	ARO:3005503;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2H4ULH0	ARO:3006605;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4ULH5	ARO:3006604;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4ULH7	ARO:3005274;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4X3B3	ARO:3006340;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4X3C0	ARO:3006335;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4X3C5	ARO:3006339;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4X3C7	ARO:3006338;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H4X3C8	ARO:3006337;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2H5BXM9	ARO:3006341;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I3CT28	ARO:3007803;	GO:0008800; GO:0030655; GO:0046677
A0A2I4JT62	ARO:3005601;	GO:0008800; GO:0030655; GO:0046677
A0A2I4KG55	ARO:3005610;	GO:0008800; GO:0030655; GO:0046677
A0A2I5JVQ1	ARO:3005033;	GO:0008800; GO:0030655; GO:0046677
A0A2I5LBD5	ARO:3006623;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I6B3D7	ARO:3006342;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I6PAX3	ARO:3005476;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2I6PAY4	ARO:3006163;	GO:0008800; GO:0030655; GO:0046677
A0A2I6RMB2	ARO:3005324;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A2I6RMB7	ARO:3005794;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2I6RMB9	ARO:3005326;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A2I6RMC3	ARO:3005793;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2I7UGA7	ARO:3005477;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2I7YUF1	ARO:3005796;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A2I8ANJ8	ARO:3004346;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
