# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
Asp f 7	Asp f 7	O42799	ASPFU		Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	uv run ai-gene-review fetch-gene ASPFU O42799 -u O42799
Asp f 8	Asp f 8	Q9UUZ6	ASPFU		Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	uv run ai-gene-review fetch-gene ASPFU Q9UUZ6 -u Q9UUZ6
Asp f 9	Asp f 9	Q8J0P4	ASPFU	crh5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	uv run ai-gene-review fetch-gene ASPFU crh5 -u Q8J0P4
		Q4WB37	ASPFU	csn	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	uv run ai-gene-review fetch-gene ASPFU csn -u Q4WB37
Asp f 18	Asp f 18	B0Y473	ASPFC	alp2	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	451804	uv run ai-gene-review fetch-gene ASPFC alp2 -u B0Y473
Asp f 34	Asp f 34	B0Y004	ASPFC	phiA	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	451804	uv run ai-gene-review fetch-gene ASPFC phiA -u B0Y004
		Q09095	AVESA		Avena sativa (Oat)	4498	uv run ai-gene-review fetch-gene AVESA Q09095 -u Q09095
		Q09097	AVESA		Avena sativa (Oat)	4498	uv run ai-gene-review fetch-gene AVESA Q09097 -u Q09097
		Q09114	AVESA		Avena sativa (Oat)	4498	uv run ai-gene-review fetch-gene AVESA Q09114 -u Q09114
Ber e 1	Ber e 1	P04403	BEREX	BE2S1	Bertholletia excelsa (Brazil nut tree)	3645	uv run ai-gene-review fetch-gene BEREX BE2S1 -u P04403
Beta v 1	Beta v 1	P85983	BETVU		Beta vulgaris (Sugar beet)	161934	uv run ai-gene-review fetch-gene BETVU P85983 -u P85983
Beta v 2	Beta v 2	P85984	BETVU		Beta vulgaris (Sugar beet)	161934	uv run ai-gene-review fetch-gene BETVU P85984 -u P85984
Bet v 1-A	Bet v 1	P15494	BETPN	BETVIA	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETVIA -u P15494
Bet v 1-B	Bet v 1	P45431	BETPN	BETV1B	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1B -u P45431
Bet v 1-C	Bet v 1	P43176	BETPN	BETV1C	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1C -u P43176
Bet v 1-D/H	Bet v 1-D/H	P43177	BETPN	BETV1D; BETV1H	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1D; BETV1H -u P43177
Bet v 1-E	Bet v 1	P43178	BETPN	BETV1E	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1E -u P43178
Bet v 1-F/I	Bet v 1-F/I	P43179	BETPN	BETV1F; BETV1I	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1F; BETV1I -u P43179
Bet v 1-G	Bet v 1	P43180	BETPN	BETV1G	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1G -u P43180
Bet v 1-J	Bet v 1	P43183	BETPN	BETV1J	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1J -u P43183
Bet v 1-K	Bet v 1	P43184	BETPN	BETV1K	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1K -u P43184
Bet v 1-L	Bet v 1	P43185	BETPN	BETV1L	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1L -u P43185
Bet v 1-M/N	Bet v 1-M/N	P43186	BETPN	BETV1M; BETV1N	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV1M; BETV1N -u P43186
Bet v 2	Bet v 2	A4K9Z8	BETPN		Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN A4K9Z8 -u A4K9Z8
Bet v 2	Bet v 2	P25816	BETPN	BETVII	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETVII -u P25816
Bet v 3	Bet v 3	P43187	BETPN	BETVIII	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETVIII -u P43187
Bet v 4	Bet v 4	Q39419	BETPN	BETV4	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV4 -u Q39419
Bet v 6	Bet v 6	Q9FUW6	BETPN	BETV6	Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN BETV6 -u Q9FUW6
Bet v 7	Bet v 7	P81531	BETPN		Betula pendula (European white birch) (Betula verrucosa)	3505	uv run ai-gene-review fetch-gene BETPN P81531 -u P81531
Bla g 2	Bla g 2	P54958	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE P54958 -u P54958
Bla g 4	Bla g 4	P54962	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE P54962 -u P54962
Bla g 5	Bla g 5	O18598	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE O18598 -u O18598
Bla g 6.0101	Bla g 6	Q1A7B3	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE Q1A7B3 -u Q1A7B3
Bla g 6.0201	Bla g 6	Q1A7B2	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE Q1A7B2 -u Q1A7B2
Bla g 6.0301	Bla g 6	Q1A7B1	BLAGE		Blattella germanica (German cockroach) (Blatta germanica)	6973	uv run ai-gene-review fetch-gene BLAGE Q1A7B1 -u Q1A7B1
Blo t 1	Blo t 1	A1KXI0	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA A1KXI0 -u A1KXI0
Blo t 11	Blo t 11	Q8MUF6	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA Q8MUF6 -u Q8MUF6
Blo t 12	Blo t 12	Q17282	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA Q17282 -u Q17282
Blo t 13	Blo t 13	Q17284	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA Q17284 -u Q17284
Blo t 21	Blo t 21	A7IZE9	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA A7IZE9 -u A7IZE9
Blo t 3	Blo t 3	A1KXI1	BLOTA		Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA A1KXI1 -u A1KXI1
Blo t 5	Blo t 5	O96870	BLOTA	BLOT5	Blomia tropicalis (Mite)	40697	uv run ai-gene-review fetch-gene BLOTA BLOT5 -u O96870
		A0A8B0RBM2	BOMIG	vCaE	Bombus ignitus (Fiery-tailed bumble bee)	130704	uv run ai-gene-review fetch-gene BOMIG vCaE -u A0A8B0RBM2
Bom p 1	Bom p 1	Q7M4I6	BOMPE		Bombus pensylvanicus (American bumblebee) (Apis pensylvanica)	28643	uv run ai-gene-review fetch-gene BOMPE Q7M4I6 -u Q7M4I6
Bom p 4	Bom p 4	Q7M4I3	BOMPE		Bombus pensylvanicus (American bumblebee) (Apis pensylvanica)	28643	uv run ai-gene-review fetch-gene BOMPE Q7M4I3 -u Q7M4I3
Bom t 1	Bom t 1	P82971	BOMTE		Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	uv run ai-gene-review fetch-gene BOMTE P82971 -u P82971
Bom t 4	Bom t 4	P0CH88	BOMTE		Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris)	30195	uv run ai-gene-review fetch-gene BOMTE P0CH88 -u P0CH88
Bos d 2	Bos d 2	Q28133	BOVIN		Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN Q28133 -u Q28133
Bos d 3	Bos d 3	Q28050	BOVIN	S100A7	Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN S100A7 -u Q28050
Bos d 4	Bos d 4	P00711	BOVIN	LALBA	Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN LALBA -u P00711
Bos d 5	Bos d 5	P02754	BOVIN	LGB	Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN LGB -u P02754
Bos d 6	Bos d 6	P02769	BOVIN	ALB	Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN ALB -u P02769
Bos d 8	Bos d 8	P02662	BOVIN	CSN1S1	Bos taurus (Bovine)	9913	uv run ai-gene-review fetch-gene BOVIN CSN1S1 -u P02662
Pac c 3	Pac c 3	C0ITL3	BRACH		Brachyponera chinensis (Asian needle ant) (Pachycondyla chinensis)	2340912	uv run ai-gene-review fetch-gene BRACH C0ITL3 -u C0ITL3
Bra r 1	Bra r 1	P69197	BRACM		Brassica campestris (Field mustard)	3711	uv run ai-gene-review fetch-gene BRACM P69197 -u P69197
Bra r 2	Bra r 2	P69199	BRACM		Brassica campestris (Field mustard)	3711	uv run ai-gene-review fetch-gene BRACM P69199 -u P69199
Bra j 1-E	Bra j 1	P80207	BRAJU		Brassica juncea (Indian mustard) (Sinapis juncea)	3707	uv run ai-gene-review fetch-gene BRAJU P80207 -u P80207
Bra n 1	Bra n 1	P69196	BRANA		Brassica napus (Rape)	3708	uv run ai-gene-review fetch-gene BRANA P69196 -u P69196
Bra n 2	Bra n 2	P69198	BRANA		Brassica napus (Rape)	3708	uv run ai-gene-review fetch-gene BRANA P69198 -u P69198
		P80208	BRANA		Brassica napus (Rape)	3708	uv run ai-gene-review fetch-gene BRANA P80208 -u P80208
Bra r 2	Bra r 2	P81729	BRARR		Brassica rapa subsp. rapa (Turnip)	51350	uv run ai-gene-review fetch-gene BRARR P81729 -u P81729
Bro p 3.0101	Bro p 3	C0HMD1	BROPA		Broussonetia papyrifera (Paper mulberry) (Morus papyrifera)	172644	uv run ai-gene-review fetch-gene BROPA C0HMD1 -u C0HMD1
Cal b 2.0101	Cal b 2	A0A976YI25	CALBE		Callinectes bellicosus (Warrior swimming crab)	257890	uv run ai-gene-review fetch-gene CALBE A0A976YI25 -u A0A976YI25
		V9LFM0	CALMI		Callorhinchus milii (Ghost shark)	7868	uv run ai-gene-review fetch-gene CALMI V9LFM0 -u V9LFM0
		E2ADC1	CAMFO		Camponotus floridanus (Florida carpenter ant)	104421	uv run ai-gene-review fetch-gene CAMFO E2ADC1 -u E2ADC1
Cand a 1	Cand a 1	P43067	CANAX	ADH1	Candida albicans (Yeast)	5476	uv run ai-gene-review fetch-gene CANAX ADH1 -u P43067
		Q9URB4	CANAL	FBA1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	uv run ai-gene-review fetch-gene CANAL FBA1 -u Q9URB4
Cand b 2	Cand b 2	P14292	CANBO	PMPA	Candida boidinii (Yeast)	5477	uv run ai-gene-review fetch-gene CANBO PMPA -u P14292
Cand b 2	Cand b 2	P14293	CANBO	PMPB	Candida boidinii (Yeast)	5477	uv run ai-gene-review fetch-gene CANBO PMPB -u P14293
Can f 1	Can f 1	O18873	CANLF		Canis lupus familiaris (Dog) (Canis familiaris)	9615	uv run ai-gene-review fetch-gene CANLF O18873 -u O18873
Can f 2	Can f 2	O18874	CANLF		Canis lupus familiaris (Dog) (Canis familiaris)	9615	uv run ai-gene-review fetch-gene CANLF O18874 -u O18874
Can f 3	Can f 3	P49822	CANLF	ALB	Canis lupus familiaris (Dog) (Canis familiaris)	9615	uv run ai-gene-review fetch-gene CANLF ALB -u P49822
Can f 6.0101	Can f 6	H2B3G5	CANLF		Canis lupus familiaris (Dog) (Canis familiaris)	9615	uv run ai-gene-review fetch-gene CANLF H2B3G5 -u H2B3G5
Can s 3	Can s 3	P86838	CANSA		Cannabis sativa (Hemp) (Marijuana)	3483	uv run ai-gene-review fetch-gene CANSA P86838 -u P86838
Cap a 2	Cap a 2	Q93YI9	CAPAN		Capsicum annuum (Capsicum pepper)	4072	uv run ai-gene-review fetch-gene CAPAN Q93YI9 -u Q93YI9
Car p 1	Car p 1	P00784	CARPA		Carica papaya (Papaya)	3649	uv run ai-gene-review fetch-gene CARPA P00784 -u P00784
Car b 1	Car b 1	P38949	CARBE		Carpinus betulus (European hornbeam) (Carpinus caucasica)	12990	uv run ai-gene-review fetch-gene CARBE P38949 -u P38949
Car b 1	Car b 1	P38950	CARBE		Carpinus betulus (European hornbeam) (Carpinus caucasica)	12990	uv run ai-gene-review fetch-gene CARBE P38950 -u P38950
Car i 2.0101	Car i 2	B3STU4	CARIL	pec2a1a	Carya illinoinensis (Pecan)	32201	uv run ai-gene-review fetch-gene CARIL pec2a1a -u B3STU4
Car i 4.0101	Car i 4	B5KVH4	CARIL		Carya illinoinensis (Pecan)	32201	uv run ai-gene-review fetch-gene CARIL B5KVH4 -u B5KVH4
Cat r 1	Cat r 1	Q39613	CATRO	PCKR1	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	4058	uv run ai-gene-review fetch-gene CATRO PCKR1 -u Q39613
Cav p 1	Cav p 1	P83507	CAVPO		Cavia porcellus (Guinea pig)	10141	uv run ai-gene-review fetch-gene CAVPO P83507 -u P83507
Cav p 2.0101	Cav p 2	P83508	CAVPO	Lcncavp2	Cavia porcellus (Guinea pig)	10141	uv run ai-gene-review fetch-gene CAVPO Lcncavp2 -u P83508
Cav p 3.0101	Cav p 3	F0UZ12	CAVPO	Lcncavp3	Cavia porcellus (Guinea pig)	10141	uv run ai-gene-review fetch-gene CAVPO Lcncavp3 -u F0UZ12
Cha o 1	Cha o 1	Q96385	CHAOB		Chamaecyparis obtusa (Hinoki false-cypress) (Retinospora obtusa)	13415	uv run ai-gene-review fetch-gene CHAOB Q96385 -u Q96385
Cha o 2	Cha o 2	Q7M1E7	CHAOB		Chamaecyparis obtusa (Hinoki false-cypress) (Retinospora obtusa)	13415	uv run ai-gene-review fetch-gene CHAOB Q7M1E7 -u Q7M1E7
Cha o 3	Cha o 3	C0HLA0	CHAOB		Chamaecyparis obtusa (Hinoki false-cypress) (Retinospora obtusa)	13415	uv run ai-gene-review fetch-gene CHAOB C0HLA0 -u C0HLA0
Cha f 1.0101	Cha f 1	Q9N2R3	CHAFE		Charybdis feriata (Crucifix crab) (Cancer feriatus)	65693	uv run ai-gene-review fetch-gene CHAFE Q9N2R3 -u Q9N2R3
Che a 1	Che a 1	Q8LGR0	CHEAL		Chenopodium album (Fat hen)	3559	uv run ai-gene-review fetch-gene CHEAL Q8LGR0 -u Q8LGR0
Che a 2	Che a 2	Q84V37	CHEAL		Chenopodium album (Fat hen)	3559	uv run ai-gene-review fetch-gene CHEAL Q84V37 -u Q84V37
Che a 3	Che a 3	Q84V36	CHEAL		Chenopodium album (Fat hen)	3559	uv run ai-gene-review fetch-gene CHEAL Q84V36 -u Q84V36
		A2V735	CHIOP	TM1	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP TM1 -u A2V735
Chi o 3	Chi o 3	P86699	CHIOP		Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP P86699 -u P86699
		P86700	CHIOP		Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP P86700 -u P86700
		P86909	CHIOP		Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP P86909 -u P86909
		P86910	CHIOP		Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP P86910 -u P86910
		P86911	CHIOP		Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	uv run ai-gene-review fetch-gene CHIOP P86911 -u P86911
Chi k 10.0101	Chi k 10	O96764	CHIKI		Chironomus kiiensis (Midge)	84408	uv run ai-gene-review fetch-gene CHIKI O96764 -u O96764
		P58762	CHIQU		Chiropsoides quadrigatus (Box jellyfish) (Chiropsalmus quadrigatus)	130731	uv run ai-gene-review fetch-gene CHIQU P58762 -u P58762
Cim l NP	Cim l NP	O76745	CIMLE		Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	uv run ai-gene-review fetch-gene CIMLE O76745 -u O76745
Citr l 2.0101	Citr l 2	Q5XWE1	CITLA		Citrullus lanatus (Watermelon) (Citrullus vulgaris)	3654	uv run ai-gene-review fetch-gene CITLA Q5XWE1 -u Q5XWE1
Citr l MDH	Citr l MDH	P17783	CITLA	MMDH	Citrullus lanatus (Watermelon) (Citrullus vulgaris)	3654	uv run ai-gene-review fetch-gene CITLA MMDH -u P17783
Cit l 3	Cit l 3	P84160	CITLI		Citrus limon (Lemon) (Citrus medica var. limon)	2708	uv run ai-gene-review fetch-gene CITLI P84160 -u P84160
Cit s 1	Cit s 1	P84159	CITSI		Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	uv run ai-gene-review fetch-gene CITSI P84159 -u P84159
Cit s 2	Cit s 2	P84177	CITSI		Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	uv run ai-gene-review fetch-gene CITSI P84177 -u P84177
Cit s 3.0101	Cit s 3	P84161	CITSI		Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	2711	uv run ai-gene-review fetch-gene CITSI P84161 -u P84161
Cla h 10	Cla h 10	P40108	CLAHE	CLAH10	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE CLAH10 -u P40108
Cla h 12	Cla h 12	P50344	CLAHE	CLAH12	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE CLAH12 -u P50344
Cla h 4	Cla h 4	P40918	CLAHE	HSP70	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE HSP70 -u P40918
Cla h 5	Cla h 5	P42039	CLAHE	CLAH5	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE CLAH5 -u P42039
Cla h 6	Cla h 6	P42040	CLAHE	ENO	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE ENO -u P42040
Cla h 7	Cla h 7	P42059	CLAHE	CLAH7	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE CLAH7 -u P42059
Cla h 8	Cla h 8	P0C0Y5	CLAHE		Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE P0C0Y5 -u P0C0Y5
Cla h 9.0101	Cla h 9	B7ZK61	CLAHE		Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE B7ZK61 -u B7ZK61
Cla h ?	Cla h ?	Q8NIN9	CLAHE	HCh-1	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE HCh-1 -u Q8NIN9
Cla h ?	Cla h ?	Q8NJ52	CLAHE	NTF2	Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE NTF2 -u Q8NJ52
Cla h TCTP	Cla h TCTP	A1KXP4	CLAHE		Cladosporium herbarum (Davidiella tassiana)	29918	uv run ai-gene-review fetch-gene CLAHE A1KXP4 -u A1KXP4
Cur l 4.0101	Cur l 4	B3V0K8	COCLU		Cochliobolus lunatus (Filamentous fungus) (Curvularia lunata)	5503	uv run ai-gene-review fetch-gene COCLU B3V0K8 -u B3V0K8
Cop c 2	Cop c 2	Q9UW02	COPCM		Coprinus comatus (Shaggy mane)	56187	uv run ai-gene-review fetch-gene COPCM Q9UW02 -u Q9UW02
Cop c 5	Cop c 5	Q9UW00	COPCM	cop c5	Coprinus comatus (Shaggy mane)	56187	uv run ai-gene-review fetch-gene COPCM cop c5 -u Q9UW00
Hel as 1	Hel as 1	O97192	CORAP		Cornu aspersum (Brown garden snail) (Helix aspersa)	6535	uv run ai-gene-review fetch-gene CORAP O97192 -u O97192
Cor a 1	Cor a 1	Q08407	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q08407 -u Q08407
Cor a 10.0101	Cor a 10	Q9FSY7	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q9FSY7 -u Q9FSY7
Cor a 11.0101	Cor a 11	Q8S4P9	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q8S4P9 -u Q8S4P9
Cor a 12	Cor a 12	Q84T21	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q84T21 -u Q84T21
Cor a 13	Cor a 13	Q84T91	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q84T91 -u Q84T91
Cor a 15	Cor a 15	C0HM28	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV C0HM28 -u C0HM28
Cor a 2	Cor a 2	A4KA41	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA41 -u A4KA41
Cor a 2	Cor a 2	A4KA40	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA40 -u A4KA40
Cor a 2	Cor a 2	A4KA45	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA45 -u A4KA45
Cor a 2	Cor a 2	A4KA44	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA44 -u A4KA44
Cor a 2	Cor a 2	A4KA39	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA39 -u A4KA39
Cor a 2	Cor a 2	A4KA43	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV A4KA43 -u A4KA43
Cor a 8.0101	Cor a 8	Q9ATH2	CORAV		Corylus avellana (European hazel) (Corylus maxima)	13451	uv run ai-gene-review fetch-gene CORAV Q9ATH2 -u Q9ATH2
Cro p 1.0101	Cro p 1	A0A7M4EAX1	CROPO	LOC109314825	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	8502	uv run ai-gene-review fetch-gene CROPO LOC109314825 -u A0A7M4EAX1
Cro s 1	Cro s 1	Q29W25	CROSA		Crocus sativus (Saffron)	82528	uv run ai-gene-review fetch-gene CROSA Q29W25 -u Q29W25
Cro s 2	Cro s 2	Q5EF31	CROSA		Crocus sativus (Saffron)	82528	uv run ai-gene-review fetch-gene CROSA Q5EF31 -u Q5EF31
Cry j 1	Cry j 1	P18632	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA P18632 -u P18632
Cry j 2	Cry j 2	P43212	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA P43212 -u P43212
Cry j 3.1	Cry j 3	Q8H996	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q8H996 -u Q8H996
Cry j 3.2	Cry j 3	Q8H995	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q8H995 -u Q8H995
Cry j 3.3	Cry j 3	Q8H994	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q8H994 -u Q8H994
Cry j 3.4	Cry j 3	Q5DWG2	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q5DWG2 -u Q5DWG2
Cry j 3.5	Cry j 3	Q5DWG1	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q5DWG1 -u Q5DWG1
Cry j 3.6	Cry j 3	Q5DWG0	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q5DWG0 -u Q5DWG0
Cry j 3.7	Cry j 3	Q4W6C7	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q4W6C7 -u Q4W6C7
Cry j 3.8	Cry j 3	A4PBQ1	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA A4PBQ1 -u A4PBQ1
Cry j 7	Cry j 7	C0HLQ1	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA C0HLQ1 -u C0HLQ1
Cry j Chitinase	Cry j Chitinase	Q5NTA4	CRYJA		Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	uv run ai-gene-review fetch-gene CRYJA Q5NTA4 -u Q5NTA4
Cte f 1	Cte f 1	Q94424	CTEFE		Ctenocephalides felis (Cat flea)	7515	uv run ai-gene-review fetch-gene CTEFE Q94424 -u Q94424
Cuc m 1	Cuc m 1	Q39547	CUCME		Cucumis melo (Muskmelon)	3656	uv run ai-gene-review fetch-gene CUCME Q39547 -u Q39547
Cuc m 2	Cuc m 2	Q5FX67	CUCME		Cucumis melo (Muskmelon)	3656	uv run ai-gene-review fetch-gene CUCME Q5FX67 -u Q5FX67
Cuc m 3	Cuc m 3	P83834	CUCME		Cucumis melo (Muskmelon)	3656	uv run ai-gene-review fetch-gene CUCME P83834 -u P83834
Cul q 2.01	Cul q 2	B0X6Z1	CULQU	D7L2	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	7176	uv run ai-gene-review fetch-gene CULQU D7L2 -u B0X6Z1
Cul q 3	Cul q 3	A0A1S4K3K8	CULQU	D7L1	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	7176	uv run ai-gene-review fetch-gene CULQU D7L1 -u A0A1S4K3K8
		B9URJ1	CULNU		Culicoides nubeculosus (Biting midge)	144565	uv run ai-gene-review fetch-gene CULNU B9URJ1 -u B9URJ1
Cul n 1	Cul n 1	Q9BMP6	CULNU		Culicoides nubeculosus (Biting midge)	144565	uv run ai-gene-review fetch-gene CULNU Q9BMP6 -u Q9BMP6
		A0A0S4JYH2	CUPSA		Cupiennius salei (American wandering spider)	6928	uv run ai-gene-review fetch-gene CUPSA A0A0S4JYH2 -u A0A0S4JYH2
Cup s 2	Cup s 2	C0HKB1	CUPSE		Cupressus sempervirens (Italian cypress)	13469	uv run ai-gene-review fetch-gene CUPSE C0HKB1 -u C0HKB1
