AI suggested action	AI note	COMMENT (FIXED /OK) - by Contributor	Contributor note	Git handle of respondent	assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
TRANSFER_TO GO:0051620 norepinephrine uptake	'PMAT...rank order: dopamine, 5-HT >> histamine, norepinephrine, epinephrine' (PMID:15448143)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:15448143		GO:0015874	norepinephrine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT2-mediated norepinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	RGD:61936	Slc22a2	PMID:16581093		GO:0015874	norepinephrine transport	IDA		RGD:61936	PANTHER:PTHR24064	20230116		NCBITaxon:10116
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT1 plasma membrane norepinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	RGD:3224	Slc22a1	PMID:16581093		GO:0015874	norepinephrine transport	IDA		RGD:3224	PANTHER:PTHR24064	20221005		NCBITaxon:10116
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT2-mediated norepinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O15244	SLC22A2	PMID:16581093		GO:0015874	norepinephrine transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20230116		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT3-mediated norepinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O75751	SLC22A3	PMID:16581093		GO:0015874	norepinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230116		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	OCT3-mediated norepinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	RGD:3701	Slc22a3	PMID:16581093		GO:0015874	norepinephrine transport	IDA		RGD:3701	PANTHER:PTHR24064	20230116		NCBITaxon:10116
UNDECIDED	PMID:18513366 reports broad altered aminergic neurotransmission in Oct3/Slc22a3 KO and does not directly establish norepinephrine-specific uptake.				UniProt	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0015874	norepinephrine transport	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20230116		NCBITaxon:10090
REMOVE	SLC29A3/ENT3 is a nucleoside transporter in mitochondria/lysosomes. Paper does not demonstrate norepinephrine transport at all (PMID:19164483). REMOVE — incorrect annotation.				UniProt	UniProtKB:Q9BZD2	SLC29A3	PMID:19164483		GO:0015874	norepinephrine transport	IDA		UniProtKB:Q9BZD2	PANTHER:PTHR10332	20230223		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'hPMAT...norepinephrine...rank order: dopamine, 5-HT >> histamine, NE, epi' (PMID:20858707)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:20858707		GO:0015874	norepinephrine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230116		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'hOCT3 represents a major uptake2 transporter for histamine, epinephrine, and norepinephrine' (PMID:20858707)				UniProt	UniProtKB:O75751	SLC22A3	PMID:20858707		GO:0015874	norepinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230116		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'Noradrenaline transported by mouse Oct1' (PMID:35469921 Table 1)				UniProt	MGI:MGI:108111	Slc22a1	PMID:35469921		GO:0015874	norepinephrine transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221005		NCBITaxon:10090
TRANSFER_TO GO:0051620 norepinephrine uptake	'electrogenic transport of norepinephrine...Km 1.9 mM' (PMID:9687576)				UniProt	UniProtKB:O15244	SLC22A2	PMID:9687576		GO:0015874	norepinephrine transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20221121		NCBITaxon:9606
TRANSFER_TO GO:0051620 norepinephrine uptake	'OCT2r induces specific transport of...noradrenaline...Km 4.4 mmol/liter' (PMID:9812985)				UniProt	RGD:61936	Slc22a2	PMID:9812985		GO:0015874	norepinephrine transport	IDA		RGD:61936	PANTHER:PTHR24064	20221121		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	'OCT1 transport activity for...3H-adrenaline' (PMID:9776363); OCT1 plasma membrane epinephrine uptake				RGD	RGD:3224	Slc22a1	PMID:9776363		GO:0048241	epinephrine transport	IDA		RGD:3224	PANTHER:PTHR24064	20071203		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	'Molecular identification of the corticosterone-sensitive extraneuronal catecholamine transporter' = OCT3 performing epinephrine uptake (PMID:10196521)				UniProt	UniProtKB:O75751	SLC22A3	PMID:10196521		GO:0048241	epinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230124		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	'PMAT...rank order: dopamine, 5-HT >> histamine, NE, epinephrine' — PMAT transports epinephrine (PMID:15448143)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:15448143		GO:0048241	epinephrine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230125		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	OCT2-mediated epinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	RGD:61936	Slc22a2	PMID:16581093		GO:0048241	epinephrine transport	IDA		RGD:61936	PANTHER:PTHR24064	20230124		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	OCT1 plasma membrane epinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	RGD:3224	Slc22a1	PMID:16581093		GO:0048241	epinephrine transport	IDA		RGD:3224	PANTHER:PTHR24064	20221005		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	OCT2 plasma membrane epinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O15244	SLC22A2	PMID:16581093		GO:0048241	epinephrine transport	IDA		UniProtKB:O15244	PANTHER:PTHR24064	20230124		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	OCT3-mediated epinephrine uptake is supported by the cited study (PMID:16581093).				UniProt	UniProtKB:O75751	SLC22A3	PMID:16581093		GO:0048241	epinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230124		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	'OCT2 and OCT3 subtypes...higher transport efficacies for epinephrine' (PMID:16581093)				UniProt	RGD:3701	Slc22a3	PMID:16581093		GO:0048241	epinephrine transport	IDA		RGD:3701	PANTHER:PTHR24064	20230124		NCBITaxon:10116
TRANSFER_TO GO:0090493 catecholamine uptake	PMAT transports epinephrine (low efficiency) (PMID:20858707)				UniProt	UniProtKB:Q7RTT9	SLC29A4	PMID:20858707		GO:0048241	epinephrine transport	IDA		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20230124		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	'hOCT3 represents a major uptake2 transporter for histamine, epinephrine, and norepinephrine' (PMID:20858707)				UniProt	UniProtKB:O75751	SLC22A3	PMID:20858707		GO:0048241	epinephrine transport	IDA		UniProtKB:O75751	PANTHER:PTHR24064	20230124		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	'Adrenaline transported by mouse Oct1 Km 242 uM, Vmax 7547' (PMID:35469921 Table 1)				UniProt	MGI:MGI:108111	Slc22a1	PMID:35469921		GO:0048241	epinephrine transport	IDA		MGI:MGI:108111	PANTHER:PTHR24064	20221005		NCBITaxon:10090
TRANSFER_TO GO:0090493 catecholamine uptake	'Adrenaline transported by human OCT1 Km 558 uM, Vmax 1123' (PMID:35469921 Table 1)				UniProt	UniProtKB:O15245	SLC22A1	PMID:35469921		GO:0048241	epinephrine transport	IDA		UniProtKB:O15245	PANTHER:PTHR24064	20221005		NCBITaxon:9606
TRANSFER_TO GO:0090493 catecholamine uptake	'OCT2r induces specific transport of...adrenaline...Km 1.9 mmol/liter' (PMID:9812985)				UniProt	RGD:61936	Slc22a2	PMID:9812985		GO:0048241	epinephrine transport	IDA		RGD:61936	PANTHER:PTHR24064	20221122		NCBITaxon:10116
KEEP	GO:0005326 neurotransmitter transmembrane transporter activity is not being obsoleted. Retain as-is.				ARUK-UCL	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0005326	neurotransmitter transmembrane transporter activity	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20200604	UBERON:0000988|CHEBI:28790|GO:0006837|UBERON:0002264|CHEBI:18243|GO:0015872|UBERON:0001851|UBERON:0000955|CHEBI:18243|GO:0015872|UBERON:0002435|CHEBI:18243|GO:0015872|UBERON:0000988|CHEBI:18243|GO:0015872|UBERON:0001851|UBERON:0000955|CHEBI:18295|GO:0051608	NCBITaxon:10090
KEEP	GO:0051615 histamine uptake is not being obsoleted. Retain as-is.				ARUK-UCL	UniProtKB:Q7RTT9	SLC29A4	PMID:23505051		GO:0051615	histamine uptake	IMP		UniProtKB:Q7RTT9	PANTHER:PTHR10332	20200430	CL:0000127|GO:0015844|GO:0006836	NCBITaxon:9606
KEEP	GO:0051615 histamine uptake is not being obsoleted. Retain as-is.				ARUK-UCL	UniProtKB:O75751	SLC22A3	PMID:23505051		GO:0051615	histamine uptake	IMP		UniProtKB:O75751	PANTHER:PTHR24064	20200430	CL:0000127|GO:0015844|GO:0006836	NCBITaxon:9606
KEEP	GO:0005326 neurotransmitter transmembrane transporter activity is not being obsoleted. Retain as-is.				ARUK-UCL	MGI:MGI:1333817	Slc22a3	PMID:18513366		GO:0005326	neurotransmitter transmembrane transporter activity	IMP		MGI:MGI:1333817	PANTHER:PTHR24064	20200604	UBERON:0000988|CHEBI:28790|GO:0006837|UBERON:0002264|CHEBI:18243|GO:0015872|UBERON:0001851|UBERON:0000955|CHEBI:18243|GO:0015872|UBERON:0002435|CHEBI:18243|GO:0015872|UBERON:0000988|CHEBI:18243|GO:0015872|UBERON:0001851|UBERON:0000955|CHEBI:18295|GO:0051608	NCBITaxon:10090
KEEP	GO:1903076 regulation of protein localization to plasma membrane is not being obsoleted. ACTB/beta-actin regulates NET localization at plasma membrane (PMID:18331289). Retain as-is.				ARUK-UCL	UniProtKB:P60709	ACTB	PMID:18331289		GO:1903076	regulation of protein localization to plasma membrane	IMP		UniProtKB:P60709	PANTHER:PTHR11937	20180515	UniProtKB:P23975|GO:0015874	NCBITaxon:9606
