action	gp2term	notes	assigned_by	bioentity	bioentity_label	reference	qualifier	existing_gp2term	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS3, CORVET-specific subunit. PMID:23417307 establishes CORVET (containing VPS3) as a bona fide membrane tether. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000002903	VPS3	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000002903	PANTHER:PTHR12894	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP5/VPS11, CORVET/HOPS shared subunit. PMID:23417307 establishes CORVET tethering activity. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	SGD:S000004844	PEP5	PMID:23417307		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004844	PANTHER:PTHR23323	20240827		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"C. elegans vps-16, CORVET/HOPS shared subunit. PMID:25273556 describes CORVET and HOPS as ""tethering complexes"" in C. elegans: ""Tethering complexes play a crucial role in the recognition of membrane entities and bringing them into close opposition."" NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	WB:WBGene00006516	vps-16	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS		WB:WBGene00006516	PANTHER:PTHR12811	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	C. elegans vps-33.2 (VPS33 homolog), CORVET/HOPS subunit. PMID:25273556 provides RNAi evidence for CORVET and HOPS tethering complex function in endosome maturation in C. elegans. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00016960	vps-33.2	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS		WB:WBGene00016960	PANTHER:PTHR11679	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	C. elegans vps-18 (VPS18/PEP3 homolog), CORVET/HOPS shared subunit. PMID:25273556 demonstrates CORVET/HOPS tethering function in C. elegans. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00021058	vps-18	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS		WB:WBGene00021058	PANTHER:PTHR23323	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	C. elegans vps-11 (VPS11/PEP5 homolog), CORVET/HOPS shared subunit. PMID:25273556 demonstrates CORVET/HOPS tethering function in C. elegans. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00011067	vps-11	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS		WB:WBGene00011067	PANTHER:PTHR23323	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	C. elegans vps-8 (VPS8 homolog), CORVET-specific subunit. PMID:25273556 demonstrates CORVET/HOPS tethering function in C. elegans. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	WB:WBGene00016582	vps-8	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS		WB:WBGene00016582	PANTHER:PTHR12616	20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	C. elegans CORVET complex (CPX-1137). PMID:25273556 establishes CORVET and HOPS as tethering complexes in C. elegans based on comprehensive RNAi analysis. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-1137	corvet_caeel	PMID:25273556		involved_in	GO:0099022	vesicle tethering	NAS				20240827		NCBITaxon:6239
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Human TRAPPC10, TRAPP-II/III subunit. PMID:27066478 review states TRAPP complexes have ""a direct role for TRAPP as a vesicle tether"" and act as multi-subunit tethering complexes (MTCs) for ER-Golgi and intra-Golgi transport. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	UniProtKB:P48553	TRAPPC10	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:P48553	PANTHER:PTHR13251	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Human TRAPPC13, TRAPP complex subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors including ""a direct role for TRAPP as a vesicle tether."" NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	ComplexPortal	UniProtKB:A5PLN9	TRAPPC13	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:A5PLN9	PANTHER:PTHR13134	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC6B, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q86SZ2	TRAPPC6B	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q86SZ2	PANTHER:PTHR12817	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC11, TRAPP-II subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q7Z392	TRAPPC11	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q7Z392	PANTHER:PTHR14374	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc13, TRAPP complex subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1914225	Trappc13	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1914225	PANTHER:PTHR13134	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc10, TRAPP-II/III subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1336209	Trappc10	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1336209	PANTHER:PTHR13251	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse TRAPP-III complex-1 (CPX-4766). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-4766	trappiii_mouse-1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse TRAPP-II complex-1 (CPX-4764). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-4764	trappii_mouse-1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc8, TRAPP-II subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:2443008	Trappc8	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:2443008	PANTHER:PTHR12975	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc4, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1926211	Trappc4	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1926211	PANTHER:PTHR23249	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc1, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1098727	Trappc1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1098727	PANTHER:PTHR23249	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc11, TRAPP-II subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:2444585	Trappc11	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:2444585	PANTHER:PTHR14374	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc5, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1913932	Trappc5	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1913932	PANTHER:PTHR20902	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc9, TRAPP-II-specific subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1923760	Trappc9	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1923760	PANTHER:PTHR21512	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc2, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1913476	Trappc2	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1913476	PANTHER:PTHR12403	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc2l (TRAPP2-like), TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1916295	Trappc2l	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1916295	PANTHER:PTHR12403	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc6a, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1914341	Trappc6a	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1914341	PANTHER:PTHR12817	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPP-III complex-2 (CPX-6903). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-6903	trappiii_human-2	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC4, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q9Y296	TRAPPC4	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q9Y296	PANTHER:PTHR23249	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC12, TRAPP-III-specific subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q8WVT3	TRAPPC12	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q8WVT3	PANTHER:PTHR21581	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC9, TRAPP-II-specific subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q96Q05	TRAPPC9	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q96Q05	PANTHER:PTHR21512	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC2L, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q9UL33	TRAPPC2L	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q9UL33	PANTHER:PTHR12403	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC6A, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:O75865	TRAPPC6A	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:O75865	PANTHER:PTHR12817	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC5, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q8IUR0	TRAPPC5	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q8IUR0	PANTHER:PTHR20902	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC2B, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:P0DI82	TRAPPC2B	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:P0DI82	PANTHER:PTHR12403	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC2, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:P0DI81	TRAPPC2	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:P0DI81	PANTHER:PTHR12403	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC1, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q9Y5R8	TRAPPC1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q9Y5R8	PANTHER:PTHR23249	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC8, TRAPP-II-specific subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:Q9Y2L5	TRAPPC8	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:Q9Y2L5	PANTHER:PTHR12975	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPPC3, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	UniProtKB:O43617	TRAPPC3	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		UniProtKB:O43617	PANTHER:PTHR13048	20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPP-III complex-1 (CPX-4750). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-4750	trappiii_human-1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPP-II complex-1 (CPX-4749). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-4749	trappii_human-1	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20251229		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc6b, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1925482	Trappc6b	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1925482	PANTHER:PTHR12817	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc3, TRAPP core subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:1351486	Trappc3	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:1351486	PANTHER:PTHR13048	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Mouse Trappc12, TRAPP-III-specific subunit. PMID:27066478 review establishes TRAPP complexes as vesicle tethering factors. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	MGI:MGI:2445089	Trappc12	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS		MGI:MGI:2445089	PANTHER:PTHR21581	20240827		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	Human TRAPP-II complex-2 (CPX-6902). PMID:27066478 review establishes TRAPP complexes as vesicle tethering MTCs. NAS evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	ComplexPortal	ComplexPortal:CPX-6902	trappii_human-2	PMID:27066478		involved_in	GO:0099022	vesicle tethering	NAS				20251229		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Mouse Naglu (N-acetyl-alpha-glucosaminidase), a lysosomal enzyme. PMID:21037080 studies lysosomal storage disease (MPS IIIB) caused by NAGLU deficiency. The paper reports that abnormal storage vesicles in Naglu-null neurons bear GM130 (a Golgi tethering protein) but lack ""other components of the tethering/fusion complex."" There is NO evidence that NAGLU itself performs vesicle tethering. The annotation of Naglu to GO:0099022 (vesicle tethering) appears to have been erroneously transferred from a phenotypic observation about downstream Golgi tethering abnormalities in NAGLU-deficient cells, not from direct evidence of NAGLU performing tethering. This annotation should likely be REMOVED. NAGLU is a lysosomal hydrolase (alpha-N-acetylglucosaminidase) whose loss causes a secondary membrane traffic phenotype. Do NOT reannotate to GO:7770062."	MGI	MGI:MGI:1351641	Naglu	PMID:21037080		involved_in	GO:0099022	vesicle tethering	IMP	MGI:MGI:1934018	MGI:MGI:1351641	PANTHER:PTHR12872	20221214		NCBITaxon:10090
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. cerevisiae VPS33, HOPS subunit. PMID:27307091 directly demonstrates that ""HOPS tethers highly curved liposomes to Ypt7p-bearing low-curvature liposomes even when the high-curvature liposomes are protein-free"" via the ALPS motif of Vps41p. IDA evidence from in vitro tethering assay. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	SGD	SGD:S000004388	VPS33	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004388	PANTHER:PTHR11679	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS16, HOPS subunit. PMID:27307091 directly demonstrates HOPS membrane tethering activity via direct protein-membrane interaction with high-curvature membranes. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	SGD	SGD:S000005966	VPS16	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000005966	PANTHER:PTHR12811	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"S. cerevisiae VAM6/VPS39, HOPS subunit. PMID:27307091 shows that HOPS lacking Vps39p ""lacks tethering activity"" despite binding high-curvature liposomes and Ypt7p-low-curvature liposomes separately, placing Vps39p as essential for tethering. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	SGD	SGD:S000002235	VAM6	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000002235	PANTHER:PTHR12894	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae VPS41, HOPS subunit. PMID:27307091 shows Vps41p's ALPS motif is required for HOPS tethering of high-curvature membranes. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	SGD	SGD:S000002487	VPS41	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000002487	PANTHER:PTHR12616	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP3/VPS18, HOPS subunit. PMID:27307091 directly demonstrates HOPS membrane tethering activity. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	SGD	SGD:S000004138	PEP3	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004138	PANTHER:PTHR23323	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	S. cerevisiae PEP5/VPS11, HOPS subunit. PMID:27307091 directly demonstrates HOPS membrane tethering activity. IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF).	SGD	SGD:S000004844	PEP5	PMID:27307091		involved_in	GO:0099022	vesicle tethering	IDA		SGD:S000004844	PANTHER:PTHR23323	20160805		NCBITaxon:559292
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila Golgin84, a cis-Golgi golgin. PMID:36103876 directly demonstrates that ectopic Golgin84 ""can capture intra-Golgi transport vesicles"" when placed at mitochondria. IMP evidence (loss-of-function confirms role). These golgins physically capture/tether vesicles. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	FlyBase	FB:FBgn0039188	Golgin84	PMID:36103876		involved_in	GO:0099041	vesicle tethering to Golgi	IMP		FB:FBgn0039188	PANTHER:PTHR13815	20221201		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila Gmap (GMAP-210 homolog), a cis-Golgi golgin. PMID:36103876 directly demonstrates that ectopic forms of Gmap ""can capture intra-Golgi transport vesicles."" IMP evidence. Golgins are vesicle tethering proteins. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	FlyBase	FB:FBgn0027287	Gmap	PMID:36103876		involved_in	GO:0099041	vesicle tethering to Golgi	IMP		FB:FBgn0027287	PANTHER:PTHR18921	20221201		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Drosophila Tmf (TMF homolog), a trans-Golgi golgin. PMID:36103876 directly demonstrates that ectopic Tmf ""can capture intra-Golgi transport vesicles."" IMP evidence. Golgins are vesicle tethering proteins. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	FlyBase	FB:FBgn0029912	Tmf	PMID:36103876		involved_in	GO:0099041	vesicle tethering to Golgi	IMP		FB:FBgn0029912	PANTHER:PTHR46515	20221201		NCBITaxon:7227
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Human TRIP11/GMAP-210, a cis-Golgi golgin. PMID:25473115 directly shows ""GMAP-210 function in vivo is dependent upon its ability to tether membranes, which is mediated exclusively by the amino-terminal ALPS motif."" IMP evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF)."	UniProt	UniProtKB:Q15643	TRIP11	PMID:25473115		involved_in	GO:0099041	vesicle tethering to Golgi	IMP		UniProtKB:Q15643	PANTHER:PTHR18921	20190627		NCBITaxon:9606
REANNOTATE GO:7770062 vesicle membrane tethering activity	enables	"Human TBC1D23, a bridging factor linking AP-1 vesicles to trans-Golgi golgins. PMID:29426865 shows TBC1D23 acts as the direct link between vesicle-associated WDR11 complex and Golgi-anchored golgin-245: ""the WDR11 complex acts upstream of TBC1D23, recruiting it onto AP-1-derived vesicles, which then use TBC1D23 for the next step, docking onto the TGN by interacting with golgins."" TBC1D23 is described as a ""bridging factor"" (Shin et al. referenced in this paper). IDA evidence. Reannotate to GO:7770062 vesicle membrane tethering activity (MF) as TBC1D23 physically bridges vesicle membrane to TGN via golgin interaction."	UniProt	UniProtKB:Q9NUY8	TBC1D23	PMID:29426865		involved_in	GO:0099041	vesicle tethering to Golgi	IDA		UniProtKB:Q9NUY8	PANTHER:PTHR13297	20180816		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human C17orf75, a subunit of the WDR11 complex. PMID:29426865 shows C17orf75 is a subunit of the WDR11 tethering complex, initially recruited onto AP-1-derived vesicles. C17orf75 is the most dispensable subunit (its knockout does not affect localisation of other subunits). The paper states ""knocking out C17orf75 did not affect the localisation of the other two proteins."" The WDR11 complex facilitates tethering by recruiting TBC1D23 onto vesicles, but C17orf75 itself is a structural/auxiliary subunit not performing the bridging activity directly. The GO:0099041 BP annotation is defensible but GO:7770062 MF is questionable for this subunit specifically. IDA evidence in context of complex function. Needs expert review on whether GO:7770062 is appropriate for all complex subunits vs. just the complex itself or the directly bridging subunit."	UniProt	UniProtKB:Q9HAS0	C17orf75	PMID:29426865		involved_in	GO:0099041	vesicle tethering to Golgi	IDA		UniProtKB:Q9HAS0	PANTHER:PTHR14416	20180816		NCBITaxon:9606
NEEDS_REVIEW	involved_in	"Human WDR11, core subunit of the WDR11 tethering complex. PMID:29426865 shows WDR11 complex is initially recruited onto AP-1-derived vesicles and facilitates their capture by golgin-245 via TBC1D23. ""The WDR11 complex acts upstream of TBC1D23."" WDR11 contributes to vesicle tethering but acts upstream of the direct bridging event (TBC1D23-golgin interaction). The WDR11 complex annotation to vesicle tethering to Golgi BP is supported; however GO:7770062 MF (membrane-membrane adaptor activity) may be better assigned to TBC1D23 as the actual bridging factor rather than to WDR11 itself. IDA evidence in context of complex function. Needs review of whether all WDR11 complex subunits qualify for GO:7770062."	UniProt	UniProtKB:Q9BZH6	WDR11	PMID:29426865		involved_in	GO:0099041	vesicle tethering to Golgi	IDA		UniProtKB:Q9BZH6	PANTHER:PTHR14593	20180816		NCBITaxon:9606
