gene_symbol	status	source_set	reason	note_path	dossier_path	section_path	deep_research_file_count
DCAF10	written	phase1_dossier		genes/human/DCAF10/DCAF10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DCAF10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DCAF10.md	0
DCAF11	written	phase1_dossier		genes/human/DCAF11/DCAF11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DCAF11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DCAF11.md	0
DDA1	written	phase1_dossier		genes/human/DDA1/DDA1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DDA1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DDA1.md	1
DDB1	written	phase1_dossier		genes/human/DDB1/DDB1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DDB1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DDB1.md	1
DDB2	written	phase1_dossier		genes/human/DDB2/DDB2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DDB2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DDB2.md	1
DDRGK1	written	phase1_dossier		genes/human/DDRGK1/DDRGK1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DDRGK1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DDRGK1.md	0
DENR	written	phase1_dossier		genes/human/DENR/DENR-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DENR.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DENR.md	0
DNAJB11	written	phase1_dossier		genes/human/DNAJB11/DNAJB11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJB11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJB11.md	0
DNAJB13	written	phase1_dossier		genes/human/DNAJB13/DNAJB13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJB13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJB13.md	0
DNAJB4	written	phase1_dossier		genes/human/DNAJB4/DNAJB4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJB4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJB4.md	0
DNAJB5	written	phase1_dossier		genes/human/DNAJB5/DNAJB5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJB5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJB5.md	0
DNAJC1	written	phase1_dossier		genes/human/DNAJC1/DNAJC1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC1.md	0
DNAJC10	written	phase1_dossier		genes/human/DNAJC10/DNAJC10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC10.md	0
DNAJC11	written	phase1_dossier		genes/human/DNAJC11/DNAJC11-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC11.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC11.md	0
DNAJC12	written	phase1_dossier		genes/human/DNAJC12/DNAJC12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC12.md	0
DNAJC13	written	phase1_dossier		genes/human/DNAJC13/DNAJC13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC13.md	0
DNAJC14	written	phase1_dossier		genes/human/DNAJC14/DNAJC14-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC14.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC14.md	0
DNAJC15	written	phase1_dossier		genes/human/DNAJC15/DNAJC15-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC15.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC15.md	0
DNAJC16	written	phase1_dossier		genes/human/DNAJC16/DNAJC16-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC16.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC16.md	0
DNAJC17	written	phase1_dossier		genes/human/DNAJC17/DNAJC17-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC17.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC17.md	0
DNAJC19	written	phase1_dossier		genes/human/DNAJC19/DNAJC19-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC19.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC19.md	0
DNAJC21	written	phase1_dossier		genes/human/DNAJC21/DNAJC21-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC21.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC21.md	0
DNAJC22	written	phase1_dossier		genes/human/DNAJC22/DNAJC22-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC22.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC22.md	0
DNAJC24	written	phase1_dossier		genes/human/DNAJC24/DNAJC24-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC24.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC24.md	0
DNAJC25	written	phase1_dossier		genes/human/DNAJC25/DNAJC25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC25.md	0
DNAJC27	written	phase1_dossier		genes/human/DNAJC27/DNAJC27-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC27.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC27.md	0
DNAJC28	written	phase1_dossier		genes/human/DNAJC28/DNAJC28-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC28.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC28.md	0
DNAJC3	written	phase1_dossier		genes/human/DNAJC3/DNAJC3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC3.md	0
DNAJC30	written	phase1_dossier		genes/human/DNAJC30/DNAJC30-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC30.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC30.md	0
DNAJC4	written	phase1_dossier		genes/human/DNAJC4/DNAJC4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC4.md	0
DNAJC5	written	phase1_dossier		genes/human/DNAJC5/DNAJC5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC5.md	0
DNAJC5B	written	phase1_dossier		genes/human/DNAJC5B/DNAJC5B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC5B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC5B.md	0
DNAJC5G	written	phase1_dossier		genes/human/DNAJC5G/DNAJC5G-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC5G.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC5G.md	0
DNAJC6	written	phase1_dossier		genes/human/DNAJC6/DNAJC6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC6.md	0
DNAJC7	written	phase1_dossier		genes/human/DNAJC7/DNAJC7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC7.md	0
DNAJC9	written	phase1_dossier		genes/human/DNAJC9/DNAJC9-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DNAJC9.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DNAJC9.md	0
DRG2	written	phase1_dossier		genes/human/DRG2/DRG2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DRG2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DRG2.md	0
DTL	written	phase1_dossier		genes/human/DTL/DTL-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/DTL.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/DTL.md	1
EDEM1	written	phase1_dossier		genes/human/EDEM1/EDEM1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EDEM1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EDEM1.md	1
EDEM2	written	phase1_dossier		genes/human/EDEM2/EDEM2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EDEM2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EDEM2.md	1
EDEM3	written	phase1_dossier		genes/human/EDEM3/EDEM3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EDEM3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EDEM3.md	1
EEF2K	written	phase1_dossier		genes/human/EEF2K/EEF2K-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EEF2K.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EEF2K.md	0
EIF2D	written	phase1_dossier		genes/human/EIF2D/EIF2D-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EIF2D.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EIF2D.md	0
EIF3J	written	phase1_dossier		genes/human/EIF3J/EIF3J-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EIF3J.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EIF3J.md	0
EIF4E2	written	phase1_dossier		genes/human/EIF4E2/EIF4E2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EIF4E2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EIF4E2.md	0
EIF5A	written	phase1_dossier		genes/human/EIF5A/EIF5A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EIF5A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EIF5A.md	0
EMC1	written	phase1_dossier		genes/human/EMC1/EMC1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC1.md	1
EMC10	written	phase1_dossier		genes/human/EMC10/EMC10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC10.md	1
EMC2	written	phase1_dossier		genes/human/EMC2/EMC2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC2.md	2
EMC3	written	phase1_dossier		genes/human/EMC3/EMC3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC3.md	1
EMC4	written	phase1_dossier		genes/human/EMC4/EMC4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC4.md	1
EMC6	written	phase1_dossier		genes/human/EMC6/EMC6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC6.md	1
EMC7	written	phase1_dossier		genes/human/EMC7/EMC7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC7.md	1
EMC8	written	phase1_dossier		genes/human/EMC8/EMC8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC8.md	1
EMC9	written	phase1_dossier		genes/human/EMC9/EMC9-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/EMC9.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/EMC9.md	1
ERLIN1	written	phase1_dossier		genes/human/ERLIN1/ERLIN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERLIN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERLIN1.md	1
ERLIN2	written	phase1_dossier		genes/human/ERLIN2/ERLIN2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERLIN2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERLIN2.md	1
ERO1A	written	phase1_dossier		genes/human/ERO1A/ERO1A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERO1A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERO1A.md	0
ERO1B	written	phase1_dossier		genes/human/ERO1B/ERO1B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERO1B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERO1B.md	0
ERP27	written	phase1_dossier		genes/human/ERP27/ERP27-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERP27.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERP27.md	0
ERP29	written	phase1_dossier		genes/human/ERP29/ERP29-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ERP29.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ERP29.md	0
FAF2	written	phase1_dossier		genes/human/FAF2/FAF2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FAF2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FAF2.md	1
FBXL12	written	phase1_dossier		genes/human/FBXL12/FBXL12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL12.md	1
FBXL13	written	phase1_dossier		genes/human/FBXL13/FBXL13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL13.md	1
FBXL14	written	phase1_dossier		genes/human/FBXL14/FBXL14-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL14.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL14.md	1
FBXL15	written	phase1_dossier		genes/human/FBXL15/FBXL15-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL15.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL15.md	1
FBXL16	written	phase1_dossier		genes/human/FBXL16/FBXL16-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL16.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL16.md	1
FBXL17	written	phase1_dossier		genes/human/FBXL17/FBXL17-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL17.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL17.md	1
FBXL18	written	phase1_dossier		genes/human/FBXL18/FBXL18-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL18.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL18.md	1
FBXL20	written	phase1_dossier		genes/human/FBXL20/FBXL20-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL20.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL20.md	1
FBXL22	written	phase1_dossier		genes/human/FBXL22/FBXL22-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL22.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL22.md	1
FBXL3	written	phase1_dossier		genes/human/FBXL3/FBXL3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL3.md	1
FBXL5	written	phase1_dossier		genes/human/FBXL5/FBXL5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL5.md	1
FBXL6	written	phase1_dossier		genes/human/FBXL6/FBXL6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL6.md	1
FBXL7	written	phase1_dossier		genes/human/FBXL7/FBXL7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL7.md	1
FBXL8	written	phase1_dossier		genes/human/FBXL8/FBXL8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXL8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXL8.md	1
FBXO10	written	phase1_dossier		genes/human/FBXO10/FBXO10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO10.md	1
FBXO15	written	phase1_dossier		genes/human/FBXO15/FBXO15-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO15.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO15.md	1
FBXO16	written	phase1_dossier		genes/human/FBXO16/FBXO16-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO16.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO16.md	1
FBXO17	written	phase1_dossier		genes/human/FBXO17/FBXO17-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO17.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO17.md	1
FBXO2	written	phase1_dossier		genes/human/FBXO2/FBXO2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO2.md	1
FBXO21	written	phase1_dossier		genes/human/FBXO21/FBXO21-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO21.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO21.md	1
FBXO22	written	phase1_dossier		genes/human/FBXO22/FBXO22-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO22.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO22.md	1
FBXO25	written	phase1_dossier		genes/human/FBXO25/FBXO25-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO25.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO25.md	1
FBXO27	written	phase1_dossier		genes/human/FBXO27/FBXO27-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO27.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO27.md	1
FBXO30	written	phase1_dossier		genes/human/FBXO30/FBXO30-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO30.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO30.md	1
FBXO33	written	phase1_dossier		genes/human/FBXO33/FBXO33-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO33.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO33.md	1
FBXO34	written	phase1_dossier		genes/human/FBXO34/FBXO34-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO34.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO34.md	1
FBXO36	written	phase1_dossier		genes/human/FBXO36/FBXO36-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO36.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO36.md	1
FBXO39	written	phase1_dossier		genes/human/FBXO39/FBXO39-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO39.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO39.md	1
FBXO40	written	phase1_dossier		genes/human/FBXO40/FBXO40-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO40.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO40.md	1
FBXO41	written	phase1_dossier		genes/human/FBXO41/FBXO41-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO41.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO41.md	1
FBXO43	written	phase1_dossier		genes/human/FBXO43/FBXO43-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO43.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO43.md	1
FBXO47	written	phase1_dossier		genes/human/FBXO47/FBXO47-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO47.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO47.md	1
FBXO5	written	phase1_dossier		genes/human/FBXO5/FBXO5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO5.md	1
FBXO6	written	phase1_dossier		genes/human/FBXO6/FBXO6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO6.md	1
FBXO7	written	phase1_dossier		genes/human/FBXO7/FBXO7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO7.md	1
FBXO8	written	phase1_dossier		genes/human/FBXO8/FBXO8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXO8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXO8.md	1
FBXW10	written	phase1_dossier		genes/human/FBXW10/FBXW10-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW10.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW10.md	1
FBXW12	written	phase1_dossier		genes/human/FBXW12/FBXW12-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW12.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW12.md	1
FBXW2	written	phase1_dossier		genes/human/FBXW2/FBXW2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW2.md	1
FBXW4	written	phase1_dossier		genes/human/FBXW4/FBXW4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW4.md	1
FBXW5	written	phase1_dossier		genes/human/FBXW5/FBXW5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW5.md	1
FBXW7	written	phase1_dossier		genes/human/FBXW7/FBXW7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW7.md	1
FBXW8	written	phase1_dossier		genes/human/FBXW8/FBXW8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW8.md	1
FBXW9	written	phase1_dossier		genes/human/FBXW9/FBXW9-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FBXW9.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FBXW9.md	1
FKBP4	written	phase1_dossier		genes/human/FKBP4/FKBP4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FKBP4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FKBP4.md	0
FKBP5	written	phase1_dossier		genes/human/FKBP5/FKBP5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FKBP5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FKBP5.md	0
FKBP8	written	phase1_dossier		genes/human/FKBP8/FKBP8-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FKBP8.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FKBP8.md	0
FKBPL	written	phase1_dossier		genes/human/FKBPL/FKBPL-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/FKBPL.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/FKBPL.md	0
GBA1	written	phase1_dossier		genes/human/GBA1/GBA1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GBA1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GBA1.md	0
GCN1	written	phase1_dossier		genes/human/GCN1/GCN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GCN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GCN1.md	0
GET1	written	phase1_dossier		genes/human/GET1/GET1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GET1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GET1.md	1
GET3	written	phase1_dossier		genes/human/GET3/GET3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GET3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GET3.md	1
GET4	written	phase1_dossier		genes/human/GET4/GET4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GET4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GET4.md	1
GIGYF1	written	phase1_dossier		genes/human/GIGYF1/GIGYF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GIGYF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GIGYF1.md	0
GIGYF2	written	phase1_dossier		genes/human/GIGYF2/GIGYF2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GIGYF2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GIGYF2.md	0
GLMN	written	phase1_dossier		genes/human/GLMN/GLMN-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GLMN.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GLMN.md	1
GTPBP1	written	phase1_dossier		genes/human/GTPBP1/GTPBP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GTPBP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GTPBP1.md	0
GTPBP2	written	phase1_dossier		genes/human/GTPBP2/GTPBP2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/GTPBP2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/GTPBP2.md	0
