accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
A0A8B8WEG2,4,16.6842,F,cyclin-dependent protein kinase activity,GO:0097472,exact_label,LESS_SPECIFIC,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,13
A0A8B8WEG2,5,16.5887,F,cyclin-dependent protein serine/threonine kinase activity,GO:0004693,exact_label,EXACT,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,13
B4MAQ2,1,20.2011,F,nuclear export signal receptor activity,GO:0005049,exact_label,EXACT,GO:0005049,nuclear export signal receptor activity,9
B4MAQ2,2,17.7388,P,tRNA re-export from nucleus,GO:0071528,exact_label,MORE_SPECIFIC,GO:0006405,RNA export from nucleus,9
B4MAQ2,3,17.4962,P,pre-miRNA export from nucleus,GO:0035281,exact_label,MORE_SPECIFIC,GO:0006405,RNA export from nucleus,9
B4MAQ2,4,16.8709,C,RNA nuclear export complex,GO:0042565,exact_label,EXACT,GO:0042565,RNA nuclear export complex,9
B4MAQ2,5,16.8503,F,pre-miRNA binding,GO:0070883,exact_label,MORE_SPECIFIC,GO:0003723,RNA binding,9
A0A8B6BFL6,1,12.9506,C,DNA polymerase complex,GO:0042575,exact_label,NOT_IN_GOA,,,0
A0A8B6BFL6,2,11.9297,F,RNA-directed DNA polymerase activity,GO:0003964,exact_label,NOT_IN_GOA,,,0
A0A8B6BFL6,3,11.7159,C,RNA-directed RNA polymerase complex,GO:0031379,exact_label,NOT_IN_GOA,,,0
A0A8B6BFL6,4,9.9122,F,RNA-dependent RNA polymerase activity,GO:0003968,exact_label,NOT_IN_GOA,,,0
A0A8B6BFL6,5,9.7705,P,DNA integration,GO:0015074,exact_label,NOT_IN_GOA,,,0
A0A8J1IYX6,1,13.6716,F,cAMP-dependent protein kinase activity,GO:0004691,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,8
A0A8J1IYX6,2,12.6196,F,cGMP-dependent protein kinase activity,GO:0004692,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,8
A0A8J1IYX6,3,12.0806,F,AMP-activated protein kinase activity,GO:0004679,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,8
A0A8J1IYX6,4,10.82,C,cAMP-dependent protein kinase complex,GO:0005952,exact_label,NO_OVERLAP,,,8
A0A8J1IYX6,5,10.8119,F,histone H3S10 kinase activity,GO:0035175,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,8
A0A444Z7V7,1,19.2651,P,plant-type primary cell wall biogenesis,GO:0009833,exact_label,NO_OVERLAP,,,8
A0A444Z7V7,2,18.9513,P,plant-type cell wall cellulose biosynthetic process,GO:0052324,exact_label,MORE_SPECIFIC,GO:0030244,cellulose biosynthetic process,8
A0A444Z7V7,3,17.3604,F,cellulose synthase activity,GO:0016759,exact_label,LESS_SPECIFIC,GO:0016760,cellulose synthase (UDP-forming) activity,8
A0A444Z7V7,4,17.3304,F,cellulose synthase (UDP-forming) activity,GO:0016760,exact_label,EXACT,GO:0016760,cellulose synthase (UDP-forming) activity,8
A0A444Z7V7,5,17.2042,P,cellulose biosynthetic process,GO:0030244,exact_label,EXACT,GO:0030244,cellulose biosynthetic process,8
F6WPT1,1,16.3198,P,"vesicle targeting, to, from or within Golgi",GO:0048199,exact_label,MORE_SPECIFIC,GO:0016192,vesicle-mediated transport,7
F6WPT1,2,16.2332,P,intracellular protein transport,GO:0006886,exact_label,EXACT,GO:0006886,intracellular protein transport,7
F6WPT1,3,16.1679,P,protein localization to Golgi membrane,GO:1903292,exact_label,EXACT,GO:1903292,protein localization to Golgi membrane,7
F6WPT1,4,15.934,P,ARF protein signal transduction,GO:0032011,exact_label,NO_OVERLAP,,,7
F6WPT1,5,15.9305,P,Rab protein signal transduction,GO:0032482,exact_label,NO_OVERLAP,,,7
A0A4W3GVU1,1,18.0198,F,pre-mRNA intronic pyrimidine-rich binding,GO:0097158,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,3
A0A4W3GVU1,2,17.3253,P,regulation of RNA splicing,GO:0043484,exact_label,NO_OVERLAP,,,3
A0A4W3GVU1,3,17.1989,F,poly-pyrimidine tract binding,GO:0008187,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,3
A0A4W3GVU1,4,16.7672,P,"regulation of mRNA splicing, via spliceosome",GO:0048024,exact_label,NO_OVERLAP,,,3
A0A4W3GVU1,5,16.1049,P,mRNA branch site recognition,GO:0000348,exact_label,NO_OVERLAP,,,3
