accession	subsection	rank	protrek_score	cosine	text
A0A8B8WEG2	GO_annotation	15	15.3047	0.285841	The GO term for this protein involving cellular component incorporates cyclin A1-CDK2 complex.
A0A8B8WEG2	GO_annotation	16	15.2799	0.285379	The GO term for this protein involving cellular component incorporates cyclin-dependent protein kinase activating kinase holoenzyme complex.
A0A8B8WEG2	GO_annotation	17	15.2662	0.285123	The GO term for this protein involving cellular component incorporates cyclin E1-CDK2 complex.
A0A8B8WEG2	GO_annotation	18	15.2650	0.285100	The GO term for this protein involving cellular component incorporates cyclin-dependent protein kinase holoenzyme complex.
A0A8B8WEG2	GO_annotation	19	15.2316	0.284478	The GO term for this protein involving biological process incorporates regulation of meiotic cell cycle phase transition.
A0A8B8WEG2	GO_annotation	20	15.1996	0.283879	The GO term for this protein involving molecular function incorporates cyclin-dependent protein kinase activating kinase activity.
A0A8B8WEG2	GO_annotation	21	15.1934	0.283764	The GO term for this protein involving biological process incorporates negative regulation of mitotic metaphase/anaphase transition.
A0A8B8WEG2	GO_annotation	22	15.1378	0.282725	The GO term for this protein involving biological process incorporates regulation of meiotic cell cycle.
A0A8B8WEG2	GO_annotation	23	15.0428	0.280950	The GO term for this protein involving biological process incorporates positive regulation of mitotic metaphase/anaphase transition.
A0A8B8WEG2	GO_annotation	24	15.0102	0.280343	The GO term for this protein involving biological process incorporates positive regulation of anaphase-promoting complex-dependent catabolic process.
A0A8B8WEG2	GO_annotation	25	14.9229	0.278712	The GO term for this protein involving cellular component incorporates cyclin D2-CDK6 complex.
B4MAQ2	GO_annotation	1	20.2011	0.377291	The GO term for this protein involving molecular function incorporates nuclear export signal receptor activity.
B4MAQ2	GO_annotation	2	17.7388	0.331303	The GO term for this protein involving biological process incorporates tRNA re-export from nucleus.
B4MAQ2	GO_annotation	3	17.4962	0.326772	The GO term for this protein involving biological process incorporates pre-miRNA export from nucleus.
B4MAQ2	GO_annotation	4	16.8709	0.315093	The GO term for this protein involving cellular component incorporates RNA nuclear export complex.
B4MAQ2	GO_annotation	5	16.8503	0.314709	The GO term for this protein involving molecular function incorporates pre-miRNA binding.
B4MAQ2	GO_annotation	6	16.8172	0.314090	The GO term for this protein involving cellular component incorporates nuclear RNA export factor complex.
B4MAQ2	GO_annotation	7	16.7891	0.313567	The GO term for this protein involving biological process incorporates pre-miRNA 3'-end processing.
B4MAQ2	GO_annotation	8	16.5728	0.309526	The GO term for this protein involving biological process incorporates siRNA 3'-end processing.
B4MAQ2	GO_annotation	9	16.2946	0.304331	The GO term for this protein involving cellular component incorporates RISC-loading complex.
B4MAQ2	GO_annotation	10	16.2279	0.303085	The GO term for this protein involving biological process incorporates miRNA export from nucleus.
B4MAQ2	GO_annotation	11	16.1317	0.301288	The GO term for this protein involving biological process incorporates snRNA export from nucleus.
B4MAQ2	GO_annotation	12	15.8723	0.296443	The GO term for this protein involving molecular function incorporates siRNA binding.
B4MAQ2	GO_annotation	13	15.8046	0.295180	The GO term for this protein involving biological process incorporates siRNA-mediated long-distance post-transcriptional gene silencing.
B4MAQ2	GO_annotation	14	15.7454	0.294074	The GO term for this protein involving cellular component incorporates RISC complex.
B4MAQ2	GO_annotation	15	15.3909	0.287452	The GO term for this protein involving biological process incorporates siRNA processing.
B4MAQ2	GO_annotation	16	15.1622	0.283180	The GO term for this protein involving molecular function incorporates endoribonuclease activity, cleaving siRNA-paired mRNA.
B4MAQ2	GO_annotation	17	15.1058	0.282127	The GO term for this protein involving biological process incorporates snRNA import into nucleus.
B4MAQ2	GO_annotation	18	15.0592	0.281258	The GO term for this protein involving biological process incorporates RISC complex assembly.
B4MAQ2	GO_annotation	19	15.0212	0.280547	The GO term for this protein involving biological process incorporates RNAi-mediated antiviral immunity against RNA virus.
B4MAQ2	GO_annotation	20	14.9327	0.278895	The GO term for this protein involving biological process incorporates miRNA transport.
B4MAQ2	GO_annotation	21	14.9140	0.278546	The GO term for this protein involving biological process incorporates RNAi-mediated antiviral immune response.
B4MAQ2	GO_annotation	22	14.8378	0.277121	The GO term for this protein involving biological process incorporates RNA-mediated gene silencing.
B4MAQ2	GO_annotation	23	14.8346	0.277062	The GO term for this protein involving biological process incorporates ta-siRNA processing.
B4MAQ2	GO_annotation	24	14.6729	0.274042	The GO term for this protein involving biological process incorporates ncRNA-mediated post-transcriptional gene silencing.
B4MAQ2	GO_annotation	25	14.6087	0.272843	The GO term for this protein involving biological process incorporates sRNA-mediated gene silencing.
A0A8B6BFL6	GO_annotation	1	12.9506	0.241875	The GO term for this protein involving cellular component incorporates DNA polymerase complex.
A0A8B6BFL6	GO_annotation	2	11.9297	0.222807	The GO term for this protein involving molecular function incorporates RNA-directed DNA polymerase activity.
A0A8B6BFL6	GO_annotation	3	11.7159	0.218814	The GO term for this protein involving cellular component incorporates RNA-directed RNA polymerase complex.
A0A8B6BFL6	GO_annotation	4	9.9122	0.185128	The GO term for this protein involving molecular function incorporates RNA-dependent RNA polymerase activity.
A0A8B6BFL6	GO_annotation	5	9.7705	0.182481	The GO term for this protein involving biological process incorporates DNA integration.
A0A8B6BFL6	GO_annotation	6	9.4834	0.177119	The GO term for this protein involving molecular function incorporates telomerase RNA reverse transcriptase activity.
A0A8B6BFL6	GO_annotation	7	8.5305	0.159323	The GO term for this protein involving cellular component incorporates nuclear RNA-directed RNA polymerase complex.
A0A8B6BFL6	GO_annotation	8	8.4113	0.157095	The GO term for this protein involving molecular function incorporates DNA-directed DNA polymerase activity.
A0A8B6BFL6	GO_annotation	9	8.0128	0.149653	The GO term for this protein involving cellular component incorporates telomerase catalytic core complex.
A0A8B6BFL6	GO_annotation	10	7.5127	0.140313	The GO term for this protein involving biological process incorporates lateral element assembly.
A0A8B6BFL6	GO_annotation	11	7.1810	0.134117	The GO term for this protein involving cellular component incorporates retrotransposon nucleocapsid.
A0A8B6BFL6	GO_annotation	12	7.0211	0.131131	The GO term for this protein involving biological process incorporates cyclic nucleotide biosynthetic process.
A0A8B6BFL6	GO_annotation	13	6.9836	0.130432	The GO term for this protein involving molecular function incorporates magnesium ion transmembrane transporter activity.
A0A8B6BFL6	GO_annotation	14	6.7540	0.126142	The GO term for this protein involving cellular component incorporates exon-exon junction complex.
A0A8B6BFL6	GO_annotation	15	6.7459	0.125992	The GO term for this protein involving biological process incorporates RNA-templated transcription.
A0A8B6BFL6	GO_annotation	16	6.6857	0.124867	The GO term for this protein involving molecular function incorporates RNA polymerase II activity.
A0A8B6BFL6	GO_annotation	17	6.6642	0.124465	The GO term for this protein involving cellular component incorporates mitochondrial DNA-directed RNA polymerase complex.
A0A8B6BFL6	GO_annotation	18	6.6475	0.124153	The GO term for this protein involving cellular component incorporates ASAP complex.
A0A8B6BFL6	GO_annotation	19	6.6075	0.123406	The GO term for this protein involving cellular component incorporates mannan polymerase complex.
A0A8B6BFL6	GO_annotation	20	6.5914	0.123105	The GO term for this protein involving biological process incorporates intergenic mRNA trans splicing.
A0A8B6BFL6	GO_annotation	21	6.5061	0.121513	The GO term for this protein involving biological process incorporates alanine metabolic process.
A0A8B6BFL6	GO_annotation	22	6.5036	0.121467	The GO term for this protein involving molecular function incorporates L-amino-acid alpha-ligase activity.
A0A8B6BFL6	GO_annotation	23	6.4877	0.121169	The GO term for this protein involving molecular function incorporates pre-mRNA intronic pyrimidine-rich binding.
A0A8B6BFL6	GO_annotation	24	6.4524	0.120509	The GO term for this protein involving cellular component incorporates nucleolar ribonuclease P complex.
A0A8B6BFL6	GO_annotation	25	6.3937	0.119413	The GO term for this protein involving molecular function incorporates magnesium:sodium antiporter activity.
A0A8J1IYX6	GO_annotation	1	13.6716	0.255341	The GO term for this protein involving molecular function incorporates cAMP-dependent protein kinase activity.
A0A8J1IYX6	GO_annotation	2	12.6196	0.235693	The GO term for this protein involving molecular function incorporates cGMP-dependent protein kinase activity.
A0A8J1IYX6	GO_annotation	3	12.0806	0.225627	The GO term for this protein involving molecular function incorporates AMP-activated protein kinase activity.
A0A8J1IYX6	GO_annotation	4	10.8200	0.202082	The GO term for this protein involving cellular component incorporates cAMP-dependent protein kinase complex.
A0A8J1IYX6	GO_annotation	5	10.8119	0.201932	The GO term for this protein involving molecular function incorporates histone H3S10 kinase activity.
A0A8J1IYX6	GO_annotation	6	10.7644	0.201044	The GO term for this protein involving molecular function incorporates histone H3S28 kinase activity.
A0A8J1IYX6	GO_annotation	7	10.7558	0.200884	The GO term for this protein involving molecular function incorporates ribosomal protein S6 kinase activity.
A0A8J1IYX6	GO_annotation	8	10.5225	0.196526	The GO term for this protein involving molecular function incorporates cyclin-dependent protein kinase activity.
A0A8J1IYX6	GO_annotation	9	10.4678	0.195505	The GO term for this protein involving molecular function incorporates tau-protein kinase activity.
A0A8J1IYX6	GO_annotation	10	10.3689	0.193658	The GO term for this protein involving molecular function incorporates [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity.
A0A8J1IYX6	GO_annotation	11	10.3558	0.193413	The GO term for this protein involving molecular function incorporates histone H3T11 kinase activity.
A0A8J1IYX6	GO_annotation	12	10.2344	0.191146	The GO term for this protein involving molecular function incorporates 3-phosphoinositide-dependent protein kinase activity.
A0A8J1IYX6	GO_annotation	13	10.2171	0.190822	The GO term for this protein involving biological process incorporates peptidyl-serine phosphorylation.
A0A8J1IYX6	GO_annotation	14	10.1326	0.189244	The GO term for this protein involving molecular function incorporates histone H2BS14 kinase activity.
A0A8J1IYX6	GO_annotation	15	10.0329	0.187382	The GO term for this protein involving molecular function incorporates cyclin-dependent protein serine/threonine kinase activity.
A0A8J1IYX6	GO_annotation	16	9.9558	0.185942	The GO term for this protein involving molecular function incorporates histone H2BS36 kinase activity.
A0A8J1IYX6	GO_annotation	17	9.9516	0.185864	The GO term for this protein involving molecular function incorporates calmodulin-dependent protein kinase activity.
A0A8J1IYX6	GO_annotation	18	9.9278	0.185419	The GO term for this protein involving molecular function incorporates histone H3T3 kinase activity.
A0A8J1IYX6	GO_annotation	19	9.9023	0.184943	The GO term for this protein involving cellular component incorporates cyclin K-CDK13 complex.
A0A8J1IYX6	GO_annotation	20	9.7102	0.181356	The GO term for this protein involving molecular function incorporates histone H3T6 kinase activity.
A0A8J1IYX6	GO_annotation	21	9.6796	0.180784	The GO term for this protein involving molecular function incorporates histone H3T45 kinase activity.
A0A8J1IYX6	GO_annotation	22	9.6334	0.179921	The GO term for this protein involving cellular component incorporates TORC2 complex.
A0A8J1IYX6	GO_annotation	23	9.5854	0.179025	The GO term for this protein involving cellular component incorporates chromosome passenger complex.
A0A8J1IYX6	GO_annotation	24	9.5803	0.178930	The GO term for this protein involving molecular function incorporates protein serine kinase activity.
A0A8J1IYX6	GO_annotation	25	9.5201	0.177804	The GO term for this protein involving cellular component incorporates PAR polarity complex.
A0A444Z7V7	GO_annotation	1	19.2651	0.359810	The GO term for this protein involving biological process incorporates plant-type primary cell wall biogenesis.
A0A444Z7V7	GO_annotation	2	18.9513	0.353949	The GO term for this protein involving biological process incorporates plant-type cell wall cellulose biosynthetic process.
A0A444Z7V7	GO_annotation	3	17.3604	0.324235	The GO term for this protein involving molecular function incorporates cellulose synthase activity.
A0A444Z7V7	GO_annotation	4	17.3304	0.323676	The GO term for this protein involving molecular function incorporates cellulose synthase (UDP-forming) activity.
A0A444Z7V7	GO_annotation	5	17.2042	0.321319	The GO term for this protein involving biological process incorporates cellulose biosynthetic process.
A0A444Z7V7	GO_annotation	6	16.7261	0.312389	The GO term for this protein involving biological process incorporates plant-type secondary cell wall biogenesis.
A0A444Z7V7	GO_annotation	7	16.1759	0.302113	The GO term for this protein involving cellular component incorporates secondary cell wall cellulose synthase complex.
A0A444Z7V7	GO_annotation	8	15.8515	0.296055	The GO term for this protein involving biological process incorporates plant-type cell wall modification involved in multidimensional cell growth.
A0A444Z7V7	GO_annotation	9	15.8292	0.295637	The GO term for this protein involving molecular function incorporates mannan synthase activity.
A0A444Z7V7	GO_annotation	10	15.7581	0.294310	The GO term for this protein involving biological process incorporates plant-type cell wall organization or biogenesis.
A0A444Z7V7	GO_annotation	11	15.2467	0.284758	The GO term for this protein involving cellular component incorporates cellulose synthase complex.
A0A444Z7V7	GO_annotation	12	15.2365	0.284568	The GO term for this protein involving biological process incorporates plant-type cell wall biogenesis.
A0A444Z7V7	GO_annotation	13	15.1074	0.282157	The GO term for this protein involving biological process incorporates cell wall modification involved in multidimensional cell growth.
A0A444Z7V7	GO_annotation	14	15.0402	0.280901	The GO term for this protein involving biological process incorporates secondary cell wall biogenesis involved in seed trichome differentiation.
A0A444Z7V7	GO_annotation	15	14.8304	0.276983	The GO term for this protein involving biological process incorporates root hair elongation.
A0A444Z7V7	GO_annotation	16	14.8154	0.276703	The GO term for this protein involving biological process incorporates gibberellin metabolic process.
A0A444Z7V7	GO_annotation	17	14.7190	0.274904	The GO term for this protein involving biological process incorporates pollen tube development.
A0A444Z7V7	GO_annotation	18	14.7057	0.274654	The GO term for this protein involving biological process incorporates galactomannan biosynthetic process.
A0A444Z7V7	GO_annotation	19	14.6335	0.273307	The GO term for this protein involving biological process incorporates root hair cell development.
A0A444Z7V7	GO_annotation	20	14.6255	0.273157	The GO term for this protein involving cellular component incorporates root hair.
A0A444Z7V7	GO_annotation	21	14.5944	0.272576	The GO term for this protein involving biological process incorporates pollen tube guidance.
A0A444Z7V7	GO_annotation	22	14.5880	0.272456	The GO term for this protein involving biological process incorporates pollen tube growth.
A0A444Z7V7	GO_annotation	23	14.5576	0.271889	The GO term for this protein involving cellular component incorporates Golgi membrane.
A0A444Z7V7	GO_annotation	24	14.5322	0.271415	The GO term for this protein involving biological process incorporates unidimensional cell growth.
A0A444Z7V7	GO_annotation	25	14.4649	0.270158	The GO term for this protein involving biological process incorporates cell wall pectin biosynthetic process.
F6WPT1	GO_annotation	1	16.3198	0.304802	The GO term for this protein involving biological process incorporates vesicle targeting, to, from or within Golgi.
F6WPT1	GO_annotation	2	16.2332	0.303183	The GO term for this protein involving biological process incorporates intracellular protein transport.
F6WPT1	GO_annotation	3	16.1679	0.301964	The GO term for this protein involving biological process incorporates protein localization to Golgi membrane.
F6WPT1	GO_annotation	4	15.9340	0.297596	The GO term for this protein involving biological process incorporates ARF protein signal transduction.
F6WPT1	GO_annotation	5	15.9305	0.297530	The GO term for this protein involving biological process incorporates Rab protein signal transduction.
F6WPT1	GO_annotation	6	15.9124	0.297193	The GO term for this protein involving biological process incorporates post-Golgi vesicle-mediated transport.
F6WPT1	GO_annotation	7	15.6635	0.292543	The GO term for this protein involving biological process incorporates protein targeting to Golgi apparatus.
F6WPT1	GO_annotation	8	15.5498	0.290420	The GO term for this protein involving biological process incorporates vesicle-mediated transport.
F6WPT1	GO_annotation	9	15.4809	0.289133	The GO term for this protein involving molecular function incorporates GDP binding.
F6WPT1	GO_annotation	10	15.3490	0.286669	The GO term for this protein involving biological process incorporates response to brefeldin A.
F6WPT1	GO_annotation	11	15.2005	0.283897	The GO term for this protein involving biological process incorporates protein localization to Golgi apparatus.
F6WPT1	GO_annotation	12	15.0444	0.280980	The GO term for this protein involving biological process incorporates Golgi to transport vesicle transport.
F6WPT1	GO_annotation	13	14.9881	0.279929	The GO term for this protein involving biological process incorporates vesicle-mediated transport to the plasma membrane.
F6WPT1	GO_annotation	14	14.7362	0.275224	The GO term for this protein involving biological process incorporates protein localization to ciliary membrane.
F6WPT1	GO_annotation	15	14.7142	0.274814	The GO term for this protein involving biological process incorporates toxin transport.
F6WPT1	GO_annotation	16	14.6380	0.273390	The GO term for this protein involving biological process incorporates Golgi vesicle transport.
F6WPT1	GO_annotation	17	14.4973	0.270763	The GO term for this protein involving biological process incorporates intracellular transport.
F6WPT1	GO_annotation	18	14.3223	0.267493	The GO term for this protein involving cellular component incorporates GTPase complex.
F6WPT1	GO_annotation	19	14.1323	0.263945	The GO term for this protein involving molecular function incorporates guanyl nucleotide binding.
F6WPT1	GO_annotation	20	14.0966	0.263278	The GO term for this protein involving biological process incorporates retrograde transport, vesicle recycling within Golgi.
F6WPT1	GO_annotation	21	14.0840	0.263043	The GO term for this protein involving molecular function incorporates GTPase activity.
F6WPT1	GO_annotation	22	14.0251	0.261943	The GO term for this protein involving biological process incorporates vesicle targeting, trans-Golgi to endosome.
F6WPT1	GO_annotation	23	14.0121	0.261700	The GO term for this protein involving biological process incorporates receptor recycling.
F6WPT1	GO_annotation	24	13.8471	0.258618	The GO term for this protein involving molecular function incorporates guanyl ribonucleotide binding.
F6WPT1	GO_annotation	25	13.8124	0.257970	The GO term for this protein involving molecular function incorporates GTP-dependent protein binding.
A0A4W3GVU1	GO_annotation	1	18.0198	0.336552	The GO term for this protein involving molecular function incorporates pre-mRNA intronic pyrimidine-rich binding.
A0A4W3GVU1	GO_annotation	2	17.3253	0.323580	The GO term for this protein involving biological process incorporates regulation of RNA splicing.
A0A4W3GVU1	GO_annotation	3	17.1989	0.321219	The GO term for this protein involving molecular function incorporates poly-pyrimidine tract binding.
A0A4W3GVU1	GO_annotation	4	16.7672	0.313157	The GO term for this protein involving biological process incorporates regulation of mRNA splicing, via spliceosome.
A0A4W3GVU1	GO_annotation	5	16.1049	0.300788	The GO term for this protein involving biological process incorporates mRNA branch site recognition.
A0A4W3GVU1	GO_annotation	6	15.8315	0.295682	The GO term for this protein involving biological process incorporates regulation of alternative mRNA splicing, via spliceosome.
A0A4W3GVU1	GO_annotation	7	15.7062	0.293342	The GO term for this protein involving biological process incorporates mRNA splice site selection.
A0A4W3GVU1	GO_annotation	8	15.6681	0.292630	The GO term for this protein involving molecular function incorporates pre-mRNA intronic binding.
A0A4W3GVU1	GO_annotation	9	15.5203	0.289869	The GO term for this protein involving biological process incorporates alternative mRNA splicing, via spliceosome.
A0A4W3GVU1	GO_annotation	10	15.1391	0.282749	The GO term for this protein involving biological process incorporates negative regulation of mRNA splicing, via spliceosome.
A0A4W3GVU1	GO_annotation	11	15.0898	0.281828	The GO term for this protein involving biological process incorporates intergenic mRNA trans splicing.
A0A4W3GVU1	GO_annotation	12	15.0875	0.281785	The GO term for this protein involving molecular function incorporates poly-purine tract binding.
A0A4W3GVU1	GO_annotation	13	14.9900	0.279965	The GO term for this protein involving molecular function incorporates splicing factor binding.
A0A4W3GVU1	GO_annotation	14	14.9524	0.279263	The GO term for this protein involving molecular function incorporates pre-mRNA binding.
A0A4W3GVU1	GO_annotation	15	14.8457	0.277270	The GO term for this protein involving biological process incorporates pronephric nephron development.
A0A4W3GVU1	GO_annotation	16	14.8216	0.276819	The GO term for this protein involving molecular function incorporates GU repeat RNA binding.
A0A4W3GVU1	GO_annotation	17	14.8102	0.276607	The GO term for this protein involving biological process incorporates positive regulation of RNA splicing.
A0A4W3GVU1	GO_annotation	18	14.7803	0.276048	The GO term for this protein involving molecular function incorporates snRNP binding.
A0A4W3GVU1	GO_annotation	19	14.7760	0.275967	The GO term for this protein involving biological process incorporates positive regulation of mRNA splicing, via spliceosome.
A0A4W3GVU1	GO_annotation	20	14.6788	0.274153	The GO term for this protein involving biological process incorporates RNA splicing.
A0A4W3GVU1	GO_annotation	21	14.6338	0.273312	The GO term for this protein involving molecular function incorporates mRNA CDS binding.
A0A4W3GVU1	GO_annotation	22	14.5791	0.272290	The GO term for this protein involving molecular function incorporates pre-mRNA branch point binding.
A0A4W3GVU1	GO_annotation	23	14.4799	0.270438	The GO term for this protein involving biological process incorporates pronephric nephron tubule development.
A0A4W3GVU1	GO_annotation	24	14.4702	0.270257	The GO term for this protein involving biological process incorporates pronephric nephron tubule epithelial cell differentiation.
A0A4W3GVU1	GO_annotation	25	14.3925	0.268805	The GO term for this protein involving biological process incorporates specification of pronephric proximal tubule identity.
A0A3B6GK97	Function	1	16.7248	0.312364	Probable lipolytic acyl hydrolase (LAH), an activity which is thought to be involved in the response of tubers to pathogens
A0A3B6GK97	Function	2	15.8044	0.295174	Possesses non-specific lipolytic acyl hydrolase (LAH) activity. Hydrolyzes phospholipids as well as galactolipids. May play a role in disease resistance (By similarity)
A0A3B6GK97	Function	3	15.1845	0.283598	Possesses non-specific lipolytic acyl hydrolase (LAH) activity. Catalyzes the hydrolysis of the galactolipids monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG), and less efficiently the phoshpolipids phosphatidylcholine (PC), phosphatidylethanolamine (PE), phosphatidylglycerol (PG), phosphatidylserine (PS) and phosphatidylinositol (PI). Hydrolyzes phospholipids at both the sn-1 and sn-2 positions. Involved in basal jasmonic acid production and promotes resistance to the necrotrophic fungal pathogen Botrytis cinerea
A0A3B6GK97	Function	4	14.8198	0.276785	Non-specific lipolytic acyl hydrolase (LAH), an activity which is thought to be involved in the response of tubers to pathogens (By similarity). Catalyzes the non-specific hydrolysis of phospholipids, glycolipids, sulfolipids, and mono- and diacylglycerols includng p-nitrophenyl caprate. Confers resistance to southern corn rootworm (SCRW)
A0A3B6GK97	Function	5	14.7968	0.276356	Possesses non-specific lipolytic acyl hydrolase (LAH) activity. Catalyzes the hydrolysis of the neutral lipids monogalactosyldiacylglycerol (MGDG), digalactosyldiacylglycerol (DGDG) and phosphatidylglycerol (PG), and less efficiently the polar lipids phosphatidylcholine (PC) and phosphatidylinositol (PI), but not the storage lipid triacylglycerol (TAG). May play a role in root development
A0A3B6GK97	Function	6	14.1647	0.264550	Possesses non-specific lipolytic acyl hydrolase (LAH) activity. Catalyzes the hydrolysis of the galactolipids monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG), and the phoshpolipids phosphatidylcholine (PC), phosphatidylethanolamine (PE), phosphatidylglycerol (PG), phosphatidic acid (PA), phosphatidylserine (PS). Favors the release of fatty acid at the sn-2 position for PC. Possesses acyl-CoA thioesterase activity. Negatively affects disease resistance to the necrotic fungal pathogen Botrytis cinerea and the avirulent bacteria Pseudomonas syringae by promoting cell death and reducing the efficiency of the hypersensitive response, respectively. However, PLP2 contributes to resistance to cucumber mosaic virus (CMV), an obligate parasite inducing hypersensitive response. May negatively regulate oxylipin production, possibly via participating in membrane repair that includes removal of oxidatively modified lipids. Enzymatic products of PLP2 may influence cellulose content and cell elongation
A0A3B6GK97	Function	7	13.5791	0.253613	Possesses non-specific lipolytic acyl hydrolase (LAH) activity. Catalyzes the hydrolysis of the galactolipids monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG), and less efficiently the phoshpolipids phosphatidylcholine (PC), phosphatidylethanolamine (PE), phosphatidylglycerol (PG), phosphatidic acid (PA), phosphatidylserine (PS) and phosphatidylinositol (PI). Favors the release of fatty acid at the sn-1 position for PC or PE and the sn-2 position for PG, PA, PS and PI. Negatively affects disease resistance to the necrotic fungal pathogen Botrytis cinerea and the avirulent bacteria Pseudomonas syringae by promoting cell death and reducing the efficiency of the hypersensitive response, respectively. However, PLP2 contributes to resistance to cucumber mosaic virus (CMV), an obligate parasite inducing hypersensitive response. May negatively regulate oxylipin production, possibly via participating in membrane repair that includes removal of oxidatively modified lipids
A0A3B6GK97	Function	8	13.4664	0.251508	Phospholipase that releases free fatty acids from phospholipids. Catalyzes the initial step of jasmonate (JA) biosynthesis. Required for the biosynthesis of endogenous JA in seedling, inflorescence and spikelets. Not essential for JA biosynthesis after wounding. Mediates spikelet development and specification of empty-glume identity. Functions in a high temperature-dependent manner to maintain floral developmental robustness under heat stress conditions. Functions by safeguarding the expression of several floral identity genes, such as MADS1, MADS6 and G1
A0A3B6GK97	Function	9	13.1217	0.245070	Phospholipase that releases free fatty acids from phospholipids. Catalyzes the initial step of jasmonate (JA) biosynthesis. Required for the biosynthesis of endogenous JA in seedling, inflorescence and spikelets. Not essential for JA biosynthesis after wounding (PubMed:24647160). Mediates spikelet development and specification of empty-glume identity (PubMed:18980657, PubMed:24647160). Functions in a high temperature-dependent manner to maintain floral developmental robustness under heat stress conditions. Functions by safeguarding the expression of several floral identity genes, such as MADS1, MADS6 and G1 (PubMed:27367609)
A0A3B6GK97	Function	10	13.0431	0.243603	Lipolytic acyl hydrolase (LAH), an activity which is thought to be involved in the response of tubers to pathogens. Can use p-nitrophenyl esters as substrates with highest activity on p-nitrophenyl caprate (C10). Also active on mono-acylglycolphosphocholines and diacylphospholipids, with highest specific activities observed were obtained with the synthetic phospholipids diC8PCho and diC9PCho. Mono-olein and myverol can also be hydrolyzed
A0A3B6GK97	Function	11	12.6917	0.237040	Inactive phospholipase
A0A3B6GK97	Function	12	12.5842	0.235032	Sn-1-specific phospholipase that releases free fatty acids from phospholipids. Low activity on galactolipids and triacylglycerols. Catalyzes the initial step of jasmonic acid biosynthesis. Not essential for jasmonate biosynthesis after wounding or upon pathogen infection
A0A3B6GK97	Function	13	12.5699	0.234766	Sn-1-specific phospholipase that releases free fatty acids from phosphatidylcholine. Has a higher galactolipase activity than phospholipase A1 activity when digalactosyldiacylglycerol (DGDG) is used as substrate. Catalyzes the initial step of jasmonic acid biosynthesis. Required for the biosynthesis of basal-level endogenous jasmonate in vegetative tissues. Regulates leaves growth. Not essential for jasmonate biosynthesis after wounding or upon pathogen infection
A0A3B6GK97	Function	14	12.1073	0.226124	Involved in transport of phospholipids and in regulation of pollen plasma membrane lipid asymmetry
A0A3B6GK97	Function	15	12.0669	0.225370	Acyl hydrolase that triggers the leaf senescence onset. Can use triolein as substrate to produce oleic acids
A0A3B6GK97	Function	16	12.0422	0.224909	Phospholipase that plays a critical role during oogenesis, ovulation, and/or embryogenesis
A0A3B6GK97	Function	17	12.0020	0.224158	Sn-1-specific phospholipase A1 that catalyzes the initial step of oxylipins and jasmonate (JA) biosynthesis. Hydrolyzes polyunsaturated acyl groups preferentially from chloroplastic phosphatidylglycerol (PG). May function downstream of abscisic acid (ABA), and provide a link between ABA-mediated abiotic stress responses and oxylipin and JA signalings. In vitro, possesses broad substrate specificity. Can hydrolyze the galactolipids monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG), the sulfolipid sulfoquinovosyldiacylglycerol (SQDG), and the phoshpolipids phosphatidylcholine (PC), and phosphatidylglycerol (PG)
A0A3B6GK97	Function	18	11.9735	0.223626	Sn-1-specific phospholipase A1 involved in seed oil biosynthesis. Hydrolyzes polyunsaturated acyl groups from a unique chloroplast-specific phosphatidylglycerol (PG) that contains 16:1 delta 3-trans as its second acyl group. The polyunsaturated acyl groups released by PLIP1 are exported from the chloroplast, reincorporated into phosphatidylcholine (PC), and ultimately enter seed triacylglycerol (TAG). In vitro, possesses broad substrate specificity. Can hydrolyze the galactolipid monogalactosyldiacylglycerol (MGDG), and the phoshpolipids phosphatidylcholine (PC), phosphatidylethanolamine (PE), phosphatidic acid (PA), phosphatidylserine (PS) phosphatidylglycerol (PG) and phosphatidylinositol (PI)
A0A3B6GK97	Function	19	11.5507	0.215729	Exhibits phosphatidate phosphatase (PAP) activity in vitro. May play a secondary role as PAP in plastids
A0A3B6GK97	Function	20	11.5016	0.214812	Sn-1-specific phospholipase A1 that catalyzes the initial step of oxylipins and jasmonate (JA) biosynthesis. Hydrolyzes polyunsaturated acyl groups preferentially from chloroplastic monogalactosyldiacylglycerol (MGDG). May function downstream of abscisic acid (ABA) and provide a link between ABA-mediated abiotic stress responses and oxylipin and JA signalings. In vitro, possesses broad substrate specificity. Can hydrolyze the galactolipids monogalactosyldiacylglycerol (MGDG) and digalactosyldiacylglycerol (DGDG), the sulfolipid sulfoquinovosyldiacylglycerol (SQDG), and the phoshpolipids phosphatidylcholine (PC), and phosphatidylglycerol (PG)
A0A3B6GK97	Function	21	11.4453	0.213762	Exhibits phosphatidate phosphatase (PAP) activity in vitro. May play a primary role as PAP in plastids
A0A3B6GK97	Function	22	11.4240	0.213363	Probable phospholipase
