gene	evidence	evidence_class	action
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	KEEP_AS_NON_CORE
DBP5	IMP	experimental	ACCEPT
DBP5	IGI	experimental	KEEP_AS_NON_CORE
DBP5	IPI	experimental	KEEP_AS_NON_CORE
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	ACCEPT
DEG1	IBA	computational	ACCEPT
DEG1	IBA	computational	ACCEPT
DEG1	IBA	computational	ACCEPT
DEG1	IBA	computational	ACCEPT
DEG1	IBA	computational	ACCEPT
DEG1	IEA	computational	ACCEPT
DEG1	IEA	computational	MARK_AS_OVER_ANNOTATED
DEG1	IEA	computational	MARK_AS_OVER_ANNOTATED
DEG1	IEA	computational	ACCEPT
DEG1	IEA	computational	ACCEPT
DEG1	IEA	computational	MARK_AS_OVER_ANNOTATED
DEG1	IEA	computational	ACCEPT
DEG1	IEA	computational	MARK_AS_OVER_ANNOTATED
DEG1	IDA	experimental	ACCEPT
DEG1	IMP	experimental	ACCEPT
DEG1	IMP	experimental	REMOVE
DEG1	IDA	experimental	ACCEPT
DEG1	IMP	experimental	ACCEPT
DEG1	IDA	experimental	ACCEPT
DEG1	IDA	experimental	ACCEPT
DEG1	IMP	experimental	ACCEPT
DEG1	IMP	experimental	ACCEPT
DEG1	IDA	experimental	ACCEPT
DOT1	IBA	computational	ACCEPT
DOT1	IBA	computational	ACCEPT
DOT1	IBA	computational	ACCEPT
DOT1	IBA	computational	ACCEPT
DOT1	IBA	computational	ACCEPT
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	MODIFY
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	KEEP_AS_NON_CORE
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	KEEP_AS_NON_CORE
DOT1	IEA	computational	KEEP_AS_NON_CORE
DOT1	IEA	computational	MARK_AS_OVER_ANNOTATED
DOT1	IEA	computational	MARK_AS_OVER_ANNOTATED
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	MARK_AS_OVER_ANNOTATED
DOT1	IEA	computational	ACCEPT
DOT1	IEA	computational	KEEP_AS_NON_CORE
DOT1	IEA	computational	ACCEPT
DOT1	IPI	experimental	REMOVE
DOT1	IMP	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IDA	experimental	KEEP_AS_NON_CORE
DOT1	IMP	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IGI	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IGI	experimental	ACCEPT
DOT1	IDA	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IGI	experimental	ACCEPT
DOT1	IGI	experimental	ACCEPT
DOT1	IDA	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IDA	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	IGI	experimental	ACCEPT
DOT1	IMP	experimental	ACCEPT
DOT1	NAS	author	NEW
DOT1	NAS	author	NEW
EGD1	IBA	computational	ACCEPT
EGD1	IBA	computational	ACCEPT
EGD1	IEA	computational	KEEP_AS_NON_CORE
EGD1	IEA	computational	ACCEPT
EGD1	IEA	computational	ACCEPT
EGD1	IEA	computational	KEEP_AS_NON_CORE
EGD1	IEA	computational	ACCEPT
EGD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD1	IDA	experimental	ACCEPT
EGD1	NAS	author	ACCEPT
EGD1	IMP	experimental	KEEP_AS_NON_CORE
EGD1	IGI	experimental	KEEP_AS_NON_CORE
EGD1	IMP	experimental	KEEP_AS_NON_CORE
EGD1	IDA	experimental	ACCEPT
EGD1	IMP	experimental	MODIFY
EGD2	IBA	computational	ACCEPT
EGD2	IBA	computational	ACCEPT
EGD2	IBA	computational	MODIFY
EGD2	IEA	computational	KEEP_AS_NON_CORE
EGD2	IEA	computational	ACCEPT
EGD2	IEA	computational	ACCEPT
EGD2	IEA	computational	ACCEPT
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IPI	experimental	MARK_AS_OVER_ANNOTATED
EGD2	IDA	experimental	ACCEPT
EGD2	NAS	author	ACCEPT
EGD2	IGI	experimental	ACCEPT
EGD2	IDA	experimental	ACCEPT
EGD2	IDA	experimental	KEEP_AS_NON_CORE
EGD2	IMP	experimental	MODIFY
EGD2	IDA	experimental	KEEP_AS_NON_CORE
EGD2	IDA	experimental	KEEP_AS_NON_CORE
EGD2	IDA	experimental	KEEP_AS_NON_CORE
EPS1	IBA	computational	ACCEPT
EPS1	IBA	computational	ACCEPT
EPS1	IBA	computational	ACCEPT
EPS1	IEA	computational	ACCEPT
EPS1	IEA	computational	REMOVE
EPS1	IEA	computational	ACCEPT
EPS1	IEA	computational	MODIFY
EPS1	IEA	computational	MODIFY
EPS1	IMP	experimental	ACCEPT
EPS1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EPS1	IDA	experimental	REMOVE
EPS1	IMP	experimental	ACCEPT
EPS1	IDA	experimental	ACCEPT
EPS1	IMP	experimental	MODIFY
EPS1	IDA	experimental	ACCEPT
ERG19	IBA	computational	ACCEPT
ERG19	IEA	computational	ACCEPT
ERG19	IEA	computational	ACCEPT
ERG19	IEA	computational	ACCEPT
ERG19	IEA	computational	MODIFY
ERG19	IEA	computational	ACCEPT
ERG19	RCA	computational	ACCEPT
ERG19	RCA	computational	ACCEPT
ERG19	RCA	computational	ACCEPT
ERG19	RCA	computational	ACCEPT
ERG19	RCA	computational	KEEP_AS_NON_CORE
ERG19	IDA	experimental	ACCEPT
ERG19	NAS	author	MARK_AS_OVER_ANNOTATED
ERG19	IDA	experimental	ACCEPT
ERG19	HDA	experimental	ACCEPT
ERG19	IDA	experimental	ACCEPT
ERG19	IMP	experimental	ACCEPT
ERG19	IMP	experimental	ACCEPT
ERG19	IMP	experimental	ACCEPT
ERG19	IDA	experimental	NEW
ESA1	IBA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IBA	computational	ACCEPT
ESA1	NAS	author	ACCEPT
ESA1	IBA	computational	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IMP	experimental	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IEA	computational	UNDECIDED
ESA1	IEA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IEA	computational	KEEP_AS_NON_CORE
ESA1	IBA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IBA	computational	KEEP_AS_NON_CORE
ESA1	IEA	computational	ACCEPT
ESA1	IMP	experimental	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IGI	experimental	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IEA	computational	KEEP_AS_NON_CORE
ESA1	NAS	author	KEEP_AS_NON_CORE
ESA1	IEA	computational	ACCEPT
ESA1	IBA	computational	ACCEPT
ESA1	IEA	computational	ACCEPT
ESA1	IMP	experimental	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IMP	experimental	ACCEPT
ESA1	IMP	experimental	ACCEPT
ESA1	IGI	experimental	ACCEPT
ESA1	IEA	computational	REMOVE
ESA1	IEA	computational	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IDA	experimental	ACCEPT
ESA1	IEA	computational	KEEP_AS_NON_CORE
ESA1	IDA	experimental	KEEP_AS_NON_CORE
ESA1	IMP	experimental	KEEP_AS_NON_CORE
ESA1	RCA	computational	UNDECIDED
ESA1	IMP	experimental	ACCEPT
ESA1	IMP	experimental	KEEP_AS_NON_CORE
ESA1	IGI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
ESA1	IPI	experimental	KEEP_AS_NON_CORE
EUG1	IBA	computational	ACCEPT
EUG1	IBA	computational	ACCEPT
EUG1	IBA	computational	ACCEPT
EUG1	IBA	computational	ACCEPT
EUG1	IEA	computational	ACCEPT
EUG1	IEA	computational	ACCEPT
EUG1	IEA	computational	ACCEPT
EUG1	IEA	computational	ACCEPT
EUG1	IEA	computational	ACCEPT
EUG1	IEA	computational	MARK_AS_OVER_ANNOTATED
EUG1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EUG1	HDA	experimental	ACCEPT
EUG1	HDA	experimental	ACCEPT
EUG1	ISS	computational	ACCEPT
EUG1	ISS	computational	ACCEPT
EUG1	IPI	experimental	MARK_AS_OVER_ANNOTATED
EUG1	IDA	experimental	ACCEPT
EUG1	IDA	experimental	MARK_AS_OVER_ANNOTATED
EUG1	IMP	experimental	ACCEPT
EUG1	IGI	experimental	ACCEPT
EUG1	IDA	experimental	ACCEPT
EUG1	IGI	experimental	ACCEPT
EUG1	IGI	experimental	ACCEPT
EUG1	IDA	experimental	ACCEPT
GCN5	IBA	computational	ACCEPT
GCN5	IBA	computational	ACCEPT
GCN5	IBA	computational	ACCEPT
GCN5	IBA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	KEEP_AS_NON_CORE
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	KEEP_AS_NON_CORE
GCN5	IEA	computational	MARK_AS_OVER_ANNOTATED
GCN5	IEA	computational	MARK_AS_OVER_ANNOTATED
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IEA	computational	ACCEPT
GCN5	IPI	experimental	REMOVE
GCN5	NAS	author	ACCEPT
GCN5	NAS	author	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	REMOVE
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	KEEP_AS_NON_CORE
GCN5	IDA	experimental	ACCEPT
GCN5	IMP	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	KEEP_AS_NON_CORE
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IMP	experimental	ACCEPT
GCN5	IGI	experimental	ACCEPT
GCN5	IMP	experimental	ACCEPT
GCN5	IGI	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IDA	experimental	ACCEPT
GCN5	IPI	experimental	REMOVE
GCN5	IDA	experimental	ACCEPT
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	IPI	experimental	REMOVE
GCN5	NAS	author	ACCEPT
GCN5	NAS	author	ACCEPT
GCN5	IDA	experimental	ACCEPT
GCN5	IDA	experimental	REMOVE
GCN5	IDA	experimental	REMOVE
GCN5	IDA	experimental	ACCEPT
GET3	IBA	computational	ACCEPT
GET3	IBA	computational	ACCEPT
GET3	IBA	computational	ACCEPT
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	ACCEPT
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IEA	computational	KEEP_AS_NON_CORE
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	MARK_AS_OVER_ANNOTATED
GET3	IPI	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GET3	NAS	author	ACCEPT
GET3	IDA	experimental	ACCEPT
GET3	TAS	author	ACCEPT
GET3	IMP	experimental	ACCEPT
GET3	RCA	computational	KEEP_AS_NON_CORE
GET3	IDA	experimental	KEEP_AS_NON_CORE
GET3	IDA	experimental	ACCEPT
GET3	HDA	experimental	ACCEPT
GET3	HDA	experimental	ACCEPT
GET3	TAS	author	ACCEPT
GET3	TAS	author	ACCEPT
GET3	TAS	author	ACCEPT
GET3	IDA	experimental	KEEP_AS_NON_CORE
GET3	IDA	experimental	KEEP_AS_NON_CORE
GET3	IMP	experimental	KEEP_AS_NON_CORE
GET3	IDA	experimental	KEEP_AS_NON_CORE
GET3	IDA	experimental	ACCEPT
GET3	IDA	experimental	KEEP_AS_NON_CORE
GET3	IMP	experimental	KEEP_AS_NON_CORE
GET3	IGI	experimental	KEEP_AS_NON_CORE
GET3	IMP	experimental	KEEP_AS_NON_CORE
GET3	IMP	experimental	KEEP_AS_NON_CORE
GET3	IDA	experimental	ACCEPT
GET3	IPI	experimental	ACCEPT
GSF2	IEA	computational	ACCEPT
GSF2	IDA	experimental	ACCEPT
GSF2	HDA	experimental	ACCEPT
GSF2	HDA	experimental	MARK_AS_OVER_ANNOTATED
GSF2	HDA	experimental	REMOVE
GSF2	IMP	experimental	ACCEPT
GSF2	IMP	experimental	ACCEPT
GSF2	IGI	experimental	ACCEPT
GSF2	IMP	experimental	MODIFY
HAP4	IEA	computational	REMOVE
HAP4	IEA	computational	ACCEPT
HAP4	IEA	computational	MODIFY
HAP4	IEA	computational	ACCEPT
HAP4	NAS	author	MARK_AS_OVER_ANNOTATED
HAP4	NAS	author	ACCEPT
HAP4	IMP	experimental	ACCEPT
HAP4	IDA	experimental	ACCEPT
HAP4	IPI	experimental	ACCEPT
HAP4	IMP	experimental	ACCEPT
HAP4	IDA	experimental	ACCEPT
HAP4	IMP	experimental	ACCEPT
HAP4	IMP	experimental	REMOVE
HDA1	IBA	computational	REMOVE
HDA1	IBA	computational	ACCEPT
HDA1	IBA	computational	ACCEPT
HDA1	IEA	computational	ACCEPT
HDA1	IEA	computational	ACCEPT
HDA1	IEA	computational	MODIFY
HDA1	IEA	computational	ACCEPT
HDA1	IEA	computational	REMOVE
HDA1	IEA	computational	MODIFY
HDA1	IEA	computational	ACCEPT
HDA1	IPI	experimental	REMOVE
HDA1	IPI	experimental	REMOVE
HDA1	IPI	experimental	REMOVE
HDA1	IPI	experimental	REMOVE
HDA1	IPI	experimental	REMOVE
HDA1	IPI	experimental	KEEP_AS_NON_CORE
HDA1	IPI	experimental	KEEP_AS_NON_CORE
HDA1	IPI	experimental	KEEP_AS_NON_CORE
HDA1	IDA	experimental	ACCEPT
HDA1	RCA	computational	KEEP_AS_NON_CORE
HDA1	IMP	experimental	ACCEPT
HDA1	IMP	experimental	UNDECIDED
HDA1	IGI	experimental	ACCEPT
HDA1	IDA	experimental	ACCEPT
HDA1	IDA	experimental	ACCEPT
HDA1	IMP	experimental	KEEP_AS_NON_CORE
HDA1	IDA	experimental	ACCEPT
HDA1	IPI	experimental	ACCEPT
HDA1	IDA	experimental	ACCEPT
HDA1	IDA	experimental	ACCEPT
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	MARK_AS_OVER_ANNOTATED
HSC82	IBA	computational	KEEP_AS_NON_CORE
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	ACCEPT
HSC82	IBA	computational	MODIFY
HSC82	IBA	computational	UNDECIDED
HSC82	IEA	computational	MODIFY
HSC82	IEA	computational	KEEP_AS_NON_CORE
HSC82	IEA	computational	ACCEPT
HSC82	IEA	computational	ACCEPT
HSC82	IEA	computational	KEEP_AS_NON_CORE
HSC82	IEA	computational	ACCEPT
HSC82	IEA	computational	ACCEPT
HSC82	IEA	computational	KEEP_AS_NON_CORE
HSC82	IEA	computational	MODIFY
HSC82	IEA	computational	ACCEPT
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSC82	NAS	author	KEEP_AS_NON_CORE
HSC82	HDA	experimental	ACCEPT
HSC82	HDA	experimental	KEEP_AS_NON_CORE
HSC82	HDA	experimental	KEEP_AS_NON_CORE
HSC82	HDA	experimental	KEEP_AS_NON_CORE
HSC82	IMP	experimental	ACCEPT
HSC82	IMP	experimental	KEEP_AS_NON_CORE
HSC82	IMP	experimental	KEEP_AS_NON_CORE
HSC82	IMP	experimental	ACCEPT
HSC82	IDA	experimental	ACCEPT
HSC82	IMP	experimental	KEEP_AS_NON_CORE
HSC82	IDA	experimental	MODIFY
HSP10	IBA	computational	ACCEPT
HSP10	IBA	computational	ACCEPT
HSP10	IBA	computational	ACCEPT
HSP10	IBA	computational	ACCEPT
HSP10	IBA	computational	REMOVE
HSP10	IBA	computational	MODIFY
HSP10	IEA	computational	REMOVE
HSP10	IEA	computational	ACCEPT
HSP10	IEA	computational	ACCEPT
HSP10	IEA	computational	ACCEPT
HSP10	IEA	computational	ACCEPT
HSP10	HDA	experimental	ACCEPT
HSP10	HDA	experimental	ACCEPT
HSP10	IMP	experimental	KEEP_AS_NON_CORE
HSP10	IMP	experimental	ACCEPT
HSP10	IDA	experimental	ACCEPT
HSP10	IDA	experimental	ACCEPT
HSP10	IDA	experimental	ACCEPT
HSP10	IMP	experimental	ACCEPT
HSP10	IDA	experimental	MODIFY
HSP10	IPI	experimental	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	MODIFY
HSP104	IBA	computational	ACCEPT
HSP104	IBA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	MODIFY
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	ACCEPT
HSP104	IEA	computational	MARK_AS_OVER_ANNOTATED
HSP104	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP104	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP104	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP104	IPI	experimental	ACCEPT
HSP104	IPI	experimental	ACCEPT
HSP104	NAS	author	ACCEPT
HSP104	NAS	author	KEEP_AS_NON_CORE
HSP104	IDA	experimental	ACCEPT
HSP104	IDA	experimental	ACCEPT
HSP104	IMP	experimental	ACCEPT
HSP104	IMP	experimental	ACCEPT
HSP104	HDA	experimental	ACCEPT
HSP104	IDA	experimental	MODIFY
HSP104	IDA	experimental	ACCEPT
HSP104	IDA	experimental	ACCEPT
HSP104	IMP	experimental	ACCEPT
HSP104	IDA	experimental	ACCEPT
HSP104	IDA	experimental	ACCEPT
HSP104	IMP	experimental	MARK_AS_OVER_ANNOTATED
HSP104	IMP	experimental	KEEP_AS_NON_CORE
HSP104	IMP	experimental	ACCEPT
HSP104	IMP	experimental	ACCEPT
HSP104	IDA	experimental	MODIFY
HSP104	IDA	experimental	ACCEPT
HSP104	IMP	experimental	ACCEPT
HSP104	IDA	experimental	KEEP_AS_NON_CORE
HSP104	IDA	experimental	NEW
HSP26	IEA	computational	MARK_AS_OVER_ANNOTATED
HSP26	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP26	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP26	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP26	IPI	experimental	ACCEPT
HSP26	IPI	experimental	ACCEPT
HSP26	HDA	experimental	ACCEPT
HSP26	HDA	experimental	KEEP_AS_NON_CORE
HSP26	HDA	experimental	ACCEPT
HSP26	IDA	experimental	ACCEPT
HSP26	IDA	experimental	ACCEPT
HSP26	IDA	experimental	KEEP_AS_NON_CORE
HSP26	IDA	experimental	KEEP_AS_NON_CORE
HSP26	IDA	experimental	ACCEPT
HSP26	IDA	experimental	MODIFY
HSP26	IDA	experimental	MODIFY
HSP60	IBA	computational	ACCEPT
HSP60	IBA	computational	ACCEPT
HSP60	IBA	computational	KEEP_AS_NON_CORE
HSP60	IBA	computational	ACCEPT
HSP60	IBA	computational	KEEP_AS_NON_CORE
HSP60	IBA	computational	KEEP_AS_NON_CORE
HSP60	IBA	computational	ACCEPT
HSP60	IEA	computational	MODIFY
HSP60	IEA	computational	ACCEPT
HSP60	IEA	computational	REMOVE
HSP60	IEA	computational	ACCEPT
HSP60	IEA	computational	ACCEPT
HSP60	IEA	computational	ACCEPT
HSP60	IEA	computational	MODIFY
HSP60	IEA	computational	ACCEPT
HSP60	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP60	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP60	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP60	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP60	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP60	IDA	experimental	ACCEPT
HSP60	IMP	experimental	MODIFY
HSP60	HDA	experimental	KEEP_AS_NON_CORE
HSP60	HDA	experimental	KEEP_AS_NON_CORE
HSP60	HDA	experimental	KEEP_AS_NON_CORE
HSP60	IDA	experimental	KEEP_AS_NON_CORE
HSP60	IDA	experimental	KEEP_AS_NON_CORE
HSP60	IDA	experimental	KEEP_AS_NON_CORE
HSP60	IDA	experimental	KEEP_AS_NON_CORE
HSP60	IMP	experimental	ACCEPT
HSP60	IDA	experimental	ACCEPT
HSP60	IDA	experimental	ACCEPT
HSP60	IMP	experimental	ACCEPT
HSP60	IDA	experimental	ACCEPT
HSP60	IDA	experimental	KEEP_AS_NON_CORE
HSP60	IMP	experimental	KEEP_AS_NON_CORE
HSP60	IMP	experimental	KEEP_AS_NON_CORE
HSP60	IPI	experimental	ACCEPT
HSP60	IMP	experimental	ACCEPT
HSP60	IMP	experimental	KEEP_AS_NON_CORE
HSP60	TAS	author	KEEP_AS_NON_CORE
HSP60	TAS	author	KEEP_AS_NON_CORE
HSP60	TAS	author	KEEP_AS_NON_CORE
HSP60	TAS	author	REMOVE
HSP60	TAS	author	REMOVE
HSP60	TAS	author	ACCEPT
HSP60	TAS	author	REMOVE
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	KEEP_AS_NON_CORE
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	ACCEPT
HSP82	IBA	computational	MODIFY
HSP82	IBA	computational	KEEP_AS_NON_CORE
HSP82	IEA	computational	ACCEPT
HSP82	IEA	computational	KEEP_AS_NON_CORE
HSP82	IEA	computational	ACCEPT
HSP82	IEA	computational	ACCEPT
HSP82	IEA	computational	ACCEPT
HSP82	IEA	computational	ACCEPT
HSP82	IEA	computational	KEEP_AS_NON_CORE
HSP82	IEA	computational	MODIFY
HSP82	IEA	computational	ACCEPT
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
HSP82	IPI	experimental	MARK_AS_OVER_ANNOTATED
