protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0031669,cellular response to nutrient levels,,,ISO,,ISO,GO_REF:0000119,Automated transfer of experimentally-verified manual GO annotation data to mouse-human orthologs.,,,Indirect and peripheral function. Not a primary role of Syk.,KEEP_AS_NON_CORE,"While Syk may be involved in nutrient sensing pathways through mTOR signaling, this is not a core function. Primary roles are in immune receptor signaling.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0038202,TORC1 signaling,,,ISO,,ISO,GO_REF:0000119,Automated transfer of experimentally-verified manual GO annotation data to mouse-human orthologs.,,,Peripheral function. Syk may modulate mTOR but this is not its primary role.,KEEP_AS_NON_CORE,"TORC1/mTOR signaling is not a core function of Syk. The primary functions are immune receptor signaling, B cell development, and myeloid cell activation.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043274,phospholipase binding,,,ISO,,ISO,GO_REF:0000119,Automated transfer of experimentally-verified manual GO annotation data to mouse-human orthologs.,,,Syk phosphorylates and activates PLCγ but direct binding is context-dependent. Better captured by kinase activity annotations.,ACCEPT,Syk does interact with and phosphorylate PLCγ as part of BCR and other immune receptor signaling. This is a legitimate molecular interaction supporting downstream calcium signaling.,"Syk directly phosphorylates the adaptor BLNK (B-cell linker) to assemble the B-cell receptor (BCR) signalosome, as well as effector enzymes like PLCγ",Syk-deep-research.md,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:1904262,negative regulation of TORC1 signaling,,,ISO,,ISO,GO_REF:0000119,Automated transfer of experimentally-verified manual GO annotation data to mouse-human orthologs.,,,"Peripheral function related to nutrient sensing, not core immune function.",KEEP_AS_NON_CORE,mTOR regulation is not a primary function of Syk. Core functions are immune receptor signaling and hematopoietic cell activation.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0000045,autophagosome assembly,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate of ISO annotation. Peripheral function.,KEEP_AS_NON_CORE,Autophagy is not a core Syk function. Primary roles are in immune signaling.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0001784,phosphotyrosine residue binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate of ISO annotation for core function.,ACCEPT,Core molecular function via tandem SH2 domains binding phosphorylated ITAMs.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004674,protein serine/threonine kinase activity,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"Incorrect annotation. Syk is a tyrosine kinase, not a serine/threonine kinase.",REMOVE,This is an error. Syk is specifically a protein tyrosine kinase and does not have serine/threonine kinase activity. All experimental evidence confirms tyrosine-specific phosphorylation.,Spleen tyrosine kinase (Syk) is a non-receptor cytoplasmic tyrosine kinase,Syk-deep-research.md,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005102,signaling receptor binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate vague annotation.,MODIFY,"Too general - Syk binds phosphorylated ITAMs, not receptors directly.",,,GO:0001784:phosphotyrosine residue binding,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005178,integrin binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate incorrect annotation.,REMOVE,Syk does not directly bind integrins but signals downstream via ITAM adaptors.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0006606,protein import into nucleus,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,May relate to Ikaros nuclear localization paper but Syk itself is primarily cytoplasmic.,REMOVE,Syk is a cytoplasmic kinase and does not undergo nuclear import as a primary function. This may be confusion with its substrate Ikaros which does translocate to nucleus.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0010507,negative regulation of autophagy,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate peripheral annotation.,KEEP_AS_NON_CORE,Not a core function of Syk.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0010508,positive regulation of autophagy,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate peripheral annotation.,KEEP_AS_NON_CORE,Not a core function of Syk.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0016170,interleukin-15 receptor binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate incorrect annotation.,REMOVE,Syk does not bind IL-15 receptor. This appears to be an error.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0031669,cellular response to nutrient levels,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate peripheral annotation.,KEEP_AS_NON_CORE,Not a primary function of Syk.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0038202,TORC1 signaling,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate peripheral annotation.,KEEP_AS_NON_CORE,mTOR signaling is not a core Syk function.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043274,phospholipase binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate annotation for PLCγ interaction.,ACCEPT,Syk phosphorylates and interacts with PLCγ in signaling cascades.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:1904262,negative regulation of TORC1 signaling,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate peripheral annotation.,KEEP_AS_NON_CORE,mTOR regulation is not a primary Syk function.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,EXP,,EXP,PMID:8629002,Activation of BTK by a phosphorylation mechanism initiated by SRC family kinases.,,,Strong experimental evidence for Syk tyrosine kinase activity. Paper shows Syk phosphorylates BTK on tyrosine residues.,ACCEPT,"Direct experimental evidence demonstrating Syk protein tyrosine kinase activity. The paper shows Syk phosphorylates BTK at Tyr551, confirming its enzymatic function.","This interaction of BTK with SRC kinases transphosphorylated BTK on tyrosine at residue 551, which led to BTK activation",PMID:8629002,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:9199344,Shc contains two Grb2 binding sites needed for efficient formation of complexes with SOS in B lymphocytes.,,,Direct assay evidence for Syk kinase activity.,ACCEPT,IDA evidence for core enzymatic function. Multiple papers confirm Syk tyrosine kinase activity.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IMP,,Experimental,PMID:33782605,Gain-of-function variants in SYK cause immune dysregulation and systemic inflammation in humans and mice.,,,Paper on gain-of-function SYK mutations confirms kinase activity through mutant phenotype analysis.,ACCEPT,"IMP evidence from gain-of-function mutations that enhance Syk kinase activity, causing immune dysregulation. Confirms the importance of regulated kinase activity.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043410,positive regulation of MAPK cascade,,,IDA,,Experimental,PMID:8626447,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase.,,,"Paper shows Syk expression reconstitutes MAPK activation downstream of BCR, confirming its role in MAPK cascade activation.",ACCEPT,Direct evidence that Syk activates MAPK signaling. The paper demonstrates Syk expression in non-lymphoid cells reconstitutes BCR-induced MAPK activation.,"Syk expression reconstituted several signaling events upon anti-IgM stimulation, including Syk phosphorylation and association with the BCR, tyrosine phosphorylation of numerous proteins including Shc, and activation of mitogen-activated protein kinase",PMID:8626447,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043410,positive regulation of MAPK cascade,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Duplicate annotation showing Syk activates MAPK in mast cells.,ACCEPT,Well-established function - Syk activates MAPK cascades downstream of immune receptors.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0032752,positive regulation of interleukin-3 production,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,"Syk is required for cytokine production by activated mast cells, including IL-3.",ACCEPT,Part of Syk role in mast cell activation. Syk-deficient mast cells fail to produce cytokines upon FcεRI stimulation.,"Using Syk-deficient mast cells we show that they fail to degranulate, synthesize leukotrienes and secrete cytokines when stimulated through Fc epsilon RI",PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:19098920,"Fc receptor gamma-chain, a constitutive component of the IL-3 receptor, is required for IL-3-induced IL-4 production in basophils.",,,Generic protein binding annotation without specificity.,REMOVE,Protein binding is too vague and uninformative. More specific binding annotations should be used.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0006606,protein import into nucleus,,,ISO,,ISO,PMID:23071339,Serine phosphorylation by SYK is critical for nuclear localization and transcription factor function of Ikaros.,,,Incorrect annotation. Syk is a cytoplasmic kinase and does not undergo nuclear import.,REMOVE,"Consistent with IEA evidence - Syk is a cytoplasmic kinase and does not undergo nuclear import as a primary function. The paper is about Syk regulating substrate proteins, not Syk nuclear localization.",,,,PMID:23071339
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:27609517,"TULA-2 Protein Phosphatase Suppresses Activation of Syk through the GPVI Platelet Receptor for Collagen by Dephosphorylating Tyr(P)346, a Regulatory Site of Syk.",,,Duplicate annotation in platelet context.,ACCEPT,Core function with direct experimental evidence in platelets.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,,,IMP,,Experimental,PMID:27609517,"TULA-2 Protein Phosphatase Suppresses Activation of Syk through the GPVI Platelet Receptor for Collagen by Dephosphorylating Tyr(P)346, a Regulatory Site of Syk.",,,"Syk signals downstream of platelet GPVI collagen receptor, essential for platelet activation by collagen.",ACCEPT,"Core function in platelet biology. Syk is activated downstream of GPVI-FcRγ complex upon collagen binding, critical for platelet activation and thrombus formation.",TULA-2 Protein Phosphatase Suppresses Activation of Syk through the GPVI Platelet Receptor for Collagen by Dephosphorylating Tyr(P)346,PMID:27609517,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0042169,SH2 domain binding,,,IDA,,Experimental,PMID:27609517,"TULA-2 Protein Phosphatase Suppresses Activation of Syk through the GPVI Platelet Receptor for Collagen by Dephosphorylating Tyr(P)346, a Regulatory Site of Syk.",,,"Syk contains SH2 domains that bind phosphotyrosines, a core structural feature enabling ITAM recognition.",ACCEPT,"Fundamental molecular function. Syk tandem SH2 domains bind phosphorylated ITAMs, essential for its recruitment and activation. Well-characterized structural feature.",It contains tandem SH2 domains that bind to immunoreceptor tyrosine-based activation motifs (ITAMs) on receptor subunits once they are phosphorylated,Syk-deep-research.md,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:26195794,Protein tyrosine phosphatase SAP-1 protects against colitis through regulation of CEACAM20 in the intestinal epithelium.,,,Generic protein binding annotation.,REMOVE,Uninformative general protein binding term should be avoided.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:22496641,CEACAM1 negatively regulates IL-1β production in LPS activated neutrophils by recruiting SHP-1 to a SYK-TLR4-CEACAM1 complex.,,,"Generic protein binding, though paper shows interaction with CEACAM1 and SHP-1.",REMOVE,"Generic protein binding term. The specific interactions (phosphatase binding, Toll-like receptor binding) are annotated separately with the same reference.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0019902,phosphatase binding,,,IPI,,Experimental,PMID:22496641,CEACAM1 negatively regulates IL-1β production in LPS activated neutrophils by recruiting SHP-1 to a SYK-TLR4-CEACAM1 complex.,,,Syk binds phosphatase SHP-1 as part of negative regulation. This is a legitimate regulatory interaction.,ACCEPT,Syk interacts with phosphatases like SHP-1/PTPN6 which dephosphorylate and inactivate Syk as negative feedback. Well-documented regulatory mechanism.,CEACAM1 negatively regulates IL-1β production in LPS activated neutrophils by recruiting SHP-1 to a SYK-TLR4-CEACAM1 complex,PMID:22496641,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0035325,Toll-like receptor binding,,,IPI,,Experimental,PMID:22496641,CEACAM1 negatively regulates IL-1β production in LPS activated neutrophils by recruiting SHP-1 to a SYK-TLR4-CEACAM1 complex.,,,"Paper shows Syk in complex with TLR4, though Syk may not directly bind TLR but rather associate via adaptors.",ACCEPT,"The paper demonstrates Syk forms a complex with TLR4, though this may be indirect via adaptors. Syk does function in some TLR signaling contexts.",CEACAM1 negatively regulates IL-1β production in LPS activated neutrophils by recruiting SHP-1 to a SYK-TLR4-CEACAM1 complex,PMID:22496641,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004674,protein serine/threonine kinase activity,,,ISO,,ISO,PMID:23071339,Serine phosphorylation by SYK is critical for nuclear localization and transcription factor function of Ikaros.,,,"Incorrect annotation. Syk is specifically a tyrosine kinase, not a serine/threonine kinase.",REMOVE,Consistent with IEA evidence - Syk is specifically a protein tyrosine kinase and does not have serine/threonine kinase activity. All experimental evidence confirms tyrosine-specific phosphorylation.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:10872802,Molecular cloning of the mouse APS as a member of the Lnk family adaptor proteins.,,,Generic protein binding with APS adaptor protein.,REMOVE,Generic protein binding term should be avoided. The paper shows interaction with APS adaptor but this should use more specific terms if available.,,,,PMID:10872802
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:8626447,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase.,,,Generic protein binding annotation.,REMOVE,Uninformative generic term. Paper shows BCR association but this is better captured by specific signaling annotations.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0001819,positive regulation of cytokine production,,,IGI,,Experimental,PMID:19770268,A murine DC-SIGN homologue contributes to early host defense against Mycobacterium tuberculosis.,,,Syk mediates cytokine production downstream of pattern recognition receptors.,ACCEPT,Core function in innate immunity. Syk is required for cytokine production downstream of C-type lectins and other pattern recognition receptors in myeloid cells.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:17086186,Integrin signaling in neutrophils and macrophages uses adaptors containing immunoreceptor tyrosine-based activation motifs.,,,Generic protein binding in integrin signaling context.,REMOVE,Uninformative generic term. Paper is about integrin signaling via ITAM adaptors.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:15845454,Syk-dependent cytokine induction by Dectin-1 reveals a novel pattern recognition pathway for C type lectins.,,,"Generic binding, paper is about Dectin-1 signaling.",REMOVE,Generic term. The functional significance is better captured by annotations for C-type lectin signaling.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0019901,protein kinase binding,,,IPI,,Experimental,PMID:11672534,Inhibition of beta 2 integrin receptor and Syk kinase signaling in monocytes by the Src family kinase Fgr.,,,Paper shows Syk interacts with Src family kinase Fgr in integrin signaling context.,ACCEPT,"Syk interacts with Src family kinases as part of signaling cascades. Src kinases phosphorylate ITAMs enabling Syk recruitment, and there are direct kinase-kinase interactions.",Inhibition of beta 2 integrin receptor and Syk kinase signaling in monocytes by the Src family kinase Fgr,PMID:11672534,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IMP,,Experimental,PMID:16456001,Scaffolding adapter Grb2-associated binder 2 requires Syk to transmit signals from FcepsilonRI.,,,Another duplicate for core kinase function.,ACCEPT,Core enzymatic function with mutant phenotype evidence.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:16456001,Scaffolding adapter Grb2-associated binder 2 requires Syk to transmit signals from FcepsilonRI.,,,Generic binding with Gab2 adaptor.,REMOVE,Generic term. Paper shows Syk-Gab2 interaction in FcεRI signaling but generic protein binding is uninformative.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:19124738,RhoH plays critical roles in Fc epsilon RI-dependent signal transduction in mast cells.,,,Generic binding in mast cell context with RhoH.,REMOVE,Generic protein binding term. Paper shows RhoH interaction but generic binding is uninformative.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:7499277,Selective regulation of Lyn tyrosine kinase by CD45 in immature B cells.,,,Direct experimental evidence for Syk tyrosine kinase activity in context of BCR regulation.,ACCEPT,Core enzymatic function with experimental validation.,Selective regulation of Lyn tyrosine kinase by CD45 in immature B cells,PMID:7499277,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0050853,B cell receptor signaling pathway,,,IDA,,Experimental,PMID:7499277,Selective regulation of Lyn tyrosine kinase by CD45 in immature B cells.,,,Core function of Syk. Direct evidence for Syk essential role in BCR signaling.,ACCEPT,BCR signaling is one of Syk primary functions. This is strongly supported by knockout phenotypes showing complete B cell development block and numerous studies on BCR signal transduction.,"In adaptive immunity, Syk is a critical mediator of B cell receptor signaling (GO:0050853), required for B-cell development and activation",Syk-deep-research.md,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043366,beta selection,,,IGI,,Experimental,PMID:9275205,The Syk and ZAP-70 SH2-containing tyrosine kinases are implicated in pre-T cell receptor signaling.,,,"Syk has a role in pre-TCR signaling during beta selection, though ZAP-70 is the primary kinase for T cells.",ACCEPT,"The paper shows Syk can partially compensate for ZAP-70 in pre-TCR signaling. While not its primary function, Syk does contribute to beta selection in certain contexts.",The Syk and ZAP-70 SH2-containing tyrosine kinases are implicated in pre-T cell receptor signaling,PMID:9275205,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:10872802,Molecular cloning of the mouse APS as a member of the Lnk family adaptor proteins.,,,Another duplicate annotation for core kinase function.,ACCEPT,Core enzymatic function with experimental evidence.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:8798454,Differential intrinsic enzymatic activity of Syk and Zap-70 protein-tyrosine kinases.,,,Direct assay comparing Syk and ZAP-70 kinase activities.,ACCEPT,Experimental evidence for core enzymatic function.,Differential intrinsic enzymatic activity of Syk and Zap-70 protein-tyrosine kinases,PMID:8798454,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004715,non-membrane spanning protein tyrosine kinase activity,,,IDA,,Experimental,PMID:8626447,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase.,,,Experimental evidence confirming Syk as a cytoplasmic tyrosine kinase.,ACCEPT,"Direct evidence that Syk is a non-receptor, cytoplasmic tyrosine kinase.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0007166,cell surface receptor signaling pathway,,,IDA,,Experimental,PMID:9099676,Syk activation and dissociation from the B-cell antigen receptor is mediated by phosphorylation of tyrosine 130.,,,General term for Syk role in multiple receptor signaling pathways. More specific terms for individual pathways are preferred.,ACCEPT,"While general, this accurately captures Syk broad role in signaling from multiple cell surface receptors including BCR, FcRs, and integrins.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0035556,intracellular signal transduction,,,IDA,,Experimental,PMID:8626447,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase.,,,General but accurate term for Syk role as an intracellular signaling kinase.,ACCEPT,Syk is a key component of intracellular signaling cascades downstream of immune receptors. The paper demonstrates Syk role in signal transduction.,Syk expression reconstituted several signaling events upon anti-IgM stimulation,PMID:8626447,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0045579,positive regulation of B cell differentiation,,,IMP,,Experimental,PMID:7477353,Syk tyrosine kinase required for mouse viability and B-cell development.,,,"Core function. Syk is absolutely required for B cell development, with knockout mice showing complete block at pro-B to pre-B transition.",ACCEPT,"Essential function strongly supported by genetic evidence. Syk-deficient mice have complete B cell developmental arrest, confirming its critical role in B cell differentiation.",Syk tyrosine kinase required for mouse viability and B-cell development,PMID:7477353,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0045588,positive regulation of gamma-delta T cell differentiation,,,IMP,,Experimental,PMID:8790395,Disruption of epithelial gamma delta T cell repertoires by mutation of the Syk tyrosine kinase.,,,"Syk plays a role in gamma-delta T cell development, particularly for epithelial gamma-delta T cells.",ACCEPT,"Supported by genetic evidence showing disrupted gamma-delta T cell development in Syk mutants. While not as critical as for B cells, Syk does contribute to gamma-delta T cell differentiation.",Disruption of epithelial gamma delta T cell repertoires by mutation of the Syk tyrosine kinase,PMID:8790395,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0046638,positive regulation of alpha-beta T cell differentiation,,,IGI,,Experimental,PMID:9275205,The Syk and ZAP-70 SH2-containing tyrosine kinases are implicated in pre-T cell receptor signaling.,,,Syk can partially compensate for ZAP-70 in T cell development but is not the primary kinase.,KEEP_AS_NON_CORE,"While Syk can contribute to alpha-beta T cell development, ZAP-70 is the primary kinase for this process. This is a compensatory rather than primary function.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0046641,positive regulation of alpha-beta T cell proliferation,,,IGI,,Experimental,PMID:9275205,The Syk and ZAP-70 SH2-containing tyrosine kinases are implicated in pre-T cell receptor signaling.,,,Syk can contribute to T cell proliferation when compensating for ZAP-70.,KEEP_AS_NON_CORE,Not a primary function - ZAP-70 is the main kinase for T cell proliferation. Syk plays a compensatory role.,,,,
