level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
type	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	Autophagy-Lysosome Pathway	Chaperone-mediated autophagy	Lysosomal modulator of chaperone-mediated autophagy	Chaperone-mediated autophagy enhancer	Modulator of interaction between substrate and lysosome-p53	mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	mapped
type	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	Autophagy-Lysosome Pathway	Chaperone-mediated autophagy	Lysosomal modulator of chaperone-mediated autophagy	Chaperone-mediated autophagy inhibitor	Modulator of LAMP2A multimerization	mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal chitobiase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal chitobiase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal chitobiase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal fusocidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal fusocidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal fusocidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal galactosidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal galactosidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal galactosidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal glucosidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal glucosidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal glucosidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal glucuronidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal glucuronidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal glucuronidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparin acetyltransferase to prepare for heparin degradation	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal heparin acetyltransferase to prepare for heparin degradation		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparin acetyltransferase to prepare for heparin degradation	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparin sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal heparin sulfatase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparin sulfatase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparinase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal heparinase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal heparinase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal hexosaminidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal hexosaminidase		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal hexosaminidase	no_mapping
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal hyaluronidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal hyaluronidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal hyaluronidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal iduronidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal iduronidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal iduronidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal mannosidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal mannosidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal mannosidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal phosphorylase for glycogen catabolism	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal phosphorylase for glycogen catabolism		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal phosphorylase for glycogen catabolism	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal protein deglycosidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal protein deglycosidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal protein deglycosidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal sialic acid deacetylase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal sialic acid deacetylase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal sialic acid deacetylase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal sialidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal sialidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism|Lysosomal sialidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal fatty acid amidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal fatty acid amidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal fatty acid amidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal lipase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal lipase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal phospholipase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal phospholipase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal sphingomyelin/ceramide metabolism	General activator of glycosphingolipid degradation	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism	no_mapping
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal arylesterase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal arylesterase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal arylesterase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal de-palmitoylation	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal de-palmitoylation		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal de-palmitoylation	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal de-prenylation	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal de-prenylation		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal de-prenylation	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal peptidase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal peptidase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal peptidase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal protease	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal protease		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal protease	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal protein disulfide isomerase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal protein disulfide isomerase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal protein disulfide isomerase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal thiol reductase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal thiol reductase		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism|Lysosomal thiol reductase	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	mapped
type	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal membrane homeostasis	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal membrane homeostasis		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal membrane homeostasis	no_mapping
type	Autophagy-Lysosome Pathway|Microautophagy|General microautophagy machinery|ESCRT-III complex component	Autophagy-Lysosome Pathway	Microautophagy	General microautophagy machinery	ESCRT-III complex component		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|General microautophagy machinery|ESCRT-III complex component	mapped
type	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy|PDH-positive MDV-mediated micromitophagy	Autophagy-Lysosome Pathway	Microautophagy	Micromitophagy	PDH-positive MDV-mediated micromitophagy	Promotion of MDV formation by ubiquitination of substrates	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy|PDH-positive MDV-mediated micromitophagy	no_mapping
type	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy|TOMM20-positive MDV-mediated micromitophagy	Autophagy-Lysosome Pathway	Microautophagy	Micromitophagy	TOMM20-positive MDV-mediated micromitophagy	MDV budding	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy|TOMM20-positive MDV-mediated micromitophagy	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex component	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, direct	AMPK complex component		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex component	mapped
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex modulator by phosphorylation	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, direct	AMPK complex modulator by phosphorylation	PKA complex component	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex modulator by phosphorylation	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex ubiquitination	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, direct	AMPK complex ubiquitination		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct|AMPK complex ubiquitination	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator by Ca2+ signaling	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, upstream	AMPK complex modulator by Ca2+ signaling		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator by Ca2+ signaling	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator by metabolite balance	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, upstream	AMPK complex modulator by metabolite balance		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator by metabolite balance	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator, miscellaneous	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, upstream	AMPK complex modulator, miscellaneous		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream|AMPK complex modulator, miscellaneous	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|General antioxidant	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Miscellaneous autophagy signaling	General antioxidant		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|General antioxidant	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|Inhibition of apoptosis by caspase-8 inhibition	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Miscellaneous autophagy signaling	Inhibition of apoptosis by caspase-8 inhibition		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|Inhibition of apoptosis by caspase-8 inhibition	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|Phosphorylates mTORC1 targets	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Miscellaneous autophagy signaling	Phosphorylates mTORC1 targets		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|Phosphorylates mTORC1 targets	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|mTORC1 independent autophagy inhibition	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Miscellaneous autophagy signaling	mTORC1 independent autophagy inhibition		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling|mTORC1 independent autophagy inhibition	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|Modulator of mTORC1 activity	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, direct	Modulator of mTORC1 activity		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|Modulator of mTORC1 activity	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|mTORC1 complex component	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, direct	mTORC1 complex component		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct|mTORC1 complex component	mapped
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Hypoxia signaling pathway	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	Hypoxia signaling pathway		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Hypoxia signaling pathway	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Insulin signaling pathway	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	Insulin signaling pathway	Upstream activator of IRS1/2/4	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Insulin signaling pathway	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|MAPK1 signaling pathway	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	MAPK1 signaling pathway		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|MAPK1 signaling pathway	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Miscellaneous mTORC1 regulation	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	Miscellaneous mTORC1 regulation		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Miscellaneous mTORC1 regulation	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	Nutrient sensing	RAGA/B-RAGC/D complex component	no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing	no_mapping
type	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|mTORC1 signal integration	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	mTORC1 signal integration		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|mTORC1 signal integration	no_mapping
type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Phosducin-like proteins	no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone	no_mapping
type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	mapped
type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|sequence similar non-CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	sequence similar non-CCT/TRiC subunit		no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|sequence similar non-CCT/TRiC subunit	no_mapping
type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70	mapped
type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSP110/GRP170 subtype	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	mapped
type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange inhibitor	TPR domain subtype	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor	mapped
type	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Cytonuclear proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	mapped
type	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone	Cytonuclear proteostasis	Chaperone	HSP70-HSP90 system integration	HSP70-HSP90 joint cochaperone	CC-TPR and Armadillo domain containing	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration|HSP70-HSP90 joint cochaperone	mapped
type	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90	Cytonuclear proteostasis	Chaperone	HSP90 system	HSP90		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90	mapped
type	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	Cytonuclear proteostasis	Chaperone	HSP90 system	HSP90 cochaperone	CS domain containing	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	mapped
type	Cytonuclear proteostasis|Chaperone|small HSP system|small HSP	Cytonuclear proteostasis	Chaperone	small HSP system	small HSP		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|small HSP system|small HSP	mapped
type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	Cytonuclear proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	Cyclophilin type		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	mapped
type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	Cytonuclear proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	FKBP type		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	mapped
type	ER proteostasis|Chaperone|HSP70 system|HSP70	ER proteostasis	Chaperone	HSP70 system	HSP70		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	ER proteostasis|Chaperone|HSP70 system|HSP70	mapped
type	ER proteostasis|Chaperone|HSP70 system|HSP70 activity modulator	ER proteostasis	Chaperone	HSP70 system	HSP70 activity modulator		no_mapping		er_proteostasis.yaml	ER proteostasis|Chaperone|HSP70 system|HSP70 activity modulator	no_mapping
type	ER proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ER proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSP110/GRP170 subtype	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	ER proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	mapped
type	ER proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor	ER proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange inhibitor	SAP subtype	no_mapping		er_proteostasis.yaml	ER proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor	no_mapping
type	ER proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	ER proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	ER proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	mapped
