accession	subsection	rank	protrek_score	cosine	text
Q9Y6Z9	Function	2	20.6626	0.385910	Catalyzes the NADP dependent reduction of L-sorbose to D-glucitol. Can also convert fructose to mannitol, but less efficiently
Q9Y6Z9	Function	3	18.4371	0.344345	Pentose reductase with a broad substrate affinity involved in pentose catabolism. Has highest reductase activities with L-arabinose and D-xylose as substrates, and displays much lower activities with D-ribose, D-galactose and D-glucose. Has highest dehydrogenase activity with L-arabitol as substrate, followed by xylitol and D-sorbitol. May be responsible for the first step of the L-arabinose catabolic pathway
Q9Y6Z9	Function	4	17.9692	0.335606	Catalyzes the initial reaction in the xylose utilization pathway by reducing D-xylose into xylitol. Xylose is a major component of hemicelluloses such as xylan. Most fungi utilize D-xylose via three enzymatic reactions, xylose reductase (XR), xylitol dehydrogenase (XDH), and xylulokinase, to form xylulose 5-phosphate, which enters pentose phosphate pathway. Also major aldose reductase in pentose and D-galactose catabolism. Reduces the pentose L-arabinose and the hexose D-galactose to their respective polyols. Responsible for extracellular beta-galactosidase formation and cellulase induction during growth on lactose
Q9Y6Z9	Function	5	17.7925	0.332307	Catalyzes the NADPH-dependent reduction of L-xylulose, D-xylulose, L-(+) erythrulose, D-erythrose, D-threose, L-ribulose, 1,4-dibromo-2,3-butanedione and 2,3-heptanedione (PubMed:21477590). Also active against isatin, 9,10-phenanthrenequinone, menadione, 2,3-hexaenadione and 3,4-hexahenadione (PubMed:21300042). No activity observed when tested using NADH rather than NADPH (PubMed:21300042)
Q9Y6Z9	Function	6	17.6331	0.329329	Catalyzes the reversible NADP-dependent oxidation of gluconate to 5-ketogluconate. Is involved in the non-phosphorylative, ketogenic oxidation of glucose. Is almost inactive with NAD as cosubstrate. Displays high substrate specificity since D-Glucose, D-sorbitol, and D-mannitol are not oxidized by the enzyme, and 2-ketogluconate and L-sorbose are not reduced. Can accept D-fructose as a substrate, with a rate that is only 10% of the rate of 5-ketogluconate reduction
Q9Y6Z9	Function	7	17.5606	0.327975	L-xylulose reductase involved in the catabolism of L-arabinose through an oxidoreductive pathway. Catalyzes the NADPH-dependent reduction of L-xylulose. Is also able to convert D-xylulose, D-ribulose, L-sorbose, and D-fructose to their corresponding polyols
Q9Y6Z9	Function	8	17.0987	0.319349	L-xylulose reductase involved in the catabolism of L-arabinose through an oxidoreductive pathway. Catalyzes the NADPH-dependent reduction of L-xylulose
Q9Y6Z9	Function	9	17.0491	0.318422	Xylitol dehydrogenase which catalyzes the conversion of xylitol to D-xylulose. Xylose is a major component of hemicelluloses such as xylan. Most fungi utilize D-xylose via three enzymatic reactions, xylose reductase (XR), xylitol dehydrogenase (XDH), and xylulokinase, to form xylulose 5-phosphate, which enters pentose phosphate pathway
Q9Y6Z9	Function	10	17.0472	0.318386	Reduces D-xylose into xylitol. Preferentially utilizes NADPH as a cosubstrate
Q9Y6Z9	Function	11	16.9534	0.316635	L-xylulose reductase involved in the catabolism of D-galactose through an oxidoreductive pathway. Catalyzes the NADPH-dependent reduction of L-xylo-3-hexulose. Is also active with D-ribulose and L-xylulose, and to a lesser extent with D-xylulose, D-fructose and L- and D-sorbose. In the reverse reaction, shows activity with D-sorbitol and D-mannitol, low activity with xylitol, but no activity with galactitol, ribitol, and L- and D-arabitol
Q9Y6Z9	Function	12	16.9317	0.316229	Reduces D-xylose into xylitol. Preferentially utilizes NADH as a cosubstrate
Q9Y6Z9	Function	13	16.9207	0.316024	Reduces D-xylose into xylitol
Q9Y6Z9	Function	14	16.9145	0.315909	Aldose reductase with a broad substrate specificity. Reduces the cytotoxic compound methylglyoxal (MG) to acetol and (R)-lactaldehyde under stress conditions. MG is synthesized via a bypath of glycolysis from dihydroxyacetone phosphate and is believed to play a role in cell cycle regulation and stress adaptation (PubMed:11525399). In pentose-fermenting yeasts, aldose reductase catalyzes the reduction of xylose into xylitol. The purified enzyme catalyzes this reaction, but the inability of S.cerevisiae to grow on xylose as sole carbon source indicates that the physiological function is more likely methylglyoxal reduction (Probable) (PubMed:11722921)
Q9Y6Z9	Function	15	16.8829	0.315318	Xylitol dehydrogenase which catalyzes the conversion of xylitol to D-xylulose. Xylose is a major component of hemicelluloses such as xylan. Most fungi utilize D-xylose via three enzymatic reactions, xylose reductase (XR), xylitol dehydrogenase (XDH), and xylulokinase, to form xylulose 5-phosphate, which enters pentose phosphate pathway (By similarity)
Q9Y6Z9	Function	16	16.6981	0.311865	NADPH dehydrogenase; part of the gene cluster that mediates the biosynthesis of aflavarin, a bicoumarin that exhibits anti-insectan activity against the fungivorous beetle C.hemipterus (PubMed:26209694, Ref.2)
Q9Y6Z9	Function	17	16.6600	0.311155	Catalyzes the oxidation of D-arabinose, L-xylose, L-fucose and L-galactose in the presence of NADP(+)
Q9Y6Z9	Function	18	16.6502	0.310972	Reduces D-xylose into xylitol. Has a preference for NADPH, but can also utilize NADH as cosubstrate
Q9Y6Z9	Function	19	16.5244	0.308623	Catalyzes the reduction of D-erythrulose to D-threitol with the concomitant oxidation of NAD(P)H to NAD(P)(+). NADH is less effective than NADPH. May also catalyze the reduction of L-xylulose
Q9Y6Z9	Function	20	16.4964	0.308099	Catalyzes the initial reaction in the xylose utilization pathway by reducing D-xylose into xylitol. Xylose is a major component of hemicelluloses such as xylan. Most fungi utilize D-xylose via three enzymatic reactions, xylose reductase (XR), xylitol dehydrogenase (XDH), and xylulokinase, to form xylulose 5-phosphate, which enters pentose phosphate pathway (By similarity)
Q9Y6Z9	Function	21	16.3859	0.306036	NADP-dependent D-xylose dehydrogenase catalyzing the oxydation of D-xylose into D-xylonolactone. Also displays some, albeit lower activity with D-glucose, D-galactose and L-arabinose as substrate. Probably not involved in D-xylose degradation, as it has been shown that H.jecorina assimilates D-xylose via D-xylose reductase and xylitol dehydrogenase, and it is unable to grow on D-xylonic acid as sole carbon source. May play a role in the regeneration of NADP(+) in the presence of D-xylose
Q9Y6Z9	Function	22	16.3810	0.305943	Reduces D-xylose into xylitol. Has a preference for NADPH, but can also utilize NADH as cosubstrate (By similarity)
Q9Y6Z9	Function	23	16.3705	0.305748	Catalyzes the NADPH-specific reduction of 1,5-anhydro-D-fructose to 1,5-anhydro-D-mannitol. Also shows some activity against structurally related compounds such as 3-keto-1,5-anhydro-D-fructose, D-glucosone and D-xylosone. The enzyme cannot use NADH as cosubstrate
Q9Y6Z9	Function	24	16.2356	0.303227	Unknown. The enzyme has no activity toward sorbose
Q9Y6Z9	Function	25	16.2187	0.302912	Short chain dehydrogenase; part of the gene cluster that mediates the biosynthesis of oxopyrrolidines, polyketide-amino acid hybrid compounds with feature structures of tetramic acid (PubMed:36005526). Does not seem to play a role in oxopyrrolidines A and B biosynthesis (PubMed:36005526). May be involved in further modifications of these oxopyrrolidines (Probable)
O74447	Function	1	17.8212	0.332843	Has a role in meiosis
O74447	Function	2	17.2257	0.321720	Has a role late in meiosis
O74447	Function	3	16.0261	0.299316	Involved in chromosome segregation during meiosis. Promotes efficient recombinational repair and functions in the protection of the genome from spontaneous and induced DNA damage like mutations and gross chromosomal rearrangements (GCRs)
O74447	Function	4	15.9390	0.297690	Has a role in meiosis and sporulation
O74447	Function	5	15.9023	0.297003	Involved in regulation of meiotic recombination and repair of DNA damage. Inhibits RAD51-mediated recombination when the meiotic recombination machinery is impaired
O74447	Function	6	15.8964	0.296893	Has a role in meiosis and sporulation. Required for meiotic chromosome segregation
O74447	Function	7	15.7548	0.294248	May be involved in meiosis
O74447	Function	8	15.6093	0.291531	Participates in the repair of X-ray-induced damage to DNA and in meiosis. It may act in part by stabilizing a repair complex of other RAD genes
O74447	Function	9	15.5959	0.291282	Involved in chromosome segregation during meiosis. Promotes efficient recombinational repair and functions in the protection of the genome from spontaneous and induced DNA damage like mutations and gross chromosomal rearrangements (GCRs) (By similarity)
O74447	Function	10	15.5717	0.290828	Plays a role in meiosis and sporulation
O74447	Function	11	15.4775	0.289069	Involved in sporulation and has a role in meiosis
O74447	Function	12	15.4046	0.287707	Has a role in meiotic chromosome segregation
O74447	Function	13	15.2721	0.285233	Involved in DNA double-strand break (DSB) repair. Involved in mating type switching and has a role in choosing the sister chromatid for recombinational repair. Also has a role in telomere length maintenance
O74447	Function	14	15.1690	0.283309	May be involved in the control of meiotic sister-chromatid recombination
O74447	Function	15	15.1244	0.282475	Could be involved in a ubiquitin-related process important for DNA damage tolerance. Acts in a process which is defective in the checkpoint rad mutants and which involves hus5
O74447	Function	16	15.1035	0.282084	Essential for mating and meiosis
O74447	Function	17	15.0205	0.280534	Involved in apoptosis. May play a role in nuclear function controlling cellular proliferation coupled to mitochondrial biogenesis. Causes impaired growth when overexpressed
O74447	Function	18	14.9952	0.280062	May play a role in the assembly of the F1 component of the mitochondrial ATP synthase (ATPase)
O74447	Function	19	14.9663	0.279522	Facilitates initiation of meiotic recombination and DNA double-strand break (DSB) formation at DSB hotspot sites by enhancing the interaction between rec10 and rec15
O74447	Function	20	14.8844	0.277993	Required for normal levels of meiotic recombination. Acts in the recombinational pathway of double-strand break (DSB) repair together with rhp51, rhp55 and rad22. Required for the full extent of DNA recombination and cell survival under condition of a replication fork collapse
O74447	Function	21	14.8819	0.277947	Has a role in the homologous recombination repair (HRR) of genomic DNA during meiosis. Required for rad-51 recruitment onto ssDNA gaps generated at stalled replication fork barriers (By similarity)
O74447	Function	22	14.8586	0.277511	Has a role in meiotic nuclear divsion where it promotes the movement of 'horsetails'
O74447	Function	23	14.8565	0.277472	May play a role in DNA replication checkpoint via regulation of hsk1 or may act downstream of hsk1 in an S phase regulatory pathway
O74447	Function	24	14.8528	0.277402	Has a role in karyogamy, recombination and segregation during meiosis. Although it has been shown to associate with the spindle pole body it is unlikely to be involved in its formation or maintenance
O74447	Function	25	14.8357	0.277083	May be involved in protection from oxidative damage (By similarity). Has a role in meiosis
Q92340	Function	1	17.8563	0.333497	High affinity heme transporter involved in the assimilation of exogenous heme during conditions of low cellular iron
Q92340	Function	2	17.6455	0.329561	Low affinity heme transporter involved in the assimilation of exogenous heme during conditions of low cellular iron
Q92340	Function	3	16.9989	0.317485	GPI-linked hyphal surface heme-binding protein involved in heme-iron utilization (PubMed:25275454, PubMed:27617569). Heme transfer occurs between PGA7, RBT5 and CSA2 supporting a model in which the 3 CFEM proteins cooperate in a heme-acquisition system and form a cross-cell wall heme-transfer cascade (PubMed:25275454, PubMed:27617569). The ability to acquire iron from host tissues is a major virulence factor of pathogenic microorganisms. Required for biofilm formation (PubMed:25275454)
Q92340	Function	4	16.9815	0.317160	Plays a role in maintaining mitochondrial and plasma membrane integrity and consequently impacting the iron homeostasis, respiratory metabolism and antioxidant response (PubMed:9180083, PubMed:16135527, PubMed:16630279, PubMed:23892078, PubMed:29773647)
Q92340	Function	5	16.8411	0.314536	GPI-linked hyphal surface heme-binding protein involved in heme-iron utilization (PubMed:15306022, PubMed:17042757, PubMed:18466294, PubMed:21205162, PubMed:25275454, PubMed:27617569). Heme transfer occurs between PGA7, RBT5 and CSA2 supporting a model in which the 3 CFEM proteins cooperate in a heme-acquisition system and form a cross-cell wall heme-transfer cascade (PubMed:15306022, PubMed:17042757, PubMed:18466294, PubMed:21205162, PubMed:25275454, PubMed:27617569). The ability to acquire iron from host tissues is a major virulence factor of pathogenic microorganisms. Required for biofilm formation (PubMed:15306022, PubMed:17042757, PubMed:18466294, PubMed:21205162, PubMed:25275454)
Q92340	Function	6	16.7581	0.312987	Has a role in controlling the cellular iron ion levels. Mobilizes vacuolar stores of iron in conditions of low iron levels
Q92340	Function	7	16.7226	0.312324	Involved in inducible protoporphyrin IX influx and heme efflux
Q92340	Function	8	16.5256	0.308645	Vacuolar iron transporter involved in the transfer of iron from the cytosol to the vacuole for intracellular iron storage (PubMed:26960149). Plays an essential role in iron detoxification during high iron conditions (PubMed:26960149)
Q92340	Function	9	16.4411	0.307067	Involved in the regulation of the iron regulon in responss to decreased mitochondrial iron-sulfur cluster synthesis
Q92340	Function	10	16.3378	0.305138	Involved in vacuolar sequestration of glutathione S-conjugates. Together with abc4, required for accumulation of a red pigment (ade pigment) in the vacuole of a mutant affected in the adenine biosynthetic pathway
Q92340	Function	11	16.3017	0.304463	Iron transport multicopper ferroxidase required for Fe(2+) ion high affinity uptake. Required to oxidize Fe(2+) to Fe(3+), which is then transported into the cell via the ferric iron permease FTR1. Essential component of copper-dependent iron transport
Q92340	Function	12	16.2997	0.304426	Heme transporter that regulates intracellular heme availability through the endosomal or lysosomal compartment. In macrophages, is the heme transporter for heme-iron recycling (PubMed:18418376). Essential for macrophage iron homeostasis, transports heme from the phagolysosome to the cytoplasm during erythrophagocytosis (EP) (PubMed:23395172)
Q92340	Function	13	16.2857	0.304164	Involved in the recovery of exogenous heme iron. Extracts iron from heme while preserving the protoporphyrin ring intact. Also displays peroxidase activity on guaiacol and catechol in vitro. The deferrochelatase activity appears to be closely related to the peroxidation activity, but the link is unclear
Q92340	Function	14	16.2755	0.303973	Iron-regulated vacuolar transporter that mobilizes stored heme from the vacuole to the cytosol in response to iron deficiency
Q92340	Function	15	16.2634	0.303748	May be involved in ion homeostasis together with BTN1 or BTN2
Q92340	Function	16	16.2268	0.303064	Anion/proton exchange transporter involved in iron and copper cation homeostasis. Involved in intracellular iron metabolism during growth on fermentable and non fermentable carbon sources. Required for proper copper-loading and maturation of multicopper oxidase FET3. Important for adjusting intracellular compartment pH to more alkaline pH under iron limitation. May also transport chloride ions through the plasma membrane
Q92340	Function	17	16.1768	0.302129	Secreted heme-binding protein involved in the utilization of iron from human hemoglobin during hyphal growth (PubMed:24796871, PubMed:27617569). May also play a role in non-hemoglobin iron utilization (PubMed:24796871). Heme transfer occurs between PGA7, RBT5 and CSA2 supporting a model in which the 3 CFEM proteins cooperate in a heme-acquisition system and form a cross-cell wall heme-transfer cascade (PubMed:27617569). The ability to acquire iron from host tissues is a major virulence factor of pathogenic microorganisms (PubMed:24796871)
Q92340	Function	18	16.1522	0.301670	Has a role in both calcium and manganese homeostasis. Involved in the transfer of iron and Mn(2+) from the cytosol to the vacuole for storage of these metals (By similarity)
Q92340	Function	19	16.1080	0.300846	Required for homeostasis of heavy metal ions such as cadmium, cobalt and copper. Controls metal ion transport and prevents metal hyperaccumulation by negatively regulating the SMF1 and SMF2 metal transport systems. Under manganese-replete conditions facilitates trafficking of SMF1 and SMF2 metal transporters to the vacuole where they are degraded
Q92340	Function	20	16.1071	0.300828	Heme transporter that regulates intracellular heme availability through the endosomal or lysosomal compartment. In macrophages, is the heme transporter for heme-iron recycling. Essential for macrophage iron homeostasis, transports heme from the phagolysosome to the cytoplasm during erythrophagocytosis (EP)
Q92340	Function	21	15.9739	0.298340	High affinity iron permease required for iron uptake in iron-depleted environments (PubMed:15158278, PubMed:20545847). Required for full virulence in mice (PubMed:20545847)
Q92340	Function	22	15.8763	0.296517	Heme-binding protein involved in heme-iron utilization. The ability to acquire iron from host tissues is a major virulence factor of pathogenic microorganisms. Involved in biofilm formation
Q92340	Function	23	15.8432	0.295900	Heme-binding protein involved in heme-iron utilization. The ability to acquire iron from host tissues is a major virulence factor of pathogenic microorganisms. Required for biofilm formation
Q92340	Function	24	15.8384	0.295810	Heme transporter that regulates intracellular heme availability through the endosomal or lysosomal compartment. In macrophages of the reticuloendothelial system, is the heme transporter for heme-iron recycling. Essential for macrophage iron homeostasis, transports heme from the phagolysosome to the cytoplasm during erythrophagocytosis (EP)
Q92340	Function	25	15.8125	0.295326	Vacuolar iron transporter involved in the transfer of iron ions from the cytosol to the vacuole for intracellular iron storage (PubMed:30742036). Can transport cobalt ions from the cytosol to the vacuole (PubMed:30742036)
Q9UTE9	Function	1	21.3597	0.398931	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane (By similarity). Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane (By similarity). Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (By similarity). The ddp-1/tim-8-tim-13 complex mediates the import of some proteins while the predominant tim-9/tin-9.1-tim-10/tin-10 70 kDa complex mediates the import of much more proteins (PubMed:15485840)
Q9UTE9	Function	2	20.5523	0.383851	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIM8-TIM13 complex is non essential and only mediates the import of few proteins, while the predominant TIM9-TIM10 70 kDa complex is crucial and mediates the import of much more proteins (By similarity)
Q9UTE9	Function	3	20.5065	0.382994	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The tim-8-tim-13 complex mediates the import of some proteins while the predominant tim-9/tin-9.1-tim-10/tin-10 70 kDa complex mediates the import of much more proteins (By similarity)
Q9UTE9	Function	4	20.3337	0.379767	Putative mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (By similarity)
Q9UTE9	Function	5	20.2672	0.378526	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The ddp-1/tim-8-tim-13 complex mediates the import of some proteins while the predominant tim-9/tin-9.1-tim-10/tin-10 70 kDa complex mediates the import of much more proteins
Q9UTE9	Function	6	20.1047	0.375491	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. May also be required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (By similarity)
Q9UTE9	Function	7	20.0564	0.374588	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIM8-TIM13 complex mediates the import of some proteins while the predominant TIM9-TIM10 70 kDa complex mediates the import of much more proteins (By similarity)
Q9UTE9	Function	8	20.0564	0.374588	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The Tim8-Tim13 complex mediates the import of some proteins while the predominant Tim9-Tim10 70 kDa complex mediates the import of much more proteins (By similarity)
Q9UTE9	Function	9	20.0109	0.373739	Probable mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (By similarity)
Q9UTE9	Function	10	19.7086	0.368092	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. Compared to TIM10, it may have a strong structural role
Q9UTE9	Function	11	19.6610	0.367203	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. Compared to TIM9, it may function as a substrate sensor
Q9UTE9	Function	12	19.6400	0.366811	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (By similarity)
Q9UTE9	Function	13	19.6341	0.366702	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The tim8-tim13 complex is non essential and only mediates the import of few proteins, while the predominant tim9-tim10 70 kDa complex is crucial and mediates the import of much more proteins
Q9UTE9	Function	14	19.4760	0.363748	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIMM8-TIMM13 complex mediates the import of some proteins while the predominant TIMM9-TIMM10 70 kDa complex mediates the import of much more proteins (By similarity)
Q9UTE9	Function	15	19.1819	0.358256	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIMM8-TIMM13 complex mediates the import of proteins such as TIMM23, SLC25A12/ARALAR1 and SLC25A13/ARALAR2, while the predominant TIMM9-TIMM10 70 kDa complex mediates the import of much more proteins (By similarity)
Q9UTE9	Function	16	19.0351	0.355514	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIM8-TIM13 complex is non essential and only mediates the import of few proteins under precise conditions while the predominant TIM9-TIM10 70 kDa complex is crucial and mediates the import of much more proteins. Strictly required for import of TIM23 in some conditions, when a low membrane potential exists in the mitochondria
Q9UTE9	Function	17	18.9632	0.354171	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIM8-TIM13 complex is non essential and only mediates the import of few proteins under precise conditions, while the predominant TIM9-TIM10 70 kDa complex is crucial and mediates the import of much more proteins. Strictly required for import of TIM23 in some conditions, when a low membrane potential exists in the mitochondria
Q9UTE9	Function	18	18.8683	0.352398	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIMM8-TIMM13 complex mediates the import of proteins such as TIMM23, SLC25A12/ARALAR1 and SLC25A13/ARALAR2, while the predominant TIMM9-TIMM10 70 kDa complex mediates the import of much more proteins
Q9UTE9	Function	19	18.7179	0.349590	Required for the assembly or recycling of the small Tim proteins in the mitochondrial intermembrane, thereby participating in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane
Q9UTE9	Function	20	18.2849	0.341503	Required for the assembly or recycling of the small Tim proteins in the mitochondrial intermembrane, thereby participating in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. Probably acts by facilitating the formation of disulfide bonds in small Tim proteins
Q9UTE9	Function	21	18.1556	0.339088	Mitochondrial intermembrane chaperone that participates in the import and insertion of some multi-pass transmembrane proteins into the mitochondrial inner membrane. Also required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space. The TIMM8-TIMM13 complex mediates the import of proteins such as TIMM23, SLC25A12/ARALAR1 and SLC25A13/ARALAR2, while the predominant TIMM9-TIMM10 70 kDa complex mediates the import of much more proteins. Probably necessary for normal neurologic development
Q9UTE9	Function	22	18.0454	0.337030	Central component of a redox-sensitive mitochondrial intermembrane space import machinery which is required for the biogenesis of respiratory chain complexes (PubMed:26004228). Functions as chaperone and catalyzes the formation of disulfide bonds in substrate proteins, such as COX17, COX19, MICU1 and COA7 (PubMed:16185709, PubMed:26387864, PubMed:19182799, PubMed:21059946, PubMed:23186364, PubMed:23676665, PubMed:30885959). Required for the import and folding of small cysteine-containing proteins (small Tim) in the mitochondrial intermembrane space (IMS). Required for the import of COA7 in the IMS (PubMed:30885959). Precursor proteins to be imported into the IMS are translocated in their reduced form into the mitochondria. The oxidized form of CHCHD4/MIA40 forms a transient intermolecular disulfide bridge with the reduced precursor protein, resulting in oxidation of the precursor protein that now contains an intramolecular disulfide bond and is able to undergo folding in the IMS (PubMed:16185709, PubMed:19182799, PubMed:21059946, PubMed:23676665). Reduced CHCHD4/MIA40 is then reoxidized by GFER/ERV1 via a disulfide relay system (PubMed:23186364). Mediates formation of disulfide bond in MICU1 in the IMS, promoting formation of the MICU1-MICU2 heterodimer that regulates mitochondrial calcium uptake (PubMed:26387864)
Q9UTE9	Function	23	17.7944	0.332343	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. May also be required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space (Probable)
Q9UTE9	Function	24	17.7377	0.331283	Central component of a redox-sensitive mitochondrial intermembrane space import machinery which is required for the biogenesis of respiratory chain complexes. Functions as chaperone and catalyzes the formation of disulfide bonds in substrate proteins, such as COX17, COX19, MICU1 and COA7. Required for the import and folding of small cysteine-containing proteins (small Tim) in the mitochondrial intermembrane space (IMS). Required for the import of COA7 in the IMS. Precursor proteins to be imported into the IMS are translocated in their reduced form into the mitochondria. The oxidized form of CHCHD4/MIA40 forms a transient intermolecular disulfide bridge with the reduced precursor protein, resulting in oxidation of the precursor protein that now contains an intramolecular disulfide bond and is able to undergo folding in the IMS. Reduced CHCHD4/MIA40 is then reoxidized by GFER/ERV1 via a disulfide relay system. Mediates formation of disulfide bond in MICU1 in the IMS, promoting formation of the MICU1-MICU2 heterodimer that regulates mitochondrial calcium uptake
Q9UTE9	Function	25	17.5029	0.326898	Mitochondrial intermembrane chaperone that participates in the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. May also be required for the transfer of beta-barrel precursors from the TOM complex to the sorting and assembly machinery (SAM complex) of the outer membrane. Acts as a chaperone-like protein that protects the hydrophobic precursors from aggregation and guide them through the mitochondrial intermembrane space
