accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
Q88JH0,4,17.0861,F,trichloro-p-hydroquinone reductive dehalogenase activity,GO:0052690,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,10
Q88JH0,5,17.0293,F,polyvinyl alcohol dehydrogenase (cytochrome) activity,GO:0047059,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,10
Q88D23,1,19.3156,P,poly-hydroxybutyrate biosynthetic process,GO:0042619,exact_label,EXACT,GO:0042619,poly-hydroxybutyrate biosynthetic process,2
Q88D23,2,14.8647,P,"2,4,5-trichlorophenoxyacetic acid catabolic process",GO:0046228,exact_label,NO_OVERLAP,,,2
Q88D23,3,14.5533,P,poly(3-hydroxyalkanoate) biosynthetic process,GO:0042621,exact_label,NO_OVERLAP,,,2
Q88D23,4,14.5122,F,hydroxybutyrate-dimer hydrolase activity,GO:0047989,exact_label,NO_OVERLAP,,,2
Q88D23,5,14.4381,F,short-chain carboxylesterase activity,GO:0034338,exact_label,NO_OVERLAP,,,2
Q88GC8,1,18.1857,P,pyochelin biosynthetic process,GO:0042864,exact_label,NO_OVERLAP,,,1
Q88GC8,2,18.0817,P,aerobactin biosynthetic process,GO:0019270,exact_label,NO_OVERLAP,,,1
Q88GC8,3,17.7647,F,L-lysine 6-monooxygenase (NADPH) activity,GO:0047091,exact_label,NO_OVERLAP,,,1
Q88GC8,4,17.5818,P,organonitrogen compound biosynthetic process,GO:1901566,obsolete_in_go,OBSOLETE_TERM,,,1
Q88GC8,5,17.2198,P,ferrichrome biosynthetic process,GO:0031169,exact_label,NO_OVERLAP,,,1
Q88ME8,1,16.6584,P,regulation of DNA-templated transcription initiation,GO:2000142,exact_label,EXACT,GO:2000142,regulation of DNA-templated transcription initiation,8
Q88ME8,2,16.2821,F,bacterial-type RNA polymerase core enzyme binding,GO:0001000,exact_label,NO_OVERLAP,,,8
Q88ME8,3,15.6893,F,RNA polymerase core enzyme binding,GO:0043175,exact_label,NO_OVERLAP,,,8
Q88ME8,4,14.5454,P,positive regulation by symbiont of host transcription,GO:1990216,exact_label,NO_OVERLAP,,,8
Q88ME8,5,14.1703,P,response to host redox environment,GO:0075137,exact_label,NO_OVERLAP,,,8
O94603,1,19.8503,F,histone H3K36me2/H3K36me3 demethylase activity,GO:0140681,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,20
O94603,2,19.8066,F,histone H3K36me/H3K36me2 demethylase activity,GO:0140680,exact_label,EXACT,GO:0140680,histone H3K36me/H3K36me2 demethylase activity,20
O94603,3,18.9887,F,histone H3K36 demethylase activity,GO:0051864,exact_label,LESS_SPECIFIC,GO:0140680,histone H3K36me/H3K36me2 demethylase activity,20
O94603,4,18.7082,F,histone demethylase activity,GO:0032452,exact_label,EXACT,GO:0032452,histone demethylase activity,20
O94603,5,18.1364,F,histone H3K4 demethylase activity,GO:0032453,exact_label,MORE_SPECIFIC,GO:0032452,histone demethylase activity,20
Q9Y6Z9,1,18.9605,F,sorbose reductase activity,GO:0032115,exact_label,EXACT,GO:0032115,sorbose reductase activity,7
Q9Y6Z9,2,17.8329,F,L-xylulose reductase (NADP+) activity,,unresolved,UNRESOLVED,,,7
Q9Y6Z9,3,17.0253,F,L-xylulose reductase (NAD+) activity,,unresolved,UNRESOLVED,,,7
Q9Y6Z9,4,16.8053,P,L-sorbose catabolic process,GO:0042850,exact_label,MORE_SPECIFIC,GO:0005975,carbohydrate metabolic process,7
Q9Y6Z9,5,16.576,F,D-xylulose reductase activity,GO:0046526,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,7
O74447,1,14.6144,C,meiotic spindle pole body,GO:0035974,exact_label,NO_OVERLAP,,,5
O74447,2,14.5245,C,DNA recombinase auxiliary factor complex,GO:0120231,exact_label,NO_OVERLAP,,,5
O74447,3,14.3489,C,"cytoplasmic side of plasma membrane, cell tip",GO:0106186,exact_label,NO_OVERLAP,,,5
O74447,4,14.2095,C,mitotic spindle pole body,GO:0044732,exact_label,EXACT,GO:0044732,mitotic spindle pole body,5
O74447,5,14.1448,C,old mitotic spindle pole body,GO:0071957,exact_label,MORE_SPECIFIC,GO:0044732,mitotic spindle pole body,5
Q92340,1,15.7526,P,heme export from vacuole to cytoplasm,GO:0140357,exact_label,MORE_SPECIFIC,GO:0015886,heme transport,13
Q92340,2,14.8733,P,heme transport,GO:0015886,exact_label,EXACT,GO:0015886,heme transport,13
Q92340,3,14.6183,P,reductive iron assimilation,GO:0033215,exact_label,NO_OVERLAP,,,13
Q92340,4,14.61,P,heme import across plasma membrane,GO:1904334,exact_label,MORE_SPECIFIC,GO:0015886,heme transport,13
Q92340,5,14.5718,P,cellular response to iron ion starvation,GO:0010106,exact_label,EXACT,GO:0010106,cellular response to iron ion starvation,13
Q9UTE9,1,20.6208,C,mitochondrial intermembrane space protein transporter complex,,unresolved,UNRESOLVED,,,7
Q9UTE9,2,17.8538,P,protein insertion into mitochondrial inner membrane,GO:0045039,exact_label,EXACT,GO:0045039,protein insertion into mitochondrial inner membrane,7
Q9UTE9,3,17.1059,C,TIM22 mitochondrial import inner membrane insertion complex,GO:0042721,exact_label,EXACT,GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,7
Q9UTE9,4,16.9762,F,protein transporter activity,GO:0140318,exact_label,NO_OVERLAP,,,7
Q9UTE9,5,16.6461,P,protein import into mitochondrial intermembrane space,GO:0045041,exact_label,MORE_SPECIFIC,GO:0015031,protein transport,7
Q9HDX8,1,18.2167,P,L-ascorbic acid biosynthetic process,GO:0019853,exact_label,NO_OVERLAP,,,10
Q9HDX8,2,18.1576,F,L-galactonolactone oxidase activity,GO:0050024,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,10
Q9HDX8,3,16.8783,F,"D-arabinono-1,4-lactone oxidase activity",GO:0003885,exact_label,EXACT,GO:0003885,"D-arabinono-1,4-lactone oxidase activity",10
Q9HDX8,4,16.5409,F,L-gulonolactone oxidase activity,GO:0050105,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,10
Q9HDX8,5,16.2834,F,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",GO:0016899,exact_label,EXACT,GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",10
O13978,1,18.2346,C,Atg1/ULK1 kinase complex,GO:1990316,exact_label,EXACT,GO:1990316,Atg1/ULK1 kinase complex,15
O13978,2,17.2722,P,late nucleophagy,GO:0044805,obsolete_in_go,OBSOLETE_TERM,,,15
O13978,3,16.7155,P,micropexophagy,GO:0000426,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,15
O13978,4,16.5844,P,autophagy of mitochondrion,GO:0000422,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,15
O13978,5,16.5259,P,piecemeal microautophagy of the nucleus,GO:0034727,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,15
O36019,1,20.3505,C,Atg1/ULK1 kinase complex,GO:1990316,exact_label,EXACT,GO:1990316,Atg1/ULK1 kinase complex,18
O36019,2,17.7514,P,piecemeal microautophagy of the nucleus,GO:0034727,exact_label,EXACT,GO:0034727,piecemeal microautophagy of the nucleus,18
O36019,3,17.3621,C,phagophore assembly site,GO:0000407,exact_label,EXACT,GO:0000407,phagophore assembly site,18
O36019,4,17.0862,C,Cvt complex,GO:0034270,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,18
O36019,5,17.0758,P,micropexophagy,GO:0000426,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,18
O94656,1,16.0594,C,Atg12-Atg5-Atg16 complex,GO:0034274,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,9
O94656,2,15.7758,F,mitochondrion autophagosome adaptor activity,GO:0140580,exact_label,NO_OVERLAP,,,9
O94656,3,15.4243,P,micropexophagy,GO:0000426,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,9
O94656,4,15.3927,P,autophagy of mitochondrion,GO:0000422,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,9
O94656,5,15.3337,C,vacuole-isolation membrane contact site,GO:0120095,exact_label,NO_OVERLAP,,,9
O94649,1,17.8075,C,phagophore assembly site,GO:0000407,exact_label,EXACT,GO:0000407,phagophore assembly site,20
O94649,2,17.6807,P,late nucleophagy,GO:0044805,obsolete_in_go,OBSOLETE_TERM,,,20
O94649,3,17.6382,P,piecemeal microautophagy of the nucleus,GO:0034727,exact_label,EXACT,GO:0034727,piecemeal microautophagy of the nucleus,20
O94649,4,17.5846,F,lipid transfer activity,GO:0120013,exact_label,LESS_SPECIFIC,GO:0140344,triglyceride transfer activity,20
O94649,5,17.5675,F,phosphatidylinositol-3-phosphate binding,GO:0032266,exact_label,EXACT,GO:0032266,phosphatidylinositol-3-phosphate binding,20
O94427,1,16.0563,C,mitotic spindle pole body,GO:0044732,exact_label,NO_OVERLAP,,,8
O94427,2,15.9303,C,meiotic spindle pole body,GO:0035974,exact_label,NO_OVERLAP,,,8
O94427,3,15.889,C,old mitotic spindle pole body,GO:0071957,exact_label,NO_OVERLAP,,,8
O94427,4,15.6361,C,half bridge of mitotic spindle pole body,GO:0061496,exact_label,NO_OVERLAP,,,8
O94427,5,15.622,P,lipid droplet localization to prospore membrane leading edge,GO:0140043,exact_label,NO_OVERLAP,,,8
O74971,1,18.9003,P,C-terminal protein lipidation,GO:0006501,exact_label,NO_OVERLAP,,,20
O74971,2,18.1695,C,Atg12-Atg5-Atg16 complex,GO:0034274,exact_label,EXACT,GO:0034274,Atg12-Atg5-Atg16 complex,20
O74971,3,17.676,P,protein lipidation involved in autophagosome assembly,GO:0061739,exact_label,MORE_SPECIFIC,GO:0000045,autophagosome assembly,20
O74971,4,17.1967,P,cytoplasm to vacuole transport by the Cvt pathway,,unresolved,UNRESOLVED,,,20
O74971,5,16.9613,P,micropexophagy,GO:0000426,exact_label,MORE_SPECIFIC,GO:0006914,autophagy,20
Q9UT41,1,17.3198,P,GPI anchor metabolic process,GO:0006505,exact_label,LESS_SPECIFIC,GO:0006506,GPI anchor biosynthetic process,8
Q9UT41,2,17.1083,F,phosphatidylinositol deacylase activity,GO:0050185,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,8
Q9UT41,3,15.8298,C,cortical endoplasmic reticulum,GO:0032541,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,8
Q9UT41,4,15.745,P,positive regulation of ER to Golgi vesicle-mediated transport,GO:1902953,exact_label,NO_OVERLAP,,,8
Q9UT41,5,15.218,P,protein-lipid complex remodeling,GO:0034368,exact_label,NO_OVERLAP,,,8
O13968,1,14.4869,F,aminoacylase activity,GO:0004046,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,18
O13968,2,14.3489,F,cysteine-type carboxypeptidase activity,GO:0016807,exact_label,MORE_SPECIFIC,GO:0004180,carboxypeptidase activity,18
O13968,3,13.946,C,fungal-type vacuole,GO:0000324,exact_label,EXACT,GO:0000324,fungal-type vacuole,18
O13968,4,13.8671,C,fungal-type vacuole lumen,GO:0000328,exact_label,EXACT,GO:0000328,fungal-type vacuole lumen,18
O13968,5,13.8232,F,carboxypeptidase activity,GO:0004180,exact_label,EXACT,GO:0004180,carboxypeptidase activity,18
Q9C105,1,17.8767,P,ascospore wall chitin catabolic process,GO:0034232,obsolete_in_go,OBSOLETE_TERM,,,8
Q9C105,2,16.4819,P,extracellular polysaccharide catabolic process involved in ascospore release from ascus,GO:0072000,obsolete_in_go,OBSOLETE_TERM,,,8
Q9C105,3,15.8352,P,cell wall chitin catabolic process,GO:0006039,obsolete_in_go,OBSOLETE_TERM,,,8
Q9C105,4,15.5699,P,fungal-type cell wall polysaccharide metabolic process,GO:0071966,exact_label,MORE_SPECIFIC,GO:0005975,carbohydrate metabolic process,8
Q9C105,5,15.039,P,flocculation,GO:0000128,exact_label,NO_OVERLAP,,,8
Q9US48,1,17.2382,P,preassembly of GPI anchor in ER membrane,GO:0016254,obsolete_in_go,OBSOLETE_TERM,,,8
Q9US48,2,16.799,C,GPI-anchor transamidase complex,GO:0042765,exact_label,EXACT,GO:0042765,GPI-anchor transamidase complex,8
Q9US48,3,16.5719,P,protein insertion into ER membrane by GPI attachment sequence,GO:0045052,obsolete_in_go,OBSOLETE_TERM,,,8
Q9US48,4,16.4839,P,attachment of GPI anchor to protein,GO:0016255,exact_label,EXACT,GO:0016255,attachment of GPI anchor to protein,8
Q9US48,5,16.0275,C,glycosylphosphatidylinositol-mannosyltransferase II complex,GO:0120097,exact_label,MORE_SPECIFIC,GO:0005783,endoplasmic reticulum,8
O14313,1,17.4866,F,peroxidase inhibitor activity,GO:0036479,exact_label,NO_OVERLAP,,,14
O14313,2,16.8957,P,cellular detoxification of hydrogen peroxide,GO:0061692,exact_label,MORE_SPECIFIC,GO:0034599,cellular response to oxidative stress,14
O14313,3,16.7689,P,detoxification of hydrogen peroxide,GO:0061691,exact_label,NO_OVERLAP,,,14
O14313,4,16.7046,P,cell redox homeostasis,GO:0045454,exact_label,EXACT,GO:0045454,cell redox homeostasis,14
O14313,5,16.5201,P,cellular response to oxidative stress,GO:0034599,exact_label,EXACT,GO:0034599,cellular response to oxidative stress,14
O60094,1,18.7586,C,nucleolar preribosome,GO:0030685,obsolete_in_go,OBSOLETE_TERM,,,12
O60094,2,18.7189,P,nucleolar large rRNA transcription by RNA polymerase I,GO:0042790,exact_label,MORE_SPECIFIC,GO:0009303,rRNA transcription,12
O60094,3,18.0719,C,preribosome,GO:0030684,exact_label,NO_OVERLAP,,,12
O60094,4,17.8545,P,regulation of transcription by RNA polymerase I,GO:0006356,exact_label,MORE_SPECIFIC,GO:0006355,regulation of DNA-templated transcription,12
O60094,5,17.8234,P,regulation of transcription of nucleolar large rRNA by RNA polymerase I,GO:1901836,exact_label,MORE_SPECIFIC,GO:0006355,regulation of DNA-templated transcription,12
P15258,1,16.6481,C,Kelch-containing formin regulatory complex,GO:1990615,exact_label,NO_OVERLAP,,,8
P15258,2,15.8904,C,prospore membrane leading edge,GO:0070056,exact_label,NO_OVERLAP,,,8
P15258,3,15.7725,C,prospore membrane,GO:0005628,exact_label,NO_OVERLAP,,,8
P15258,4,15.7491,P,regulation of septum digestion after cytokinesis,GO:0010590,exact_label,NO_OVERLAP,,,8
P15258,5,15.6781,C,"cytoplasmic side of plasma membrane, cell tip",GO:0106186,exact_label,NO_OVERLAP,,,8
O60107,1,18.1581,P,"retrograde transport, endosome to Golgi",GO:0042147,exact_label,EXACT,GO:0042147,"retrograde transport, endosome to Golgi",16
O60107,2,17.7513,P,cytoplasm to vacuole transport by the Cvt pathway,,unresolved,UNRESOLVED,,,16
O60107,3,17.5762,F,phosphatidylinositol-3-phosphate binding,GO:0032266,exact_label,EXACT,GO:0032266,phosphatidylinositol-3-phosphate binding,16
O60107,4,17.5305,P,late endosome to Golgi transport,GO:0034499,exact_label,MORE_SPECIFIC,GO:0042147,"retrograde transport, endosome to Golgi",16
O60107,5,17.3939,C,cytoplasmic side of endosome membrane,GO:0010009,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,16
G2TRQ9,1,13.7927,C,preribosome,GO:0030684,exact_label,NO_OVERLAP,,,3
G2TRQ9,2,13.091,C,mitotic spindle pole body,GO:0044732,exact_label,NO_OVERLAP,,,3
G2TRQ9,3,12.8286,C,old mitotic spindle pole body,GO:0071957,exact_label,NO_OVERLAP,,,3
G2TRQ9,4,12.6472,C,90S preribosome,GO:0030686,exact_label,NO_OVERLAP,,,3
G2TRQ9,5,12.5896,C,half bridge of mitotic spindle pole body,GO:0061496,exact_label,NO_OVERLAP,,,3
O74887,1,17.2326,P,detoxification of hydrogen peroxide,GO:0061691,exact_label,LESS_SPECIFIC,GO:0061692,cellular detoxification of hydrogen peroxide,22
O74887,2,17.1131,P,cell redox homeostasis,GO:0045454,exact_label,EXACT,GO:0045454,cell redox homeostasis,22
O74887,3,16.9779,P,cellular detoxification of hydrogen peroxide,GO:0061692,exact_label,EXACT,GO:0061692,cellular detoxification of hydrogen peroxide,22
O74887,4,16.5562,C,thioredoxin-disulfide reductase complex,GO:1902515,exact_label,NO_OVERLAP,,,22
O74887,5,16.2918,F,thioredoxin peroxidase activity,GO:0008379,exact_label,EXACT,GO:0008379,thioredoxin peroxidase activity,22
O42644,1,17.7258,C,cytoophidium,GO:0097268,exact_label,EXACT,GO:0097268,cytoophidium,13
O42644,2,17.2189,P,CDP biosynthetic process,GO:0046705,exact_label,MORE_SPECIFIC,GO:0006221,pyrimidine nucleotide biosynthetic process,13
O42644,3,15.6626,F,CTP synthase activity,GO:0003883,exact_label,EXACT,GO:0003883,CTP synthase activity,13
O42644,4,15.5165,P,UDP biosynthetic process,GO:0006225,exact_label,MORE_SPECIFIC,GO:0006221,pyrimidine nucleotide biosynthetic process,13
O42644,5,15.0631,P,GDP biosynthetic process,GO:0046711,exact_label,NO_OVERLAP,,,13
P05067,1,15.7591,C,amyloid-beta complex,GO:0106003,exact_label,EXACT,GO:0106003,amyloid-beta complex,181
P05067,2,15.3891,P,regulation of nerve growth factor receptor activity,GO:0051394,exact_label,NO_OVERLAP,,,181
P05067,3,15.3587,P,negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,GO:1902960,obsolete_in_go,OBSOLETE_TERM,,,181
P05067,4,15.2449,P,astrocyte activation involved in immune response,GO:0002265,exact_label,EXACT,GO:0002265,astrocyte activation involved in immune response,181
P05067,5,15.1712,C,Golgi-associated vesicle lumen,GO:0070931,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,181
P10415,1,19.0928,C,BAD-BCL-2 complex,GO:0097138,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,74
P10415,2,18.469,C,Bcl-2 family protein complex,GO:0097136,exact_label,EXACT,GO:0097136,Bcl-2 family protein complex,74
P10415,3,18.2683,C,BIM-BCL-xl complex,GO:0097140,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,74
P10415,4,18.2641,C,BIM-BCL-2 complex,GO:0097141,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,74
P10415,5,18.0563,C,PUMA-BCL-xl complex,GO:0097143,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,74
P51587,1,9.8535,C,pi-body,GO:0071546,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,59
P51587,2,9.6454,C,inner acrosomal membrane,GO:0002079,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,59
P51587,3,9.5796,F,piRNA cluster binding,GO:1990470,exact_label,MORE_SPECIFIC,GO:0003677,DNA binding,59
P51587,4,9.4444,P,piRNA transcription,GO:0140541,exact_label,NO_OVERLAP,,,59
P51587,5,9.3996,P,proacrosomal vesicle fusion,GO:0120211,exact_label,MORE_SPECIFIC,GO:0007283,spermatogenesis,59
P99999,1,17.2472,P,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,GO:0008635,obsolete_in_go,OBSOLETE_TERM,,,17
P99999,2,17.1541,C,apoptosome,GO:0043293,exact_label,MORE_SPECIFIC,GO:0005829,cytosol,17
P99999,3,14.3753,P,activation of cysteine-type endopeptidase activity,GO:0097202,obsolete_in_go,OBSOLETE_TERM,,,17
P99999,4,14.2041,P,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO:0097296,obsolete_in_go,OBSOLETE_TERM,,,17
P99999,5,14.1994,P,cytochrome c metabolic process,GO:1903606,exact_label,NO_OVERLAP,,,17
P00533,1,17.9329,F,epidermal growth factor receptor activity,GO:0005006,exact_label,EXACT,GO:0005006,epidermal growth factor receptor activity,118
P00533,2,16.9926,F,epidermal growth factor binding,GO:0048408,exact_label,EXACT,GO:0048408,epidermal growth factor binding,118
P00533,3,16.9135,C,ERBB3:ERBB2 complex,GO:0038143,exact_label,MORE_SPECIFIC,GO:0005886,plasma membrane,118
P00533,4,16.8143,P,ERBB2-EGFR signaling pathway,GO:0038134,exact_label,EXACT,GO:0038134,ERBB2-EGFR signaling pathway,118
P00533,5,16.3371,P,positive regulation of phosphatidylinositol 3-kinase activity,GO:0043552,obsolete_in_go,OBSOLETE_TERM,,,118
Q16595,1,17.3459,P,regulation of ferrochelatase activity,GO:0010722,obsolete_in_go,OBSOLETE_TERM,,,31
Q16595,2,17.2253,C,mitochondrial iron-sulfur cluster assembly complex,,unresolved,UNRESOLVED,,,31
Q16595,3,17.2072,C,L-cysteine desulfurase complex,GO:1990221,exact_label,LESS_SPECIFIC,GO:0099128,mitochondrial [2Fe-2S] assembly complex,31
Q16595,4,16.6808,P,iron incorporation into metallo-sulfur cluster,GO:0018283,exact_label,MORE_SPECIFIC,GO:0016226,iron-sulfur cluster assembly,31
Q16595,5,16.3959,C,iron-sulfur cluster assembly complex,GO:1990229,exact_label,LESS_SPECIFIC,GO:0099128,mitochondrial [2Fe-2S] assembly complex,31
P04406,1,17.9706,C,GAIT complex,GO:0097452,exact_label,EXACT,GO:0097452,GAIT complex,48
P04406,2,17.7622,P,peptidyl-cysteine S-trans-nitrosylation,GO:0035606,exact_label,EXACT,GO:0035606,peptidyl-cysteine S-trans-nitrosylation,48
P04406,3,16.5671,P,peptidyl-cysteine S-nitrosylation,GO:0018119,exact_label,LESS_SPECIFIC,GO:0035606,peptidyl-cysteine S-trans-nitrosylation,48
P04406,4,16.4621,F,NACHT domain binding,GO:0032089,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,48
P04406,5,16.4238,F,peptidyl-cysteine S-nitrosylase activity,GO:0035605,exact_label,EXACT,GO:0035605,peptidyl-cysteine S-nitrosylase activity,48
P42858,1,10.0007,C,omegasome,GO:1990462,exact_label,NO_OVERLAP,,,53
P42858,2,8.8033,P,vesicle scission,GO:0099050,exact_label,NO_OVERLAP,,,53
P42858,3,8.7096,P,regulation of establishment of protein localization to chromosome,GO:0070202,exact_label,NO_OVERLAP,,,53
P42858,4,8.2427,C,kinetochore,GO:0000776,exact_label,NO_OVERLAP,,,53
P42858,5,8.1843,P,cilium assembly,GO:0060271,exact_label,NO_OVERLAP,,,53
Q14145,1,15.6798,P,cytoplasmic sequestering of transcription factor,GO:0042994,obsolete_in_go,OBSOLETE_TERM,,,24
Q14145,2,15.2557,C,Kelch-containing formin regulatory complex,GO:1990615,exact_label,MORE_SPECIFIC,GO:0032991,protein-containing complex,24
Q14145,3,15.1342,F,molecular sequestering activity,GO:0140313,exact_label,NO_OVERLAP,,,24
Q14145,4,14.9908,P,cellular response to nitrosative stress,GO:0071500,exact_label,NO_OVERLAP,,,24
Q14145,5,14.8704,C,glial cytoplasmic inclusion,GO:0097409,exact_label,MORE_SPECIFIC,GO:0016234,inclusion body,24
Q5S007,1,9.3754,P,response to sterol depletion,GO:0006991,exact_label,NO_OVERLAP,,,178
Q5S007,2,9.2009,P,cholesterol homeostasis,GO:0042632,exact_label,NO_OVERLAP,,,178
Q5S007,3,8.9141,F,cholesterol binding,GO:0015485,exact_label,NO_OVERLAP,,,178
Q5S007,4,8.885,P,regulation of cholesterol metabolic process,GO:0090181,exact_label,NO_OVERLAP,,,178
Q5S007,5,8.8354,P,regulation of cholesterol transport,GO:0032374,exact_label,NO_OVERLAP,,,178
P01106,1,17.1729,C,Myc-Max complex,GO:0071943,exact_label,EXACT,GO:0071943,Myc-Max complex,93
P01106,2,16.8405,F,E-box binding,GO:0070888,exact_label,EXACT,GO:0070888,E-box binding,93
P01106,3,16.1362,P,response to actinomycin D,GO:0072716,exact_label,NO_OVERLAP,,,93
P01106,4,15.47,P,cell cycle G1/S phase transition,GO:0044843,exact_label,LESS_SPECIFIC,GO:0000082,G1/S transition of mitotic cell cycle,93
P01106,5,15.3183,F,N-box binding,GO:0071820,exact_label,MORE_SPECIFIC,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,93
Q16236,1,17.7655,P,cellular response to anisomycin,GO:0072740,exact_label,NO_OVERLAP,,,67
Q16236,2,17.2179,P,positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress,GO:0036091,obsolete_in_go,OBSOLETE_TERM,,,67
Q16236,3,17.1502,C,ATF1-ATF4 transcription factor complex,GO:1990590,exact_label,MORE_SPECIFIC,GO:0005634,nucleus,67
Q16236,4,17.1221,P,integrated stress response signaling,GO:0140467,exact_label,EXACT,GO:0140467,integrated stress response signaling,67
Q16236,5,16.9748,P,positive regulation of hemoglobin biosynthetic process,GO:0046985,exact_label,NO_OVERLAP,,,67
P46531,1,15.8664,P,venous endothelial cell differentiation,GO:0060843,exact_label,EXACT,GO:0060843,venous endothelial cell differentiation,164
P46531,2,15.7759,P,Notch signaling pathway involved in arterial endothelial cell fate commitment,GO:0060853,exact_label,MORE_SPECIFIC,GO:0007219,Notch signaling pathway,164
P46531,3,15.6241,F,Notch binding,GO:0005112,exact_label,EXACT,GO:0005112,Notch binding,164
P46531,4,15.5854,P,pulmonary valve morphogenesis,GO:0003184,exact_label,EXACT,GO:0003184,pulmonary valve morphogenesis,164
P46531,5,15.5711,P,endocardial cell differentiation,GO:0060956,exact_label,EXACT,GO:0060956,endocardial cell differentiation,164
Q99497,1,20.3939,P,"protein deglycation, methylglyoxal removal",GO:0036530,exact_label,MORE_SPECIFIC,GO:0030091,protein repair,115
Q99497,2,20.3206,P,"protein deglycation, glyoxal removal",GO:0036529,exact_label,MORE_SPECIFIC,GO:0030091,protein repair,115
Q99497,3,20.0268,P,"guanine deglycation, methylglyoxal removal",GO:0106045,obsolete_in_go,OBSOLETE_TERM,,,115
Q99497,4,19.9591,P,"guanine deglycation, glyoxal removal",GO:0106046,exact_label,MORE_SPECIFIC,GO:0006281,DNA repair,115
Q99497,5,19.6146,P,positive regulation of oxidative phosphorylation uncoupler activity,GO:2000277,exact_label,NO_OVERLAP,,,115
P60484,1,15.4185,P,negative regulation of Schwann cell migration,GO:1900148,exact_label,MORE_SPECIFIC,GO:0030336,negative regulation of cell migration,107
P60484,2,15.2036,F,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",GO:0016314,exact_label,EXACT,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",107
P60484,3,15.1713,F,phosphatidylinositol bisphosphate phosphatase activity,GO:0034593,exact_label,LESS_SPECIFIC,GO:0051800,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity",107
P60484,4,15.0801,P,negative regulation of excitatory postsynaptic potential,GO:0090394,exact_label,EXACT,GO:0090394,negative regulation of excitatory postsynaptic potential,107
P60484,5,14.9843,F,"phosphatidylinositol-4,5-bisphosphate phosphatase activity",GO:0106019,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,107
Q96EB6,1,18.3381,P,peptidyl-lysine deacetylation,GO:0034983,exact_label,MORE_SPECIFIC,GO:0006476,protein deacetylation,166
Q96EB6,2,17.9843,F,NAD-dependent histone H3K18 deacetylase activity,GO:0097372,exact_label,MORE_SPECIFIC,GO:0004407,histone deacetylase activity,166
Q96EB6,3,17.8729,F,NAD-dependent histone H3K56 deacetylase activity,GO:0140765,exact_label,MORE_SPECIFIC,GO:0004407,histone deacetylase activity,166
Q96EB6,4,17.5632,F,NAD-dependent histone H3K14 deacetylase activity,GO:0032041,exact_label,EXACT,GO:0032041,"histone H3K14 deacetylase activity, NAD-dependent",166
Q96EB6,5,17.4275,F,protein lysine deacetylase activity,GO:0033558,exact_label,EXACT,GO:0033558,protein lysine deacetylase activity,166
Q13148,1,17.34,P,negative regulation of telomerase RNA reverse transcriptase activity,GO:1905662,obsolete_in_go,OBSOLETE_TERM,,,38
Q13148,2,17.2278,P,negative regulation of exonuclease activity,GO:1905778,obsolete_in_go,OBSOLETE_TERM,,,38
