pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:17270732	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Synapse loss and microglial activation precede tangles in a P301S tauopathy mouse model.	Neuron	2007	1	human/MAPT	annotation;reference	True	False	human/MAPT GO:0050808 synapse organization [IMP] action=KEEP_AS_NON_CORE
PMID:17274640	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		A limited screen for protein interactions reveals new roles for protein phosphatase 1 in cell cycle control and apoptosis.	J Proteome Res	2007	4	human/CDH1;human/PTEN;human/RB1;human/TP53	annotation;reference;supporting_text	True	False	human/CDH1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/PTEN GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/RB1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:17277775	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Prolyl 3-hydroxylase 1 deficiency causes a recessive metabolic bone disorder resembling lethal/severe osteogenesis imperfecta.	Nat Genet	2007	1	human/P3H1	annotation;reference;supporting_text	True	False	human/P3H1 GO:0006457 protein folding [IMP] action=ACCEPT;human/P3H1 GO:0050708 regulation of protein secretion [IMP] action=KEEP_AS_NON_CORE;human/P3H1 GO:0060348 bone development [IMP] action=KEEP_AS_NON_CORE;human/P3H1 GO:1901874 negative regulation of post-translational protein modification [IMP] action=KEEP_AS_NON_CORE
PMID:17292860	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Conserved signal peptide of Notch3 inhibits interaction with proteasome.	Biochem Biophys Res Commun	2007	1	human/PSMA1	annotation;reference	True	False	human/PSMA1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:17296735	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Histone deacetylases RPD3 and HOS2 regulate the transcriptional activation of DNA damage-inducible genes.	Mol Cell Biol	2007	1	yeast/RPD3	annotation;reference;supporting_text	True	False	yeast/RPD3 GO:0045944 positive regulation of transcription by RNA polymerase II [IGI] action=ACCEPT;yeast/RPD3 GO:0045944 positive regulation of transcription by RNA polymerase II [IMP] action=ACCEPT
PMID:17319847	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		PIF3 regulates anthocyanin biosynthesis in an HY5-dependent manner with both factors directly binding anthocyanin biosynthetic gene promoters in Arabidopsis.	Plant J	2007	2	ARATH/HY5;ARATH/PIF3	annotation;reference;supporting_text	True	False	ARATH/HY5 GO:0003677 DNA binding [IDA] action=MODIFY;ARATH/HY5 GO:0031539 positive regulation of anthocyanin metabolic process [IMP] action=ACCEPT;ARATH/PIF3 GO:0003677 DNA binding [IDA] action=ACCEPT;ARATH/PIF3 GO:0031539 positive regulation of anthocyanin metabolic process [IMP] action=KEEP_AS_NON_CORE
PMID:17389591	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		RIP1-mediated AIP1 phosphorylation at a 14-3-3-binding site is critical for tumor necrosis factor-induced ASK1-JNK/p38 activation.	J Biol Chem	2007	2	human/DAB2IP;human/MAP3K5	annotation;reference;supporting_text	True	False	human/DAB2IP GO:0005515 protein binding [IPI] action=REMOVE;human/DAB2IP GO:0019900 kinase binding [IPI] action=ACCEPT;human/DAB2IP GO:0030163 protein catabolic process [IDA] action=KEEP_AS_NON_CORE;human/DAB2IP GO:0031434 mitogen-activated protein kinase kinase binding [IPI] action=ACCEPT;human/DAB2IP GO:0043065 positive regulation of apoptotic process [IDA] action=ACCEPT;human/DAB2IP GO:0043124 negative regulation of canonical NF-kappaB signal transduction [IDA] action=ACCEPT;human/DAB2IP GO:0045944 positive regulation of transcription by RNA polymerase II [IDA] action=KEEP_AS_NON_CORE;human/DAB2IP GO:0046330 positive regulation of JNK cascade [IDA] action=ACCEPT;human/DAB2IP GO:0071356 cellular response to tumor necrosis factor [IDA] action=ACCEPT;human/DAB2IP GO:0071889 14-3-3 protein binding [IDA] action=ACCEPT;human/MAP3K5 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:17438278	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:40215286	40215286	Network of general and specialty J protein chaperones of the yeast cytosol.	Proc Natl Acad Sci U S A	2007	1	yeast/APJ1	reference	False	False	
PMID:17446396	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:17446377;ErratumIn:		An evolutionarily conserved mechanism delimiting SHR movement defines a single layer of endodermis in plants.	Science	2007	2	ARATH/SCR;ARATH/SHR	annotation;reference;supporting_text	True	False	ARATH/SCR GO:0005515 protein binding [IPI] action=MODIFY;ARATH/SCR GO:0042803 protein homodimerization activity [IPI] action=ACCEPT;ARATH/SCR GO:0043565 sequence-specific DNA binding [IDA] action=REMOVE;ARATH/SCR GO:0051457 maintenance of protein location in nucleus [IMP] action=ACCEPT;ARATH/SHR GO:0005515 protein binding [IPI] action=MODIFY;ARATH/SHR GO:0043565 sequence-specific DNA binding [IDA] action=MARK_AS_OVER_ANNOTATED
PMID:17463251	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:38781400	38781400	SCFFbxl3 controls the oscillation of the circadian clock by directing the degradation of cryptochrome proteins.	Science	2007	3	human/CRY1;human/CRY2;human/FBXL3	annotation;reference;supporting_text	True	False	human/CRY1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CRY2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/FBXL3 GO:0004842 ubiquitin-protein transferase activity [IDA] action=MODIFY;human/FBXL3 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/FBXL3 GO:0019005 SCF ubiquitin ligase complex [IDA] action=ACCEPT;human/FBXL3 GO:0031146 SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [IDA] action=ACCEPT;human/FBXL3 GO:0042752 regulation of circadian rhythm [IMP] action=ACCEPT;human/FBXL3 GO:0042752 regulation of circadian rhythm [NAS] action=ACCEPT
PMID:17515903	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Interaction with the BRCA2 C terminus protects RAD51-DNA filaments from disassembly by BRC repeats.	Nat Struct Mol Biol	2007	2	human/BRCA2;human/RAD51	annotation;reference;supporting_text	True	False	human/BRCA2 GO:0005515 protein binding [IPI] action=REMOVE;human/RAD51 GO:0000724 double-strand break repair via homologous recombination [IDA] action=ACCEPT;human/RAD51 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:17556658	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Dilated cardiomyopathy mutant tropomyosin mice develop cardiac dysfunction with significantly decreased fractional shortening and myofilament calcium sensitivity.	Circ Res	2007	1	human/TPM1	annotation;reference;supporting_text	True	False	human/TPM1 GO:0003065 positive regulation of heart rate by epinephrine [ISS] action=KEEP_AS_NON_CORE
PMID:17599065	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Inhibition of c-Myc activity by ribosomal protein L11.	EMBO J	2007	1	human/MYC	annotation;reference;supporting_text	True	False	human/MYC GO:0005515 protein binding [IPI] action=REMOVE
PMID:17671087	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:17699746;ErratumIn:		Let-7 microRNA-mediated mRNA deadenylation and translational repression in a mammalian cell-free system.	Genes Dev	2007	1	human/AGO2	annotation;reference	True	False	human/AGO2 GO:0016442 RISC complex [IDA] action=ACCEPT;human/AGO2 GO:0031054 pre-miRNA processing [IDA] action=ACCEPT;human/AGO2 GO:0035278 miRNA-mediated gene silencing by inhibition of translation [IDA] action=ACCEPT
PMID:17683935	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		ESCRT-III dysfunction causes autophagosome accumulation and neurodegeneration.	Curr Biol	2007	1	human/CHMP2B	annotation;reference;supporting_text	True	False	human/CHMP2B GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CHMP2B GO:0006914 autophagy [TAS] action=ACCEPT
PMID:17711858	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The MIT domain of UBPY constitutes a CHMP binding and endosomal localization signal required for efficient epidermal growth factor receptor degradation.	J Biol Chem	2007	6	human/CHMP1A;human/CHMP1B;human/CHMP4B;human/CHMP4C;human/CHMP5;human/USP8	annotation;reference;supporting_text	True	False	human/CHMP1A GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CHMP1B GO:0005515 protein binding [IPI] action=MODIFY;human/CHMP4B GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CHMP4C GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CHMP5 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/USP8 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/USP8 GO:0005737 cytoplasm [EXP] action=ACCEPT;human/USP8 GO:0010008 endosome membrane [EXP] action=ACCEPT
PMID:17728323	ERRATUM	ERRATUM	Case Reports;Journal Article	ErratumIn:		Identification of TRAF6-dependent NEMO polyubiquitination sites through analysis of a new NEMO mutation causing incontinentia pigmenti.	Hum Mol Genet	2007	1	human/TRAF6	annotation;reference;supporting_text	True	False	human/TRAF6 GO:0004842 ubiquitin-protein transferase activity [EXP] action=ACCEPT
PMID:17853893	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Human ESCRT and ALIX proteins interact with proteins of the midbody and function in cytokinesis.	EMBO J	2007	6	human/CD2AP;human/CHMP5;human/PDCD6IP;human/TSG101;human/VPS37C;human/VPS4A	annotation;reference	True	False	human/CD2AP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/CHMP5 GO:0030496 midbody [EXP] action=KEEP_AS_NON_CORE;human/PDCD6IP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TSG101 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TSG101 GO:0005737 cytoplasm [EXP] action=KEEP_AS_NON_CORE;human/VPS37C GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/VPS4A GO:0030496 midbody [IDA] action=KEEP_AS_NON_CORE;human/VPS4A GO:0051301 cell division [IDA] action=MODIFY
PMID:17881773	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Peroxisomes in human and mouse testis: differential expression of peroxisomal proteins in germ cells and distinct somatic cell types of the testis.	Biol Reprod	2007	4	human/ACAA1;human/ACOX1;human/PEX13;human/PEX14	annotation;reference;supporting_text	True	False	human/ACAA1 GO:0005777 peroxisome [IDA] action=ACCEPT;human/ACOX1 GO:0005777 peroxisome [IDA] action=ACCEPT;human/PEX13 GO:0005777 peroxisome [IDA] action=ACCEPT;human/PEX14 GO:0005777 peroxisome [IDA] action=ACCEPT
PMID:17886359	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Members of the plant NIMA-related kinases are involved in organ development and vascularization in poplar, Arabidopsis and rice.	Plant J	2007	1	ARATH/NEK3	reference;supporting_text	False	False	
PMID:17911601	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Inhibition of T cell activation by cyclic adenosine 5'-monophosphate requires lipid raft targeting of protein kinase A type I by the A-kinase anchoring protein ezrin.	J Immunol	2007	1	human/ACBD3	annotation;reference	True	False	human/ACBD3 GO:0034237 protein kinase A regulatory subunit binding [IPI] action=ACCEPT
PMID:17948055	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The JmjC domain protein Epe1 prevents unregulated assembly and disassembly of heterochromatin.	EMBO J	2007	1	SCHPO/Epe1	annotation;reference;supporting_text	True	False	SCHPO/Epe1 GO:0000792 heterochromatin [IDA] action=ACCEPT;SCHPO/Epe1 GO:0033696 heterochromatin boundary formation [IMP] action=ACCEPT
PMID:17964266	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:17996699;ErratumIn:		Active regulator of SIRT1 cooperates with SIRT1 and facilitates suppression of p53 activity.	Mol Cell	2007	2	human/SIRT1;human/TP53	annotation;reference;supporting_text	True	False	human/SIRT1 GO:0005515 protein binding [IPI] action=REMOVE;human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:17994018	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Mutations in smooth muscle alpha-actin (ACTA2) lead to thoracic aortic aneurysms and dissections.	Nat Genet	2007	1	human/ACTA2	reference;supporting_text	False	False	
PMID:18056651	ERRATUM	ERRATUM	Evaluation Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Sensitive detection of isoglobo and globo series tetraglycosylceramides in human thymus by ion trap mass spectrometry.	Glycobiology	2008	1	human/A3GALT2	reference	False	False	
PMID:18066067	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:18087247;ErratumIn:		Akirins are highly conserved nuclear proteins required for NF-kappaB-dependent gene expression in drosophila and mice.	Nat Immunol	2008	2	human/AKIRIN1;human/AKIRIN2	annotation;reference;supporting_text	True	False	human/AKIRIN1 GO:0005634 nucleus [IDA] action=ACCEPT;human/AKIRIN2 GO:0005634 nucleus [IDA] action=ACCEPT
PMID:18086916	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		A molecular specificity code for the three mammalian KDEL receptors.	J Cell Biol	2007	1	human/AGR3	reference;supporting_text	False	False	
PMID:18235504	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:18235492;ErratumIn:		Structural basis for the function and inhibition of an influenza virus proton channel.	Nature	2008	1	9INFA/M2	reference	False	False	
PMID:18275857	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Stromal cell-derived factors 1alpha and 1beta, inflammatory protein-10 and interferon-inducible T cell chemo-attractant are novel substrates of dipeptidyl peptidase 8.	FEBS Lett	2008	1	human/CCL11	annotation;reference;supporting_text	True	False	human/CCL11 GO:0005515 protein binding [IPI] action=MODIFY
PMID:18278038	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:18311177;ErratumIn:		A TAG1-APP signalling pathway through Fe65 negatively modulates neurogenesis.	Nat Cell Biol	2008	1	mouse/App	annotation;reference;supporting_text	True	False	mouse/App GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;mouse/App GO:0045665 negative regulation of neuron differentiation [IDA] action=ACCEPT;mouse/App GO:0045665 negative regulation of neuron differentiation [IGI] action=ACCEPT
PMID:1838129	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Skp is a periplasmic Escherichia coli protein requiring SecA and SecY for export.	Mol Microbiol	1991	1	ECOLI/Skp	annotation;reference;supporting_text	True	False	ECOLI/Skp GO:0030288 outer membrane-bounded periplasmic space [IDA] action=ACCEPT
PMID:18454158	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:18523461;ErratumIn:		Membrane-dependent signal integration by the Ras activator Son of sevenless.	Nat Struct Mol Biol	2008	1	human/HRAS	annotation;reference	True	False	human/HRAS GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:18465878	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Structure and function of the sterol carrier protein-2 N-terminal presequence.	Biochemistry	2008	1	human/SCP2	annotation;reference	True	False	human/SCP2 GO:0000062 fatty-acyl-CoA binding [IDA] action=KEEP_AS_NON_CORE;human/SCP2 GO:0015485 cholesterol binding [IDA] action=KEEP_AS_NON_CORE;human/SCP2 GO:0070538 oleic acid binding [IDA] action=KEEP_AS_NON_CORE
PMID:18485870	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Acetylation is indispensable for p53 activation.	Cell	2008	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:18515354	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The identification and structural characterization of C7orf24 as gamma-glutamyl cyclotransferase. An essential enzyme in the gamma-glutamyl cycle.	J Biol Chem	2008	1	human/GGCT	annotation;reference;supporting_text	True	False	human/GGCT GO:0003839 gamma-glutamylcyclotransferase activity [IDA] action=ACCEPT;human/GGCT GO:0006751 glutathione catabolic process [IDA] action=NEW;human/GGCT GO:0042803 protein homodimerization activity [IDA] action=KEEP_AS_NON_CORE
PMID:18566587	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Essential function of TORC2 in PKC and Akt turn motif phosphorylation, maturation and signalling.	EMBO J	2008	1	mouse/Mtor	annotation;reference	True	False	mouse/Mtor GO:0004674 protein serine/threonine kinase activity [IDA] action=ACCEPT;mouse/Mtor GO:0038203 TORC2 signaling [IDA] action=ACCEPT;mouse/Mtor GO:0106310 protein serine kinase activity [EXP] action=ACCEPT
PMID:18568037	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Fungal Rtt109 histone acetyltransferase is an unexpected structural homolog of metazoan p300/CBP.	Nat Struct Mol Biol	2008	1	yeast/RTT109	annotation;reference;supporting_text	True	False	yeast/RTT109 GO:0006325 chromatin organization [IDA] action=ACCEPT;yeast/RTT109 GO:0006325 chromatin organization [IMP] action=ACCEPT;yeast/RTT109 GO:0032931 histone H3K56 acetyltransferase activity [IDA] action=ACCEPT;yeast/RTT109 GO:0032931 histone H3K56 acetyltransferase activity [IMP] action=ACCEPT
PMID:18585351	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Ronin is essential for embryogenesis and the pluripotency of mouse embryonic stem cells.	Cell	2008	1	mouse/Casp3	annotation;reference	True	False	mouse/Casp3 GO:0005515 protein binding [IPI] action=REMOVE
PMID:18604214	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:18645588;ErratumIn:41714738	41714738	Silica crystals and aluminum salts activate the NALP3 inflammasome through phagosomal destabilization.	Nat Immunol	2008	1	human/NLRP3	annotation;reference;supporting_text	True	False	human/NLRP3 GO:0006954 inflammatory response [IDA] action=ACCEPT;human/NLRP3 GO:0009595 detection of biotic stimulus [IDA] action=KEEP_AS_NON_CORE;human/NLRP3 GO:0032731 positive regulation of interleukin-1 beta production [IDA] action=ACCEPT;human/NLRP3 GO:0140299 molecular sensor activity [IDA] action=MARK_AS_OVER_ANNOTATED
PMID:18666829	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Proteomics reveals novel Drosophila seminal fluid proteins transferred at mating.	PLoS Biol	2008	1	DROME/Egm	annotation;reference;supporting_text	True	False	DROME/Egm GO:0007320 insemination [HEP] action=MARK_AS_OVER_ANNOTATED
PMID:18692475	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		A protein domain-based interactome network for C. elegans early embryogenesis.	Cell	2008	3	human/FEN1;human/MAD2L1;human/NFE2L2	annotation;reference;supporting_text	True	False	human/FEN1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/MAD2L1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/NFE2L2 GO:0005515 protein binding [IPI] action=ACCEPT
PMID:18716626	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:30275479	30275479	Heterochromatin links to centromeric protection by recruiting shugoshin.	Nature	2008	3	SCHPO/sgo1;SCHPO/swi6;human/PPP2CA	annotation;reference;supporting_text	True	False	SCHPO/sgo1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;SCHPO/swi6 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;SCHPO/swi6 GO:0042802 identical protein binding [IPI] action=ACCEPT;SCHPO/swi6 GO:0140463 chromatin-protein adaptor activity [IPI] action=ACCEPT;SCHPO/swi6 GO:1990813 meiotic centromeric cohesion protection in anaphase I [EXP] action=ACCEPT;human/PPP2CA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:18724357	ERRATUM	ERRATUM	Journal Article	ErratumIn:		STING is an endoplasmic reticulum adaptor that facilitates innate immune signalling.	Nature	2008	3	human/SSR2;human/STING1;human/TBK1	annotation;reference;supporting_text	True	False	human/SSR2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/STING1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/STING1 GO:0005741 mitochondrial outer membrane [EXP] action=MARK_AS_OVER_ANNOTATED;human/STING1 GO:0005789 endoplasmic reticulum membrane [EXP] action=ACCEPT;human/TBK1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:18757741	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Cancer related mutations in NRF2 impair its recognition by Keap1-Cul3 E3 ligase and promote malignancy.	Proc Natl Acad Sci U S A	2008	2	human/KEAP1;human/NFE2L2	annotation;reference;supporting_text	True	False	human/KEAP1 GO:0005515 protein binding [IPI] action=MODIFY;human/NFE2L2 GO:0005515 protein binding [IPI] action=MODIFY
PMID:18772112	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		RUNX3 attenuates beta-catenin/T cell factors in intestinal tumorigenesis.	Cancer Cell	2008	1	human/RUNX3	annotation;reference;supporting_text	True	False	human/RUNX3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:18797192	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Molecular basis of the regulation of Beclin 1-dependent autophagy by the gamma-herpesvirus 68 Bcl-2 homolog M11.	Autophagy	2008	1	human/BECN1	annotation;reference;supporting_text	True	False	human/BECN1 GO:0005515 protein binding [IPI] action=REMOVE;human/BECN1 GO:0010506 regulation of autophagy [IDA] action=ACCEPT
PMID:18981409	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Apoptosis is triggered when prosurvival Bcl-2 proteins cannot restrain Bax.	Proc Natl Acad Sci U S A	2008	1	human/BCL2	annotation;reference;supporting_text	True	False	human/BCL2 GO:0005515 protein binding [IPI] action=MODIFY
PMID:18984593	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		TRAF6 and MEKK1 play a pivotal role in the RIG-I-like helicase antiviral pathway.	J Biol Chem	2008	1	human/TRAF6	annotation;reference;supporting_text	True	False	human/TRAF6 GO:0140374 antiviral innate immune response [IDA] action=ACCEPT
PMID:18996107	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Study of patients and carriers with 2-methyl-3-hydroxybutyryl-CoA dehydrogenase (MHBD) deficiency: difficulties in the diagnosis.	Clin Biochem	2009	1	human/HSD17B10	annotation;reference;supporting_text	True	False	human/HSD17B10 GO:0006550 L-isoleucine catabolic process [IDA] action=ACCEPT;human/HSD17B10 GO:0047015 3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity [IDA] action=ACCEPT
PMID:19001417	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Nicotinamide riboside and nicotinic acid riboside salvage in fungi and mammals. Quantitative basis for Urh1 and purine nucleoside phosphorylase function in NAD+ metabolism.	J Biol Chem	2009	1	human/PNP	annotation;reference;supporting_text	True	False	human/PNP GO:0006738 nicotinamide riboside catabolic process [IDA] action=ACCEPT;human/PNP GO:0009165 nucleotide biosynthetic process [IGI] action=MARK_AS_OVER_ANNOTATED
PMID:19060883	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		ABIN-1 is a ubiquitin sensor that restricts cell death and sustains embryonic development.	Nature	2009	1	human/TNFAIP3	annotation;reference	True	False	human/TNFAIP3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:19129494	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Wnt/beta-catenin signaling is required for CNS, but not non-CNS, angiogenesis.	Proc Natl Acad Sci U S A	2009	1	mouse/Ctnnb1	annotation;reference;supporting_text	True	False	mouse/Ctnnb1 GO:0001944 vasculature development [IMP] action=KEEP_AS_NON_CORE;mouse/Ctnnb1 GO:0034332 adherens junction organization [IMP] action=ACCEPT
PMID:19151727	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:19197284;ErratumIn:		Regulation of cardiovascular development and integrity by the heart of glass-cerebral cavernous malformation protein pathway.	Nat Med	2009	1	mouse/Ctnnb1	annotation;reference;supporting_text	True	False	mouse/Ctnnb1 GO:0005911 cell-cell junction [ISO] action=ACCEPT
PMID:19164755	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Identification of small-molecule inducers of pancreatic beta-cell expansion.	Proc Natl Acad Sci U S A	2009	1	mouse/Kras	annotation;reference	True	False	mouse/Kras GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
