cohort,role,accession,species,gene_symbol,gene_review,cohort_source
FLY41,prediction_target,Q3KN55,DROME,Ank2,genes/DROME/Ank2/Ank2-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IMT2,DROME,CG31099,genes/DROME/CG31099/CG31099-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IMZ2,DROME,orb,genes/DROME/orb/orb-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IP30,DROME,CG4793,genes/DROME/CG4793/CG4793-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IPG8,DROME,CG31606,genes/DROME/CG31606/CG31606-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IPI4,DROME,Mst27D,genes/DROME/Mst27D/Mst27D-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8IRM9,DROME,CG32706,genes/DROME/CG32706/CG32706-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q8MST5,DROME,betaTub97EF,genes/DROME/betaTub97EF/betaTub97EF-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9V3Y8,DROME,IKKepsilon,genes/DROME/IKKepsilon/IKKepsilon-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9V4C9,DROME,dati,genes/DROME/dati/dati-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VAS1,DROME,Nepl19,genes/DROME/Nepl19/Nepl19-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VB17,DROME,CG5611,genes/DROME/CG5611/CG5611-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VEC5,DROME,cdm,genes/DROME/cdm/cdm-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VF20,DROME,Hmt-1,genes/DROME/Hmt-1/Hmt-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VIU4,DROME,CG33116,genes/DROME/CG33116/CG33116-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VKV0,DROME,RluA-1,genes/DROME/RluA-1/RluA-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VQ04,DROME,CG5565,genes/DROME/CG5565/CG5565-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VQD1,DROME,CG3515,genes/DROME/CG3515/CG3515-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VSD6,DROME,msk,genes/DROME/msk/msk-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VV60,DROME,TyrRS,genes/DROME/TyrRS/TyrRS-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VVS1,DROME,Dic4,genes/DROME/Dic4/Dic4-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9VX63,DROME,CG8915,genes/DROME/CG8915/CG8915-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9W255,DROME,qkr58E-1,genes/DROME/qkr58E-1/qkr58E-1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9W288,DROME,NtR,genes/DROME/NtR/NtR-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q9XTP7,DROME,jumu,genes/DROME/jumu/jumu-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,X2J5X6,DROME,loqs,genes/DROME/loqs/loqs-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,X2JE45,DROME,CG33090,genes/DROME/CG33090/CG33090-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,X2JEK1,DROME,CG34171,genes/DROME/CG34171/CG34171-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4KF19,DROME,Cables1,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4KFF2,DROME,CG43742,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,A0A0B4LGP2,DROME,CG45100,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,A0A1W5PXH3,DROME,CG46301,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,B7Z0B2,DROME,CG10359,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,C0P8M6,DROME,Pcf11,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,H0RNN8,DROME,CG13096,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,M9NF85,DROME,CG32086,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,M9PBB3,DROME,CG18507,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,M9PFV8,DROME,rgn,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,O76268,DROME,NTPase,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q0E9B5,DROME,CG8841,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q0KI97,DROME,CG34117,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q5U0V7,DROME,Synj,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q7KVQ7,DROME,Tango5,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q8INJ6,DROME,glo,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q8IRK6,DROME,CG30288,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q8MLV8,DROME,CG30287,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q8MZA7,DROME,CG13494,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q8T0V2,DROME,MESK2,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VFA8,DROME,CG42404,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VGC0,DROME,CG17404,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VHA8,DROME,P58IPK,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VK03,DROME,hbt,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VLR2,DROME,CG8353,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VN74,DROME,CG14662,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9VSK1,DROME,CG32354,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9W281,DROME,Fbxo42,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_LOCATION_KEYWORD,prediction_target,Q9XYY9,DROME,Rhp,,projects/PROTNLM_EVALUATION/fly-benchmark/location-keyword-tier.csv
FLY_NEXT20,prediction_target,P53624,DROME,alpha-Man-Ia,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9W4S9,DROME,Pde4,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q95T10,DROME,CG3631,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VU95,DROME,CG8745,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VCR7,DROME,Ctns,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VBC7,DROME,amon,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VDT6,DROME,Mrm2,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VVV2,DROME,CG6836,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,O76268,DROME,NTPase,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q5U0V7,DROME,Synj,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VLR2,DROME,CG8353,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q7KVQ7,DROME,Tango5,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q0KI97,DROME,CG34117,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,E1JIT1,DROME,Gpdh3,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VGF3,DROME,CG18547,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VGJ8,DROME,CG6830,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,M9PCT1,DROME,Serinc,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q9VC41,DROME,CG42331,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q7K5M0,DROME,scaf,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
FLY_NEXT20,prediction_target,Q8T0V2,DROME,MESK2,,projects/PROTNLM_EVALUATION/fly-benchmark/next20/cohort.csv
POMBE20,prediction_target,O13769,SCHPO,ulp2,genes/SCHPO/ulp2/ulp2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O13993,SCHPO,rpo41,genes/SCHPO/rpo41/rpo41-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O14003,SCHPO,rfc3,genes/SCHPO/rfc3/rfc3-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O14086,SCHPO,rpa49,genes/SCHPO/rpa49/rpa49-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O14423,SCHPO,cbh1,genes/SCHPO/cbh1/cbh1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O42996,SCHPO,crt10,genes/SCHPO/crt10/crt10-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O59772,SCHPO,sws2,genes/SCHPO/sws2/sws2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O74801,SCHPO,yml6,genes/SCHPO/yml6/yml6-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O94267,SCHPO,spt16,genes/SCHPO/spt16/spt16-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O94297,SCHPO,cem1,genes/SCHPO/cem1/cem1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,O94400,SCHPO,asr1,genes/SCHPO/asr1/asr1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q09683,SCHPO,mre11,genes/SCHPO/mre11/mre11-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q10222,SCHPO,pta1,genes/SCHPO/pta1/pta1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q7LKV3,SCHPO,sen15,genes/SCHPO/sen15/sen15-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q7LL15,SCHPO,sus1,genes/SCHPO/sus1/sus1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q9P6P2,SCHPO,rrp36,genes/SCHPO/rrp36/rrp36-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q9P7B5,SCHPO,wss1,genes/SCHPO/wss1/wss1-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q9P7N2,SCHPO,vas2,genes/SCHPO/vas2/vas2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q9UUB6,SCHPO,uch2,genes/SCHPO/uch2/uch2-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE20,prediction_target,Q9UUI1,SCHPO,lsm6,genes/SCHPO/lsm6/lsm6-ai-review.yaml,projects/PROTNLM_EVALUATION/pombe-benchmark/functional-cohort.csv
POMBE_REMAINING8,prediction_target,C6Y4C2,SCHPO,spo2,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,O13935,SCHPO,trm402,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,O94380,SCHPO,gpi16,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,Q1MTQ9,SCHPO,nip7,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,Q9HGQ3,SCHPO,cis4,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,Q9P7F2,SCHPO,cao1,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,Q9UTA9,SCHPO,SPAC25B8.09,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
POMBE_REMAINING8,prediction_target,Q9Y7T6,SCHPO,sec59,,projects/PROTNLM_EVALUATION/pombe-benchmark/remaining/cohort.csv
NEUROSPORA20,prediction_target,A7UX10,NEUCR,NCU11362,genes/NEUCR/NCU11362/NCU11362-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q1K4S3,NEUCR,glt-1,genes/NEUCR/glt-1/glt-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q1K6K5,NEUCR,NCU01245,genes/NEUCR/NCU01245/NCU01245-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q1K772,NEUCR,NCU04302,genes/NEUCR/NCU04302/NCU04302-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7RWZ3,NEUCR,NCU01540,genes/NEUCR/NCU01540/NCU01540-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7RYZ6,NEUCR,mek-1,genes/NEUCR/mek-1/mek-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S234,NEUCR,NCU09880,genes/NEUCR/NCU09880/NCU09880-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S2F2,NEUCR,NCU06005,genes/NEUCR/NCU06005/NCU06005-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S2Q5,NEUCR,NCU09721,genes/NEUCR/NCU09721/NCU09721-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S2X9,NEUCR,NCU08990,genes/NEUCR/NCU08990/NCU08990-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S3B9,NEUCR,NCU04637,genes/NEUCR/NCU04637/NCU04637-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S3T0,NEUCR,NCU04937,genes/NEUCR/NCU04937/NCU04937-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7S7W0,NEUCR,kal-1,genes/NEUCR/kal-1/kal-1-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7SAD4,NEUCR,NCU06296,genes/NEUCR/NCU06296/NCU06296-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7SCN3,NEUCR,NCU08595,genes/NEUCR/NCU08595/NCU08595-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7SCX0,NEUCR,vtc-4,genes/NEUCR/vtc-4/vtc-4-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7SGY4,NEUCR,NCU03033,genes/NEUCR/NCU03033/NCU03033-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,Q7SHS5,NEUCR,NCU02539,genes/NEUCR/NCU02539/NCU02539-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,V5ILC0,NEUCR,NCU12035,genes/NEUCR/NCU12035/NCU12035-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
NEUROSPORA20,prediction_target,V5IQW8,NEUCR,NCU07379,genes/NEUCR/NCU07379/NCU07379-ai-review.yaml,projects/PROTNLM_EVALUATION/neurospora-benchmark/review-cohort.csv
MOD_EVOLUTION20,prediction_target,F8WDQ9,human,UBE2F,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,J3KS48,human,NARF,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A2R8YCT7,human,DTD1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A7P0T7Z1,human,ACAD9,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,G3V4H1,human,RHOJ,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A140LHW5,mouse,Spcs2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A494B8X4,mouse,Sdhaf2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A3B2WCZ5,mouse,Vmn2r73,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,B4F7D2,rat,Pnkd,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A8I5ZMD5,rat,Mtmr12,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A8I6ALM9,rat,Ptk7,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,U4PF58,worm,dpm-1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,S6FN32,worm,wdr-23,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q18287,worm,C28G1.2,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,A0A1P8ARD2,ARATH,FTSH12,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q9SAI7,ARATH,DRS1,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q0WW53,ARATH,AT4G38370,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q567K5,DANRE,dcxr,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q6P0J1,DANRE,hes6,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
MOD_EVOLUTION20,prediction_target,Q6DCZ6,XENLA,uap1.S,,projects/PROTNLM_EVALUATION/mod-evolution-benchmark/cohort.csv
