EntryID	ECNumber	Organism	UniprotID	Substrate	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	PubMedID
10716	2.7.1.1	Homo sapiens		D-Glucose;ATP	Ki	Ki	N-Acetylglucosamine	3.0E-4	5.0E-4	-	M	953036
10716	2.7.1.1	Homo sapiens		D-Glucose;ATP	Km1	Km	ATP	5.7E-4	0.001	-	M	953036
10716	2.7.1.1	Homo sapiens		D-Glucose;ATP	A	concentration	ATP	0.005		-	M	953036
10716	2.7.1.1	Homo sapiens		D-Glucose;ATP	Km2	Km	D-Glucose	4.8E-5	8.0E-5	-	M	953036
10717	2.7.1.1	Homo sapiens		ATP;D-Mannose	A	concentration	ATP	0.005		-	M	953036
10717	2.7.1.1	Homo sapiens		ATP;D-Mannose	Km	Km	D-Mannose	6.0E-4		-	M	953036
10718	2.7.1.1	Homo sapiens		ATP;2-Deoxy-D-glucose	A	concentration	ATP	0.005		-	M	953036
10718	2.7.1.1	Homo sapiens		ATP;2-Deoxy-D-glucose	Km	Km	2-Deoxy-D-glucose	0.001		-	M	953036
10719	2.7.1.1	Homo sapiens		D-Glucosamine;ATP	A	concentration	ATP	0.005		-	M	953036
10719	2.7.1.1	Homo sapiens		D-Glucosamine;ATP	Km	Km	D-Glucosamine	0.0044		-	M	953036
10720	2.7.1.1	Homo sapiens		D-Fructose;ATP	Km	Km	D-Fructose	0.01		-	M	953036
10720	2.7.1.1	Homo sapiens		D-Fructose;ATP	A	concentration	ATP	0.005		-	M	953036
20951	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	3.2E-5		-	M	2043117
20951	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		9.700194E-4		-	katal*g^(-1)	2043117
20951	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP	0.005		-	M	2043117
20951	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	S	concentration	D-Glucose			-	-	2043117
20952	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		9.700194E-4		-	katal*g^(-1)	2043117
20952	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	3.0E-4		-	M	2043117
20952	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP	0.0	0.005	-	M	2043117
20952	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	D-Glucose			-	-	2043117
26994	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S	concentration	Glucose			-	-	4328735
26994	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S_half	S_half	Glucose	1.1E-5	1.3E-5	-	M	4328735
26994	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	Vmax	Vmax				-	-	4328735
26994	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	n	Hill coefficient	Glucose	1.0		-	-	4328735
26995	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	Vmax	Vmax				-	-	4328735
26995	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S	concentration	ATP			-	-	4328735
26995	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	n	Hill coefficient	ATP	1.0		-	-	4328735
26995	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S_half	S_half	ATP	1.1E-5	1.3E-5	-	M	4328735
26996	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S	concentration	ATP			-	-	4328735
26996	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S_half	S_half	ATP	1.1E-5	1.3E-5	-	M	4328735
26996	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	Vmax	Vmax				-	-	4328735
26996	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	n	Hill coefficient	ATP	1.0		-	-	4328735
26997	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S	concentration	Glucose			-	-	4328735
26997	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	n	Hill coefficient	Glucose	1.0		-	-	4328735
26997	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	Vmax	Vmax				-	-	4328735
26997	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	S_half	S_half	Glucose	1.1E-5	1.3E-5	-	M	4328735
29402	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	KmA	Km	ATP	0.0018		-	M	638252
29402	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	KmB	Km	Glucose	9.6E-5		-	M	638252
29402	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	B	concentration	Glucose	0.01		-	M	638252
29402	2.7.1.1	Homo sapiens	P19367	Glucose;ATP	A	concentration	ATP	0.01		-	M	638252
31749	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	S	concentration	ATP	5.0E-5	0.005	-	M	16640561
31749	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Km	Km	ATP	6.96E-4		1.8E-4	M	16640561
31749	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Vmax	Vmax		3.266732E-5		6.6668E-6	katal*g^(-1)	16640561
31749	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	0.005		-	M	16640561
31750	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	D-Glucose	0.005		-	M	16640561
31750	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	S	concentration	ATP	5.0E-5	0.005	-	M	16640561
31750	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Vmax	Vmax		8.66684E-6		1.6667E-6	katal*g^(-1)	16640561
31750	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Km	Km	ATP	9.9E-4		5E-5	M	16640561
31751	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Km	Km	D-Glucose	1.46E-4		1.2E-5	M	16640561
31751	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	ATP	0.01		-	M	16640561
31751	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	S	concentration	D-Glucose	5.0E-5	0.01	-	M	16640561
31751	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Vmax	Vmax		2.750055E-5		3.00006E-6	katal*g^(-1)	16640561
31752	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Vmax	Vmax		7.33348E-6		1.6667E-6	katal*g^(-1)	16640561
31752	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	Km	Km	D-Glucose	1.8E-4		4E-5	M	16640561
31752	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	A	concentration	ATP	0.01		-	M	16640561
31752	2.7.1.1	Homo sapiens	P52789	D-Glucose;ATP	S	concentration	D-Glucose	5.0E-5	0.01	-	M	16640561
32629	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S1	concentration	D-Glucose	0.0	0.005	-	M	3341751
32629	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		0.003208667		-	mol*s^(-1)*g^(-1)	3341751
32629	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S2	concentration	ATP	0.005		-	M	3341751
32629	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km1	Km	D-Glucose	6.0E-5		-	M	3341751
32630	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km2	Km	ATP	6.0E-4		-	M	3341751
32630	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S2	concentration	ATP	0.0	0.005	-	M	3341751
32630	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S1	concentration	D-Glucose	0.005		-	M	3341751
32630	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		0.003208667		-	mol*s^(-1)*g^(-1)	3341751
32631	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	Km2	Km	ITP	0.0166		-	M	3341751
32631	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	S2	concentration	ITP	0.0	0.005	-	M	3341751
32631	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	S1	concentration	D-Glucose	0.005		-	M	3341751
32631	2.7.1.1	Homo sapiens	P19367	D-Glucose;ITP	Vmax	Vmax		2.888333E-4		-	mol*s^(-1)*g^(-1)	3341751
32632	2.7.1.1	Homo sapiens	P19367	UTP;D-Glucose	S2	concentration	UTP	0.0	0.005	-	M	3341751
32632	2.7.1.1	Homo sapiens	P19367	UTP;D-Glucose	S1	concentration	D-Glucose	0.005		-	M	3341751
32632	2.7.1.1	Homo sapiens	P19367	UTP;D-Glucose	Km2	Km	UTP	0.005		-	M	3341751
32632	2.7.1.1	Homo sapiens	P19367	UTP;D-Glucose	Vmax	Vmax		1.605E-4		-	mol*s^(-1)*g^(-1)	3341751
32633	2.7.1.1	Homo sapiens	P19367	CTP;D-Glucose	S2	concentration	CTP	0.0	0.005	-	M	3341751
32633	2.7.1.1	Homo sapiens	P19367	CTP;D-Glucose	Km2	Km	CTP	0.005		-	M	3341751
32633	2.7.1.1	Homo sapiens	P19367	CTP;D-Glucose	Vmax	Vmax		1.605E-4		-	mol*s^(-1)*g^(-1)	3341751
32633	2.7.1.1	Homo sapiens	P19367	CTP;D-Glucose	S1	concentration	D-Glucose	0.005		-	M	3341751
32634	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	S2	concentration	ATP	0.005		-	M	3341751
32634	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	S1	concentration	D-Mannose	0.0	0.005	-	M	3341751
32634	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	Km1	Km	D-Mannose	1.0E-4		-	M	3341751
32634	2.7.1.1	Homo sapiens	P19367	ATP;D-Mannose	Vmax	Vmax		0.003401167		-	mol*s^(-1)*g^(-1)	3341751
32635	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	Km1	Km	D-Fructose	0.0114		-	M	3341751
32635	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	S2	concentration	ATP	0.005		-	M	3341751
32635	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	Vmax	Vmax		0.004171333		-	mol*s^(-1)*g^(-1)	3341751
32635	2.7.1.1	Homo sapiens	P19367	ATP;D-Fructose	S1	concentration	D-Fructose	0.0	0.005	-	M	3341751
32636	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	S2	concentration	ATP	0.005		-	M	3341751
32636	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	S1	concentration	2-Deoxy-D-glucose	0.0	0.005	-	M	3341751
32636	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	Vmax	Vmax		0.003208667		-	mol*s^(-1)*g^(-1)	3341751
32636	2.7.1.1	Homo sapiens	P19367	2-Deoxy-D-glucose;ATP	Km1	Km	2-Deoxy-D-glucose	5.0E-4		-	M	3341751
32637	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucosamine	S2	concentration	ATP	0.005		-	M	3341751
32637	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucosamine	S1	concentration	D-Glucosamine	0.0	0.005	-	M	3341751
32637	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucosamine	Km1	Km	D-Glucosamine	6.0E-4		-	M	3341751
32637	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucosamine	Vmax	Vmax		0.0012835		-	mol*s^(-1)*g^(-1)	3341751
36566	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		8.66684E-4		-	katal*g^(-1)	17080299
36566	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	S	concentration	D-Glucose	0.0	0.001	-	M	17080299
36566	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	ATP	concentration	ATP	0.0066		-	M	17080299
36566	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	7.32E-5		2.4E-6	M	17080299
36567	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		8.66684E-4		-	katal*g^(-1)	17080299
36567	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.0033		-	M	17080299
36567	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	0.00109		2E-5	M	17080299
36567	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	ATP	0.0	0.001	-	M	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	0.00109		2E-5	M	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	ATP	0.0	0.001	-	M	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Ki	Ki	1,5-Anhydro-D-glucitol 6-phosphate	1.64E-5		1.1E-6	M	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.0033		-	M	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		8.66684E-4		-	katal*g^(-1)	17080299
36568	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	I	concentration	1,5-Anhydro-D-glucitol 6-phosphate			-	-	17080299
36569	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	D-Glucose	0.0	0.001	-	M	17080299
36569	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	6.5E-5		3.2E-6	M	17080299
36569	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	ATP	concentration	ATP	0.0066		-	M	17080299
36569	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		8.83351E-4		-	katal*g^(-1)	17080299
36570	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	ATP	0.0	0.001	-	M	17080299
36570	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		8.83351E-4		-	katal*g^(-1)	17080299
36570	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	0.00116		5E-5	M	17080299
36570	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose	0.0033		-	M	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	S	concentration	ATP	0.0	0.001	-	M	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose	0.0033		-	M	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		8.83351E-4		-	katal*g^(-1)	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I	concentration	1,5-Anhydro-D-glucitol 6-phosphate			-	-	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	0.00116		5E-5	M	17080299
36571	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki	Ki	1,5-Anhydro-D-glucitol 6-phosphate	1.07E-5		4E-7	M	17080299
36572	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax		3.66674E-4		-	katal*g^(-1)	17080299
36572	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	ATP	concentration	ATP	0.0066		-	M	17080299
36572	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	S	concentration	D-Glucose	0.0	0.001	-	M	17080299
36572	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	8.41E-5		5.9E-6	M	17080299
36573	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		3.66674E-4		-	katal*g^(-1)	17080299
36573	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	0.00151		3E-5	M	17080299
36573	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose	0.0033		-	M	17080299
36573	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	S	concentration	ATP	0.0	0.001	-	M	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax		3.66674E-4		-	katal*g^(-1)	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	0.00151		3E-5	M	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	S	concentration	ATP	0.0	0.001	-	M	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose	0.0033		-	M	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	I	concentration	1,5-Anhydro-D-glucitol 6-phosphate			-	-	17080299
36574	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Ki	Ki	1,5-Anhydro-D-glucitol 6-phosphate	1.08E-5		5E-7	M	17080299
38586	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38586	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	4.3E-4		6E-5	M	7150652
38586	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP			-	-	7150652
38586	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38586	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.01		-	M	7150652
38587	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP			-	-	7150652
38587	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38587	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	5.2E-4		2.2E-4	M	7150652
38587	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.01		-	M	7150652
38587	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38588	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38588	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP			-	-	7150652
38588	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	6.8E-4		1.9E-4	M	7150652
38588	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38588	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.01		-	M	7150652
38589	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38589	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38589	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	5.0E-4	9.9E-4	-	M	7150652
38589	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38589	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38590	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	ATP			-	-	7150652
38590	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	ATP	7.2E-4		3E-4	M	7150652
38590	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38590	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	D-Glucose	0.01		-	M	7150652
38590	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38591	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38591	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	7.3E-4		1E-4	M	7150652
38591	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38591	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38591	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38592	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	0.00109		3.9E-4	M	7150652
38592	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38592	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38592	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38592	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38593	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38593	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38593	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38593	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38593	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	0.00125	0.00154	-	M	7150652
38594	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38594	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38594	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38594	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Km	Km	ATP	7.1E-4		1.4E-4	M	7150652
38594	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38595	2.7.1.1	Homo sapiens	P52790	D-Glucose;ATP	B	concentration	D-Glucose	0.01		-	M	7150652
38595	2.7.1.1	Homo sapiens	P52790	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38595	2.7.1.1	Homo sapiens	P52790	D-Glucose;ATP	A	concentration	ATP			-	-	7150652
38595	2.7.1.1	Homo sapiens	P52790	D-Glucose;ATP	Km	Km	ATP	0.00117		3.2E-4	M	7150652
38595	2.7.1.1	Homo sapiens	P52790	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38596	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38596	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38596	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Km	Km	ATP	8.1E-4		1.1E-4	M	7150652
38596	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38596	2.7.1.1	Homo sapiens	P52790	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38597	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38597	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38597	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	ATP	7.1E-4		9E-5	M	7150652
38597	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	ATP			-	-	7150652
38597	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	D-Glucose	0.01		-	M	7150652
38598	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	6.5E-5	6.6E-5	-	M	7150652
38598	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38598	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38598	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38598	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38599	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38599	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose			-	-	7150652
38599	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	6.1E-5		1.9E-5	M	7150652
38599	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7150652
38599	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38600	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Km	Km	D-Glucose	6.5E-5		1.1E-5	M	7150652
38600	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	B	concentration	ATP	0.005		-	M	7150652
38600	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	Vmax	Vmax				-	-	7150652
38600	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	M	concentration	Mg2+	0.005		-	M	7150652
38600	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose			-	-	7150652
38601	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38601	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	4.6E-5	6.7E-5	-	M	7150652
38601	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38601	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38601	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38602	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38602	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	6.3E-5		1.2E-5	M	7150652
38602	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38602	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38602	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38603	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38603	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38603	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38603	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	4.5E-5	6.5E-5	-	M	7150652
38603	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38604	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	A	concentration	D-Glucose			-	-	7150652
38604	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Km	Km	D-Glucose	3.4E-5		4E-6	M	7150652
38604	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7150652
38604	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	Vmax	Vmax				-	-	7150652
38604	2.7.1.1	Homo sapiens	P19367	ATP;D-Glucose	M	concentration	Mg2+	0.005		-	M	7150652
38605	2.7.1.1	Homo sapiens	P19367	D-Glucose;ATP	A	concentration	D-Glucose			-	-	7150652
