action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name
MARK_AS_OVER_ANNOTATED	paaJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN001291485	PTHR43853	3-KETOACYL-COA THIOLASE, PEROXISOMAL	PTHR43853:SF2	3-OXOADIPYL-COA_3-OXO-5,6-DEHYDROSUBERYL-COA THIOLASE
MARK_AS_OVER_ANNOTATED	pdxB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002452155	PTHR42938	FORMATE DEHYDROGENASE 1	PTHR42938:SF9	FORMATE DEHYDROGENASE 1
MARK_AS_OVER_ANNOTATED	pdxJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002411800	PTHR30456	PYRIDOXINE 5'-PHOSPHATE SYNTHASE	PTHR30456:SF0	PYRIDOXINE 5'-PHOSPHATE SYNTHASE
MARK_AS_OVER_ANNOTATED	purM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046084	adenine biosynthetic process	PTN002237315	PTHR10520	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3-RELATED	PTHR10520:SF12	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3
MARK_AS_OVER_ANNOTATED	pyrG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019856	pyrimidine nucleobase biosynthetic process	PTN000167579	PTHR11550	CTP SYNTHASE	PTHR11550:SF0	CTP SYNTHASE-RELATED
MARK_AS_OVER_ANNOTATED	quiA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008876	quinoprotein glucose dehydrogenase activity	PTN004940506	PTHR32303	QUINOPROTEIN ALCOHOL DEHYDROGENASE (CYTOCHROME C)	PTHR32303:SF4	QUINOPROTEIN GLUCOSE DEHYDROGENASE
MARK_AS_OVER_ANNOTATED	relA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	PTN002327464	PTHR21262	GUANOSINE-3',5'-BIS DIPHOSPHATE 3'-PYROPHOSPHOHYDROLASE	PTHR21262:SF31	GTP PYROPHOSPHOKINASE
MARK_AS_OVER_ANNOTATED	relA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	PTN002327464	PTHR21262	GUANOSINE-3',5'-BIS DIPHOSPHATE 3'-PYROPHOSPHOHYDROLASE	PTHR21262:SF31	GTP PYROPHOSPHOKINASE
MARK_AS_OVER_ANNOTATED	rfbC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000271	polysaccharide biosynthetic process	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MARK_AS_OVER_ANNOTATED	rlmE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008173	RNA methyltransferase activity	PTN002249808	PTHR10920	RIBOSOMAL RNA METHYLTRANSFERASE	PTHR10920:SF18	RRNA METHYLTRANSFERASE 2, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	rmlC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000271	polysaccharide biosynthetic process	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MARK_AS_OVER_ANNOTATED	sdhA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009061	anaerobic respiration	PTN002267550	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	secD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015031	protein transport	PTN002409401	PTHR30081	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	PTHR30081:SF1	PROTEIN TRANSLOCASE SUBUNIT SECD
MARK_AS_OVER_ANNOTATED	secF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015031	protein transport	PTN002409392	PTHR30081	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	PTHR30081:SF8	PROTEIN TRANSLOCASE SUBUNIT SECF
MARK_AS_OVER_ANNOTATED	sfgA	Emericella nidulans	GO:0045944	positive regulation of transcription by RNA polymerase II	PTN002288087	PTHR37534	TRANSCRIPTIONAL ACTIVATOR PROTEIN UGA3	PTHR37534:SF41	SFGA
MARK_AS_OVER_ANNOTATED	tatC-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009977	proton motive force dependent protein transmembrane transporter activity	PTN002411347	PTHR30371	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC	PTHR30371:SF0	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED
MARK_AS_OVER_ANNOTATED	tatC-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009977	proton motive force dependent protein transmembrane transporter activity	PTN002411347	PTHR30371	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC	PTHR30371:SF0	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED
MARK_AS_OVER_ANNOTATED	tolC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015288	porin activity	PTN002011548	PTHR30026	OUTER MEMBRANE PROTEIN TOLC	PTHR30026:SF22	OUTER MEMBRANE EFFLUX PROTEIN
MARK_AS_OVER_ANNOTATED	trmB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043527	tRNA methyltransferase complex	PTN002361431	PTHR23417	3-DEOXY-D-MANNO-OCTULOSONIC-ACID TRANSFERASE/TRNA GUANINE-N 7 - -METHYLTRANSFERASE	PTHR23417:SF14	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN
MARK_AS_OVER_ANNOTATED	tsaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033554	cellular response to stress	PTN002242136	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF128	THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	tyrB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002275473	PTHR11879	ASPARTATE AMINOTRANSFERASE	PTHR11879:SF37	AROMATIC-AMINO-ACID AMINOTRANSFERASE
MARK_AS_OVER_ANNOTATED	tyrS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0043039	tRNA aminoacylation	PTN002272564	PTHR11766	TYROSYL-TRNA SYNTHETASE	PTHR11766:SF1	TYROSINE--TRNA LIGASE
MARK_AS_OVER_ANNOTATED	ubiA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016740	transferase activity	PTN004223178	PTHR11048	PRENYLTRANSFERASES	PTHR11048:SF28	4-HYDROXYBENZOATE POLYPRENYLTRANSFERASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ubiC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002446048	PTHR38683	CHORISMATE PYRUVATE-LYASE	PTHR38683:SF1	CHORISMATE PYRUVATE-LYASE
MARK_AS_OVER_ANNOTATED	ubiD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002409573	PTHR30108	3-OCTAPRENYL-4-HYDROXYBENZOATE CARBOXY-LYASE-RELATED	PTHR30108:SF17	FERULIC ACID DECARBOXYLASE 1
MARK_AS_OVER_ANNOTATED	ubiG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008168	methyltransferase activity	PTN002460086	PTHR43464	METHYLTRANSFERASE	PTHR43464:SF19	UBIQUINONE BIOSYNTHESIS O-METHYLTRANSFERASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ubiK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002445503	PTHR38040	UBIQUINONE BIOSYNTHESIS ACCESSORY FACTOR UBIK	PTHR38040:SF1	UBIQUINONE BIOSYNTHESIS ACCESSORY FACTOR UBIK
MARK_AS_OVER_ANNOTATED	zwf	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009051	pentose-phosphate shunt, oxidative branch	PTN002765778	PTHR23429	GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE G6PD	PTHR23429:SF0	GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE
MODIFY	A0A8B6GS20	Mytilus galloprovincialis	GO:0046856	phosphatidylinositol dephosphorylation	PTN000086907	PTHR10807	MYOTUBULARIN-RELATED	PTHR10807:SF73	LD06050P
MODIFY	A4F7P6	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0008610	lipid biosynthetic process	PTN000160696	PTHR11487	THIOESTERASE	PTHR11487:SF0	S-ACYL FATTY ACID SYNTHASE THIOESTERASE, MEDIUM CHAIN
MODIFY	AP180	Doryteuthis pealeii	GO:0008021	synaptic vesicle	PTN000536703	PTHR22951	CLATHRIN ASSEMBLY PROTEIN	PTHR22951:SF5	PHOSPHATIDYLINOSITOL-BINDING CLATHRIN ASSEMBLY PROTEIN LAP
MODIFY	AmiC1	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	GO:0030288	outer membrane-bounded periplasmic space	PTN002018865				
MODIFY	CTR1	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN
MODIFY	CTR2	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN
MODIFY	K9IFT7	Desmodus rotundus	GO:0002227	innate immune response in mucosa	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1
MODIFY	K9IFT7	Desmodus rotundus	GO:0050829	defense response to Gram-negative bacterium	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1
MODIFY	K9IFT7	Desmodus rotundus	GO:0050830	defense response to Gram-positive bacterium	PTN000483423	PTHR21388	BETA-DEFENSIN-RELATED	PTHR21388:SF9	BETA-DEFENSIN 1
MODIFY	OPR	Octopus vulgaris	GO:0032870	cellular response to hormone stimulus	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN
MODIFY	OPR	Octopus vulgaris	GO:0042277	peptide binding	PTN001202415	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	PTHR24241:SF161	G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN
MODIFY	PP_2213	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004321	fatty-acyl-CoA synthase activity	PTN000644270	PTHR43605	ACYL-COENZYME A SYNTHETASE	PTHR43605:SF10	ACYL-COA SYNTHETASE MEDIUM CHAIN FAMILY MEMBER 3
MODIFY	PP_3117	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006281	DNA repair	PTN009155960	PTHR35369	BLR3025 PROTEIN-RELATED	PTHR35369:SF3	TRANSLESION DNA SYNTHESIS-ASSOCIATED PROTEIN IMUA
MODIFY	PP_5298	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006598	polyamine catabolic process	PTN000938594	PTHR43235	GLUTAMINE AMIDOTRANSFERASE PB2B2.05-RELATED	PTHR43235:SF1	GLUTAMINE AMIDOTRANSFERASE PB2B2.05-RELATED
MODIFY	Saro_0802	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
MODIFY	Saro_2809	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	GO:0016121	carotene catabolic process	PTN000830280	PTHR10543	BETA-CAROTENE DIOXYGENASE	PTHR10543:SF89	CAROTENOID 9,10(9',10')-CLEAVAGE DIOXYGENASE 1
MODIFY	TFP	Thlaspi arvense	GO:0030234	enzyme regulator activity	PTN008234626	PTHR47435	KELCH REPEAT PROTEIN (AFU_ORTHOLOGUE AFUA_5G12780)	PTHR47435:SF7	EPITHIOSPECIFIER PROTEIN
MODIFY	aceK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004721	phosphoprotein phosphatase activity	PTN002446796	PTHR39559	-	PTHR39559:SF1	ISOCITRATE DEHYDROGENASE KINASE_PHOSPHATASE
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008379	thioredoxin peroxidase activity	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C
MODIFY	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042744	hydrogen peroxide catabolic process	PTN000074135	PTHR10681	THIOREDOXIN PEROXIDASE	PTHR10681:SF121	ALKYL HYDROPEROXIDE REDUCTASE C
MODIFY	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0005886	plasma membrane	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL
MODIFY	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0009061	anaerobic respiration	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL
MODIFY	bcsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016758	hexosyltransferase activity	PTN001634554	PTHR43867	CELLULOSE SYNTHASE CATALYTIC SUBUNIT A [UDP-FORMING]	PTHR43867:SF2	CELLULOSE SYNTHASE CATALYTIC SUBUNIT A [UDP-FORMING]
MODIFY	benD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	PTN002460465	PTHR42760	SHORT-CHAIN DEHYDROGENASES/REDUCTASES FAMILY MEMBER	PTHR42760:SF123	OXIDOREDUCTASE
MODIFY	celX	Acetivibrio thermocellus	GO:0004622	phosphatidylcholine lysophospholipase A1 activity	PTN002411393	PTHR30383	THIOESTERASE 1/PROTEASE 1/LYSOPHOSPHOLIPASE L1	PTHR30383:SF5	SGNH HYDROLASE-TYPE ESTERASE DOMAIN-CONTAINING PROTEIN
MODIFY	clpX	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009376	HslUV protease complex	PTN002258935	PTHR48102	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL-RELATED	PTHR48102:SF7	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL
MODIFY	cpx	Doryteuthis pealeii	GO:0016079	synaptic vesicle exocytosis	PTN002703616	PTHR16705	COMPLEXIN	PTHR16705:SF4	COMPLEXIN
MODIFY	ech	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008300	isoprenoid catabolic process	PTN002873559	PTHR42964	ENOYL-COA HYDRATASE	PTHR42964:SF1	POLYKETIDE BIOSYNTHESIS ENOYL-COA HYDRATASE PKSH-RELATED
MODIFY	eryAI	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED
MODIFY	eryAII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED
MODIFY	eryAIII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0004312	fatty acid synthase activity	PTN000918870	PTHR43775	FATTY ACID SYNTHASE	PTHR43775:SF51	INACTIVE PHENOLPHTHIOCEROL SYNTHESIS POLYKETIDE SYNTHASE TYPE I PKS1-RELATED
MODIFY	eryBVII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN002325964	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MODIFY	eryBVII	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0019305	dTDP-rhamnose biosynthetic process	PTN002325964	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE
MODIFY	eryCI	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN002015832	PTHR30244	TRANSAMINASE	PTHR30244:SF36	3-OXO-GLUCOSE-6-PHOSPHATE:GLUTAMATE AMINOTRANSFERASE
MODIFY	eryCIV	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	GO:0000271	polysaccharide biosynthetic process	PTN000767067	PTHR30244	TRANSAMINASE	PTHR30244:SF9	PROTEIN RV3402C
MODIFY	fcs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006631	fatty acid metabolic process	PTN008449823	PTHR43201	ACYL-COA SYNTHETASE	PTHR43201:SF32	2-SUCCINYLBENZOATE--COA LIGASE, CHLOROPLASTIC_PEROXISOMAL
MODIFY	fcs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0031956	medium-chain fatty acid-CoA ligase activity	PTN008449823	PTHR43201	ACYL-COA SYNTHETASE	PTHR43201:SF32	2-SUCCINYLBENZOATE--COA LIGASE, CHLOROPLASTIC_PEROXISOMAL
MODIFY	ftsY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006605	protein targeting	PTN002455079	PTHR43134	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	PTHR43134:SF1	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA
MODIFY	fur	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008270	zinc ion binding	PTN002431809	PTHR33202	ZINC UPTAKE REGULATION PROTEIN	PTHR33202:SF2	FERRIC UPTAKE REGULATION PROTEIN
MODIFY	hemBB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008270	zinc ion binding	PTN000894573	PTHR11458	DELTA-AMINOLEVULINIC ACID DEHYDRATASE	PTHR11458:SF0	DELTA-AMINOLEVULINIC ACID DEHYDRATASE
MODIFY	mcr-1	Escherichia coli	GO:0016776	phosphotransferase activity, phosphate group as acceptor	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MODIFY	mcr-3	Aeromonas media	GO:0016776	phosphotransferase activity, phosphate group as acceptor	PTN002019542	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MODIFY	mcr-4	Salmonella sp	GO:0016776	phosphotransferase activity, phosphate group as acceptor	PTN002019543	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MODIFY	mcr2	Escherichia coli	GO:0016776	phosphotransferase activity, phosphate group as acceptor	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MODIFY	mdr	Starmerella bombicola	GO:0015421	ABC-type oligopeptide transporter activity	PTN008681462	PTHR43394	ATP-DEPENDENT PERMEASE MDL1, MITOCHONDRIAL	PTHR43394:SF11	ATP-BINDING CASSETTE TRANSPORTER
MODIFY	metB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016846	carbon-sulfur lyase activity	PTN008330292	PTHR11808	TRANS-SULFURATION ENZYME FAMILY MEMBER	PTHR11808:SF80	CYSTATHIONINE GAMMA-LYASE
MODIFY	metH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050667	homocysteine metabolic process	PTN002326308	PTHR45833	METHIONINE SYNTHASE	PTHR45833:SF1	METHIONINE SYNTHASE
MODIFY	mluA	Methylorubrum extorquens AM1	GO:0015344	siderophore uptake transmembrane transporter activity	PTN004950207	PTHR32552	FERRICHROME IRON RECEPTOR-RELATED	PTHR32552:SF82	FCUA PROTEIN
MODIFY	moeB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016779	nucleotidyltransferase activity	PTN002250299	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	PTHR10953:SF194	MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE
MODIFY	opgG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051274	beta-glucan biosynthetic process	PTN002412129	PTHR30504	GLUCANS BIOSYNTHESIS PROTEIN	PTHR30504:SF4	GLUCANS BIOSYNTHESIS PROTEIN G
MODIFY	pcaK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046942	carboxylic acid transport	PTN002781836	PTHR23508	CARBOXYLIC ACID TRANSPORTER PROTEIN HOMOLOG	PTHR23508:SF10	CARBOXYLIC ACID TRANSPORTER PROTEIN HOMOLOG
MODIFY	pcaK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046943	carboxylic acid transmembrane transporter activity	PTN002781836	PTHR23508	CARBOXYLIC ACID TRANSPORTER PROTEIN HOMOLOG	PTHR23508:SF10	CARBOXYLIC ACID TRANSPORTER PROTEIN HOMOLOG
MODIFY	phaZ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004806	triacylglycerol lipase activity	PTN002251178	PTHR43433	HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN	PTHR43433:SF5	AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN
MODIFY	phaZ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046503	glycerolipid catabolic process	PTN002251178	PTHR43433	HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN	PTHR43433:SF5	AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN
MODIFY	ptsN	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030295	protein kinase activator activity	PTN002412134	PTHR47738	PTS SYSTEM FRUCTOSE-LIKE EIIA COMPONENT-RELATED	PTHR47738:SF1	NITROGEN REGULATORY PROTEIN
