action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name	aspect	mode	mode_label	mode_source	mode_note	reviewer_reason
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003941	L-serine ammonia-lyase activity	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	molecular_function	1	GRANULARITY	curated	sibling activity of the threonine/serine dehydratase family	Q88HB4 carries the biosynthetic-threonine-deaminase signature and an exact threonine reaction/pathway assignment. TreeGrafter transfer across the broader serine/threonine-dehydratase family does not establish a physiologically relevant serine reaction for this paralog.
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006565	L-serine catabolic process	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	biological_process	1	GRANULARITY	curated	sibling activity of the threonine/serine dehydratase family	This TreeGrafter call follows the broad enzyme family. The exact UniProt reaction and pathway record instead identify threonine use for 2-oxobutanoate supply in isoleucine biosynthesis.
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006567	L-threonine catabolic process	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	biological_process	1	GRANULARITY	curated	sibling catabolic process of the threonine/serine dehydratase family	GO:0006567 broadly covers reactions resulting in threonine breakdown, so the call is not chemically false. It is nevertheless misleading as a core physiological assignment because Q88HB4 channels the resulting 2-oxobutanoate into L-isoleucine biosynthesis rather than a dedicated threonine-degradatio
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003941	L-serine ammonia-lyase activity	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	molecular_function	1	GRANULARITY	curated	sibling activity of the threonine/serine dehydratase family	Q88CN1 carries the biosynthetic-threonine-deaminase signature and an exact threonine reaction/pathway assignment. TreeGrafter transfer across the broader serine/threonine-dehydratase family does not establish a physiologically relevant serine reaction for this paralog.
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006565	L-serine catabolic process	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	biological_process	1	GRANULARITY	curated	sibling activity of the threonine/serine dehydratase family	This TreeGrafter call follows the broad enzyme family. The exact UniProt reaction and pathway record instead identify threonine use for 2-oxobutanoate supply in isoleucine biosynthesis.
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006567	L-threonine catabolic process	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL	biological_process	1	GRANULARITY	curated	sibling catabolic process of the threonine/serine dehydratase family	GO:0006567 broadly covers reactions resulting in threonine breakdown, so the call is not chemically false. It is nevertheless misleading as a core physiological assignment because Q88CN1 channels the resulting 2-oxobutanoate into L-isoleucine biosynthesis rather than a dedicated threonine-degradatio
MARK_AS_OVER_ANNOTATED	ilvH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002410438	PTHR30239	ACETOLACTATE SYNTHASE SMALL SUBUNIT	PTHR30239:SF0	ACETOLACTATE SYNTHASE SMALL SUBUNIT 1, CHLOROPLASTIC	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct IlvH pool is supported by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002452704	PTHR42979	3-ISOPROPYLMALATE DEHYDROGENASE	PTHR42979:SF1	3-ISOPROPYLMALATE DEHYDROGENASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct LeuB pool is supported by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	mcr-1	Escherichia coli	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA	biological_process	1	GRANULARITY	curated	EptA node: lipid-A modification vs LPS-core process (sibling process)	Mechanistically inaccurate over-propagation: a lipid A phosphoethanolamine transferase is binned under 'LPS core region biosynthetic process'. The accurate process is captured by the NEW 'response to antibiotic' annotation below; the molecular event is lipid A modification, not core biosynthesis.
MARK_AS_OVER_ANNOTATED	mcr-3	Aeromonas media	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019542	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA	biological_process	1	GRANULARITY	curated	EptA node: lipid-A modification vs LPS-core process (sibling process)	MCR proteins modify lipid A to confer polymyxin resistance; they are not core LPS oligosaccharide biosynthetic enzymes.
MARK_AS_OVER_ANNOTATED	mcr-4	Salmonella sp	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019543	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA	biological_process	1	GRANULARITY	curated	EptA node: lipid-A modification vs LPS-core process (sibling process)	MCR proteins modify lipid A to confer polymyxin resistance; they are not core LPS oligosaccharide biosynthetic enzymes.
MARK_AS_OVER_ANNOTATED	mcr2	Escherichia coli	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA	biological_process	1	GRANULARITY	curated	EptA node: lipid-A modification vs LPS-core process (sibling process)	MCR proteins modify lipid A to confer polymyxin resistance; they are not core LPS oligosaccharide biosynthetic enzymes.
MARK_AS_OVER_ANNOTATED	mobA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1902758	bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process	PTN002318022	PTHR19136	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE	PTHR19136:SF81	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE	biological_process	3	GENERIC_CONTEXT	curated	downstream process over-reach (bis-MGD assembly)	Reviewed target UniProt supports Mo-MGD formation but does not establish downstream bis-MGD assembly by MobA.
MARK_AS_OVER_ANNOTATED	moeA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002229918	PTHR10192	MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	PTHR10192:SF5	GEPHYRIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Q88L14 acts in the soluble cytosol; retaining both cytoplasm and cytosol adds no distinct localization information.
MARK_AS_OVER_ANNOTATED	moeB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002250299	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	PTHR10953:SF194	MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Q88PW3 acts on soluble MoaD in the cytosol; retaining both cytoplasm and cytosol adds no distinct localization information.
MARK_AS_OVER_ANNOTATED	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044038	cell wall macromolecule biosynthetic process	PTN002341405	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	PTHR22926:SF5	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE HOMOLOG	biological_process	1	GRANULARITY	curated	broad cell-wall parent over peptidoglycan biosynthesis	GO:0009252 is already present as the direct pathway term, making this broad cell-wall biosynthesis parent redundant.
MARK_AS_OVER_ANNOTATED	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0071555	cell wall organization	PTN002341405	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	PTHR22926:SF5	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE HOMOLOG	biological_process	1	GRANULARITY	heuristic	granularity keywords	GO:0009252 is already present as the direct pathway term, making this broad cell-wall organization annotation redundant.
MARK_AS_OVER_ANNOTATED	mscL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006811	monoatomic ion transport	PTN002410587	PTHR30266	MECHANOSENSITIVE CHANNEL MSCL	PTHR30266:SF2	LARGE-CONDUCTANCE MECHANOSENSITIVE CHANNEL	biological_process	1	GRANULARITY	curated	broad transport parent over mechanosensitive channel terms	MscL is a membrane channel; GO:0034220 monoatomic ion transmembrane transport and GO:0008381 mechanosensitive monoatomic ion channel activity better capture the function.
MARK_AS_OVER_ANNOTATED	murB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002326094	PTHR21071	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE	PTHR21071:SF4	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	For this bacterial soluble enzyme the separate cytosol IEA adds no useful information beyond the directly assigned cytoplasm term and should not be carried into the core-function summary.
MARK_AS_OVER_ANNOTATED	murG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016757	glycosyltransferase activity	PTN002325814	PTHR21015	UDP-N-ACETYLGLUCOSAMINE--N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE 1	PTHR21015:SF22	GLYCOSYLTRANSFERASE	molecular_function	1	GRANULARITY	heuristic	granularity keywords	The Rhea-derived term identifies both the lipid I acceptor and UDP-GlcNAc donor and should replace generic glycosyltransferase activity.
MARK_AS_OVER_ANNOTATED	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0034204	lipid translocation	PTN002257100	PTHR47019	LIPID II FLIPPASE MURJ	PTHR47019:SF1	LIPID II FLIPPASE MURJ	biological_process	1	GRANULARITY	heuristic	granularity keywords	GO:0015836 identifies the transported lipid-linked peptidoglycan substrate and should replace generic lipid translocation.
MARK_AS_OVER_ANNOTATED	mutS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003690	double-stranded DNA binding	PTN002260821	PTHR11361	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	PTHR11361:SF34	DNA MISMATCH REPAIR PROTEIN MSH1, MITOCHONDRIAL	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	GO:0030983 is the informative substrate-specific term.
MARK_AS_OVER_ANNOTATED	mvaB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046951	ketone body biosynthetic process	PTN002448903	PTHR42738	HYDROXYMETHYLGLUTARYL-COA LYASE	PTHR42738:SF7	HYDROXYMETHYLGLUTARYL-COA LYASE	biological_process	3	GENERIC_CONTEXT	curated	product-derived mammalian-context process on a bacterial enzyme	This product-derived process annotation overstates the physiological context; retain the experimentally supported leucine catabolic process instead.
MARK_AS_OVER_ANNOTATED	nuoE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002234036	PTHR10371	NADH DEHYDROGENASE UBIQUINONE FLAVOPROTEIN 2, MITOCHONDRIAL	PTHR10371:SF3	NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 2, MITOCHONDRIAL	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	nuoG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002267032	PTHR43105	RESPIRATORY NITRATE REDUCTASE	PTHR43105:SF10	NADH-QUINONE OXIDOREDUCTASE SUBUNIT G	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	nuoH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002262020	PTHR11432	NADH DEHYDROGENASE SUBUNIT 1	PTHR11432:SF3	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 1	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	nuoI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN000091339	PTHR10849	NADH DEHYDROGENASE UBIQUINONE IRON-SULFUR PROTEIN 8, MITOCHONDRIAL	PTHR10849:SF20	NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	nuoL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002450313	PTHR42829	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5	PTHR42829:SF2	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	nuoM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002460631	PTHR43507	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4	PTHR43507:SF1	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit (NADH site is NuoF)	NADH oxidation occurs at NuoF; this subunit contributes to the assembled complex but does not independently oxidize NADH.
MARK_AS_OVER_ANNOTATED	paaF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN000235251	PTHR11941	ENOYL-COA HYDRATASE-RELATED	PTHR11941:SF54	ENOYL-COA HYDRATASE, MITOCHONDRIAL	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	PaaF is encoded in the phenylacetate catabolic locus and is assigned to the lower phenylacetate pathway. The fatty-acid process annotation was transferred from a broad enoyl-CoA hydratase family.
MARK_AS_OVER_ANNOTATED	paaH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN000592971	PTHR48075	3-HYDROXYACYL-COA DEHYDROGENASE FAMILY PROTEIN	PTHR48075:SF5	3-HYDROXYBUTYRYL-COA DEHYDROGENASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	TreeGrafter transfers the canonical beta-oxidation role of this enzyme family, whereas PaaH is assigned to phenylacetate catabolism.
MARK_AS_OVER_ANNOTATED	paaJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN001291485	PTHR43853	3-KETOACYL-COA THIOLASE, PEROXISOMAL	PTHR43853:SF2	3-OXOADIPYL-COA_3-OXO-5,6-DEHYDROSUBERYL-COA THIOLASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	TreeGrafter transfers the canonical role of thiolases in fatty-acid beta-oxidation, whereas the exact target is the PaaJ enzyme in the phenylacetate locus.
MARK_AS_OVER_ANNOTATED	pdxB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002452155	PTHR42938	FORMATE DEHYDROGENASE 1	PTHR42938:SF9	FORMATE DEHYDROGENASE 1	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retaining both terms duplicates the same useful localization statement for this soluble bacterial enzyme.
MARK_AS_OVER_ANNOTATED	pdxJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002411800	PTHR30456	PYRIDOXINE 5'-PHOSPHATE SYNTHASE	PTHR30456:SF0	PYRIDOXINE 5'-PHOSPHATE SYNTHASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retaining both terms adds unsupported precision and duplicate context.
MARK_AS_OVER_ANNOTATED	purM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046084	adenine biosynthetic process	PTN002237315	PTHR10520	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3-RELATED	PTHR10520:SF12	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3	biological_process	3	GENERIC_CONTEXT	curated	downstream process (adenine) beyond the enzyme's pathway step	PurM acts before IMP, whereas adenine synthesis branches downstream from IMP and is outside the boundary of this de novo IMP module.
MARK_AS_OVER_ANNOTATED	pyrG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019856	pyrimidine nucleobase biosynthetic process	PTN000167579	PTHR11550	CTP SYNTHASE	PTHR11550:SF0	CTP SYNTHASE-RELATED	biological_process	1	GRANULARITY	curated	sibling/broad pyrimidine process over CTP synthesis	PyrG's direct pathway contribution is CTP synthesis, not general pyrimidine nucleobase biosynthesis.
MARK_AS_OVER_ANNOTATED	quiA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008876	quinoprotein glucose dehydrogenase activity	PTN004940506	PTHR32303	QUINOPROTEIN ALCOHOL DEHYDROGENASE (CYTOCHROME C)	PTHR32303:SF4	QUINOPROTEIN GLUCOSE DEHYDROGENASE	molecular_function	4	MISPLACEMENT	curated	quinate vs glucose dehydrogenase; subfamily itself mis-labelled	The specific EC2GO term GO:0047519 quinate dehydrogenase (quinone) activity is present and better matches the protein name, EC assignment, and pathway context. Glucose dehydrogenase specificity is not supported for this gene in the supplied evidence.
MARK_AS_OVER_ANNOTATED	relA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	PTN002327464	PTHR21262	GUANOSINE-3',5'-BIS DIPHOSPHATE 3'-PYROPHOSPHOHYDROLASE	PTHR21262:SF31	GTP PYROPHOSPHOKINASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	This PANTHER/TreeGrafter IEA over-propagates a plasma membrane location to RelA. The protein has no transmembrane segments or membrane-targeting features, and the literature consensus places long RSH RelA enzymes in the cytosol associated with translating/stalled ribosomes (the mechanistically relev
MARK_AS_OVER_ANNOTATED	relA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	PTN002327464	PTHR21262	GUANOSINE-3',5'-BIS DIPHOSPHATE 3'-PYROPHOSPHOHYDROLASE	PTHR21262:SF31	GTP PYROPHOSPHOKINASE	molecular_function	1	GRANULARITY	curated	RelA/SpoT node hydrolase term on synthetase-only RelA (degenerate HD motif)	RelA in gamma-proteobacteria (the E. coli/P. putida paradigm) functions primarily as a synthetase; the HD motif required for hydrolase chemistry is typically degenerate. The TreeGrafter inference cannot distinguish RelA from bifunctional SpoT/Rel within the RSH family. The hydrolase activity is not 
MARK_AS_OVER_ANNOTATED	rfbC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000271	polysaccharide biosynthetic process	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE	biological_process	1	GRANULARITY	heuristic	granularity keywords	RfbC produces a soluble nucleotide-sugar precursor that may feed several glycans. Propagating the downstream generic assembly process to this epimerase is less informative than its direct dTDP-rhamnose process.
MARK_AS_OVER_ANNOTATED	rlmE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008173	RNA methyltransferase activity	PTN002249808	PTHR10920	RIBOSOMAL RNA METHYLTRANSFERASE	PTHR10920:SF18	RRNA METHYLTRANSFERASE 2, MITOCHONDRIAL	molecular_function	1	GRANULARITY	curated	broad RNA methyltransferase parent over rRNA Um2552 activity	GO:0008650 captures the exact 23S rRNA uridine 2'-O-ribose methyltransferase activity, including the specific substrate (U2552 in 23S rRNA). Falcon deep research confirms the enzyme installs the universally conserved Um2552 modification in 23S rRNA.
MARK_AS_OVER_ANNOTATED	rmlC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000271	polysaccharide biosynthetic process	PTN004530085	PTHR21047	DTDP-6-DEOXY-D-GLUCOSE-3,5 EPIMERASE	PTHR21047:SF2	THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE	biological_process	1	GRANULARITY	heuristic	granularity keywords	RmlC produces a soluble nucleotide-sugar precursor that may feed several glycans. Propagating the downstream generic assembly process to this epimerase is less informative than its direct dTDP-rhamnose process.
MARK_AS_OVER_ANNOTATED	sdhA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009061	anaerobic respiration	PTN002267550	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL	biological_process	1	GRANULARITY	curated	PTHR11632 SDH/FRD heterogeneity: anaerobic-respiration sibling process on aerobic SdhA	UniProt notes that two distinct FAD enzymes interconvert fumarate and succinate, with fumarate reductase (FrdA) used in anaerobic growth and succinate dehydrogenase used in aerobic growth. The forward SdhA is assigned to aerobic respiration; this TreeGrafter-propagated anaerobic respiration term ref
MARK_AS_OVER_ANNOTATED	secD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015031	protein transport	PTN002409401	PTHR30081	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	PTHR30081:SF1	PROTEIN TRANSLOCASE SUBUNIT SECD	biological_process	1	GRANULARITY	heuristic	granularity keywords	The generic process term is redundant with the specific Sec-complex process.
MARK_AS_OVER_ANNOTATED	secF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015031	protein transport	PTN002409392	PTHR30081	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	PTHR30081:SF8	PROTEIN TRANSLOCASE SUBUNIT SECF	biological_process	1	GRANULARITY	heuristic	granularity keywords	The generic process term is redundant with the specific Sec-complex process.
MARK_AS_OVER_ANNOTATED	sfgA	Emericella nidulans	GO:0045944	positive regulation of transcription by RNA polymerase II	PTN002288087	PTHR37534	TRANSCRIPTIONAL ACTIVATOR PROTEIN UGA3	PTHR37534:SF41	SFGA	biological_process	1	GRANULARITY	heuristic	granularity keywords	This is an IEA:TreeGrafter propagation from the PTHR37534 zinc-cluster family (whose named member is the transcriptional *activator* Uga3), not an SfgA-specific inference. The primary characterization of sfgA shows the opposite direction - loss of sfgA bypasses fluG and derepresses conidiation, and 
MARK_AS_OVER_ANNOTATED	tatC-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009977	proton motive force dependent protein transmembrane transporter activity	PTN002411347	PTHR30371	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC	PTHR30371:SF0	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit	TatC contributes to this whole-complex activity but does not independently enable it.
MARK_AS_OVER_ANNOTATED	tatC-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009977	proton motive force dependent protein transmembrane transporter activity	PTN002411347	PTHR30371	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC	PTHR30371:SF0	SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATC, CHLOROPLASTIC-RELATED	molecular_function	3	GENERIC_CONTEXT	curated	whole-complex activity placed on a single subunit	TatC contributes to this whole-complex activity but does not independently enable it.
MARK_AS_OVER_ANNOTATED	tolC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015288	porin activity	PTN002011548	PTHR30026	OUTER MEMBRANE PROTEIN TOLC	PTHR30026:SF22	OUTER MEMBRANE EFFLUX PROTEIN	molecular_function	1	GRANULARITY	curated	generic sibling channel term for a secretion-specialised OM protein	The term captures the existence of a channel-like outer membrane conduit, but it is too generic and somewhat misleading for a secretion-specialized TolC/LapE protein whose best-supported role is in adhesin export.
