source_group,reference_set,term_mode,organism,gene,aspect,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1
hf_catalogue,goa_experimental,leaf_filtered,mouse,Calm1,biological_process,2,2,16,19,1,1,1,0.5,0.5,0.5,9,7,10,0.5625,0.47368421052631576,0.5142857142857142
hf_catalogue,goa_experimental,leaf_filtered,mouse,Calm1,cellular_component,3,4,17,32,2,1,2,0.6666666666666666,0.5,0.5714285714285715,16,1,16,0.9411764705882353,0.5,0.6530612244897959
hf_catalogue,goa_experimental,leaf_filtered,mouse,Pten,molecular_function,2,4,13,20,2,0,2,1.0,0.5,0.6666666666666666,13,0,7,1.0,0.65,0.787878787878788
hf_catalogue,goa_experimental,leaf_filtered,mouse,Pten,biological_process,18,63,104,332,10,8,53,0.5555555555555556,0.15873015873015872,0.24691358024691357,102,2,230,0.9807692307692307,0.3072289156626506,0.4678899082568807
hf_catalogue,goa_experimental,leaf_filtered,mouse,Pten,cellular_component,0,5,0,15,0,0,5,,0.0,,0,0,15,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,Casp3,molecular_function,4,6,19,21,3,1,3,0.75,0.5,0.6,19,0,2,1.0,0.9047619047619048,0.9500000000000001
hf_catalogue,goa_experimental,leaf_filtered,rat,Casp3,biological_process,0,32,0,143,0,0,32,,0.0,,0,0,143,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,Casp3,cellular_component,0,3,0,13,0,0,3,,0.0,,0,0,13,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,Hspa5,molecular_function,2,3,4,4,2,0,1,1.0,0.6666666666666666,0.8,4,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,rat,Hspa5,biological_process,13,15,72,89,10,3,5,0.7692307692307693,0.6666666666666666,0.7142857142857142,66,6,23,0.9166666666666666,0.7415730337078652,0.8198757763975156
hf_catalogue,goa_experimental,leaf_filtered,rat,Hspa5,cellular_component,2,5,11,20,1,1,4,0.5,0.2,0.28571428571428575,10,1,10,0.9090909090909091,0.5,0.6451612903225806
hf_catalogue,goa_experimental,leaf_filtered,rat,Rgn,molecular_function,2,2,13,11,1,1,1,0.5,0.5,0.5,7,6,4,0.5384615384615384,0.6363636363636364,0.5833333333333334
hf_catalogue,goa_experimental,leaf_filtered,rat,Rgn,biological_process,22,20,142,127,14,8,6,0.6363636363636364,0.7,0.6666666666666666,111,31,16,0.7816901408450704,0.8740157480314961,0.8252788104089219
hf_catalogue,goa_experimental,leaf_filtered,rat,Slc5a1,molecular_function,1,1,18,18,1,0,0,1.0,1.0,1.0,18,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,rat,Slc5a1,biological_process,1,1,7,3,0,1,1,0.0,0.0,,0,7,3,0.0,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,Slc5a1,cellular_component,4,4,22,17,2,2,2,0.5,0.5,0.5,17,5,0,0.7727272727272727,1.0,0.8717948717948718
hf_catalogue,goa_experimental,leaf_filtered,rat,St13,molecular_function,5,8,14,21,4,1,4,0.8,0.5,0.6153846153846154,14,0,7,1.0,0.6666666666666666,0.8
hf_catalogue,goa_experimental,leaf_filtered,rat,St13,biological_process,1,2,1,12,0,1,2,0.0,0.0,,0,1,12,0.0,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,St13,cellular_component,3,2,10,5,2,1,0,0.6666666666666666,1.0,0.8,5,5,0,0.5,1.0,0.6666666666666666
hf_catalogue,goa_experimental,leaf_filtered,rat,Tp53,molecular_function,4,7,11,14,4,0,3,1.0,0.5714285714285714,0.7272727272727273,11,0,3,1.0,0.7857142857142857,0.88
hf_catalogue,goa_experimental,leaf_filtered,rat,Tp53,biological_process,7,34,38,158,6,1,28,0.8571428571428571,0.17647058823529413,0.29268292682926833,37,1,121,0.9736842105263158,0.23417721518987342,0.37755102040816324
hf_catalogue,goa_experimental,leaf_filtered,rat,Tp53,cellular_component,0,5,0,22,0,0,5,,0.0,,0,0,22,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,rat,Uggt1,molecular_function,2,3,11,11,2,0,1,1.0,0.6666666666666666,0.8,11,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,rat,Uggt1,cellular_component,2,2,14,14,2,0,0,1.0,1.0,1.0,14,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,atfs-1,molecular_function,2,5,6,9,2,0,3,1.0,0.4,0.5714285714285715,6,0,3,1.0,0.6666666666666666,0.8
hf_catalogue,goa_experimental,leaf_filtered,worm,atfs-1,biological_process,5,6,42,42,2,3,4,0.4,0.3333333333333333,0.3636363636363636,27,15,15,0.6428571428571429,0.6428571428571429,0.6428571428571429
hf_catalogue,goa_experimental,leaf_filtered,worm,atfs-1,cellular_component,2,3,13,13,2,0,1,1.0,0.6666666666666666,0.8,13,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,cmd-1,molecular_function,2,1,7,2,1,1,0,0.5,1.0,0.6666666666666666,2,5,0,0.2857142857142857,1.0,0.4444444444444445
hf_catalogue,goa_experimental,leaf_filtered,worm,cmd-1,biological_process,9,9,52,67,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,52,0,15,1.0,0.7761194029850746,0.8739495798319328
hf_catalogue,goa_experimental,leaf_filtered,worm,cmd-1,cellular_component,4,4,24,22,3,1,1,0.75,0.75,0.75,22,2,0,0.9166666666666666,1.0,0.9565217391304348
hf_catalogue,goa_experimental,leaf_filtered,worm,daf-16,molecular_function,5,13,21,27,5,0,8,1.0,0.38461538461538464,0.5555555555555556,21,0,6,1.0,0.7777777777777778,0.8750000000000001
hf_catalogue,goa_experimental,leaf_filtered,worm,daf-16,biological_process,20,37,133,197,20,0,17,1.0,0.5405405405405406,0.7017543859649124,133,0,64,1.0,0.6751269035532995,0.8060606060606061
hf_catalogue,goa_experimental,leaf_filtered,worm,daf-16,cellular_component,2,3,9,9,2,0,1,1.0,0.6666666666666666,0.8,9,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,drp-1,biological_process,0,4,0,17,0,0,4,,0.0,,0,0,17,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,worm,drp-1,cellular_component,0,1,0,8,0,0,1,,0.0,,0,0,8,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,worm,hlh-30,biological_process,7,11,52,66,6,1,5,0.8571428571428571,0.5454545454545454,0.6666666666666665,52,0,14,1.0,0.7878787878787878,0.8813559322033898
hf_catalogue,goa_experimental,leaf_filtered,worm,hlh-30,cellular_component,2,2,8,8,2,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,hsf-1,molecular_function,5,7,13,13,5,0,2,1.0,0.7142857142857143,0.8333333333333333,13,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,hsf-1,biological_process,17,19,126,123,14,3,5,0.8235294117647058,0.7368421052631579,0.7777777777777778,111,15,12,0.8809523809523809,0.9024390243902439,0.8915662650602411
hf_catalogue,goa_experimental,leaf_filtered,worm,hsf-1,cellular_component,4,5,20,22,3,1,2,0.75,0.6,0.6666666666666665,20,0,2,1.0,0.9090909090909091,0.9523809523809523
hf_catalogue,goa_experimental,leaf_filtered,worm,hsp-90,molecular_function,4,6,19,28,3,1,3,0.75,0.5,0.6,19,0,9,1.0,0.6785714285714286,0.8085106382978724
hf_catalogue,goa_experimental,leaf_filtered,worm,hsp-90,biological_process,10,11,64,65,7,3,4,0.7,0.6363636363636364,0.6666666666666666,48,16,17,0.75,0.7384615384615385,0.7441860465116279
hf_catalogue,goa_experimental,leaf_filtered,worm,hsp-90,cellular_component,3,4,10,8,2,1,2,0.6666666666666666,0.5,0.5714285714285715,8,2,0,0.8,1.0,0.888888888888889
hf_catalogue,goa_experimental,leaf_filtered,worm,ire-1,molecular_function,2,1,14,7,1,1,0,0.5,1.0,0.6666666666666666,7,7,0,0.5,1.0,0.6666666666666666
hf_catalogue,goa_experimental,leaf_filtered,worm,ire-1,biological_process,2,5,33,47,1,1,4,0.5,0.2,0.28571428571428575,18,15,29,0.5454545454545454,0.3829787234042553,0.44999999999999996
hf_catalogue,goa_experimental,leaf_filtered,worm,ire-1,cellular_component,0,1,0,4,0,0,1,,0.0,,0,0,4,,0.0,
hf_catalogue,goa_experimental,leaf_filtered,worm,lgg-1,molecular_function,1,1,2,2,1,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,lgg-1,biological_process,8,12,59,73,7,1,5,0.875,0.5833333333333334,0.7000000000000001,58,1,15,0.9830508474576272,0.7945205479452054,0.8787878787878787
hf_catalogue,goa_experimental,leaf_filtered,worm,lgg-1,cellular_component,5,7,28,28,5,0,2,1.0,0.7142857142857143,0.8333333333333333,28,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,pgl-1,molecular_function,1,3,2,10,1,0,2,1.0,0.3333333333333333,0.5,2,0,8,1.0,0.2,0.33333333333333337
hf_catalogue,goa_experimental,leaf_filtered,worm,pgl-1,biological_process,2,5,42,49,0,2,5,0.0,0.0,,15,27,34,0.35714285714285715,0.30612244897959184,0.32967032967032966
hf_catalogue,goa_experimental,leaf_filtered,worm,pgl-1,cellular_component,2,1,16,13,0,2,1,0.0,0.0,,5,11,8,0.3125,0.38461538461538464,0.3448275862068966
hf_catalogue,goa_experimental,leaf_filtered,worm,pink-1,biological_process,5,7,72,76,4,1,3,0.8,0.5714285714285714,0.6666666666666666,72,0,4,1.0,0.9473684210526315,0.972972972972973
hf_catalogue,goa_experimental,leaf_filtered,worm,pink-1,cellular_component,1,2,8,8,1,0,1,1.0,0.5,0.6666666666666666,8,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,pmk-1,molecular_function,2,4,12,14,1,1,3,0.5,0.25,0.3333333333333333,12,0,2,1.0,0.8571428571428571,0.923076923076923
hf_catalogue,goa_experimental,leaf_filtered,worm,pmk-1,biological_process,16,25,101,128,13,3,12,0.8125,0.52,0.6341463414634146,95,6,33,0.9405940594059405,0.7421875,0.8296943231441049
hf_catalogue,goa_experimental,leaf_filtered,worm,pmk-1,cellular_component,2,2,9,9,2,0,0,1.0,1.0,1.0,9,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,worm,skn-1,molecular_function,2,5,13,15,2,0,3,1.0,0.4,0.5714285714285715,13,0,2,1.0,0.8666666666666667,0.9285714285714286
hf_catalogue,goa_experimental,leaf_filtered,worm,skn-1,biological_process,13,21,80,110,7,6,14,0.5384615384615384,0.3333333333333333,0.41176470588235287,77,3,33,0.9625,0.7,0.8105263157894735
hf_catalogue,goa_experimental,leaf_filtered,worm,skn-1,cellular_component,3,3,11,11,3,0,0,1.0,1.0,1.0,11,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,CAT2,molecular_function,1,2,9,11,1,0,1,1.0,0.5,0.6666666666666666,9,0,2,1.0,0.8181818181818182,0.9
hf_catalogue,goa_experimental,leaf_filtered,yeast,CAT2,biological_process,1,1,5,5,1,0,0,1.0,1.0,1.0,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,CAT2,cellular_component,2,2,10,10,2,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,CDC37,molecular_function,1,2,3,3,1,0,1,1.0,0.5,0.6666666666666666,3,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,CDC37,biological_process,5,7,49,58,3,2,4,0.6,0.42857142857142855,0.5,48,1,10,0.9795918367346939,0.8275862068965517,0.897196261682243
hf_catalogue,goa_experimental,leaf_filtered,yeast,CDC37,cellular_component,1,1,3,3,1,0,0,1.0,1.0,1.0,3,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP104,molecular_function,6,7,28,28,6,0,1,1.0,0.8571428571428571,0.923076923076923,28,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP104,biological_process,6,7,37,36,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,36,1,0,0.972972972972973,1.0,0.9863013698630138
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP104,cellular_component,3,4,18,17,1,2,3,0.3333333333333333,0.25,0.28571428571428575,15,3,2,0.8333333333333334,0.8823529411764706,0.8571428571428571
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP60,molecular_function,5,6,19,19,5,0,1,1.0,0.8333333333333334,0.9090909090909091,19,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP60,biological_process,5,6,37,37,5,0,1,1.0,0.8333333333333334,0.9090909090909091,37,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,HSP60,cellular_component,4,2,26,16,1,3,1,0.25,0.5,0.3333333333333333,16,10,0,0.6153846153846154,1.0,0.761904761904762
hf_catalogue,goa_experimental,leaf_filtered,yeast,IRE1,molecular_function,4,6,18,18,4,0,2,1.0,0.6666666666666666,0.8,18,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,IRE1,biological_process,7,6,48,36,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,36,12,0,0.75,1.0,0.8571428571428571
hf_catalogue,goa_experimental,leaf_filtered,yeast,IRE1,cellular_component,5,3,26,16,2,3,1,0.4,0.6666666666666666,0.5,16,10,0,0.6153846153846154,1.0,0.761904761904762
hf_catalogue,goa_experimental,leaf_filtered,yeast,KAR2,molecular_function,2,4,11,20,2,0,2,1.0,0.5,0.6666666666666666,11,0,9,1.0,0.55,0.7096774193548387
hf_catalogue,goa_experimental,leaf_filtered,yeast,KAR2,biological_process,6,7,59,81,2,4,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,58,1,23,0.9830508474576272,0.7160493827160493,0.8285714285714285
hf_catalogue,goa_experimental,leaf_filtered,yeast,KAR2,cellular_component,1,2,12,16,0,1,2,0.0,0.0,,11,1,5,0.9166666666666666,0.6875,0.7857142857142857
hf_catalogue,goa_experimental,leaf_filtered,yeast,PDI1,molecular_function,3,4,13,13,3,0,1,1.0,0.75,0.8571428571428571,13,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,PDI1,biological_process,4,4,43,56,2,2,2,0.5,0.5,0.5,41,2,15,0.9534883720930233,0.7321428571428571,0.8282828282828282
hf_catalogue,goa_experimental,leaf_filtered,yeast,PDI1,cellular_component,2,2,16,13,1,1,1,0.5,0.5,0.5,13,3,0,0.8125,1.0,0.896551724137931
hf_catalogue,goa_experimental,leaf_filtered,yeast,RAS2,molecular_function,3,3,23,23,3,0,0,1.0,1.0,1.0,23,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,RAS2,biological_process,8,9,86,104,6,2,3,0.75,0.6666666666666666,0.7058823529411765,69,17,35,0.8023255813953488,0.6634615384615384,0.7263157894736841
hf_catalogue,goa_experimental,leaf_filtered,yeast,RAS2,cellular_component,4,5,19,19,4,0,1,1.0,0.8,0.888888888888889,19,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,SIR2,molecular_function,3,7,18,29,3,0,4,1.0,0.42857142857142855,0.6,18,0,11,1.0,0.6206896551724138,0.7659574468085107
hf_catalogue,goa_experimental,leaf_filtered,yeast,SIR2,biological_process,9,14,68,80,9,0,5,1.0,0.6428571428571429,0.782608695652174,68,0,12,1.0,0.85,0.9189189189189189
hf_catalogue,goa_experimental,leaf_filtered,yeast,SIR2,cellular_component,3,6,20,23,3,0,3,1.0,0.5,0.6666666666666666,20,0,3,1.0,0.8695652173913043,0.9302325581395349
hf_catalogue,goa_experimental,leaf_filtered,yeast,SSA1,molecular_function,3,4,14,14,3,0,1,1.0,0.75,0.8571428571428571,14,0,0,1.0,1.0,1.0
hf_catalogue,goa_experimental,leaf_filtered,yeast,SSA1,biological_process,9,11,82,83,6,3,5,0.6666666666666666,0.5454545454545454,0.6,66,16,17,0.8048780487804879,0.7951807228915663,0.8
hf_catalogue,goa_experimental,leaf_filtered,yeast,SSA1,cellular_component,6,6,26,25,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,25,1,0,0.9615384615384616,1.0,0.9803921568627451
hf_catalogue,goa_experimental,leaf_filtered,yeast,TOR1,molecular_function,4,3,25,10,2,2,1,0.5,0.6666666666666666,0.5714285714285715,10,15,0,0.4,1.0,0.5714285714285715
hf_catalogue,goa_experimental,leaf_filtered,yeast,TOR1,biological_process,9,17,62,95,9,0,8,1.0,0.5294117647058824,0.6923076923076924,62,0,33,1.0,0.6526315789473685,0.7898089171974523
hf_catalogue,goa_experimental,leaf_filtered,yeast,TOR1,cellular_component,6,7,34,34,6,0,1,1.0,0.8571428571428571,0.923076923076923,34,0,0,1.0,1.0,1.0
web_export,goa_all,raw,9CAUD,dfrP,molecular_function,5,3,5,13,2,3,1,0.4,0.6666666666666666,0.5,5,0,8,1.0,0.38461538461538464,0.5555555555555556
web_export,goa_all,raw,9CAUD,dfrP,biological_process,3,4,3,19,0,3,4,0.0,0.0,,0,3,19,0.0,0.0,
web_export,goa_all,raw,ANOGA,PGRPLB,molecular_function,7,4,8,20,1,6,3,0.14285714285714285,0.25,0.18181818181818182,7,1,13,0.875,0.35,0.4999999999999999
web_export,goa_all,raw,ANOGA,PGRPLB,biological_process,80,5,88,29,1,79,4,0.0125,0.2,0.023529411764705885,24,64,5,0.2727272727272727,0.8275862068965517,0.4102564102564102
web_export,goa_all,raw,ANOGA,PGRPLB,cellular_component,1,1,2,1,0,1,1,0.0,0.0,,0,2,1,0.0,0.0,
web_export,goa_all,raw,ARATH,BRI1,molecular_function,15,17,16,38,10,5,7,0.6666666666666666,0.5882352941176471,0.625,16,0,22,1.0,0.42105263157894735,0.5925925925925926
web_export,goa_all,raw,ARATH,BRI1,biological_process,98,15,105,116,8,90,7,0.08163265306122448,0.5333333333333333,0.1415929203539823,95,10,21,0.9047619047619048,0.8189655172413793,0.8597285067873304
web_export,goa_all,raw,ARATH,BRI1,cellular_component,9,4,16,21,3,6,1,0.3333333333333333,0.75,0.46153846153846156,16,0,5,1.0,0.7619047619047619,0.8648648648648648
web_export,goa_all,raw,BACSU,sigG,molecular_function,1,5,2,20,0,1,5,0.0,0.0,,1,1,19,0.5,0.05,0.09090909090909091
web_export,goa_all,raw,BACSU,sigG,biological_process,19,5,23,35,1,18,4,0.05263157894736842,0.2,0.08333333333333333,14,9,21,0.6086956521739131,0.4,0.48275862068965525
web_export,goa_all,raw,BACSU,sigG,cellular_component,2,1,2,3,0,2,1,0.0,0.0,,2,0,1,1.0,0.6666666666666666,0.8
web_export,goa_all,raw,DROME,Akt1,molecular_function,9,8,10,25,5,4,3,0.5555555555555556,0.625,0.5882352941176471,10,0,15,1.0,0.4,0.5714285714285715
web_export,goa_all,raw,DROME,Akt1,biological_process,249,37,259,241,32,217,5,0.1285140562248996,0.8648648648648649,0.22377622377622375,230,29,11,0.888030888030888,0.9543568464730291,0.92
web_export,goa_all,raw,DROME,Akt1,cellular_component,9,5,16,16,5,4,0,0.5555555555555556,1.0,0.7142857142857143,16,0,0,1.0,1.0,1.0
web_export,goa_all,raw,DROME,Buffy,molecular_function,4,1,5,4,0,4,1,0.0,0.0,,0,5,4,0.0,0.0,
web_export,goa_all,raw,DROME,Buffy,biological_process,48,8,53,45,6,42,2,0.125,0.75,0.21428571428571427,40,13,5,0.7547169811320755,0.8888888888888888,0.8163265306122449
web_export,goa_all,raw,DROME,Buffy,cellular_component,3,5,9,21,1,2,4,0.3333333333333333,0.2,0.25,9,0,12,1.0,0.42857142857142855,0.6
web_export,goa_all,raw,DROME,Dscam1,molecular_function,9,3,10,8,3,6,0,0.3333333333333333,1.0,0.5,8,2,0,0.8,1.0,0.888888888888889
web_export,goa_all,raw,DROME,Dscam1,biological_process,96,17,104,97,16,80,1,0.16666666666666666,0.9411764705882353,0.2831858407079646,96,8,1,0.9230769230769231,0.9896907216494846,0.955223880597015
web_export,goa_all,raw,DROME,Dscam1,cellular_component,9,9,10,15,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,10,0,5,1.0,0.6666666666666666,0.8
web_export,goa_all,raw,ECOLI,GroEL,molecular_function,1,9,2,32,1,0,8,1.0,0.1111111111111111,0.19999999999999998,2,0,30,1.0,0.0625,0.11764705882352941
web_export,goa_all,raw,ECOLI,GroEL,biological_process,1,5,10,20,1,0,4,1.0,0.2,0.33333333333333337,10,0,10,1.0,0.5,0.6666666666666666
web_export,goa_all,raw,ECOLI,GroEL,cellular_component,5,4,7,10,2,3,2,0.4,0.5,0.4444444444444445,7,0,3,1.0,0.7,0.8235294117647058
web_export,goa_all,raw,PSEPK,BenR,molecular_function,10,3,11,6,3,7,0,0.3,1.0,0.4615384615384615,6,5,0,0.5454545454545454,1.0,0.7058823529411764
web_export,goa_all,raw,PSEPK,BenR,biological_process,28,2,31,16,2,26,0,0.07142857142857142,1.0,0.13333333333333333,16,15,0,0.5161290322580645,1.0,0.6808510638297872
web_export,goa_all,raw,PSEPK,BenR,cellular_component,2,1,2,3,0,2,1,0.0,0.0,,0,2,3,0.0,0.0,
web_export,goa_all,raw,PSEPK,catA,molecular_function,11,5,13,14,3,8,2,0.2727272727272727,0.6,0.37499999999999994,12,1,2,0.9230769230769231,0.8571428571428571,0.888888888888889
web_export,goa_all,raw,PSEPK,catA,biological_process,8,3,10,8,0,8,3,0.0,0.0,,4,6,4,0.4,0.5,0.4444444444444445
web_export,goa_all,raw,PSEPK,ftsY,molecular_function,1,5,2,25,0,1,5,0.0,0.0,,1,1,24,0.5,0.04,0.07407407407407407
web_export,goa_all,raw,PSEPK,ftsY,biological_process,26,3,27,14,3,23,0,0.11538461538461539,1.0,0.20689655172413793,14,13,0,0.5185185185185185,1.0,0.6829268292682926
web_export,goa_all,raw,PSEPK,ftsY,cellular_component,3,3,5,6,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,2,3,0.6,0.5,0.5454545454545454
web_export,goa_all,raw,PSEPK,mrcA,molecular_function,8,9,9,25,0,8,9,0.0,0.0,,8,1,17,0.8888888888888888,0.32,0.47058823529411764
web_export,goa_all,raw,PSEPK,mrcA,biological_process,23,5,26,36,1,22,4,0.043478260869565216,0.2,0.07142857142857142,20,6,16,0.7692307692307693,0.5555555555555556,0.6451612903225806
web_export,goa_all,raw,PSEPK,mrcA,cellular_component,6,2,9,8,2,4,0,0.3333333333333333,1.0,0.5,8,1,0,0.8888888888888888,1.0,0.9411764705882353
web_export,goa_all,raw,PSEPK,phaC,molecular_function,4,1,4,3,0,4,1,0.0,0.0,,1,3,2,0.25,0.3333333333333333,0.28571428571428575
web_export,goa_all,raw,PSEPK,phaC,biological_process,2,1,4,7,0,2,1,0.0,0.0,,3,1,4,0.75,0.42857142857142855,0.5454545454545454
web_export,goa_all,raw,PSEPK,pvdA,biological_process,16,1,18,10,0,16,1,0.0,0.0,,0,18,10,0.0,0.0,
web_export,goa_all,raw,PSEPK,rpoS,molecular_function,10,3,11,6,2,8,1,0.2,0.6666666666666666,0.30769230769230765,5,6,1,0.45454545454545453,0.8333333333333334,0.5882352941176471
web_export,goa_all,raw,PSEPK,rpoS,biological_process,41,4,46,29,2,39,2,0.04878048780487805,0.5,0.08888888888888888,13,33,16,0.2826086956521739,0.4482758620689655,0.3466666666666666
web_export,goa_all,raw,PSEPK,rpoS,cellular_component,2,1,2,3,0,2,1,0.0,0.0,,0,2,3,0.0,0.0,
web_export,goa_all,raw,human,APP,molecular_function,48,28,49,60,16,32,12,0.3333333333333333,0.5714285714285714,0.4210526315789474,41,8,19,0.8367346938775511,0.6833333333333333,0.7522935779816514
web_export,goa_all,raw,human,APP,biological_process,443,100,459,439,50,393,50,0.11286681715575621,0.5,0.1841620626151013,291,168,148,0.6339869281045751,0.662870159453303,0.6481069042316259
web_export,goa_all,raw,human,APP,cellular_component,71,53,82,114,34,37,19,0.4788732394366197,0.6415094339622641,0.5483870967741935,80,2,34,0.975609756097561,0.7017543859649122,0.8163265306122448
web_export,goa_all,raw,human,BCL2,molecular_function,24,13,27,32,10,14,3,0.4166666666666667,0.7692307692307693,0.5405405405405406,27,0,5,1.0,0.84375,0.9152542372881356
web_export,goa_all,raw,human,BCL2,biological_process,182,47,192,221,32,150,15,0.17582417582417584,0.6808510638297872,0.2794759825327511,169,23,52,0.8802083333333334,0.7647058823529411,0.8184019370460048
web_export,goa_all,raw,human,BCL2,cellular_component,25,14,35,32,10,15,4,0.4,0.7142857142857143,0.5128205128205129,29,6,3,0.8285714285714286,0.90625,0.8656716417910447
web_export,goa_all,raw,human,BRCA2,molecular_function,23,8,26,26,8,15,0,0.34782608695652173,1.0,0.5161290322580645,26,0,0,1.0,1.0,1.0
web_export,goa_all,raw,human,BRCA2,biological_process,109,38,116,191,11,98,27,0.10091743119266056,0.2894736842105263,0.14965986394557823,81,35,110,0.6982758620689655,0.42408376963350786,0.5276872964169381
web_export,goa_all,raw,human,BRCA2,cellular_component,34,13,43,44,12,22,1,0.35294117647058826,0.9230769230769231,0.5106382978723405,43,0,1,1.0,0.9772727272727273,0.9885057471264368
web_export,goa_all,raw,human,EGFR,molecular_function,37,24,38,64,16,21,8,0.43243243243243246,0.6666666666666666,0.5245901639344263,38,0,26,1.0,0.59375,0.7450980392156863
web_export,goa_all,raw,human,EGFR,biological_process,257,60,264,304,31,226,29,0.12062256809338522,0.5166666666666667,0.19558359621451105,183,81,121,0.6931818181818182,0.6019736842105263,0.6443661971830986
web_export,goa_all,raw,human,EGFR,cellular_component,48,34,57,91,19,29,15,0.3958333333333333,0.5588235294117647,0.4634146341463415,57,0,34,1.0,0.6263736263736264,0.7702702702702703
web_export,goa_all,raw,human,HTT,molecular_function,11,11,12,21,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,12,0,9,1.0,0.5714285714285714,0.7272727272727273
web_export,goa_all,raw,human,HTT,biological_process,167,22,172,143,11,156,11,0.0658682634730539,0.5,0.11640211640211642,113,59,30,0.6569767441860465,0.7902097902097902,0.7174603174603174
web_export,goa_all,raw,human,HTT,cellular_component,42,20,52,51,20,22,0,0.47619047619047616,1.0,0.6451612903225806,51,1,0,0.9807692307692307,1.0,0.9902912621359222
web_export,goa_all,raw,human,LRRK2,molecular_function,61,31,63,73,24,37,7,0.39344262295081966,0.7741935483870968,0.5217391304347826,63,0,10,1.0,0.863013698630137,0.9264705882352942
web_export,goa_all,raw,human,LRRK2,biological_process,9,100,13,411,2,7,98,0.2222222222222222,0.02,0.03669724770642202,12,1,399,0.9230769230769231,0.029197080291970802,0.05660377358490566
web_export,goa_all,raw,human,LRRK2,cellular_component,72,47,79,113,28,44,19,0.3888888888888889,0.5957446808510638,0.4705882352941177,76,3,37,0.9620253164556962,0.672566371681416,0.7916666666666667
web_export,goa_all,raw,human,MYC,molecular_function,26,16,27,30,13,13,3,0.5,0.8125,0.6190476190476191,25,2,5,0.9259259259259259,0.8333333333333334,0.8771929824561403
web_export,goa_all,raw,human,MYC,biological_process,203,63,208,341,31,172,32,0.15270935960591134,0.49206349206349204,0.23308270676691728,167,41,174,0.8028846153846154,0.4897360703812317,0.6083788706739527
