organism	gene	pmid	year	n_structures	pdb_ids	category	cited_evidence_codes	latest_goa_year	latest_exp_goa_year	in_publications_cache	in_ai_review
human	AIPL1	PMID:31488544	2019	1	6PX0	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:12176338	2002	1	1H10	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:12964941	2003	3	1UNP;1UNQ;1UNR	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:17432822	2007	1	2UVM	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:17611497	2007	2	2UZR;2UZS	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:18456494	2008	2	3CQU;3CQW	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:20481595	2010	2	3MV5;3MVH	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:20810279	2010	1	3OCB	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:20886116	2010	1	3O96	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:20971641	2010	1	3OW4	GAP_OPPORTUNITY		2026	2026	False	False
human	AKT1	PMID:21392984	2011	1	3QKK	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:11468363	2001	3	1H52;1H53;1HBY	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:11851402	2002	4	1K58;1K59;1K5A;1K5B	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:12173935	2002	1	1GV7	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:12842050	2003	1	1H0D	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:8159679	1994	1	1ANG	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:9311977	1997	1	1A4Y	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:9461294	1997	1	1AWZ	GAP_OPPORTUNITY		2026	2026	False	False
human	ANG	PMID:9918722	1999	3	1B1E;1B1I;1B1J	GAP_OPPORTUNITY		2026	2026	False	False
human	ARSB	PMID:9032078	1997	1	1FSU	GAP_OPPORTUNITY		2025	2022	False	False
human	ATAD1	PMID:35550246	2022	2	7UPR;7UPT	GAP_OPPORTUNITY		2026	2024	True	True
human	ATG14	PMID:30767700	2019	1	6HOL	GAP_OPPORTUNITY		2026	2026	True	False
human	ATG14	PMID:39913640	2025	3	9MHF;9MHG;9MHH	GAP_OPPORTUNITY		2026	2026	False	False
human	ATG14	PMID:40442316	2025	1	9C82	CITED	IPI,NAS	2026	2026	True	True
human	ATP6V0C	PMID:33065002	2020	1	6WLW	CITED	IDA,NAS	2025	2025	True	True
human	ATP6V1C1	PMID:33065002	2020	3	6WM2;6WM3;6WM4	GAP_OPPORTUNITY		2026	2026	True	True
human	ATP6V1C1	PMID:35672408	2022	1	7UNF	GAP_OPPORTUNITY		2026	2026	False	False
human	ATP6V1C1	PMID:35994636	2022	1	7U4T	GAP_OPPORTUNITY		2026	2026	False	False
human	BICC1	PMID:29290488	2018	2	4RQM;4RQN	GAP_LAG		2026	2014	False	False
human	BIRC5	PMID:10876248	2000	1	1F3H	GAP_OPPORTUNITY		2026	2026	False	False
human	BIRC5	PMID:10949039	2000	1	1E31	GAP_OPPORTUNITY		2026	2026	False	False
human	BIRC5	PMID:15628841	2005	1	1XOX	GAP_OPPORTUNITY		2026	2026	False	False
human	BIRC5	PMID:17881355	2007	2	2RAW;2RAX	GAP_OPPORTUNITY		2026	2026	False	False
human	BIRC5	PMID:17956729	2007	1	2QFA	CITED	IPI,NAS	2026	2026	True	True
human	BIRC5	PMID:22244766	2012	2	3UIG;3UIH	GAP_OPPORTUNITY		2026	2026	False	False
human	BIRC5	PMID:22357620	2012	7	3UEC;3UED;3UEE;3UEF;3UEG;3UEH;3UEI	GAP_OPPORTUNITY		2026	2026	False	False
human	BRCA2	PMID:12442171	2002	1	1N0W	CITED	IPI	2025	2025	True	True
human	BRCA2	PMID:19609323	2009	1	3EU7	CITED	IPI	2025	2025	True	True
human	BRCA2	PMID:32286328	2020	1	6GY2	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:34326328	2021	1	7BDX	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:34373645	2021	1	7LDG	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:34772801	2021	1	6HQU	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:37919288	2023	2	8PBC;8PBD	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:38075664	2023	3	8BR9;8C3J;8C3N	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:38828772	2024	1	8QQE	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:39333100	2024	1	8R2G	GAP_OPPORTUNITY		2025	2025	False	False
human	BRCA2	PMID:40441151	2025	1	8UVW	GAP_OPPORTUNITY		2025	2025	False	False
human	BTN3A3	PMID:22846996	2012	1	4F8T	GAP_OPPORTUNITY		2025	2025	False	False
human	BTN3A3	PMID:30902636	2019	4	5ZZ3;6J0G;6J0K;6J0L	GAP_OPPORTUNITY		2025	2025	False	False
human	CASP3	PMID:10821855	2000	1	1GFW	GAP_OPPORTUNITY		2026	2026	False	False
human	CASP3	PMID:11257232	2001	1	1I3O	CITED	IPI	2026	2026	True	True
human	CASP3	PMID:12563278	2003	3	1NME;1NMQ;1NMS	GAP_OPPORTUNITY		2026	2026	False	False
human	CASP3	PMID:12833566	2003	1	1QX3	GAP_OPPORTUNITY		2026	2026	False	False
human	CASP3	PMID:15115390	2004	7	1RE1;1RHJ;1RHK;1RHM;1RHQ;1RHR;1RHU	GAP_OPPORTUNITY		2026	2026	False	False
human	CASP3	PMID:8673606	1996	1	1PAU	GAP_OPPORTUNITY		2026	2026	False	False
human	CASP3	PMID:9045680	1997	1	1CP3	GAP_OPPORTUNITY		2026	2026	False	False
human	CCNE1	PMID:15660127	2005	1	1W98	GAP_OPPORTUNITY		2026	2026	False	True
human	CCNE1	PMID:27496135	2016	1	5L2W	GAP_OPPORTUNITY		2026	2026	False	False
human	CCNE1	PMID:34110834	2021	1	7KJS	GAP_OPPORTUNITY		2026	2026	False	False
human	CCNE1	PMID:36923916	2023	2	8H6P;8H6T	GAP_OPPORTUNITY		2026	2026	False	False
human	CCNE1	PMID:37104883	2023	2	7XQK;8H4R	GAP_OPPORTUNITY		2026	2026	False	False
human	CCNE1	PMID:39294320	2025	2	8VQ3;8VQ4	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:10085115	1999	2	1B38;1B39	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:10633045	2000	1	1DI8	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:10662688	2000	1	1DM2	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:10856233	2000	1	1F5Q	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:10956187	2000	2	1E1V;1E1X	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:11141566	2001	2	1FVT;1FVV	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:11377199	2001	1	1E9H	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:11463386	2001	1	1FQ1	CITED	IPI	2026	2026	True	True
human	CDK2	PMID:7630397	1995	1	1FIN	CITED	IPI	2026	2026	True	True
human	CDK2	PMID:8601310	1996	1	1BUH	CITED	IPI	2026	2026	True	True
human	CDK2	PMID:9334743	1997	1	1AQ1	GAP_OPPORTUNITY		2026	2026	False	False
human	CDK2	PMID:9677190	1998	1	1CKP	GAP_OPPORTUNITY		2026	2026	False	False
human	CFAP61	PMID:37258679	2023	1	8J07	GAP_OPPORTUNITY		2026	2025	True	False
human	CFTR	PMID:15528182	2005	2	1XMI;1XMJ	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:16331976	2005	1	2LOB	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:19944699	2010	3	2BBO;2BBS;2BBT	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:20150177	2010	3	2PZE;2PZF;2PZG	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:20351101	2010	1	3ISW	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:26444971	2016	1	4WZ6	GAP_OPPORTUNITY		2025	2025	False	False
human	CFTR	PMID:26888287	2016	3	5D2D;5D3E;5D3F	CITED	EXP,IMP,IPI	2025	2025	True	True
human	CHMP1A	PMID:17928862	2007	1	2JQ9	CITED	IPI	2025	2025	True	True
human	CHMP1A	PMID:23045692	2012	2	2YMB;4A5X	CITED	IPI	2025	2025	True	True
human	COLGALT1	PMID:40069201	2025	4	8ZGC;8ZGE;8ZGG;8ZGH	GAP_OPPORTUNITY		2026	2025	False	False
human	COLGALT1	PMID:40240392	2025	3	9EVJ;9EVK;9EVL	GAP_OPPORTUNITY		2026	2025	False	False
human	COPG1	PMID:14690497	2004	1	1R4X	GAP_OPPORTUNITY		2025	2024	True	True
human	CPT1C	PMID:24037959	2014	1	2M76	GAP_OPPORTUNITY		2026	2023	False	False
human	CWC27	PMID:20676357	2010	1	2HQ6	CITED	IDA	2026	2025	True	True
human	CWC27	PMID:25478830	2014	1	4R3E	GAP_OPPORTUNITY		2026	2025	False	False
human	CWC27	PMID:29360106	2018	2	5Z56;5Z58	CITED	IC,IDA,NAS	2026	2025	True	True
human	CWC27	PMID:29361316	2018	2	6FF4;6FF7	GAP_OPPORTUNITY		2026	2025	False	False
human	CWC27	PMID:32329775	2020	1	6YVH	GAP_OPPORTUNITY		2026	2025	False	False
human	CWC27	PMID:33509932	2021	1	7DVQ	CITED	IPI,NAS	2026	2025	True	True
human	CWC27	PMID:39068178	2024	1	8I0R	CITED	IPI	2026	2025	True	True
human	CYB5R4	PMID:20630863	2010	1	3LF5	GAP_OPPORTUNITY		2026	2021	False	False
human	CYB5R4	PMID:31282472	2019	2	6MV1;6MV2	GAP_OPPORTUNITY		2026	2021	False	False
human	DHODH	PMID:10673429	2000	2	1D3G;1D3H	GAP_OPPORTUNITY		2025	2025	True	True
human	DHODH	PMID:16406782	2006	1	2B0M	GAP_OPPORTUNITY		2025	2025	False	False
human	DHODH	PMID:16480261	2006	5	2BXV;2FPT;2FPV;2FPY;2FQI	GAP_OPPORTUNITY		2025	2025	False	False
human	DHODH	PMID:18672895	2008	3	2PRH;2PRL;2PRM	GAP_OPPORTUNITY		2025	2025	False	False
human	DHODH	PMID:19351152	2009	3	3F1Q;3FJ6;3FJL	GAP_OPPORTUNITY		2025	2025	False	False
human	DHODH	PMID:20183850	2010	1	2WV8	GAP_OPPORTUNITY		2025	2025	False	False
human	DNAJC3	PMID:21799829	2011	2	2Y4T;2Y4U	GAP_OPPORTUNITY		2026	2024	False	False
human	DNAJC5	PMID:27452402	2016	2	2N04;2N05	GAP_OPPORTUNITY		2026	2026	False	False
human	EGFR	PMID:12196540	2002	2	1M14;1M17	GAP_OPPORTUNITY		2025	2025	False	False
human	EGFR	PMID:12297049	2002	1	1MOX	CITED	IPI	2025	2025	True	True
human	EGFR	PMID:12297050	2002	1	1IVO	CITED	IPI	2025	2025	True	True
human	EGFR	PMID:12620237	2003	1	1NQL	CITED	IPI	2025	2025	True	True
human	EGFR	PMID:15374980	2004	1	1XKK	GAP_OPPORTUNITY		2025	2025	False	False
human	EGFR	PMID:15837620	2005	1	1YY9	GAP_OPPORTUNITY		2025	2025	False	False
human	EGFR	PMID:15840573	2005	1	1Z9I	GAP_OPPORTUNITY		2025	2025	False	False
human	EGFR	PMID:16777603	2006	3	2GS2;2GS6;2GS7	CITED	IPI	2025	2025	True	True
human	EGFR	PMID:17349580	2007	2	2ITN;2ITO	GAP_OPPORTUNITY		2025	2025	False	False
human	EGFR	PMID:22349823	2012	2	2EB2;2EB3	GAP_OPPORTUNITY		2025	2025	False	False
human	EIF2AK3	PMID:22827572	2012	2	4G31;4G34	GAP_OPPORTUNITY		2026	2026	False	False
human	EIF2AK3	PMID:25587754	2015	6	4X7H;4X7J;4X7K;4X7L;4X7N;4X7O	GAP_OPPORTUNITY		2026	2026	False	False
human	EIF2AK3	PMID:25925385	2015	1	4YZS	CITED	IDA	2026	2026	True	True
human	EIF2AK3	PMID:27917829	2016	1	5SV7	CITED	IDA	2026	2026	True	True
human	EIF2AK3	PMID:33895276	2021	1	7MF0	GAP_OPPORTUNITY		2026	2026	False	False
human	EIF2AK3	PMID:36297668	2022	3	8EQ9;8EQD;8EQE	GAP_OPPORTUNITY		2026	2026	False	False
human	EIF2D	PMID:28732596	2017	1	5OA9	GAP_OPPORTUNITY		2026	2025	False	False
human	EIF2D	PMID:28736176	2017	1	5W2F	GAP_OPPORTUNITY		2026	2025	False	False
human	EMC10	PMID:32439656	2020	1	6WW7	CITED	IDA,IPI	2026	2024	True	True
human	EMC10	PMID:32459176	2020	1	6Z3W	GAP_OPPORTUNITY		2026	2024	True	True
human	EMC10	PMID:33236988	2020	2	7ADO;7ADP	GAP_OPPORTUNITY		2026	2024	False	False
human	EMC10	PMID:37196677	2023	1	8EOI	GAP_OPPORTUNITY		2026	2024	True	True
human	EMC10	PMID:37199759	2023	1	8S9S	GAP_OPPORTUNITY		2026	2024	True	True
human	EMC10	PMID:38517390	2024	2	8J0N;8J0O	GAP_OPPORTUNITY		2026	2024	True	True
human	EMC10	PMID:39173640	2024	1	9C7V	GAP_OPPORTUNITY		2026	2024	False	False
human	ENDOU	PMID:39070628	2024	1	9FTW	GAP_LAG		2025	2023	False	False
human	ENPP4	PMID:24338010	2014	2	4LQY;4LR2	GAP_OPPORTUNITY		2025	2014	False	False
human	ENPP5	PMID:28898552	2017	1	5VEM	CITED	IDA	2025	2020	True	True
human	ERO1A	PMID:20834232	2010	2	3AHQ;3AHR	GAP_OPPORTUNITY		2026	2026	False	True
human	FBXO41	PMID:38899489	2024	1	8S1R	GAP_NO_EXP_CURATION		2026		False	False
human	FN1	PMID:10075919	1999	1	1FNH	CITED	NAS	2025	2025	True	True
human	FN1	PMID:10387076	1999	1	1QGB	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:10647176	1999	1	1QO6	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:11285216	2001	2	1E88;1E8B	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:11775745	2001	1	1J8K	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:12736686	2003	1	1O9A	CITED	IPI	2025	2025	True	True
human	FN1	PMID:12946358	2003	1	1Q38	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:1423622	1992	2	1TTF;1TTG	CITED	NAS	2025	2025	True	True
human	FN1	PMID:14657397	2003	1	1OWW	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:17368672	2007	1	2CG6	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:8120888	1994	1	1FNA	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:8308892	1994	1	1FBR	GAP_OPPORTUNITY		2025	2025	False	False
human	FN1	PMID:8548820	1996	1	1FNF	GAP_OPPORTUNITY		2025	2025	False	False
human	FN3K	PMID:39173621	2024	1	8UE1	GAP_OPPORTUNITY		2025	2024	False	False
human	FN3K	PMID:39843453	2025	6	9CX8;9CXM;9CXN;9CXO;9CXV;9CXW	GAP_LAG		2025	2024	False	False
human	FTH1	PMID:17070541	2007	7	2CEI;2CHI;2CIH;2CLU;2CN6;2CN7;2IU2	GAP_OPPORTUNITY		2025	2025	False	False
human	FTH1	PMID:18991401	2008	3	2Z6M;3ERZ;3ES3	GAP_OPPORTUNITY		2025	2025	False	False
human	FTH1	PMID:1992356	1991	1	1FHA	GAP_OPPORTUNITY		2025	2025	False	False
human	FTH1	PMID:20705053	2010	3	3AJO;3AJP;3AJQ	GAP_OPPORTUNITY		2025	2025	False	False
human	FTH1	PMID:9159481	1997	1	2FHA	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:16510976	2006	1	1U8F	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:25451934	2015	2	4WNC;4WNI	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:31387164	2019	1	6IQ6	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:32802964	2020	4	6YND;6YNE;6YNF;6YNH	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:36450447	2023	1	8DNS	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:37487103	2023	2	8G12;8G13	GAP_OPPORTUNITY		2025	2025	False	False
human	GAPDH	PMID:957435	1976	1	3GPD	GAP_OPPORTUNITY		2025	2025	False	False
human	GCH1	PMID:11087827	2000	1	1FB1	CITED	IDA,IPI	2025	2025	True	True
human	GCH1	PMID:33229582	2020	9	6Z80;6Z85;6Z86;6Z87;6Z88;6Z89;7ALA;7ALB;7ALC	GAP_OPPORTUNITY		2025	2025	False	False
human	GCH1	PMID:33387654	2021	1	7ALQ	GAP_OPPORTUNITY		2025	2025	False	False
human	GMNC	PMID:26527144	2015	1	5C9N	GAP_OPPORTUNITY		2025	2025	False	False
human	GPC2	PMID:34195677	2021	1	7T62	GAP_LAG		2025	2018	False	False
human	GPC2	PMID:34337560	2021	1	6WJL	GAP_LAG		2025	2018	False	False
human	GTPBP6	PMID:34135319	2021	3	7OF2;7OF4;7OF6	CITED	IDA	2026	2025	True	True
human	HADHB	PMID:29915090	2018	2	5ZQZ;5ZRV	CITED	IDA,IPI	2026	2026	True	True
human	HADHB	PMID:30850536	2019	1	6DV2	CITED	IPI	2026	2026	True	True
human	HAP1	PMID:10667800	2000	3	1DE8;1DE9;1DEW	GAP_OPPORTUNITY		2026	2026	False	False
human	HAP1	PMID:11286553	2001	2	1E9N;1HD7	CITED	IDA,TAS	2026	2026	True	True
human	HAP1	PMID:18579163	2008	1	2O3H	GAP_OPPORTUNITY		2026	2026	False	False
human	HAP1	PMID:23355472	2013	1	4IEM	GAP_OPPORTUNITY		2026	2026	False	False
human	HAP1	PMID:24311596	2013	1	4LND	GAP_OPPORTUNITY		2026	2026	False	False
human	HAP1	PMID:25251148	2014	2	4QH9;4QHD	GAP_OPPORTUNITY		2026	2026	False	False
human	HAP1	PMID:9351835	1997	1	1BIX	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC4	PMID:17360518	2007	2	2H8N;2O94	CITED	IPI	2026	2026	True	True
human	HDAC4	PMID:18614528	2008	6	2VQJ;2VQM;2VQO;2VQQ;2VQV;2VQW	CITED	IDA	2026	2026	True	True
human	HDAC4	PMID:22649097	2012	3	3UXG;3UZD;3V31	CITED	IPI	2026	2026	True	True
human	HDAC4	PMID:24261862	2013	2	4CBT;4CBY	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC4	PMID:26819662	2016	1	5A2S	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC4	PMID:30321390	2018	1	5ZOO	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC6	PMID:22069321	2012	1	3PHD	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC6	PMID:27454933	2016	1	5EDU	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC6	PMID:29019676	2017	5	5B8D;5KH3;5KH7;5KH9;5WPB	GAP_OPPORTUNITY		2026	2026	False	False
human	HDAC6	PMID:29741882	2018	5	6CE6;6CE8;6CEA;6CEC;6CED	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:10216320	1999	1	1HJO	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:15694338	2005	1	1XQS	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:18555782	2008	2	3D2E;3D2F	GAP_OPPORTUNITY		2026	2026	True	False
human	HSPA1A	PMID:20072699	2010	1	3JXU	GAP_OPPORTUNITY		2026	2026	True	False
human	HSPA1A	PMID:20179333	2010	2	2E88;2E8A	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:20223214	2010	1	3A8Y	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:21454478	2011	1	3Q49	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:21608060	2011	3	3ATU;3ATV;3AY9	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1A	PMID:22219199	2012	1	2LMG	CITED	IPI	2026	2026	True	True
human	HSPA1A	PMID:9083109	1997	1	1S3X	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPA1B	PMID:23812373	2013	1	4J8F	GAP_OPPORTUNITY		2026	2026	True	False
human	HSPA1B	PMID:30033218	2018	1	6FDT	GAP_OPPORTUNITY		2026	2026	False	False
human	HSPB3	PMID:29969581	2018	1	6F2R	GAP_OPPORTUNITY		2026	2025	False	False
human	HTT	PMID:19748341	2009	7	3IO4;3IO6;3IOR;3IOT;3IOU;3IOV;3IOW	GAP_OPPORTUNITY		2025	2025	False	False
human	HTT	PMID:21968397	2011	1	3LRH	GAP_OPPORTUNITY		2025	2025	False	False
human	HTT	PMID:23370273	2013	4	4FE8;4FEB;4FEC;4FED	GAP_OPPORTUNITY		2025	2025	False	False
human	HTT	PMID:23931318	2013	2	2LD0;2LD2	GAP_OPPORTUNITY		2025	2025	False	False
human	HTT	PMID:25861763	2015	1	4RAV	GAP_OPPORTUNITY		2025	2025	False	False
human	IDH3B	PMID:31515270	2019	4	6KDE;6KDF;6KDY;6KE3	GAP_OPPORTUNITY		2026	2025	True	True
human	IDH3B	PMID:33349631	2020	1	7CE3	GAP_OPPORTUNITY		2026	2025	True	False
human	IDH3B	PMID:36375638	2022	4	8GRB;8GRD;8GRU;8GS5	GAP_OPPORTUNITY		2026	2025	True	True
human	IFNL4	PMID:39827213	2025	1	9BPU	GAP_LAG		2026	2013	False	False
human	IL21	PMID:17565991	2007	1	2OQP	GAP_OPPORTUNITY		2026	2026	False	False
human	IL21	PMID:22235133	2012	1	3TGX	GAP_OPPORTUNITY		2026	2026	False	False
human	IL21	PMID:37339051	2023	1	8ENT	CITED	IPI,NAS	2026	2026	True	True
human	JAK1	PMID:19361440	2009	2	3EYG;3EYH	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:22591402	2012	3	4E4L;4E4N;4E5W	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:22698084	2012	2	4EHZ;4EI4	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:23107482	2012	1	4FK6	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:23296072	2013	1	4GS0	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:23642482	2013	1	4I5C	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:23659214	2013	3	4IVB;4IVC;4IVD	GAP_OPPORTUNITY		2025	2025	False	False
human	JAK1	PMID:24042009	2013	2	4K6Z;4K77	GAP_OPPORTUNITY		2025	2025	False	False
human	KCTD12	PMID:30814734	2019	1	6M8S	GAP_OPPORTUNITY		2025	2025	True	False
human	KCTD16	PMID:28963344	2017	1	5A15	GAP_OPPORTUNITY		2025	2025	True	False
human	KCTD16	PMID:30814734	2019	1	6M8R	GAP_OPPORTUNITY		2025	2025	True	False
human	KCTD16	PMID:30971491	2019	3	6OCP;6OCR;6OCT	GAP_OPPORTUNITY		2025	2025	False	False
human	KCTD16	PMID:31509708	2019	1	6I0Q	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:17937911	2007	1	2CLQ	CITED	IPI	2025	2025	True	True
human	MAP3K5	PMID:23147077	2012	1	3VW6	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:23776076	2013	6	4BF2;4BHN;4BIB;4BIC;4BID;4BIE	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:28242696	2017	1	5ULM	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:28291695	2017	2	5V19;5V24	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:28337323	2017	3	5UOR;5UOX;5UP3	GAP_OPPORTUNITY		2025	2025	False	False
human	MAP3K5	PMID:29348070	2017	1	5VIL	GAP_OPPORTUNITY		2025	2025	False	False
human	MAPK1	PMID:16139248	2005	1	1TVO	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:16242327	2006	1	1WZY	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:17194451	2007	1	3W55	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:17300186	2007	3	2OJG;2OJI;2OJJ	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:19053285	2008	2	3D42;3D44	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:19827834	2009	2	3I5Z;3I60	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:22084399	2012	1	3SA0	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:23047924	2012	3	2Y9Q;3TEI;4FMQ	GAP_OPPORTUNITY		2026	2026	False	False
human	MAPK1	PMID:9827991	1998	1	1PME	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA15	PMID:29754825	2018	2	6C95;6C9M	GAP_OPPORTUNITY		2026	2026	True	False
human	NAA15	PMID:32042062	2020	2	6PPL;6PW9	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA15	PMID:39169182	2024	3	9F1B;9F1C;9F1D	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA15	PMID:39227397	2024	2	9FPZ;9FQ0	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA15	PMID:40639378	2025	1	9QQB	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA25	PMID:32885784	2020	1	6VP9	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA25	PMID:37319422	2023	1	8G0L	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA30	PMID:36638802	2023	2	7MX2;7RB3	GAP_OPPORTUNITY		2026	2026	False	False
human	NAA40	PMID:25619998	2015	2	4U9V;4U9W	CITED	IDA	2026	2026	True	True
human	NAA40	PMID:34110812	2021	2	7KD7;7KPU	GAP_OPPORTUNITY		2026	2026	False	False
human	NDUFA4	PMID:30030519	2018	1	5Z62	CITED	IDA,NAS	2026	2026	True	True
human	NME2	PMID:19435876	2009	3	3BBB;3BBC;3BBF	CITED	IDA,IMP	2026	2026	True	True
human	NME2	PMID:38096103	2024	1	8PYW	GAP_OPPORTUNITY		2026	2026	False	False
human	NME2	PMID:39190717	2024	1	8PIE	GAP_OPPORTUNITY		2026	2026	False	False
human	NME2	PMID:7658474	1995	1	1NSK	GAP_OPPORTUNITY		2026	2026	False	False
human	NME2	PMID:8747457	1995	1	1NUE	GAP_OPPORTUNITY		2026	2026	False	False
human	NOVA2	PMID:10368286	1999	1	1DTJ	GAP_OPPORTUNITY		2026	2021	False	False
human	NOVA2	PMID:10676814	2000	1	1EC6	GAP_OPPORTUNITY		2026	2021	False	False
human	P4HB	PMID:10383197	1999	2	1BJX;2BJX	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:18801374	2008	1	3BJ5	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:19187238	2009	1	2K18	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:22090031	2012	1	3UEM	GAP_OPPORTUNITY		2026	2026	False	False
human	P4HB	PMID:22657537	2013	2	4EKZ;4EL1	GAP_OPPORTUNITY		2026	2026	False	False
