scope	accession	gene	organism	pos_term	pos_name	pos_evidence	neg_term	neg_name	neg_evidence	parent_support
net_new	Q6PXP3	SLC2A7	Homo sapiens (Human)	GO:0022857	transmembrane transporter activity	IEA	GO:0005353	fructose transmembrane transporter activity	IDA	supported
net_new	Q6PXP3	SLC2A7	Homo sapiens (Human)	GO:0022857	transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	IDA	supported
net_new	Q6PXP3	SLC2A7	Homo sapiens (Human)	GO:0051119	sugar transmembrane transporter activity	TAS	GO:0005353	fructose transmembrane transporter activity	IDA	supported
net_new	Q6PXP3	SLC2A7	Homo sapiens (Human)	GO:0051119	sugar transmembrane transporter activity	TAS	GO:0055056	D-glucose transmembrane transporter activity	IDA	supported
net_new	Q6UXS9	CASP12	Homo sapiens (Human)	GO:0008234	cysteine-type peptidase activity	IEA	GO:0004197	cysteine-type endopeptidase activity	IBA	UNSUPPORTED
net_new	Q75N34	DB3S	Dioscorea polystachya (Chine	GO:0016836	hydro-lyase activity	IEA	GO:0004089	carbonate dehydratase activity	IDA	UNSUPPORTED
net_new	Q75N35	DB3L	Dioscorea polystachya (Chine	GO:0016836	hydro-lyase activity	IEA	GO:0004089	carbonate dehydratase activity	IDA	UNSUPPORTED
net_new	Q7XA74	MVP1	Arabidopsis thaliana (Mouse-	GO:0016788	hydrolase activity, acting on ester bonds	IEA	GO:0016298	lipase activity	IBA	UNSUPPORTED
net_new	Q8BGD5	Cpt1c	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0004095	carnitine O-palmitoyltransferase activity	ISS	supported
net_new	Q8BGD5	Cpt1c	Mus musculus (Mouse)	GO:0016746	acyltransferase activity	IEA	GO:0004095	carnitine O-palmitoyltransferase activity	ISS	UNSUPPORTED
net_new	Q8BTX9	Hsdl1	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0016229	steroid dehydrogenase activity	ISS	supported
net_new	Q8BVM4	Azin2	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0004586	ornithine decarboxylase activity	IBA	UNSUPPORTED
net_new	Q8BVM4	Azin2	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0008792	arginine decarboxylase activity	IDA	UNSUPPORTED
net_new	Q8BYG9	Epha10	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0004672	protein kinase activity	ISS	supported
net_new	Q8C3Q5	Shisa7	Mus musculus (Mouse)	GO:0005515	protein binding	IPI	GO:0035255	ionotropic glutamate receptor binding	IDA	supported
net_new	Q8CIY2	Duox1	Rattus norvegicus (Rat)	GO:0016491	oxidoreductase activity	IEA	GO:0004601	peroxidase activity	ISS	supported
net_new	Q8GYY0	ACS12	Arabidopsis thaliana (Mouse-	GO:0003824	catalytic activity	IEA	GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity	IDA	UNSUPPORTED
net_new	Q8HZK3	DUOX1	Sus scrofa (Pig)	GO:0016491	oxidoreductase activity	IEA	GO:0004601	peroxidase activity	ISS	supported
net_new	Q8N8Q3	ENDOV	Homo sapiens (Human)	GO:0004519	endonuclease activity	IEA	GO:0016888	DNA endonuclease activity, producing 5'-phosphomonoesters	IDA	supported
net_new	Q8N8Q3	ENDOV	Homo sapiens (Human)	GO:0016788	hydrolase activity, acting on ester bonds	IEA	GO:0016888	DNA endonuclease activity, producing 5'-phosphomonoesters	IDA	supported
net_new	Q8T8E5	MCA4	Trypanosoma brucei brucei	GO:0008233	peptidase activity	IGI	GO:0004197	cysteine-type endopeptidase activity	IDA	supported
net_new	Q8VDR7	Tgds	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0008460	dTDP-glucose 4,6-dehydratase activity	ISS	supported
net_new	Q8VDR7	Tgds	Mus musculus (Mouse)	GO:0016836	hydro-lyase activity	IEA	GO:0008460	dTDP-glucose 4,6-dehydratase activity	ISS	supported
net_new	Q90635	DPYSL2	Gallus gallus (Chicken)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q90635	DPYSL2	Gallus gallus (Chicken)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q969S8	HDAC10	Homo sapiens (Human)	GO:0019213	deacetylase activity	IBA	GO:0033558	protein lysine deacetylase activity	IDA	supported
net_new	Q96A70	AZIN2	Homo sapiens (Human)	GO:0003824	catalytic activity	IEA	GO:0004586	ornithine decarboxylase activity	IBA	supported
net_new	Q96A70	AZIN2	Homo sapiens (Human)	GO:0016831	carboxy-lyase activity	IEA	GO:0004586	ornithine decarboxylase activity	IBA	supported
net_new	Q96F10	SAT2	Homo sapiens (Human)	GO:0008080	N-acetyltransferase activity	IDA	GO:0004145	diamine N-acetyltransferase activity	IDA	supported
net_new	Q96F10	SAT2	Homo sapiens (Human)	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	IEA	GO:0004145	diamine N-acetyltransferase activity	IDA	supported
net_new	Q96KN2	CNDP1	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004177	aminopeptidase activity	IDA	supported
net_new	Q96KN2	CNDP1	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004180	carboxypeptidase activity	IDA	supported
net_new	Q96N87	SLC6A18	Homo sapiens (Human)	GO:0022857	transmembrane transporter activity	IEA	GO:0015171	amino acid transmembrane transporter activity	IDA	UNSUPPORTED
net_new	Q99463	NPY6RP	Homo sapiens (Human)	GO:0008188	neuropeptide receptor activity	IBA	GO:0004983	neuropeptide Y receptor activity	IKR	UNSUPPORTED
net_new	Q99J82	Ilk	Rattus norvegicus (Rat)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	supported
net_new	Q99JG2	Gpr37l1	Mus musculus (Mouse)	GO:0004930	G protein-coupled receptor activity	ISS	GO:0036505	prosaposin receptor activity	ISS	supported
net_new	Q9BRJ7	NUDT16L1	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0042803	protein homodimerization activity	IDA	supported
net_new	Q9C8L4	GLY3	Arabidopsis thaliana (Mouse-	GO:0016788	hydrolase activity, acting on ester bonds	IDA	GO:0047951	glutathione thiolesterase activity	IDA	supported
net_new	Q9D4M9	Galntl5	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0016757	glycosyltransferase activity	ISS	supported
net_new	Q9DA79	Dpep3	Mus musculus (Mouse)	GO:0008233	peptidase activity	IDA	GO:0016805	dipeptidase activity	IBA	supported
net_new	Q9DF58	ILK	Gallus gallus (Chicken)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	UNSUPPORTED
net_new	Q9EQF6	Dpysl5	Mus musculus (Mouse)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q9EQF6	Dpysl5	Mus musculus (Mouse)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q9H825	METTL8	Homo sapiens (Human)	GO:0008173	RNA methyltransferase activity	IEA	GO:0008174	mRNA methyltransferase activity	IDA	supported
net_new	Q9H825	METTL8	Homo sapiens (Human)	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IEA	GO:0008174	mRNA methyltransferase activity	IDA	supported
net_new	Q9HC21	SLC25A19	Homo sapiens (Human)	GO:0015932	nucleobase-containing compound transmembrane transporter activity	IEA	GO:0030233	deoxynucleotide transmembrane transporter activity	IDA	UNSUPPORTED
net_new	Q9HC97	GPR35	Homo sapiens (Human)	GO:0004930	G protein-coupled receptor activity	IEA	GO:0016494	C-X-C chemokine receptor activity	IDA	supported
net_new	Q9HC97	GPR35	Homo sapiens (Human)	GO:0004950	chemokine receptor activity	IEA	GO:0016494	C-X-C chemokine receptor activity	IDA	supported
net_new	Q9HCE5	METTL14	Homo sapiens (Human)	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IEA	GO:0001734	mRNA m(6)A methyltransferase activity	IDA	UNSUPPORTED
net_new	Q9HCE5	METTL14	Homo sapiens (Human)	GO:0140640	catalytic activity, acting on a nucleic acid	IEA	GO:0001734	mRNA m(6)A methyltransferase activity	IDA	UNSUPPORTED
net_new	Q9I8D1	MYO6	Gallus gallus (Chicken)	GO:0005515	protein binding	IPI	GO:0042803	protein homodimerization activity	IDA	supported
net_new	Q9JHU0	Dpysl5	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q9JHU0	Dpysl5	Rattus norvegicus (Rat)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q9JI20	Adarb2	Mus musculus (Mouse)	GO:0019239	deaminase activity	IEA	GO:0003726	double-stranded RNA adenosine deaminase activity	ISS	UNSUPPORTED
net_new	Q9JKE7	Tas2r41	Rattus norvegicus (Rat)	GO:0008527	taste receptor activity	TAS	GO:0033038	bitter taste receptor activity	ISO	supported
net_new	Q9MZF4	DUOX1	Canis lupus familiaris (Dog)	GO:0016491	oxidoreductase activity	IEA	GO:0004601	peroxidase activity	ISS	supported
net_new	Q9NRD9	DUOX1	Homo sapiens (Human)	GO:0016491	oxidoreductase activity	IEA	GO:0004601	peroxidase activity	IDA	supported
net_new	Q9NUU6	OTULINL	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0043130	ubiquitin binding	IDA	supported
net_new	Q9P6J8	?	Schizosaccharomyces pombe (s	GO:0019239	deaminase activity	IEA	GO:0004000	adenosine deaminase activity	IKR	UNSUPPORTED
net_new	Q9QYC5	Gpr37l1	Rattus norvegicus (Rat)	GO:0004930	G protein-coupled receptor activity	IEA	GO:0036505	prosaposin receptor activity	ISS	supported
net_new	Q9SQ64	COR2	Papaver somniferum (Opium po	GO:0016491	oxidoreductase activity	IEA	GO:0047036	codeinone reductase (NADPH) activity	IDA	UNSUPPORTED
net_new	Q9SQ64	COR2	Papaver somniferum (Opium po	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	IEA	GO:0047036	codeinone reductase (NADPH) activity	IDA	UNSUPPORTED
net_new	Q9SUR6	CORI3	Arabidopsis thaliana (Mouse-	GO:0008483	transaminase activity	IEA	GO:0004021	L-alanine:2-oxoglutarate transaminase activity	IDA	supported
net_new	Q9SUR6	CORI3	Arabidopsis thaliana (Mouse-	GO:0008483	transaminase activity	IEA	GO:0004069	L-aspartate:2-oxoglutarate transaminase activity	IDA	supported
net_new	Q9SUR6	CORI3	Arabidopsis thaliana (Mouse-	GO:0008483	transaminase activity	IEA	GO:0004838	L-tyrosine:2-oxoglutarate transaminase activity	IDA	supported
net_new	Q9SUR6	CORI3	Arabidopsis thaliana (Mouse-	GO:0008483	transaminase activity	IEA	GO:0050362	L-tryptophan:2-oxoglutarate transaminase activity	IDA	supported
net_new	Q9U3W6	mab-21	Drosophila melanogaster (Fru	GO:0003674	molecular_function	ND	GO:0016779	nucleotidyltransferase activity	IKR	supported
net_new	Q9UGQ3	SLC2A6	Homo sapiens (Human)	GO:0022857	transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	IDA	supported
net_new	Q9VG97	GstD3	Drosophila melanogaster (Fru	GO:0003824	catalytic activity	IEA	GO:0004364	glutathione transferase activity	IDA	UNSUPPORTED
net_new	Q9VLC1	FucTB	Drosophila melanogaster (Fru	GO:0008417	fucosyltransferase activity	IEA	GO:0018392	glycoprotein 3-alpha-L-fucosyltransferase activity	IDA	UNSUPPORTED
net_new	Q9VLC1	FucTB	Drosophila melanogaster (Fru	GO:0008417	fucosyltransferase activity	IEA	GO:0046920	alpha-(1->3)-fucosyltransferase activity	IMP	UNSUPPORTED
net_new	Q9VR20	?	Drosophila melanogaster (Fru	GO:0101005	deubiquitinase activity	ISS	GO:0004843	cysteine-type deubiquitinase activity	IDA	supported
net_new	Q9VSH0	?	Drosophila melanogaster (Fru	GO:0003674	molecular_function	ND	GO:0061501	2',3'-cyclic GMP-AMP synthase activity	IDA	supported
net_new	Q9VUX3	Notum	Drosophila melanogaster (Fru	GO:0016787	hydrolase activity	IEA	GO:0004620	glycerophospholipase activity	IDA	supported
net_new	Q9VW15	ash1	Drosophila melanogaster (Fru	GO:0016279	protein-lysine N-methyltransferase activity	IEA	GO:0042799	histone H4K20 methyltransferase activity	IDA	supported
net_new	Q9VW15	ash1	Drosophila melanogaster (Fru	GO:0016279	protein-lysine N-methyltransferase activity	IEA	GO:0046974	histone H3K9 methyltransferase activity	IDA	supported
net_new	Q9VW15	ash1	Drosophila melanogaster (Fru	GO:0042054	histone methyltransferase activity	IEA	GO:0042799	histone H4K20 methyltransferase activity	IDA	supported
net_new	Q9VW15	ash1	Drosophila melanogaster (Fru	GO:0042054	histone methyltransferase activity	IEA	GO:0046974	histone H3K9 methyltransferase activity	IDA	supported
net_new	Q9VW15	ash1	Drosophila melanogaster (Fru	GO:0140938	histone H3 methyltransferase activity	IEA	GO:0046974	histone H3K9 methyltransferase activity	IDA	supported
net_new	Q9W0F6	FucTD	Drosophila melanogaster (Fru	GO:0008417	fucosyltransferase activity	IEA	GO:0046920	alpha-(1->3)-fucosyltransferase activity	IMP	UNSUPPORTED
net_new	Q9W698	accs	Takifugu rubripes (Japanese 	GO:0003824	catalytic activity	IEA	GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity	NAS	UNSUPPORTED
net_new	Q9Y2H2	INPP5F	Homo sapiens (Human)	GO:0016791	phosphatase activity	IEA	GO:0034595	phosphatidylinositol phosphate 5-phosphatase activity	IDA	supported
net_new	Q9Y5N5	HEMK2	Homo sapiens (Human)	GO:0008168	methyltransferase activity	IEA	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	IDA	supported
net_new	Q9Y5N5	HEMK2	Homo sapiens (Human)	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	IBA	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	IDA	supported
net_new	Q9Z139	Ror1	Mus musculus (Mouse)	GO:0004672	protein kinase activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	UNSUPPORTED
net_new	Q9Z139	Ror1	Mus musculus (Mouse)	GO:0038023	signaling receptor activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	supported
net_new	Q9Z2V5	Hdac6	Mus musculus (Mouse)	GO:0019213	deacetylase activity	IBA	GO:0047611	acetylspermidine deacetylase activity	ISS	supported
net_new	U3KPV4	A3GALT2	Homo sapiens (Human)	GO:0016757	glycosyltransferase activity	IBA	GO:0001962	alpha-1,3-galactosyltransferase activity	IDA	supported
net_new	U3KPV4	A3GALT2	Homo sapiens (Human)	GO:0016758	hexosyltransferase activity	IEA	GO:0001962	alpha-1,3-galactosyltransferase activity	IDA	supported
