interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR018060	5	2	0.40	no	ACCEPT:3, MODIFY:2	PSEPK/BenR; PSEPK/ada	DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding
IPR020818	5	2	0.40	no	ACCEPT:3, REMOVE:2	PSEPK/groES; yeast/HSP10	ATP binding; protein folding; protein folding chaperone
IPR003423	5	2	0.40	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/opmQ; PSEPK/tolC; PSEPK/ttgC	efflux transmembrane transporter activity; transmembrane transport
IPR036640	5	2	0.40	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1, REMOVE:1	PSEPK/pvdE; human/ABCB7; human/ABCD3; human/CFTR	ATP binding; membrane
IPR007266	5	2	0.40	no	ACCEPT:3, KEEP_AS_NON_CORE:2	human/ERO1A; human/ERO1B	FAD binding; endoplasmic reticulum; protein folding in endoplasmic reticulum
IPR032658	5	2	0.40	no	ACCEPT:3, KEEP_AS_NON_CORE:1, MODIFY:1	human/OLIG2	myelination; neuron differentiation; oligodendrocyte cell fate specification; oligodendrocyte differentiation; regulation of DNA-templated transcription
IPR017361	5	2	0.40	no	ACCEPT:3, KEEP_AS_NON_CORE:2	human/PTEN; mouse/Pten	negative regulation of cell population proliferation; phosphatidylinositol dephosphorylation; phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity
IPR012008	5	2	0.40	no	ACCEPT:3, MODIFY:1, REMOVE:1	worm/pef-1	calcium ion binding; detection of stimulus involved in sensory perception; iron ion binding; manganese ion binding; phosphoprotein phosphatase activity
IPR013604	4	2	0.50	no	ACCEPT:2, MODIFY:1, REMOVE:1	ANOGA/GPRgr22; DAPPU/DpuGr29	membrane; sensory perception of taste
IPR000999	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	ARATH/DCL1; SCHPO/dcr1	RNA processing; ribonuclease III activity
IPR036389	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	ARATH/DCL1; SCHPO/dcr1	RNA processing; ribonuclease III activity
IPR044283	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:2	ARATH/MUTE; ARATH/SPCH	DNA-binding transcription factor activity; guard cell differentiation
IPR014322	4	2	0.50	no	ACCEPT:2, MODIFY:2	BACSU/sigF; BACSU/sigG	DNA-binding transcription factor activity; DNA-templated transcription initiation
IPR000961	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:1	DANRE/grk7b; SCHPO/sid2; rat/Akt1	ATP binding; protein serine/threonine kinase activity
IPR006073	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:2	DANRE/gtpbp3; human/DRG2; human/GTPBP6; human/OLA1	GTP binding
IPR016032	4	2	0.50	no	ACCEPT:2, MODIFY:2	METEA/mxaB; METEA/mxcE; PSEPK/gacA	DNA binding; regulation of DNA-templated transcription
IPR001479	4	2	0.50	no	ACCEPT:2, REMOVE:2	METEA/mxaF; METEA/xoxF1; PSEPK/pedH; PSEPK/pede	outer membrane-bounded periplasmic space
IPR012292	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:2	PHAVU/LBA; PSEPK/hmp	heme binding; oxygen binding
IPR005880	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	POPTR/rpl2-A	RNA binding; large ribosomal subunit; structural constituent of ribosome; transferase activity
IPR006032	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:2	POPTR/rps12-A; POPTR/rps12-B	ribosome; structural constituent of ribosome
IPR018483	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/glpK; human/GK5	carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor
IPR013758	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/gyrA; human/TOP2A; human/TOP2B; mouse/Top2a	DNA metabolic process
IPR011287	4	2	0.50	no	ACCEPT:2, MODIFY:1, REMOVE:1	PSEPK/phaA; PSEPK/phaC	acyltransferase activity; poly-hydroxybutyrate biosynthetic process
IPR007728	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	SCHPO/clr4; worm/met-2	histone methyltransferase activity; zinc ion binding
IPR035985	4	2	0.50	no	ACCEPT:2, MODIFY:2	human/ATG7; human/UBA5; human/UBA7; yeast/ATG7	ubiquitin-like modifier activating enzyme activity
IPR010548	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:1	human/BNIP3L; worm/dct-1	membrane; mitochondrial envelope; positive regulation of apoptotic process
IPR006704	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:1	human/CD47	positive regulation of cell-cell adhesion; positive regulation of inflammatory response; positive regulation of phagocytosis; thrombospondin receptor activity
IPR001950	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:2	human/DENR; human/EIF2D	translation initiation factor activity; translational initiation
IPR036877	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:2	human/DENR; human/EIF2D	translation initiation factor activity; translational initiation
IPR022362	4	2	0.50	no	ACCEPT:2, MODIFY:2	human/NOTCH1; mouse/Notch1	regulation of DNA-templated transcription; signaling receptor activity
IPR001733	4	2	0.50	no	ACCEPT:2, KEEP_AS_NON_CORE:2	human/SEC11A; human/SEC11C	membrane; peptidase activity
IPR033830	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1, REMOVE:1	human/SERPINH1; mouse/Serpinh1	collagen binding; serine-type endopeptidase inhibitor activity
IPR020419	4	2	0.50	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:2	human/TNFRSF1A; mouse/Tnfrsf1a	inflammatory response; prostaglandin metabolic process
IPR005106	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	9POAL/NCGR_LOCUS29329; METJA/nadX	NADP binding; oxidoreductase activity
IPR010502	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	ACET2/P38535	carbohydrate binding; carbohydrate catabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR001254	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	ANOGA/CLIPB4; rat/Cfd; rat/Klk9	proteolysis; serine-type endopeptidase activity
IPR018114	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	ANOGA/CLIPB4; rat/Cfd; rat/Klk9	proteolysis; serine-type endopeptidase activity
IPR006694	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2	ARATH/CER1	iron ion binding; lipid biosynthetic process; oxidoreductase activity
IPR012052	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, REMOVE:1	BACSU/spo0A	calcium ion binding; detection of stimulus; regulation of sporulation
IPR000323	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	COTJA/A0A8C2TBA7	copper ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
IPR036939	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	COTJA/A0A8C2TBA7	copper ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
IPR006026	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	DANRE/he1.2	metallopeptidase activity; proteolysis; zinc ion binding
IPR005135	3	2	0.67	no	ACCEPT:1, MODIFY:2	DANRE/tdp2; DESRO/K9J287; human/HAP1	catalytic activity
IPR012845	3	2	0.67	no	ACCEPT:1, REMOVE:2	DESVH/Q726C4; PSEPK/fliA	DNA-directed RNA polymerase activity; DNA-templated transcription initiation
IPR002478	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	DICDI/nip7; human/EIF2D; human/MCTS1	RNA binding
IPR027640	3	2	0.67	no	ACCEPT:1, MODIFY:2	DORPE/P21613; human/KIF5B	microtubule motor activity; microtubule-based movement
IPR002429	3	2	0.67	no	ACCEPT:1, REMOVE:2	FERPA/Ferp_0128; RHOPA/nosZ	copper ion binding; cytochrome-c oxidase activity
IPR022383	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	METEA/mdh; PSEPK/mdh; rat/Ldhb	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR002528	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, UNDECIDED:1	NICAT/NaMATE1_candidate_DTX40_3	antiporter activity; transmembrane transport; xenobiotic transmembrane transporter activity
IPR010226	3	2	0.67	no	ACCEPT:1, MODIFY:2	POPTR/ndhI	4 iron, 4 sulfur cluster binding; membrane; oxidoreductase activity, acting on NAD(P)H
IPR002325	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/petA	heme binding; iron ion binding; thylakoid membrane
IPR006244	3	2	0.67	no	ACCEPT:1, MODIFY:2	POPTR/psaB	membrane; photosystem I; thylakoid
IPR005813	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	POPTR/rpl20	ribosome; structural constituent of ribosome; translation
IPR007439	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/cheZ	bacterial-type flagellum; catalytic activity; regulation of chemotaxis
IPR018369	3	2	0.67	no	ACCEPT:1, REMOVE:2	PSEPK/groES; yeast/HSP10	ATP binding; protein folding
IPR004840	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2	PSEPK/hutT	amino acid transport; membrane; transmembrane transport
IPR012787	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaQ	3,4-dihydroxybenzoate catabolic process; DNA binding; positive regulation of DNA-templated transcription
IPR005814	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, REMOVE:1	PSEPK/pvdH; human/PHYKPL	pyridoxal phosphate binding; transaminase activity
IPR046965	3	2	0.67	no	ACCEPT:1, MODIFY:2	SCHPO/cdc13; mouse/Ccnb1	cyclin-dependent protein serine/threonine kinase regulator activity; mitotic cell cycle phase transition
IPR000164	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	SCHPO/cnp1	DNA binding; nucleosome; structural constituent of chromatin
IPR007015	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	SCHPO/pol5	DNA binding; nucleolus; regulation of DNA-templated transcription
IPR001760	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	SEPOF/RHO	G protein-coupled receptor signaling pathway; membrane; visual perception
IPR002867	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	human/ARIH1; human/FBXO43; human/RNF14	zinc ion binding
IPR002423	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	human/BBS10; human/BBS12; human/MKKS	ATP binding
IPR003093	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR004725	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR020717	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR020726	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR020728	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR020731	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR002249	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	human/CLCN7	chloride transport; chloride:proton antiporter activity; membrane
IPR008504	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	human/EMC6	EMC complex; endoplasmic reticulum; membrane
IPR024824	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	human/GADD45B; human/GADD45G	nucleus; regulation of cell cycle
IPR004640	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	human/HSCB	ATPase activator activity; [2Fe-2S] cluster assembly; protein-folding chaperone binding
IPR020094	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	human/PUS3; yeast/DEG1	RNA binding; pseudouridine synthase activity
IPR020095	3	2	0.67	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	human/PUS3; yeast/DEG1	RNA binding; pseudouridine synthase activity
IPR002994	3	2	0.67	no	ACCEPT:1, MODIFY:2	human/SURF1; mouse/Surf1; yeast/SHY1	membrane
IPR028730	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	human/ZFYVE26	double-strand break repair via homologous recombination; mitotic cytokinesis; phosphatidylinositol-3-phosphate binding
IPR003094	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MODIFY:1	rat/Pfkfb4	ATP binding; catalytic activity; fructose 2,6-bisphosphate metabolic process
IPR000586	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	rat/Sstr5	G protein-coupled receptor signaling pathway; membrane; somatostatin receptor activity
IPR001184	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:2	rat/Sstr5	G protein-coupled receptor signaling pathway; membrane; somatostatin receptor activity
IPR029775	3	2	0.67	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	worm/nphp-4	cytoskeleton; negative regulation of canonical Wnt signaling pathway; non-motile cilium
IPR001692	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	9POAL/NCGR_LOCUS10166; PSEPK/hisD	metal ion binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR020548	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	9POAL/NCGR_LOCUS1270	carbohydrate metabolic process; phosphoric ester hydrolase activity
IPR037217	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	ANOGA/TDO; DORPE/TDO	metal ion binding
IPR002921	2	2	1.00	no	REMOVE:2	ARATH/EDS1; ARATH/PAD4	lipid metabolic process
IPR026610	2	2	1.00	no	MODIFY:2	ARATH/HEN1	O-methyltransferase activity; RNA methyltransferase activity
IPR004773	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	ARATH/HKT1	potassium ion transmembrane transport; potassium ion transmembrane transporter activity
IPR035209	2	2	1.00	no	MODIFY:2	ARATH/LFY; POPTR/FL	DNA binding
IPR004294	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	ARATH/NCED3; DANRE/rpe65a	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
IPR004776	2	2	1.00	no	KEEP_AS_NON_CORE:2	ARATH/PIN1	membrane; transmembrane transport
IPR002182	2	2	1.00	no	KEEP_AS_NON_CORE:2	ARATH/RPM1; ARATH/RPS2	ADP binding
IPR008422	2	2	1.00	no	MODIFY:2	ARATH/STM	DNA binding; regulation of DNA-templated transcription
IPR006046	2	2	1.00	no	MODIFY:2	BACSU/amyE	carbohydrate metabolic process; cation binding
IPR012510	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	BOVIN/E1BL04	actin cytoskeleton organization; cell junction
IPR001597	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	CHICK/GLDC	amino acid metabolic process; lyase activity
IPR003437	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	CHICK/GLDC; METEA/gcvP	glycine metabolic process
IPR003673	2	2	1.00	no	MODIFY:2	CLODI/hadA; rat/Amacr	catalytic activity
IPR039048	2	2	1.00	no	MODIFY:2	COLLI/A0A2I0M3K7	pseudouridine synthase activity; pseudouridine synthesis
IPR006259	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	DANRE/ak2	ATP binding; phosphotransferase activity, phosphate group as acceptor
IPR000542	2	2	1.00	no	MODIFY:2	DANRE/cpt2; rat/Crot	acyltransferase activity
IPR034683	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	DANRE/crppa; PSEPK/ispD	cytidylyltransferase activity
IPR002008	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	DANRE/polb	DNA binding; DNA repair
IPR003583	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	DANRE/polb	DNA binding; DNA repair
IPR022312	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	DANRE/polb	DNA binding; DNA repair
IPR002067	2	2	1.00	no	MODIFY:2	DANRE/slc25a37; DANRE/ucp2	transmembrane transport
IPR003029	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, REMOVE:1	DEIRA/Q9RSY6; yeast/SUI2	nucleic acid binding
IPR016686	2	2	1.00	no	KEEP_AS_NON_CORE:2	DICDI/nip7	nucleus; ribosome assembly
IPR011825	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	ECOLI/rlmC	RNA metabolic process; rRNA (uridine) methyltransferase activity
IPR001722	2	2	1.00	no	MODIFY:2	HYPJE/cbh1	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR037019	2	2	1.00	no	MODIFY:2	HYPJE/cbh1	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR045318	2	2	1.00	no	MODIFY:2	MAIZE/EZ1	chromatin remodeling; histone methyltransferase activity
IPR034686	2	2	1.00	no	MODIFY:2	METBS/A0A0B4FWC3; METBS/MBR_10393	terpene synthase activity
IPR014826	2	2	1.00	no	REMOVE:2	METEA/fae	carbohydrate biosynthetic process; carbon-nitrogen lyase activity
IPR037075	2	2	1.00	no	REMOVE:2	METEA/fae	carbohydrate biosynthetic process; carbon-nitrogen lyase activity
IPR002020	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	METEA/gltA; PSEPK/gltA	acyltransferase activity, acyl groups converted into alkyl on transfer
IPR019810	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	METEA/gltA; PSEPK/gltA	acyltransferase activity, acyl groups converted into alkyl on transfer
IPR024176	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	METEA/gltA; PSEPK/gltA	acyltransferase activity, acyl groups converted into alkyl on transfer
IPR036969	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	METEA/gltA; PSEPK/gltA	acyltransferase activity, acyl groups converted into alkyl on transfer
IPR007310	2	2	1.00	no	KEEP_AS_NON_CORE:2	METEA/mllA; METEA/mllBC	siderophore biosynthetic process
IPR037455	2	2	1.00	no	KEEP_AS_NON_CORE:2	METEA/mllA; METEA/mllBC	siderophore biosynthetic process
IPR011662	2	2	1.00	no	KEEP_AS_NON_CORE:2	METEA/mluA; PSEPK/fpvA	outer membrane
IPR045069	2	2	1.00	no	UNDECIDED:2	NICAT/NaMATE1_candidate_DTX40_3	xenobiotic detoxification by transmembrane export across the plasma membrane; xenobiotic transmembrane transporter activity
IPR022643	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	NICAT/NaODC_candidate_DCOR; PSEPK/lysA	catalytic activity
IPR022412	2	2	1.00	no	MODIFY:2	NICAT/NaQPT2_candidate_QPT_0; NICAT/NaQPT2_candidate_QPT_1	pentosyltransferase activity
IPR037128	2	2	1.00	no	MODIFY:2	NICAT/NaQPT2_candidate_QPT_0; NICAT/NaQPT2_candidate_QPT_1	pentosyltransferase activity
IPR004033	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	ORYSJ/COQ5; PSEAE/ubiE	methyltransferase activity
IPR023576	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	ORYSJ/COQ5; PSEAE/ubiE	methyltransferase activity
IPR005479	2	2	1.00	no	KEEP_AS_NON_CORE:2	POPTR/ACCC1; POPTR/ACCC2	ATP binding
IPR002318	2	2	1.00	no	KEEP_AS_NON_CORE:2	POPTR/ALARS	cytoplasm; nucleotide binding
IPR018162	2	2	1.00	no	KEEP_AS_NON_CORE:2	POPTR/ALARS	cytoplasm; nucleotide binding
IPR018163	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	POPTR/ALARS; human/AARSD1	nucleotide binding
IPR010982	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	POPTR/CYN; PSEPK/ptxS	DNA binding
IPR001891	2	2	1.00	no	MODIFY:2	POPTR/MAOX	malic enzyme activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR012301	2	2	1.00	no	MODIFY:2	POPTR/MAOX	malic enzyme activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR037062	2	2	1.00	no	MODIFY:2	POPTR/MAOX	malic enzyme activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR003918	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/ndhD	ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity
IPR010227	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/ndhD	ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity
IPR001133	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/ndhE	ATP synthesis coupled electron transport; oxidoreductase activity, acting on NAD(P)H
IPR003945	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/ndhF	ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity
IPR018393	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/ndhF	ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity
IPR014029	2	2	1.00	no	MODIFY:2	POPTR/ndhH; human/NDUFS2	oxidoreductase activity, acting on NAD(P)H
IPR022885	2	2	1.00	no	MODIFY:2	POPTR/ndhH; human/NDUFS2	oxidoreductase activity, acting on NAD(P)H
IPR006243	2	2	1.00	no	MODIFY:2	POPTR/psaA	membrane; metal ion binding
IPR003398	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/psbN	membrane; photosynthesis
IPR002942	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/rps4; PSEAE/rpsD	RNA binding
IPR036986	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	POPTR/rps4; PSEAE/rpsD	RNA binding
IPR013751	2	2	1.00	no	MODIFY:1, REMOVE:1	PSEAE/pqsC	3-oxoacyl-[acyl-carrier-protein] synthase activity; fatty acid biosynthetic process
IPR005665	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	PSEAE/secF	intracellular protein transport; protein-transporting ATPase activity
IPR006748	2	2	1.00	no	MODIFY:2	PSEAI/strB	phosphotransferase activity, alcohol group as acceptor; secondary metabolic process
IPR010452	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/aceK	glucose metabolic process; phosphatase activity
IPR001538	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/algA	nucleotidyltransferase activity; polysaccharide metabolic process
IPR006375	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/algA	nucleotidyltransferase activity; polysaccharide biosynthetic process
IPR023743	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/aqpZ	membrane; transmembrane transport
IPR007535	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/catA	catechol-containing compound metabolic process; iron ion binding
IPR014164	2	2	1.00	no	MODIFY:2	PSEPK/exbB	transmembrane transport; transmembrane transporter activity
IPR018376	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/fadB; rat/Echs1	catalytic activity
IPR006176	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/fadB	NAD+ binding; fatty acid metabolic process
IPR039420	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	PSEPK/gacA	regulation of DNA-templated transcription; transcription cis-regulatory region binding
IPR004183	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/galA	ferrous iron binding; oxidoreductase activity
IPR006095	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/gdhA	amino acid metabolic process; oxidoreductase activity
IPR006096	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/gdhA	amino acid metabolic process; oxidoreductase activity
IPR006097	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/gdhA	amino acid metabolic process; oxidoreductase activity
IPR004446	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/gmhB	carbohydrate metabolic process; phosphatase activity
IPR047640	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/hexR	DNA binding; carbohydrate derivative binding
IPR001347	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/hexR	carbohydrate derivative binding; carbohydrate derivative metabolic process
IPR022695	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/hisD	NAD binding; metal ion binding
IPR023950	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/hmp	heme binding; oxygen binding
IPR005956	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	PSEPK/hpd	aromatic amino acid metabolic process; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
IPR013023	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/ilvC	branched-chain amino acid biosynthetic process; oxidoreductase activity
IPR014359	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/ilvC	NADP binding; branched-chain amino acid biosynthetic process
IPR006197	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/lexA2; STRCO/lexA	regulation of DNA-templated transcription
IPR006199	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/lexA2; STRCO/lexA	proteolysis
IPR001236	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	PSEPK/mdh; rat/Ldhb	oxidoreductase activity
IPR004737	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/nasA	nitrite transmembrane transporter activity; nitrite transport
